version,solver,solver_family,eval_set,n_positions,component,role,signed_mean_bias_mm,signed_std_mm,p95_abs_error_mm,axis_convention,horizontal_2d_rmse_mm,horizontal_2d_p50_mm,horizontal_2d_p95_mm
v1-old,T1+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,16.810342945663123,38.68640880474222,73.44039388942625,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,19.50748788349704,43.824050228221736,83.15916858751527,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-10.088985056278554,157.43346877858696,297.11610327692034,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.46338006522644,37.003689457054584,63.84837344769498,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,60.040948085450516,52.35710653930214,101.22963012324765
v1-old,T3+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,19.755807557356736,44.18936888208217,83.18132290358655,OptiTrack frame; Y is vertical,,,
v1-old,T3+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-10.414147023796565,157.89898780523797,299.8298060910766,OptiTrack frame; Y is vertical,,,
v1-old,T3+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.733213128353592,37.13816470818558,64.46321937833649,OptiTrack frame; Y is vertical,,,
v1-old,T3+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,60.49523584994582,52.47754588533245,101.17120372568007
v1-old,T3+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,19.440087612286263,43.983225879959015,83.19153262709574,OptiTrack frame; Y is vertical,,,
v1-old,T3+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-9.960249660159457,157.11680421501174,296.06054451383517,OptiTrack frame; Y is vertical,,,
v1-old,T3+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.451885906599562,36.741975926676304,63.79007500745586,OptiTrack frame; Y is vertical,,,
v1-old,T3+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.97494723477186,52.27592682802047,100.95615545959684
v1-old,T3+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,19.154592280989586,43.726297906183504,83.15887334199064,OptiTrack frame; Y is vertical,,,
v1-old,T3+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-9.774965417166385,156.8588486394021,294.5434196180342,OptiTrack frame; Y is vertical,,,
v1-old,T3+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.24020643491138,36.55061037794924,63.02263583404217,OptiTrack frame; Y is vertical,,,
v1-old,T3+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.56009551821857,52.49921574104298,100.95246613955129
v1-old,T4+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,15.573095338294488,37.52011705949633,71.53767997020778,OptiTrack frame; Y is vertical,,,
v1-old,T4+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-5.622164733770551,154.24658430421513,235.7835704753456,OptiTrack frame; Y is vertical,,,
v1-old,T4+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-9.517283979653977,35.20465121248965,62.08731775902272,OptiTrack frame; Y is vertical,,,
v1-old,T4+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,53.5717248193333,49.989009594251655,82.70792411748339
v1-old,T4+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,14.993604861021945,36.28312333404675,69.8786620152039,OptiTrack frame; Y is vertical,,,
v1-old,T4+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.4420582875341523,155.17087205531664,236.52560041571448,OptiTrack frame; Y is vertical,,,
v1-old,T4+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.1558605248163,34.81494344096377,61.27470917616437,OptiTrack frame; Y is vertical,,,
v1-old,T4+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.10101263952144,45.54659107747647,84.86382257217079
v1-old,T4+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,14.993604861021945,36.28312333404675,69.8786620152039,OptiTrack frame; Y is vertical,,,
v1-old,T4+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.4420582875341523,155.17087205531664,236.52560041571448,OptiTrack frame; Y is vertical,,,
v1-old,T4+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.1558605248163,34.81494344096377,61.27470917616437,OptiTrack frame; Y is vertical,,,
v1-old,T4+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.10101263952144,45.54659107747647,84.86382257217079
v1-old,T4+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,15.134257841473044,36.43880410309315,70.06615354978977,OptiTrack frame; Y is vertical,,,
v1-old,T4+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.8266549836527637,155.25302845742,236.71664509232127,OptiTrack frame; Y is vertical,,,
v1-old,T4+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.341879267249434,34.90434709520217,61.46833538796035,OptiTrack frame; Y is vertical,,,
v1-old,T4+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.33206574640052,46.031174305264166,85.31513397058175
v1-old,T4+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,15.074997681821563,36.32429902966175,70.13257171667331,OptiTrack frame; Y is vertical,,,
v1-old,T4+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.2078481466619073,154.8581635012911,236.1439101083655,OptiTrack frame; Y is vertical,,,
v1-old,T4+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-7.999849101090746,34.696770040319244,60.72371309464607,OptiTrack frame; Y is vertical,,,
v1-old,T4+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.05223660586642,45.3429959820073,85.08630413422793
v1-old,T4+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,14.863661693257447,36.052260813736986,70.02027169781907,OptiTrack frame; Y is vertical,,,
v1-old,T4+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-2.979557601828162,154.79631437216037,235.65913963153642,OptiTrack frame; Y is vertical,,,
v1-old,T4+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-7.725626997232676,34.611717137346616,60.68093335093996,OptiTrack frame; Y is vertical,,,
v1-old,T4+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,51.71342061175863,45.25152460714435,84.26923425457022
v1-old,T5a,native_range_filter,all8,24,X,OptiTrack horizontal X,15.307476548741453,41.84191492326449,65.30392431459923,OptiTrack frame; Y is vertical,,,
v1-old,T5a,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,24.23216345200179,195.04828037009116,320.0002332485306,OptiTrack frame; Y is vertical,,,
v1-old,T5a,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-2.608310368770068,40.683457330041634,75.68274997925673,OptiTrack frame; Y is vertical,,,
v1-old,T5a,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.20388164365294,39.048938936142676,123.08524256472693
v1-old,T5b,native_range_filter,all8,24,X,OptiTrack horizontal X,14.95770442938373,33.9414327945285,67.00231130468137,OptiTrack frame; Y is vertical,,,
v1-old,T5b,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,6.010371520162896,168.6506736532393,294.52130461678763,OptiTrack frame; Y is vertical,,,
v1-old,T5b,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-0.5523609001998349,32.54264212685042,60.09923631602139,OptiTrack frame; Y is vertical,,,
v1-old,T5b,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.40408650522244,44.23833782967744,81.37119642146745
v1-old,T5c,native_range_filter,all8,24,X,OptiTrack horizontal X,14.95770442938373,33.9414327945285,67.00231130468137,OptiTrack frame; Y is vertical,,,
v1-old,T5c,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,6.010371520162896,168.6506736532393,294.52130461678763,OptiTrack frame; Y is vertical,,,
v1-old,T5c,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-0.5523609001998349,32.54264212685042,60.09923631602139,OptiTrack frame; Y is vertical,,,
v1-old,T5c,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.40408650522244,44.23833782967744,81.37119642146745
v1-old,T5d,native_range_filter,all8,24,X,OptiTrack horizontal X,15.302575833375897,41.82533347592107,65.3024309875591,OptiTrack frame; Y is vertical,,,
v1-old,T5d,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,24.133579979384773,194.72033057965874,319.6812686817498,OptiTrack frame; Y is vertical,,,
v1-old,T5d,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-2.60195763754076,40.670323197256856,75.65172827993555,OptiTrack frame; Y is vertical,,,
v1-old,T5d,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.18245501950631,39.04489700109136,122.98380226623745
v1-old,T5e,native_range_filter,all8,24,X,OptiTrack horizontal X,13.688522528526585,37.05261288302642,67.03322371505925,OptiTrack frame; Y is vertical,,,
v1-old,T5e,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.24945061071924,148.66329014006192,282.0044612985414,OptiTrack frame; Y is vertical,,,
v1-old,T5e,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-2.76640811789666,31.842209563132304,67.23503646703728,OptiTrack frame; Y is vertical,,,
v1-old,T5e,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,49.82369074619206,35.587513210440676,88.73097441537301
v2,T1+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,18.077707664141613,33.51938000540411,71.27112134874957,OptiTrack frame; Y is vertical,,,
v2,T1+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-22.80316144010041,125.84660931064897,236.68483955542726,OptiTrack frame; Y is vertical,,,
v2,T1+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-3.9249859451394458,32.51916833473974,51.00495420700683,OptiTrack frame; Y is vertical,,,
v2,T1+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,49.31913718976088,43.57307668199945,74.896542976688
v2,T1+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,17.601569772708263,32.54135513365425,70.97261371925683,OptiTrack frame; Y is vertical,,,
v2,T1+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.1076595654639,125.71899026105906,235.39304399478692,OptiTrack frame; Y is vertical,,,
v2,T1+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.2571471647664993,32.00863915627992,48.03338863435286,OptiTrack frame; Y is vertical,,,
v2,T1+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.07900318660935,43.86518874794649,74.23228275771169
v2,T1+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,17.601569772708263,32.54135513365425,70.97261371925683,OptiTrack frame; Y is vertical,,,
v2,T1+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.1076595654639,125.71899026105906,235.39304399478692,OptiTrack frame; Y is vertical,,,
v2,T1+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.2571471647664993,32.00863915627992,48.03338863435286,OptiTrack frame; Y is vertical,,,
v2,T1+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.07900318660935,43.86518874794649,74.23228275771169
v2,T1+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,17.778659143461535,32.720920022794125,71.21148098319051,OptiTrack frame; Y is vertical,,,
v2,T1+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.435112266818425,125.77541924356994,235.24311666111555,OptiTrack frame; Y is vertical,,,
v2,T1+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.45141564318072,32.06660310998267,48.08422063529739,OptiTrack frame; Y is vertical,,,
v2,T1+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.3069411850577,43.58830649978802,74.45176252728903
v2,T1+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,17.502837523457615,32.483475257844475,70.54945468264297,OptiTrack frame; Y is vertical,,,
v2,T1+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.87012384367659,125.41357289309694,234.56003209187165,OptiTrack frame; Y is vertical,,,
v2,T1+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.189178370621729,31.864621193378678,47.29749166144654,OptiTrack frame; Y is vertical,,,
v2,T1+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.910332687665374,43.56638015906992,74.5498308331416
v2,T1+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,17.29828555032508,32.30771220357767,70.30477054733223,OptiTrack frame; Y is vertical,,,
v2,T1+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.630997362988733,125.18266693605398,233.8594712111483,OptiTrack frame; Y is vertical,,,
v2,T1+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.9713340284824135,31.81176314895577,47.17206659440724,OptiTrack frame; Y is vertical,,,
v2,T1+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.6784650274153,42.961626505652234,74.46400336642297
v2,T2+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,18.673070129474965,33.24648836439206,70.85700603226024,OptiTrack frame; Y is vertical,,,
v2,T2+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-22.35428826990332,125.60208488643565,235.98697534901024,OptiTrack frame; Y is vertical,,,
v2,T2+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-3.3875155145880704,32.546714534188474,49.67827369743412,OptiTrack frame; Y is vertical,,,
v2,T2+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,49.34150407424001,44.42852243499951,74.51008551279385
v2,T2+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,18.05814269923827,32.41356875764478,70.81087674038956,OptiTrack frame; Y is vertical,,,
v2,T2+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.671570004090103,125.51941626839849,234.78052573444404,OptiTrack frame; Y is vertical,,,
v2,T2+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.8723579645476427,31.997374150263603,47.466571850135516,OptiTrack frame; Y is vertical,,,
v2,T2+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.141845895302374,44.1198772166122,74.06627032525387
v2,T2+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,18.05814269923827,32.41356875764478,70.81087674038956,OptiTrack frame; Y is vertical,,,
v2,T2+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.671570004090103,125.51941626839849,234.78052573444404,OptiTrack frame; Y is vertical,,,
v2,T2+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.8723579645476427,31.997374150263603,47.466571850135516,OptiTrack frame; Y is vertical,,,
v2,T2+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.141845895302374,44.1198772166122,74.06627032525387
v2,T2+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,18.22254157884933,32.528316348328374,71.10039009497005,OptiTrack frame; Y is vertical,,,
v2,T2+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.008389877810036,125.46155482142576,234.57969372370636,OptiTrack frame; Y is vertical,,,
v2,T2+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.1084455537322824,32.08811621226275,47.49292631883128,OptiTrack frame; Y is vertical,,,
v2,T2+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.34517580707193,44.35623772710192,74.344635081216
v2,T2+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,17.76361280575873,32.46328918334149,70.93706300493191,OptiTrack frame; Y is vertical,,,
v2,T2+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.482992163482102,125.33390240783928,233.80283558336484,OptiTrack frame; Y is vertical,,,
v2,T2+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.9045037528293527,31.872045862785868,46.88602678916973,OptiTrack frame; Y is vertical,,,
v2,T2+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.98570975858201,43.80855835014867,74.20803139645689
v2,T2+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,17.501190221755678,32.317972329688516,70.7746975021217,OptiTrack frame; Y is vertical,,,
v2,T2+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.337103128940935,125.07422253109132,233.17363602913935,OptiTrack frame; Y is vertical,,,
v2,T2+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.7567550634029594,31.811514310722004,46.95670906182281,OptiTrack frame; Y is vertical,,,
