version,ID,path,location,height,facing,status,N_frames,mean_x,mean_y,mean_z,X_std,Y_std,Z_std,D3_std,radial_p50,radial_p75,radial_p95,radial_max,median_anchors,pct_ge7,pct_ge8,mean_x_raw_no_us,mean_y_raw_no_us,mean_z_raw_no_us,coordinate_gauge
v1-old,ID21,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID21_static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,ok,1201,1470.7167295080994,1212.4828332985041,1714.0850668403045,28.35099263453694,36.79517376597513,49.27868390818822,67.72039783960959,51.15844655103377,73.45941921585589,123.78830778024488,253.3257294828449,8.0,99.91673605328891,91.3405495420483,1508.3823434249148,1016.384732009231,-1563.8546851778854,US30_FGH_height
v1-old,ID22,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID22_static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,ok,1201,1478.4982892159264,1233.1464304707254,1672.0041721111374,20.601682409580047,26.323503016533202,27.989963884288077,43.59809866737748,37.122175540098326,49.413404636294445,74.91352062309151,132.963038221692,8.0,99.83347210657784,92.67277268942549,1514.1924667499432,996.534802452092,-1521.069624884436,US30_FGH_height
v1-old,ID23,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID23_static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,ok,1201,1429.9074860152396,1209.8267626613676,1830.3980196165257,36.855952283224696,46.19543679052185,63.13655786230853,86.47892539613952,72.09444174066614,95.92384446562924,155.24159449574975,231.03257615579025,8.0,100.0,93.75520399666944,1473.0432242916652,1016.7845375175548,-1681.9738574728772,US30_FGH_height
v1-old,ID24,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID24_static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,ok,1201,1433.5722334221339,1252.460261578106,1766.5612915430324,33.1944625191419,40.546734812889994,47.43639045396172,70.68324543498444,49.24025241751833,70.15102471702812,122.51276686264548,323.0766132309078,8.0,99.91673605328891,92.5895087427144,1473.7261631433223,975.3801788210754,-1617.2329420481851,US30_FGH_height
v2,ID01,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID01_static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,ok,1201,1362.0095651987244,1506.4889568314088,-62.19224912907451,19.75069898179861,31.273673586363138,49.433600461935086,61.73988681951271,47.45190186519549,68.1693927821876,114.8523124881183,217.1902728424783,8.0,99.7502081598668,91.75686927560366,1334.6039823557817,799.7437429892666,115.36598631513826,US30_FGH_height
v2,ID02,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID02_static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,ok,1201,1489.6186153216258,1556.9070248812218,931.2841756250024,25.270329697319678,33.85813524187959,47.06931729323581,63.24937561367667,50.27584626777949,72.4026282328668,111.02271061943377,208.35813441526,8.0,99.91673605328891,95.67027477102414,1492.176702655257,740.4884939704529,-873.3104577667615,US30_FGH_height
v2,ID03,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID03_static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,ok,1201,1445.9531549719309,1645.9621537306168,1887.859068873204,27.537814343102667,40.73556403277573,37.28426548800762,61.70764822000432,42.24725668506736,58.62514471859151,115.51568770775872,283.49921740021097,8.0,100.0,92.2564529558701,1477.4380031511985,642.8810777893109,-1829.933987603924,US30_FGH_height
v2,ID04,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID04_static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,ok,1201,2221.160178218219,1206.7524339303382,-152.39022561358684,19.57422453470785,22.88863080486489,50.583735750377514,58.87065490310594,38.74918826424856,57.73477022980673,125.70617172008656,204.73232459983467,8.0,100.0,93.83846794338052,2190.63652015778,1100.5059427426731,228.80243283150665,US30_FGH_height
v2,ID05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID05_static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,ok,1200,2214.045074892235,1159.0599483803758,1000.936203040471,18.60938090333882,24.99936544889096,38.36188299418788,49.42581711325082,40.44088262183608,54.31691801407591,85.48405018627547,176.1879860011728,8.0,99.75,91.5,2218.3771366315173,1137.8931817990897,-924.5924264680276,US30_FGH_height
v2,ID06,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID06_static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,ok,1201,2179.9748854547647,1196.4751177942526,1737.5843844216495,28.687526117753176,40.6159649316762,41.367097290530026,64.68282229720734,46.50686461238418,63.66450520868445,123.64122579992522,266.57417665884816,8.0,99.83347210657784,92.83930058284764,2206.583341691183,1093.890622407763,-1661.5699681955148,US30_FGH_height
v2,ID07,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID07_static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,ok,1201,1775.0880775883763,663.8779293552127,-49.793694811870495,18.534180327334532,27.88529789641959,74.70786810622096,81.86801106753924,64.88384644246722,88.15887755320664,145.72891802862202,304.1161540612343,8.0,100.0,90.84096586178184,1747.868514409816,1642.3219315580632,107.9263716757567,US30_FGH_height
v2,ID08,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID08_static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,ok,1201,1547.714018990395,575.3187603211427,1047.7421192944673,29.845329112295655,47.617686836247074,66.79791318085725,87.29346467390036,63.28603144593721,88.40948988182684,157.16254593113683,369.4248795931181,8.0,100.0,90.25811823480431,1553.764826697269,1721.0130615513976,-996.726522525018,US30_FGH_height
v2,ID09,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID09_static_ID09_BSF66F_120s_20260528_113816,edge,high,CDHG,ok,1201,1570.0278093437416,580.3902969423691,1443.1174681084262,28.381131521454773,31.62317986968777,37.252890263078015,56.5092201721248,43.792457578683816,62.43614829840203,99.75713448684007,261.9691965844323,8.0,99.91673605328891,93.42214820982517,1588.01630792023,1712.4162914744825,-1391.1859295007814,US30_FGH_height
v2,ID10,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID10_static_ID10_BSF66F_120s_20260528_114216,edge,low,ADHE,ok,1201,710.3649238948324,982.9440556492814,35.134635909100524,22.964763106442895,20.63572926040171,34.89456628154601,46.59232149851357,34.51094492928754,48.34715691462524,86.02735602650542,191.50349432556268,8.0,99.91673605328891,90.75770191507078,686.198077212674,1322.2224558820485,-6.282282865174725,US30_FGH_height
v2,ID11,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID11_static_ID11_BSF66F_120s_20260528_114551,edge,mid,ADHE,ok,1201,691.124381009357,1206.8981238106649,1047.9852240504379,18.874297480585255,20.943652424277403,30.68842105213175,41.67319124962105,31.46156133915162,44.32951749468787,75.5864100745914,182.9780772434928,8.0,100.0,91.84013322231472,697.5737403455336,1089.2254320525492,-1017.2100340965366,US30_FGH_height
v2,ID12,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID12_static_ID12_BSF66F_120s_20260528_115143,edge,high,ADHE,ok,1201,673.4062261929847,1085.046670688157,1595.182729575371,26.535388550044303,23.80377420308707,24.65715364199658,43.34422380823543,34.72079144242753,46.64909643749687,76.83551101619263,175.08600497372993,8.0,100.0,91.3405495420483,696.3994858056491,1206.179710381976,-1565.7600660877777,US30_FGH_height
v2,ID13,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID13_static_ID13_BSF66F_120s_20260528_115704,center,mid,ABEF,ok,1200,1505.3009344027187,1193.278596287882,961.7959025891391,33.81977122858956,41.050135821427894,63.63880878573434,82.93846249225432,71.12024148072511,97.37376137293214,142.9157434532571,216.85908037045297,8.0,99.83333333333331,91.66666666666666,1508.7738961033551,1103.8341104942706,-906.5825304093004,US30_FGH_height
v2,ID14,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID14_static_ID14_BSF66F_120s_20260528_120122,center,mid,BCGF,ok,1201,1528.2729396703048,1212.0195283192045,969.1295358700153,17.99406597339494,19.503533848742386,30.32643347946171,40.2972308034702,29.4136950709423,40.7522012793493,66.89404651216186,159.26916837457745,8.0,99.91673605328891,91.9233971690258,1531.957025729827,1085.034626604386,-913.0508874426766,US30_FGH_height
v2,ID15,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID15_static_ID15_BSF66F_120s_20260528_120437,center,mid,CDHG,ok,1201,1480.1124995860184,1204.7160322122895,951.4748184947969,21.71688698429965,30.420048269377446,42.970012767585004,56.95107123001742,47.068355601730296,64.35085032381699,100.03323577189254,174.60686151148474,8.0,99.91673605328891,95.58701082431308,1483.2850711405397,1092.482516511946,-896.9255079904602,US30_FGH_height
v2,ID16,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID16_static_ID16_BSF66F_120s_20260528_120804,center,mid,ADHE,ok,1201,1525.5937585721233,1218.025192161824,1014.2429746539233,18.238397477751352,19.37934504336794,30.48687374637783,40.467859193364056,31.706305370586463,42.625505621956975,68.5273823741622,188.68006110946305,8.0,99.91673605328891,89.75853455453789,1530.642355094205,1078.625529382476,-958.1692150089413,US30_FGH_height
v2,ID17,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID17_static_ID17_BSF66F_120s_20260528_121200,center,low,ABEF,ok,1199,1398.2650734739136,1199.8146127844618,49.542832202547004,18.919571385833855,24.812578154810804,57.57763023827767,65.48891295454588,51.81782949366738,75.93757186375925,115.36129672158812,239.29403232036125,8.0,99.83319432860718,92.49374478732275,1374.2194647209571,1105.4176238922469,2.041515578289136,US30_FGH_height
v2,ID18,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID18_static_ID18_BSF66F_120s_20260528_121519,center,low,BCGF,ok,1199,1469.296013148951,1345.8430421680837,91.15443574068591,15.9294508716222,21.612444804665838,31.16256363811161,41.13332648845107,33.05589732357171,45.014084917126524,72.34140179293216,142.4071362979562,8.0,99.83319432860718,92.91075896580485,1446.4754291230597,959.0425344371812,-36.09810848547358,US30_FGH_height
v2,ID19,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID19_static_ID19_BSF66F_120s_20260528_121846,center,low,CDHG,ok,1201,1671.7118222366603,1208.5855383273058,-38.01862968941527,25.33781084570197,22.92685004985921,110.94612626746421,116.0891383610776,69.9874620110416,112.13706339375452,217.9375284422036,488.3154748680182,8.0,99.91673605328891,89.84179850124896,1644.8953027864727,1097.5029815996115,97.90085146876363,US30_FGH_height
v2,ID20,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID20_static_ID20_BSF66F_120s_20260528_122210,center,low,ADHE,ok,1201,1487.7189613345345,1069.963339615482,-45.38381287495454,20.825525961256538,22.97638749616469,83.83001115494298,89.38169658366724,59.072195747816565,92.87487211710592,174.32785401133197,375.4518706174513,8.0,100.0,91.42381348875936,1460.7639024797109,1236.135745766458,98.46377467521968,US30_FGH_height
v2,ID21,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID21_static_ID21_BSF66F_120s_20260528_122611,center,high,ABEF,ok,1201,1454.631631615736,1230.7298238240264,1530.1501685847918,26.482094730992266,35.311997935204815,47.32362582083297,64.7129361128621,53.42895268921349,73.98193489169302,109.4112267090014,271.0213519632936,8.0,99.91673605328891,91.3405495420483,1475.3028803708703,1061.2942000454016,-1475.8510008950443,US30_FGH_height
v2,ID22,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID22_static_ID22_BSF66F_120s_20260528_122946,center,high,BCGF,ok,1201,1455.4929496164498,1265.0768027812837,1489.2254105554878,19.717804821186274,24.42664781179209,28.403458799258313,42.33449447021767,36.19509045846377,48.33215185418477,72.81948426740745,122.8051324559435,8.0,99.83347210657784,92.67277268942549,1474.9270962318628,1027.3143617632284,-1434.613614598821,US30_FGH_height
v2,ID23,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID23_static_ID23_BSF66F_120s_20260528_123303,center,high,CDHG,ok,1201,1416.0422026473116,1252.708911309036,1610.071333884284,40.81999543106193,43.7984767148883,57.8402677961597,83.24707303123638,70.4797775455828,99.33820709623583,135.12553986843636,223.9672026518805,8.0,100.0,93.75520399666944,1439.1462197809242,1038.5917199495586,-1556.7021621117692,US30_FGH_height
v2,ID24,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID24_static_ID24_BSF66F_120s_20260528_123717,center,high,ADHE,ok,1201,1433.782999166773,1287.9778186242572,1558.636071965942,29.204631483083226,35.99772320390378,48.630568815794305,67.18391771306045,49.26733986486588,69.35356981048689,122.89521797285995,253.5157204151049,8.0,99.91673605328891,92.5895087427144,1455.3245874692457,1003.7884272107142,-1504.441191144528,US30_FGH_height
v3-lite,ID01,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID01_static_ID01_BSF66F_120s_20260528_110629,edge,low,ABEF,ok,1201,1361.5617351060298,1505.3194067297989,-62.23794953235037,19.74602177534199,31.316347881611797,49.54710780986112,61.8509087477008,47.45128711445871,68.21603200880399,115.41214774982237,218.283465558364,8.0,99.7502081598668,91.75686927560366,1334.2049251445274,799.7576742002808,113.84925552916958,US30_FGH_height
v3-lite,ID02,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID02_static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,ok,1201,1489.7684248992805,1555.582112309657,930.062761263051,25.26581034302897,33.794757858477276,46.935306585515576,63.11394327150983,50.23126062387113,72.09623588546529,111.1216408307825,208.8617704013344,8.0,99.91673605328891,95.67027477102414,1492.3059293634897,740.2080966650788,-873.6131061866295,US30_FGH_height
v3-lite,ID03,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID03_static_ID03_BSF66F_120s_20260528_111354,edge,high,ABEF,ok,1201,1445.9937438112638,1644.8535966712377,1887.5371182567683,27.724992502168597,41.133866361036034,37.20622662950282,62.00785007608957,42.21071993809102,58.57094485605873,115.86438789062326,285.2977468553721,8.0,100.0,92.2564529558701,1477.4526919998232,641.9299478752989,-1831.09080918304,US30_FGH_height
v3-lite,ID04,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID04_static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,ok,1201,2220.8481455906613,1206.049957708467,-153.7302324585503,19.607612498672744,22.917233721955416,50.679761902312585,58.975387542939735,38.89113450812677,57.45580166605421,126.13949347469544,207.6336310910988,8.0,100.0,93.83846794338052,2190.338072889725,1100.1175938827218,228.41857156273596,US30_FGH_height
v3-lite,ID05,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID05_static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,ok,1200,2214.7877599815197,1157.8921042517245,1000.5360395706317,18.603410509267103,24.984078533905873,38.300160746290686,49.36793874526656,40.35294709807404,54.36720721146907,85.280418968177,175.78444283048225,8.0,99.75,91.5,2219.122136875712,1137.42399376915,-925.9064450835302,US30_FGH_height
v3-lite,ID06,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID06_static_ID06_BSF66F_120s_20260528_112429,edge,high,BCGF,ok,1201,2180.775772614289,1195.7772186313898,1736.0321481759956,28.63070438659517,40.606472621818696,41.18658094314795,64.53632544734468,46.30587832762966,63.43121613904005,124.28730691971816,266.2684141994996,8.0,99.83347210657784,92.83930058284764,2207.3267003019787,1092.6188294787394,-1661.7053224126594,US30_FGH_height
v3-lite,ID07,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID07_static_ID07_BSF66F_120s_20260528_112810,edge,low,CDHG,ok,1201,1775.3272601030167,662.717856708045,-50.58521259687957,18.462070979366842,27.8653228330195,74.44171423482717,81.60204102628346,64.78119300268763,87.83739276001413,145.14190766006027,304.1815764770528,8.0,100.0,90.84096586178184,1748.1336469669006,1642.3298983961663,106.76912012962116,US30_FGH_height
v3-lite,ID08,/home/zekaixiao/Desktop/28052026_Erlangen_Official/solver/work/field_dataset_staged/Static_Test/ID08_static_ID08_BSF66F_120s_20260528_113136,edge,mid,CDHG,ok,1201,1547.9158306209733,574.0513752938396,1046.4683002508464,29.7654883579931,47.61416251684581,66.5352415840463,87.06337428573413,62.99295741158052,87.9496523866687,158.36507744781647,368.38771090902,8.0,100.0,90.25811823480431,1553.9405561496258,1720.6179914634508,-997.433819188917,US30_FGH_height
