version,solver,solver_family,eval_set,n_positions,location,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T4+F3,external_position_filter,noG,24,center,12,124.36731873420008,328.81407935316173,171.34279600698275
v1-old,T4+F3,external_position_filter,noG,24,edge,12,167.94591146448806,316.6038576034552,197.77847209168294
v1-old,T4+F4,external_position_filter,all8,24,center,12,109.59505354012563,197.64061011925108,127.03627459451253
v1-old,T4+F4,external_position_filter,all8,24,edge,12,181.91948895244434,278.8564755151361,188.63498556309537
v1-old,T4+F4,external_position_filter,noG,24,center,12,123.65058403417588,327.55213730256474,170.71740909140922
v1-old,T4+F4,external_position_filter,noG,24,edge,12,167.48317323960345,316.42893504512045,197.78444506752984
v1-old,T4+F5,external_position_filter,all8,24,center,12,110.2254143783659,198.162106128976,127.00918571643807
v1-old,T4+F5,external_position_filter,all8,24,edge,12,182.13861122861533,278.4088735084396,188.39953470350406
v1-old,T4+F5,external_position_filter,noG,24,center,12,123.53082447461964,327.03665681406375,170.5910679901722
v1-old,T4+F5,external_position_filter,noG,24,edge,12,167.93562608727532,315.4277135419641,197.35296761274287
v1-old,T5a,native_range_filter,all8,24,center,12,159.5933523324971,315.17243620294363,186.90633659856482
v1-old,T5a,native_range_filter,all8,24,edge,12,213.47855286259897,311.929539450523,219.3035572311021
v1-old,T5a,native_range_filter,noG,24,center,12,164.0180656379091,306.6700063138802,187.12628131546248
v1-old,T5a,native_range_filter,noG,24,edge,12,217.78820534856064,345.2199340049807,235.95289331198322
v1-old,T5b,native_range_filter,all8,24,center,12,128.17097808325366,191.67813294816153,127.51760710878257
v1-old,T5b,native_range_filter,all8,24,edge,12,184.9160683422731,335.46413530638915,208.28444495568655
v1-old,T5b,native_range_filter,noG,24,center,12,126.59056649157586,272.50948563755196,157.66983818711077
v1-old,T5b,native_range_filter,noG,24,edge,12,183.20012571345387,299.5605369573394,196.04086789985297
v1-old,T5c,native_range_filter,all8,24,center,12,128.17097808325366,191.67813294816153,127.51760710878257
v1-old,T5c,native_range_filter,all8,24,edge,12,184.9160683422731,335.46413530638915,208.28444495568655
v1-old,T5c,native_range_filter,noG,24,center,12,126.59056649157586,272.50948563755196,157.66983818711077
v1-old,T5c,native_range_filter,noG,24,edge,12,183.20012571345387,299.5605369573394,196.04086789985297
v1-old,T5d,native_range_filter,all8,24,center,12,159.26084103078983,314.7860549013511,186.61880935038494
v1-old,T5d,native_range_filter,all8,24,edge,12,213.13568767430178,311.4942163783959,218.937672474353
v1-old,T5d,native_range_filter,noG,24,center,12,163.59284197210778,306.2785951688518,186.8055128365081
v1-old,T5d,native_range_filter,noG,24,edge,12,217.3873670344359,344.64366988206365,235.53405219073224
v1-old,T5e,native_range_filter,all8,24,center,12,110.00387880974745,284.556753183528,153.56077467229497
v1-old,T5e,native_range_filter,all8,24,edge,12,121.81677071508244,276.03868511252807,154.4934223380574
v1-old,T5e,native_range_filter,noG,24,center,12,95.76099181701349,254.67686627101463,141.84774234967625
v1-old,T5e,native_range_filter,noG,24,edge,12,136.8533752239526,281.400138177976,167.35337168671327
v2,T1+F0,external_position_filter,all8,24,center,12,66.88535199300605,139.4992065394781,85.64642602540835
v2,T1+F0,external_position_filter,all8,24,edge,12,123.36485021293439,306.4855886430556,167.51461934936685
v2,T1+F0,external_position_filter,noG,24,center,12,80.56476196213339,213.29168931092883,114.00501503981634
v2,T1+F0,external_position_filter,noG,24,edge,12,126.03490263234919,346.6999290412727,178.19669611232632
v2,T1+F1,external_position_filter,all8,24,center,12,60.66102147289663,142.28103064866292,85.57908214210188
v2,T1+F1,external_position_filter,all8,24,edge,12,124.18325224615853,303.5485814743421,166.34479075802312
v2,T1+F1,external_position_filter,noG,24,center,12,77.77972125227562,205.13699998805873,110.78490928623218
v2,T1+F1,external_position_filter,noG,24,edge,12,126.61839686739935,340.74661309470434,176.36244899827926
v2,T1+F2,external_position_filter,all8,24,center,12,60.66102147289663,142.28103064866292,85.57908214210188
v2,T1+F2,external_position_filter,all8,24,edge,12,124.18325224615853,303.5485814743421,166.34479075802312
v2,T1+F2,external_position_filter,noG,24,center,12,77.77972125227562,205.39816250844757,110.88809372846707
v2,T1+F2,external_position_filter,noG,24,edge,12,126.61839686739935,340.7735016662879,176.36964100996673
v2,T1+F3,external_position_filter,all8,24,center,12,61.49213918844514,142.51179679717637,85.62048348484949
v2,T1+F3,external_position_filter,all8,24,edge,12,124.30085342770403,303.53704375900304,166.67829511384988
v2,T1+F3,external_position_filter,noG,24,center,12,78.57738677742353,206.4948214232011,111.39904145878756
v2,T1+F3,external_position_filter,noG,24,edge,12,126.88798257400498,341.6518136523584,176.80305634624796
v2,T1+F4,external_position_filter,all8,24,center,12,60.32105741128393,142.30219950839606,85.66733434310164
v2,T1+F4,external_position_filter,all8,24,edge,12,123.92235265711588,303.3725318720809,165.79646433101613
v2,T1+F4,external_position_filter,noG,24,center,12,78.25921818100284,206.79062327648856,111.33869008110989
v2,T1+F4,external_position_filter,noG,24,edge,12,126.49003647371609,341.2398710847778,176.42640543738094
v2,T1+F5,external_position_filter,all8,24,center,12,59.9124150484153,143.32609540317702,85.79854519944647
v2,T1+F5,external_position_filter,all8,24,edge,12,123.7066505847105,302.64720986306236,165.23409708917097
v2,T1+F5,external_position_filter,noG,24,center,12,78.77741003762227,205.1573861071235,110.6060919683326
v2,T1+F5,external_position_filter,noG,24,edge,12,126.79192891072701,340.8151101567664,176.20158047319177
v2,T2+F0,external_position_filter,all8,24,center,12,66.6565449981577,139.5578786887429,85.26274990978004
v2,T2+F0,external_position_filter,all8,24,edge,12,123.94324792785352,306.0582864023171,167.1966343432133
v2,T2+F0,external_position_filter,noG,24,center,12,80.56981722547712,213.54660664194023,114.16663415552219
v2,T2+F0,external_position_filter,noG,24,edge,12,126.56163712120997,346.40335630588567,178.27915069522672
v2,T2+F1,external_position_filter,all8,24,center,12,60.57561815387642,142.84669602072904,85.64899390270698
v2,T2+F1,external_position_filter,all8,24,edge,12,124.25529346587643,303.3116501505691,166.03415542718855
v2,T2+F1,external_position_filter,noG,24,center,12,77.83949227341913,205.17217880427154,110.85062452727603
v2,T2+F1,external_position_filter,noG,24,edge,12,126.69607182090283,340.8094206119316,176.4215245545188
v2,T2+F2,external_position_filter,all8,24,center,12,60.57561815387642,142.84669602072904,85.64899390270698
v2,T2+F2,external_position_filter,all8,24,edge,12,124.25529346587643,303.3116501505691,166.03415542718855
v2,T2+F2,external_position_filter,noG,24,center,12,77.83949227341913,205.35909636000835,110.92395892459791
v2,T2+F2,external_position_filter,noG,24,edge,12,126.69607182090283,340.8094206119316,176.4202384409428
v2,T2+F3,external_position_filter,all8,24,center,12,61.742361128921694,142.84310951230148,85.47873806503539
v2,T2+F3,external_position_filter,all8,24,edge,12,124.53308551115393,303.4535485497572,166.2396718482178
v2,T2+F3,external_position_filter,noG,24,center,12,78.6028318339356,206.56969007814087,111.42013292681906
v2,T2+F3,external_position_filter,noG,24,edge,12,126.9426011491062,341.5838626582968,176.83806279943735
v2,T2+F4,external_position_filter,all8,24,center,12,60.24120502530633,143.28442658663937,86.09832540209044
v2,T2+F4,external_position_filter,all8,24,edge,12,123.61176396279521,303.2514067022538,165.4644203165488
v2,T2+F4,external_position_filter,noG,24,center,12,78.2609242296647,206.99030584570338,111.44149391342735
v2,T2+F4,external_position_filter,noG,24,edge,12,126.48905350196989,341.2689091618198,176.44161312874468
v2,T2+F5,external_position_filter,all8,24,center,12,59.88387511339391,143.77425592649217,86.14542640075986
v2,T2+F5,external_position_filter,all8,24,edge,12,123.60316075959469,302.4509029444269,164.9159640293873
v2,T2+F5,external_position_filter,noG,24,center,12,78.9677567962827,205.31956910034242,110.6786214556318
v2,T2+F5,external_position_filter,noG,24,edge,12,126.97116396906756,340.91711413474843,176.30434915870305
v2,T3+F0,external_position_filter,all8,24,center,12,48.749111375152715,99.57186551079806,60.860545741502776
v2,T3+F0,external_position_filter,all8,24,edge,12,106.48079630385371,215.43791505340653,128.3933726729308
v2,T3+F0,external_position_filter,noG,24,center,12,81.59629492076138,222.1522309956507,116.10888589313592
v2,T3+F0,external_position_filter,noG,24,edge,12,120.41628012805677,237.9590412023049,144.93207199250153
v2,T3+F1,external_position_filter,all8,24,center,12,49.275157606351,94.5795720528919,58.506795220063786
v2,T3+F1,external_position_filter,all8,24,edge,12,106.47136133896075,212.10716562334022,126.28690439942753
v2,T3+F1,external_position_filter,noG,24,center,12,76.74125016529766,221.9929522173282,113.9998250078501
v2,T3+F1,external_position_filter,noG,24,edge,12,123.36439155800628,232.70620739574113,141.82491136405721
v2,T3+F2,external_position_filter,all8,24,center,12,49.275157606351,94.5795720528919,58.506795220063786
v2,T3+F2,external_position_filter,all8,24,edge,12,106.47136133896075,212.10716562334022,126.28690439942753
v2,T3+F2,external_position_filter,noG,24,center,12,76.74125016529766,222.1568469926516,114.07060262341903
v2,T3+F2,external_position_filter,noG,24,edge,12,123.35600267328095,232.70620739574113,141.8238317841888
v2,T3+F3,external_position_filter,all8,24,center,12,49.18645220149976,96.22619795225347,58.86131296873575
v2,T3+F3,external_position_filter,all8,24,edge,12,106.10332522657082,212.86994616915229,126.51281568604158
v2,T3+F3,external_position_filter,noG,24,center,12,77.46201491468359,221.57124261099273,114.35303786012697
v2,T3+F3,external_position_filter,noG,24,edge,12,123.4353133659881,233.5262055705594,142.3860940214891
v2,T3+F4,external_position_filter,all8,24,center,12,49.654543012974116,94.54880853116495,58.227172954130104
v2,T3+F4,external_position_filter,all8,24,edge,12,106.04682847765307,212.6319623924288,126.28923835765377
v2,T3+F4,external_position_filter,noG,24,center,12,76.51696456360861,225.05101345204616,114.85663508703763
v2,T3+F4,external_position_filter,noG,24,edge,12,124.1495944393869,233.43747969690833,142.54014363332217
v2,T3+F5,external_position_filter,all8,24,center,12,49.18732265373645,94.32322802387793,58.041154645922326
v2,T3+F5,external_position_filter,all8,24,edge,12,106.11560085640133,213.43456342468608,126.22886999980926
v2,T3+F5,external_position_filter,noG,24,center,12,75.87892259609032,224.4861595693668,114.46669804351976
v2,T3+F5,external_position_filter,noG,24,edge,12,124.20802186771908,233.05451596363685,142.3651489965824
v2,T4+F0,external_position_filter,all8,24,center,12,64.97193734871556,111.52752865736743,70.64737534545606
v2,T4+F0,external_position_filter,all8,24,edge,12,118.5806927597699,196.10195278270643,125.69512876708289
v2,T4+F0,external_position_filter,noG,24,center,12,81.59629492076138,222.1522309956507,116.10888589313592
v2,T4+F0,external_position_filter,noG,24,edge,12,120.41628012805677,237.9590412023049,144.93207199250153
v2,T4+F1,external_position_filter,all8,24,center,12,61.2389895112107,114.25548711557681,70.42478801598612
v2,T4+F1,external_position_filter,all8,24,edge,12,117.93695765518495,196.88127597337285,126.41196024380275
v2,T4+F1,external_position_filter,noG,24,center,12,76.74125016529766,221.9929522173282,113.9998250078501
v2,T4+F1,external_position_filter,noG,24,edge,12,123.36439155800628,232.70620739574113,141.82491136405721
v2,T4+F2,external_position_filter,all8,24,center,12,61.2389895112107,114.25548711557681,70.42478801598612
v2,T4+F2,external_position_filter,all8,24,edge,12,117.93695765518495,196.88127597337285,126.41196024380275
v2,T4+F2,external_position_filter,noG,24,center,12,76.74125016529766,222.1568469926516,114.07060262341903
v2,T4+F2,external_position_filter,noG,24,edge,12,123.35600267328095,232.70620739574113,141.8238317841888
v2,T4+F3,external_position_filter,all8,24,center,12,61.96114443063807,114.5685700907783,70.67399383754616
v2,T4+F3,external_position_filter,all8,24,edge,12,118.24527783902074,196.59150725609518,126.68425794425436
v2,T4+F3,external_position_filter,noG,24,center,12,77.46201491468359,221.57124261099273,114.35303786012697
v2,T4+F3,external_position_filter,noG,24,edge,12,123.4353133659881,233.5262055705594,142.3860940214891
v2,T4+F4,external_position_filter,all8,24,center,12,61.089545037541974,114.23203524848367,70.10713587542435
v2,T4+F4,external_position_filter,all8,24,edge,12,117.47530976051523,196.52763175712423,126.12222269759941
v2,T4+F4,external_position_filter,noG,24,center,12,76.51696456360861,225.05101345204616,114.85663508703763
v2,T4+F4,external_position_filter,noG,24,edge,12,124.1495944393869,233.43747969690833,142.54014363332217
v2,T4+F5,external_position_filter,all8,24,center,12,60.51312491749282,114.95895914479772,70.07230988034374
v2,T4+F5,external_position_filter,all8,24,edge,12,117.10476179097043,195.99186040383714,125.86594979815244
v2,T4+F5,external_position_filter,noG,24,center,12,75.87892259609032,224.4861595693668,114.46669804351976
v2,T4+F5,external_position_filter,noG,24,edge,12,124.20802186771908,233.05451596363685,142.3651489965824
v2,T5a,native_range_filter,all8,24,center,12,94.02671520792057,244.68589414997774,134.46747589642038
v2,T5a,native_range_filter,all8,24,edge,12,149.48183868394295,244.82454480529077,155.63767830800617
v2,T5a,native_range_filter,noG,24,center,12,102.17586504038195,228.83518821766032,138.74213394739996
v2,T5a,native_range_filter,noG,24,edge,12,150.81448281162352,271.61360285928265,175.6024996676483
v2,T5b,native_range_filter,all8,24,center,12,57.671778181899946,92.1668501071088,61.46706143594156
v2,T5b,native_range_filter,all8,24,edge,12,118.27608324200887,278.7832647301776,157.0311600243243
v2,T5b,native_range_filter,noG,24,center,12,77.29167257672978,173.03984131800632,102.25046603142479
v2,T5b,native_range_filter,noG,24,edge,12,127.20098038537816,360.23327588978225,184.02301664351197
v2,T5c,native_range_filter,all8,24,center,12,57.671778181899946,92.1668501071088,61.46706143594156
v2,T5c,native_range_filter,all8,24,edge,12,118.27608324200887,278.7832647301776,157.0311600243243
v2,T5c,native_range_filter,noG,24,center,12,77.29167257672978,173.03984131800632,102.25046603142479
v2,T5c,native_range_filter,noG,24,edge,12,127.20098038537816,360.23327588978225,184.02301664351197
v2,T5d,native_range_filter,all8,24,center,12,93.88499450434084,244.33676337503283,134.25778986013427
v2,T5d,native_range_filter,all8,24,edge,12,149.13465420498795,244.41406572340992,155.32969028018158
v2,T5d,native_range_filter,noG,24,center,12,102.02068332777233,228.45353921595745,138.51552202923418
v2,T5d,native_range_filter,noG,24,edge,12,150.4129869124904,271.1581538895616,175.26319654817016
v2,T5e,native_range_filter,all8,24,center,12,71.16702849064063,241.91953158830427,127.72970934389296
v2,T5e,native_range_filter,all8,24,edge,12,88.51338910387938,214.75685284821876,123.16954951663774
v2,T5e,native_range_filter,noG,24,center,12,79.32103991293191,218.19724053844791,120.55974785882522
v2,T5e,native_range_filter,noG,24,edge,12,113.5378318814779,222.64242255648196,143.82487360194236
v3-full,T1+F0,external_position_filter,all8,24,center,12,103.61076840448698,187.10715035744326,116.94297357693296
v3-full,T1+F0,external_position_filter,all8,24,edge,12,164.0326728229295,324.0948964189607,194.37940821821596
v3-full,T1+F0,external_position_filter,noG,24,center,12,92.48216601560341,260.54196045529386,142.64937723737032
v3-full,T1+F0,external_position_filter,noG,24,edge,12,170.44157927954268,320.3820085513491,190.52661639706187
v3-full,T1+F1,external_position_filter,all8,24,center,12,109.50013128881619,191.74860282271388,119.09432096691808
v3-full,T1+F1,external_position_filter,all8,24,edge,12,166.2354378938847,320.62228913467175,192.34022813327107
v3-full,T1+F1,external_position_filter,noG,24,center,12,95.86826599663152,253.21589326624903,141.0006099651344
v3-full,T1+F1,external_position_filter,noG,24,edge,12,168.09903147036061,320.1336092378458,190.51683239753376
v3-full,T1+F2,external_position_filter,all8,24,center,12,109.50013128881619,191.74860282271388,119.09432096691808
v3-full,T1+F2,external_position_filter,all8,24,edge,12,166.2354378938847,320.62228913467175,192.34022813327107
v3-full,T1+F2,external_position_filter,noG,24,center,12,95.86826599663152,253.21589326624903,140.99969139234955
v3-full,T1+F2,external_position_filter,noG,24,edge,12,168.09903147036061,320.1336092378458,190.51683239753376
v3-full,T1+F3,external_position_filter,all8,24,center,12,108.95597251955954,189.64520973324701,118.34082935947616
v3-full,T1+F3,external_position_filter,all8,24,edge,12,165.3233526246155,321.1605087546131,192.43210507833192
v3-full,T1+F3,external_position_filter,noG,24,center,12,95.41535214749175,254.3041025202673,141.2698582072841
v3-full,T1+F3,external_position_filter,noG,24,edge,12,169.0250920501216,320.0602040809788,190.54620901144503
v3-full,T1+F4,external_position_filter,all8,24,center,12,109.1274074251692,191.7180368626221,118.9545157708349
v3-full,T1+F4,external_position_filter,all8,24,edge,12,166.57875594171514,320.2507687144156,192.31938931829814
v3-full,T1+F4,external_position_filter,noG,24,center,12,94.96710494418448,252.65052586473584,140.77286741366967
v3-full,T1+F4,external_position_filter,noG,24,edge,12,168.1541608763033,319.12096218799996,190.2080805691282
v3-full,T1+F5,external_position_filter,all8,24,center,12,110.4044638404612,192.40460912938167,119.4155793674913
v3-full,T1+F5,external_position_filter,all8,24,edge,12,167.05110791687304,320.5108814788611,192.23107367303055
v3-full,T1+F5,external_position_filter,noG,24,center,12,95.20088683740397,253.00766532577774,140.9459639672238
v3-full,T1+F5,external_position_filter,noG,24,edge,12,167.9072694630603,318.7068324354628,190.20574335786142
v3-full,T2+F0,external_position_filter,all8,24,center,12,104.05345421370154,185.3747920785603,116.48430873888077
v3-full,T2+F0,external_position_filter,all8,24,edge,12,163.05603759415425,324.4274819276541,193.9668490833797
v3-full,T2+F0,external_position_filter,noG,24,center,12,92.43456298086265,259.91348439509983,142.46996356924288
v3-full,T2+F0,external_position_filter,noG,24,edge,12,170.40935263260405,321.2628903346159,190.66779015078586
v3-full,T2+F1,external_position_filter,all8,24,center,12,110.43111282763988,190.64282735306648,118.83772868652726
v3-full,T2+F1,external_position_filter,all8,24,edge,12,166.15162868435738,321.29102339173227,192.58299274765457
v3-full,T2+F1,external_position_filter,noG,24,center,12,95.55383206546782,252.89971540241692,140.8944118120208
v3-full,T2+F1,external_position_filter,noG,24,edge,12,168.07514941909602,321.1129973749911,190.70122458530423
v3-full,T2+F2,external_position_filter,all8,24,center,12,110.43111282763988,190.64282735306648,118.83772868652726
v3-full,T2+F2,external_position_filter,all8,24,edge,12,166.15162868435738,321.29102339173227,192.58299274765457
v3-full,T2+F2,external_position_filter,noG,24,center,12,95.55383206546782,252.89971540241692,140.89248245204362
v3-full,T2+F2,external_position_filter,noG,24,edge,12,168.07514941909602,321.1129973749911,190.70122458530423
v3-full,T2+F3,external_position_filter,all8,24,center,12,109.83103697331752,189.35606393881994,118.22594359814792
v3-full,T2+F3,external_position_filter,all8,24,edge,12,165.56762815301104,321.50917508062037,192.64813630168186
v3-full,T2+F3,external_position_filter,noG,24,center,12,95.2235747700183,254.12550645784077,141.21107710357666
v3-full,T2+F3,external_position_filter,noG,24,edge,12,169.02531056492273,321.417607455547,190.81894302183875
v3-full,T2+F4,external_position_filter,all8,24,center,12,110.2022039883224,191.33457320947258,118.95124495370031
v3-full,T2+F4,external_position_filter,all8,24,edge,12,166.56541379322346,320.478563142598,192.4082267237161
v3-full,T2+F4,external_position_filter,noG,24,center,12,94.7277540188346,252.56318292940233,140.73512409111373
v3-full,T2+F4,external_position_filter,noG,24,edge,12,168.18972321906165,319.72560425355704,190.29573533694563
