phase,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase1,2,x_min+x_max,10,,0,cuda:0,847,128,108416,0.07891479879617691,0.06068908050656319,0.08723701536655426,0.16543522477149963,0.19005975127220154,0.14886200428009033,0.28648290038108826,0.326858252286911,0.18910402059555054,0.30572062730789185,0.34309422969818115,0.00208456302061677,0.0
phase1,2,x_min+x_max,15,,0,cuda:0,847,128,108416,0.06840946525335312,0.05660368502140045,0.0767674595117569,0.14553341269493103,0.1673419028520584,0.12972167134284973,0.25231826305389404,0.287648469209671,0.1658453792333603,0.2692079544067383,0.3027728497982025,0.0005718712927773595,0.0
phase1,2,x_min+x_max,20,,0,cuda:0,847,128,108416,0.05930266156792641,0.05306214094161987,0.06771700084209442,0.12831252813339233,0.1480470895767212,0.11219225823879242,0.22141717374324799,0.2537975013256073,0.1447528600692749,0.23652639985084534,0.26641663908958435,0.00015680342039559036,0.0
phase1,2,x_min+x_max,25,,0,cuda:0,847,128,108416,0.05140817537903786,0.049992065876722336,0.059906791895627975,0.1137654185295105,0.13102392852306366,0.09712085127830505,0.19503355026245117,0.2232113480567932,0.12661007046699524,0.2082960605621338,0.2348775863647461,1.8447461116011254e-05,0.0
phase1,2,x_min+x_max,30,,0,cuda:0,847,128,108416,0.04456460848450661,0.04733068123459816,0.05338188260793686,0.10127075016498566,0.11685621738433838,0.08490057289600372,0.1720190942287445,0.1974976360797882,0.11146637797355652,0.18434934318065643,0.20802061259746552,0.0,0.0
phase1,2,x_min+x_max,35,,0,cuda:0,847,128,108416,0.03863208368420601,0.04502358287572861,0.04776725172996521,0.09008358418941498,0.10351698100566864,0.07379573583602905,0.15197202563285828,0.17515379190444946,0.09793727099895477,0.16333353519439697,0.18473143875598907,0.0,0.0
phase1,2,x_min+x_max,40,,0,cuda:0,847,128,108416,0.03348928317427635,0.04302360489964485,0.04287014901638031,0.08126647025346756,0.09357170760631561,0.06460483372211456,0.13523124158382416,0.15629154443740845,0.08705593645572662,0.1457017958164215,0.16468706727027893,0.0,0.0
phase1,2,x_min+x_max,50,,0,cuda:0,847,128,108416,0.02516644075512886,0.03978694975376129,0.03578153997659683,0.06707458943128586,0.07720714807510376,0.04986775293946266,0.10882370173931122,0.12620055675506592,0.0693349614739418,0.11803826689720154,0.13401778042316437,0.0,0.0
phase1,2,x_min+x_max,60,,0,cuda:0,847,128,108416,0.01891200803220272,0.037354666739702225,0.030431527644395828,0.056637927889823914,0.06539323925971985,0.039830274879932404,0.0896749496459961,0.10438569635152817,0.05698380619287491,0.0980135053396225,0.11145941913127899,0.0,0.0
phase1,2,x_min+x_max,70,,0,cuda:0,847,128,108416,0.014211943373084068,0.03552686423063278,0.026946168392896652,0.04972737655043602,0.05707978457212448,0.032596051692962646,0.07585667073726654,0.0893637016415596,0.048291951417922974,0.0839284211397171,0.09572488069534302,0.0,0.0
phase1,2,x_min+x_max,80,,0,cuda:0,847,128,108416,0.01067995373159647,0.03415331616997719,0.024463584646582603,0.04522591829299927,0.05189398676156998,0.027771975845098495,0.06596311926841736,0.07805927097797394,0.04249190539121628,0.07379449903964996,0.08456186950206757,0.0,0.0
phase1,2,x_min+x_max,90,,0,cuda:0,847,128,108416,0.008025741204619408,0.03312112018465996,0.022766709327697754,0.041877344250679016,0.04820016771554947,0.024811578914523125,0.05968012288212776,0.07082932442426682,0.038721319288015366,0.06737573444843292,0.07721690088510513,0.0,0.0
phase1,2,x_min+x_max,100,,0,cuda:0,847,128,108416,0.00603116350248456,0.032345451414585114,0.0217814389616251,0.03997135907411575,0.045792125165462494,0.022829122841358185,0.05537372827529907,0.06595028936862946,0.03624043986201286,0.06300050020217896,0.07228980958461761,0.0,0.0
phase1,3,x_min+x_max+y_min,0,,0,cuda:0,847,128,108416,0.15751931071281433,0.0912574976682663,0.17813563346862793,0.3174302577972412,0.36232587695121765,0.279562771320343,0.5332547426223755,0.6061756014823914,0.3621370792388916,0.5689088702201843,0.6374461054801941,0.1888374388217926,0.00059954245807603
phase1,3,x_min+x_max+y_min,5,,0,cuda:0,847,128,108416,0.13654999434947968,0.08310277760028839,0.1600894033908844,0.28700801730155945,0.32707542181015015,0.24854978919029236,0.48172348737716675,0.5489534139633179,0.32389968633651733,0.5158500671386719,0.5784281492233276,0.1172981783747673,0.0002767119149211794
phase1,3,x_min+x_max+y_min,10,,0,cuda:0,847,128,108416,0.11837218701839447,0.07603362202644348,0.14018017053604126,0.253623902797699,0.29037660360336304,0.21878069639205933,0.42848828434944153,0.4918532967567444,0.2844933867454529,0.4592464864253998,0.5176962018013,0.06190045550465584,0.00015680342039559036
phase1,3,x_min+x_max+y_min,15,,0,cuda:0,847,128,108416,0.10261420160531998,0.06990551948547363,0.12230605632066727,0.22209680080413818,0.25476476550102234,0.1898878514766693,0.3742333650588989,0.4305335283279419,0.24827255308628082,0.4009743630886078,0.45325136184692383,0.02636142261326313,2.767119076452218e-05
phase1,3,x_min+x_max+y_min,20,,0,cuda:0,847,128,108416,0.08895397931337357,0.06459321826696396,0.10700859129428864,0.19421255588531494,0.22255757451057434,0.16469311714172363,0.3268689811229706,0.3768419027328491,0.21636030077934265,0.35024189949035645,0.39678579568862915,0.009841720573604107,0.0
phase1,3,x_min+x_max+y_min,25,,0,cuda:0,847,128,108416,0.07711225748062134,0.059988100081682205,0.09353705495595932,0.1699838787317276,0.19498643279075623,0.14317071437835693,0.28693848848342896,0.33092278242111206,0.18843072652816772,0.3076245188713074,0.34847450256347656,0.003431227756664157,0.0
phase1,3,x_min+x_max+y_min,30,,0,cuda:0,847,128,108416,0.06684690713882446,0.055996015667915344,0.08216048777103424,0.14992159605026245,0.17227701842784882,0.12409202754497528,0.25112617015838623,0.2896040976047516,0.16464468836784363,0.2697434425354004,0.30559512972831726,0.0008393594762310386,0.0
phase1,3,x_min+x_max+y_min,35,,0,cuda:0,847,128,108416,0.05794811248779297,0.05253537371754646,0.07226419448852539,0.1320514976978302,0.15126276016235352,0.10782955586910248,0.2209600806236267,0.25474128127098083,0.1440666913986206,0.23724444210529327,0.26858842372894287,0.00022136952611617744,0.0
phase1,3,x_min+x_max+y_min,40,,0,cuda:0,847,128,108416,0.050233930349349976,0.049535416066646576,0.06376001983880997,0.11689583957195282,0.1338404417037964,0.09409293532371521,0.19408157467842102,0.2239626944065094,0.1262499988079071,0.20880773663520813,0.23651835322380066,3.689492223202251e-05,0.0
phase1,3,x_min+x_max+y_min,50,,0,cuda:0,847,128,108416,0.03774966299533844,0.04468041658401489,0.05029696971178055,0.09280884265899658,0.10638496279716492,0.07189348340034485,0.1513667106628418,0.17547902464866638,0.09816788136959076,0.1637868583202362,0.1857052594423294,0.0,0.0
phase1,3,x_min+x_max+y_min,60,,0,cuda:0,847,128,108416,0.028368011116981506,0.04103200510144234,0.04082552343606949,0.07520845532417297,0.0861540287733078,0.055049698799848557,0.12053020298480988,0.14039668440818787,0.07733506709337234,0.13094648718833923,0.1494370400905609,0.0,0.0
phase1,3,x_min+x_max+y_min,70,,0,cuda:0,847,128,108416,0.021317914128303528,0.038290299475193024,0.033982060849666595,0.06256702542304993,0.0716392919421196,0.04339137673377991,0.0983104407787323,0.11495764553546906,0.062599316239357,0.10761904716491699,0.12263362854719162,0.0,0.0
phase1,3,x_min+x_max+y_min,80,,0,cuda:0,847,128,108416,0.016019931063055992,0.036229971796274185,0.029194271191954613,0.053647831082344055,0.06165037676692009,0.034940749406814575,0.0814719945192337,0.09584883600473404,0.05207105726003647,0.08993600308895111,0.10285742580890656,0.0,0.0
phase1,3,x_min+x_max+y_min,90,,0,cuda:0,847,128,108416,0.012038611806929111,0.03468168154358864,0.025939296931028366,0.04772394150495529,0.05472943186759949,0.029729148373007774,0.07022697478532791,0.08316511660814285,0.045248132199048996,0.07837627828121185,0.08971653133630753,0.0,0.0
phase1,3,x_min+x_max+y_min,100,,0,cuda:0,847,128,108416,0.009046744555234909,0.03351817652583122,0.023790333420038223,0.04379219561815262,0.05024564266204834,0.025733444839715958,0.06254123151302338,0.07416347414255142,0.04034535214304924,0.070543572306633,0.08077126741409302,0.0,0.0
phase1,4,x_min+x_max+y_min+y_max,0,,0,cuda:0,847,128,108416,0.21002571284770966,0.1116766631603241,0.19779691100120544,0.35341131687164307,0.40019893646240234,0.374332994222641,0.659099817276001,0.732063889503479,0.44887495040893555,0.6931822299957275,0.7636804580688477,0.39614999294281006,0.003412780351936817
phase1,4,x_min+x_max+y_min+y_max,5,,0,cuda:0,847,128,108416,0.1820666790008545,0.10080370306968689,0.1788252890110016,0.3244057893753052,0.36903518438339233,0.34114503860473633,0.6014148592948914,0.6747080087661743,0.4091889560222626,0.6354515552520752,0.7040686011314392,0.30029699206352234,0.0012083087349310517
phase1,4,x_min+x_max+y_min+y_max,10,,0,cuda:0,847,128,108416,0.15782959759235382,0.09137816727161407,0.1573241800069809,0.29309791326522827,0.335627943277359,0.3029458820819855,0.5412517786026001,0.6058381795883179,0.3655118942260742,0.5715504884719849,0.633707582950592,0.19990591704845428,0.000433515349868685
phase1,4,x_min+x_max+y_min+y_max,15,,0,cuda:0,847,128,108416,0.13681893050670624,0.08320736140012741,0.13729169964790344,0.2568192481994629,0.2946588099002838,0.26395314931869507,0.47455260157585144,0.5332123041152954,0.3181980848312378,0.5012758374214172,0.5573729276657104,0.10150715708732605,2.767119076452218e-05
phase1,4,x_min+x_max+y_min+y_max,20,,0,cuda:0,847,128,108416,0.11860532313585281,0.07612428814172745,0.12019786238670349,0.22393791377544403,0.257180392742157,0.2281259298324585,0.41356557607650757,0.4655701816082001,0.2769011855125427,0.43730559945106506,0.48686400055885315,0.040731992572546005,2.767119076452218e-05
phase1,4,x_min+x_max+y_min+y_max,25,,0,cuda:0,847,128,108416,0.10281635075807571,0.06998413056135178,0.10500988364219666,0.19595961272716522,0.22492793202400208,0.19774499535560608,0.3613075315952301,0.4070203900337219,0.24054965376853943,0.3819148540496826,0.42624297738075256,0.01390016172081232,9.223730558005627e-06
phase1,4,x_min+x_max+y_min+y_max,30,,0,cuda:0,847,128,108416,0.08912921696901321,0.06466136127710342,0.09217692166566849,0.1720433235168457,0.19731035828590393,0.17138826847076416,0.3161758482456207,0.35734716057777405,0.20984110236167908,0.33428239822387695,0.3734965920448303,0.0036249260883778334,0.0
phase1,4,x_min+x_max+y_min+y_max,35,,0,cuda:0,847,128,108416,0.07726415246725082,0.060047172009944916,0.08128339052200317,0.15185651183128357,0.1745380312204361,0.14828965067863464,0.2771134078502655,0.3126092553138733,0.18298771977424622,0.2932589054107666,0.3274729251861572,0.0007563459221273661,0.0
phase1,4,x_min+x_max+y_min+y_max,40,,0,cuda:0,847,128,108416,0.0669785663485527,0.056047216057777405,0.07168453931808472,0.13366304337978363,0.15358561277389526,0.12843537330627441,0.24262455105781555,0.2736990749835968,0.15948373079299927,0.2575504183769226,0.2868529260158539,0.000101461038866546,0.0
phase1,4,x_min+x_max+y_min+y_max,50,,0,cuda:0,847,128,108416,0.05033288151025772,0.04957389459013939,0.056185849010944366,0.10523946583271027,0.12084741145372391,0.09676560759544373,0.18825119733810425,0.21366123855113983,0.12255176901817322,0.20014217495918274,0.2242017239332199,0.0,0.0
phase1,4,x_min+x_max+y_min+y_max,60,,0,cuda:0,847,128,108416,0.03782401606440544,0.04470933601260185,0.045216068625450134,0.0842931792140007,0.09707672148942947,0.07358163595199585,0.1477801501750946,0.16883574426174164,0.09509871900081635,0.15794338285923004,0.17751160264015198,0.0,0.0
phase1,4,x_min+x_max+y_min+y_max,70,,0,cuda:0,847,128,108416,0.028423884883522987,0.041053734719753265,0.03725820034742355,0.06938669085502625,0.07964307814836502,0.05594566836953163,0.11750833690166473,0.13537979125976562,0.07496461272239685,0.12647971510887146,0.1428813636302948,0.0,0.0
phase1,4,x_min+x_max+y_min+y_max,80,,0,cuda:0,847,128,108416,0.02135990746319294,0.03830663114786148,0.031514354050159454,0.058559440076351166,0.06716782599687576,0.04397618770599365,0.09594237059354782,0.11121788620948792,0.060993991792201996,0.10415442287921906,0.11795589327812195,0.0,0.0
phase1,4,x_min+x_max+y_min+y_max,90,,0,cuda:0,847,128,108416,0.016051482409238815,0.03624223917722702,0.027646195143461227,0.05125315487384796,0.0589071661233902,0.03531497344374657,0.08051574230194092,0.09377963095903397,0.051149554550647736,0.08806979656219482,0.10012926906347275,0.0,0.0
phase1,4,x_min+x_max+y_min+y_max,100,,0,cuda:0,847,128,108416,0.01206232700496912,0.03469090163707733,0.024928448721766472,0.04609401896595955,0.052770934998989105,0.02952725812792778,0.06941075623035431,0.08136497437953949,0.04429879039525986,0.07703139632940292,0.08753393590450287,0.0,0.0
