experiment_id,deployability,description,track_count,capture_count,sample_err3d_n,sample_err3d_p50_mm,sample_err3d_p90_mm,sample_err3d_p95_mm,sample_err3d_rmse_mm,sample_err_horizontal_xz_n,sample_err_horizontal_xz_p50_mm,sample_err_horizontal_xz_p90_mm,sample_err_horizontal_xz_p95_mm,sample_err_horizontal_xz_rmse_mm,sample_err_vertical_y_n,sample_err_vertical_y_p50_mm,sample_err_vertical_y_p90_mm,sample_err_vertical_y_p95_mm,sample_err_vertical_y_rmse_mm,trackmedian_err3d_p50_mm,trackmedian_err3d_p95_mm,trackmedian_err3d_rmse_mm,trackmedian_horizontal_xz_p95_mm,trackmedian_vertical_y_p95_mm,trackmedian_turn_center_abs_error_3d_mm,trackmedian_turn_center_abs_error_xz_mm,trackmedian_turn_center_abs_error_y_mm,trackmedian_radius_error_abs_mm,trackmedian_circle_thickness_rms_mm,trackmedian_circle_thickness_p95_mm,imu_only_endpoint_drift_3d_trackmedian_mm,imu_only_endpoint_drift_xz_trackmedian_mm,imu_only_drift_rate_3d_trackmedian_mm_s,uwb_update_accept_rate_trackmedian,uwb_innovation_nis_trackmedian,uwb_innovation_nis_p95_trackmedian,raw_range_ge4_ratio_trackmedian,raw_range_full8_ratio_trackmedian,capture_pair_count,legacy_deltaR_error_rms_mm,legacy_abs_deltaR_error_median_mm,legacy_abs_deltaR_error_p95_mm,A,L,I,T,P,U,stress_id,seed_id,kind,sameP_uwb_p50_mm,sameP_uwb_p95_mm,sameP_delta_p50_mm,sameP_delta_p95_mm,b0_uwb_p50_mm,b0_uwb_p95_mm,b0_delta_p50_mm,b0_delta_p95_mm
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST2_bias_rw_2x/S00: A0/U4/P4/L2/I5/T2.,34,17,40661,92.63758726536979,175.256306996258,208.55417422284702,116.97393760651089,40661,67.24215376813653,145.1908874004874,174.95910260503388,92.7853220388394,40661,45.15400573183729,116.64354870341504,145.4087060355066,71.23051377970515,97.80866177110224,166.55942156457758,109.26348529485637,140.36874408451303,104.87008855038019,106.66380865104016,91.30214394687383,34.61296693098092,22.656177581288063,87.14879895499423,152.84961282661644,nan,nan,nan,1.0,1.0614498257638023,4.1736995319025,nan,nan,17,309.5856337019911,32.054694717512064,815.1081472672796,A0,L2,I5,T2,P4,U4,ST2_bias_rw_2x,S00,position_fusion,78.20862527471638,138.8862359430275,-19.600036496385854,-27.67318562155009,105.83784720842489,231.80213799547772,8.029185437322653,65.24271643090015
X_A0_U4_P4_L2_I5_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S00: A0/U4/P4/L2/I5/T4.,34,17,40661,73.60892936188391,129.5458683970485,153.51829621560046,87.36633380200203,40661,45.235059426979184,92.04784495182125,110.66977010588941,59.37724454643336,40661,44.76111855671434,103.62524460457769,124.05885305863899,64.08758937638311,74.51610505585106,128.00470498366965,79.89472208425406,95.5664333382482,109.6598849581449,79.03191346370026,65.99172342058691,34.83892190217034,23.33129703961569,69.64791085253825,119.12168280033663,nan,nan,nan,1.0,0.195633588891495,0.7936957465691852,nan,nan,17,443.926868262345,31.03538328219571,1263.99235256146,A0,L2,I5,T4,P4,U4,ST2_bias_rw_2x,S00,position_fusion,78.20862527471638,138.8862359430275,3.692520218865326,10.881530959357832,105.83784720842489,231.80213799547772,31.321742152573833,103.79743301180807
X_A0_U4_P5_L2_I5_T2,position_prior_screening,Stress ST2_bias_rw_2x/S00: A0/U4/P5/L2/I5/T2.,34,17,40661,109.1662771735092,188.7546486227904,218.79611986074772,130.18845165167792,40661,80.2501971973142,162.98256081730318,192.51522679427288,106.20768273352313,40661,50.78767789531253,122.81739769669275,146.59286649401088,75.2925034238906,116.30358150852108,191.53903914217614,125.62099714114672,164.49639009867653,115.98865634480575,108.83719242948855,77.9816246676707,29.071746688295377,48.3658798902309,73.724441386295,139.58870597349474,nan,nan,nan,1.0,1.152026646469123,4.417734295993133,nan,nan,17,152.88822954429523,44.004355235631635,373.6719820489675,A0,L2,I5,T2,P5,U4,ST2_bias_rw_2x,S00,position_fusion,92.92606318184494,156.73705943320283,-23.37751832667614,-34.801979708973306,105.83784720842489,231.80213799547772,-10.465734300096187,40.263098853301585
X_A0_U4_P5_L2_I5_T4,loose_ukf_screening,Stress ST2_bias_rw_2x/S00: A0/U4/P5/L2/I5/T4.,34,17,40661,96.117045786082,150.50304888335546,165.84476710508054,106.7835987095588,40661,64.15190450183322,127.54391336887379,144.86982826914223,82.73602080583656,40661,50.08649803546359,109.44639195640502,124.70697104359829,67.50916837423097,91.61599124780211,155.22169169459517,103.42369317961885,125.05117319408794,113.23978817216049,81.44682043876944,62.37687530621997,38.35452143611769,55.521372955808744,64.68763473535415,115.73040432311723,nan,nan,nan,1.0,0.21493196555699595,0.9123295606476345,nan,nan,17,418.7090613387443,48.252112687109616,1121.0229356483494,A0,L2,I5,T4,P5,U4,ST2_bias_rw_2x,S00,position_fusion,92.92606318184494,156.73705943320283,1.3100719340428242,1.5153677386076652,105.83784720842489,231.80213799547772,14.221855960622776,76.58044630088256
X_A0_L2_I5_T11__ST1_vibration_3x__S00,imu_only_stress_diagnostic,L2/I5 IMU-only stress diagnostic ST1_vibration_3x/S00.,34,17,40661,2986.999148771218,12288.88150528789,15547.387652358106,7137.612466530385,40661,2276.0946411532045,9623.487782972172,13066.775905034348,5762.05436069466,40661,1228.2986175715466,7405.338023076034,10097.514362081252,4212.391395249212,3063.0934453515297,13411.351918001686,6316.706041433923,8974.8657725259,6241.254638134955,7537.626116406867,7040.588806639682,1461.2173490124057,5344.0228433507755,458.03169947280884,825.8630299530488,15118.172285473353,10086.255779500489,126.7019595721886,nan,nan,nan,nan,nan,17,15623.807025738846,5529.642228945928,39931.23328993606,A0,L2,I5,T11,,,ST1_vibration_3x,S00,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-2957.2555981431046,-13179.54978000621
X_A0_U4_P0_L2_I5_T2,position_prior_screening,Stress ST1_vibration_3x/S00: A0/U4/P0/L2/I5/T2.,34,17,40661,92.32082451574306,163.73361592101728,187.65411989888943,109.53927476367251,40661,57.36686301650429,119.61892856115742,142.35467672840537,76.43681629563135,40661,57.23269146637972,127.81063631453549,149.84349282807182,78.46187501162109,94.63300340833337,168.69607094761213,104.60227823804931,124.67087720806359,131.7769380450614,85.80377243412883,73.45463676295385,39.99590382326369,45.241716991942724,77.76658078912304,130.56458978511697,nan,nan,nan,1.0,0.9555549271180279,4.6171747249181125,nan,nan,17,292.0451431548817,28.427488526944842,634.5917158293462,A0,L2,I5,T2,P0,U4,ST1_vibration_3x,S00,position_fusion,105.83784720842489,231.80213799547772,11.204843800091524,63.106067047865594,105.83784720842489,231.80213799547772,11.204843800091524,63.106067047865594
X_A0_U4_P0_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P0/L2/I5/T4.,34,17,40661,91.64981454226012,172.33490748387248,206.03852643875786,115.85589427238209,40661,57.21840620694879,122.96081620993598,148.06652965282004,78.6216360726963,40661,56.86595286306317,133.951250616548,164.74168368214293,85.09539693136097,92.15733097349735,191.64225535693475,112.12025854153146,131.2564235072233,147.45455472240116,81.7907272035437,71.50643830804427,32.8770652900169,54.528078021322614,85.97105375545368,144.38018832462737,nan,nan,nan,1.0,0.49068662514014416,2.9503769269044446,nan,nan,17,202.57107950188032,26.120771725850602,572.3329620404836,A0,L2,I5,T4,P0,U4,ST1_vibration_3x,S00,position_fusion,105.83784720842489,231.80213799547772,13.680516234927538,40.15988263854297,105.83784720842489,231.80213799547772,13.680516234927538,40.15988263854297
X_A0_U4_P4_L2_I5_T2,position_prior_screening,Stress ST1_vibration_3x/S00: A0/U4/P4/L2/I5/T2.,34,17,40661,80.91961483436968,143.0060815173822,163.6690355156163,95.72280109027251,40661,47.76209419630742,102.01991983899666,121.52171172101187,64.44074790751105,40661,53.77473295771506,114.52462986020396,133.81948353981193,70.78308171935215,81.77271514816519,146.35983614908446,93.31064752234681,99.7529709928323,118.27653827213342,82.09523005088421,71.12323577131873,43.839213315647044,19.541838342615506,71.90245514798507,121.73514302320105,nan,nan,nan,1.0,0.35831766271493803,1.642710261540262,nan,nan,17,351.84311946880683,33.37222323523423,674.6016183961963,A0,L2,I5,T2,P4,U4,ST1_vibration_3x,S00,position_fusion,78.20862527471638,138.8862359430275,-3.5640898734488076,-7.473600206056972,105.83784720842489,231.80213799547772,24.0651320602597,85.44230184639326
X_A0_U4_P4_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P4/L2/I5/T4.,34,17,40661,74.05249801723545,130.4215963619424,150.7372804589764,87.65027474962433,40661,43.488661515857004,88.2292154515228,107.90450437587208,57.26673357971165,40661,49.281225091954184,106.15644127835776,126.32356661665347,66.35579770295101,76.28619583548326,134.2349770824372,85.85316108764164,85.93229462865335,109.75364961235317,77.86088047194966,69.8921617054938,35.14426409181863,23.20411583605315,68.07955469395054,114.83366984463709,nan,nan,nan,1.0,0.08556943399630965,0.39820141581882906,nan,nan,17,420.71713765849535,32.99761428889718,1112.5611173631778,A0,L2,I5,T4,P4,U4,ST1_vibration_3x,S00,position_fusion,78.20862527471638,138.8862359430275,1.9224294392331274,4.651258860590275,105.83784720842489,231.80213799547772,29.551651372941635,97.56716091304051
X_A0_U4_P5_L2_I5_T2,position_prior_screening,Stress ST1_vibration_3x/S00: A0/U4/P5/L2/I5/T2.,34,17,40661,99.0917040355871,155.23534403321827,172.9495696651951,110.65361457342958,40661,67.69372324185957,123.08094417070477,139.72833516487896,81.88303534673267,40661,55.890344532042946,119.42887955400215,136.3569086489831,74.42708472438535,96.6831790371161,157.38692131039562,103.85303314515753,122.90835194617112,123.01544410950066,87.53030123501799,66.03280478653232,46.686882511620695,45.76596854845036,65.31202055823653,117.17263384829046,nan,nan,nan,1.0,0.4802232822860427,1.841810819058872,nan,nan,17,240.2061767098451,45.284912080170045,520.0054032937728,A0,L2,I5,T2,P5,U4,ST1_vibration_3x,S00,position_fusion,92.92606318184494,156.73705943320283,-3.7571158552711665,-0.6498618771927909,105.83784720842489,231.80213799547772,9.154668171308785,74.4152166850821
X_A0_U4_P5_L2_I5_T4,loose_ukf_screening,Stress ST1_vibration_3x/S00: A0/U4/P5/L2/I5/T4.,34,17,40661,96.58163218367123,150.57684477571925,164.93471417444556,106.78787664886096,40661,64.80548714394945,123.37678177399125,141.9365504900872,80.99028683985662,40661,53.07274269531024,112.06346338863386,127.06767254292299,69.60046003274756,89.91563541946853,151.3207198488118,100.81602288492654,120.19069228870484,118.5854790821536,78.79184568187111,69.25884432180183,42.85426784507422,55.050350636145566,60.90112287647002,103.73856042389471,nan,nan,nan,1.0,0.09811093929042335,0.5204972450219115,nan,nan,17,438.5609668077682,48.0678688511494,1026.017786631586,A0,L2,I5,T4,P5,U4,ST1_vibration_3x,S00,position_fusion,92.92606318184494,156.73705943320283,3.010427762376409,5.416339584391039,105.83784720842489,231.80213799547772,15.92221178895636,80.48141814666593
X_A0_L2_I3_T11__ST0_nominal__S00,imu_only_stress_diagnostic,L2/I3 IMU-only stress diagnostic ST0_nominal/S00.,34,17,40661,3020.4683286506556,13832.67368113426,17744.973196955536,7828.245667931887,40661,1901.6819252290572,10885.45216961342,14799.459188922403,6409.787051802025,40661,1125.5535397342412,7475.737054499253,10280.708730543523,4494.002691147997,3451.7659621928037,15100.889136384498,7098.665709362371,10361.696174347078,6997.516449044544,6931.123083527755,6387.871657187243,1864.5725392032564,5139.058616296718,451.38508802102854,892.8074713853805,17041.981759704293,11609.487649758867,142.14753167492398,nan,nan,nan,nan,nan,17,18711.057141125468,7796.906071458019,40500.45474908068,A0,L2,I3,T11,,,ST0_nominal,S00,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-3345.9281149843787,-14869.08699838902
X_A0_U4_P0_L2_I3_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P0/L2/I3/T2.,34,17,40661,89.39316809062754,158.66111114068553,187.65211043193392,107.90486118156937,40661,60.51395048138585,122.91675924921205,145.72985673371366,79.86177309935213,40661,50.22083326870768,115.38166484131557,140.97152519814563,72.56415274804326,90.90467066974945,165.04607035354138,102.87134204312639,129.9962618028252,126.86042614758898,87.85053654527326,81.12485038562272,26.737911700228494,50.31315132909057,82.987967500602,138.3534022092171,nan,nan,nan,1.0,0.7809879706080877,3.8026967809378154,nan,nan,17,294.1352721985165,26.857966877548733,675.0831289390609,A0,L2,I3,T2,P0,U4,ST0_nominal,S00,position_fusion,105.83784720842489,231.80213799547772,14.93317653867544,66.75606764193634,105.83784720842489,231.80213799547772,14.93317653867544,66.75606764193634
X_A0_U4_P0_L2_I3_T4,loose_ukf_screening,Stress ST0_nominal/S00: A0/U4/P0/L2/I3/T4.,34,17,40661,92.36681239837796,178.21746459925222,216.6421986026813,120.06295608991864,40661,59.31711869936795,128.8625627090712,156.020489051981,82.28752256193798,40661,55.30728857582312,136.76663309039918,171.1767878221574,87.42926887300546,92.78580863581985,191.21991820443353,114.53779450006972,145.27527740229806,152.22638778209438,84.29730666026332,70.41145949726813,32.35625606147073,55.89563780410077,87.17578210184605,146.4430388463573,nan,nan,nan,1.0,0.3958380224549536,2.330279975963502,nan,nan,17,169.0113185390069,26.011053449035614,461.9217774663972,A0,L2,I3,T4,P0,U4,ST0_nominal,S00,position_fusion,105.83784720842489,231.80213799547772,13.052038572605042,40.582219791044196,105.83784720842489,231.80213799547772,13.052038572605042,40.582219791044196
X_A0_U4_P4_L2_I3_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I3/T2.,34,17,40661,75.81994278917601,130.90933944749165,151.68397240962707,89.57823619526366,40661,49.58246770112979,101.51796120140959,122.75005480285574,65.81791231981857,40661,42.99346855927547,97.2152575810511,116.1714645309055,60.7639927729829,75.22935662433257,137.28065987569923,84.92277380248177,98.17927570275482,105.98964463899671,78.70712990219499,70.38600045042598,29.55032060502225,21.919261380507407,73.77313582310914,124.27063787964366,nan,nan,nan,1.0,0.2574443163042501,1.1508854008194893,nan,nan,17,422.19373927900733,33.45078737892146,869.7485669911391,A0,L2,I3,T2,P4,U4,ST0_nominal,S00,position_fusion,78.20862527471638,138.8862359430275,2.9792686503838155,1.6055760673282577,105.83784720842489,231.80213799547772,30.608490584092323,94.5214781197785
X_A0_U4_P4_L2_I3_T4,loose_ukf_screening,Stress ST0_nominal/S00: A0/U4/P4/L2/I3/T4.,34,17,40661,73.1695050668553,128.80566068364274,151.47268788846216,86.76969775306463,40661,44.43787587311554,90.15939135262329,109.2554444861716,58.62079617473989,40661,45.71436124602576,102.533459550992,124.0101864377798,63.9732968041963,75.89123170653,132.34104083219484,83.80370979197792,93.07959250029651,104.6346567260496,70.7899131652434,63.78473803164502,30.162983496885772,23.547067959520604,68.49942302995737,115.73077342254345,nan,nan,nan,1.0,0.0582680967856188,0.27472866625000414,nan,nan,17,420.54117871706,32.99664302751137,1128.0200060977845,A0,L2,I3,T4,P4,U4,ST0_nominal,S00,position_fusion,78.20862527471638,138.8862359430275,2.3173935681863895,6.545195110832651,105.83784720842489,231.80213799547772,29.946615501894897,99.46109716328289
X_A0_U4_P5_L2_I3_T2,position_prior_screening,Stress ST0_nominal/S00: A0/U4/P5/L2/I3/T2.,34,17,40661,96.46028242729115,150.187394931546,165.61606739060366,106.86165618044531,40661,69.99276945765652,127.18712411852829,145.25697889401593,84.91341240333983,40661,47.6972163244036,104.44074514229851,121.44119682585415,64.87777705538342,91.80369089291516,150.61272886323457,99.1676404105229,124.4810441714329,105.73826296084951,78.82638843392138,66.89522761702906,39.23205344997962,49.891567206085,65.81924402383208,116.80855959079581,nan,nan,nan,1.0,0.31722849527617714,1.4144964566609168,nan,nan,17,340.22961210746286,47.14628549602003,645.0152743219803,A0,L2,I3,T2,P5,U4,ST0_nominal,S00,position_fusion,92.92606318184494,156.73705943320283,1.1223722889297818,6.124330569968265,105.83784720842489,231.80213799547772,14.034156315509733,81.18940913224316
X_A0_U4_P5_L2_I3_T4,loose_ukf_screening,Stress ST0_nominal/S00: A0/U4/P5/L2/I3/T4.,34,17,40661,96.53530612337327,150.35824413227223,165.57997363166072,106.4213788056179,40661,65.50703626827654,126.2958284419941,144.84203296672126,82.55080853766357,40661,50.72938003756735,107.95498570176346,123.0766677400793,67.1630395133129,90.33088272662904,153.1774486302804,101.34663587826816,120.91704021077041,112.2807966801955,75.46216738227406,61.043842727299136,41.42703491586599,55.7176933181089,61.077686591344886,106.52324840802657,nan,nan,nan,1.0,0.06750486761684768,0.3428286540335672,nan,nan,17,477.5100990609151,48.190448268107275,1137.3111213627392,A0,L2,I3,T4,P5,U4,ST0_nominal,S00,position_fusion,92.92606318184494,156.73705943320283,2.595180455215896,3.5596108029224354,105.83784720842489,231.80213799547772,15.506964481795848,78.62468936519733
X_A0_L2_I3_T11__ST3_extrinsic_4x__S00,imu_only_stress_diagnostic,L2/I3 IMU-only stress diagnostic ST3_extrinsic_4x/S00.,34,17,40661,6406.187633143772,24883.904895204952,30759.455177569256,14120.922158542182,40661,4877.423984055005,19986.209011168372,25587.40407244016,11360.032983124214,40661,2187.14663991298,14355.402275556873,20085.03740340445,8387.496243214511,6859.229080410393,27375.025070673186,13455.842324889556,20098.948833068913,11733.367821465168,27634.57516529027,27618.931839269622,2881.9396972981376,22641.343665947657,520.8114173051304,968.09045817643,30354.99475916836,22397.163370538503,256.09807302740705,nan,nan,nan,nan,nan,17,54386.72615862647,14053.008736114043,125717.33980399743,A0,L2,I3,T11,,,ST3_extrinsic_4x,S00,imu_only,nan,nan,nan,nan,105.83784720842489,231.80213799547772,-6753.391233201968,-27143.22293267771
