relative_ms,sequence,hardware_timestamp_us,record_index,raw_bytes_submitted,batch_seq,batch_n,batch_offset,a0_raw,a1_raw,a2_raw,cal_a0_g,cal_a1_g,cal_a2_g,raw_norm_g,corrected_norm_g,corrected_residual_g,g0_raw,g1_raw,g2_raw,gyro_norm_dps,accel_first_diff_g,accel_second_diff_g,neighbor_median_g,neighbor_mad_g,locally_inconsistent,stability_detector_state,lifecycle_within_10s,crc_decode_status,sequence_status,timestamp_status
-4950.0,46744,3840650899,120085,18584163,46742,10,2,909,1799,-438,0.44393588123437766,0.873622172652883,-0.20090940288732845,1.0071534360119387,1.000329623357536,0.0003296233575360574,1,-5,0,0.31121945273393464,"[0.00244140625,0.0029296875,0.00048828125]","[-0.009765625,-0.015625,0.00048828125]","[0.44140625,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4945.0,46745,3840655899,120085,18584163,46742,10,3,909,1799,-438,0.44393588123437766,0.873622172652883,-0.20090940288732845,1.0071534360119387,1.000329623357536,0.0003296233575360574,1,-5,0,0.31121945273393464,"[0.0,0.0,0.0]","[-0.00244140625,-0.0029296875,-0.00048828125]","[0.44140625,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4940.0,46746,3840660899,120085,18584163,46742,10,4,906,1793,-432,0.4424753423955077,0.8706985303329676,-0.19798972765579353,1.0033329020358792,0.996544174439461,-0.0034558255605390276,1,-6,0,0.3712623614683972,"[-0.00146484375,-0.0029296875,0.0029296875]","[-0.00146484375,-0.0029296875,0.0029296875]","[0.44140625,0.87646484375,-0.21484375]","[0.001708984375,0.002197265625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4935.0,46747,3840665899,120085,18584163,46742,10,5,911,1796,-439,0.4449095737936243,0.8721603514929254,-0.20139601542591762,1.0064112658435644,0.9995841948525017,-0.0004158051474982827,1,-6,0,0.3712623614683972,"[0.00244140625,0.00146484375,-0.00341796875]","[0.00390625,0.00439453125,-0.00634765625]","[0.44140625,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4930.0,46748,3840670899,120085,18584163,46742,10,6,900,1785,-442,0.4395542647177678,0.8668003405730804,-0.20285585304168507,0.9996762943862074,0.9928248985407524,-0.0071751014592476015,1,-6,0,0.3712623614683972,"[-0.00537109375,-0.00537109375,-0.00146484375]","[-0.0078125,-0.0068359375,0.001953125]","[0.441650390625,0.876220703125,-0.21484375]","[0.00146484375,0.002197265625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4925.0,46749,3840675899,120085,18584163,46742,10,7,905,1795,-443,0.44198849611588437,0.8716730777729395,-0.20334246558027422,1.005112335417525,0.9982564517804005,-0.0017435482195995444,0,-6,0,0.3662109375,"[0.00244140625,0.0048828125,-0.00048828125]","[0.0078125,0.01025390625,0.0009765625]","[0.44140625,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4920.0,46750,3840680899,120085,18584163,46742,10,8,912,1806,-439,0.4453964200732476,0.8770330886927844,-0.20139601542591762,1.0108838263152626,1.004054463017573,0.004054463017572951,1,-6,0,0.3712623614683972,"[0.00341796875,0.00537109375,0.001953125]","[0.0009765625,0.00048828125,0.00244140625]","[0.441650390625,0.8759765625,-0.21533203125]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4915.0,46751,3840685899,120085,18584163,46742,10,9,902,1792,-440,0.44052795727701444,0.8702112566129817,-0.20188262796450676,1.0028764363297256,0.9960367000027958,-0.003963299997204239,1,-5,0,0.31121945273393464,"[-0.0048828125,-0.0068359375,-0.00048828125]","[-0.00830078125,-0.01220703125,-0.00244140625]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001953125,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4910.0,46752,3840690899,120087,18584549,46752,10,0,906,1791,-439,0.4424753423955077,0.8697239828929958,-0.20139601542591762,1.003205644925068,0.9963757273622809,-0.003624272637719139,0,-6,0,0.3662109375,"[0.001953125,-0.00048828125,0.00048828125]","[0.0068359375,0.00634765625,0.0009765625]","[0.44189453125,0.876220703125,-0.21533203125]","[0.001708984375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4905.0,46753,3840695899,120087,18584549,46752,10,1,901,1788,-446,0.4400411109973911,0.868262161733038,-0.20480230319604167,1.0015910128196337,0.994715710270804,-0.0052842897291960345,0,-6,0,0.3662109375,"[-0.00244140625,-0.00146484375,-0.00341796875]","[-0.00439453125,-0.0009765625,-0.00390625]","[0.44189453125,0.8759765625,-0.21533203125]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4900.0,46754,3840700899,120087,18584549,46752,10,2,904,1795,-439,0.44150164983626106,0.8716730777729395,-0.20139601542591762,1.0044791520244742,0.9976462380782708,-0.0023537619217292027,1,-5,0,0.31121945273393464,"[0.00146484375,0.00341796875,0.00341796875]","[0.00390625,0.0048828125,0.0068359375]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001708984375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4895.0,46755,3840705899,120087,18584549,46752,10,3,900,1789,-443,0.4395542647177678,0.868749435453024,-0.20334246558027422,1.0014849604497713,0.9946264080245357,-0.005373591975464276,1,-6,0,0.3712623614683972,"[-0.001953125,-0.0029296875,-0.001953125]","[-0.00341796875,-0.00634765625,-0.00537109375]","[0.44189453125,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4890.0,46756,3840710899,120087,18584549,46752,10,4,911,1801,-439,0.4449095737936243,0.8745967200928548,-0.20139601542591762,1.0085393369432782,1.0017106901095947,0.0017106901095946814,0,-6,0,0.3662109375,"[0.00537109375,0.005859375,0.001953125]","[0.00732421875,0.0087890625,0.00390625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4885.0,46757,3840715899,120087,18584549,46752,10,5,900,1794,-440,0.4395542647177678,0.8711858040529535,-0.20188262796450676,1.0033004654816247,0.9964583545180522,-0.003541645481947797,0,-6,0,0.3662109375,"[-0.00537109375,-0.00341796875,-0.00048828125]","[-0.0107421875,-0.00927734375,-0.00244140625]","[0.44189453125,0.876220703125,-0.214599609375]","[0.00146484375,0.002197265625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4880.0,46758,3840720899,120087,18584549,46752,10,6,895,1784,-438,0.4371200333196512,0.8663130668530945,-0.20090940288732845,0.9977588573914299,0.9909272634751403,-0.009072736524859737,1,-6,0,0.3712623614683972,"[-0.00244140625,-0.0048828125,0.0009765625]","[0.0029296875,-0.00146484375,0.00146484375]","[0.44189453125,0.876220703125,-0.21484375]","[0.00146484375,0.002197265625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4875.0,46759,3840725899,120087,18584549,46752,10,7,902,1799,-440,0.44052795727701444,0.873622172652883,-0.20188262796450676,1.005859967574158,0.9990181065262322,-0.0009818934737677587,0,-5,0,0.30517578125,"[0.00341796875,0.00732421875,-0.0009765625]","[0.005859375,0.01220703125,-0.001953125]","[0.44189453125,0.8759765625,-0.21435546875]","[0.00146484375,0.00244140625,0.00146484375]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4870.0,46760,3840730899,120087,18584549,46752,10,8,907,1808,-439,0.44296218867513104,0.8780076361327561,-0.20139601542591762,1.0106636348551399,1.0038293005948418,0.003829300594841767,1,-5,0,0.31121945273393464,"[0.00244140625,0.00439453125,0.00048828125]","[-0.0009765625,-0.0029296875,0.00146484375]","[0.441650390625,0.8759765625,-0.21435546875]","[0.001708984375,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4865.0,46761,3840735899,120087,18584549,46752,10,9,903,1797,-438,0.44101480355663775,0.8726476252129113,-0.20090940288732845,1.0050130598443803,0.9981846136433762,-0.001815386356623816,2,-6,0,0.3860202221885229,"[-0.001953125,-0.00537109375,0.00048828125]","[-0.00439453125,-0.009765625,0.0]","[0.44189453125,0.8759765625,-0.21435546875]","[0.001708984375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4860.0,46762,3840740899,120088,18584727,46762,10,0,903,1799,-439,0.44101480355663775,0.873622172652883,-0.20139601542591762,1.0059697062896746,0.999134681880416,-0.0008653181195840132,1,-6,0,0.3712623614683972,"[0.0,0.0009765625,-0.00048828125]","[0.001953125,0.00634765625,-0.0009765625]","[0.44189453125,0.8759765625,-0.21435546875]","[0.00146484375,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4855.0,46763,3840745899,120088,18584727,46762,10,1,899,1792,-443,0.4390674184381445,0.8702112566129817,-0.20334246558027422,1.0025490221323665,0.9956887000353808,-0.0043112999646192085,1,-6,0,0.3712623614683972,"[-0.001953125,-0.00341796875,-0.001953125]","[-0.001953125,-0.00439453125,-0.00146484375]","[0.44189453125,0.8759765625,-0.21435546875]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4850.0,46764,3840750899,120088,18584727,46762,10,2,904,1791,-443,0.44150164983626106,0.8697239828929958,-0.20334246558027422,1.003194712655646,0.9963391348008275,-0.003660865199172525,1,-4,0,0.2516543960948279,"[0.00244140625,-0.00048828125,0.0]","[0.00439453125,0.0029296875,0.001953125]","[0.44189453125,0.8759765625,-0.21435546875]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4845.0,46765,3840755899,120088,18584727,46762,10,3,912,1800,-445,0.4453964200732476,0.8741094463728689,-0.20431569065745253,1.0089560238543103,1.0020929082181853,0.0020929082181853076,1,-4,0,0.2516543960948279,"[0.00390625,0.00439453125,-0.0009765625]","[0.00146484375,0.0048828125,-0.0009765625]","[0.44189453125,0.8759765625,-0.214599609375]","[0.00146484375,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4840.0,46766,3840760899,120088,18584727,46762,10,4,907,1797,-445,0.44296218867513104,0.8726476252129113,-0.20431569065745253,1.0066037284889648,0.9997371053604182,-0.00026289463958184545,2,-5,0,0.3286843754354556,"[-0.00244140625,-0.00146484375,0.0]","[-0.00634765625,-0.005859375,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4835.0,46767,3840765899,120088,18584727,46762,10,5,909,1791,-446,0.44393588123437766,0.8697239828929958,-0.20480230319604167,1.0045878549287084,0.9977188263538996,-0.002281173646100365,1,-5,0,0.31121945273393464,"[0.0009765625,-0.0029296875,-0.00048828125]","[0.00341796875,-0.00146484375,-0.00048828125]","[0.44189453125,0.8759765625,-0.21484375]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4830.0,46768,3840770899,120088,18584727,46762,10,6,907,1786,-446,0.44296218867513104,0.8672876142930663,-0.20480230319604167,1.0020312897827768,0.9951619415433974,-0.0048380584566025675,0,-5,0,0.30517578125,"[-0.0009765625,-0.00244140625,0.0]","[-0.001953125,0.00048828125,0.00048828125]","[0.44189453125,0.8759765625,-0.215087890625]","[0.00146484375,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4825.0,46769,3840775899,120088,18584727,46762,10,7,905,1778,-446,0.44198849611588437,0.863389424533179,-0.20480230319604167,0.998200824606816,0.9913319890374357,-0.00866801096256431,1,-5,0,0.31121945273393464,"[-0.0009765625,-0.00390625,0.0]","[0.0,-0.00146484375,0.0]","[0.44189453125,0.8759765625,-0.215087890625]","[0.00146484375,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4820.0,46770,3840780899,120088,18584727,46762,10,8,908,1794,-444,0.44344903495475435,0.8711858040529535,-0.20382907811886336,1.0054368992927765,0.9985780114104655,-0.001421988589534462,0,-6,0,0.3662109375,"[0.00146484375,0.0078125,0.0009765625]","[0.00244140625,0.01171875,0.0009765625]","[0.44189453125,0.8759765625,-0.21484375]","[0.001220703125,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4815.0,46771,3840785899,120088,18584727,46762,10,9,912,1801,-444,0.4453964200732476,0.8745967200928548,-0.20382907811886336,1.0092763988414784,1.002418917867191,0.0024189178671909506,1,-5,0,0.31121945273393464,"[0.001953125,0.00341796875,0.0]","[0.00048828125,-0.00439453125,-0.0009765625]","[0.44189453125,0.8759765625,-0.215087890625]","[0.001220703125,0.00244140625,0.001220703125]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4810.0,46772,3840790899,120090,18585113,46772,10,0,908,1795,-441,0.44344903495475435,0.8716730777729395,-0.2023692405030959,1.0055476325924861,0.9987063185032183,-0.0012936814967816623,0,-5,0,0.30517578125,"[-0.001953125,-0.0029296875,0.00146484375]","[-0.00390625,-0.00634765625,0.00146484375]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001220703125,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4805.0,46773,3840795899,120090,18585113,46772,10,1,905,1792,-439,0.44198849611588437,0.8702112566129817,-0.20139601542591762,1.00341618670006,0.9965850775845293,-0.0034149224154707003,1,-6,0,0.3712623614683972,"[-0.00146484375,-0.00146484375,0.0009765625]","[0.00048828125,0.00146484375,-0.00048828125]","[0.44189453125,0.8759765625,-0.21533203125]","[0.00146484375,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4800.0,46774,3840800899,120090,18585113,46772,10,2,898,1786,-435,0.4385805721585212,0.8672876142930663,-0.199449565271561,0.9989409799563522,0.992129453885968,-0.00787054611403204,0,-5,0,0.30517578125,"[-0.00341796875,-0.0029296875,0.001953125]","[-0.001953125,-0.00146484375,0.0009765625]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001220703125,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4795.0,46775,3840805899,120090,18585113,46772,10,3,902,1794,-436,0.44052795727701444,0.8711858040529535,-0.19993617781015016,1.003312347125039,0.9964958913730564,-0.003504108626943614,0,-6,0,0.3662109375,"[0.001953125,0.00390625,-0.00048828125]","[0.00537109375,0.0068359375,-0.00244140625]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001220703125,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4790.0,46776,3840810899,120090,18585113,46772,10,4,911,1812,-438,0.4449095737936243,0.8799567310126998,-0.20090940288732845,1.0131228803345371,1.006296658782252,0.00629665878225194,1,-5,0,0.31121945273393464,"[0.00439453125,0.0087890625,-0.0009765625]","[0.00244140625,0.0048828125,-0.00048828125]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001220703125,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4785.0,46777,3840815899,120090,18585113,46772,10,5,905,1804,-435,0.44198849611588437,0.8760585412528126,-0.199449565271561,1.008116447095543,1.0013054116940554,0.0013054116940554028,1,-5,0,0.31121945273393464,"[-0.0029296875,-0.00390625,0.00146484375]","[-0.00732421875,-0.0126953125,0.00244140625]","[0.44189453125,0.8759765625,-0.21533203125]","[0.001220703125,0.001953125,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4780.0,46778,3840820899,120090,18585113,46772,10,6,898,1788,-436,0.4385805721585212,0.868262161733038,-0.19993617781015016,0.9998974747552735,0.9930793397153906,-0.006920660284609359,0,-5,0,0.30517578125,"[-0.00341796875,-0.0078125,-0.00048828125]","[-0.00048828125,-0.00390625,-0.001953125]","[0.44189453125,0.8759765625,-0.21533203125]","[0.0009765625,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4775.0,46779,3840825899,120090,18585113,46772,10,7,904,1794,-434,0.44150164983626106,0.8711858040529535,-0.19896295273297185,1.0035347455238572,0.9967319943453979,-0.0032680056546020575,1,-6,0,0.3712623614683972,"[0.0029296875,0.0029296875,0.0009765625]","[0.00634765625,0.0107421875,0.00146484375]","[0.44189453125,0.8759765625,-0.21533203125]","[0.0009765625,0.00244140625,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4770.0,46780,3840830899,120090,18585113,46772,10,8,904,1788,-438,0.44150164983626106,0.868262161733038,-0.20090940288732845,1.0013937773800516,0.994568990303846,-0.0054310096961539545,1,-6,0,0.3712623614683972,"[0.0,-0.0029296875,-0.001953125]","[-0.0029296875,-0.005859375,-0.0029296875]","[0.44189453125,0.8759765625,-0.21533203125]","[0.0009765625,0.00146484375,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4765.0,46781,3840835899,120090,18585113,46772,10,9,909,1796,-437,0.44393588123437766,0.8721603514929254,-0.2004227903487393,1.0057723813260782,0.9989554746107463,-0.0010445253892537032,0,-6,0,0.3662109375,"[0.00244140625,0.00390625,0.00048828125]","[0.00244140625,0.0068359375,0.00244140625]","[0.44189453125,0.8759765625,-0.21533203125]","[0.0009765625,0.001953125,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
-4760.0,46782,3840840899,120091,18585291,46782,10,0,906,1801,-442,0.4424753423955077,0.8745967200928548,-0.20285585304168507,1.0077776052658716,1.0009267448412351,0.0009267448412351165,1,-5,0,0.31121945273393464,"[-0.00146484375,0.00244140625,-0.00244140625]","[-0.00390625,-0.00146484375,-0.0029296875]","[0.44189453125,0.8759765625,-0.21533203125]","[0.0009765625,0.001708984375,0.0009765625]",False,OUTSIDE_ACCEPTED_WINDOW,NONE,RAW_REPLAY_VALID_COMPLETE_FRAME,CONTIGUOUS,MONOTONIC
