delta_c,d_tag,range_residual_rms,position_median_3d,position_rmse_3d
-56.0,29.0,112.0,216.49853515625,212.45830473295226
-56.0,30.0,112.0,214.7388153076172,211.07142045111175
-56.0,31.0,112.0,212.98104858398438,209.68783532014916
-56.0,32.0,112.0,211.22506713867188,208.30758695076375
-56.0,33.0,112.0,209.47059631347656,206.93070435836728
-56.0,34.0,112.0,207.71829223632812,205.55713165687052
-56.0,35.0,112.0,205.96780395507812,204.18702173191616
-56.0,36.0,112.0,204.21917724609375,202.82030031224684
-56.0,37.0,112.0,202.47244262695312,201.45703636259518
-56.0,38.0,112.0,200.7277374267578,200.09727126762624
-56.0,39.0,112.0,198.98486328125,198.74102770628414
-56.0,40.0,112.0,197.244140625,197.3882991086351
-56.0,41.0,112.0,195.50531005859375,196.0391682005155
-56.0,42.0,112.0,193.76849365234375,194.69365961363508
-56.0,43.0,112.0,192.03387451171875,193.35180856407834
-56.0,44.0,112.0,190.30133056640625,192.0136001856379
-56.0,45.0,112.0,188.57078552246094,190.67913165839622
-56.0,46.0,112.0,186.84255981445312,189.34839953442966
-56.0,47.0,112.0,185.11648559570312,188.02152469863657
-56.0,48.0,112.0,183.3924560546875,186.69840108782398
-56.0,49.0,112.0,181.67092895507812,185.3791827747927
-56.0,50.0,112.0,180.05392456054688,184.0638582292841
-56.0,51.0,112.0,178.60592651367188,182.75254358694983
-56.0,52.0,112.0,177.16152954101562,181.44515355886472
-56.0,53.0,112.0,175.72085571289062,180.14181154197655
-56.0,54.0,112.0,174.28384399414062,178.84255143316705
-56.0,55.0,112.0,172.85049438476562,177.54742434241336
-56.0,56.0,112.0,171.42108154296875,176.25647705297243
-56.0,57.0,112.0,169.99525451660156,174.96975185014122
-56.0,58.0,112.0,168.572998046875,173.68728072134414
-56.0,59.0,112.0,167.1547088623047,172.40909629243754
-56.0,60.0,112.0,165.74008178710938,171.1353117327777
-56.0,61.0,112.0,164.32904052734375,169.86592254076447
-56.0,62.0,112.0,162.92190551757812,168.60106274687297
-56.0,63.0,112.0,161.51866149902344,167.34065998547692
-56.0,64.0,112.0,160.11907958984375,166.0848627678784
-56.0,65.0,112.0,158.72335815429688,164.83370526268286
-56.0,66.0,112.0,157.33152770996094,163.5872461696663
-56.0,67.0,112.0,155.65386962890625,162.34553355613144
-56.0,68.0,112.0,153.9205322265625,161.10865898517062
-56.0,69.0,112.0,152.1898193359375,159.8766675538523
-56.0,70.0,112.0,150.46156311035156,158.64959300097496
-56.0,71.0,112.0,148.736083984375,157.42749447166148
-56.0,72.0,112.0,147.0132293701172,156.2105012575179
-56.0,73.0,112.0,145.29302978515625,154.99863910692895
-56.0,74.0,112.0,143.57546997070312,153.79197216735665
-56.0,75.0,112.0,141.86080932617188,152.59063008790875
-56.0,76.0,112.0,140.1488494873047,151.39458481894258
-56.0,77.0,112.0,138.43983459472656,150.2040019024127
-56.0,78.0,112.0,136.733642578125,149.01892706968468
-56.0,79.0,112.0,135.0303955078125,147.83940690619332
-56.0,80.0,112.0,133.330078125,146.66554879427207
-56.0,81.0,112.0,131.63290405273438,145.49741594569645
-56.0,82.0,112.0,129.93865966796875,144.33511353790524
-56.0,83.0,112.0,128.24777221679688,143.17870853630788
-56.0,84.0,112.0,126.55982971191406,142.0283449922937
-56.0,85.0,112.0,124.87519073486328,140.88403226368487
-56.0,86.0,112.0,123.19378662109375,139.7458910397726
-56.0,87.0,112.0,121.51568603515625,138.6139887984795
-56.0,88.0,112.0,119.84095001220703,137.48849383675713
-56.0,89.0,112.0,118.18748474121094,136.36942157472473
-56.0,90.0,112.0,116.58328247070312,135.25693143051856
-56.0,91.0,112.0,114.9835433959961,134.15106340428315
-56.0,92.0,112.0,113.38825988769531,133.0519679368742
-56.0,93.0,112.0,111.79763793945312,131.95977725238853
-56.0,94.0,112.0,110.21156311035156,130.87451498238684
-56.0,95.0,112.0,108.63032531738281,129.7963774894161
-56.0,96.0,112.0,107.05380249023438,128.72536172021424
-56.0,97.0,112.0,105.4822998046875,127.66173488828788
-56.0,98.0,112.0,103.91593170166016,126.60545953003962
-56.0,99.0,112.0,102.35466003417969,125.55680285109007
-56.0,100.0,112.0,100.79873657226562,124.51580048456702
-56.0,101.0,112.0,99.24809265136719,123.48257088553024
-56.0,102.0,112.0,97.70309448242188,122.45727491532506
-56.0,103.0,112.0,96.16368103027344,121.44003712609569
-56.0,104.0,112.0,94.63006591796875,120.43101305830653
-56.0,105.0,112.0,93.10231018066406,119.43028415539126
-56.0,106.0,112.0,91.58061981201172,118.43801533529047
-56.0,107.0,112.0,90.06517028808594,117.45431708354742
-56.0,108.0,112.0,88.55591583251953,116.47942750224179
-56.0,109.0,112.0,87.05341339111328,115.51340898895677
-56.0,110.0,112.0,85.5574951171875,114.55643481626207
-56.0,111.0,112.0,84.06842041015625,113.60864757881549
-56.0,112.0,112.0,82.58634185791016,112.67021844746729
-56.0,113.0,112.0,81.11148071289062,111.7413001717024
-56.0,114.0,112.0,79.64421081542969,110.82203498176705
-56.0,115.0,112.0,78.18446350097656,109.91262065699053
-56.0,116.0,112.0,77.67138671875,109.01316935925678
-56.0,117.0,112.0,77.2322998046875,108.12391617953911
-56.0,118.0,112.0,76.79942321777344,107.24498731729842
-56.0,119.0,112.0,76.37297821044922,106.37656524259702
-56.0,120.0,112.0,75.95332336425781,105.51883070245093
-54.0,0.0,108.0,260.9942626953125,251.07381104716995
-54.0,1.0,108.0,259.2244873046875,249.60518824735996
-54.0,2.0,108.0,257.455810546875,248.13942810696167
-54.0,3.0,108.0,255.68862915039062,246.67652623172316
-54.0,4.0,108.0,253.92283630371094,245.21652581188323
-54.0,5.0,108.0,252.15838623046875,243.75939084474263
-54.0,6.0,108.0,250.39544677734375,242.30516496507045
-54.0,7.0,108.0,248.74549865722656,240.85379544705123
-54.0,8.0,108.0,247.240966796875,239.4054076639665
-54.0,9.0,108.0,245.74038696289062,237.9599083222844
-54.0,10.0,108.0,244.24395751953125,236.51737515455392
-54.0,11.0,108.0,242.75152587890625,235.07775475627207
-54.0,12.0,108.0,241.262939453125,233.64111768907458
-54.0,13.0,108.0,239.77847290039062,232.20743521418515
-54.0,14.0,108.0,238.29783630371094,230.77681317671409
-54.0,15.0,108.0,236.82125854492188,229.34914704441348
-54.0,16.0,108.0,235.34832763671875,227.92450093177786
-54.0,17.0,108.0,233.87942504882812,226.50290595542037
-54.0,18.0,108.0,232.41015625,225.08435918561733
-54.0,19.0,108.0,230.6356964111328,223.66890115469786
-54.0,20.0,108.0,228.86300659179688,222.2565117859317
-54.0,21.0,108.0,227.0916290283203,220.84727648592363
-54.0,22.0,108.0,225.322021484375,219.44119371713234
-54.0,23.0,108.0,223.55397033691406,218.0381721883808
-54.0,24.0,108.0,221.78765869140625,216.63841562613035
-54.0,25.0,108.0,220.02276611328125,215.24180624648642
-54.0,26.0,108.0,218.25975036621094,213.84841484390293
-54.0,27.0,108.0,216.49853515625,212.45830473295226
-54.0,28.0,108.0,214.7388153076172,211.07142045111175
-54.0,29.0,108.0,212.98104858398438,209.68783532014916
-54.0,30.0,108.0,211.22506713867188,208.30758695076375
-54.0,31.0,108.0,209.47059631347656,206.93070435836728
-54.0,32.0,108.0,207.71829223632812,205.55713165687052
-54.0,33.0,108.0,205.96780395507812,204.18702173191616
-54.0,34.0,108.0,204.21917724609375,202.82030031224684
-54.0,35.0,108.0,202.47244262695312,201.45703636259518
-54.0,36.0,108.0,200.7277374267578,200.09727126762624
-54.0,37.0,108.0,198.98486328125,198.7410178787962
-54.0,38.0,108.0,197.244140625,197.3882991086351
-54.0,39.0,108.0,195.50531005859375,196.0391682005155
-54.0,40.0,108.0,193.76849365234375,194.69365961363508
-54.0,41.0,108.0,192.03387451171875,193.35180856407834
-54.0,42.0,108.0,190.30133056640625,192.0136001856379
-54.0,43.0,108.0,188.57078552246094,190.67913165839622
-54.0,44.0,108.0,186.84255981445312,189.34839953442966
-54.0,45.0,108.0,185.11648559570312,188.02152469863657
-54.0,46.0,108.0,183.3924560546875,186.69840108782398
-54.0,47.0,108.0,181.67092895507812,185.3791827747927
-54.0,48.0,108.0,180.05392456054688,184.0638582292841
-54.0,49.0,108.0,178.60592651367188,182.75254358694983
-54.0,50.0,108.0,177.16152954101562,181.44515355886472
-54.0,51.0,108.0,175.72085571289062,180.14181154197655
-54.0,52.0,108.0,174.28384399414062,178.84255143316705
-54.0,53.0,108.0,172.85049438476562,177.54742434241336
-54.0,54.0,108.0,171.42108154296875,176.25647705297243
-54.0,55.0,108.0,169.99525451660156,174.96975185014122
-54.0,56.0,108.0,168.572998046875,173.68728072134414
-54.0,57.0,108.0,167.1547088623047,172.40909629243754
-54.0,58.0,108.0,165.74008178710938,171.1353117327777
-54.0,59.0,108.0,164.32904052734375,169.86592254076447
-54.0,60.0,108.0,162.92190551757812,168.60106274687297
-54.0,61.0,108.0,161.51866149902344,167.34065998547692
-54.0,62.0,108.0,160.11907958984375,166.0848627678784
-54.0,63.0,108.0,158.72335815429688,164.83370526268286
-54.0,64.0,108.0,157.33152770996094,163.5872461696663
-54.0,65.0,108.0,155.65386962890625,162.34553355613144
-54.0,66.0,108.0,153.9205322265625,161.10865898517062
-54.0,67.0,108.0,152.1898193359375,159.8766675538523
-54.0,68.0,108.0,150.46156311035156,158.64959300097496
-54.0,69.0,108.0,148.736083984375,157.42749447166148
-54.0,70.0,108.0,147.0132293701172,156.2105012575179
-54.0,71.0,108.0,145.29302978515625,154.99863910692895
-54.0,72.0,108.0,143.57546997070312,153.79197216735665
-54.0,73.0,108.0,141.86080932617188,152.59063008790875
-54.0,74.0,108.0,140.1488494873047,151.39458481894258
-54.0,75.0,108.0,138.43983459472656,150.2040019024127
-54.0,76.0,108.0,136.733642578125,149.01892706968468
-54.0,77.0,108.0,135.0303955078125,147.83940690619332
-54.0,78.0,108.0,133.330078125,146.66554879427207
-54.0,79.0,108.0,131.63290405273438,145.49741594569645
-54.0,80.0,108.0,129.93865966796875,144.33511353790524
-54.0,81.0,108.0,128.24777221679688,143.17870853630788
-54.0,82.0,108.0,126.55982971191406,142.0283449922937
-54.0,83.0,108.0,124.87519073486328,140.88403226368487
-54.0,84.0,108.0,123.19378662109375,139.7458910397726
-54.0,85.0,108.0,121.51568603515625,138.6139887984795
-54.0,86.0,108.0,119.84095001220703,137.48849383675713
-54.0,87.0,108.0,118.18748474121094,136.36942157472473
-54.0,88.0,108.0,116.58328247070312,135.2569386505735
-54.0,89.0,108.0,114.9835433959961,134.15106340428315
-54.0,90.0,108.0,113.38825988769531,133.0519679368742
-54.0,91.0,108.0,111.79763793945312,131.95977725238853
-54.0,92.0,108.0,110.21156311035156,130.87451498238684
-54.0,93.0,108.0,108.63032531738281,129.7963774894161
-54.0,94.0,108.0,107.05380249023438,128.72536172021424
-54.0,95.0,108.0,105.4822998046875,127.66173488828788
-54.0,96.0,108.0,103.91593170166016,126.60547110018587
-54.0,97.0,108.0,102.35466003417969,125.55680285109007
-54.0,98.0,108.0,100.79873657226562,124.51580048456702
-54.0,99.0,108.0,99.24809265136719,123.48257088553024
-54.0,100.0,108.0,97.70309448242188,122.45727491532506
-54.0,101.0,108.0,96.16368103027344,121.44003712609569
-54.0,102.0,108.0,94.63006591796875,120.43101305830653
-54.0,103.0,108.0,93.10231018066406,119.43028415539126
-54.0,104.0,108.0,91.58061981201172,118.43801533529047
-54.0,105.0,108.0,90.06517028808594,117.45431708354742
-54.0,106.0,108.0,88.55591583251953,116.47942750224179
-54.0,107.0,108.0,87.05341339111328,115.51340898895677
-54.0,108.0,108.0,85.5574951171875,114.55643481626207
-54.0,109.0,108.0,84.06842041015625,113.60864757881549
-54.0,110.0,108.0,82.58634185791016,112.67021844746729
-54.0,111.0,108.0,81.11148071289062,111.7413001717024
-54.0,112.0,108.0,79.64421081542969,110.82203498176705
-54.0,113.0,108.0,78.18446350097656,109.91262065699053
-54.0,114.0,108.0,77.67138671875,109.01316935925678
-54.0,115.0,108.0,77.2322998046875,108.12391617953911
-54.0,116.0,108.0,76.79942321777344,107.24498731729842
-54.0,117.0,108.0,76.37297821044922,106.37656524259702
-54.0,118.0,108.0,75.95332336425781,105.51883070245093
-54.0,119.0,108.0,75.5406265258789,104.67193447714388
-54.0,120.0,108.0,75.13536071777344,103.83611354708196
-52.0,0.0,104.0,257.455810546875,248.13942810696167
-52.0,1.0,104.0,255.68862915039062,246.67652623172316
-52.0,2.0,104.0,253.92283630371094,245.21652581188323
-52.0,3.0,104.0,252.15838623046875,243.75939084474263
-52.0,4.0,104.0,250.39544677734375,242.30516496507045
-52.0,5.0,104.0,248.74549865722656,240.85379544705123
-52.0,6.0,104.0,247.240966796875,239.4054076639665
-52.0,7.0,104.0,245.74038696289062,237.9599083222844
-52.0,8.0,104.0,244.24395751953125,236.51737515455392
-52.0,9.0,104.0,242.75152587890625,235.07775475627207
-52.0,10.0,104.0,241.262939453125,233.64111768907458
-52.0,11.0,104.0,239.77847290039062,232.20743521418515
-52.0,12.0,104.0,238.29783630371094,230.77681317671409
-52.0,13.0,104.0,236.82125854492188,229.34914704441348
-52.0,14.0,104.0,235.34832763671875,227.92450093177786
-52.0,15.0,104.0,233.87942504882812,226.50290595542037
-52.0,16.0,104.0,232.41015625,225.08435918561733
-52.0,17.0,104.0,230.6356964111328,223.66890115469786
-52.0,18.0,104.0,228.86300659179688,222.2565117859317
-52.0,19.0,104.0,227.0916290283203,220.84727648592363
-52.0,20.0,104.0,225.322021484375,219.44119371713234
-52.0,21.0,104.0,223.55397033691406,218.0381721883808
-52.0,22.0,104.0,221.78765869140625,216.63841562613035
-52.0,23.0,104.0,220.02276611328125,215.24180624648642
-52.0,24.0,104.0,218.25975036621094,213.84841484390293
-52.0,25.0,104.0,216.49853515625,212.45830473295226
-52.0,26.0,104.0,214.7388153076172,211.07142045111175
-52.0,27.0,104.0,212.98104858398438,209.68783532014916
-52.0,28.0,104.0,211.22506713867188,208.30758695076375
-52.0,29.0,104.0,209.47059631347656,206.93070435836728
-52.0,30.0,104.0,207.71829223632812,205.55713165687052
-52.0,31.0,104.0,205.96780395507812,204.18702173191616
-52.0,32.0,104.0,204.21917724609375,202.82030031224684
-52.0,33.0,104.0,202.47244262695312,201.45703636259518
-52.0,34.0,104.0,200.7277374267578,200.09727126762624
-52.0,35.0,104.0,198.98486328125,198.7410178787962
-52.0,36.0,104.0,197.244140625,197.3882991086351
-52.0,37.0,104.0,195.50531005859375,196.0391682005155
-52.0,38.0,104.0,193.76849365234375,194.69366964542016
-52.0,39.0,104.0,192.03387451171875,193.35180856407834
-52.0,40.0,104.0,190.30133056640625,192.0136001856379
-52.0,41.0,104.0,188.57078552246094,190.67913165839622
-52.0,42.0,104.0,186.84255981445312,189.34839953442966
-52.0,43.0,104.0,185.11648559570312,188.02152469863657
-52.0,44.0,104.0,183.3924560546875,186.69840108782398
-52.0,45.0,104.0,181.67092895507812,185.3791827747927
-52.0,46.0,104.0,180.05392456054688,184.0638582292841
-52.0,47.0,104.0,178.60592651367188,182.75254358694983
-52.0,48.0,104.0,177.16152954101562,181.44515355886472
-52.0,49.0,104.0,175.72085571289062,180.14181154197655
-52.0,50.0,104.0,174.28384399414062,178.84255143316705
-52.0,51.0,104.0,172.85049438476562,177.54742434241336
-52.0,52.0,104.0,171.42108154296875,176.25647705297243
-52.0,53.0,104.0,169.99525451660156,174.969757431463
-52.0,54.0,104.0,168.572998046875,173.68728072134414
-52.0,55.0,104.0,167.1547088623047,172.40909629243754
-52.0,56.0,104.0,165.74008178710938,171.1353117327777
-52.0,57.0,104.0,164.32904052734375,169.86592254076447
-52.0,58.0,104.0,162.92190551757812,168.60106274687297
-52.0,59.0,104.0,161.51866149902344,167.34065998547692
-52.0,60.0,104.0,160.11907958984375,166.0848627678784
-52.0,61.0,104.0,158.72335815429688,164.83370526268286
-52.0,62.0,104.0,157.33152770996094,163.5872461696663
-52.0,63.0,104.0,155.65386962890625,162.34553355613144
-52.0,64.0,104.0,153.9205322265625,161.10865898517062
-52.0,65.0,104.0,152.1898193359375,159.8766675538523
-52.0,66.0,104.0,150.46156311035156,158.64959300097496
-52.0,67.0,104.0,148.736083984375,157.42749447166148
-52.0,68.0,104.0,147.0132293701172,156.2105012575179
-52.0,69.0,104.0,145.29302978515625,154.99863910692895
-52.0,70.0,104.0,143.57546997070312,153.79197216735665
-52.0,71.0,104.0,141.86080932617188,152.59063008790875
-52.0,72.0,104.0,140.1488494873047,151.39458481894258
-52.0,73.0,104.0,138.43983459472656,150.2040019024127
-52.0,74.0,104.0,136.733642578125,149.01892706968468
-52.0,75.0,104.0,135.0303955078125,147.83940690619332
-52.0,76.0,104.0,133.330078125,146.66554879427207
-52.0,77.0,104.0,131.63290405273438,145.49741594569645
-52.0,78.0,104.0,129.93865966796875,144.33511353790524
-52.0,79.0,104.0,128.24777221679688,143.17870853630788
-52.0,80.0,104.0,126.55982971191406,142.0283449922937
-52.0,81.0,104.0,124.87519073486328,140.88403226368487
-52.0,82.0,104.0,123.19378662109375,139.7458910397726
-52.0,83.0,104.0,121.51568603515625,138.6139887984795
-52.0,84.0,104.0,119.84095001220703,137.48849383675713
-52.0,85.0,104.0,118.18748474121094,136.36942157472473
-52.0,86.0,104.0,116.58328247070312,135.2569386505735
-52.0,87.0,104.0,114.9835433959961,134.15106340428315
-52.0,88.0,104.0,113.38825988769531,133.0519679368742
-52.0,89.0,104.0,111.79763793945312,131.95977725238853
-52.0,90.0,104.0,110.21156311035156,130.87451498238684
-52.0,91.0,104.0,108.63032531738281,129.7963774894161
-52.0,92.0,104.0,107.05380249023438,128.72536930661727
-52.0,93.0,104.0,105.4822998046875,127.66173871309289
-52.0,94.0,104.0,103.91593170166016,126.60547110018587
-52.0,95.0,104.0,102.35466003417969,125.55680285109007
-52.0,96.0,104.0,100.79873657226562,124.51581224888669
-52.0,97.0,104.0,99.24809265136719,123.48257088553024
-52.0,98.0,104.0,97.70309448242188,122.45727491532506
-52.0,99.0,104.0,96.16368103027344,121.44003712609569
-52.0,100.0,104.0,94.63006591796875,120.43101305830653
-52.0,101.0,104.0,93.10231018066406,119.43028415539126
-52.0,102.0,104.0,91.58061981201172,118.43801533529047
-52.0,103.0,104.0,90.06510925292969,117.45431292634596
-52.0,104.0,104.0,88.55585479736328,116.47942331024609
-52.0,105.0,104.0,87.05341339111328,115.51340898895677
-52.0,106.0,104.0,85.5574951171875,114.55643481626207
-52.0,107.0,104.0,84.06842041015625,113.60864757881549
-52.0,108.0,104.0,82.58634185791016,112.67021844746729
-52.0,109.0,104.0,81.11148071289062,111.7413001717024
-52.0,110.0,104.0,79.64421081542969,110.82203498176705
-52.0,111.0,104.0,78.18446350097656,109.91262065699053
-52.0,112.0,104.0,77.67138671875,109.01316935925678
-52.0,113.0,104.0,77.2322998046875,108.1239116635978
-52.0,114.0,104.0,76.79942321777344,107.24498731729842
-52.0,115.0,104.0,76.37297821044922,106.37656524259702
-52.0,116.0,104.0,75.95332336425781,105.51883070245093
-52.0,117.0,104.0,75.5406265258789,104.67193447714388
-52.0,118.0,104.0,75.13536071777344,103.83611354708196
-52.0,119.0,104.0,74.73765563964844,103.01150952078122
-52.0,120.0,104.0,74.34779357910156,102.1983270258129
-50.0,0.0,100.0,253.92283630371094,245.21652581188323
-50.0,1.0,100.0,252.15838623046875,243.7593828322307
-50.0,2.0,100.0,250.39544677734375,242.30516496507045
-50.0,3.0,100.0,248.74549865722656,240.85379544705123
-50.0,4.0,100.0,247.240966796875,239.4054076639665
-50.0,5.0,100.0,245.74038696289062,237.9599083222844
-50.0,6.0,100.0,244.24395751953125,236.51737515455392
-50.0,7.0,100.0,242.75152587890625,235.07775475627207
-50.0,8.0,100.0,241.262939453125,233.64111768907458
-50.0,9.0,100.0,239.77847290039062,232.20743521418515
-50.0,10.0,100.0,238.29783630371094,230.77681317671409
-50.0,11.0,100.0,236.82125854492188,229.34914704441348
-50.0,12.0,100.0,235.34832763671875,227.92450950095298
-50.0,13.0,100.0,233.87942504882812,226.50290595542037
-50.0,14.0,100.0,232.41015625,225.08435918561733
-50.0,15.0,100.0,230.6356964111328,223.66890115469786
-50.0,16.0,100.0,228.86300659179688,222.2565117859317
-50.0,17.0,100.0,227.0916290283203,220.84727648592363
-50.0,18.0,100.0,225.322021484375,219.44119371713234
-50.0,19.0,100.0,223.55397033691406,218.0381721883808
-50.0,20.0,100.0,221.78765869140625,216.63841562613035
-50.0,21.0,100.0,220.02276611328125,215.24180624648642
-50.0,22.0,100.0,218.25975036621094,213.84841484390293
-50.0,23.0,100.0,216.49853515625,212.45830473295226
-50.0,24.0,100.0,214.7388153076172,211.07142045111175
-50.0,25.0,100.0,212.98104858398438,209.68783532014916
-50.0,26.0,100.0,211.22506713867188,208.30758695076375
-50.0,27.0,100.0,209.47059631347656,206.93070435836728
-50.0,28.0,100.0,207.71829223632812,205.55713165687052
-50.0,29.0,100.0,205.96780395507812,204.18702173191616
-50.0,30.0,100.0,204.21917724609375,202.82030031224684
-50.0,31.0,100.0,202.47244262695312,201.45703636259518
-50.0,32.0,100.0,200.7277374267578,200.09727126762624
-50.0,33.0,100.0,198.98486328125,198.7410178787962
-50.0,34.0,100.0,197.244140625,197.3882991086351
-50.0,35.0,100.0,195.50531005859375,196.0391682005155
-50.0,36.0,100.0,193.76849365234375,194.69366964542016
-50.0,37.0,100.0,192.03387451171875,193.35180856407834
-50.0,38.0,100.0,190.30133056640625,192.0136001856379
-50.0,39.0,100.0,188.57078552246094,190.67913165839622
-50.0,40.0,100.0,186.84255981445312,189.34839953442966
-50.0,41.0,100.0,185.11648559570312,188.02152469863657
-50.0,42.0,100.0,183.3924560546875,186.69840108782398
-50.0,43.0,100.0,181.67092895507812,185.3791827747927
-50.0,44.0,100.0,180.05392456054688,184.0638582292841
-50.0,45.0,100.0,178.60592651367188,182.75254358694983
-50.0,46.0,100.0,177.16152954101562,181.44515355886472
-50.0,47.0,100.0,175.72085571289062,180.14181154197655
-50.0,48.0,100.0,174.28384399414062,178.84255143316705
-50.0,49.0,100.0,172.85049438476562,177.54742434241336
-50.0,50.0,100.0,171.42108154296875,176.25647705297243
-50.0,51.0,100.0,169.99525451660156,174.969757431463
-50.0,52.0,100.0,168.572998046875,173.68728072134414
-50.0,53.0,100.0,167.1547088623047,172.40910762087077
-50.0,54.0,100.0,165.74008178710938,171.1353117327777
-50.0,55.0,100.0,164.32904052734375,169.86592254076447
-50.0,56.0,100.0,162.92190551757812,168.60106274687297
-50.0,57.0,100.0,161.51866149902344,167.34065998547692
-50.0,58.0,100.0,160.11907958984375,166.0848627678784
-50.0,59.0,100.0,158.72335815429688,164.83370526268286
-50.0,60.0,100.0,157.33152770996094,163.5872461696663
-50.0,61.0,100.0,155.65386962890625,162.34553355613144
-50.0,62.0,100.0,153.9205322265625,161.10865898517062
-50.0,63.0,100.0,152.1898193359375,159.8766675538523
-50.0,64.0,100.0,150.46156311035156,158.64959300097496
-50.0,65.0,100.0,148.736083984375,157.42749447166148
-50.0,66.0,100.0,147.0132293701172,156.2105012575179
-50.0,67.0,100.0,145.29296875,154.99863280647025
-50.0,68.0,100.0,143.57546997070312,153.79197216735665
-50.0,69.0,100.0,141.86080932617188,152.59063008790875
-50.0,70.0,100.0,140.1488494873047,151.39458481894258
-50.0,71.0,100.0,138.43983459472656,150.2040019024127
-50.0,72.0,100.0,136.733642578125,149.01892706968468
-50.0,73.0,100.0,135.0303955078125,147.83940690619332
-50.0,74.0,100.0,133.330078125,146.66554879427207
-50.0,75.0,100.0,131.63290405273438,145.49741594569645
-50.0,76.0,100.0,129.93865966796875,144.33511353790524
-50.0,77.0,100.0,128.24777221679688,143.17870853630788
-50.0,78.0,100.0,126.55982971191406,142.0283449922937
-50.0,79.0,100.0,124.87519073486328,140.88403226368487
-50.0,80.0,100.0,123.19378662109375,139.7458910397726
-50.0,81.0,100.0,121.51568603515625,138.6139887984795
-50.0,82.0,100.0,119.84095001220703,137.48849383675713
-50.0,83.0,100.0,118.18748474121094,136.36942157472473
-50.0,84.0,100.0,116.58328247070312,135.2569386505735
-50.0,85.0,100.0,114.9835433959961,134.15106340428315
-50.0,86.0,100.0,113.38825988769531,133.0519679368742
-50.0,87.0,100.0,111.79763793945312,131.95977725238853
-50.0,88.0,100.0,110.21156311035156,130.87450752056338
-50.0,89.0,100.0,108.63032531738281,129.7963774894161
-50.0,90.0,100.0,107.05380249023438,128.72536930661727
-50.0,91.0,100.0,105.4822998046875,127.66173871309289
-50.0,92.0,100.0,103.91593170166016,126.60547110018587
-50.0,93.0,100.0,102.35466003417969,125.55681062894398
-50.0,94.0,100.0,100.79873657226562,124.51581224888669
-50.0,95.0,100.0,99.24809265136719,123.48257088553024
-50.0,96.0,100.0,97.70309448242188,122.45727491532506
-50.0,97.0,100.0,96.16368103027344,121.44003712609569
-50.0,98.0,100.0,94.63006591796875,120.43101305830653
-50.0,99.0,100.0,93.10231018066406,119.43028415539126
-50.0,100.0,100.0,91.58061981201172,118.43801533529047
-50.0,101.0,100.0,90.06510925292969,117.45431292634596
-50.0,102.0,100.0,88.55585479736328,116.47942331024609
-50.0,103.0,100.0,87.05342102050781,115.51340898895677
-50.0,104.0,100.0,85.55741882324219,114.55643481626207
-50.0,105.0,100.0,84.06842041015625,113.60864757881549
-50.0,106.0,100.0,82.58634185791016,112.67021844746729
-50.0,107.0,100.0,81.11148071289062,111.7413001717024
-50.0,108.0,100.0,79.64421081542969,110.82203498176705
-50.0,109.0,100.0,78.18446350097656,109.91262065699053
-50.0,110.0,100.0,77.67138671875,109.01316935925678
-50.0,111.0,100.0,77.2322998046875,108.1239116635978
-50.0,112.0,100.0,76.79942321777344,107.24498731729842
-50.0,113.0,100.0,76.37297821044922,106.37656524259702
-50.0,114.0,100.0,75.95332336425781,105.51883070245093
-50.0,115.0,100.0,75.5406265258789,104.67193447714388
-50.0,116.0,100.0,75.13536071777344,103.83611354708196
-50.0,117.0,100.0,74.73765563964844,103.01150952078122
-50.0,118.0,100.0,74.34779357910156,102.1983270258129
-50.0,119.0,100.0,73.9661636352539,101.3967252845845
-50.0,120.0,100.0,73.83910369873047,100.6069471383562
-48.0,0.0,96.0,250.39544677734375,242.30516496507045
-48.0,1.0,96.0,248.74549865722656,240.85379544705123
-48.0,2.0,96.0,247.240966796875,239.4054076639665
-48.0,3.0,96.0,245.74038696289062,237.9599083222844
-48.0,4.0,96.0,244.24395751953125,236.51737515455392
-48.0,5.0,96.0,242.75152587890625,235.07775475627207
-48.0,6.0,96.0,241.262939453125,233.64111768907458
-48.0,7.0,96.0,239.77847290039062,232.20743521418515
-48.0,8.0,96.0,238.29783630371094,230.77681317671409
-48.0,9.0,96.0,236.82125854492188,229.34914704441348
-48.0,10.0,96.0,235.34832763671875,227.92450950095298
-48.0,11.0,96.0,233.87942504882812,226.50290595542037
-48.0,12.0,96.0,232.41015625,225.08435918561733
-48.0,13.0,96.0,230.6356964111328,223.66890115469786
-48.0,14.0,96.0,228.86300659179688,222.2565117859317
-48.0,15.0,96.0,227.0916290283203,220.84727648592363
-48.0,16.0,96.0,225.322021484375,219.44119371713234
-48.0,17.0,96.0,223.55397033691406,218.0381721883808
-48.0,18.0,96.0,221.78765869140625,216.63841562613035
-48.0,19.0,96.0,220.02276611328125,215.24180624648642
-48.0,20.0,96.0,218.25975036621094,213.84841484390293
-48.0,21.0,96.0,216.49853515625,212.45830473295226
-48.0,22.0,96.0,214.7388153076172,211.07142045111175
-48.0,23.0,96.0,212.98104858398438,209.68783532014916
-48.0,24.0,96.0,211.22506713867188,208.30758695076375
-48.0,25.0,96.0,209.47059631347656,206.93070435836728
-48.0,26.0,96.0,207.71829223632812,205.55713165687052
-48.0,27.0,96.0,205.96780395507812,204.18702173191616
