alpha,d_tag,position_median_3d,position_rmse_3d
0.01,21.0,103.58555603027344,127.62417360163396
0.01,22.0,102.01628112792969,126.61670135689052
0.01,23.0,100.53114318847656,125.61705120996712
0.01,24.0,99.08039855957031,124.6252507520045
0.01,25.0,97.63685607910156,123.6414770364298
0.01,26.0,96.20038604736328,122.66579580688946
0.01,27.0,94.77143859863281,121.6983495420131
0.01,28.0,93.35015106201172,120.7392593566815
0.01,29.0,91.9364242553711,119.78861590318172
0.01,30.0,90.53060913085938,118.84658489913582
0.01,31.0,89.13294982910156,117.91328166151386
0.01,32.0,87.74352264404297,116.98882742461991
0.01,33.0,86.36244201660156,116.07334107284282
0.01,34.0,84.98994445800781,115.16695167370065
0.01,35.0,83.6263427734375,114.26979451062297
0.01,36.0,82.27177429199219,113.38205859366596
0.01,37.0,80.92646789550781,112.50381503947989
0.01,38.0,79.59049224853516,111.6352528885925
0.01,39.0,78.26423645019531,110.7764852642473
0.01,40.0,76.9479751586914,109.92767952869059
0.01,41.0,76.17337036132812,109.08894289036584
0.01,42.0,75.83772277832031,108.26048682604609
0.01,43.0,75.51039123535156,107.44237645274093
0.01,44.0,75.1916732788086,106.63477662534629
0.01,45.0,74.88170623779297,105.83789103949256
0.01,46.0,74.5809326171875,105.05187055836988
0.01,47.0,74.28944396972656,104.27682040337392
0.01,48.0,74.0076904296875,103.51292567235262
0.01,49.0,73.9906997680664,102.76034961562266
0.01,50.0,74.65521240234375,102.0192230660477
0.01,51.0,75.32376098632812,101.28975878327977
0.01,52.0,75.99586486816406,100.57204060554056
0.01,53.0,76.67144775390625,99.86629733673918
0.01,54.0,77.35006713867188,99.17261722780387
0.01,55.0,78.03168487548828,98.49123533340416
0.01,56.0,78.71588134765625,97.82226888118318
0.01,57.0,79.40245056152344,97.16586877441841
0.01,58.0,80.09132385253906,96.5222559746585
0.01,59.0,80.76775360107422,95.89149446607608
0.01,60.0,80.5986328125,95.27379849511354
0.01,61.0,79.71005249023438,94.66934128685749
0.01,62.0,78.84029388427734,94.07823788608076
0.01,63.0,77.98986053466797,93.50063189124712
0.01,64.0,77.158935546875,92.93672767836459
0.01,65.0,76.34819030761719,92.38664401409709
0.01,66.0,75.5577392578125,91.85048035904603
0.01,67.0,75.15284729003906,91.32851395340614
0.01,68.0,75.09492492675781,90.82073689416971
0.01,69.0,75.04954528808594,90.32736955876801
0.01,70.0,75.01715087890625,89.84854878488578
0.01,71.0,74.9976806640625,89.38437450835576
0.01,72.0,74.9910888671875,88.93492233176038
0.01,73.0,74.9976806640625,88.5004551762659
0.01,74.0,75.01758575439453,88.08097304469337
0.01,75.0,75.18939208984375,87.67658520808163
0.01,76.0,75.48400115966797,87.28748467259639
0.01,77.0,75.77720642089844,86.91369697956847
0.01,78.0,75.66468811035156,86.55528230287999
0.01,79.0,75.22367095947266,86.21243237546283
0.01,80.0,74.8787841796875,85.88514029923192
0.01,81.0,74.9801254272461,85.5735161142526
0.01,82.0,75.094482421875,85.2776027527158
0.01,83.0,75.22207641601562,84.9975039844921
0.01,84.0,75.3625259399414,84.73319800261288
0.01,85.0,75.51596069335938,84.48479835061305
0.01,86.0,75.88424682617188,84.25223418309896
0.01,87.0,76.58141326904297,84.0356979810143
0.01,88.0,77.27891540527344,83.8350460213761
0.01,89.0,77.97688293457031,83.65037509722386
0.01,90.0,78.67477416992188,83.48162164419034
0.01,91.0,79.2537841796875,83.32887064873584
0.01,92.0,79.06546020507812,83.1919989626782
0.01,93.0,78.87826538085938,83.07100278620844
0.01,94.0,78.69251251220703,82.96593980645763
0.01,95.0,78.50798034667969,82.87661727777171
0.01,96.0,78.32460021972656,82.80306550031828
0.01,97.0,78.3195571899414,82.74522326186721
0.01,98.0,78.61720275878906,82.70295525913055
0.01,99.0,78.92494201660156,82.67628833192592
0.01,100.0,79.25025939941406,82.6650485628978
0.01,101.0,79.58512115478516,82.66917727359908
0.01,102.0,79.92930603027344,82.68849205754087
0.01,103.0,80.28271484375,82.72295866701698
0.01,104.0,80.6448745727539,82.77245789002674
0.01,105.0,81.01576232910156,82.8367888908666
0.01,106.0,81.39494323730469,82.91585825872666
0.01,107.0,81.78221893310547,83.00954152611011
0.01,108.0,82.17726135253906,83.11761304113737
0.01,109.0,82.58000183105469,83.24002556143739
0.01,110.0,82.98982238769531,83.37649923689528
0.01,111.0,83.40696716308594,83.52696222160094
0.01,112.0,83.83073425292969,83.69119612356936
0.01,113.0,84.26116943359375,83.8689890497003
0.01,114.0,84.69807434082031,84.06020849571901
0.01,115.0,84.54750061035156,84.26462688311152
0.01,116.0,83.60354614257812,84.48209927349255
0.01,117.0,82.93587493896484,84.71234356540816
0.01,118.0,82.83143615722656,84.95523580005973
0.01,119.0,82.73746490478516,85.2105417526567
0.01,120.0,83.33950805664062,85.47807593087101
0.02,0.0,137.43484497070312,150.6561689742574
0.02,1.0,135.96096801757812,149.50639487786134
0.02,2.0,134.46376037597656,148.36241522029763
0.02,3.0,132.8262176513672,147.22436507546908
0.02,4.0,131.19192504882812,146.09224263928252
0.02,5.0,129.56063842773438,144.96618005374563
0.02,6.0,127.9327392578125,143.84626532126234
0.02,7.0,126.30809020996094,142.73257473549967
0.02,8.0,124.68653869628906,141.62517238515545
0.02,9.0,123.06844329833984,140.52413743953386
0.02,10.0,121.45364379882812,139.42957871942022
0.02,11.0,119.84243774414062,138.34159347201043
0.02,12.0,118.23439025878906,137.26019571647493
0.02,13.0,116.62986755371094,136.18557106252115
0.02,14.0,115.0290298461914,135.1177799296784
0.02,15.0,113.43161010742188,134.05690547767392
0.02,16.0,111.83782196044922,133.00301776416578
0.02,17.0,110.247802734375,131.95628419101533
0.02,18.0,108.6614761352539,130.91672717084322
0.02,19.0,107.07867431640625,129.8845039833467
0.02,20.0,105.4998779296875,128.85968477136285
0.02,21.0,103.92481231689453,127.8423826619619
0.02,22.0,102.35372924804688,126.8327515864889
0.02,23.0,100.8538818359375,125.83084814046991
0.02,24.0,99.40045928955078,124.83678797859427
0.02,25.0,97.95387268066406,123.85069687808583
0.02,26.0,96.51459503173828,122.87269517166945
0.02,27.0,95.08268737792969,121.90287742066428
0.02,28.0,93.6581802368164,120.94140416824794
0.02,29.0,92.24153900146484,119.98838241289238
0.02,30.0,90.83268737792969,119.04390028603943
0.02,31.0,89.43182373046875,118.10811717976881
0.02,32.0,88.03923034667969,117.18116232862474
0.02,33.0,86.65483093261719,116.26315869746745
0.02,34.0,85.279052734375,115.35423110060809
0.02,35.0,83.91202545166016,114.45452750847167
0.02,36.0,82.55408477783203,113.56415536080256
0.02,37.0,81.20518493652344,112.68326652474848
0.02,38.0,79.86561584472656,111.8120414677574
0.02,39.0,78.53572845458984,110.95056701212707
0.02,40.0,77.21578979492188,110.09900995098684
0.02,41.0,76.24261474609375,109.25753960682759
0.02,42.0,75.90396118164062,108.42627373444824
0.02,43.0,75.57371520996094,107.6052900070438
0.02,44.0,75.25189208984375,106.79490785496283
0.02,45.0,74.93891906738281,105.995135501588
0.02,46.0,74.63499450683594,105.20621027148303
0.02,47.0,74.34025573730469,104.42819097500684
0.02,48.0,74.05517578125,103.66133730356029
0.02,49.0,73.79634094238281,102.90575178288141
0.02,50.0,74.46060180664062,102.16160317879952
0.02,51.0,75.12872314453125,101.42902768068912
0.02,52.0,75.8009033203125,100.70824390597326
0.02,53.0,76.47624206542969,99.9993505838288
0.02,54.0,77.15483093261719,99.30252368866311
0.02,55.0,77.83638000488281,98.61794473338765
0.02,56.0,78.52066040039062,97.94575088888492
0.02,57.0,79.20734405517578,97.2861185739646
0.02,58.0,79.8963623046875,96.63920396085379
0.02,59.0,80.58737182617188,96.00517259013964
0.02,60.0,80.67961883544922,95.38418922802406
0.02,61.0,79.86300659179688,94.77633518414552
0.02,62.0,78.98738098144531,94.18182837933759
0.02,63.0,78.13082122802734,93.60083445641658
0.02,64.0,77.29379272460938,93.03352785253013
0.02,65.0,76.47683715820312,92.4799809418233
0.02,66.0,75.68013000488281,91.94038914563066
0.02,67.0,75.13943481445312,91.41491411929182
0.02,68.0,75.077880859375,90.9036717578696
0.02,69.0,75.02902221679688,90.40675498908392
0.02,70.0,74.99298095703125,89.92436329094163
0.02,71.0,74.96986389160156,89.4566361210489
0.02,72.0,74.95980072021484,89.00365106187358
0.02,73.0,74.96275329589844,88.56557367196213
0.02,74.0,74.97894287109375,88.14246003895484
0.02,75.0,75.11920166015625,87.73448491756248
0.02,76.0,75.41441345214844,87.34175702109071
0.02,77.0,75.70828247070312,86.96432009019561
0.02,78.0,75.76615905761719,86.60232894620242
0.02,79.0,75.32484436035156,86.25581671962043
0.02,80.0,74.88776397705078,85.92489396178357
0.02,81.0,74.90380859375,85.60967871592412
0.02,82.0,75.01495361328125,85.31012759979761
0.02,83.0,75.13923645019531,85.0264090408092
0.02,84.0,75.27664184570312,84.75848904294926
0.02,85.0,75.42695617675781,84.50646875665052
0.02,86.0,75.70529174804688,84.27035177035872
0.02,87.0,76.40275573730469,84.05017044803509
0.02,88.0,77.10083770751953,83.84599209637274
0.02,89.0,77.79928588867188,83.65775003324558
0.02,90.0,78.49787902832031,83.48551696533208
0.02,91.0,79.19662475585938,83.32920465032802
0.02,92.0,79.05545806884766,83.18885881215554
0.02,93.0,78.86813354492188,83.06441930156528
0.02,94.0,78.68193054199219,82.95588706787933
0.02,95.0,78.49691009521484,82.86319203210796
0.02,96.0,78.31326293945312,82.78626943068518
0.02,97.0,78.25959777832031,82.72508653006203
0.02,98.0,78.55784606933594,82.67953948831597
0.02,99.0,78.85537719726562,82.64960689278111
0.02,100.0,79.15226745605469,82.63511958169632
0.02,101.0,79.45635986328125,82.636026590253
0.02,102.0,79.79886627197266,82.65225947361482
0.02,103.0,80.1505126953125,82.68360251585558
0.02,104.0,80.51111602783203,82.73002968994994
0.02,105.0,80.88043212890625,82.79136522760088
0.02,106.0,81.25812530517578,82.86748174796915
0.02,107.0,81.64395141601562,82.95821201910182
0.02,108.0,82.03770446777344,83.0634434906912
0.02,109.0,82.43914031982422,83.18304775369648
0.02,110.0,82.84793090820312,83.31676658242326
0.02,111.0,83.26387023925781,83.46452043757874
0.02,112.0,83.68665313720703,83.62610647156635
0.02,113.0,84.11611938476562,83.8012786112181
0.02,114.0,84.55213928222656,83.98996347685686
0.02,115.0,84.6749267578125,84.19190782818738
0.02,116.0,83.80068969726562,84.40693839963632
0.02,117.0,82.97325134277344,84.63481698505497
0.02,118.0,82.86604309082031,84.87538832293346
0.02,119.0,82.76908111572266,85.1284329566582
0.02,120.0,83.20223999023438,85.39375423131806
0.03,0.0,137.80908203125,150.91579812928796
0.03,1.0,136.33270263671875,149.76423528958776
0.03,2.0,134.8339385986328,148.61853434212034
0.03,3.0,133.19493103027344,147.47866635974844
0.03,4.0,131.5592041015625,146.34476764006632
0.03,5.0,129.9266357421875,145.21689731441379
0.03,6.0,128.2971954345703,144.0951562770241
0.03,7.0,126.67098999023438,142.97964097861976
0.03,8.0,125.04806518554688,141.87031242256077
0.03,9.0,123.42842864990234,140.76739318597544
0.03,10.0,121.81204223632812,139.67089526588924
0.03,11.0,120.19912719726562,138.58097108504833
0.03,12.0,118.58956909179688,137.49762071805097
0.03,13.0,116.98355102539062,136.4210007774646
0.03,14.0,115.38090515136719,135.35118528987843
0.03,15.0,113.78192138671875,134.2882496139368
0.03,16.0,112.18647003173828,133.23232909329852
0.03,17.0,110.59465789794922,132.18347363844316
0.03,18.0,109.00646209716797,131.1418229794561
0.03,19.0,107.42198181152344,130.1074751047187
0.03,20.0,105.84134674072266,129.08048452177036
0.03,21.0,104.26443481445312,128.06102823702847
0.03,22.0,102.69154357910156,127.04916079145309
0.03,23.0,101.17723846435547,126.04500684279405
0.03,24.0,99.72095489501953,125.04869754544627
0.03,25.0,98.2715835571289,124.06033137273373
0.03,26.0,96.82957458496094,123.08002430456577
0.03,27.0,95.39463806152344,122.10784248078622
0.03,28.0,93.96734619140625,121.14402182294222
0.03,29.0,92.54753112792969,120.18857660074231
0.03,30.0,91.1357192993164,119.24167947911502
0.03,31.0,89.7315902709961,118.3034490396941
0.03,32.0,88.335693359375,117.37398079296578
0.03,33.0,86.94807434082031,116.45346357960977
0.03,34.0,85.56915283203125,115.54200146077832
0.03,35.0,84.19884490966797,114.63972097401493
0.03,36.0,82.83731079101562,113.7467676395136
0.03,37.0,81.48490905761719,112.86323305222122
0.03,38.0,80.14189147949219,111.98934013863774
0.03,39.0,78.80836486816406,111.1251757591411
0.03,40.0,77.484619140625,110.27088892954704
0.03,41.0,76.31277465820312,109.42668421710492
0.03,42.0,75.97129821777344,108.59260790766331
0.03,43.0,75.63798522949219,107.76886345177581
0.03,44.0,75.3132553100586,106.95557543759699
0.03,45.0,74.9971923828125,106.15295660184177
0.03,46.0,74.69012451171875,105.36112100918677
0.03,47.0,74.39224243164062,104.58019220465461
0.03,48.0,74.10385131835938,103.81036929631597
0.03,49.0,73.82522583007812,103.05174955301584
0.03,50.0,74.26609802246094,102.30460129100987
0.03,51.0,74.93403625488281,101.56897094770135
0.03,52.0,75.605712890625,100.84508152979004
0.03,53.0,76.28108215332031,100.13307551703383
0.03,54.0,76.9596939086914,99.4331197966754
0.03,55.0,77.6410903930664,98.74538656153764
0.03,56.0,78.32543182373047,98.06997362374734
0.03,57.0,79.01234436035156,97.40709215227862
0.03,58.0,79.70133972167969,96.75691896287056
0.03,59.0,80.39263916015625,96.11956970194727
0.03,60.0,80.62504577636719,95.49522955199123
0.03,61.0,80.017578125,94.8840935612366
0.03,62.0,79.13601684570312,94.28620615909307
0.03,63.0,78.27339935302734,93.70183658652321
0.03,64.0,77.43034362792969,93.13111347382785
0.03,65.0,76.60704040527344,92.57410988128646
0.03,66.0,75.8040542602539,92.03104838687594
0.03,67.0,75.12686920166016,91.50206516624365
0.03,68.0,75.06167602539062,90.98733600067649
0.03,69.0,75.00929260253906,90.4868963881995
0.03,70.0,74.96953582763672,90.00098469513404
0.03,71.0,74.94290161132812,89.52970657482912
0.03,72.0,74.92921447753906,89.07316547981075
0.03,73.0,74.92871856689453,88.63147895922758
0.03,74.0,74.94129943847656,88.20482034464585
0.03,75.0,75.04877471923828,87.79321407432353
0.03,76.0,75.34474182128906,87.3968700276217
0.03,77.0,75.63935852050781,87.01581438523115
0.03,78.0,75.86741638183594,86.65018122456524
0.03,79.0,75.4259262084961,86.30007321386668
0.03,80.0,74.98863220214844,85.96552099988256
0.03,81.0,74.82833862304688,85.64663561054952
0.03,82.0,74.93626403808594,85.34347823556145
0.03,83.0,75.05728149414062,85.0561079753021
0.03,84.0,75.19151306152344,84.78459897089948
0.03,85.0,75.33872985839844,84.52895965011784
0.03,86.0,75.52619171142578,84.28924751173041
0.03,87.0,76.22438049316406,84.0655407210276
0.03,88.0,76.92288208007812,83.85776648587775
0.03,89.0,77.62176513671875,83.6659647188972
0.03,90.0,78.32093811035156,83.49015192673924
0.03,91.0,79.02012634277344,83.33035899639908
0.03,92.0,79.04576873779297,83.18654617691342
0.03,93.0,78.85787963867188,83.05860541565666
0.03,94.0,78.67139434814453,82.94667196834963
0.03,95.0,78.48619079589844,82.85054255913929
0.03,96.0,78.30213928222656,82.77028405095031
0.03,97.0,78.19976806640625,82.70572420580241
0.03,98.0,78.49825286865234,82.65688208643004
0.03,99.0,78.79602813720703,82.62362895988048
0.03,100.0,79.09333038330078,82.6059452309578
0.03,101.0,79.3900146484375,82.60364287612411
0.03,102.0,79.68629455566406,82.6167113609211
0.03,103.0,80.01866149902344,82.64495728623587
0.03,104.0,80.37763977050781,82.68828242732613
0.03,105.0,80.74529266357422,82.7466247423422
0.03,106.0,81.12153625488281,82.81975204095338
0.03,107.0,81.50596618652344,82.90758691911132
0.03,108.0,81.89836120605469,83.00995328121803
0.03,109.0,82.2985610961914,83.12672695574511
0.03,110.0,82.70604705810547,83.25767138078028
0.03,111.0,83.12100219726562,83.40269932026331
0.03,112.0,83.54280853271484,83.56159720436027
0.03,113.0,83.97123718261719,83.73422192792502
0.03,114.0,84.40625,83.92032295855843
0.03,115.0,84.6258544921875,84.11976151501946
0.03,116.0,83.99871826171875,84.33231848707973
0.03,117.0,83.06027221679688,84.55786607314396
0.03,118.0,82.90135192871094,84.79607028132996
0.03,119.0,82.80166625976562,85.04686495269094
0.03,120.0,83.06489562988281,85.30996733878023
0.04,0.0,138.18399047851562,151.17550463988866
0.04,1.0,136.70510864257812,150.02221840655804
0.04,2.0,135.20433044433594,148.8747179363407
0.04,3.0,133.56393432617188,147.73312482945389
0.04,4.0,131.92684936523438,146.597450523534
0.04,5.0,130.29270935058594,145.467800077457
0.04,6.0,128.66184997558594,144.34422696933535
0.04,7.0,127.03404235839844,143.2267446764919
0.04,8.0,125.40972900390625,142.1156136962086
0.04,9.0,123.78851318359375,141.01081103278926
0.04,10.0,122.17060852050781,139.91240982084113
0.04,11.0,120.55616760253906,138.82050573492376
0.04,12.0,118.94503784179688,137.73523202370916
0.04,13.0,117.33724975585938,136.6566108787826
0.04,14.0,115.73311614990234,135.58477946242712
0.04,15.0,114.13246154785156,134.5198637748344
0.04,16.0,112.53530883789062,133.46186106665454
0.04,17.0,110.94175720214844,132.4109075473014
0.04,18.0,109.35183715820312,131.36718726769254
0.04,19.0,107.76570892333984,130.330686680555
0.04,20.0,106.1832504272461,129.30159451356351
0.04,21.0,104.60460662841797,128.27994442088365
0.04,22.0,103.02970886230469,127.2658542431944
0.04,23.0,101.50120544433594,126.25951000691987
0.04,24.0,100.0421142578125,125.26093468361356
0.04,25.0,98.59000396728516,124.27030376738242
0.04,26.0,97.14508056640625,123.28765826183698
0.04,27.0,95.70735168457031,122.31317465961098
0.04,28.0,94.27699279785156,121.34693290314345
0.04,29.0,92.85440063476562,120.38912738361176
0.04,30.0,91.43937683105469,119.43981797201258
0.04,31.0,90.03214263916016,118.49914292939
0.04,32.0,88.63312530517578,117.5672347531403
0.04,33.0,87.24231719970703,116.64420310151507
0.04,34.0,85.86015319824219,115.73020551588941
0.04,35.0,84.48623657226562,114.82536417452592
0.04,36.0,83.12150573730469,113.92980294900892
0.04,37.0,81.76567840576172,113.04367328741799
0.04,38.0,80.41901397705078,112.16711165711632
0.04,39.0,79.08195495605469,111.30027392851511
0.04,40.0,77.75465393066406,110.44329621886291
0.04,41.0,76.43702697753906,109.59633408701451
0.04,42.0,76.03981018066406,108.75948234521898
0.04,43.0,75.70360565185547,107.9329354492293
0.04,44.0,75.3758316040039,107.11684533577107
0.04,45.0,75.05671691894531,106.31134258629227
0.04,46.0,74.74653625488281,105.51655398117634
0.04,47.0,74.44541931152344,104.7327327653585
0.04,48.0,74.15375518798828,103.95994853037155
0.04,49.0,73.8717269897461,103.19838771299918
0.04,50.0,74.07196044921875,102.44817668582492
0.04,51.0,74.73963928222656,101.70951859032172
0.04,52.0,75.41117858886719,100.98255089834828
0.04,53.0,76.08624267578125,100.2674402301789
0.04,54.0,76.76473236083984,99.56435870047825
0.04,55.0,77.44620513916016,98.87341477079417
0.04,56.0,78.13053894042969,98.19481493280335
0.04,57.0,78.81736755371094,97.5287067114729
0.04,58.0,79.50660705566406,96.87528729796108
0.04,59.0,80.19796752929688,96.23468323745084
0.04,60.0,80.57102966308594,95.60703466861108
0.04,61.0,80.17372131347656,94.99249559175715
0.04,62.0,79.28622436523438,94.39132205710173
0.04,63.0,78.41768646240234,93.80355241307495
0.04,64.0,77.56839752197266,93.22936161525242
0.04,65.0,76.73898315429688,92.6689915353971
0.04,66.0,75.92973327636719,92.12248766927107
0.04,67.0,75.14096069335938,91.59002892475523
0.04,68.0,75.04644775390625,91.07171688942456
0.04,69.0,74.99055480957031,90.56783218429433
0.04,70.0,74.94725799560547,90.07840280746406
0.04,71.0,74.91700744628906,89.6035430207701
0.04,72.0,74.89979553222656,89.14344183761501
0.04,73.0,74.89564514160156,88.69822158148804
0.04,74.0,74.90460968017578,88.26792487931276
0.04,75.0,74.97842407226562,87.85274878312005
0.04,76.0,75.27499389648438,87.452755102398
0.04,77.0,75.57017517089844,87.06811943458409
0.04,78.0,75.86399841308594,86.69886314764312
0.04,79.0,75.52670288085938,86.34512417473265
0.04,80.0,75.08921813964844,86.00696908081781
0.04,81.0,74.75372314453125,85.68441426336676
0.04,82.0,74.85844421386719,85.37765369228649
0.04,83.0,74.97621154785156,85.08667168962921
0.04,84.0,75.10720825195312,84.81153278741046
0.04,85.0,75.25132751464844,84.5522819260737
0.04,86.0,75.40826416015625,84.30900196598226
0.04,87.0,76.04592895507812,84.08167474154966
0.04,88.0,76.74502563476562,83.87032808802974
0.04,89.0,77.44444274902344,83.67501598913053
0.04,90.0,78.14418029785156,83.49567260493205
0.04,91.0,78.84404754638672,83.33238638784893
0.04,92.0,79.03601837158203,83.18499655793555
0.04,93.0,78.84793090820312,83.053672993169
0.04,94.0,78.66107177734375,82.93825063243588
0.04,95.0,78.47535705566406,82.838707527603
0.04,96.0,78.29095458984375,82.75502427628639
0.04,97.0,78.14007568359375,82.68716931150806
