direction,lambda,max_displacement_mm,range_residual_rms,position_median_3d,sim3_scale,s,delta_c,d_tag
random_orthogonal_11,0.010509892828875385,20.0,29.30730193932166,120.3125,1.020482694554062,0.9895143507676941,0.00015266729809479925,49.62030307809076
nullspace,-30.70237557261538,40.0,15.621532356303145,89.30152893066406,1.0314123267149489,0.9790287015353882,29.923740252716357,56.491603706700985
nullspace,30.70237557261538,40.0,15.621532356303188,95.13212585449219,0.9890408011370069,1.0209712984646118,-29.923740252716357,42.75039629329902
random_orthogonal_0,0.031929448420819836,40.0,58.62562385713652,73.3857192993164,0.9890408011370069,1.0209712984646118,0.005401897658593469,49.59753696910346
random_orthogonal_1,0.02149119958273035,40.0,58.61725058907129,73.37909698486328,0.9890408011370069,1.0209712984646118,0.001065400360716037,49.616423841973415
random_orthogonal_2,0.022064878878866184,40.0,58.61818466558564,73.37989807128906,0.9890408011370069,1.0209712984646118,0.0015491587904154307,49.614316914807574
random_orthogonal_3,0.02624676890506425,40.0,58.62204004414122,150.67489624023438,1.0314123267149489,0.9790287015353882,-0.003545854237276766,49.636379350974345
random_orthogonal_4,0.021003614207260896,40.0,58.61572360127559,150.69415283203125,1.0314123267149489,0.9790287015353882,-0.0002745718395753124,49.622131839556005
random_orthogonal_5,0.05901159840875105,40.0,58.59138679581913,150.76715087890625,1.0314123267149489,0.9790287015353882,0.012329687044110207,49.567236144066314
random_orthogonal_6,0.07281010405740881,40.0,58.58509357691815,150.78604125976562,1.0314123267149489,0.9790287015353882,0.015589066031941597,49.55304047591536
random_orthogonal_7,0.1872387171086434,40.0,58.69561958054191,73.44058227539062,0.9890408011370069,1.0209712984646118,0.04165076699884759,49.439661213653544
random_orthogonal_8,1.2173029733855236,40.0,58.08948588603606,73.20851135253906,0.9890408011370069,1.0209712984646118,-0.2723547690498473,50.80725866210947
random_orthogonal_9,0.04926516124316056,40.0,58.63448269824116,150.63766479492188,1.0314123267149489,0.9790287015353882,-0.009989823047232541,49.66444495584654
random_orthogonal_10,0.046453979928669425,40.0,58.63313116920138,150.64193725585938,1.0314123267149489,0.9790287015353882,-0.009289879860276372,49.66139647291662
random_orthogonal_11,0.023760662089525736,40.0,58.6200469602821,150.68109130859375,1.0314123267149489,0.9790287015353882,-0.0025136399419754293,49.631883718017434
