variant,case,fold,d_tag_fit_mm,d_tag_eval_mm,d_tag_fit_terms,layout_frame,delay_source,layout_json,source_v5_layout,tag_method,ID,capture,location,height,facing,frames_input,frames_solved,solve_fraction,point_estimator,solved_x_mm,solved_y_vertical_mm,solved_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,tag_truth_source,tag_truth_corrected,d3_std_mm,d3_p95_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge8_anchors_input,source_tr_all
physical_sim3_vicon_delaycal,zero_tag,ID04,53.600633617155225,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID04_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,mean,-272.5074375823148,-84.31000404247098,505.2768416087489,-321.178815,182.16379,479.93381999999997,48.671377417685164,-266.473794042471,25.343021608748927,272.06516615580455,54.87414440331866,266.473794042471,motive_iantenna,False,73.77284234799328,180.04643658140796,88.38599434878847,117.71454198257332,8.0,8.0,93.83846794338052,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID04,53.600633617155225,53.600633617155225,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID04_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID04,static_ID04_BSF66F_120s_20260528_111732,edge,low,BCGF,1201,1201,1.0,mean,-268.8151401149965,29.370086112926746,518.1158197366633,-321.178815,182.16379,479.93381999999997,52.36367488500349,-152.79370388707326,38.18199973666333,165.96907994829496,64.8060147775876,152.79370388707326,motive_iantenna,False,84.02717578068778,245.84874790154146,101.90828042089,133.8454604849462,8.0,8.0,93.83846794338052,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID04_BSF66F_120s_20260528_111732/tag_capture_20260528_111732/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID02,50.37703728252997,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID02_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,mean,-527.7432962543319,1047.004352317579,-233.42010531644172,-543.22998,1105.589,-259.92136,15.486683745668074,-58.58464768242084,26.501254683558273,66.13860307955208,30.69452513464183,58.58464768242084,motive_iantenna,False,62.79074918303091,113.24418859158712,78.22738399336447,145.29851951137923,8.0,8.0,95.67027477102414,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID02,50.37703728252997,50.37703728252997,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID02_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,mean,-521.420167007065,1058.1397104812393,-224.4013035256168,-543.22998,1105.589,-259.92136,21.809812992935008,-47.44928951876068,35.52005647438318,63.15676868369169,41.68143897144348,47.44928951876068,motive_iantenna,False,69.1023349411248,122.9389645367839,64.37523319304636,118.69995728796798,8.0,8.0,95.67027477102414,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID02,56.17230901888516,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID02_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,mean,-500.2967446688667,951.9570508130585,-249.72707438740923,-543.22998,1105.589,-259.92136,42.93323533113323,-153.63194918694148,10.194285612590761,159.84355465932467,44.12693231065968,153.63194918694148,motive_iantenna,False,69.38547400151754,125.34587732201587,95.58142488571809,147.60514565373614,8.0,8.0,95.67027477102414,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID02,56.17230901888516,56.17230901888516,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID02_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID02,static_ID02_BSF66F_120s_20260528_111027,edge,mid,ABEF,1201,1201,1.0,mean,-495.18097273682554,995.4076846440454,-230.67170985436874,-543.22998,1105.589,-259.92136,48.04900726317442,-110.18131535595455,29.24965014563125,123.71002944865351,56.25165893214541,110.18131535595455,motive_iantenna,False,79.77921283683445,140.13364227421002,78.93540465302162,117.23151340878573,8.0,8.0,95.67027477102414,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID02_BSF66F_120s_20260528_111027/tag_capture_20260528_111027/tr_all.csv
deployable_v5_rigid_selfcal,zero_tag,ID05,48.57674117675603,0.0,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID05_deployable_v5_rigid_selfcal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,mean,-186.1376872449187,1092.0249046895551,529.5370248301892,-184.9818897969324,1103.5866165595767,473.70402893394925,-1.1557974479863162,-11.561711870021554,55.83299589623999,57.02922478743439,55.84495768187423,11.561711870021554,reconstructed_from_relabelled_balls,True,99.30853034670766,217.42151193390063,165.2100208809544,240.8249686519076,8.0,8.0,91.5,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
deployable_v5_rigid_selfcal,loo_tag_delay,ID05,48.57674117675603,48.57674117675603,184,"V5 self-cal anchors rigidly aligned to Vicon, scale fixed at 1",V5 layout d_anchor_mm,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID05_deployable_v5_rigid_selfcal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,mean,-180.17136548896408,1085.6931945807873,502.89749678443195,-184.9818897969324,1103.5866165595767,473.70402893394925,4.810524307968308,-17.89342197878932,29.193467850482705,34.57707707955868,29.58715446363035,17.89342197878932,reconstructed_from_relabelled_balls,True,55.73137028791248,95.26034027251043,149.20521612942846,207.8084148903569,8.0,8.0,91.5,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
physical_sim3_vicon_delaycal,zero_tag,ID05,53.600633617155225,0.0,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID05_physical_sim3_vicon_delaycal_zero_tag.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,mean,-150.92178485910168,1039.4455337555225,548.4588934158636,-184.9818897969324,1103.5866165595767,473.70402893394925,34.060104937830715,-64.14108280405412,74.75486448191435,104.22312130886287,82.14852714495507,64.14108280405412,reconstructed_from_relabelled_balls,True,113.02747941146214,260.5112743009089,146.16800587512608,229.5130791783349,8.0,8.0,91.5,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
physical_sim3_vicon_delaycal,loo_tag_delay,ID05,53.600633617155225,53.600633617155225,184,V5 anchors full-Sim3 transformed to Vicon frame,Vicon inter-anchor delaycal endpoint delays,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/FULL_4way_comparison/v5_loo_fold_layouts_20260617T171220/ID05_physical_sim3_vicon_delaycal_loo_tag_delay.json,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v5-commonmode/layout.json,T4,ID05,static_ID05_BSF66F_120s_20260528_112057,edge,mid,BCGF,1200,1200,1.0,mean,-153.37260388292313,1043.3281335026509,514.8652520557883,-184.9818897969324,1103.5866165595767,473.70402893394925,31.609285914009263,-60.2584830569258,41.1612231218391,79.52658690778335,51.89791175836853,60.2584830569258,reconstructed_from_relabelled_balls,True,59.21123923326946,106.3976121877112,124.66817503341079,191.76900775695083,8.0,8.0,91.5,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/captures/erlangen_20260528_optitrack/static_ID05_BSF66F_120s_20260528_112057/tag_capture_20260528_112057/tr_all.csv
