layout_id,capture_id,source_group,solver_version,layout_variant,source_path,worst_drop4_mask,dropped_labels,surviving_labels,risk_level,all8_score,drop4_score,score_ratio,abs_worst_axis,ratio_worst_axis,drop4_xdop_p95,drop4_ydop_p95,drop4_vdop_p95,xdop_ratio,ydop_ratio,vdop_ratio,drop4_hdop_p95,drop4_gdop_p95,drop4_axis_imbalance_p95,all_x_span_mm,all_y_span_mm,all_z_span_mm,all_xy_hull_area_m2,surviving_x_span_mm,surviving_y_span_mm,surviving_z_span_mm,surviving_xy_hull_area_m2,surviving_x_span_ratio,surviving_y_span_ratio,surviving_z_span_ratio,surviving_xy_area_ratio
db15409b6d413a3f,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v3-full,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropBCEH,BCEH,ADFG,medium,0.961363083,14.4681648,15.0496364,Z,Z,7.39714909,3.24669623,18.77845,12.6030896,4.52274678,18.9895611,8.07277584,20.442009,5.78386417,3503.67357,2699.31211,2017.42614,8.53672255,3497.49443,2699.31211,1698.05946,8.1502511,0.998236383,1,0.841695972,0.954728358
db81b403f22247cb,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-full,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropCDEF,CDEF,ABGH,high,0.914917114,16.2194456,17.7277759,Z,Z,0.893513918,11.7504492,18.6298294,1.52028253,17.8926307,19.6902899,11.7771263,22.0500164,20.8500719,3063.951,2507.80925,1536.14598,6.87670834,2973.98205,2238.52234,1447.95845,6.240924,0.970636297,0.892620656,0.942591704,0.907545251
db876514cc1ff44d,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_consensus.json,dropABGH,ABGH,CDEF,high,1.14066956,19.2885247,16.9098268,Z,Z,1.11091781,8.81830788,26.9716339,1.5791324,16.1673655,20.9081898,8.87624168,28.3961601,24.2786944,3196.73145,4764.8421,1805.35686,14.5707214,3101.1385,4747.6246,1581.05885,13.5193013,0.970096661,0.996386555,0.875759739,0.927840213
df79fcaf6187fc6f,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_last500_aligned.json,dropABGH,ABGH,CDEF,critical,1.14884934,20.4797285,17.8262961,Z,Z,1.10416913,9.18659019,28.8982353,1.56677996,16.8653046,22.2053811,9.23648739,30.3398876,26.1719283,3165.6848,4770.28325,1742.57411,14.3517705,3063.18817,4747.55133,1511.27209,13.3261323,0.967622603,0.99523468,0.867264172,0.928535773
e0b44fd5cac62866,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,dropADFG,ADFG,BCEH,high,1.04607402,19.1546349,18.3109747,Z,Z,12.5932274,1.63455427,23.4956837,18.5182426,2.88762386,20.336541,12.6972389,26.7099915,14.3743675,3433.34769,4293.14772,1735.12075,11.7571753,3368.9701,4293.14772,1572.60284,11.3621813,0.981249322,1,0.906336256,0.966403999
e120b7881ec47f64,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_last500_aligned.json,dropABGH,ABGH,CDEF,high,1.14930449,19.5550006,17.0146387,Z,Z,1.14904451,8.98626804,27.3321648,1.62757223,16.494635,21.0014462,9.05050278,28.7892418,23.7868633,3138.2013,4785.68571,1782.51085,14.4037775,3031.19986,4737.25206,1581.07791,13.1956,0.965903577,0.989879476,0.886994831,0.916120789
e6bc6dc8163a8156,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_first500.json,dropABGH,ABGH,CDEF,high,1.1407251,19.0758947,16.7226045,Z,Z,1.10871971,8.71265316,26.6623764,1.5754207,15.9750177,20.6695982,8.76929092,28.0657024,24.0478962,3199.05785,4765.93619,1809.73005,14.5807754,3102.51748,4749.73295,1585.98738,13.532141,0.969822249,0.996600196,0.876366827,0.928081028
ebda6c001ec839b2,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v2,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,dropADFG,ADFG,BCEH,high,0.927232714,17.2047762,18.5549711,Z,Z,10.7907028,1.1763773,21.396677,18.6944848,1.74229422,22.3223292,10.8470535,23.9910278,18.1886178,3457.48514,2687.41139,1754.72246,8.60750988,3457.48514,2576.19867,1754.72246,7.68425214,1,0.958617158,1,0.892738114
ee1b62b82f6517d2,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-lite,default,outdoor_v4_20260504/FULL-COMPARE/v3lite/layout.json,dropCDEF,CDEF,ABGH,critical,1.09134959,20.5042733,18.7879974,Z,Z,0.792028189,12.8319006,25.9223442,1.43385459,18.5073041,21.2519862,12.8490543,28.9318962,32.7290677,4608.72597,3069.0899,1914.20576,13.7494936,4592.97586,3030.08704,1472.61306,13.3903083,0.996582546,0.987291719,0.769307613,0.973876468
ee4335423ad1a73e,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,dropADFG,ADFG,BCEH,high,1.06958592,18.0717737,16.8960467,Z,Z,11.9571991,2.44383073,21.9034958,17.7669497,4.26973892,18.3077594,12.2020216,25.0669632,8.96277125,3644.9671,4495.48551,1688.30667,12.3265165,3644.9671,4268.64006,1585.11625,11.6579553,1,0.949539278,0.938879339,0.945762358
f0347383d2e45b5d,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,dropCDEF,CDEF,ABGH,critical,1.1806866,20.9844054,17.7730529,Z,Z,1.07099354,8.46186256,30.3995419,1.58582989,15.2426309,22.2605706,8.51167679,31.5717125,28.3844306,4088.76725,5157.56505,1869.80844,17.8310469,3949.80725,5157.56505,1436.77658,17.4703573,0.966014206,1,0.768408437,0.979771821
f961f8430cca0a69,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_first500.json,dropABGH,ABGH,CDEF,critical,1.1497744,20.1626479,17.5361774,Z,Z,1.09989393,9.02710247,28.4334602,1.55869515,16.5702245,21.8341022,9.0763998,29.8530579,25.851093,3171.57956,4778.9078,1753.79134,14.3702599,3065.08367,4757.77568,1524.88115,13.342977,0.966421813,0.995578042,0.86947695,0.928513267
fb986c7dd6f2e63b,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_first500.json,dropADFG,ADFG,BCEH,critical,1.14810731,22.8089185,19.8665389,Z,Z,14.4783602,0.848833799,28.8716202,20.6403727,1.56074093,22.1752289,14.5010042,32.3019104,34.0132782,3137.75242,4783.31204,1707.34628,14.473915,3087.46673,4701.29281,1553.08704,13.8467708,0.983973978,0.982853046,0.909649705,0.956670723
fbaedd952d612dd2,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_consensus.json,dropABGH,ABGH,CDEF,high,1.14980859,19.2890844,16.7759091,Z,Z,1.14105511,8.84753609,26.9471626,1.61549657,16.240627,20.6966954,8.91026497,28.383009,23.6160046,3140.36178,4787.75591,1786.09606,14.4079324,3031.93805,4738.50462,1585.42143,13.1985298,0.965474126,0.989713073,0.88764623,0.91605995
fbb5ac35d7225b7a,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,dropCDEF,CDEF,ABGH,high,1.06228689,17.2330079,16.2225554,Z,Z,1.13928628,8.45553112,23.4323273,1.65938697,14.8582797,19.8892023,8.51239014,24.9300079,20.5675498,3438.17309,4300.5253,1892.78441,11.9159324,3368.93835,4300.5253,1519.59506,11.715817,0.979862927,1,0.802835785,0.983206059
fff6325ba01f2d73,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v5,default,outdoor_20260513/FULL-COMPARE-1000/v5/layout.json,dropABGH,ABGH,CDEF,critical,1.14930654,20.4098492,17.7584034,Z,Z,1.09847319,9.1283741,28.8115444,1.55795918,16.7558097,22.1308172,9.17732811,30.2466564,26.2287188,3167.24855,4775.80225,1744.35668,14.3579245,3060.44784,4754.14475,1512.34255,13.3420027,0.966279653,0.99546516,0.866991581,0.929243128
