layout_id,capture_id,source_group,solver_version,layout_variant,source_path,all8_score,all8_xdop_p95,all8_ydop_p95,all8_vdop_p95,all8_gdop_p95,drop1_mask_count,drop1_worst_score_mask,drop1_worst_score_dropped,drop1_worst_score,drop1_worst_score_vdop_p95,drop1_worst_score_gdop_p95,drop1_worst_vdop_mask,drop1_worst_vdop_dropped,drop1_worst_vdop_p95,drop1_score_ratio_vs_all8,drop1_vdop_ratio_vs_all8,drop2_mask_count,drop2_worst_score_mask,drop2_worst_score_dropped,drop2_worst_score,drop2_worst_score_vdop_p95,drop2_worst_score_gdop_p95,drop2_worst_vdop_mask,drop2_worst_vdop_dropped,drop2_worst_vdop_p95,drop2_score_ratio_vs_all8,drop2_vdop_ratio_vs_all8,drop3_mask_count,drop3_worst_score_mask,drop3_worst_score_dropped,drop3_worst_score,drop3_worst_score_vdop_p95,drop3_worst_score_gdop_p95,drop3_worst_vdop_mask,drop3_worst_vdop_dropped,drop3_worst_vdop_p95,drop3_score_ratio_vs_all8,drop3_vdop_ratio_vs_all8,drop4_mask_count,drop4_worst_score_mask,drop4_worst_score_dropped,drop4_worst_score,drop4_worst_score_vdop_p95,drop4_worst_score_gdop_p95,drop4_worst_vdop_mask,drop4_worst_vdop_dropped,drop4_worst_vdop_p95,drop4_score_ratio_vs_all8,drop4_vdop_ratio_vs_all8
1ecc66f642af77a7,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,1.15929353,0.594708741,0.640901983,1.3485564,1.55201268,8,dropH,H,1.48212366,1.78323555,1.97619224,dropA,A,1.79394543,1.27847143,1.33027097,28,dropEH,EH,2.06675953,2.44960666,2.70859075,dropAH,AH,2.52567673,1.78277501,1.87287438,56,dropCEH,CEH,3.2898062,3.67518759,4.0990839,dropAGH,AGH,3.80457497,2.8377681,2.82122051,70,dropACEG,ACEG,13.4566704,3.11360955,20.599884,dropCEFH,CEFH,10.3436556,11.6076473,7.67016908
21d850e593ebb432,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-roto/layout.json,1.1492527,0.701264501,0.543898344,1.3037895,1.53402889,8,dropC,C,1.43035264,1.64331341,1.87588561,dropG,G,1.64571857,1.24459367,1.26225788,28,dropCD,CD,2.12135544,2.55993176,2.76712871,dropCD,CD,2.55993176,1.84585639,1.96345481,56,dropBCH,BCH,3.08795892,3.3058691,3.7953887,dropADG,ADG,3.35044599,2.68692771,2.56977525,70,dropADFG,ADFG,22.6465995,28.6197662,32.0533524,dropADFG,ADFG,28.6197662,19.7055004,21.951217
291c54b10f65d118,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.00866071,0.694227576,0.573638499,1.08682442,1.34931219,8,dropD,D,1.32118644,1.48601651,1.7372936,dropD,D,1.48601651,1.30984228,1.36730136,28,dropCD,CD,1.87993648,2.23225594,2.46059656,dropCD,CD,2.23225594,1.86379469,2.05392509,56,dropADF,ADF,2.69530297,2.88625121,3.38237262,dropEGH,EGH,3.04342175,2.67216017,2.80028834,70,dropCDEF,CDEF,16.7939713,22.158432,23.9379959,dropCDEF,CDEF,22.158432,16.6497724,20.3882353
2b2f48a609fa2cd5,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-wand/layout.json,1.14975908,0.706216097,0.544832647,1.3019805,1.53310752,8,dropG,G,1.43957102,1.67230666,1.88433838,dropG,G,1.67230666,1.25206319,1.28443295,28,dropCD,CD,2.12182236,2.5671494,2.76678419,dropCD,CD,2.5671494,1.84544954,1.97172646,56,dropADG,ADG,3.1585318,3.50553036,3.91469526,dropADG,ADG,3.50553036,2.7471249,2.69245996,70,dropABGH,ABGH,19.2418445,26.8910465,28.3161469,dropABGH,ABGH,26.8910465,16.7355447,20.6539549
2b38dcbd8cbe88a3,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.0626016,0.687017322,0.567675769,1.17857969,1.42079878,8,dropD,D,1.39000404,1.60129976,1.82921362,dropD,D,1.60129976,1.30811401,1.35866906,28,dropCD,CD,2.0046499,2.41196227,2.62084699,dropCD,CD,2.41196227,1.88654892,2.0464991,56,dropBEH,BEH,2.8723746,3.13066673,3.59346104,dropBGH,BGH,3.29248261,2.7031529,2.79360203,70,dropCDEF,CDEF,18.3461041,24.9348679,26.5857506,dropCDEF,CDEF,24.9348679,17.2652705,21.1567093
2b64302132c7dbdf,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-lite,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-lite/layout_us_height.json,1.14090504,0.714056909,0.547409415,1.28188217,1.51896989,8,dropG,G,1.42369925,1.61512887,1.86466336,dropG,G,1.61512887,1.24786832,1.25996672,28,dropCD,CD,2.12459929,2.58389139,2.76246238,dropCD,CD,2.58389139,1.86220519,2.01570117,56,dropADG,ADG,3.19228917,3.33761072,3.89911675,dropBCD,BCD,3.50309491,2.79803231,2.7327745,70,dropABGH,ABGH,18.1538065,24.3055305,26.1355228,dropABGH,ABGH,24.3055305,15.9117594,18.9608149
2e0235507a0539fa,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_last500_aligned.json,1.14131358,0.702956319,0.545438588,1.29129565,1.52286208,8,dropG,G,1.43923249,1.67487717,1.88576114,dropG,G,1.67487717,1.2610316,1.29705166,28,dropCD,CD,2.10754437,2.5466361,2.74961329,dropCD,CD,2.5466361,1.84659537,1.97215572,56,dropADG,ADG,3.15216794,3.50040483,3.90898228,dropADG,ADG,3.50040483,2.76187719,2.71076947,70,dropABGH,ABGH,19.5798768,27.4336586,28.8669872,dropABGH,ABGH,27.4336586,17.1555628,21.2450639
2eb8a6fdb7b789b6,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.1007646,0.583868265,0.632300735,1.26928401,1.47859168,8,dropH,H,1.40336073,1.68330121,1.8629905,dropH,H,1.68330121,1.27489631,1.32618169,28,dropAD,AD,1.97117507,2.38023067,2.60870504,dropEH,EH,2.40173316,1.79073261,1.89219524,56,dropABH,ABH,3.11654843,3.70337558,3.96275449,dropABH,ABH,3.70337558,2.83125786,2.91768867,70,dropABGH,ABGH,11.2186172,14.6361885,15.6542339,dropABGH,ABGH,14.6361885,10.1916588,11.5310588
34560462b40941aa,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,first500,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_first500.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,8,dropG,G,1.44185785,1.67389238,1.88585258,dropG,G,1.67389238,1.25403544,1.28538479,28,dropCD,CD,2.12272613,2.56545806,2.76845288,dropCD,CD,2.56545806,1.84621099,1.97001958,56,dropADG,ADG,3.16448342,3.49984717,3.9160521,dropADG,ADG,3.49984717,2.75226464,2.68753856,70,dropABGH,ABGH,20.1626479,28.4334602,29.8530579,dropABGH,ABGH,28.4334602,17.5361774,21.8341022
4007f54f3d3bcdd3,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v3-lite,default,outdoor_20260513/FULL-COMPARE-1000/v3-lite/layout.json,1.1406416,0.70339632,0.545432448,1.29001188,1.52186239,8,dropG,G,1.43975759,1.67547989,1.88625336,dropG,G,1.67547989,1.26223486,1.29880966,28,dropCD,CD,2.10317007,2.54093194,2.7441721,dropCD,CD,2.54093194,1.8438483,1.96969654,56,dropADG,ADG,3.14930399,3.50023699,3.90603089,dropADG,ADG,3.50023699,2.76099345,2.71333702,70,dropABGH,ABGH,19.3366735,27.0627193,28.4854317,dropABGH,ABGH,27.0627193,16.9524533,20.978659
41d7fe018de24848,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,1.10142346,0.587249815,0.639694095,1.26499724,1.4770546,8,dropF,F,1.39950208,1.6541518,1.86349821,dropA,A,1.66427994,1.27063035,1.31563919,28,dropEH,EH,1.9815297,2.37777519,2.61761522,dropEH,EH,2.37777519,1.79906255,1.87966828,56,dropABH,ABH,3.07150867,3.65038705,3.92516184,dropABH,ABH,3.65038705,2.78867192,2.88568776,70,dropACEG,ACEG,11.4227398,2.39257407,17.3170128,dropABGH,ABGH,14.3867016,10.3708884,11.3729115
438122a22497ded6,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,first500,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_first500.json,1.1435573,0.70570159,0.545342922,1.29266393,1.52515852,8,dropD,D,1.43516593,1.6647892,1.87399495,dropD,D,1.6647892,1.25500133,1.28787472,28,dropGH,GH,2.08919022,2.52301693,2.72949576,dropGH,GH,2.52301693,1.8269222,1.9517965,56,dropADG,ADG,3.1752869,3.53600025,3.93857479,dropADG,ADG,3.53600025,2.77667494,2.73543662,70,dropCDEF,CDEF,17.1328505,24.0450745,25.1986904,dropCDEF,CDEF,24.0450745,14.9820656,18.60118
43a8b149d8ea5545,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io,default,outdoor_20260513/FULL-COMPARE-500/v4-io/layout.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,8,dropG,G,1.44185785,1.67389238,1.88585258,dropG,G,1.67389238,1.25403544,1.28538479,28,dropCD,CD,2.12272613,2.56545806,2.76845288,dropCD,CD,2.56545806,1.84621099,1.97001958,56,dropADG,ADG,3.16448342,3.49984717,3.9160521,dropADG,ADG,3.49984717,2.75226464,2.68753856,70,dropABGH,ABGH,20.1626479,28.4334602,29.8530579,dropABGH,ABGH,28.4334602,17.5361774,21.8341022
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,0.88493651,0.588388145,0.652369261,0.896053553,1.19678724,8,dropH,H,1.09001821,1.15988934,1.44443762,dropH,H,1.15988934,1.23174736,1.29444199,28,dropBC,BC,1.42053842,1.62616277,1.89341414,dropBC,BC,1.62616277,1.60524332,1.81480534,56,dropDEF,DEF,2.21245145,2.23539567,2.82053423,dropBCH,BCH,2.27993226,2.5001245,2.54441518,70,dropBCEH,BCEH,17.9821184,22.0378399,24.9920158,dropBCEH,BCEH,22.0378399,20.3202356,24.5943335
493249c966b80ad2,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.04237426,0.678933918,0.567042172,1.15024328,1.39809394,8,dropD,D,1.33000999,1.52788103,1.75128138,dropD,D,1.52788103,1.27594286,1.3283112,28,dropCD,CD,1.84408746,2.21237946,2.42301464,dropCD,CD,2.21237946,1.76912222,1.92340133,56,dropDFG,DFG,2.65738908,2.92269349,3.35932398,dropCDE,CDE,3.14707232,2.54936176,2.73600583,70,dropADFG,ADFG,19.1223712,23.4383087,26.6568451,dropADFG,ADFG,23.4383087,18.3450148,20.3768273
4a8f068eef5935ee,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io/layout_us_height.json,1.14927231,0.714337051,0.546229184,1.29474711,1.52989423,8,dropG,G,1.42837003,1.62121809,1.86902213,dropG,G,1.62121809,1.24284734,1.25215038,28,dropCD,CD,2.1441874,2.60901141,2.7873919,dropCD,CD,2.60901141,1.86569134,2.01507413,56,dropADG,ADG,3.18353125,3.33021307,3.88780427,dropBCD,BCD,3.51868773,2.77004085,2.71766409,70,dropABGH,ABGH,19.0464636,25.7221527,27.5670624,dropABGH,ABGH,25.7221527,16.572629,19.8665458
4aea05fc3e1d10d6,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.17567288,0.701234102,0.557608008,1.34229839,1.56216764,8,dropD,D,1.504816,1.77547121,1.956038,dropD,D,1.77547121,1.27996148,1.32270978,28,dropGH,GH,2.12466858,2.53614521,2.76805186,dropCD,CD,2.56441545,1.80719366,1.91046601,56,dropADG,ADG,3.19681182,3.73837852,4.02834129,dropADG,ADG,3.73837852,2.71913376,2.78505774,70,dropBCEH,BCEH,14.3804116,17.1151428,19.6207027,dropBCEH,BCEH,17.1151428,12.2316436,12.7506245
4fb9ef3d2e648d58,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,first500,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_first500.json,1.14151519,0.703403115,0.545297623,1.29134881,1.52299094,8,dropG,G,1.44108776,1.67739201,1.88799524,dropG,G,1.67739201,1.26243415,1.29894572,28,dropCD,CD,2.1053384,2.54376125,2.74678922,dropCD,CD,2.54376125,1.84433674,1.96984829,56,dropADG,ADG,3.15030622,3.5020566,3.90733528,dropADG,ADG,3.5020566,2.75975848,2.71193699,70,dropABGH,ABGH,19.3994415,27.1674767,28.5847015,dropABGH,ABGH,27.1674767,16.9944664,21.0380623
526c5cfba000a235,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,1.16331388,0.58543849,0.632635295,1.36325204,1.55971396,8,dropH,H,1.48927881,1.79614544,1.98276532,dropA,A,1.80393565,1.28020377,1.32325909,28,dropEH,EH,2.14207845,2.58795977,2.81188011,dropEH,EH,2.58795977,1.84135897,1.8983722,56,dropCEH,CEH,3.27343979,3.74897099,4.10531616,dropEFH,EFH,3.83966851,2.81389215,2.81655072,70,dropACEG,ACEG,11.6264397,2.60587692,17.5901127,dropABGH,ABGH,13.986989,9.99424137,10.2600169
53f9b6a2d65f0db4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,consensus,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_consensus.json,1.14140898,0.703182876,0.545373678,1.29131353,1.52291894,8,dropG,G,1.44015482,1.67611432,1.88689768,dropG,G,1.67611432,1.26173426,1.29799176,28,dropCD,CD,2.1064713,2.54502773,2.74841952,dropCD,CD,2.54502773,1.8455009,1.97088288,56,dropADG,ADG,3.15139681,3.501333,3.90832734,dropADG,ADG,3.501333,2.76097075,2.71145072,70,dropABGH,ABGH,19.4947479,27.3095627,28.729454,dropABGH,ABGH,27.3095627,17.0795466,21.1486692
