layout_id,capture_id,source_group,solver_version,layout_variant,source_path,all8_score,all8_xdop_p95,all8_ydop_p95,all8_vdop_p95,all8_gdop_p95,drop1_mask_count,drop1_worst_score_mask,drop1_worst_score_dropped,drop1_worst_score,drop1_worst_score_vdop_p95,drop1_worst_score_gdop_p95,drop1_worst_vdop_mask,drop1_worst_vdop_dropped,drop1_worst_vdop_p95,drop1_score_ratio_vs_all8,drop1_vdop_ratio_vs_all8,drop2_mask_count,drop2_worst_score_mask,drop2_worst_score_dropped,drop2_worst_score,drop2_worst_score_vdop_p95,drop2_worst_score_gdop_p95,drop2_worst_vdop_mask,drop2_worst_vdop_dropped,drop2_worst_vdop_p95,drop2_score_ratio_vs_all8,drop2_vdop_ratio_vs_all8,drop3_mask_count,drop3_worst_score_mask,drop3_worst_score_dropped,drop3_worst_score,drop3_worst_score_vdop_p95,drop3_worst_score_gdop_p95,drop3_worst_vdop_mask,drop3_worst_vdop_dropped,drop3_worst_vdop_p95,drop3_score_ratio_vs_all8,drop3_vdop_ratio_vs_all8,drop4_mask_count,drop4_worst_score_mask,drop4_worst_score_dropped,drop4_worst_score,drop4_worst_score_vdop_p95,drop4_worst_score_gdop_p95,drop4_worst_vdop_mask,drop4_worst_vdop_dropped,drop4_worst_vdop_p95,drop4_score_ratio_vs_all8,drop4_vdop_ratio_vs_all8
b8d7b47c1daf30d4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v2,default,outdoor_20260513/FULL-COMPARE-500/v2/layout.json,1.14151519,0.703403115,0.545297623,1.29134881,1.52299094,8,dropG,G,1.44108776,1.67739201,1.88799524,dropG,G,1.67739201,1.26243415,1.29894572,28,dropCD,CD,2.1053384,2.54376125,2.74678922,dropCD,CD,2.54376125,1.84433674,1.96984829,56,dropADG,ADG,3.15030622,3.5020566,3.90733528,dropADG,ADG,3.5020566,2.75975848,2.71193699,70,dropABGH,ABGH,19.3994415,27.1674767,28.5847015,dropABGH,ABGH,27.1674767,16.9944664,21.0380623
b952c7b1e8e1266a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v1-old,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,0.904419119,0.585996866,0.653169155,0.933234811,1.22117281,8,dropH,H,1.11967269,1.21760142,1.48203588,dropH,H,1.21760142,1.23800201,1.30471067,28,dropBC,BC,1.48902623,1.74023986,1.98607981,dropBC,BC,1.74023986,1.6463896,1.86473955,56,dropAGH,AGH,2.16737847,2.34554052,2.80273271,dropBCH,BCH,2.3710041,2.3964315,2.54062972,70,dropBCEH,BCEH,17.1717186,21.7281361,24.086544,dropBCEH,BCEH,21.7281361,18.9864613,23.2826035
b9edbb4d294b8a82,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.17820231,0.583006561,0.630470157,1.3869791,1.58001435,8,dropC,C,1.51206452,1.82895684,2.01260495,dropH,H,1.84040487,1.28336577,1.32691608,28,dropAD,AD,2.16792625,2.62533617,2.84533072,dropEH,EH,2.65760565,1.84002886,1.91611081,56,dropADF,ADF,3.2701326,3.75065637,4.10462904,dropABH,ABH,3.90804529,2.77552724,2.81766704,70,dropABGH,ABGH,11.8801354,16.0840263,16.9383392,dropABGH,ABGH,16.0840263,10.0832729,11.5964446
bc9f1f5e98797ef6,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_last500_aligned.json,1.13872683,0.709983349,0.547783613,1.28190637,1.51778674,8,dropG,G,1.4240886,1.63138235,1.85621524,dropG,G,1.63138235,1.25059721,1.27262208,28,dropGH,GH,2.11873756,2.56516695,2.75374937,dropGH,GH,2.56516695,1.86061969,2.0010564,56,dropADG,ADG,3.23415085,3.46340561,3.95556402,dropADG,ADG,3.46340561,2.84014635,2.70176176,70,dropADFG,ADFG,21.1831163,26.1751404,29.7022381,dropABGH,ABGH,28.7703896,18.6024565,22.4434407
bcd7d23aab9bdac7,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-full,default,outdoor_v4_20260504/FULL-COMPARE/v3full/layout.json,1.09267532,0.550583482,0.703298092,1.2154367,1.45888317,8,dropF,F,1.36586179,1.57109571,1.78979468,dropF,F,1.57109571,1.25001614,1.29261829,28,dropBC,BC,1.95290666,2.33734941,2.5686779,dropFG,FG,2.35437584,1.78727077,1.93706167,56,dropDEF,DEF,3.1258563,3.46581078,3.87335849,dropDEF,DEF,3.46581078,2.86073662,2.85149427,70,dropCDEF,CDEF,19.145863,24.5731773,27.1023579,dropCDEF,CDEF,24.5731773,17.5220055,20.2175706
bda2d0e51cf32bc2,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,1.17444434,0.695715547,0.557314277,1.34401739,1.56205869,8,dropD,D,1.51141062,1.76417148,1.97060812,dropD,D,1.76417148,1.2869155,1.31261061,28,dropDG,DG,2.15368656,2.44274092,2.75239182,dropCD,CD,2.60751009,1.83379194,1.94008657,56,dropADG,ADG,3.33612733,3.62287354,4.08819485,dropCDE,CDE,3.74034548,2.84060063,2.78295914,70,dropBCEH,BCEH,14.2553115,18.703104,20.1588173,dropBCEH,BCEH,18.703104,12.13792,13.9158199
be443b0fa3a15759,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,1.15810118,0.707432568,0.56128633,1.31253397,1.5366658,8,dropD,D,1.52344189,1.77408898,1.97660339,dropD,D,1.77408898,1.31546528,1.35165186,28,dropDG,DG,2.11842817,2.43240523,2.71919322,dropCD,CD,2.54862571,1.82922547,1.94175981,56,dropADG,ADG,3.48504064,3.81157637,4.25474787,dropEGH,EGH,3.86229467,3.0092713,2.94262454,70,dropCDEF,CDEF,13.1737226,18.9182701,19.4926987,dropCDEF,CDEF,18.9182701,11.3752778,14.413547
bf5e9b3da4a91f48,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_last500_aligned.json,1.14061292,0.703241348,0.545482278,1.29007149,1.5218724,8,dropG,G,1.43904773,1.67458189,1.88557935,dropG,G,1.67458189,1.26164425,1.29805356,28,dropCD,CD,2.10481063,2.54345918,2.74605751,dropCD,CD,2.54345918,1.84533297,1.97156452,56,dropADG,ADG,3.14728726,3.49741197,3.90396404,dropADG,ADG,3.49741197,2.75929477,2.71102183,70,dropABGH,ABGH,19.5368323,27.3396511,28.7789192,dropABGH,ABGH,27.3396511,17.1283631,21.1923535
c154e86f58c62fcf,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_consensus.json,1.14867064,0.701308668,0.543871403,1.30293202,1.53328133,8,dropC,C,1.42928812,1.64181328,1.87473226,dropG,G,1.64822137,1.2442976,1.26500949,28,dropCD,CD,2.11735043,2.55576277,2.76256919,dropCD,CD,2.55576277,1.84330508,1.96154729,56,dropADG,ADG,3.09383094,3.36481953,3.82238293,dropADG,ADG,3.36481953,2.69340125,2.58249815,70,dropADFG,ADFG,22.7206103,28.7850552,32.1853561,dropADFG,ADFG,28.7850552,19.7799173,22.0925227
c46f703d261789cb,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v1-old,default,outdoor_20260513/FULL-COMPARE-500/v1-old/layout.json,1.1435573,0.70570159,0.545342922,1.29266393,1.52515852,8,dropD,D,1.43516593,1.6647892,1.87399495,dropD,D,1.6647892,1.25500133,1.28787472,28,dropGH,GH,2.08919022,2.52301693,2.72949576,dropGH,GH,2.52301693,1.8269222,1.9517965,56,dropADG,ADG,3.1752869,3.53600025,3.93857479,dropADG,ADG,3.53600025,2.77667494,2.73543662,70,dropCDEF,CDEF,17.1328505,24.0450745,25.1986904,dropCDEF,CDEF,24.0450745,14.9820656,18.60118
c54a70bd62780086,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.14470636,0.554478586,0.704419971,1.2942282,1.52314758,8,dropH,H,1.44358788,1.70213115,1.89105499,dropH,H,1.70213115,1.26109886,1.31517081,28,dropAD,AD,2.10880903,2.51187754,2.75270915,dropEH,EH,2.5424211,1.84222706,1.96443031,56,dropAGH,AGH,3.08853001,3.57366276,3.89646244,dropCEH,CEH,3.65497327,2.69809806,2.82405628,70,dropBDFH,BDFH,12.3601959,3.0275352,18.2921925,dropBCEH,BCEH,16.9403839,10.7977,13.0891785
c5d2c7a4673b4533,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v2,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v2/layout_us_height.json,1.16495423,0.584719181,0.631510258,1.36665714,1.56218851,8,dropH,H,1.49209027,1.80053091,1.98643243,dropA,A,1.80578005,1.2808145,1.32131169,28,dropEH,EH,2.14953174,2.60188413,2.82223129,dropEH,EH,2.60188413,1.84516411,1.90383093,56,dropCEH,CEH,3.27402641,3.75837469,4.10862541,dropEFH,EFH,3.84017134,2.81043351,2.80990106,70,dropACEG,ACEG,11.4606393,2.59655643,17.3038311,dropABGH,ABGH,14.7616253,9.83784513,10.8012645
c5edcfef2e6ad424,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_first500.json,1.1378867,0.70950067,0.549803555,1.28027618,1.51640737,8,dropG,G,1.42890036,1.64003694,1.86288321,dropG,G,1.64003694,1.25574924,1.28100246,28,dropGH,GH,2.05522096,2.48437572,2.67676711,dropGH,GH,2.48437572,1.80617364,1.94049984,56,dropADG,ADG,3.2990449,3.54279494,4.02882671,dropADG,ADG,3.54279494,2.89927363,2.76721148,70,dropABGH,ABGH,19.8143219,28.2736225,29.5285759,dropABGH,ABGH,28.2736225,17.4132643,22.0840026
c855e34a218d0254,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-500/v4-io-roto/layout.json,1.14810731,0.701458275,0.543865919,1.3019762,1.53249741,8,dropC,C,1.4280242,1.63978195,1.87325764,dropG,G,1.6485014,1.24380725,1.26615325,28,dropCD,CD,2.11671104,2.55481386,2.7620666,dropCD,CD,2.55481386,1.84365261,1.9622585,56,dropADG,ADG,3.09992392,3.37324476,3.82900453,dropADG,ADG,3.37324476,2.70002977,2.59086515,70,dropADFG,ADFG,22.8089185,28.8716202,32.3019104,dropADFG,ADFG,28.8716202,19.8665389,22.1752289
c88f9a385f6f8a28,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.13819888,0.605329931,0.648694694,1.30953932,1.52048182,8,dropF,F,1.46999969,1.72117186,1.94923878,dropH,H,1.763134,1.29151391,1.34637729,28,dropAF,AF,2.04871401,2.40812659,2.6763773,dropAH,AH,2.52816105,1.79996137,1.93057284,56,dropADF,ADF,3.53071254,3.84378242,4.32749701,dropABH,ABH,3.99396229,3.10201723,3.04989872,70,dropBDFH,BDFH,12.8321164,3.75309587,19.3355122,dropCEFH,CEFH,14.5637712,11.2740547,11.1212936
cb24f7f5220451ec,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_first500.json,1.15030129,0.706647992,0.54475683,1.30255032,1.53367448,8,dropG,G,1.44204953,1.67567146,1.88734579,dropG,G,1.67567146,1.25362767,1.2864543,28,dropCD,CD,2.12172571,2.56696653,2.76635408,dropCD,CD,2.56696653,1.84449564,1.9707235,56,dropADG,ADG,3.16496401,3.51527262,3.92292166,dropADG,ADG,3.51527262,2.75142177,2.69876147,70,dropABGH,ABGH,18.9758798,26.4866638,27.8995533,dropABGH,ABGH,26.4866638,16.4964431,20.3344649
cb9290653eb45b01,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-full,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-full/layout_consensus.json,1.13800562,0.709609985,0.548902094,1.28068876,1.51683915,8,dropG,G,1.42691323,1.63661432,1.86048102,dropG,G,1.63661432,1.25387187,1.2779173,28,dropGH,GH,2.08604385,2.52401495,2.71488762,dropGH,GH,2.52401495,1.8330699,1.97082619,56,dropADG,ADG,3.26737228,3.50328922,3.99322295,dropADG,ADG,3.50328922,2.87113897,2.73547276,70,dropADFG,ADFG,20.2433147,24.9512253,28.3086853,dropABGH,ABGH,28.8032265,17.7884136,22.4904187
cbf1096ddf259e07,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v2,default,outdoor_v4_20260504/FULL-COMPARE/v2/layout.json,1.09234949,0.552276611,0.692926943,1.22157192,1.46067536,8,dropB,B,1.37388238,1.55685794,1.81150484,dropF,F,1.57009768,1.25773152,1.28530924,28,dropBC,BC,1.98493744,2.38856316,2.61017609,dropBC,BC,2.38856316,1.81712671,1.95531931,56,dropABH,ABH,3.08855611,3.2995379,3.80913687,dropABH,ABH,3.2995379,2.82744317,2.70105906,70,dropCDEF,CDEF,20.431055,25.8528194,28.8371487,dropCDEF,CDEF,25.8528194,18.7037713,21.1635672
ce0b54400ac800cc,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-td,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-td/layout.json,1.14930654,0.705071867,0.544788599,1.3018744,1.53275955,8,dropG,G,1.43866984,1.66920149,1.88189185,dropG,G,1.66920149,1.25177208,1.28215248,28,dropCD,CD,2.12399466,2.56709576,2.77013707,dropCD,CD,2.56709576,1.84806628,1.97184595,56,dropADG,ADG,3.15806354,3.48762894,3.90768719,dropADG,ADG,3.48762894,2.74779916,2.67892889,70,dropABGH,ABGH,20.4098492,28.8115444,30.2466564,dropABGH,ABGH,28.8115444,17.7584034,22.1308172
ce231d425384c5ce,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.15912457,0.59685719,0.643266261,1.3460598,1.55119145,8,dropH,H,1.48817345,1.80901539,1.97203529,dropH,H,1.80901539,1.28387706,1.3439339,28,dropAD,AD,2.07905761,2.45546985,2.72152352,dropAH,AH,2.54572558,1.79364467,1.89124256,56,dropADF,ADF,3.31110712,3.67459607,4.11703348,dropABH,ABH,3.86717153,2.85655848,2.87295671,70,dropBDFH,BDFH,13.7663342,3.30063081,20.9950066,dropCEFH,CEFH,10.4983091,11.8764924,7.79928878
cef6a189867b2e95,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v1,default,outdoor_v4_20260504/FULL-COMPARE/v1/layout.json,1.1054088,0.551479578,0.701445043,1.23649216,1.47545409,8,dropB,B,1.40773021,1.58949935,1.85143363,dropF,F,1.61816764,1.27349286,1.30867602,28,dropAD,AD,1.95416504,2.37160039,2.57091331,dropAD,AD,2.37160039,1.76782114,1.91800682,56,dropABH,ABH,3.43050517,3.55877781,4.14414549,dropABH,ABH,3.55877781,3.10338145,2.87812404,70,dropABGH,ABGH,17.8306822,20.9982796,24.5000954,dropADFG,ADFG,21.4287357,16.1303965,17.3302641
d0329b8b5bd6d38d,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.17688412,0.583278894,0.630948365,1.38459051,1.57819998,8,dropC,C,1.51017193,1.82574975,2.01006866,dropH,H,1.83697617,1.28319509,1.32672885,28,dropAD,AD,2.16315893,2.61737823,2.83906722,dropEH,EH,2.64959621,1.83803902,1.91363164,56,dropADF,ADF,3.26979064,3.74598408,4.10294247,dropABH,ABH,3.9067204,2.77834545,2.82157098,70,dropABGH,ABGH,11.5672934,15.6287289,16.4589195,dropABGH,ABGH,15.6287289,9.82874457,11.2876181
d0cb71e52800e4ca,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v4-io,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,0.929079802,0.574581206,0.673223019,0.962267399,1.25164008,8,dropG,G,1.14774897,1.23124623,1.50937283,dropH,H,1.23175967,1.23536102,1.28005965,28,dropAD,AD,1.54270119,1.78777909,2.04616737,dropBC,BC,1.79149413,1.66046144,1.86174252,56,dropBGH,BGH,2.29334435,2.41116452,2.92046499,dropAGH,AGH,2.43359685,2.46840405,2.52902348,70,dropADFG,ADFG,17.8049654,22.3712997,24.9423084,dropADFG,ADFG,22.3712997,19.1640862,23.2485271
d0ee95053a894332,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.16180178,0.60370189,0.650065064,1.34363961,1.55146229,8,dropH,H,1.5004784,1.82146502,1.98483181,dropH,H,1.82146502,1.29150981,1.35562022,28,dropAD,AD,2.11370814,2.4604032,2.74849987,dropAH,AH,2.61350155,1.81933629,1.94509118,56,dropADF,ADF,3.46745481,3.77603436,4.26198626,dropABH,ABH,4.04195309,2.9845494,3.00821222,70,dropBDFH,BDFH,13.792592,4.51786709,20.6577053,dropCEFH,CEFH,13.8496656,11.8717257,10.3075747
d301a2d612bc1d18,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.14429204,0.549044073,0.685176492,1.30593264,1.5306716,8,dropD,D,1.41973066,1.64124918,1.86439133,dropC,C,1.64348423,1.24070658,1.2584755,28,dropAD,AD,2.0818249,2.52204251,2.72550154,dropAD,AD,2.52204251,1.81931258,1.93121945,56,dropCDE,CDE,3.07854144,3.35469127,3.80751252,dropCDE,CDE,3.35469127,2.69034594,2.56880881,70,dropCDEF,CDEF,24.1017455,30.4543629,34.1741333,dropBCEH,BCEH,31.1667519,21.0625825,23.8655126
d4b700dfdb554506,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.17920008,0.590029955,0.632912755,1.38477325,1.58036089,8,dropH,H,1.51622366,1.85163605,2.01062202,dropH,H,1.85163605,1.28580695,1.33714025,28,dropAD,AD,2.16466984,2.59371328,2.83263707,dropEH,EH,2.61224127,1.83571039,1.88640362,56,dropADF,ADF,3.37802209,3.81312203,4.20646,dropABH,ABH,3.93846464,2.86467254,2.84412241,70,dropBDFH,BDFH,12.898491,2.86023569,19.6323891,dropABGH,ABGH,11.8519773,10.9383397,8.55878556
da054d9035b0d65b,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.18219048,0.670577288,0.55283314,1.37073624,1.5803057,8,dropC,C,1.52946091,1.80749106,2.0046277,dropC,C,1.80749106,1.29375167,1.31862791,28,dropCD,CD,2.19938261,2.66483808,2.86171246,dropCD,CD,2.66483808,1.86042998,1.94409253,56,dropADG,ADG,3.49247507,3.83155131,4.25929832,dropADG,ADG,3.83155131,2.95424056,2.79525061,70,dropCDEF,CDEF,23.1687183,32.5239563,34.3231812,dropCDEF,CDEF,32.5239563,19.5981263,23.727363
db15409b6d413a3f,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v3-full,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,0.961363083,0.586931407,0.717859387,0.98888278,1.27937078,8,dropC,C,1.189417,1.26086712,1.57099438,dropH,H,1.27511179,1.23721934,1.28944685,28,dropBC,BC,1.65275919,1.93052328,2.18291521,dropBC,BC,1.93052328,1.71918313,1.95222661,56,dropCDF,CDF,2.933061,2.69603729,3.57057238,dropBCH,BCH,2.90351152,3.05093991,2.93615338,70,dropBCEH,BCEH,14.4681648,18.77845,20.442009,dropBCEH,BCEH,18.77845,15.0496364,18.9895611
db81b403f22247cb,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-full,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,0.914917114,0.587728858,0.656720042,0.946142972,1.23346376,8,dropA,A,1.13531051,1.22068489,1.50208032,dropA,A,1.22068489,1.24088892,1.29016959,28,dropBC,BC,1.54930005,1.80982614,2.05891228,dropBC,BC,1.80982614,1.69337749,1.91284636,56,dropDEF,DEF,2.40354169,2.49747396,3.04081106,dropDEF,DEF,2.49747396,2.62705949,2.63963696,70,dropCDEF,CDEF,16.2194456,18.6298294,22.0500164,dropCDEF,CDEF,18.6298294,17.7277759,19.6902899
db876514cc1ff44d,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,consensus,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_consensus.json,1.14066956,0.70349884,0.545438766,1.2900033,1.52186847,8,dropG,G,1.44019184,1.67616737,1.88694763,dropG,G,1.67616737,1.26258462,1.29935123,28,dropCD,CD,2.10307944,2.54109859,2.74391937,dropCD,CD,2.54109859,1.84372365,1.96983883,56,dropADG,ADG,3.14813893,3.50034714,3.90566015,dropADG,ADG,3.50034714,2.75990439,2.71344045,70,dropABGH,ABGH,19.2885247,26.9716339,28.3961601,dropABGH,ABGH,26.9716339,16.9098268,20.9081898
df79fcaf6187fc6f,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_last500_aligned.json,1.14884934,0.704737842,0.544703484,1.30140686,1.53232098,8,dropG,G,1.43677562,1.66671085,1.87978899,dropG,G,1.66671085,1.25062144,1.2806993,28,dropCD,CD,2.12575559,2.56985331,2.77203369,dropCD,CD,2.56985331,1.85033452,1.97467325,56,dropADG,ADG,3.14925455,3.47814012,3.89830995,dropADG,ADG,3.47814012,2.74122502,2.67260011,70,dropABGH,ABGH,20.4797285,28.8982353,30.3398876,dropABGH,ABGH,28.8982353,17.8262961,22.2053811
e0b44fd5cac62866,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.04607402,0.680044413,0.566055119,1.15534317,1.40270901,8,dropD,D,1.33467099,1.53395522,1.75670159,dropD,D,1.53395522,1.2758858,1.32770527,28,dropCD,CD,1.85416403,2.22399044,2.43455386,dropCD,CD,2.22399044,1.77249793,1.92496091,56,dropADG,ADG,2.66153793,2.91308522,3.34561276,dropCDE,CDE,3.14031053,2.54431128,2.71807599,70,dropADFG,ADFG,19.1546349,23.4956837,26.7099915,dropADFG,ADFG,23.4956837,18.3109747,20.336541
e120b7881ec47f64,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-wand,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-wand/layout_last500_aligned.json,1.14930449,0.705986798,0.544799447,1.30144203,1.53257775,8,dropG,G,1.43766588,1.66957855,1.88207519,dropG,G,1.66957855,1.25090078,1.28286817,28,dropCD,CD,2.12260593,2.56862116,2.76733756,dropCD,CD,2.56862116,1.84686125,1.97367313,56,dropADG,ADG,3.15102021,3.49661303,3.90578055,dropADG,ADG,3.49661303,2.74167572,2.68672207,70,dropABGH,ABGH,19.5550006,27.3321648,28.7892418,dropABGH,ABGH,27.3321648,17.0146387,21.0014462
e6bc6dc8163a8156,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v3-lite,first500,outdoor_20260513/FULL-COMPARE-500+500/v3-lite/layout_first500.json,1.1407251,0.703761041,0.545392394,1.28993201,1.52186453,8,dropG,G,1.44132343,1.67777073,1.88830149,dropG,G,1.67777073,1.26351514,1.30066602,28,dropCD,CD,2.10142367,2.53878093,2.74180436,dropCD,CD,2.53878093,1.84218237,1.96815096,56,dropADG,ADG,3.14882999,3.50369835,3.90713501,dropADG,ADG,3.50369835,2.76037583,2.71618839,70,dropABGH,ABGH,19.0758947,26.6623764,28.0657024,dropABGH,ABGH,26.6623764,16.7226045,20.6695982
ebda6c001ec839b2,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v2,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,0.927232714,0.577213168,0.675188661,0.958532453,1.24865282,8,dropG,G,1.14442989,1.22630262,1.50452113,dropH,H,1.23852909,1.23424236,1.29210971,28,dropAD,AD,1.54836315,1.7904259,2.05451608,dropBC,BC,1.79795897,1.66987545,1.87574136,56,dropCDF,CDF,2.30420557,2.35647202,2.92855382,dropAGH,AGH,2.4487052,2.48503481,2.55463985,70,dropADFG,ADFG,17.2047762,21.396677,23.9910278,dropBCEH,BCEH,21.6758404,18.5549711,22.6135697
ee1b62b82f6517d2,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v3-lite,default,outdoor_v4_20260504/FULL-COMPARE/v3lite/layout.json,1.09134959,0.552376926,0.693342507,1.21976101,1.45927989,8,dropB,B,1.3728589,1.55459571,1.810076,dropF,F,1.56789076,1.25794604,1.28540816,28,dropBC,BC,1.98279338,2.38491154,2.6073513,dropBC,BC,2.38491154,1.81682698,1.95522854,56,dropABH,ABH,3.08237821,3.28945255,3.80145073,dropABH,ABH,3.28945255,2.8243729,2.69680087,70,dropCDEF,CDEF,20.5042733,25.9223442,28.9318962,dropCDEF,CDEF,25.9223442,18.7879974,21.2519862
ee4335423ad1a73e,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.06958592,0.673002362,0.572360694,1.19640505,1.43354273,8,dropA,A,1.33577826,1.53425908,1.76042676,dropA,A,1.53425908,1.2488742,1.28239101,28,dropGH,GH,1.88872524,2.28056145,2.48011184,dropGH,GH,2.28056145,1.76584714,1.90617839,56,dropBCE,BCE,2.95955214,3.24396276,3.68342805,dropBCE,BCE,3.24396276,2.76700739,2.71142516,70,dropADFG,ADFG,18.0717737,21.9034958,25.0669632,dropADFG,ADFG,21.9034958,16.8960467,18.3077594
f0347383d2e45b5d,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,1.1806866,0.675352097,0.555144489,1.36562276,1.57645309,8,dropC,C,1.52905769,1.80853891,2.00097299,dropC,C,1.80853891,1.29505805,1.32433272,28,dropCD,CD,2.25689799,2.75619936,2.92697597,dropCD,CD,2.75619936,1.91151317,2.01827286,56,dropADG,ADG,3.48732108,3.83344674,4.25845194,dropADG,ADG,3.83344674,2.95363823,2.80710519,70,dropCDEF,CDEF,20.9844054,30.3995419,31.5717125,dropCDEF,CDEF,30.3995419,17.7730529,22.2605706
