version,eval_set,grid_mm,strata_type,strata_value,x_feature,y_error,n,pearson_r,spearman_r,x_min,x_max,y_min,y_max
v4-io,noG,25.0,location,edge,cond,err_vertical_mm,12,-0.250406,-0.314685,2.02378,3.97214,1.4008,365.649
v4-io,noG,25.0,location,edge,dop_radial_p95_mm,err_3d_mm,12,0.225712,0.405594,80.457,149.655,57.8186,365.73
v4-io,noG,25.0,location,edge,dop_radial_p95_mm,err_horizontal_mm,12,-0.337363,-0.461538,80.457,149.655,7.66326,105.264
v4-io,noG,25.0,location,edge,dop_radial_p95_mm,err_vertical_mm,12,0.226209,0.237762,80.457,149.655,1.4008,365.649
v4-io,noG,25.0,location,edge,pct_ge8,err_3d_mm,12,0.063966,-0.041958,90.2581,95.6703,57.8186,365.73
v4-io,noG,25.0,location,edge,pct_ge8,err_horizontal_mm,12,-0.194027,-0.272727,90.2581,95.6703,7.66326,105.264
v4-io,noG,25.0,location,edge,pct_ge8,err_vertical_mm,12,0.117799,0.167832,90.2581,95.6703,1.4008,365.649
v4-io,noG,25.0,location,edge,distance_to_array_centroid_mm,err_3d_mm,12,0.410255,0.447552,407.18,1222.75,57.8186,365.73
v4-io,noG,25.0,location,edge,distance_to_array_centroid_mm,err_horizontal_mm,12,0.126047,0.153846,407.18,1222.75,7.66326,105.264
v4-io,noG,25.0,location,edge,distance_to_array_centroid_mm,err_vertical_mm,12,0.371893,0.356643,407.18,1222.75,1.4008,365.649
v4-io,noG,25.0,location_height,center/high,gdop,err_3d_mm,4,-0.994794,-1.000000,1.18778,1.20497,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,gdop,err_horizontal_mm,4,-0.856138,-0.800000,1.18778,1.20497,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,gdop,err_vertical_mm,4,-0.991503,-1.000000,1.18778,1.20497,5.25073,128.702
v4-io,noG,25.0,location_height,center/high,hdop,err_3d_mm,4,0.987900,1.000000,0.894325,0.905394,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,hdop,err_horizontal_mm,4,0.823108,0.800000,0.894325,0.905394,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,hdop,err_vertical_mm,4,0.997829,1.000000,0.894325,0.905394,5.25073,128.702
v4-io,noG,25.0,location_height,center/high,vdop,err_3d_mm,4,-0.993660,-1.000000,0.768825,0.807548,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,vdop,err_horizontal_mm,4,-0.849121,-0.800000,0.768825,0.807548,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,vdop,err_vertical_mm,4,-0.993292,-1.000000,0.768825,0.807548,5.25073,128.702
v4-io,noG,25.0,location_height,center/high,cond,err_3d_mm,4,-0.995572,-1.000000,2.01887,2.31886,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,cond,err_horizontal_mm,4,-0.858311,-0.800000,2.01887,2.31886,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,cond,err_vertical_mm,4,-0.992232,-1.000000,2.01887,2.31886,5.25073,128.702
v4-io,noG,25.0,location_height,center/high,dop_radial_p95_mm,err_3d_mm,4,0.728578,0.800000,70.247,129.186,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,dop_radial_p95_mm,err_horizontal_mm,4,0.378247,0.400000,70.247,129.186,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,dop_radial_p95_mm,err_vertical_mm,4,0.824464,0.800000,70.247,129.186,5.25073,128.702
v4-io,noG,25.0,location_height,center/high,pct_ge8,err_3d_mm,4,0.531187,0.200000,91.3405,93.7552,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,pct_ge8,err_horizontal_mm,4,0.593191,0.400000,91.3405,93.7552,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,pct_ge8,err_vertical_mm,4,0.434321,0.200000,91.3405,93.7552,5.25073,128.702
v4-io,noG,25.0,location_height,center/high,distance_to_array_centroid_mm,err_3d_mm,4,0.734432,0.800000,774.291,777.49,34.2994,146.737
v4-io,noG,25.0,location_height,center/high,distance_to_array_centroid_mm,err_horizontal_mm,4,0.369533,0.400000,774.291,777.49,27.0941,70.4799
v4-io,noG,25.0,location_height,center/high,distance_to_array_centroid_mm,err_vertical_mm,4,0.850957,0.800000,774.291,777.49,5.25073,128.702
v4-io,noG,25.0,location_height,center/low,gdop,err_3d_mm,4,-0.579324,-0.400000,1.24464,1.25183,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,gdop,err_horizontal_mm,4,0.007459,0.400000,1.24464,1.25183,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,gdop,err_vertical_mm,4,-0.602873,-0.400000,1.24464,1.25183,17.302,177.281
v4-io,noG,25.0,location_height,center/low,hdop,err_3d_mm,4,0.981313,0.800000,0.878413,0.892165,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,hdop,err_horizontal_mm,4,0.868692,0.800000,0.878413,0.892165,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,hdop,err_vertical_mm,4,0.960276,0.800000,0.878413,0.892165,17.302,177.281
v4-io,noG,25.0,location_height,center/low,vdop,err_3d_mm,4,-0.961615,-0.800000,0.867854,0.889519,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,vdop,err_horizontal_mm,4,-0.618338,-0.800000,0.867854,0.889519,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,vdop,err_vertical_mm,4,-0.957101,-0.800000,0.867854,0.889519,17.302,177.281
v4-io,noG,25.0,location_height,center/low,cond,err_3d_mm,4,-0.635086,-0.800000,2.88213,2.99365,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,cond,err_horizontal_mm,4,-0.015973,0.000000,2.88213,2.99365,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,cond,err_vertical_mm,4,-0.669563,-0.800000,2.88213,2.99365,17.302,177.281
v4-io,noG,25.0,location_height,center/low,dop_radial_p95_mm,err_3d_mm,4,0.908133,0.800000,75.1894,217.462,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,dop_radial_p95_mm,err_horizontal_mm,4,0.831982,0.800000,75.1894,217.462,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,dop_radial_p95_mm,err_vertical_mm,4,0.908356,0.800000,75.1894,217.462,17.302,177.281
v4-io,noG,25.0,location_height,center/low,pct_ge8,err_3d_mm,4,-0.766213,-0.800000,89.8418,92.9108,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,pct_ge8,err_horizontal_mm,4,-0.894111,-0.800000,89.8418,92.9108,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,pct_ge8,err_vertical_mm,4,-0.751237,-0.800000,89.8418,92.9108,17.302,177.281
v4-io,noG,25.0,location_height,center/low,distance_to_array_centroid_mm,err_3d_mm,4,0.865579,0.600000,647.416,709.191,42.2302,183.857
v4-io,noG,25.0,location_height,center/low,distance_to_array_centroid_mm,err_horizontal_mm,4,0.981209,1.000000,647.416,709.191,26.6135,62.0935
v4-io,noG,25.0,location_height,center/low,distance_to_array_centroid_mm,err_vertical_mm,4,0.819739,0.600000,647.416,709.191,17.302,177.281
v4-io,noG,25.0,location_height,center/mid,gdop,err_3d_mm,4,0.955935,0.800000,1.28836,1.2996,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,gdop,err_horizontal_mm,4,0.989742,0.800000,1.28836,1.2996,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,gdop,err_vertical_mm,4,0.933335,0.800000,1.28836,1.2996,14.2475,64.0757
v4-io,noG,25.0,location_height,center/mid,hdop,err_3d_mm,4,-0.981344,-1.000000,0.866338,0.870363,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,hdop,err_horizontal_mm,4,-0.986826,-1.000000,0.866338,0.870363,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,hdop,err_vertical_mm,4,-0.968778,-1.000000,0.866338,0.870363,14.2475,64.0757
v4-io,noG,25.0,location_height,center/mid,vdop,err_3d_mm,4,0.967325,0.800000,0.949915,0.968719,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,vdop,err_horizontal_mm,4,0.995817,0.800000,0.949915,0.968719,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,vdop,err_vertical_mm,4,0.946557,0.800000,0.949915,0.968719,14.2475,64.0757
v4-io,noG,25.0,location_height,center/mid,cond,err_3d_mm,4,0.951748,0.800000,3.50264,3.64123,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,cond,err_horizontal_mm,4,0.986657,0.800000,3.50264,3.64123,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,cond,err_vertical_mm,4,0.928883,0.800000,3.50264,3.64123,14.2475,64.0757
v4-io,noG,25.0,location_height,center/mid,dop_radial_p95_mm,err_3d_mm,4,0.592470,0.600000,72.2205,129.353,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,dop_radial_p95_mm,err_horizontal_mm,4,0.444783,0.600000,72.2205,129.353,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,dop_radial_p95_mm,err_vertical_mm,4,0.649666,0.600000,72.2205,129.353,14.2475,64.0757
v4-io,noG,25.0,location_height,center/mid,pct_ge8,err_3d_mm,4,0.810646,0.800000,89.7585,95.587,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,pct_ge8,err_horizontal_mm,4,0.874192,0.800000,89.7585,95.587,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,pct_ge8,err_vertical_mm,4,0.772997,0.800000,89.7585,95.587,14.2475,64.0757
v4-io,noG,25.0,location_height,center/mid,distance_to_array_centroid_mm,err_3d_mm,4,0.804313,0.800000,365.075,370.722,25.9715,82.6228
v4-io,noG,25.0,location_height,center/mid,distance_to_array_centroid_mm,err_horizontal_mm,4,0.737431,0.800000,365.075,370.722,21.7147,52.1615
v4-io,noG,25.0,location_height,center/mid,distance_to_array_centroid_mm,err_vertical_mm,4,0.821702,0.800000,365.075,370.722,14.2475,64.0757
v4-io,noG,25.0,location_height,edge/high,gdop,err_3d_mm,4,-0.099160,-0.400000,1.18364,1.20283,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,gdop,err_horizontal_mm,4,-0.243327,0.000000,1.18364,1.20283,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,gdop,err_vertical_mm,4,-0.159279,-0.400000,1.18364,1.20283,1.4008,365.649
v4-io,noG,25.0,location_height,edge/high,hdop,err_3d_mm,4,0.959392,1.000000,0.873401,0.967457,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,hdop,err_horizontal_mm,4,-0.766883,-0.800000,0.873401,0.967457,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,hdop,err_vertical_mm,4,0.982504,1.000000,0.873401,0.967457,1.4008,365.649
v4-io,noG,25.0,location_height,edge/high,vdop,err_3d_mm,4,-0.916562,-1.000000,0.704261,0.827019,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,vdop,err_horizontal_mm,4,0.660721,0.800000,0.704261,0.827019,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,vdop,err_vertical_mm,4,-0.951822,-1.000000,0.704261,0.827019,1.4008,365.649
v4-io,noG,25.0,location_height,edge/high,cond,err_3d_mm,4,-0.086210,-0.400000,2.02378,2.32923,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,cond,err_horizontal_mm,4,-0.186111,0.000000,2.02378,2.32923,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,cond,err_vertical_mm,4,-0.153952,-0.400000,2.02378,2.32923,1.4008,365.649
v4-io,noG,25.0,location_height,edge/high,dop_radial_p95_mm,err_3d_mm,4,0.260639,0.600000,80.457,149.01,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,dop_radial_p95_mm,err_horizontal_mm,4,-0.750959,-0.800000,80.457,149.01,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,dop_radial_p95_mm,err_vertical_mm,4,0.353899,0.600000,80.457,149.01,1.4008,365.649
v4-io,noG,25.0,location_height,edge/high,pct_ge8,err_3d_mm,4,-0.367954,-0.400000,91.3405,93.4221,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,pct_ge8,err_horizontal_mm,4,-0.476828,-0.200000,91.3405,93.4221,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,pct_ge8,err_vertical_mm,4,-0.330855,-0.400000,91.3405,93.4221,1.4008,365.649
v4-io,noG,25.0,location_height,edge/high,distance_to_array_centroid_mm,err_3d_mm,4,-0.540069,-0.400000,844.706,1222.75,57.8186,365.73
v4-io,noG,25.0,location_height,edge/high,distance_to_array_centroid_mm,err_horizontal_mm,4,-0.017275,0.200000,844.706,1222.75,7.66326,105.264
v4-io,noG,25.0,location_height,edge/high,distance_to_array_centroid_mm,err_vertical_mm,4,-0.448994,-0.400000,844.706,1222.75,1.4008,365.649
v4-io,noG,25.0,location_height,edge/low,gdop,err_3d_mm,4,0.229514,0.600000,1.19619,1.33645,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,gdop,err_horizontal_mm,4,-0.262736,0.000000,1.19619,1.33645,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,gdop,err_vertical_mm,4,0.271372,0.600000,1.19619,1.33645,83.4578,282.297
v4-io,noG,25.0,location_height,edge/low,hdop,err_3d_mm,4,0.543826,0.600000,0.866762,0.906962,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,hdop,err_horizontal_mm,4,0.015357,0.000000,0.866762,0.906962,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,hdop,err_vertical_mm,4,0.587802,0.600000,0.866762,0.906962,83.4578,282.297
v4-io,noG,25.0,location_height,edge/low,vdop,err_3d_mm,4,0.144799,0.800000,0.823715,0.981588,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,vdop,err_horizontal_mm,4,-0.309989,0.400000,0.823715,0.981588,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,vdop,err_vertical_mm,4,0.183647,0.800000,0.823715,0.981588,83.4578,282.297
v4-io,noG,25.0,location_height,edge/low,cond,err_3d_mm,4,0.224776,0.600000,2.20736,3.97214,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,cond,err_horizontal_mm,4,-0.273161,0.000000,2.20736,3.97214,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,cond,err_vertical_mm,4,0.267416,0.600000,2.20736,3.97214,83.4578,282.297
v4-io,noG,25.0,location_height,edge/low,dop_radial_p95_mm,err_3d_mm,4,0.093067,0.000000,89.1858,142.192,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,dop_radial_p95_mm,err_horizontal_mm,4,-0.449675,-0.600000,89.1858,142.192,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,dop_radial_p95_mm,err_vertical_mm,4,0.144668,0.000000,89.1858,142.192,83.4578,282.297
v4-io,noG,25.0,location_height,edge/low,pct_ge8,err_3d_mm,4,0.790731,0.400000,90.7577,93.8385,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,pct_ge8,err_horizontal_mm,4,0.744575,0.200000,90.7577,93.8385,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,pct_ge8,err_vertical_mm,4,0.786127,0.400000,90.7577,93.8385,83.4578,282.297
v4-io,noG,25.0,location_height,edge/low,distance_to_array_centroid_mm,err_3d_mm,4,0.941065,1.000000,740.235,1111.11,91.1476,295.321
v4-io,noG,25.0,location_height,edge/low,distance_to_array_centroid_mm,err_horizontal_mm,4,0.743365,0.800000,740.235,1111.11,36.6427,86.7361
v4-io,noG,25.0,location_height,edge/low,distance_to_array_centroid_mm,err_vertical_mm,4,0.942760,1.000000,740.235,1111.11,83.4578,282.297
v4-io,noG,25.0,location_height,edge/mid,gdop,err_3d_mm,4,0.352329,0.400000,1.22701,1.3023,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,gdop,err_horizontal_mm,4,-0.096945,-0.200000,1.22701,1.3023,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,gdop,err_vertical_mm,4,0.444664,0.200000,1.22701,1.3023,1.96294,44.3574
v4-io,noG,25.0,location_height,edge/mid,hdop,err_3d_mm,4,-0.469178,-0.400000,0.848278,0.884112,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,hdop,err_horizontal_mm,4,-0.761411,-0.800000,0.848278,0.884112,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,hdop,err_vertical_mm,4,0.850813,0.800000,0.848278,0.884112,1.96294,44.3574
v4-io,noG,25.0,location_height,edge/mid,vdop,err_3d_mm,4,0.620262,0.400000,0.88034,0.95621,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,vdop,err_horizontal_mm,4,0.195652,-0.200000,0.88034,0.95621,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,vdop,err_vertical_mm,4,0.189086,0.200000,0.88034,0.95621,1.96294,44.3574
v4-io,noG,25.0,location_height,edge/mid,cond,err_3d_mm,4,0.327613,0.400000,2.57248,3.70713,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,cond,err_horizontal_mm,4,-0.124946,-0.200000,2.57248,3.70713,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,cond,err_vertical_mm,4,0.470842,0.200000,2.57248,3.70713,1.96294,44.3574
v4-io,noG,25.0,location_height,edge/mid,dop_radial_p95_mm,err_3d_mm,4,0.927062,0.800000,82.2354,149.655,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,dop_radial_p95_mm,err_horizontal_mm,4,0.715584,0.400000,82.2354,149.655,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,dop_radial_p95_mm,err_vertical_mm,4,-0.395481,-0.400000,82.2354,149.655,1.96294,44.3574
v4-io,noG,25.0,location_height,edge/mid,pct_ge8,err_3d_mm,4,-0.578250,-0.800000,90.2581,95.6703,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,pct_ge8,err_horizontal_mm,4,-0.886528,-1.000000,90.2581,95.6703,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,pct_ge8,err_vertical_mm,4,0.981720,1.000000,90.2581,95.6703,1.96294,44.3574
v4-io,noG,25.0,location_height,edge/mid,distance_to_array_centroid_mm,err_3d_mm,4,0.513072,0.600000,407.18,922.898,58.1504,83.0989
v4-io,noG,25.0,location_height,edge/mid,distance_to_array_centroid_mm,err_horizontal_mm,4,0.812644,0.800000,407.18,922.898,45.018,83.0757
v4-io,noG,25.0,location_height,edge/mid,distance_to_array_centroid_mm,err_vertical_mm,4,-0.936314,-0.800000,407.18,922.898,1.96294,44.3574
v4-io,noG,25.0,overall,all,gdop,err_3d_mm,24,-0.256736,-0.293913,1.18364,1.33645,25.9715,365.73
v4-io,noG,25.0,overall,all,gdop,err_horizontal_mm,24,-0.058625,0.001739,1.18364,1.33645,7.66326,105.264
v4-io,noG,25.0,overall,all,gdop,err_vertical_mm,24,-0.241345,-0.334783,1.18364,1.33645,1.4008,365.649
v4-io,noG,25.0,overall,all,hdop,err_3d_mm,24,0.748166,0.518261,0.848278,0.967457,25.9715,365.73
v4-io,noG,25.0,overall,all,hdop,err_horizontal_mm,24,-0.371403,-0.280870,0.848278,0.967457,7.66326,105.264
v4-io,noG,25.0,overall,all,hdop,err_vertical_mm,24,0.801364,0.687826,0.848278,0.967457,1.4008,365.649
v4-io,noG,25.0,overall,all,vdop,err_3d_mm,24,-0.473057,-0.341739,0.704261,0.981588,25.9715,365.73
v4-io,noG,25.0,overall,all,vdop,err_horizontal_mm,24,0.089934,0.099130,0.704261,0.981588,7.66326,105.264
v4-io,noG,25.0,overall,all,vdop,err_vertical_mm,24,-0.477293,-0.399130,0.704261,0.981588,1.4008,365.649
v4-io,noG,25.0,overall,all,cond,err_3d_mm,24,-0.268584,-0.266087,2.01887,3.97214,25.9715,365.73
v4-io,noG,25.0,overall,all,cond,err_horizontal_mm,24,-0.069034,0.000870,2.01887,3.97214,7.66326,105.264
v4-io,noG,25.0,overall,all,cond,err_vertical_mm,24,-0.252252,-0.320870,2.01887,3.97214,1.4008,365.649
v4-io,noG,25.0,overall,all,dop_radial_p95_mm,err_3d_mm,24,0.376392,0.615652,70.247,217.462,25.9715,365.73
v4-io,noG,25.0,overall,all,dop_radial_p95_mm,err_horizontal_mm,24,0.057183,0.097391,70.247,217.462,7.66326,105.264
v4-io,noG,25.0,overall,all,dop_radial_p95_mm,err_vertical_mm,24,0.381085,0.492174,70.247,217.462,1.4008,365.649
v4-io,noG,25.0,overall,all,pct_ge8,err_3d_mm,24,0.022863,-0.120461,89.7585,95.6703,25.9715,365.73
v4-io,noG,25.0,overall,all,pct_ge8,err_horizontal_mm,24,-0.034498,-0.070015,89.7585,95.6703,7.66326,105.264
v4-io,noG,25.0,overall,all,pct_ge8,err_vertical_mm,24,0.044615,-0.018700,89.7585,95.6703,1.4008,365.649
v4-io,noG,25.0,overall,all,distance_to_array_centroid_mm,err_3d_mm,24,0.495841,0.548696,365.075,1222.75,25.9715,365.73
v4-io,noG,25.0,overall,all,distance_to_array_centroid_mm,err_horizontal_mm,24,0.289103,0.329565,365.075,1222.75,7.66326,105.264
v4-io,noG,25.0,overall,all,distance_to_array_centroid_mm,err_vertical_mm,24,0.414910,0.342609,365.075,1222.75,1.4008,365.649
v4-io,noG,50.0,facing,ABEF,gdop,err_3d_mm,6,-0.506362,-0.657143,1.19492,1.30474,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,gdop,err_horizontal_mm,6,0.518174,0.600000,1.19492,1.30474,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,gdop,err_vertical_mm,6,-0.524187,-0.771429,1.19492,1.30474,44.3574,365.649
v4-io,noG,50.0,facing,ABEF,hdop,err_3d_mm,6,0.953050,0.771429,0.867151,0.967457,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,hdop,err_horizontal_mm,6,-0.828435,-0.485714,0.867151,0.967457,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,hdop,err_vertical_mm,6,0.953527,0.714286,0.867151,0.967457,44.3574,365.649
v4-io,noG,50.0,facing,ABEF,vdop,err_3d_mm,6,-0.746178,-0.714286,0.704261,0.964175,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,vdop,err_horizontal_mm,6,0.699013,0.714286,0.704261,0.964175,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,vdop,err_vertical_mm,6,-0.758355,-0.771429,0.704261,0.964175,44.3574,365.649
v4-io,noG,50.0,facing,ABEF,cond,err_3d_mm,6,-0.482950,-0.657143,2.13753,3.74153,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,cond,err_horizontal_mm,6,0.496994,0.600000,2.13753,3.74153,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,cond,err_vertical_mm,6,-0.500881,-0.771429,2.13753,3.74153,44.3574,365.649
v4-io,noG,50.0,facing,ABEF,dop_radial_p95_mm,err_3d_mm,6,0.179725,0.314286,97.7028,129.353,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,dop_radial_p95_mm,err_horizontal_mm,6,-0.151056,-0.257143,97.7028,129.353,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,dop_radial_p95_mm,err_vertical_mm,6,0.184268,0.371429,97.7028,129.353,44.3574,365.649
v4-io,noG,50.0,facing,ABEF,pct_ge8,err_3d_mm,6,-0.141501,-0.428571,91.3405,95.6703,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,pct_ge8,err_horizontal_mm,6,0.196930,-0.028571,91.3405,95.6703,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,pct_ge8,err_vertical_mm,6,-0.163070,-0.485714,91.3405,95.6703,44.3574,365.649
v4-io,noG,50.0,facing,ABEF,distance_to_array_centroid_mm,err_3d_mm,6,0.557465,0.714286,370.097,844.706,54.3807,365.73
v4-io,noG,50.0,facing,ABEF,distance_to_array_centroid_mm,err_horizontal_mm,6,-0.671018,-0.714286,370.097,844.706,7.66326,45.018
v4-io,noG,50.0,facing,ABEF,distance_to_array_centroid_mm,err_vertical_mm,6,0.578136,0.771429,370.097,844.706,44.3574,365.649
v4-io,noG,50.0,facing,ADHE,gdop,err_3d_mm,6,-0.466443,-0.428571,1.18439,1.28836,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,gdop,err_horizontal_mm,6,-0.661150,-0.828571,1.18439,1.28836,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,gdop,err_vertical_mm,6,-0.362261,-0.428571,1.18439,1.28836,14.2475,177.281
v4-io,noG,50.0,facing,ADHE,hdop,err_3d_mm,6,0.531184,0.485714,0.853892,0.898394,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,hdop,err_horizontal_mm,6,0.229743,0.085714,0.853892,0.898394,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,hdop,err_vertical_mm,6,0.585807,0.485714,0.853892,0.898394,14.2475,177.281
v4-io,noG,50.0,facing,ADHE,vdop,err_3d_mm,6,-0.549645,-0.600000,0.771792,0.949915,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,vdop,err_horizontal_mm,6,-0.638809,-0.600000,0.771792,0.949915,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,vdop,err_vertical_mm,6,-0.474872,-0.600000,0.771792,0.949915,14.2475,177.281
v4-io,noG,50.0,facing,ADHE,cond,err_3d_mm,6,-0.442186,-0.428571,2.06171,3.50264,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,cond,err_horizontal_mm,6,-0.648405,-0.828571,2.06171,3.50264,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,cond,err_vertical_mm,6,-0.333846,-0.428571,2.06171,3.50264,14.2475,177.281
v4-io,noG,50.0,facing,ADHE,dop_radial_p95_mm,err_3d_mm,6,0.572799,0.600000,73.1756,185.927,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,dop_radial_p95_mm,err_horizontal_mm,6,-0.217934,-0.028571,73.1756,185.927,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,dop_radial_p95_mm,err_vertical_mm,6,0.710871,0.600000,73.1756,185.927,14.2475,177.281
v4-io,noG,50.0,facing,ADHE,pct_ge8,err_3d_mm,6,0.176049,0.142857,89.7585,92.5895,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,pct_ge8,err_horizontal_mm,6,0.095507,-0.028571,89.7585,92.5895,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,pct_ge8,err_vertical_mm,6,0.150258,0.142857,89.7585,92.5895,14.2475,177.281
v4-io,noG,50.0,facing,ADHE,distance_to_array_centroid_mm,err_3d_mm,6,0.658155,0.657143,365.159,950.37,25.9715,183.857
v4-io,noG,50.0,facing,ADHE,distance_to_array_centroid_mm,err_horizontal_mm,6,0.740841,0.771429,365.159,950.37,21.7147,105.264
v4-io,noG,50.0,facing,ADHE,distance_to_array_centroid_mm,err_vertical_mm,6,0.558720,0.657143,365.159,950.37,14.2475,177.281
v4-io,noG,50.0,facing,BCGF,gdop,err_3d_mm,6,-0.358258,-0.142857,1.18393,1.29733,34.2994,295.321
v4-io,noG,50.0,facing,BCGF,gdop,err_horizontal_mm,6,0.293337,0.600000,1.18393,1.29733,29.5272,86.7361
v4-io,noG,50.0,facing,BCGF,gdop,err_vertical_mm,6,-0.397021,-0.142857,1.18393,1.29733,5.25073,282.297
v4-io,noG,50.0,facing,BCGF,hdop,err_3d_mm,6,0.577879,0.371429,0.864017,0.926999,34.2994,295.321
v4-io,noG,50.0,facing,BCGF,hdop,err_horizontal_mm,6,-0.261889,-0.428571,0.864017,0.926999,29.5272,86.7361
v4-io,noG,50.0,facing,BCGF,hdop,err_vertical_mm,6,0.650029,0.542857,0.864017,0.926999,5.25073,282.297
v4-io,noG,50.0,facing,BCGF,vdop,err_3d_mm,6,-0.429332,-0.142857,0.736448,0.962926,34.2994,295.321
