layout_id,capture_id,source_group,solver_version,layout_variant,source_path,all8_score,all8_xdop_p95,all8_ydop_p95,all8_vdop_p95,all8_gdop_p95,worst_drop_score_mask,worst_drop_score,worst_drop_score_vdop_p95,worst_drop_score_gdop_p95,worst_vdop_mask,worst_vdop_p95,worst_gdop_mask,worst_gdop_p95,worst_cond_mask,worst_cond_p95,score_degradation_ratio,vdop_degradation_ratio
15baddb603d871a2,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.1359178,0.550694227,0.705601513,1.28015006,1.51304245,dropH,1.42623953,1.667099,1.86726737,dropH,1.667099,dropH,1.86726737,dropH,14.1063051,1.2555834,1.30226842
172b3b835dda9c0d,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.00669907,0.694220364,0.573639691,1.08354962,1.34678626,dropD,1.31697099,1.48039663,1.73144579,dropD,1.48039663,dropD,1.73144579,dropD,11.5102634,1.30820722,1.3662472
175c6752d9dd2ac4,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io-roto,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io-roto/layout_us_height.json,1.14962839,0.705587268,0.543359101,1.30122268,1.53296864,dropC,1.42688972,1.64886773,1.86445224,dropC,1.64886773,dropG,1.87371635,dropG,14.2311459,1.24117474,1.26716799
1af0932d019d6010,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,1.18658631,0.680062413,0.554156721,1.37212813,1.58293641,dropD,1.53039771,1.79799831,1.99782979,dropC,1.79916835,dropD,1.99782979,dropD,16.629467,1.28974833,1.31122474
1ce4bc0b1a8b43a9,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,1.00670747,0.70230633,0.579716146,1.07698429,1.34179616,dropD,1.30601343,1.47637749,1.70750189,dropD,1.47637749,dropD,1.70750189,dropD,11.0940208,1.29731175,1.37084404
1e9a31611a4bc5c2,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,consensus,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_consensus.json,1.14932485,0.705197036,0.544742465,1.30185568,1.53277981,dropG,1.43931205,1.67025495,1.88283193,dropG,1.67025495,dropG,1.88283193,dropG,14.4309626,1.25231091,1.28298011
1ecc66f642af77a7,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v4-io,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout_us_height.json,1.15929353,0.594708741,0.640901983,1.3485564,1.55201268,dropH,1.48212366,1.78323555,1.97619224,dropA,1.79394543,dropH,1.97619224,dropH,15.9284925,1.27847143,1.33027097
21d850e593ebb432,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-roto,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-roto/layout.json,1.1492527,0.701264501,0.543898344,1.3037895,1.53402889,dropC,1.43035264,1.64331341,1.87588561,dropG,1.64571857,dropC,1.87588561,dropC,14.3250561,1.24459367,1.26225788
291c54b10f65d118,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.00866071,0.694227576,0.573638499,1.08682442,1.34931219,dropD,1.32118644,1.48601651,1.7372936,dropD,1.48601651,dropD,1.7372936,dropD,11.6134033,1.30984228,1.36730136
2b2f48a609fa2cd5,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-1000/v4-io-wand/layout.json,1.14975908,0.706216097,0.544832647,1.3019805,1.53310752,dropG,1.43957102,1.67230666,1.88433838,dropG,1.67230666,dropG,1.88433838,dropG,14.4551725,1.25206319,1.28443295
2b38dcbd8cbe88a3,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.0626016,0.687017322,0.567675769,1.17857969,1.42079878,dropD,1.39000404,1.60129976,1.82921362,dropD,1.60129976,dropD,1.82921362,dropD,13.2851028,1.30811401,1.35866906
2b64302132c7dbdf,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-lite,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-lite/layout_us_height.json,1.14090504,0.714056909,0.547409415,1.28188217,1.51896989,dropG,1.42369925,1.61512887,1.86466336,dropG,1.61512887,dropG,1.86466336,dropG,14.0642424,1.24786832,1.25996672
2e0235507a0539fa,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_last500_aligned.json,1.14131358,0.702956319,0.545438588,1.29129565,1.52286208,dropG,1.43923249,1.67487717,1.88576114,dropG,1.67487717,dropG,1.88576114,dropG,14.459692,1.2610316,1.29705166
2eb8a6fdb7b789b6,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.1007646,0.583868265,0.632300735,1.26928401,1.47859168,dropH,1.40336073,1.68330121,1.8629905,dropH,1.68330121,dropH,1.8629905,dropH,13.7856274,1.27489631,1.32618169
34560462b40941aa,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,first500,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_first500.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,dropG,1.44185785,1.67389238,1.88585258,dropG,1.67389238,dropG,1.88585258,dropG,14.4898319,1.25403544,1.28538479
4007f54f3d3bcdd3,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v3-lite,default,outdoor_20260513/FULL-COMPARE-1000/v3-lite/layout.json,1.1406416,0.70339632,0.545432448,1.29001188,1.52186239,dropG,1.43975759,1.67547989,1.88625336,dropG,1.67547989,dropG,1.88625336,dropG,14.4675989,1.26223486,1.29880966
41d7fe018de24848,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,1.10142346,0.587249815,0.639694095,1.26499724,1.4770546,dropF,1.39950208,1.6541518,1.86349821,dropA,1.66427994,dropF,1.86349821,dropF,13.7699718,1.27063035,1.31563919
438122a22497ded6,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,first500,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_first500.json,1.1435573,0.70570159,0.545342922,1.29266393,1.52515852,dropD,1.43516593,1.6647892,1.87399495,dropD,1.6647892,dropD,1.87399495,dropD,14.2526035,1.25500133,1.28787472
43a8b149d8ea5545,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io,default,outdoor_20260513/FULL-COMPARE-500/v4-io/layout.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,dropG,1.44185785,1.67389238,1.88585258,dropG,1.67389238,dropG,1.88585258,dropG,14.4898319,1.25403544,1.28538479
48d29ef0f4d28d2d,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v4-io,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,0.88493651,0.588388145,0.652369261,0.896053553,1.19678724,dropH,1.09001821,1.15988934,1.44443762,dropH,1.15988934,dropD,1.4444685,dropD,6.89540768,1.23174736,1.29444199
493249c966b80ad2,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.04237426,0.678933918,0.567042172,1.15024328,1.39809394,dropD,1.33000999,1.52788103,1.75128138,dropD,1.52788103,dropD,1.75128138,dropD,11.8573694,1.27594286,1.3283112
4a8f068eef5935ee,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v4-io,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v4-io/layout_us_height.json,1.14927231,0.714337051,0.546229184,1.29474711,1.52989423,dropG,1.42837003,1.62121809,1.86902213,dropG,1.62121809,dropG,1.86902213,dropG,14.1686211,1.24284734,1.25215038
4aea05fc3e1d10d6,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.17567288,0.701234102,0.557608008,1.34229839,1.56216764,dropD,1.504816,1.77547121,1.956038,dropD,1.77547121,dropG,1.96777844,dropG,16.0366821,1.27996148,1.32270978
4fb9ef3d2e648d58,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,first500,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_first500.json,1.14151519,0.703403115,0.545297623,1.29134881,1.52299094,dropG,1.44108776,1.67739201,1.88799524,dropG,1.67739201,dropG,1.88799524,dropG,14.5019121,1.26243415,1.29894572
526c5cfba000a235,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,1.16331388,0.58543849,0.632635295,1.36325204,1.55971396,dropH,1.48927881,1.79614544,1.98276532,dropA,1.80393565,dropH,1.98276532,dropH,16.0771465,1.28020377,1.32325909
53f9b6a2d65f0db4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v2,consensus,outdoor_20260513/FULL-COMPARE-500+500/v2/layout_consensus.json,1.14140898,0.703182876,0.545373678,1.29131353,1.52291894,dropG,1.44015482,1.67611432,1.88689768,dropG,1.67611432,dropG,1.88689768,dropG,14.4800415,1.26173426,1.29799176
5484092f61ff25fc,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.00312297,0.693391383,0.574575782,1.07820141,1.34223664,dropD,1.31258099,1.47363591,1.72610903,dropD,1.47363591,dropD,1.72610903,dropD,11.4134722,1.3084946,1.36675383
554f4e554b20b5b2,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v1,default,outdoor_20260513/FULL-COMPARE/v1/layout.json,1.14239013,0.705303907,0.545490384,1.29106343,1.52376091,dropD,1.43522703,1.66381884,1.87380934,dropD,1.66381884,dropD,1.87380934,dropD,14.2470608,1.25633704,1.28871967
5bf668bcf4c8a159,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_last500_aligned.json,1.14884934,0.704737842,0.544703484,1.30140686,1.53232098,dropG,1.43677562,1.66671085,1.87978899,dropG,1.66671085,dropG,1.87978899,dropG,14.370019,1.25062144,1.2806993
5cfb884f33a3b279,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v4-io,default,outdoor_20260513/FULL-COMPARE-1000/v4-io/layout.json,1.14930654,0.705071867,0.544788599,1.3018744,1.53275955,dropG,1.43866984,1.66920149,1.88189185,dropG,1.66920149,dropG,1.88189185,dropG,14.4137831,1.25177208,1.28215248
60199a8d9263348f,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-td,first500,outdoor_20260513/FULL-COMPARE-500+500/v4-io-td/layout_first500.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,dropG,1.44185785,1.67389238,1.88585258,dropG,1.67389238,dropG,1.88585258,dropG,14.4898319,1.25403544,1.28538479
60af45be2893ac48,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v4-io,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v4-io/layout.json,1.18682597,0.676020265,0.551997364,1.37532055,1.58497667,dropG,1.53446453,1.82208467,2.01253748,dropG,1.82208467,dropG,2.01253748,dropG,16.9458504,1.29291452,1.32484363
6b01d25e57bd2355,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.16259003,0.585199833,0.633885562,1.36095595,1.55879521,dropC,1.49114784,1.79536736,1.98446012,dropH,1.80883145,dropC,1.98446012,dropC,16.1041107,1.28260849,1.3290889
6b676497df3bfb40,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,1.06869904,0.682544172,0.572634578,1.19001544,1.42991447,dropE,1.34576047,1.5545212,1.76847112,dropE,1.5545212,dropE,1.76847112,dropE,12.1886129,1.25925113,1.30630339
6b6a0714d7d56ce0,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-full,default,outdoor_20260513/FULL-COMPARE/v3full/layout.json,1.136178,0.709590614,0.550314367,1.27742326,1.5143255,dropA,1.42617422,1.63268542,1.8653003,dropG,1.6333636,dropA,1.8653003,dropA,14.0735054,1.25523837,1.27863931
6cd2e6cef6adf989,28052026_Erlangen_Smoke,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check,v1-old,default,28052026_Erlangen_Smoke/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,0.939314559,0.575678229,0.679744124,0.97751081,1.26300943,dropG,1.16488953,1.25776482,1.52862048,dropH,1.27246249,dropD,1.53554583,dropD,8.26949692,1.24014849,1.30173751
6d4f1bbc4dda2c76,Outdoor_LOS_3,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check,v3-full,default,Outdoor_LOS_3/solver/outputs/v1_to_v4_io_field_check/v3-full/layout.json,1.06332068,0.676729918,0.567852676,1.18531227,1.42510295,dropE,1.33071122,1.52252078,1.74764216,dropE,1.52252078,dropA,1.75237942,dropA,11.8935947,1.25146745,1.28448918
70c3a0630e953979,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v2,default,outdoor_20260513/FULL-COMPARE-1000/v2/layout.json,1.14148369,0.703120589,0.545390606,1.29143369,1.52304912,dropG,1.4399068,1.67564833,1.88654315,dropG,1.67564833,dropG,1.88654315,dropG,14.4740372,1.26143441,1.29751016
71be847711797af2,outdoor_v4_20260504,outdoor_v4_20260504/FULL-COMPARE,v4,default,outdoor_v4_20260504/FULL-COMPARE/v4/layout.json,1.09641711,0.549425662,0.697298586,1.22531044,1.4650898,dropB,1.36936436,1.54914057,1.80479634,dropF,1.56758475,dropB,1.80479634,dropB,12.8835411,1.24894472,1.27933681
76f5afe080a70214,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v5,default,outdoor_20260513/FULL-COMPARE-500/v5/layout.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,dropG,1.44185785,1.67389238,1.88585258,dropG,1.67389238,dropG,1.88585258,dropG,14.4898319,1.25403544,1.28538479
83427cf136699830,Garage_Test,Garage_Test/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_Test/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.11945456,0.58174634,0.627883196,1.30108452,1.5041337,dropH,1.43137395,1.72332954,1.90139651,dropH,1.72332954,dropH,1.90139651,dropH,14.5118313,1.27863515,1.32453312
891e606dde9b7a57,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-td,default,outdoor_20260513/FULL-COMPARE-500/v4-io-td/layout.json,1.1497744,0.705650449,0.544778526,1.30225003,1.5332309,dropG,1.44185785,1.67389238,1.88585258,dropG,1.67389238,dropG,1.88585258,dropG,14.4898319,1.25403544,1.28538479
8a83c9a6e6976cc7,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-full,default,outdoor_20260513/FULL-COMPARE-500/v3-full/layout.json,1.1378867,0.70950067,0.549803555,1.28027618,1.51640737,dropG,1.42890036,1.64003694,1.86288321,dropG,1.64003694,dropG,1.86288321,dropG,14.0753088,1.25574924,1.28100246
90ad2c644e87038c,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io-roto,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io-roto/layout_last500_aligned.json,1.14923352,0.701169372,0.543878376,1.3038888,1.53404903,dropC,1.43056375,1.6438868,1.87618613,dropG,1.64787519,dropC,1.87618613,dropC,14.3313389,1.24479814,1.26381574
922a7045c2bcb065,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v2,default,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v2/layout.json,1.17631034,0.700521529,0.557274103,1.34374285,1.56324649,dropD,1.5062639,1.77739167,1.95782804,dropD,1.77739167,dropG,1.96987379,dropG,16.0807457,1.28049873,1.32271712
92f2b5d9018df4df,outdoor_20260513,outdoor_20260513/FULL-COMPARE-1000,v3-full,default,outdoor_20260513/FULL-COMPARE-1000/v3-full/layout.json,1.136178,0.709590614,0.550314367,1.27742326,1.5143255,dropA,1.42617422,1.63268542,1.8653003,dropG,1.6333636,dropA,1.8653003,dropA,14.0735054,1.25523837,1.27863931
959530dd2fe8fe5a,Outdoor_LOS,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check,v3-lite,us_height,Outdoor_LOS/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout_us_height.json,1.17381227,0.696041465,0.55745697,1.34285676,1.56113338,dropD,1.51045164,1.7625699,1.96948302,dropD,1.7625699,dropD,1.96948302,dropD,16.059742,1.28679149,1.31255243
962c234ac912e5c4,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v5,consensus,outdoor_20260513/FULL-COMPARE-500+500/v5/layout_consensus.json,1.14932485,0.705197036,0.544742465,1.30185568,1.53277981,dropG,1.43931205,1.67025495,1.88283193,dropG,1.67025495,dropG,1.88283193,dropG,14.4309626,1.25231091,1.28298011
9b125fc84ecb0d4d,Outdoor_LOS_2,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check,v1-old,us_height,Outdoor_LOS_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout_us_height.json,1.06415539,0.690815926,0.571702003,1.17756498,1.41988063,dropD,1.38312569,1.59981847,1.81400061,dropD,1.59981847,dropD,1.81400061,dropD,13.0062475,1.29974034,1.3585819
9b541380fd15fbb5,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v1-old,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v1-old/layout.json,1.1052993,0.549310088,0.705441117,1.23275328,1.47596562,dropA,1.39852449,1.60216069,1.8331815,dropA,1.60216069,dropA,1.8331815,dropA,13.4658432,1.26529031,1.29966046
9d1956ebc0dabee6,Garage_test_2,Garage_test_2/solver/outputs/v1_to_v4_io_field_check,v3-full,us_height,Garage_test_2/solver/outputs/v1_to_v4_io_field_check/v3-full/layout_us_height.json,1.14100337,0.619002402,0.682935655,1.28811443,1.51574576,dropF,1.47748952,1.727054,1.95342124,dropA,1.73423302,dropF,1.95342124,dropF,15.4681711,1.29490373,1.3463346
a06d00f4a02fdc1a,28052026_Erlangen_Official,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,0.881557155,0.589237094,0.65403986,0.890059114,1.19263482,dropH,1.0876403,1.15901804,1.44098222,dropH,1.15901804,dropH,1.44098222,dropH,6.83900404,1.23377173,1.30218097
a1212b41889ca213,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v2,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v2/layout_us_height.json,1.14176462,0.713452876,0.547281444,1.28359818,1.5202266,dropG,1.42443782,1.6171267,1.86583149,dropG,1.6171267,dropG,1.86583149,dropG,14.0854988,1.24757572,1.25983873
a150a9d2469318e1,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v3-full,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v3-full/layout_us_height.json,1.13547984,0.726664007,0.555773854,1.266155,1.50732017,dropG,1.41901876,1.59487724,1.85055745,dropG,1.59487724,dropG,1.85055745,dropG,13.8369312,1.24970846,1.25962243
a46dcba7a6dc6a8d,outdoor_20260513,outdoor_20260513/FULL-COMPARE,v3-lite,default,outdoor_20260513/FULL-COMPARE/v3lite/layout.json,1.1406416,0.70339632,0.545432448,1.29001188,1.52186239,dropG,1.43975759,1.67547989,1.88625336,dropG,1.67547989,dropG,1.88625336,dropG,14.4675989,1.26223486,1.29880966
a4ded69a125be721,outdoor_20260513,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000,v1-old,us_height,outdoor_20260513/reports/us_height_alignment_from_fgh_20260523/FULL-COMPARE-1000/v1-old/layout_us_height.json,1.14155015,0.708282411,0.545715094,1.28743911,1.52204752,dropD,1.43692096,1.65712881,1.87697935,dropD,1.65712881,dropD,1.87697935,dropD,14.3052282,1.25874536,1.28715121
a880c88dbf7036a1,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v3-lite,default,outdoor_20260513/FULL-COMPARE-500/v3-lite/layout.json,1.1407251,0.703761041,0.545392394,1.28993201,1.52186453,dropG,1.44132343,1.67777073,1.88830149,dropG,1.67777073,dropG,1.88830149,dropG,14.5070581,1.26351514,1.30066602
aad717661a728eef,Garage_test_nah_2,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check,v3-lite,default,Garage_test_nah_2/solver/outputs/v1_to_v4_io_field_check/v3-lite/layout.json,1.13470658,0.550800145,0.706186533,1.27791882,1.511307,dropH,1.4244903,1.66455722,1.86481988,dropH,1.66455722,dropH,1.86481988,dropH,14.059494,1.25538207,1.30255318
ab7a0d8a20dde4f5,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v1-old,consensus,outdoor_20260513/FULL-COMPARE-500+500/v1-old/layout_consensus.json,1.14238342,0.705509782,0.545511842,1.29094338,1.52366436,dropD,1.43535392,1.66449165,1.87404144,dropD,1.66449165,dropD,1.87404144,dropD,14.2514744,1.25645549,1.28936069
ae7bd10e25df5d89,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500+500,v4-io,last500_aligned,outdoor_20260513/FULL-COMPARE-500+500/v4-io/layout_last500_aligned.json,1.14884934,0.704737842,0.544703484,1.30140686,1.53232098,dropG,1.43677562,1.66671085,1.87978899,dropG,1.66671085,dropG,1.87978899,dropG,14.370019,1.25062144,1.2806993
b022bebf946d2d28,outdoor_20260513,outdoor_20260513/FULL-COMPARE-500,v4-io-wand,default,outdoor_20260513/FULL-COMPARE-500/v4-io-wand/layout.json,1.15030129,0.706647992,0.54475683,1.30255032,1.53367448,dropG,1.44204953,1.67567146,1.88734579,dropG,1.67567146,dropG,1.88734579,dropG,14.5139809,1.25362767,1.2864543
