L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,experiment_short
L10,A0,U4,P4,I7,T4,position_fusion,5,76.74198447290317,135.06923925408907,3.928012007948285,85.39801284147515,138.8862359430275,3.8169966889384055,0.8,96.73289874138861,23.660345349453173,116.56552710980407,395.1369539590193,X_A0_U4_P4_L10_I7_T4
L10,A0,U4,P4,I4,T4,position_fusion,5,76.90265368691209,135.4383327506132,2.745742585980319,86.46099480342983,138.8862359430275,3.447903192414276,1.0,96.3638052448645,23.642806293960337,116.43875201202654,391.75694376052854,X_A0_U4_P4_L10_I4_T4
L10,A0,U4,P4,I8,T4,position_fusion,5,77.33598804586852,135.6202518602622,2.6997368371114403,85.30643648647495,138.8862359430275,3.265984082765294,0.8,96.18188613521549,23.7617717845015,116.19273745846019,383.94191831479014,X_A0_U4_P4_L10_I8_T4
L10,A0,U4,P4,I5,T4,position_fusion,5,76.49752900527456,135.62514483933703,3.513574615342585,84.7147400897517,138.8862359430275,3.2610911036904553,0.8,96.17699315614065,23.558302648123583,116.32921705741103,394.07257676543645,X_A0_U4_P4_L10_I5_T4
L10,A0,U4,P4,I5,T3,position_fusion,5,76.07102281279249,135.89052554606593,2.852684630911644,84.8672736412327,138.8862359430275,2.995710396961556,0.8,95.91161244941176,23.61559786782426,116.27730064252117,399.173516353177,X_A0_U4_P4_L10_I5_T3
L11,A0,U4,P4,I5,T4,position_fusion,5,77.05823614277995,132.5973555127752,0.9285804884387215,85.72374318527967,138.8862359430275,6.288880430252254,1.0,99.20478248270247,23.511134430758414,115.76781505406214,382.18358497306195,X_A0_U4_P4_L11_I5_T4
L11,A0,U4,P4,I8,T4,position_fusion,5,76.75355185928622,133.6261991446349,3.9842747062372266,84.99262067727686,138.8862359430275,5.260036798392571,0.8,98.17593885084277,23.659003441870453,115.68216393478015,356.12968777442853,X_A0_U4_P4_L11_I8_T4
L11,A0,U4,P4,I6,T4,position_fusion,5,76.88203782518237,133.72133923729166,3.4888319550886084,85.23126066489985,138.8862359430275,5.164896705735833,1.0,98.08079875818603,23.505064334482704,115.25317464802087,417.2114766989719,X_A0_U4_P4_L11_I6_T4
L11,A0,U4,P4,I4,T4,position_fusion,5,75.43128140351496,133.75587801168052,2.908716084027055,85.3036757296451,138.8862359430275,5.130357931346941,1.0,98.04625998379716,23.645387801902796,115.99670165447196,399.11778934367993,X_A0_U4_P4_L11_I4_T4
L11,A0,U4,P4,I5,T3,position_fusion,5,77.23392223493386,134.0657749296575,1.1053034945837257,85.83238611555507,138.8862359430275,4.820461013369993,1.0,97.7363630658202,23.598510550849586,115.74500811256037,395.1505433546051,X_A0_U4_P4_L11_I5_T3
L12,A0,U4,P4,I5,T4,position_fusion,5,76.17353429708473,129.3928640739985,1.6009802738376424,85.17949641550015,138.8862359430275,9.493371869029,1.0,102.40927392147921,23.214145096868826,107.94928882864492,378.53683495561364,X_A0_U4_P4_L12_I5_T4
L12,A0,U4,P4,I5,T3,position_fusion,5,75.86826444397823,130.52911584948066,1.6668510133805239,84.76031246023892,138.8862359430275,8.35712009354682,1.0,101.27302214599703,23.412575743235415,109.8293018780652,389.5194800920652,X_A0_U4_P4_L12_I5_T3
L12,A0,U4,P4,I1,T4,position_fusion,5,75.90644797339945,132.54161672049386,1.74578076405146,84.32724348094453,138.8862359430275,6.344619222533635,1.0,99.26052127498384,23.72966239491089,116.06607470821635,408.2583481286373,X_A0_U4_P4_L12_I1_T4
L12,A0,U4,P4,I3,T4,position_fusion,5,75.30940025530371,133.25974353470826,1.193707693050422,84.07075971295447,138.8862359430275,5.626492408319217,1.0,98.54239446076943,23.587477530422824,115.41828429575848,395.25505216091375,X_A0_U4_P4_L12_I3_T4
L12,A0,U4,P4,I1,T3,position_fusion,5,76.28216604264564,133.93516611423084,1.7449644407934577,84.01795128774452,138.8862359430275,4.951069828796653,1.0,97.86697188124685,23.744193075078897,116.42576533118904,406.0563280061838,X_A0_U4_P4_L12_I1_T3
L13,A0,U4,P4,I5,T2,position_fusion,5,74.52492120452953,127.1618264887614,4.460813170288419,82.31310533376828,138.8862359430275,11.724409454266086,1.0,104.64031150671629,17.78372997550294,114.08737523867926,307.01731868493505,X_A0_U4_P4_L13_I5_T2
L13,A0,U4,P4,I5,T4,position_fusion,5,73.68385013213356,129.92140001619163,2.7535574118290866,82.88120060089248,138.8862359430275,8.964835926835837,1.0,101.88073797928605,22.86847371058139,102.47349957532734,393.5509431043952,X_A0_U4_P4_L13_I5_T4
L13,A0,U4,P4,I4,T4,position_fusion,5,75.2018149903732,130.34221142149553,2.1581068031961204,82.83483023253413,138.8862359430275,8.544024521531934,1.0,101.45992657398214,23.30418286242902,109.30153923569223,397.4779549344491,X_A0_U4_P4_L13_I4_T4
L13,A0,U4,P4,I3,T2,position_fusion,5,76.73574152047308,130.3864867855296,5.726452229975335,85.96638766524816,138.8862359430275,8.499749157497893,1.0,101.4156512099481,20.6539775326101,121.21489415597864,372.73047226925456,X_A0_U4_P4_L13_I3_T2
L13,A0,U4,P4,I2,T4,position_fusion,5,75.88099432613566,130.93045840819264,2.9023333149854937,83.37046033210696,138.8862359430275,7.955777534834851,1.0,100.87167958728506,23.53965374893957,114.37532808390245,392.310418856493,X_A0_U4_P4_L13_I2_T4
L14,A0,U4,P4,I6,T2,position_fusion,5,75.40009294759109,127.1075796757809,3.515994793366986,83.45964738406427,138.8862359430275,11.778656267246584,1.0,104.69455831969678,18.631782753024613,118.38417885977617,284.60122234289986,X_A0_U4_P4_L14_I6_T2
L14,A0,U4,P4,I3,T2,position_fusion,5,74.44860902137032,127.35256708207055,5.274202203244973,82.41180494764689,138.8862359430275,11.533668860956933,1.0,104.44957091340714,20.30975452639201,116.00663139012454,409.52781830642834,X_A0_U4_P4_L14_I3_T2
L14,A0,U4,P4,I4,T2,position_fusion,5,74.71695468220496,127.78874611244369,2.1430643046773383,82.54859920721933,138.8862359430275,11.097489830583797,1.0,104.013391883034,19.828358228848252,118.0312635924488,331.8157753590292,X_A0_U4_P4_L14_I4_T2
L14,A0,U4,P4,I8,T2,position_fusion,5,74.77791220481478,128.13056604164498,5.722823710382098,83.6802745940755,138.8862359430275,10.755669901382493,1.0,103.6715719538327,19.084254175158627,117.64944193566089,400.2893043448049,X_A0_U4_P4_L14_I8_T2
L14,A0,U4,P4,I6,T4,position_fusion,5,73.53108530899217,128.93167178111895,1.7723471002468825,81.99007375409572,138.8862359430275,9.954564161908545,1.0,102.87046621435874,23.04148169962273,108.85376656867349,388.41320119897927,X_A0_U4_P4_L14_I6_T4
L15,A0,U4,P4,I5,T2,position_fusion,5,71.54787970741639,120.94134240200171,7.595647927333594,78.43504911951,138.8862359430275,17.94489354102577,1.0,110.86079559347597,17.10464110430392,113.59874045724521,370.29841317790124,X_A0_U4_P4_L15_I5_T2
L15,A0,U4,P4,I3,T2,position_fusion,5,73.16337706588317,122.35163097398393,5.0771552605532415,80.26254896207698,138.8862359430275,16.53460496904356,1.0,109.45050702149376,20.05232923240636,114.40780725787843,402.2975442245255,X_A0_U4_P4_L15_I3_T2
L15,A0,U4,P4,I7,T2,position_fusion,5,74.62686483358576,124.81819635970552,3.695046339616832,82.38085629931875,138.8862359430275,14.068039583321953,1.0,106.98394163577215,20.616560902270447,111.51935934510698,372.561565620014,X_A0_U4_P4_L15_I7_T2
L15,A0,U4,P4,I5,T4,position_fusion,5,73.86448229619262,126.44863259113751,1.4060653608118223,82.82870068597155,138.8862359430275,12.437603351889962,1.0,105.35350540434017,22.728353769275678,108.99469286695964,435.1041794432434,X_A0_U4_P4_L15_I5_T4
L15,A0,U4,P4,I8,T2,position_fusion,5,75.70533689789308,126.51858872138307,3.249820515979866,83.9353871574724,138.8862359430275,12.367647221644418,1.0,105.28354927409461,18.58551198774764,112.584619417657,369.05155664580326,X_A0_U4_P4_L15_I8_T2
L16,A0,U4,P4,I5,T2,position_fusion,5,68.97208718918213,114.94037318282658,4.693714435827412,76.08845140604735,138.8862359430275,23.945862760200917,1.0,116.86176481265113,16.924635602253574,107.82490252379361,348.6700563789349,X_A0_U4_P4_L16_I5_T2
L16,A0,U4,P4,I3,T2,position_fusion,5,71.12873376188979,118.43414790325642,2.9821090413298093,77.85477060801655,138.8862359430275,20.45208803977108,1.0,113.36799009222129,19.73803185451466,109.26534352044769,333.47613777376637,X_A0_U4_P4_L16_I3_T2
L16,A0,U4,P4,I6,T2,position_fusion,5,73.00344195974384,121.13491758697322,1.9741231812485118,79.32483668471198,138.8862359430275,17.751318356054266,1.0,110.66722040850448,17.904060390356012,109.84794104901903,397.6784582250624,X_A0_U4_P4_L16_I6_T2
L16,A0,U4,P4,I8,T2,position_fusion,5,71.841634076271,122.93861092622842,3.530026235503604,80.69911016351313,138.8862359430275,15.947625016799062,1.0,108.86352706924927,18.272308849028963,111.0771077203608,314.36310349320775,X_A0_U4_P4_L16_I8_T2
L16,A0,U4,P4,I1,T2,position_fusion,5,72.96302403512982,123.55679027055139,5.816021492695761,81.19843805281093,138.8862359430275,15.329445672476101,1.0,108.24534772492629,20.45113651159417,119.45636858237336,352.99415599383894,X_A0_U4_P4_L16_I1_T2
L17,A0,U4,P4,I5,T4,position_fusion,5,75.25684452264667,130.20173063849333,5.809503868368144,82.06481167766225,138.8862359430275,8.684505304534156,1.0,101.60040735698436,23.219345763120117,107.67425550757252,400.3313913745096,X_A0_U4_P4_L17_I5_T4
L17,A0,U4,P4,I6,T4,position_fusion,5,75.53334717581991,131.03313450549862,2.568295650760328,83.59128834603518,138.8862359430275,7.853101437528858,1.0,100.76900348997906,23.367857413856864,113.40939926785697,408.7973216340538,X_A0_U4_P4_L17_I6_T4
L17,A0,U4,P4,I5,T3,position_fusion,5,75.41871578054044,131.90465217019448,5.0828263782307435,82.75499069617695,138.8862359430275,6.981583772833,1.0,99.89748582528321,23.41560651685763,111.807218730557,404.642619555574,X_A0_U4_P4_L17_I5_T3
L17,A0,U4,P4,I8,T4,position_fusion,5,75.03149621726337,132.35248198127704,3.6133194896365857,82.4220892956651,138.8862359430275,6.533753961750454,1.0,99.44965601420066,23.434292500606073,112.063179324753,408.54349492217034,X_A0_U4_P4_L17_I8_T4
L17,A0,U4,P4,I6,T3,position_fusion,5,75.54028479631647,132.36088173648682,2.1564485447039408,83.67997205074741,138.8862359430275,6.525354206540669,1.0,99.44125625899088,23.50771160657028,115.30017326764644,410.0962640039543,X_A0_U4_P4_L17_I6_T3
L18,A0,U4,P4,I6,T2,position_fusion,5,76.21537270135164,127.85132474997731,5.206402386588289,84.53259833756415,138.8862359430275,11.034911193050172,1.0,103.95081324550037,20.382363919769595,124.5772225831902,353.97163411329586,X_A0_U4_P4_L18_I6_T2
L18,A0,U4,P4,I8,T2,position_fusion,5,76.01496212882591,129.44364907357476,3.257229094265988,83.49820858497915,138.8862359430275,9.44258686945272,1.0,102.35848892190293,20.44227561082268,117.9560906368248,380.2005870527124,X_A0_U4_P4_L18_I8_T2
L18,A0,U4,P4,I6,T4,position_fusion,5,76.44865586322888,130.6722073568932,1.7181099643296995,84.00084035086083,138.8862359430275,8.214028586134294,1.0,101.12993063858451,23.37643869946973,113.80155095091996,415.40524265380634,X_A0_U4_P4_L18_I6_T4
L18,A0,U4,P4,I8,T4,position_fusion,5,75.37348542266656,130.73200503070112,2.87290698731575,82.81893058922932,138.8862359430275,8.154230912326387,1.0,101.0701329647766,23.364788485005317,111.7412392482423,418.85918354388986,X_A0_U4_P4_L18_I8_T4
L18,A0,U4,P4,I5,T4,position_fusion,5,74.89218279661186,130.84509978204156,3.390857845665465,82.30506291026397,138.8862359430275,8.041136160985943,1.0,100.95703821343615,23.182458220139342,109.21017472246606,421.91675743497717,X_A0_U4_P4_L18_I5_T4
L19,A0,U4,P4,I6,T2,position_fusion,5,72.28617391852049,118.84024955967519,6.069747619184616,79.34658768927486,138.8862359430275,20.045986383352314,1.0,112.96188843580254,17.740624439482605,112.18886338416128,334.16287031757435,X_A0_U4_P4_L19_I6_T2
L19,A0,U4,P4,I5,T2,position_fusion,5,71.87951324731416,119.95640406953092,5.014931661095128,79.53525592439621,138.8862359430275,18.929831873496568,1.0,111.84573392594677,16.634549362414635,110.34428214642006,370.8034794745934,X_A0_U4_P4_L19_I5_T2
L19,A0,U4,P4,I3,T2,position_fusion,5,71.01399992451385,121.17820089654649,1.96136042965611,79.49242157986266,138.8862359430275,17.70803504648099,1.0,110.6239370989312,19.734727420072335,111.7992522598887,363.1127126137273,X_A0_U4_P4_L19_I3_T2
L19,A0,U4,P4,I2,T2,position_fusion,5,72.10184783720425,123.06724333100392,6.584028678356648,81.53514621274928,138.8862359430275,15.818992612023575,1.0,108.73489466447379,20.225659114026826,116.99148996369975,414.19936151014133,X_A0_U4_P4_L19_I2_T2
L19,A0,U4,P4,I4,T2,position_fusion,5,72.11219316681704,124.5766692007979,5.9607916887967365,80.51364546403357,138.8862359430275,14.309566742229597,1.0,107.2254687946798,18.999479181809306,113.98233165564702,382.8990617008741,X_A0_U4_P4_L19_I4_T2
L2,A0,U4,P4,I5,T4,position_fusion,5,75.03066338906274,129.48072359311792,2.146039460801488,83.40243794358602,138.8862359430275,9.405512349909582,1.0,102.32141440235979,23.246471671648568,112.42451669624742,413.5197310683423,X_A0_U4_P4_L2_I5_T4
L2,A0,U4,P4,I5,T3,position_fusion,5,74.82136208460659,131.1865599203033,2.0109728592184775,83.69326962563949,138.8862359430275,7.699676022724168,1.0,100.61557807517438,23.426836171111795,113.69557338430062,414.2991674448473,X_A0_U4_P4_L2_I5_T3
L2,A0,U4,P4,I6,T4,position_fusion,5,75.10753047149353,131.53274016845225,2.9576299872875556,86.31419151909833,138.8862359430275,7.35349577457522,1.0,100.26939782702543,23.37576923181256,112.86073011974614,378.4015685248711,X_A0_U4_P4_L2_I6_T4
L2,A0,U4,P4,I6,T3,position_fusion,5,75.20874563191903,131.82919473605295,2.7023249359565376,85.64652022441635,138.8862359430275,7.057041206974532,1.0,99.97294325942474,23.511980730854884,114.55392843034372,390.54818757132637,X_A0_U4_P4_L2_I6_T3
L2,A0,U4,P4,I8,T4,position_fusion,5,75.57071587162135,131.964620290615,2.2821884053012247,83.6344721565131,138.8862359430275,6.9216156524124814,1.0,99.83751770486269,23.4783844140939,114.65296008743198,367.2351503247631,X_A0_U4_P4_L2_I8_T4
L3,A0,U4,P4,I5,T4,position_fusion,5,75.46928518555339,129.99701990310308,2.2688501629285525,84.16864910938361,138.8862359430275,8.88921603992442,1.0,101.80511809237463,23.082592009975805,112.89075698432255,412.2610584375658,X_A0_U4_P4_L3_I5_T4
L3,A0,U4,P4,I6,T4,position_fusion,5,75.9248918181504,130.62573137653118,1.820497278146413,85.0908185001508,138.8862359430275,8.260504566496298,1.0,101.1764066189465,23.209067253889913,111.98400216414693,369.36499810032865,X_A0_U4_P4_L3_I6_T4
L3,A0,U4,P4,I5,T3,position_fusion,5,75.28287281248765,131.3147053364509,1.4554725220201754,83.2986475972452,138.8862359430275,7.5715306065765615,1.0,100.48743265902677,23.330646431123462,113.10453546602143,413.36971447272737,X_A0_U4_P4_L3_I5_T3
L3,A0,U4,P4,I6,T3,position_fusion,5,76.08020459340378,131.81782225140662,1.7176385502019773,84.88837698047837,138.8862359430275,7.0684136916208615,1.0,99.98431574407107,23.4014393987896,113.1667016340272,386.2463955790057,X_A0_U4_P4_L3_I6_T3
L3,A0,U4,P4,I3,T4,position_fusion,5,75.60889288784021,132.3500322206882,2.614739933734737,83.49518942603592,138.8862359430275,6.536203722339269,1.0,99.45210577478947,23.48376863058196,113.12800068282372,394.2151220752771,X_A0_U4_P4_L3_I3_T4
L4,A0,U4,P4,I1,T4,position_fusion,5,76.89658638564343,133.56483892183982,5.2399675665752845,84.65935893647631,138.8862359430275,5.321397021187647,0.8,98.23729907363786,23.765683822218733,116.92615108114705,347.34703519646774,X_A0_U4_P4_L4_I1_T4
L4,A0,U4,P4,I7,T4,position_fusion,5,76.8187029154805,134.23491509181662,2.8104519428143675,85.05304847064359,138.8862359430275,4.651320851210874,1.0,97.56722290366108,23.75236366606103,116.54854688521925,344.88185536086104,X_A0_U4_P4_L4_I7_T4
L4,A0,U4,P4,I1,T3,position_fusion,5,76.21091379711945,134.535357829202,3.965302458722599,84.24873192976153,138.8862359430275,4.350878113825473,0.8,97.26678016627568,23.75503926981843,116.71244913664074,361.8736015636364,X_A0_U4_P4_L4_I1_T3
L4,A0,U4,P4,I6,T3,position_fusion,5,77.28849195490974,134.91369803640504,2.9318312435828884,86.51553130349222,138.8862359430275,3.9725379066224265,1.0,96.88843995907264,23.884568433894838,116.62635422557575,415.5275876897937,X_A0_U4_P4_L4_I6_T3
L4,A0,U4,P4,I2,T3,position_fusion,5,76.9229937395265,134.97994921200188,3.9087607391754844,85.20809769326563,138.8862359430275,3.9062867310255966,1.0,96.82218878347581,23.77444992283168,116.56150298988578,392.2923121015088,X_A0_U4_P4_L4_I2_T3
L5,A0,U4,P4,I5,T2,position_fusion,5,70.23499385508902,121.1393747543049,4.460942753133611,78.37604790423245,138.8862359430275,17.7468611887226,1.0,110.6627632411728,16.702395107291654,111.57394020012848,378.4430403545076,X_A0_U4_P4_L5_I5_T2
L5,A0,U4,P4,I3,T2,position_fusion,5,73.95323541110687,123.1084109581149,4.883088932515995,80.33386842326081,138.8862359430275,15.777824984912579,1.0,108.69372703736278,19.6221680871736,113.40870917138314,406.49941266988293,X_A0_U4_P4_L5_I3_T2
L5,A0,U4,P4,I4,T2,position_fusion,5,72.35078540414742,124.72929819457663,3.4578355388185464,80.08737158546369,138.8862359430275,14.156937748450849,1.0,107.07283980090105,19.032637499439403,114.74567370462049,311.19880174010143,X_A0_U4_P4_L5_I4_T2
L5,A0,U4,P4,I6,T2,position_fusion,5,71.46072215963754,125.69382987360066,5.148046780957796,81.05083539689232,138.8862359430275,13.192406069426829,1.0,106.10830812187703,17.714780890708578,114.81973204716981,387.4310936442228,X_A0_U4_P4_L5_I6_T2
L5,A0,U4,P4,I5,T4,position_fusion,5,73.72635074537483,125.84217206013133,1.2525591809105192,81.36084473548043,138.8862359430275,13.044063882896143,1.0,105.95996593534635,22.600290434958076,104.48103391910433,418.5841709017767,X_A0_U4_P4_L5_I5_T4
L7,A0,U4,P4,I0,T2,position_fusion,5,78.5756965816606,135.64548659332883,1.9168989984227707,87.62771386133701,138.8862359430275,3.240749349698649,1.0,96.15665140214885,23.844335598930957,118.76789541042879,371.7241009144306,X_A0_U4_P4_L7_I0_T2
L7,A0,U4,P4,I3,T4,position_fusion,5,77.67193144900236,135.86359347542162,1.322571307519177,85.10923146796429,138.8862359430275,3.0226424676058796,1.0,95.93854452005608,23.82474746981878,116.44296829658856,375.3591004775722,X_A0_U4_P4_L7_I3_T4
L7,A0,U4,P4,I8,T3,position_fusion,5,77.51326720848064,136.0224838499298,3.474587206930531,87.0262114666647,138.8862359430275,2.863752093097685,0.8,95.7796541455479,23.735384388396437,116.49060509817396,358.01145654415075,X_A0_U4_P4_L7_I8_T3
L7,A0,U4,P4,I3,T3,position_fusion,5,77.4016059650414,136.36835597969326,0.9946274484256343,85.2907477609107,138.8862359430275,2.5178799633342464,1.0,95.43378201578446,23.79004919236604,116.59830300745708,384.1328763069022,X_A0_U4_P4_L7_I3_T3
L7,A0,U4,P4,I8,T4,position_fusion,5,77.2720735954902,137.24995719155234,3.6752361970388443,86.91418077418794,138.8862359430275,1.6362787514751518,0.8,94.55218080392535,23.749983547180967,116.69926124900272,337.768065512454,X_A0_U4_P4_L7_I8_T4
L8,A0,U4,P4,I6,T5,position_fusion,5,76.92831631380213,135.49076707900116,0.8592020252813837,85.38832115022046,138.8862359430275,3.395468864026344,1.0,96.31137091647655,23.75675163590207,116.569467646424,386.581724644666,X_A0_U4_P4_L8_I6_T5
L8,A0,U4,P4,I8,T5,position_fusion,5,77.83079511345537,135.86661021063796,4.419589765373612,85.94030249939205,138.8862359430275,3.0196257323895224,0.8,95.93552778483972,23.730216046554478,117.15671988807233,387.8625509646266,X_A0_U4_P4_L8_I8_T5
L8,A0,U4,P4,I7,T3,position_fusion,5,78.5683449592569,136.10814525651395,8.24593679076748,87.04933162543605,138.8862359430275,2.778090686513542,0.6,95.69399273896374,23.8326216430832,118.31947342645432,378.7197021626216,X_A0_U4_P4_L8_I7_T3
L8,A0,U4,P4,I0,T4,position_fusion,5,76.60605218813369,136.7057136676877,1.6610441059990302,85.30081624575568,138.8862359430275,2.18052227533978,1.0,95.09642432778999,23.74206594979442,116.80986962364906,393.8229087020428,X_A0_U4_P4_L8_I0_T4
L8,A0,U4,P4,I8,T3,position_fusion,5,80.27250815097008,136.80446033253511,6.291651305883339,89.3416478957325,138.8862359430275,2.0817756104923917,0.4,94.9976776629426,23.760191400731735,119.81204541850468,374.4276223523593,X_A0_U4_P4_L8_I8_T3
