L,A,R,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,b0_uwb_p95_mean,b0_delta_p95_mean,b0_improved_seed_fraction,radius_abs_mean,thickness_p95_mean,experiment_short
L16,A0,R2,I1,T7,range_fusion,5,568.4858502970104,842.7136336435884,8.598079712169447,603.66337197521,231.8021379954777,-610.9114956481108,0.0,138.01786146577146,183.8265931868362,X_A0_R2_L16_I1_T7
L18,A0,R3,I8,T7,range_fusion,5,559.4635671240137,842.8710853660137,11.485390896007832,591.4214968581562,231.8021379954777,-611.068947370536,0.0,141.9867373476445,174.19314379819673,X_A0_R3_L18_I8_T7
L13,A0,R3,I8,T6,range_fusion,5,564.8345271028809,843.0291721785467,14.529052606126559,594.6228982358896,231.8021379954777,-611.227034183069,0.0,141.53421123188332,178.5003719747391,X_A0_R3_L13_I8_T6
L2,A0,R4,I7,T9,range_fusion,5,539.4234727780592,843.1532082282587,46.213033417623365,572.8359175284195,231.8021379954777,-611.351070232781,0.0,138.68010659731718,206.7898325040875,X_A0_R4_L2_I7_T9
L18,A0,R2,I3,T9,range_fusion,5,557.4488496549102,843.4613698021542,11.262141602567723,588.6757058167041,231.8021379954777,-611.6592318066765,0.0,138.17103956953923,175.53003349355274,X_A0_R2_L18_I3_T9
L18,A0,R4,I4,T6,range_fusion,5,565.6619500275008,844.4057688068542,16.708750033924378,596.1985557328392,231.8021379954777,-612.6036308113764,0.0,136.40045091508713,186.817848531304,X_A0_R4_L18_I4_T6
L5,A0,R3,I3,T6,range_fusion,5,567.280052134839,844.6315009620351,10.696447966745293,598.8096783309404,231.8021379954777,-612.8293629665575,0.0,140.52304032071322,181.67946682415965,X_A0_R3_L5_I3_T6
L3,A0,R2,I8,T7,range_fusion,5,571.0553532014857,844.7098768144958,8.982593605537344,596.8612661159387,231.8021379954777,-612.9077388190183,0.0,132.161110652679,195.09655544987203,X_A0_R2_L3_I8_T7
L13,A0,R2,I3,T7,range_fusion,5,572.7491719323697,844.8250192076933,11.979285327261108,599.7602855076104,231.8021379954777,-613.0228812122157,0.0,135.22519418316568,189.87493500576068,X_A0_R2_L13_I3_T7
L11,A0,R4,I4,T10,range_fusion,5,489.8552815058977,844.8671616614054,39.522641714093886,545.1511117232915,231.8021379954777,-613.0650236659277,0.0,142.0586746511425,234.5612327857982,X_A0_R4_L11_I4_T10
L2,A0,R3,I4,T9,range_fusion,5,547.4655826741396,845.0164971424034,24.876414341069847,580.0480294776669,231.8021379954777,-613.2143591469257,0.0,149.20790624702673,189.90848943148376,X_A0_R3_L2_I4_T9
L19,A0,R2,I4,T6,range_fusion,5,565.1282627984701,845.068307860424,13.154272854948479,592.9420816900141,231.8021379954777,-613.2661698649464,0.0,134.35361796198237,176.93079853728204,X_A0_R2_L19_I4_T6
L5,A0,R3,I1,T7,range_fusion,5,562.9415608254675,845.0933487841537,8.864288252877092,593.0165470760679,231.8021379954777,-613.291210788676,0.0,140.64852672067965,175.56393792052566,X_A0_R3_L5_I1_T7
L15,A0,R3,I2,T7,range_fusion,5,568.1564570593694,845.4136058212871,13.618812294802627,602.1202106357572,231.8021379954777,-613.6114678258094,0.0,141.5571828956932,181.20109661972657,X_A0_R3_L15_I2_T7
L0,A0,R2,I4,T8,range_fusion,5,572.9403511331525,845.4696954054455,0.0,601.0183966200676,231.8021379954777,-613.6675574099678,0.0,135.6624556645664,190.12251246906152,X_A0_R2_L0_I4_T8
L15,A0,R4,I0,T10,range_fusion,5,552.9370054463975,845.6106040898445,17.638799223954635,591.3444320362121,231.8021379954777,-613.8084660943668,0.0,145.60480983926874,196.95406639712525,X_A0_R4_L15_I0_T10
L2,A0,R2,I5,T7,range_fusion,5,543.9818916182414,845.654104809425,20.68844543766588,585.6230507198129,231.8021379954777,-613.8519668139473,0.0,139.48233665983327,190.9049299588032,X_A0_R2_L2_I5_T7
L16,A0,R2,I2,T7,range_fusion,5,563.0007362901584,845.8515082389574,18.943243793275172,599.2317084823195,231.8021379954777,-614.0493702434799,0.0,138.00791847342344,177.9008939926442,X_A0_R2_L16_I2_T7
L15,A0,R2,I4,T6,range_fusion,5,569.2299394471929,846.0510779466025,7.126790019248238,604.649585068862,231.8021379954777,-614.2489399511248,0.0,138.45912166050738,188.5450479902525,X_A0_R2_L15_I4_T6
L12,A0,R3,I6,T7,range_fusion,5,557.5582399909309,846.1659823565315,27.57961796482226,590.5167256580212,231.8021379954777,-614.3638443610539,0.0,144.1162101532935,189.30497650778514,X_A0_R3_L12_I6_T7
L14,A0,R4,I7,T6,range_fusion,5,555.155300483121,846.4517239476081,2.9056508776292516,590.8199528008292,231.8021379954777,-614.6495859521305,0.0,140.84692996510657,180.82743662977919,X_A0_R4_L14_I7_T6
L11,A0,R3,I8,T10,range_fusion,5,523.7959604369779,846.8346352322682,18.587199276002668,565.7770355555664,231.8021379954777,-615.0324972367905,0.0,140.92570971666896,225.66847914077727,X_A0_R3_L11_I8_T10
L1,A0,R3,I8,T8,range_fusion,5,573.9590644308231,846.9351454584059,5.054487923135571,601.6888447525178,231.8021379954777,-615.1330074629282,0.0,136.19232655330592,188.17596644981387,X_A0_R3_L1_I8_T8
L14,A0,R4,I6,T8,range_fusion,5,572.7488150477926,847.3135550087466,13.46668787098524,598.909373717527,231.8021379954777,-615.5114170132689,0.0,139.28096806695564,182.99105337174274,X_A0_R4_L14_I6_T8
L14,A0,R4,I2,T6,range_fusion,5,565.8479910493268,848.3899990729053,14.88777399544928,592.5499365807962,231.8021379954777,-616.5878610774275,0.0,137.1240826605296,188.17190342598457,X_A0_R4_L14_I2_T6
L12,A0,R3,I2,T10,range_fusion,5,533.8023657097607,848.5692990760338,32.80898270938085,567.1012616456794,231.8021379954777,-616.7671610805561,0.0,149.45824218754856,214.28233644936034,X_A0_R3_L12_I2_T10
L3,A0,R4,I7,T7,range_fusion,5,556.3643113755726,848.7239789591097,18.351300475635146,587.1936033718736,231.8021379954777,-616.921840963632,0.0,139.6127130062333,204.4400097331638,X_A0_R4_L3_I7_T7
L5,A0,R2,I2,T7,range_fusion,5,569.9469531226456,849.04678843211,16.633280484093184,599.2195582187854,231.8021379954777,-617.2446504366324,0.0,141.57451852055286,187.82850192716552,X_A0_R2_L5_I2_T7
L0,A0,R3,I3,T8,range_fusion,5,576.244988333071,849.5362213910321,0.0,604.812838034761,231.8021379954777,-617.7340833955544,0.0,138.1132527920985,187.3107882799117,X_A0_R3_L0_I3_T8
L13,A0,R4,I7,T6,range_fusion,5,564.0705266897223,849.5464692068459,31.261008416452302,599.9004158938294,231.8021379954777,-617.7443312113681,0.0,142.25263071895648,188.27399915510932,X_A0_R4_L13_I7_T6
L19,A0,R2,I1,T7,range_fusion,5,566.8128348120255,849.9103181284079,7.097083464926918,603.7339458521268,231.8021379954777,-618.1081801329302,0.0,136.17838169103067,186.2414670422293,X_A0_R2_L19_I1_T7
L0,A0,R4,I0,T6,range_fusion,5,575.3892507998387,849.9513493660986,0.0,606.5814964071673,231.8021379954777,-618.1492113706211,0.0,137.23459523008424,186.98213873703853,X_A0_R4_L0_I0_T6
L15,A0,R3,I1,T7,range_fusion,5,568.5685674566305,850.1572468879498,12.519744464304312,601.35843271943,231.8021379954777,-618.3551088924721,0.0,137.74723950183537,183.69476554021915,X_A0_R3_L15_I1_T7
L17,A0,R3,I3,T9,range_fusion,5,552.6408321338636,850.2669094546549,21.321234006158637,590.981061018521,231.8021379954777,-618.4647714591772,0.0,145.20685137800774,179.39344938224394,X_A0_R3_L17_I3_T9
L18,A0,R3,I1,T9,range_fusion,5,566.3622609082106,850.6976314429518,6.584821359676985,596.2871886195074,231.8021379954777,-618.895493447474,0.0,144.19410879542866,190.82116636495405,X_A0_R3_L18_I1_T9
L12,A0,R4,I7,T9,range_fusion,5,527.0137211805345,850.942567991044,20.77976615480259,574.1805329207107,231.8021379954777,-619.1404299955664,0.0,140.42916228667258,218.7815182632944,X_A0_R4_L12_I7_T9
L15,A0,R4,I8,T8,range_fusion,5,569.5735392358799,851.1356970012093,4.418031502112395,601.950396156274,231.8021379954777,-619.3335590057318,0.0,138.29162653468296,184.3348188966203,X_A0_R4_L15_I8_T8
L14,A0,R4,I1,T6,range_fusion,5,565.0641390940206,851.3545822994774,22.969311686061197,597.386137054013,231.8021379954777,-619.5524443039997,0.0,139.42331918089326,189.9066965950428,X_A0_R4_L14_I1_T6
L2,A0,R3,I6,T7,range_fusion,5,562.0787557472916,851.5367222379573,27.429010936166193,595.8668465478406,231.8021379954777,-619.7345842424796,0.0,141.33778290612946,194.57439071213065,X_A0_R3_L2_I6_T7
L18,A0,R3,I7,T9,range_fusion,5,564.9645409612801,851.8083823569777,15.305778308388298,595.4933287255204,231.8021379954777,-620.0062443615,0.0,137.95386184632724,183.27052315441264,X_A0_R3_L18_I7_T9
L2,A0,R4,I4,T7,range_fusion,5,553.1265066486096,851.8870953700671,25.50079833503433,583.4863699702718,231.8021379954777,-620.0849573745893,0.0,145.3980528521055,197.06510861063543,X_A0_R4_L2_I4_T7
L14,A0,R3,I4,T6,range_fusion,5,577.492750432441,851.9202924664318,11.985429823321082,606.4322077118698,231.8021379954777,-620.1181544709541,0.0,141.94076371840828,188.33567215443276,X_A0_R3_L14_I4_T6
L17,A0,R3,I5,T6,range_fusion,5,565.5459489269388,851.9962888307498,13.084232729466404,599.2316769603092,231.8021379954777,-620.1941508352722,0.0,141.36528142936777,187.9843245942691,X_A0_R3_L17_I5_T6
L18,A0,R2,I5,T6,range_fusion,5,570.0190708089109,852.0563827775413,14.80866230906136,602.1746846196495,231.8021379954777,-620.2542447820636,0.0,136.1960606687981,184.94624121563695,X_A0_R2_L18_I5_T6
L17,A0,R2,I6,T7,range_fusion,5,572.5918602609665,852.991455125701,17.46075874393739,601.6617661803681,231.8021379954777,-621.1893171302235,0.0,140.19190792696045,188.40737012840518,X_A0_R2_L17_I6_T7
L15,A0,R3,I3,T6,range_fusion,5,585.1694505677385,853.0439445220725,7.238943875903878,610.2051819111076,231.8021379954777,-621.2418065265949,0.0,141.92086397494148,192.81996834645116,X_A0_R3_L15_I3_T6
L19,A0,R3,I5,T8,range_fusion,5,575.2749593311054,853.372230696314,11.366616830443357,609.0521172931457,231.8021379954777,-621.5700927008363,0.0,139.7244651106433,187.78722906077832,X_A0_R3_L19_I5_T8
L11,A0,R3,I3,T10,range_fusion,5,556.6138783535715,853.5417062458043,29.714130267679792,589.7186262135049,231.8021379954777,-621.7395682503268,0.0,146.4298110201664,205.2549161807589,X_A0_R3_L11_I3_T10
L11,A0,R2,I8,T10,range_fusion,5,531.3627067276778,853.6187173417678,21.33439948800038,569.2263085848292,231.8021379954777,-621.8165793462902,0.0,139.54197861997818,223.56590379779308,X_A0_R2_L11_I8_T10
L15,A0,R2,I7,T7,range_fusion,5,564.1491922510685,853.661807587882,15.030952158526656,601.6700572222995,231.8021379954777,-621.8596695924043,0.0,136.33768437156,191.2206039734312,X_A0_R2_L15_I7_T7
L18,A0,R2,I8,T7,range_fusion,5,569.8785908068095,853.912558230904,11.337371210723298,602.9450649587753,231.8021379954777,-622.1104202354263,0.0,141.73279055870384,187.82651134084347,X_A0_R2_L18_I8_T7
L5,A0,R4,I0,T10,range_fusion,5,543.4069380211655,853.95363803282,15.239600179418224,587.6513699750645,231.8021379954777,-622.1515000373423,0.0,145.25582209440225,206.4049479048277,X_A0_R4_L5_I0_T10
L16,A0,R3,I5,T8,range_fusion,5,577.5943357605306,854.252036314356,11.806631239947517,611.1985657079712,231.8021379954777,-622.4498983188782,0.0,141.63554030833288,190.5700539493732,X_A0_R3_L16_I5_T8
L3,A0,R4,I3,T6,range_fusion,5,566.286129080234,854.5220785720828,16.798466210128318,599.9434435511827,231.8021379954777,-622.7199405766052,0.0,135.7397919695922,193.03613060279463,X_A0_R4_L3_I3_T6
L19,A0,R2,I3,T6,range_fusion,5,579.378908577138,854.5290437678229,10.39894358722717,610.444483377162,231.8021379954777,-622.7269057723453,0.0,137.93495370957072,192.8616560622543,X_A0_R2_L19_I3_T6
L17,A0,R3,I1,T9,range_fusion,5,572.6383316252466,854.8215188362021,25.72891971332147,607.6409819956929,231.8021379954777,-623.0193808407245,0.0,137.38034794056404,195.99050266939577,X_A0_R3_L17_I1_T9
L3,A0,R2,I7,T9,range_fusion,5,561.3622421185489,854.9922013244619,18.280361203896696,592.6997141671784,231.8021379954777,-623.1900633289843,0.0,139.7063663339949,199.68401994302448,X_A0_R2_L3_I7_T9
L12,A0,R2,I2,T10,range_fusion,5,538.9721758950033,855.1773900691362,29.451526804379075,574.0913469757867,231.8021379954777,-623.3752520736585,0.0,152.0524088640585,207.77884271028614,X_A0_R2_L12_I2_T10
L18,A0,R3,I2,T9,range_fusion,5,564.3148588962379,855.8059217225667,18.11587258641098,595.841414521607,231.8021379954777,-624.0037837270891,0.0,138.99209744877862,201.53616817176504,X_A0_R3_L18_I2_T9
L5,A0,R3,I5,T8,range_fusion,5,576.4462693624537,855.8693430859867,11.436190844152076,606.3430172875157,231.8021379954777,-624.067205090509,0.0,137.20995800862102,189.70808008632574,X_A0_R3_L5_I5_T8
L2,A0,R3,I1,T10,range_fusion,5,529.7220326684653,856.0667819755461,20.44644768534198,569.5326921833733,231.8021379954777,-624.2646439800684,0.0,145.92536313162904,209.7255038480095,X_A0_R3_L2_I1_T10
L12,A0,R4,I4,T6,range_fusion,5,569.4042190086382,856.3058872597989,22.014858315907603,603.2550569527924,231.8021379954777,-624.5037492643212,0.0,136.20328841546072,194.54711953917447,X_A0_R4_L12_I4_T6
L2,A0,R2,I4,T9,range_fusion,5,558.3869638873396,856.3994491987621,24.93497247971479,587.673257985967,231.8021379954777,-624.5973112032846,0.0,145.35119047016525,194.5892209185705,X_A0_R2_L2_I4_T9
L16,A0,R2,I3,T6,range_fusion,5,585.2792820628404,856.6487310041244,14.840658774913944,618.3216163488121,231.8021379954777,-624.8465930086467,0.0,141.0021806610968,196.06157279282934,X_A0_R2_L16_I3_T6
L5,A0,R2,I3,T6,range_fusion,5,577.4827564224203,857.2992846197518,11.896916576931298,611.2466207307853,231.8021379954777,-625.4971466242741,0.0,140.84260823756264,197.29483861685046,X_A0_R2_L5_I3_T6
L1,A0,R4,I1,T8,range_fusion,5,578.4533938964289,857.4114947901289,10.421704575054628,612.7136655968189,231.8021379954777,-625.6093567946513,0.0,141.05559802241942,188.10520276889497,X_A0_R4_L1_I1_T8
L12,A0,R4,I8,T6,range_fusion,5,552.8413451732774,857.4322163204821,33.2590851739804,591.1595980038419,231.8021379954777,-625.6300783250044,0.0,133.3594894504786,198.5969416966962,X_A0_R4_L12_I8_T6
L2,A0,R3,I8,T7,range_fusion,5,574.3157782148126,857.4951803128108,11.78324764946242,606.1762168211138,231.8021379954777,-625.693042317333,0.0,140.84653718407384,200.7575200865585,X_A0_R3_L2_I8_T7
L17,A0,R4,I3,T7,range_fusion,5,557.5809254483738,857.5989006521788,21.495112802708906,594.9104011086584,231.8021379954777,-625.796762656701,0.0,141.27599725335182,180.9614028284138,X_A0_R4_L17_I3_T7
L3,A0,R3,I4,T7,range_fusion,5,571.7305465891374,857.9053132201185,14.828085550715613,606.9591738352459,231.8021379954777,-626.103175224641,0.0,139.48927200031025,192.29615255319078,X_A0_R3_L3_I4_T7
L18,A0,R4,I7,T7,range_fusion,5,569.4493754826024,857.9365610208431,14.580831264425125,599.5900006780029,231.8021379954777,-626.1344230253655,0.0,135.10653276615275,188.3295165849982,X_A0_R4_L18_I7_T7
L13,A0,R2,I8,T6,range_fusion,5,574.6503851078112,858.5717557408491,12.612089063280408,607.2934068061891,231.8021379954777,-626.7696177453714,0.0,139.07541677938397,188.42946798162117,X_A0_R2_L13_I8_T6
L15,A0,R2,I2,T7,range_fusion,5,577.1267699844191,858.6097490124245,12.46790693400882,613.1176428065,231.8021379954777,-626.8076110169469,0.0,138.1820376208172,189.5767386215304,X_A0_R2_L15_I2_T7
L17,A0,R3,I8,T7,range_fusion,5,572.4934571378557,858.710952516595,16.107805253424562,605.5914631860717,231.8021379954777,-626.9088145211174,0.0,138.95530163822977,189.89866272815783,X_A0_R3_L17_I8_T7
L19,A0,R3,I7,T6,range_fusion,5,583.1957623999125,858.9602246987673,16.41038367869684,614.4661251404206,231.8021379954777,-627.1580867032898,0.0,140.971466636294,192.2332864772402,X_A0_R3_L19_I7_T6
L5,A0,R2,I1,T7,range_fusion,5,573.5877100505107,859.0105496984297,6.620105475534618,603.510553230366,231.8021379954777,-627.2084117029519,0.0,138.92439240826715,189.49036026260075,X_A0_R2_L5_I1_T7
L18,A0,R4,I1,T7,range_fusion,5,571.8158437308957,859.0485194723648,7.967573381100095,599.8974207786449,231.8021379954777,-627.2463814768871,0.0,139.42957842617085,190.89461935390779,X_A0_R4_L18_I1_T7
L13,A0,R4,I2,T6,range_fusion,5,569.0931136105604,859.6584962582416,17.36093813098341,598.6949883329105,231.8021379954777,-627.8563582627639,0.0,132.10873265299279,192.8661757395662,X_A0_R4_L13_I2_T6
L12,A0,R2,I6,T7,range_fusion,5,567.3551217963876,860.1552537398799,27.781273649307558,600.8667442935409,231.8021379954777,-628.3531157444022,0.0,138.67377002909026,195.22747455470682,X_A0_R2_L12_I6_T7
L2,A0,R3,I3,T9,range_fusion,5,560.327145819173,860.1747409714347,15.851399922287287,593.212562156375,231.8021379954777,-628.3726029759571,0.0,144.57782719567362,196.98547022169072,X_A0_R3_L2_I3_T9
L11,A0,R4,I8,T9,range_fusion,5,539.9522726003203,860.7396865139874,25.52742270975259,574.3491562487825,231.8021379954777,-628.9375485185097,0.0,137.7354064429006,222.51951411307428,X_A0_R4_L11_I8_T9
L5,A0,R4,I4,T8,range_fusion,5,578.6950528791491,860.7804353318477,7.348050446640738,609.2270684536234,231.8021379954777,-628.9782973363701,0.0,138.90055273457747,192.37701447777675,X_A0_R4_L5_I4_T8
L14,A0,R4,I8,T8,range_fusion,5,584.6753158132065,860.7894808363147,6.058817175440028,615.4534821274531,231.8021379954777,-628.9873428408371,0.0,143.836297548845,189.01569569377978,X_A0_R4_L14_I8_T8
L18,A0,R4,I2,T7,range_fusion,5,569.4185062268758,861.2371218419046,18.410952610644124,600.0551280294985,231.8021379954777,-629.434983846427,0.0,136.1777762390571,201.85921099928126,X_A0_R4_L18_I2_T7
L12,A0,R3,I5,T6,range_fusion,5,557.4249768466383,861.3740052286357,25.414577022042653,597.9163466331403,231.8021379954777,-629.5718672331581,0.0,139.09013922098427,191.69007802972996,X_A0_R3_L12_I5_T6
L2,A0,R2,I1,T10,range_fusion,5,535.4911438765259,861.4032221874601,20.7567805609164,579.1446281417764,231.8021379954777,-629.6010841919824,0.0,147.18910245388562,204.05825360456987,X_A0_R2_L2_I1_T10
L17,A0,R4,I1,T7,range_fusion,5,576.4083319148543,861.4198747833825,26.882920717109524,612.083317882651,231.8021379954777,-629.6177367879047,0.0,136.01479510037882,199.71572715312445,X_A0_R4_L17_I1_T7
L16,A0,R3,I7,T6,range_fusion,5,589.9495280453752,861.4349369425188,12.32583156387669,619.9248200728712,231.8021379954777,-629.6327989470412,0.0,140.20551753999007,191.77611645068913,X_A0_R3_L16_I7_T6
L13,A0,R4,I6,T8,range_fusion,5,569.251543109313,861.4781005775891,7.246653923283378,606.5683551762586,231.8021379954777,-629.6759625821115,0.0,136.72276174866624,189.0193473594788,X_A0_R4_L13_I6_T8
L2,A0,R2,I6,T7,range_fusion,5,570.9638707184338,861.6424531565553,27.009032839745036,606.0940629739077,231.8021379954777,-629.8403151610777,0.0,137.4596126638167,199.12939063466015,X_A0_R2_L2_I6_T7
L17,A0,R3,I7,T9,range_fusion,5,572.0452719487023,862.0446151549846,20.869393447003855,601.7408243002126,231.8021379954777,-630.242477159507,0.0,139.99113693506092,193.23431147971127,X_A0_R3_L17_I7_T9
L12,A0,R4,I2,T9,range_fusion,5,545.0402672185929,862.2218113346477,26.76064060920469,581.2272937721109,231.8021379954777,-630.41967333917,0.0,146.27608974162314,206.57414274320703,X_A0_R4_L12_I2_T9
L1,A0,R2,I8,T8,range_fusion,5,586.0271985995416,862.6354488151912,4.2305862394755644,613.4996882516219,231.8021379954777,-630.8333108197136,0.0,139.2488238698424,192.1095354887404,X_A0_R2_L1_I8_T8
L13,A0,R4,I1,T6,range_fusion,5,582.1344086253378,862.6773572280897,6.542962123383279,608.7245820188529,231.8021379954777,-630.8752192326122,0.0,139.99813532781582,194.23709296204214,X_A0_R4_L13_I1_T6
L18,A0,R2,I7,T9,range_fusion,5,572.477626311281,862.7132498933939,14.25738528407223,604.4853499633151,231.8021379954777,-630.9111118979162,0.0,134.80927211459507,191.27571992147105,X_A0_R2_L18_I7_T9
L13,A0,R3,I4,T6,range_fusion,5,578.464610438363,863.2462721987094,9.601893665841713,612.3043785804086,231.8021379954777,-631.4441342032317,0.0,142.33404435496965,192.4887614281947,X_A0_R3_L13_I4_T6
L14,A0,R3,I3,T6,range_fusion,5,595.892116775252,863.3584065235034,10.913917022124021,624.9666162438045,231.8021379954777,-631.5562685280258,0.0,140.39564066010317,191.9083050801283,X_A0_R3_L14_I3_T6
L18,A0,R3,I4,T7,range_fusion,5,582.5284749262855,863.7128779060934,16.007956592728874,615.0087527806533,231.8021379954777,-631.9107399106157,0.0,139.27849275304143,194.4351988002265,X_A0_R3_L18_I4_T7
L11,A0,R2,I3,T10,range_fusion,5,564.9105597672789,863.910090241473,28.26092325082892,597.5158445717609,231.8021379954777,-632.1079522459953,0.0,142.2708018484571,208.16995393670268,X_A0_R2_L11_I3_T10
L15,A0,R2,I1,T7,range_fusion,5,580.0514153817765,863.9749576214447,11.098591203889965,611.691250984816,231.8021379954777,-632.1728196259669,0.0,136.65283604775658,197.99491638819032,X_A0_R2_L15_I1_T7
L14,A0,R2,I4,T6,range_fusion,5,587.5477444568498,863.9873885778385,12.520195870204173,618.6880348104235,231.8021379954777,-632.1852505823608,0.0,146.1323604440849,199.12804044175948,X_A0_R2_L14_I4_T6
L5,A0,R3,I7,T6,range_fusion,5,591.4559947448877,864.0368960506742,10.655599128974135,614.7092890480749,231.8021379954777,-632.2347580551965,0.0,146.35117238174556,192.4076895442908,X_A0_R3_L5_I7_T6
L17,A0,R2,I3,T9,range_fusion,5,562.726682495969,864.3396455142531,22.091040824951687,599.6637228136077,231.8021379954777,-632.5375075187756,0.0,140.2830332469021,181.82771280799062,X_A0_R2_L17_I3_T9
L18,A0,R2,I1,T9,range_fusion,5,575.5220440363287,864.3960269391804,8.65543100573643,603.1533650971239,231.8021379954777,-632.5938889437027,0.0,142.22654762783932,190.5645958950568,X_A0_R2_L18_I1_T9
L17,A0,R2,I5,T6,range_fusion,5,572.6838592352032,864.7841370084082,13.744800632216759,609.1423233409843,231.8021379954777,-632.9819990129304,0.0,140.31450470972226,194.88930146298617,X_A0_R2_L17_I5_T6
L16,A0,R4,I4,T8,range_fusion,5,583.1318067023442,865.1775449861019,9.868771070949991,613.8022043922268,231.8021379954777,-633.3754069906242,0.0,141.9207080630488,191.60207626276832,X_A0_R4_L16_I4_T8
L15,A0,R3,I5,T8,range_fusion,5,587.3834611026779,865.2086288195899,8.53666359750598,617.5113256766228,231.8021379954777,-633.4064908241122,0.0,142.5492315062226,192.22404212514857,X_A0_R3_L15_I5_T8
L0,A0,R2,I3,T8,range_fusion,5,587.9369744946247,865.5819594791117,0.0,615.2829575868944,231.8021379954777,-633.779821483634,0.0,140.00844048453743,189.97895334286773,X_A0_R2_L0_I3_T8
L14,A0,R3,I7,T7,range_fusion,5,573.6521819052539,865.6534977095431,5.195030782832669,605.0052908410277,231.8021379954777,-633.8513597140654,0.0,140.74253304121748,188.22876763750088,X_A0_R3_L14_I7_T7
L18,A0,R2,I2,T9,range_fusion,5,575.546725661987,866.3363353223256,19.69135581209361,604.8749950731846,231.8021379954777,-634.5341973268479,0.0,138.85469109970455,198.7660255374368,X_A0_R2_L18_I2_T9
L2,A0,R4,I3,T7,range_fusion,5,564.9515766396312,866.5002424581911,15.27005868034227,597.0521289870189,231.8021379954777,-634.6981044627134,0.0,141.6520967479909,195.44400332609308,X_A0_R4_L2_I3_T7
L3,A0,R3,I1,T9,range_fusion,5,561.6424553692609,866.5675129813211,10.558613218369716,599.6930480093072,231.8021379954777,-634.7653749858434,0.0,144.94008449062193,198.32002062701747,X_A0_R3_L3_I1_T9
L17,A0,R2,I1,T9,range_fusion,5,578.4684850352427,866.7664524132181,28.330566180436474,615.4372064410027,231.8021379954777,-634.9643144177404,0.0,136.5508158409746,199.42991724238968,X_A0_R2_L17_I1_T9
L19,A0,R4,I4,T8,range_fusion,5,577.462935596229,866.9254401218401,14.790436704930594,611.7299855743256,231.8021379954777,-635.1233021263623,0.0,139.82436051838903,190.43174322152382,X_A0_R4_L19_I4_T8
L15,A0,R2,I3,T6,range_fusion,5,596.1085732693784,867.0873763653092,7.9050512608893335,622.461282682563,231.8021379954777,-635.2852383698315,0.0,142.20770164235827,198.50953754207663,X_A0_R2_L15_I3_T6
L14,A0,R3,I2,T7,range_fusion,5,578.0323144497336,867.2243721835581,14.071933810497137,607.0240281060683,231.8021379954777,-635.4222341880804,0.0,140.76462551877862,195.60495557812132,X_A0_R3_L14_I2_T7
L19,A0,R3,I2,T6,range_fusion,5,586.2780386514772,867.7165847665353,7.740899808546751,617.9496423217286,231.8021379954777,-635.9144467710577,0.0,141.96222115104752,192.80913794971826,X_A0_R3_L19_I2_T6
L15,A0,R4,I4,T8,range_fusion,5,583.8949968235399,867.7387906999109,5.617385207745668,623.5124338669568,231.8021379954777,-635.9366527044333,0.0,143.19940412539341,194.6559967567197,X_A0_R4_L15_I4_T8
L16,A0,R2,I5,T8,range_fusion,5,589.8702225109238,867.8748141315651,11.850418429872084,620.6031178421401,231.8021379954777,-636.0726761360874,0.0,144.61087046127332,191.82927792887662,X_A0_R2_L16_I5_T8
L17,A0,R4,I4,T6,range_fusion,5,578.4236126160016,868.0928963063403,16.425581528900413,613.6851383811423,231.8021379954777,-636.2907583108627,0.0,135.58172149686578,197.37972803484905,X_A0_R4_L17_I4_T6
L3,A0,R3,I6,T6,range_fusion,5,570.8640177300151,868.1874026590212,14.981211172162363,601.8037539879912,231.8021379954777,-636.3852646635436,0.0,138.36118248177928,185.95378087689397,X_A0_R3_L3_I6_T6
L19,A0,R2,I5,T8,range_fusion,5,587.8400293497268,868.2659145388379,12.351828542481718,617.3955695451423,231.8021379954777,-636.4637765433603,0.0,142.83225137653045,190.567148742352,X_A0_R2_L19_I5_T8
L3,A0,R3,I2,T9,range_fusion,5,563.8470679578979,869.110798986482,12.225874378511095,600.288158322032,231.8021379954777,-637.3086609910044,0.0,142.9015312922422,204.08409576544747,X_A0_R3_L3_I2_T9
L2,A0,R2,I8,T7,range_fusion,5,585.3078994670957,869.4842064745559,13.44968362810465,615.5031922548055,231.8021379954777,-637.6820684790782,0.0,138.4050349670628,205.89716246913002,X_A0_R2_L2_I8_T7
L5,A0,R2,I5,T8,range_fusion,5,587.7507066529593,869.5913961754144,11.620688417147472,616.3929198538763,231.8021379954777,-637.7892581799367,0.0,140.91557582471336,189.97868469737915,X_A0_R2_L5_I5_T8
L17,A0,R4,I7,T7,range_fusion,5,576.328383759366,870.0891506518958,21.028349176777535,604.6356971991912,231.8021379954777,-638.2870126564181,0.0,135.77349902850182,198.5104375492255,X_A0_R4_L17_I7_T7
L0,A0,R3,I2,T8,range_fusion,5,591.0455424618551,870.1276125890688,0.0,618.115218947279,231.8021379954777,-638.3254745935911,0.0,143.16892983673534,190.7507914493904,X_A0_R3_L0_I2_T8
L0,A0,R3,I7,T8,range_fusion,5,591.0455424618551,870.1276125890688,0.0,618.115218947279,231.8021379954777,-638.3254745935911,0.0,143.16892983673534,190.7507914493904,X_A0_R3_L0_I7_T8
