L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,experiment_short
L14,A0,U4,P2,I3,T5,position_fusion,5,96.29211555028864,183.05903964119875,0.6879603922655961,109.93641960413206,191.34655064695076,8.287511005751998,1.0,48.74309835427893,50.49872515629785,140.29014097251687,192.5146791037956,X_A0_U4_P2_L14_I3_T5
L15,A0,U4,P2,I3,T5,position_fusion,5,95.68473699172036,183.06850930118608,1.5457131449012054,109.0947641635257,191.34655064695076,8.278041345764695,1.0,48.733628694291625,50.39699833389335,140.2140092452642,194.6844858119045,X_A0_U4_P2_L15_I3_T5
L15,A0,U4,P1,I0,T4,position_fusion,5,88.60282796917792,171.31162067236625,0.9589893127264362,103.48877818932404,179.58127537090328,8.269654698537062,1.0,60.490517323111476,51.569277400738805,133.20787612930758,251.65724796978196,X_A0_U4_P1_L15_I0_T4
L15,A0,U4,P4,I7,T4,position_fusion,5,74.85348412107098,130.62079472347486,2.7584324111211562,83.4085126974808,138.8862359430275,8.265441219552619,1.0,101.18134327200282,23.40130883284778,110.41619099270629,406.25509802552943,X_A0_U4_P4_L15_I7_T4
L3,A0,U4,P4,I6,T4,position_fusion,5,75.9248918181504,130.62573137653118,1.820497278146413,85.0908185001508,138.8862359430275,8.260504566496298,1.0,101.1764066189465,23.209067253889913,111.98400216414693,369.36499810032865,X_A0_U4_P4_L3_I6_T4
L16,A0,U4,P2,I7,T5,position_fusion,5,96.2465729970554,183.09491535452887,0.7489209746219005,109.43421094490898,191.34655064695076,8.251635292421884,1.0,48.707222640948814,50.47042803196095,140.32537279475557,193.5240255291826,X_A0_U4_P2_L16_I7_T5
L15,A0,U4,P2,I7,T5,position_fusion,5,96.25871505396428,183.09916465063458,0.9533825522629382,109.62865090602679,191.34655064695076,8.2473859963162,1.0,48.70297334484313,50.55143188386547,140.39935316068417,191.84293575386684,X_A0_U4_P2_L15_I7_T5
L11,A0,U4,P3,I3,T5,position_fusion,5,96.32307611002004,192.05035050688525,0.3721986640860135,113.95149874568374,200.2766290041533,8.22627849726805,1.0,39.751787488592434,52.5677246773419,152.4592582586021,128.08134368677673,X_A0_U4_P3_L11_I3_T5
L18,A0,U4,P4,I6,T4,position_fusion,5,76.44865586322888,130.6722073568932,1.7181099643296995,84.00084035086083,138.8862359430275,8.214028586134294,1.0,101.12993063858451,23.37643869946973,113.80155095091996,415.40524265380634,X_A0_U4_P4_L18_I6_T4
L15,A0,U4,P2,I0,T4,position_fusion,5,95.69780252665976,183.13734491871418,2.196870293556223,110.64706041297725,191.34655064695076,8.2092057282366,1.0,48.66479307676353,50.74669704785027,141.2631489675411,185.7792888181272,X_A0_U4_P2_L15_I0_T4
L13,A0,U4,P1,I3,T5,position_fusion,5,88.38474748824453,171.37391366971596,0.493312314589873,103.75964313785819,179.58127537090328,8.207361701187319,1.0,60.42822432576172,51.478003488433345,133.01618282068281,257.92928703122845,X_A0_U4_P1_L13_I3_T5
L1,A0,U4,P3,I0,T5,position_fusion,5,96.18542900981915,192.077989188068,0.12130196632416268,113.52274139322758,200.2766290041533,8.198639816085324,1.0,39.72414880740971,52.5102557381188,151.75148084488208,130.485535008632,X_A0_U4_P3_L1_I0_T5
L1,A0,U4,P4,I4,T3,position_fusion,5,74.36584334176261,130.71827782161733,0.28957722994760937,82.74884586190315,138.8862359430275,8.167958121410157,1.0,101.08386017386036,23.1170601967935,101.66077597676019,411.79684394664093,X_A0_U4_P4_L1_I4_T3
L14,A0,U4,P4,I2,T4,position_fusion,5,75.81602461876925,130.72747259830857,2.0638681043863296,83.20830067688772,138.8862359430275,8.158763344718917,1.0,101.07466539716913,23.460990435464925,114.78409151754417,399.4764588573965,X_A0_U4_P4_L14_I2_T4
L18,A0,U4,P4,I8,T4,position_fusion,5,75.37348542266656,130.73200503070112,2.87290698731575,82.81893058922932,138.8862359430275,8.154230912326387,1.0,101.0701329647766,23.364788485005317,111.7412392482423,418.85918354388986,X_A0_U4_P4_L18_I8_T4
L13,A0,U4,P3,I0,T3,position_fusion,5,95.92734091002716,192.1282398046721,1.3452580035468331,113.82430026028399,200.2766290041533,8.14838919948121,1.0,39.673898190805595,52.50566601343532,151.55563040639356,131.02609216566788,X_A0_U4_P3_L13_I0_T3
L8,A0,U4,P3,I6,T5,position_fusion,5,95.16068078753243,192.14847102568402,3.085767619401255,111.56274650806908,200.2766290041533,8.12815797846929,1.0,39.653666969793676,52.420709761592505,155.35418969884734,132.13619678798256,X_A0_U4_P3_L8_I6_T5
L14,A0,U4,P2,I2,T5,position_fusion,5,96.5988311348832,183.23046467657895,1.0230838101250255,110.5200763315986,191.34655064695076,8.116085970371818,1.0,48.57167331889875,50.709653403704195,140.91997762527257,187.92800876160985,X_A0_U4_P2_L14_I2_T5
L11,A0,U4,P1,I2,T3,position_fusion,5,89.13869707483025,171.46658208640665,1.5091787276626853,104.59179199218136,179.58127537090328,8.114693284496628,1.0,60.33555590907103,51.55116111242667,133.17341783096157,253.60716739486625,X_A0_U4_P1_L11_I2_T3
L16,A0,U4,P5,I5,T4,position_fusion,5,88.13379237646998,148.62712593007387,0.9302693881244656,98.31570813509896,156.73705943320283,8.109933503128968,1.0,83.17501206540382,53.7096769540678,100.14882691368955,453.6652421254662,X_A0_U4_P5_L16_I5_T4
L4,A0,U4,P3,I2,T3,position_fusion,5,96.53975351579308,192.16744417936633,2.3725359441504006,113.39666421944155,200.2766290041533,8.109184824786961,1.0,39.63469381611135,52.43278905301162,150.2378750588022,135.95747620778351,X_A0_U4_P3_L4_I2_T3
L14,A0,U4,P5,I5,T4,position_fusion,5,90.5212783113005,148.62880610867,1.2610946227527486,99.4723304569796,156.73705943320283,8.10825332453282,1.0,83.17333188680769,54.152944797381714,105.89264278361695,423.0498855736863,X_A0_U4_P5_L14_I5_T4
L15,A0,U4,P4,I6,T3,position_fusion,5,75.65389700964907,130.782953402464,1.9686200767379396,82.93588650602605,138.8862359430275,8.103282540563516,1.0,101.01918459301372,23.21617856440137,107.48520355573612,395.41178531952573,X_A0_U4_P4_L15_I6_T3
L10,A0,U4,P2,I6,T3,position_fusion,5,96.33384662198824,183.26295541098497,2.855669249446635,111.638529011854,191.34655064695076,8.083595235965777,1.0,48.53918258449271,50.58635000378534,141.1937880620269,187.84818944484326,X_A0_U4_P2_L10_I6_T3
L7,A0,U4,P0,I5,T5,position_fusion,5,103.47734177453908,223.74265041283883,0.9413995696584747,129.6924628656853,231.8021379954777,8.059487582638848,1.0,8.059487582638848,58.9947618178928,169.88370736268962,90.68417743970991,X_A0_U4_P0_L7_I5_T5
L8,A0,U4,P3,I8,T5,position_fusion,5,96.28958731850824,192.2248899150333,1.272421091367712,112.78999617398836,200.2766290041533,8.051739089120037,1.0,39.57724808044442,52.5071357605461,152.48999296656797,131.06262761939675,X_A0_U4_P3_L8_I8_T5
L19,A0,U4,P4,I2,T4,position_fusion,5,74.67757921240901,130.8419746582152,2.6535770921556057,82.83745524362747,138.8862359430275,8.044261284812269,1.0,100.96016333726247,23.332424061735527,109.36998245139839,420.50642793645727,X_A0_U4_P4_L19_I2_T4
L18,A0,U4,P4,I5,T4,position_fusion,5,74.89218279661186,130.84509978204156,3.390857845665465,82.30506291026397,138.8862359430275,8.041136160985943,1.0,100.95703821343615,23.182458220139342,109.21017472246606,421.91675743497717,X_A0_U4_P4_L18_I5_T4
L16,A0,U4,P1,I0,T4,position_fusion,5,88.4690060593033,171.56808804528143,0.45915252491279757,103.63789454975733,179.58127537090328,8.013187325621846,1.0,60.23404995019625,51.5138109680114,133.2674831398281,254.3777826788983,X_A0_U4_P1_L16_I0_T4
L0,A0,U4,P4,I2,T3,position_fusion,5,74.02398838371366,130.8750971400508,0.0,82.37692054352488,138.8862359430275,8.011138802976689,1.0,100.9270408554269,23.092211782539835,101.75567665641972,420.54774597762827,X_A0_U4_P4_L0_I2_T3
L0,A0,U4,P4,I7,T3,position_fusion,5,74.02398838371366,130.8750971400508,0.0,82.37692054352488,138.8862359430275,8.011138802976689,1.0,100.9270408554269,23.092211782539835,101.75567665641972,420.54774597762827,X_A0_U4_P4_L0_I7_T3
L11,A0,U4,P1,I1,T3,position_fusion,5,88.73836590132271,171.57525761925768,1.9153905313989328,103.51632881723563,179.58127537090328,8.0060177516456,1.0,60.226880376220016,51.552210546676214,133.599082101588,252.80634526367686,X_A0_U4_P1_L11_I1_T3
L16,A0,U4,P4,I5,T3,position_fusion,5,75.1120606365298,130.89679980529516,1.3171932991118802,82.31233175415647,138.8862359430275,7.989436137732332,1.0,100.90533819018253,23.064089738287812,102.47242235415793,416.2322853857813,X_A0_U4_P4_L16_I5_T3
L15,A0,U4,P5,I6,T4,position_fusion,5,89.32922397402858,148.7569856372931,1.6723364161693812,99.47393613071301,156.73705943320283,7.980073795909737,1.0,83.0451523581846,54.462001776432736,105.81521038279377,432.4910464863865,X_A0_U4_P5_L15_I6_T4
L14,A0,U4,P2,I7,T5,position_fusion,5,96.40553450824265,183.38743724403122,0.5219902871759187,110.43243420774147,191.34655064695076,7.959113402919525,1.0,48.41470075144646,50.660972560703065,141.13309222761487,189.0854545015227,X_A0_U4_P2_L14_I7_T5
L13,A0,U4,P4,I2,T4,position_fusion,5,75.88099432613566,130.93045840819264,2.9023333149854937,83.37046033210696,138.8862359430275,7.955777534834851,1.0,100.87167958728506,23.53965374893957,114.37532808390245,392.310418856493,X_A0_U4_P4_L13_I2_T4
L19,A0,U4,P2,I7,T5,position_fusion,5,96.49535069011293,183.41108854178088,0.9981745812490187,109.67597637919873,191.34655064695076,7.935462105169876,1.0,48.39104945369681,50.441182263596,140.29992627181318,193.52699071508624,X_A0_U4_P2_L19_I7_T5
L2,A0,U4,P3,I1,T5,position_fusion,5,95.65365972181746,192.3487907107355,1.004889784694638,113.01254199157022,200.2766290041533,7.927838293417818,1.0,39.45334728474221,52.47235464266947,151.4243709366467,132.94015583372098,X_A0_U4_P3_L2_I1_T5
L15,A0,U4,P5,I5,T4,position_fusion,5,89.10475663744799,148.82016969072507,0.5768333672229818,98.28864403703285,156.73705943320283,7.916889742477759,1.0,82.98196830475263,53.9006159024335,106.21153805043389,500.07800278297054,X_A0_U4_P5_L15_I5_T4
L0,A0,U4,P5,I8,T3,position_fusion,5,87.37174050227264,148.8205792890605,0.0,98.16931649364348,156.73705943320283,7.9164801441423265,1.0,82.98155870641719,53.95576525667432,99.04411548879588,505.9702840005186,X_A0_U4_P5_L0_I8_T3
L2,A0,U4,P1,I8,T5,position_fusion,5,88.6528508356777,171.66776043900626,0.7214936358230576,104.05838465664638,179.58127537090328,7.913514931897015,1.0,60.13437755647142,51.50884861097916,133.02354511620038,254.4827480939317,X_A0_U4_P1_L2_I8_T5
L5,A0,U4,P4,I6,T3,position_fusion,5,73.51825092005636,130.97359507998627,1.5510292488224025,81.79548829265757,138.8862359430275,7.912640863041224,1.0,100.82854291549143,23.163737225173133,103.93156818767257,404.3059505568701,X_A0_U4_P4_L5_I6_T3
L4,A0,U4,P2,I8,T4,position_fusion,5,97.44693074656391,183.44834765283576,4.486780795529407,111.74115197808094,191.34655064695076,7.898202994115008,1.0,48.35379034264194,49.94019048858847,142.01713600059884,193.06437264391877,X_A0_U4_P2_L4_I8_T4
L3,A0,U4,P1,I4,T5,position_fusion,5,88.13431738734661,171.69781955496018,0.7715769306093211,103.86590457160221,179.58127537090328,7.883455815943108,1.0,60.104318440517524,51.494377018522506,133.44909731443815,254.05363166450826,X_A0_U4_P1_L3_I4_T5
L13,A0,U4,P2,I2,T5,position_fusion,5,96.50068023235588,183.46930700500596,0.9451337560406251,110.54071073642385,191.34655064695076,7.877243641944807,1.0,48.33283099047174,50.78241520139162,141.0233491406689,186.32445606997086,X_A0_U4_P2_L13_I2_T5
L11,A0,U4,P0,I0,T4,position_fusion,5,103.89921346160286,223.92504790845106,1.9955602875934126,129.79433244104086,231.8021379954777,7.877090087026625,1.0,7.877090087026625,59.02474080808074,170.08723088985238,89.83555066829362,X_A0_U4_P0_L11_I0_T4
L16,A0,U4,P4,I3,T4,position_fusion,5,74.39735009571325,131.00954844196318,1.7583698546439206,82.34390286870386,138.8862359430275,7.876687501064305,1.0,100.79258955351452,23.26344297476972,106.25678066294424,403.3597652574728,X_A0_U4_P4_L16_I3_T4
L13,A0,U4,P2,I7,T5,position_fusion,5,96.44526913075501,183.4898926530006,0.7759926608626858,110.39649070248444,191.34655064695076,7.856657993950177,1.0,48.31224534247711,50.74238426674036,140.7388980735263,187.23756725478876,X_A0_U4_P2_L13_I7_T5
L3,A0,U4,P1,I3,T5,position_fusion,5,88.57606986825868,171.72612168299875,0.8853042505270257,104.46978927503646,179.58127537090328,7.85515368790455,1.0,60.07601631247896,51.54978375795006,133.21586166243853,254.0948068741048,X_A0_U4_P1_L3_I3_T5
L13,A0,U4,P5,I1,T2,position_fusion,5,95.45507708434162,148.8827067576502,4.770700191874553,102.37313556610738,156.73705943320283,7.854352675552638,1.0,82.91943123782751,49.88246318205076,116.62533252661538,201.69872994430042,X_A0_U4_P5_L13_I1_T2
L17,A0,U4,P4,I6,T4,position_fusion,5,75.53334717581991,131.03313450549862,2.568295650760328,83.59128834603518,138.8862359430275,7.853101437528858,1.0,100.76900348997906,23.367857413856864,113.40939926785697,408.7973216340538,X_A0_U4_P4_L17_I6_T4
L13,A0,U4,P1,I1,T5,position_fusion,5,89.23042449060485,171.73428132851285,1.289541120143845,104.56522471776346,179.58127537090328,7.846994042390423,1.0,60.06785666696483,51.59784709838317,133.34926732996982,251.0639697707682,X_A0_U4_P1_L13_I1_T5
L8,A0,U4,P1,I7,T4,position_fusion,5,93.56451784255603,171.73545039224442,7.820763751378499,106.3581215528108,179.58127537090328,7.845824978658885,0.8,60.0666876032333,51.51919877630144,135.33581367239867,242.26683656711612,X_A0_U4_P1_L8_I7_T4
L4,A0,U4,P1,I3,T4,position_fusion,5,88.14806237495158,171.7507460820103,1.3776071791799327,103.22262098733636,179.58127537090328,7.830529288892995,1.0,60.05139191346741,51.36100155447606,134.11968533450286,255.42207364118585,X_A0_U4_P1_L4_I3_T4
L14,A0,U4,P2,I1,T5,position_fusion,5,96.20415477453919,183.53476034188654,0.41310608497568213,110.30959565739147,191.34655064695076,7.81179030506421,1.0,48.26737765359114,50.76292582864776,140.90946922453963,185.8487332831041,X_A0_U4_P2_L14_I1_T5
L10,A0,U4,P0,I3,T5,position_fusion,5,103.52474898688038,223.99160011148916,1.2662023801102897,129.45802795036292,231.8021379954777,7.8105378839885535,1.0,7.8105378839885535,58.99179981170814,169.92397257757938,90.46547217658365,X_A0_U4_P0_L10_I3_T5
L19,A0,U4,P1,I0,T4,position_fusion,5,88.61823463411571,171.7720334841704,0.37201760970203535,103.46612020462972,179.58127537090328,7.809241886732889,1.0,60.0301045113073,51.49672578527172,132.9873913082567,256.627292994471,X_A0_U4_P1_L19_I0_T4
L1,A0,U4,P5,I5,T3,position_fusion,5,87.72415942939492,148.92848416955093,0.29704508242069044,98.11078725231233,156.73705943320283,7.808575263651898,1.0,82.87365382592677,53.716024082128214,101.8958336289136,500.96900966475323,X_A0_U4_P5_L1_I5_T3
L14,A0,U4,P4,I5,T2,position_fusion,5,74.91635130913998,131.0798516151307,3.3120092900580116,84.80176329964893,138.8862359430275,7.806384327896791,1.0,100.722286380347,17.969935539662867,120.46878571442187,283.04945400233316,X_A0_U4_P4_L14_I5_T2
L19,A0,U4,P5,I5,T4,position_fusion,5,89.20885935768024,148.93589243561388,1.3202972258140186,98.74526926393557,156.73705943320283,7.8011669975889335,1.0,82.8662455598638,53.63951197946392,101.6300201441683,475.631785952923,X_A0_U4_P5_L19_I5_T4
L2,A0,U4,P2,I1,T3,position_fusion,5,96.72747184573342,183.55159471173593,2.2126767682955375,109.90141872363708,191.34655064695076,7.79495593521483,1.0,48.25054328374176,50.23302270389488,140.52273652346855,197.8193931046474,X_A0_U4_P2_L2_I1_T3
L2,A0,U4,P1,I4,T5,position_fusion,5,88.8384656614094,171.80184284749868,1.6661771961741363,104.31025949024402,179.58127537090328,7.7794325234046315,1.0,60.000295147979045,51.59377208074022,133.54700509825776,250.63059150558811,X_A0_U4_P1_L2_I4_T5
L14,A0,U4,P1,I7,T5,position_fusion,5,88.50064912921587,171.8089201778872,0.7638389549338377,103.91083749044472,179.58127537090328,7.772355193016102,1.0,59.99321781759052,51.53153800688365,133.14349230194642,255.56857121957418,X_A0_U4_P1_L14_I7_T5
L8,A0,U4,P3,I0,T2,position_fusion,5,99.49417664432308,192.51547181841596,3.9544051119676826,113.0484233091039,200.2766290041533,7.761157185737363,1.0,39.28666617706175,52.322831173226724,151.5000581238418,143.85313984269027,X_A0_U4_P3_L8_I0_T2
L19,A0,U4,P2,I2,T5,position_fusion,5,96.15260843811805,183.5883870657285,0.7485633440843287,109.4953582859348,191.34655064695076,7.758163581222237,1.0,48.21375092974917,50.46669081226745,140.30688303991548,193.63502638707467,X_A0_U4_P2_L19_I2_T5
L0,A0,U4,P5,I2,T4,position_fusion,5,87.39730185825397,148.9972048365878,0.0,98.23697032002352,156.73705943320283,7.739854596615032,1.0,82.8049331588899,54.012008433088624,100.00125425427797,507.416819575292,X_A0_U4_P5_L0_I2_T4
L0,A0,U4,P5,I7,T4,position_fusion,5,87.39730185825397,148.9972048365878,0.0,98.23697032002352,156.73705943320283,7.739854596615032,1.0,82.8049331588899,54.012008433088624,100.00125425427797,507.416819575292,X_A0_U4_P5_L0_I7_T4
L12,A0,U4,P2,I4,T5,position_fusion,5,96.45684045402572,183.62175890826293,1.91678358370432,111.19631041593111,191.34655064695076,7.724791738687839,1.0,48.180379087214774,50.75002421078143,141.07927342827705,188.20646983779756,X_A0_U4_P2_L12_I4_T5
L10,A0,U4,P0,I1,T5,position_fusion,5,103.73950036371392,224.0833287323895,0.836656343251601,129.84649260382236,231.8021379954777,7.718809263088173,1.0,7.718809263088173,59.055604561649986,170.09120863109078,89.66044134525289,X_A0_U4_P0_L10_I1_T5
L17,A0,U4,P3,I0,T4,position_fusion,5,96.90118222513317,192.56343150182374,0.7362993589537569,114.15542906758,200.2766290041533,7.713197502329564,1.0,39.23870649365395,52.58403168191603,153.08503717260825,127.8065038603261,X_A0_U4_P3_L17_I0_T4
L2,A0,U4,P4,I5,T3,position_fusion,5,74.82136208460659,131.1865599203033,2.0109728592184775,83.69326962563949,138.8862359430275,7.699676022724168,1.0,100.61557807517438,23.426836171111795,113.69557338430062,414.2991674448473,X_A0_U4_P4_L2_I5_T3
L13,A0,U4,P5,I5,T4,position_fusion,5,89.10214862320615,149.0379257746318,1.8353159196297821,99.94326417255448,156.73705943320283,7.6991336585710375,1.0,82.7642122208459,54.211947566077164,102.01733513845964,439.3120619654243,X_A0_U4_P5_L13_I5_T4
L5,A0,U4,P2,I0,T4,position_fusion,5,96.49484925732322,183.64912426334388,0.8694128302510116,110.74044484592287,191.34655064695076,7.6974263836068815,1.0,48.153013732133815,50.6635400308085,140.95989927774644,189.50450677308757,X_A0_U4_P2_L5_I0_T4
L4,A0,U4,P2,I4,T4,position_fusion,5,97.08943026952399,183.66221953521523,3.96449386755977,112.01660744728039,191.34655064695076,7.684331111735543,1.0,48.13991846026248,50.170238566366585,143.74691592221376,192.861143262731,X_A0_U4_P2_L4_I4_T4
L5,A0,U4,P4,I2,T4,position_fusion,5,76.22735219141846,131.2055887284987,1.77369553691519,83.12517292660425,138.8862359430275,7.680647214528801,1.0,100.59654926697901,23.34185820013543,110.17882511264972,406.13648564051135,X_A0_U4_P4_L5_I2_T4
L4,A0,U4,P2,I3,T4,position_fusion,5,97.00970925984161,183.67664106523512,2.561257737253149,110.57103994651996,191.34655064695076,7.669909581715655,1.0,48.12549693024259,50.320514680585944,142.29289042986963,193.45021088960857,X_A0_U4_P2_L4_I3_T4
L16,A0,U4,P4,I4,T4,position_fusion,5,74.91979824746538,131.22395868771557,1.5365985087053962,83.38103627400282,138.8862359430275,7.662277255311915,1.0,100.57817930776211,23.142282892876914,107.14142534282993,425.28416419416254,X_A0_U4_P4_L16_I4_T4
L17,A0,U4,P1,I8,T5,position_fusion,5,88.34554796419246,171.9275986126189,0.5019024961791785,104.22315562867712,179.58127537090328,7.653676758284371,1.0,59.87453938285878,51.503639611196334,133.4284023219881,255.93582133913205,X_A0_U4_P1_L17_I8_T5
L15,A0,U4,P1,I1,T5,position_fusion,5,88.6121910429495,171.93316873489655,0.47078850380321574,104.12059981674561,179.58127537090328,7.648106636006742,1.0,59.86896926058115,51.50820569390015,133.10200138514654,256.38041677130167,X_A0_U4_P1_L15_I1_T5
L14,A0,U4,P2,I4,T5,position_fusion,5,95.7534254665586,183.70569690854705,1.1981016735574663,109.27954907314074,191.34655064695076,7.640853738403701,1.0,48.09644108693063,50.31895503405157,140.50051090584407,195.9538480589374,X_A0_U4_P2_L14_I4_T5
L2,A0,U4,P1,I7,T2,position_fusion,5,94.86518057045525,171.94217318753076,5.782822325255159,107.35945468315008,179.58127537090328,7.639102183372529,1.0,59.85996480794694,46.7351128065683,130.0499134719901,231.52509684102978,X_A0_U4_P1_L2_I7_T2
L8,A0,U4,P1,I3,T3,position_fusion,5,90.55337013315022,171.95398004005722,3.1400889241378938,104.99006036826795,179.58127537090328,7.6272953308460725,1.0,59.84815795542048,51.653318246621055,135.0911102506623,238.24304803492754,X_A0_U4_P1_L8_I3_T3
L12,A0,U4,P2,I8,T5,position_fusion,5,96.2899432328328,183.7291595856228,0.9116011619921229,110.44510989053158,191.34655064695076,7.617391061327959,1.0,48.07297840985489,50.532789297673744,140.76912271333475,190.8548710083199,X_A0_U4_P2_L12_I8_T5
L15,A0,U4,P4,I3,T4,position_fusion,5,74.93341817796,131.27405157225974,1.983059959569227,83.01074496098309,138.8862359430275,7.612184370767745,1.0,100.52808642321796,23.296837182898667,108.96097748649781,412.2444515931802,X_A0_U4_P4_L15_I3_T4
L14,A0,U4,P1,I0,T4,position_fusion,5,89.18978116798174,171.9870284357348,0.8194350084903101,104.85505445650594,179.58127537090328,7.594246935168485,1.0,59.81510955974289,51.656010381324464,133.51248098512488,248.7992264488902,X_A0_U4_P1_L14_I0_T4
L10,A0,U4,P1,I4,T4,position_fusion,5,89.52266317704951,171.98941569152734,2.6033199009415675,104.33878410564103,179.58127537090328,7.591859679375932,1.0,59.81272230395034,51.491553071504754,133.40648899075586,254.5935713028356,X_A0_U4_P1_L10_I4_T4
L5,A0,U4,P4,I7,T4,position_fusion,5,74.27885070689425,131.31128898316123,3.265149593879533,82.92048483787315,138.8862359430275,7.574946959866262,1.0,100.49084901231647,23.36307757620755,109.44565595478468,407.6268322772261,X_A0_U4_P4_L5_I7_T4
L14,A0,U4,P4,I2,T2,position_fusion,5,78.16118842327403,131.3129332093203,2.4345709323978495,87.2633736272948,138.8862359430275,7.5733027337071945,1.0,100.4892047861574,21.17892928446389,117.02574016932745,310.89912981764024,X_A0_U4_P4_L14_I2_T2
L4,A0,U4,P1,I8,T3,position_fusion,5,90.64414798463464,172.0091963290658,3.965088980415577,105.45231703436141,179.58127537090328,7.5720790418374975,1.0,59.79294166641191,51.429880806911044,133.4223697795465,248.425835004391,X_A0_U4_P1_L4_I8_T3
L3,A0,U4,P4,I5,T3,position_fusion,5,75.28287281248765,131.3147053364509,1.4554725220201754,83.2986475972452,138.8862359430275,7.5715306065765615,1.0,100.48743265902677,23.330646431123462,113.10453546602143,413.36971447272737,X_A0_U4_P4_L3_I5_T3
L5,A0,U4,P5,I5,T4,position_fusion,5,88.61190595914925,149.16579206124243,1.4495458142674873,98.59719282721643,156.73705943320283,7.571267371960403,1.0,82.63634593423527,53.613557780407646,100.91365705057567,458.2682954536441,X_A0_U4_P5_L5_I5_T4
L3,A0,U4,P2,I3,T5,position_fusion,5,96.55205332953462,183.78409146008613,0.7397813038607678,110.31435647495955,191.34655064695076,7.562459186864652,1.0,48.01804653539158,50.72997901416336,141.01700934159334,187.09884300368202,X_A0_U4_P2_L3_I3_T5
L1,A0,U4,P5,I4,T4,position_fusion,5,87.7659476723674,149.1756236897025,1.1153921192953116,98.33364822820653,156.73705943320283,7.5614357435003345,1.0,82.6265143057752,54.07354983236157,100.27064087578229,484.1683324989729,X_A0_U4_P5_L1_I4_T4
L16,A0,U4,P5,I0,T2,position_fusion,5,91.14344093967566,149.17982222461765,3.009928888428989,100.65213090539919,156.73705943320283,7.5572372085851836,1.0,82.62231577086004,54.74892777854692,110.57880166035713,387.49721061412527,X_A0_U4_P5_L16_I0_T2
L13,A0,U4,P2,I3,T5,position_fusion,5,96.38083678209185,183.81241685216543,1.13342172420066,110.10288845441656,191.34655064695076,7.53413379478535,1.0,47.98972114331228,50.57018863399922,140.49346464801323,192.01197400129652,X_A0_U4_P2_L13_I3_T5
L0,A0,U4,P4,I1,T3,position_fusion,5,74.32938002326803,131.35260052829335,0.0,82.61579577423629,138.8862359430275,7.533635414734135,1.0,100.44953746718434,23.17782541818005,103.84843937979868,420.2231551862095,X_A0_U4_P4_L0_I1_T3
L7,A0,U4,P3,I3,T4,position_fusion,5,96.9568073006532,192.74437245665882,2.3928007329654495,114.16235210317578,200.2766290041533,7.532256547494495,1.0,39.057765538818884,52.578296209435095,152.90082377214415,125.77004576562754,X_A0_U4_P3_L7_I3_T4
L14,A0,U4,P1,I1,T5,position_fusion,5,88.5757025161216,172.05257511996345,0.9407723481378222,104.11648503509628,179.58127537090328,7.528700250939846,1.0,59.74956287551426,51.57786145704765,133.16592429622838,251.91491881916812,X_A0_U4_P1_L14_I1_T5
L5,A0,U4,P2,I2,T5,position_fusion,5,96.04158622579264,183.83849942895372,1.3981588485988405,109.90028825471373,191.34655064695076,7.508051217997047,1.0,47.96363856652398,50.49788955938875,140.55961093990882,192.91051060455771,X_A0_U4_P2_L5_I2_T5
L2,A0,U4,P1,I1,T3,position_fusion,5,87.75340064342012,172.08991379251344,1.315654851971151,102.84721829757447,179.58127537090328,7.491361578389837,1.0,59.71222420296424,51.315938432989014,133.17123770638378,260.15503639276085,X_A0_U4_P1_L2_I1_T3
L4,A0,U4,P3,I1,T3,position_fusion,5,95.18269745885746,192.7852816261323,1.275214239587028,112.65186754036495,200.2766290041533,7.491347378020999,1.0,39.01685636934538,52.40596367021378,152.52252402912282,130.25469131067476,X_A0_U4_P3_L4_I1_T3
L11,A0,U4,P2,I1,T3,position_fusion,5,95.71440287864142,183.8566281984071,1.0967558817382863,110.88829250338748,191.34655064695076,7.489922448543678,1.0,47.94550979707061,50.67499470758422,141.33379686327035,187.44813526492416,X_A0_U4_P2_L11_I1_T3
L14,A0,U4,P4,I3,T4,position_fusion,5,75.01484868041682,131.40671647608983,2.7990539878765714,82.69376898070537,138.8862359430275,7.479519466937643,1.0,100.39542151938785,23.329730960903987,111.66920191010604,414.74659894194895,X_A0_U4_P4_L14_I3_T4
L10,A0,U4,P2,I7,T4,position_fusion,5,96.82213310237634,183.8934149444821,1.408313223899465,110.5984801567256,191.34655064695076,7.453135702468671,1.0,47.908723050995604,50.77574652906208,141.92025721830692,183.2120230474304,X_A0_U4_P2_L10_I7_T4
L11,A0,U4,P2,I7,T3,position_fusion,5,96.35593082302637,183.8989278355326,2.373305229801329,110.46183661545334,191.34655064695076,7.447622811418171,1.0,47.903210159945104,50.688878402454385,141.13016771523792,184.73098340844558,X_A0_U4_P2_L11_I7_T3
L11,A0,U4,P1,I5,T5,position_fusion,5,87.78310697846669,172.1349066793086,1.716943769646717,103.79227336590309,179.58127537090328,7.446368691594666,1.0,59.667231316169065,51.56283173441095,133.34792888645532,254.45917319883105,X_A0_U4_P1_L11_I5_T5
