position,anchor,facing,height,location,corrected_median_range_mm,vicon_distance_mm,residual_after_additive_mm,link_noise_std_mm,headline_err_3d_mm
ID03,A,ABEF,high,edge,1978.7809634565638,2009.335958097629,-30.55499464106515,31.917345198503487,82.99075458911533
ID03,B,ABEF,high,edge,2290.6541285299163,2019.031671741233,271.6224567886834,22.951011495586688,82.99075458911533
ID03,C,ABEF,high,edge,2396.3498380276237,2459.490085749076,-63.1402477214524,22.26953188761525,82.99075458911533
ID03,D,ABEF,high,edge,2789.7306189747123,2445.289246807861,344.4413721668511,23.07336102300964,82.99075458911533
ID03,E,ABEF,high,edge,1402.3926637034147,1461.841536022643,-59.44887231922826,24.70177672384632,82.99075458911533
ID03,F,ABEF,high,edge,1427.7323552614482,1534.177675765978,-106.44532050452972,84.65478178966026,82.99075458911533
ID03,G,ABEF,high,edge,2067.136102826946,2093.4424452335343,-26.3063424065881,104.28381700284648,82.99075458911533
ID03,H,ABEF,high,edge,2027.4116764223259,2044.940356961913,-17.528680539587185,33.946296064096394,82.99075458911533
ID04,A,BCGF,low,edge,2235.0245561756606,2235.733325558398,-0.7087693827375006,18.262551654291283,127.17441499029208
ID04,B,BCGF,low,edge,1181.9346590161263,1143.5794705584094,38.35518845771685,24.608408179474072,127.17441499029208
ID04,C,BCGF,low,edge,1301.9810804478616,1373.9715100836042,-71.99042963574266,19.408599652537905,127.17441499029208
ID04,D,BCGF,low,edge,2365.0428386455046,2373.108194379648,-8.065355734143395,21.55129269356732,127.17441499029208
ID04,E,BCGF,low,edge,2659.5024510914727,2668.3164260973103,-8.81397500583762,25.40874023803101,127.17441499029208
ID04,F,BCGF,low,edge,2125.085652250067,1863.051845027743,262.0338072223242,83.98223991795771,127.17441499029208
ID04,G,BCGF,low,edge,2032.235892769066,2056.1472765647827,-23.9113837957168,103.77321555888877,127.17441499029208
ID04,H,BCGF,low,edge,2987.426895719489,2836.590313127163,150.83658259232607,31.773620136695705,127.17441499029208
ID05,A,BCGF,mid,edge,2862.9431231667577,2433.606284763163,429.3368384035948,56.73651776209669,49.32433294804855
ID05,B,BCGF,mid,edge,1459.05264847743,1513.8657129484172,-54.81306447098723,29.443604118336307,49.32433294804855
ID05,C,BCGF,mid,edge,1598.4298660774061,1539.649440604074,58.780425473332116,21.71574832196172,49.32433294804855
ID05,D,BCGF,mid,edge,2382.7272989667326,2446.365606991397,-63.638308024664184,21.522137228474545,49.32433294804855
ID05,E,BCGF,mid,edge,2327.1911321542134,2343.476761654272,-16.285629500058803,25.231827194210904,49.32433294804855
ID05,F,BCGF,mid,edge,1316.881253543992,1371.7530152674738,-54.87176172348177,102.72682368642116,49.32433294804855
ID05,G,BCGF,mid,edge,1412.7659802201129,1447.9552651907018,-35.189284970588915,94.41791172382634,49.32433294804855
ID05,H,BCGF,mid,edge,2454.6192199639218,2419.166855505211,35.45236445871069,50.24970417281011,49.32433294804855
ID06,A,BCGF,high,edge,2793.7563008779694,2692.9031974052964,100.85310347267296,22.09345909178644,23.1217811128227
ID06,B,BCGF,high,edge,1838.1234588098312,1891.2370753031955,-53.11361649336436,23.11236887640972,23.1217811128227
ID06,C,BCGF,high,edge,2100.871417864016,1935.493749512048,165.37766835196817,25.97034680136254,23.1217811128227
ID06,D,BCGF,high,edge,2664.375169628512,2712.4645817704723,-48.08941214196011,27.921356055754448,23.1217811128227
ID06,E,BCGF,high,edge,2345.661783239253,2278.651786698353,67.00999654089992,26.83888946339955,23.1217811128227
ID06,F,BCGF,high,edge,1209.6739106837354,1245.5219010533738,-35.84799036963841,70.17076298886364,23.1217811128227
ID06,G,BCGF,high,edge,1382.246442554088,1357.90463150928,24.341811044807855,93.546291746711,23.1217811128227
ID06,H,BCGF,high,edge,2356.651208667879,2368.431115314194,-11.779906646314885,35.18319029639898,23.1217811128227
ID07,A,CDHG,low,edge,2133.1661361521064,2202.476986100144,-69.31084994803768,25.18628310228536,119.709500063748
ID07,B,CDHG,low,edge,1833.0023070703992,1937.023565310128,-104.02125823972892,30.542616924174144,119.709500063748
ID07,C,CDHG,low,edge,1134.3643855084138,1245.1554936909035,-110.79110818248978,24.487802263343877,119.709500063748
ID07,D,CDHG,low,edge,1601.075038082811,1656.3676073215966,-55.29256923878552,20.20225585326177,119.709500063748
ID07,E,CDHG,low,edge,2811.324952751505,2656.3988879165595,154.92606483494546,21.96529754908069,119.709500063748
ID07,F,CDHG,low,edge,2363.0423662602675,2414.047422793134,-51.00505653286655,93.59475442414768,119.709500063748
ID07,G,CDHG,low,edge,2066.7111375296463,1911.216647071431,155.4944904582153,118.17556970169504,119.709500063748
ID07,H,CDHG,low,edge,2280.547313308661,2246.820708576201,33.726604732460146,43.390459089879286,119.709500063748
ID08,A,CDHG,mid,edge,2279.754974015895,2310.933715233005,-31.178741217109746,31.838571193493756,76.836087627734
ID08,B,CDHG,mid,edge,2513.9822772374387,2210.4842514682223,303.4980257692164,27.513506056891465,76.836087627734
ID08,C,CDHG,mid,edge,1535.2292909520888,1625.2626684863749,-90.03337753428605,22.63338656374428,76.836087627734
ID08,D,CDHG,mid,edge,1798.6804426827612,1767.4433015227469,31.23714116001429,17.480989137756534,76.836087627734
ID08,E,CDHG,mid,edge,2168.1565347150545,2233.272502754927,-65.11596803987231,22.95195778324409,76.836087627734
ID08,F,CDHG,mid,edge,2054.715850738801,2101.557279786867,-46.8414290480664,82.87788274896836,76.836087627734
ID08,G,CDHG,mid,edge,1468.2944150712794,1466.8012636138717,1.4931514574077482,96.06734056537546,76.836087627734
ID08,H,CDHG,mid,edge,1631.8627116585426,1686.5665465289292,-54.70383487038657,40.737937764526976,76.836087627734
ID09,A,CDHG,high,edge,2438.940349835221,2525.6700713885143,-86.72972155329353,19.83799131406046,42.31421972466543
ID09,B,CDHG,high,edge,2434.874688700938,2421.958787807741,12.915900893196977,24.63854410613441,42.31421972466543
ID09,C,CDHG,high,edge,1836.5976610924686,1893.7901552576416,-57.192494165173,21.9725913948716,42.31421972466543
ID09,D,CDHG,high,edge,2219.5669531928233,2023.05355979131,196.51339340151344,20.227464834015723,42.31421972466543
ID09,E,CDHG,high,edge,2109.3920804232876,2192.854951465556,-83.46287104226849,36.62761576672629,42.31421972466543
ID09,F,CDHG,high,edge,2153.6993515128293,2044.9367619842144,108.76258952861485,120.96038959892404,42.31421972466543
ID09,G,CDHG,high,edge,1299.3861037110692,1367.6924248987095,-68.30632118764038,101.00250199881728,42.31421972466543
ID09,H,CDHG,high,edge,1645.436611180533,1614.366857523151,31.069753657381852,38.52914073020766,42.31421972466543
ID10,A,ADHE,low,edge,1282.0524793968516,1330.091091471004,-48.0386120741523,16.208493450621432,67.71534316691792
ID10,B,ADHE,low,edge,2418.8398850194126,2406.7592724828146,12.080612536597982,27.43259614747587,67.71534316691792
ID10,C,ADHE,low,edge,2318.8993976356464,2272.850214764551,46.04918287109558,31.71517721849517,67.71534316691792
ID10,D,ADHE,low,edge,1094.87563974829,1130.953769015579,-36.07812926728889,26.10339253697552,67.71534316691792
ID10,E,ADHE,low,edge,1950.561925880711,1981.9485059448264,-31.38658006411538,22.074125432274275,67.71534316691792
ID10,F,ADHE,low,edge,2951.599028688913,2821.24418693428,130.35484175463307,89.33338840686146,67.71534316691792
ID10,G,ADHE,low,edge,2646.375254187175,2690.941963948275,-44.5667097610999,94.9539389814315,67.71534316691792
ID10,H,ADHE,low,edge,1880.497347704092,1799.9699174812947,80.5274302227972,44.8956063358592,67.71534316691792
ID11,A,ADHE,mid,edge,1494.862180682216,1499.4679619076255,-4.605781225409601,22.313545724213505,37.287785927742696
ID11,B,ADHE,mid,edge,2452.18720944255,2503.770810750661,-51.583601308111156,18.541742974461823,37.287785927742696
ID11,C,ADHE,mid,edge,2626.881915110383,2509.2523128456064,117.62960226477662,17.11755218199256,37.287785927742696
ID11,D,ADHE,mid,edge,1533.5739343888515,1528.8929922826685,4.680942106183011,19.03827320207354,37.287785927742696
ID11,E,ADHE,mid,edge,1381.3003326935232,1370.965149250142,10.335183443381084,18.92873256344721,37.287785927742696
ID11,F,ADHE,mid,edge,2408.77808931172,2442.1257926097287,-33.34770329800858,82.42739679901881,37.287785927742696
ID11,G,ADHE,mid,edge,2449.15060697942,2427.1088497266373,22.041757252782645,90.41675916275427,37.287785927742696
ID11,H,ADHE,mid,edge,1363.1437936624416,1339.1016604392516,24.04213322318992,48.19093770632602,37.287785927742696
ID12,A,ADHE,high,edge,1891.0761492734887,1818.546684308356,72.52946496513277,16.675161408238278,49.57377509940924
ID12,B,ADHE,high,edge,2662.5902740802862,2704.500324082723,-41.91005000243695,31.679387310200752,49.57377509940924
ID12,C,ADHE,high,edge,2872.0931315708985,2701.394334253751,170.69879731714764,20.617607302371024,49.57377509940924
ID12,D,ADHE,high,edge,1760.876288077884,1820.9388574349196,-60.0625693570355,29.515687742713027,49.57377509940924
ID12,E,ADHE,high,edge,1325.3419103534036,1290.0088630728944,35.33304728050916,20.884464072083087,49.57377509940924
ID12,F,ADHE,high,edge,2375.3283656564863,2395.469436680103,-20.14107102361686,82.58272035615384,49.57377509940924
ID12,G,ADHE,high,edge,2322.3314307256924,2367.949903562375,-45.618472836682486,97.42018307162536,49.57377509940924
ID12,H,ADHE,high,edge,1155.157087218027,1226.795908660783,-71.6388214427559,55.29157971585011,49.57377509940924
ID13,A,ABEF,mid,center,1849.979428656303,1899.771258503621,-49.79182984731801,14.523146625705484,49.678578777158606
ID13,B,ABEF,mid,center,1867.7734299335693,1881.287739457217,-13.514309523647626,37.65438618366104,49.678578777158606
ID13,C,ABEF,mid,center,1868.959275474868,1965.473024462452,-96.513748987584,22.315985976694105,49.678578777158606
ID13,D,ABEF,mid,center,1994.6845508030644,1987.3488147557707,7.335736047293722,30.31827689619663,49.678578777158606
ID13,E,ABEF,mid,center,1764.6137482581003,1770.7565912648697,-6.1428430067694535,20.89987192937516,49.678578777158606
ID13,F,ABEF,mid,center,1712.8823216435185,1767.7284489783617,-54.84612733484323,103.18926513326664,49.678578777158606
ID13,G,ABEF,mid,center,1881.9080709221807,1865.6871790431428,16.220891879037936,94.60242449917342,49.678578777158606
ID13,H,ABEF,mid,center,1861.0997633072845,1886.114358607865,-25.014595300580368,39.26655064107752,49.678578777158606
ID14,A,BCGF,mid,center,1901.317027285491,1895.0064900323048,6.310537253186112,22.12450037319551,92.2017170132213
ID14,B,BCGF,mid,center,1780.5807123857396,1870.7202430572977,-90.13953067155808,21.049792909808748,92.2017170132213
ID14,C,BCGF,mid,center,1906.5461805585362,1964.9742075380864,-58.42802697955017,21.96111774991103,92.2017170132213
ID14,D,BCGF,mid,center,1923.5130918254954,1992.29237123986,-68.77927941436451,27.76887660785496,92.2017170132213
ID14,E,BCGF,mid,center,1705.1601079452707,1770.1903184599528,-65.03021051468204,30.466902022746925,92.2017170132213
ID14,F,BCGF,mid,center,1752.7961938898354,1761.7093873130718,-8.913193423236407,72.70561694914004,92.2017170132213
ID14,G,BCGF,mid,center,1805.5219680317387,1870.5675455233095,-65.04557749157084,114.1300571231308,92.2017170132213
ID14,H,BCGF,mid,center,1905.538898217379,1896.014255675692,9.524642541686944,27.76845852269973,92.2017170132213
ID15,A,CDHG,mid,center,1797.7086819569977,1901.9984325876455,-104.28975063064786,21.76298075507949,45.2084792199897
ID15,B,CDHG,mid,center,1863.3559516634475,1862.8897396700177,0.46621199342985165,29.81988892057821,45.2084792199897
ID15,C,CDHG,mid,center,1880.750781222929,1958.2683922570504,-77.5176110341215,30.013324802387917,45.2084792199897
ID15,D,CDHG,mid,center,1995.198276736594,1999.533118284593,-4.334841547999076,23.13044909957769,45.2084792199897
ID15,E,CDHG,mid,center,1712.662391433085,1777.6377982402205,-64.97540680713541,23.124856016953647,45.2084792199897
ID15,F,CDHG,mid,center,1745.8568475958245,1753.314352075326,-7.457504479501495,70.95171722823453,45.2084792199897
ID15,G,CDHG,mid,center,1845.4627183226517,1863.9302888323127,-18.467570509661073,135.49502113380098,45.2084792199897
ID15,H,CDHG,mid,center,1866.5611427095662,1904.502632355386,-37.94148964581973,32.988799434789456,45.2084792199897
ID16,A,ADHE,mid,center,1916.6097855915252,1903.2730489935127,13.336736598012521,30.505922597848592,36.83527472994619
ID16,B,ADHE,mid,center,1814.0721699275723,1868.4167195951493,-54.344549667576985,27.698243266380796,36.83527472994619
ID16,C,ADHE,mid,center,1949.0933359276744,1946.3896340479068,2.70370187976755,16.610176576116576,36.83527472994619
ID16,D,ADHE,mid,center,1959.3399415937995,1984.2748265688608,-24.934884975061323,30.35966846224621,36.83527472994619
ID16,E,ADHE,mid,center,1724.2176167209761,1787.8676166187277,-63.64999989775151,26.01286976454324,36.83527472994619
ID16,F,ADHE,mid,center,1789.0940152309686,1766.8594964670126,22.234518763955975,84.41138505673516,36.83527472994619
ID16,G,ADHE,mid,center,1815.4494349885201,1858.2358055173347,-42.78637052881459,120.79572249787816,36.83527472994619
ID16,H,ADHE,mid,center,1899.265021630126,1896.3134171825077,2.951604447618365,41.17907610607065,36.83527472994619
ID17,A,ABEF,low,center,1489.5048094385945,1574.687500510918,-85.18269107232345,31.126301447771485,48.77925114135247
ID17,B,ABEF,low,center,1692.974337957571,1773.66685490518,-80.69251694760896,27.67440622572797,48.77925114135247
ID17,C,ABEF,low,center,1786.7873604539234,1839.4270699441795,-52.63970949025611,27.609043087195367,48.77925114135247
ID17,D,ABEF,low,center,1571.958385595554,1678.0506145285065,-106.09222893295237,24.859509299476592,48.77925114135247
ID17,E,ABEF,low,center,2225.0118261431644,2149.60079990839,75.41102623477445,22.19536228203528,48.77925114135247
ID17,F,ABEF,low,center,2219.4255870025527,2309.233345720573,-89.80775871802052,107.06755455755057,48.77925114135247
ID17,G,ABEF,low,center,2391.230597808815,2367.269060650548,23.96153715826722,80.12898988928885,48.77925114135247
ID17,H,ABEF,low,center,2158.1105119650506,2230.8671394792464,-72.75662751419577,44.79976192954219,48.77925114135247
ID18,A,BCGF,low,center,1460.1156107224285,1602.6390709827376,-142.5234602603091,19.283879053210335,78.65817248388592
ID18,B,BCGF,low,center,1570.2540172844463,1620.2342303870446,-49.98021310259833,23.367634233116863,78.65817248388592
ID18,C,BCGF,low,center,1850.056551901481,1824.2356666503529,25.820885251128175,23.728437348946283,78.65817248388592
ID18,D,BCGF,low,center,1786.4277479133648,1833.2552812188624,-46.82753330549758,30.799285213328407,78.65817248388592
ID18,E,BCGF,low,center,2062.6191850004757,2164.6315461902395,-102.01236118976385,31.741388658127715,78.65817248388592
ID18,F,BCGF,low,center,2165.982131941442,2194.4328121261237,-28.450680184681914,78.62096380267492,78.65817248388592
ID18,G,BCGF,low,center,2308.9937430347422,2362.7167204542297,-53.722977419487506,104.80284782065884,78.65817248388592
ID18,H,BCGF,low,center,2362.4973995601376,2353.968724792238,8.528674767899702,45.77364569939446,78.65817248388592
ID19,A,CDHG,low,center,1722.8807370197349,1751.0411661446897,-28.160429124954817,23.256332571768823,27.36947919729796
ID19,B,CDHG,low,center,1464.2591702975756,1610.115711085071,-145.85654078749553,20.970316629706748,27.36947919729796
ID19,C,CDHG,low,center,1578.0813986799706,1671.6641907450949,-93.5827920651243,21.87659521964572,27.36947919729796
ID19,D,CDHG,low,center,1778.1455623812287,1831.745548457992,-53.599986076763344,26.54484998388314,27.36947919729796
ID19,E,CDHG,low,center,2581.440226681962,2279.747587516056,301.69263916590626,22.67001197949211,27.36947919729796
ID19,F,CDHG,low,center,2128.971571271305,2181.675707539274,-52.704136267968806,104.35386082090626,27.36947919729796
ID19,G,CDHG,low,center,2653.3426734646855,2242.691320565533,410.6513528991527,88.16726478829968,27.36947919729796
ID19,H,CDHG,low,center,2289.1306875093937,2361.403101959348,-72.27241444995434,39.31567232101169,27.36947919729796
ID20,A,ADHE,low,center,1677.2589902197406,1720.3413425445626,-43.08235232482207,31.3438523190682,31.63057705117337
ID20,B,ADHE,low,center,1733.1304410961493,1762.0764827178757,-28.94604162172641,22.604329608753183,31.63057705117337
ID20,C,ADHE,low,center,1661.6132603423775,1694.4313725097363,-32.81811216735878,25.3845606860823,31.63057705117337
ID20,D,ADHE,low,center,1586.4844554634717,1679.9510075664034,-93.4665521029317,25.93776029356785,31.63057705117337
ID20,E,ADHE,low,center,2156.3424102703057,2264.99736498415,-108.65495471384429,30.02271279173428,31.63057705117337
ID20,F,ADHE,low,center,2530.8217112431557,2299.1224881867097,231.69922305644604,94.32646309621312,31.63057705117337
ID20,G,ADHE,low,center,2165.4521725804966,2256.1728409018765,-90.72066832137989,89.10926578289346,31.63057705117337
ID20,H,ADHE,low,center,2413.15827722986,2244.768538388637,168.38973884122288,123.8018212412758,31.63057705117337
ID21,A,ABEF,high,center,2063.469307801526,2125.504038163488,-62.03473036196192,35.430303842580265,15.165652889438473
ID21,B,ABEF,high,center,2185.3122619382243,2137.894603350151,47.41765858807321,23.00342500274912,15.165652889438473
ID21,C,ABEF,high,center,2190.666435224827,2246.208350213391,-55.5419149885638,18.805014740002164,15.165652889438473
ID21,D,ABEF,high,center,2448.4801726473866,2230.049512336356,218.43066031103035,29.95891814297589,15.165652889438473
ID21,E,ABEF,high,center,1634.812581057475,1660.1834368792508,-25.370855821775876,24.39155155058324,15.165652889438473
ID21,F,ABEF,high,center,1652.2357721898618,1698.5990864124674,-46.363314222605595,104.49961730985989,15.165652889438473
ID21,G,ABEF,high,center,1789.188405180019,1838.2394911128647,-49.05108593284581,94.0108960296278,15.165652889438473
ID21,H,ABEF,high,center,1783.8384510152823,1815.124541323914,-31.28609030863163,41.33975546660607,15.165652889438473
ID22,A,BCGF,high,center,2396.918832284859,2112.164975046835,284.753857238024,20.246544860214875,62.095357033606646
ID22,B,BCGF,high,center,2079.112320242407,2132.493262353949,-53.380942111542026,24.80794417891594,62.095357033606646
ID22,C,BCGF,high,center,2259.9042822103083,2261.7378695473235,-1.8335873370151603,20.490676660500444,62.095357033606646
ID22,D,BCGF,high,center,2146.561784124453,2238.172448363837,-91.61066423938382,24.281167760305163,62.095357033606646
ID22,E,BCGF,high,center,1585.538568083181,1641.4857352880128,-55.947167204831885,35.33469753675416,62.095357033606646
ID22,F,BCGF,high,center,1674.4279931544738,1692.1780042263929,-17.75001107191906,72.20844291914061,62.095357033606646
ID22,G,BCGF,high,center,1848.8563041157986,1857.877815589931,-9.021511474132467,96.41816836044444,62.095357033606646
ID22,H,BCGF,high,center,1802.260537907276,1823.4165428080587,-21.15600490078259,28.19030793418601,62.095357033606646
ID23,A,CDHG,high,center,2049.055209342175,2121.028302728565,-71.97309338638979,19.260140049506823,30.56728513500828
ID23,B,CDHG,high,center,2363.1921451353674,2126.657289815856,236.53485531951128,20.20362754280132,30.56728513500828
ID23,C,CDHG,high,center,2245.65451640395,2253.482483093568,-7.827966689618279,28.113344663926423,30.56728513500828
ID23,D,CDHG,high,center,2249.6285166736952,2243.637599731259,5.990916942436343,24.28274010521876,30.56728513500828
ID23,E,CDHG,high,center,1643.4992026812674,1652.3911395320267,-8.891936850759294,31.147059935207874,30.56728513500828
ID23,F,CDHG,high,center,1644.523451425526,1683.9824639921917,-39.459012566665706,94.48327405769147,30.56728513500828
ID23,G,CDHG,high,center,1833.655840042799,1847.488489268922,-13.832649226123067,91.18833264394934,30.56728513500828
ID23,H,CDHG,high,center,1798.8135062971608,1830.6982698407096,-31.884763543548843,39.192796986648254,30.56728513500828
ID24,A,ADHE,high,center,2198.1354710032747,2124.1822845232778,73.95318647999693,22.71136102220597,33.71291329182153
ID24,B,ADHE,high,center,2086.3168535850537,2134.7889954730795,-48.47214188802582,24.611264781977123,33.71291329182153
ID24,C,ADHE,high,center,2713.320912109895,2249.1553818568336,464.1655302530612,19.30504586268881,33.71291329182153
ID24,D,ADHE,high,center,2147.757926897206,2234.6611645905227,-86.9032376933169,31.513057023641775,33.71291329182153
ID24,E,ADHE,high,center,1613.0240629761158,1657.319352750515,-44.29528977439918,29.231463497903302,33.71291329182153
ID24,F,ADHE,high,center,1670.17221518757,1694.06089746518,-23.888682277610087,87.11736549202513,33.71291329182153
ID24,G,ADHE,high,center,1843.3075718566747,1841.49865754978,1.8089143068946214,92.16122926767578,33.71291329182153
ID24,H,ADHE,high,center,1814.933252246403,1819.9441130081348,-5.010860761731692,37.56281446021807,33.71291329182153
