bootstrap,delta_tag_mm,rho_percent,rms_mm,delta_A_mm,delta_B_mm,delta_C_mm,delta_D_mm,delta_E_mm,delta_F_mm,delta_G_mm,delta_H_mm
152,-162.9078820662439,8.068194928914352,100.22699582469863,306.8405629953678,234.0403476437827,51.868835153462186,222.51821726321106,139.63605854464,206.3679275397911,253.05994432341566,76.85205060147509
153,-242.3144016738816,10.331421169312627,95.29991046191259,294.26816525071547,173.3936787093491,93.41740390817844,253.96441587194357,135.8966009198526,323.9678556854799,170.74645861802045,45.52936510160612
154,-209.48180292250166,8.538214541631284,97.03452136695951,320.05260666804105,173.2030243358282,95.43004625816847,270.9136404786962,158.84407525921,220.85260376307062,200.17090216223215,51.71704513989894
155,-282.84474711681094,11.220954407162509,104.42964585103218,347.6506629771867,191.78486831476454,133.4456303561154,195.7769029092702,141.56635614095072,164.0773812810525,237.15900309770643,79.72313898809915
156,-185.68671976314593,8.21933601837248,89.5691403035253,316.90235724780734,175.73131511552288,107.33677192058698,269.54828502173615,216.43873590638276,209.3377971787059,154.0548782457156,41.833803428687986
157,-153.98346974462063,7.827440625307958,90.64229346590845,347.7707690160369,161.59539081562485,197.40378361085234,249.25401782336547,111.08592980876632,221.36477141703352,166.56805260599236,36.14122896747381
158,-129.93141540943952,6.664870361382214,89.01193100822654,331.61713131074896,146.77125155018297,108.99312889875682,271.5204220675354,175.2621581266112,135.27437497945817,201.64086730288324,120.10460982896893
159,-83.5942176739303,5.739812377805897,95.27537143314335,355.35878247101857,198.79929419905298,108.53724863148966,248.6775102585334,153.45960696210275,154.0493356804278,188.84589657789235,83.45626928462815
160,-193.853932773363,8.59567772567118,95.63613065505879,298.1103444772694,114.84690796611267,150.19878097976573,331.97304558224675,188.5695003480582,118.27459113518893,218.9850587517305,70.22571482477352
161,-134.41289804207597,7.071403329911163,88.96497482559552,319.9971769452456,113.88963450707956,196.46325083800616,230.5217840850027,193.52316888721475,168.34861866443563,198.64471292978806,69.79559720837315
162,-101.00957434467651,6.2455903110731015,93.25083355518461,331.3732732748088,231.2676719928274,153.9245378617372,187.5991860902815,154.83104907660513,202.02227929688573,173.46718356904896,56.698762902950904
163,-83.15545385329271,5.744170583502495,83.00495494928663,252.16118195199653,221.48647524875616,161.43535262873348,216.36406940534556,141.3403148963395,197.49467039687312,187.10106124976224,113.80081828733904
164,-161.26450015238404,7.583335701664273,96.38374085934431,323.89593795115195,189.68267629881336,179.27919282792908,292.8158432623714,139.59601689015466,194.70436548795303,120.83491746393777,50.37499388283442
165,-59.167254475652136,4.797261814527332,79.7869510866267,412.0165886148294,155.23971168733408,70.72613030069896,226.63518518857774,195.19651854400325,199.6141234401901,172.85380216192735,58.90188412758468
166,-249.510173671105,9.862439611992357,91.55570809658109,355.9283751857537,191.42465609023034,125.2952061892974,217.50444825191687,182.5146829339029,171.90928638156856,176.42861714634424,70.17867188613164
167,-37.494025051444645,4.339005591428702,83.51595463764417,252.87026417950614,145.40379321444354,155.80415802403712,263.0879721095711,112.50533374079404,211.53941236213936,229.58478667400797,120.3882237606463
168,-364.31961462055466,13.641178965835365,114.29581635133565,377.35010394144126,142.78589199180323,205.8106890823929,293.97908657563596,168.48791835403438,132.56090530504156,126.23749287499332,43.97185593980299
169,7.363686713595102,3.8308908106158057,93.45836809491142,320.9691779084678,174.5787635797009,253.0215217741723,209.4835241620071,127.55033071501464,180.98657602880664,158.68466880999986,65.90938108697635
170,-93.33029452432406,5.909337678570381,89.57140217328461,288.48233753379907,162.9569919408939,139.78136205264585,232.62840046051645,120.28000425310756,270.8412876770078,178.3246490099908,97.8889111371842
171,-181.9819094369242,8.471363152462885,100.08989770882883,301.20322884991185,148.65466385709556,214.1820525734669,234.27154966557103,131.86801877370698,211.51660288984382,215.72583682630417,33.761990629245275
172,-147.01484216666483,7.122622001773493,81.49013372469932,303.51258823680155,106.76865973315017,215.63186077555193,281.5269352138404,109.63056944328106,149.5814737336223,228.45111822915774,96.08073869974055
173,-276.6683733350552,10.564599150205112,91.0173646572666,345.3387847043125,161.73001098364182,62.14513811707603,237.95512800463473,134.36453703762072,193.89050745215917,271.85135699038506,83.90848077531564
174,-243.8346713855353,9.849093101561834,93.23362000857182,309.46764206868215,238.42622757581023,107.23251623299927,290.08048578387024,142.1015733778401,169.16102419244467,150.80790782214194,83.90656701135701
175,-328.62777863083403,12.798523286102181,99.91023166529122,287.3480613758129,258.78784823652785,102.07343181296551,299.77796198901547,131.4098350829995,181.33021951799043,147.8857635505768,82.57082249925716
176,-162.44998303500094,7.359367179457621,84.18824921840246,311.22031700925095,139.2020771754525,122.88195763817522,235.90224993966154,212.3262735500353,188.3474368095369,189.240789452758,92.06284249027517
177,-96.4898025208586,6.390720692932206,92.64023969012646,339.794280756576,150.48973859740437,221.7724555272277,249.16133125810921,124.37528186595827,123.96964460320393,192.23519723487544,89.38601422179073
178,-81.97528595261619,6.165902825398906,99.33439743212382,318.14541792079575,178.68303913819787,60.20381372223879,277.5423140942864,208.5538261886617,226.24170391877232,170.23009718566496,51.58373189652784
179,-130.3120615570235,7.024902992384341,86.63555484764476,320.61652981825347,121.61573561646914,132.10226570010008,254.2353738526117,219.76516631911608,172.63093012877755,189.5633696836619,80.65457294615571
180,-221.4471666193729,9.616278859971317,104.21353055885443,378.8877555649992,95.03441229972033,184.91427607078396,207.29018603923154,189.16266216848985,195.39398583833838,183.77329984063584,56.72736624294649
181,-213.3960295016188,8.93969263121761,91.49284465340357,270.5898520937906,118.17231814977997,173.10312987119568,280.11714909717614,136.1040292234237,275.34290778075854,152.4029396803635,85.35161816865751
182,-280.9471641362343,11.304088439094784,108.25556205447036,330.0553940427628,173.2393855556606,137.7507506573444,278.2222704504412,115.38592986292437,250.02601259161668,160.95064513175373,45.553555772641744
183,-285.4623241798578,11.231043186427314,102.95797699897956,366.96972504836197,255.5686244549245,121.46269209264251,257.7538060254101,125.43253739963728,148.95449789316302,174.9943897516829,40.047671399323406
184,-143.86345475558264,7.11638494780531,86.97217865166476,278.3205856126846,189.54861632200192,156.67884677896842,318.973594333826,135.15560156511123,186.98171136171896,165.81634462617848,59.70864346465601
185,-108.99785172781027,5.967679337717691,85.71624941026987,357.2344056721798,194.58734316313644,78.20407543239897,214.7678677034775,202.96394736399822,145.45383881821954,220.224884909757,77.74758100197818
186,-273.14251543978264,10.774569543196222,111.75200134181395,329.63157296968734,216.47624601250166,161.60221352836768,267.819860003643,140.06685021057095,123.87942900855643,183.05446404484078,68.65330828697778
187,-192.93287586542473,8.057236681742097,88.81724133679089,393.9278458797351,132.28087424036312,112.35593252075208,261.1111950387225,157.63713132154496,135.55980234332424,211.79325095453427,86.51791176616932
188,-78.37013552546408,5.395289234712164,83.22482583334708,312.1116312666645,187.22428243137466,166.5751128749997,215.13385887960607,238.11869162374188,90.49405334656308,170.55945204763609,110.96686159455962
189,-191.3890708165443,8.769583991613672,81.18925300573446,300.42349550967816,306.77128211433626,97.02840328087997,179.9958219003371,156.62867572741558,183.5569577979511,163.4167137010471,103.36259403350039
190,-283.77813983980064,11.191117304343834,104.30877121700368,362.1522172803436,126.42207659006917,138.05134665478215,247.27099164519728,105.18038152988076,257.24089583688345,239.8335294385473,15.03250508944194
191,-186.92836104274025,9.158316276384681,104.07480374529624,256.961991870889,206.86560252329042,269.1685705217803,233.66558105911403,190.95666978850593,136.27665421303834,174.72851749688527,22.560356591642346
192,-262.3003399008359,10.956592717626279,100.90607141441295,311.3037940698171,178.8447027706263,204.5586150656515,182.22276797999024,168.57518084652364,162.9003039486764,269.1557484846388,13.622830899221583
193,-150.76837168036184,7.286901320882322,82.98789687035433,273.2291894946551,228.2822071236942,143.9673447131019,235.1242179085203,114.33387195988598,199.35782705813511,198.05355239314792,98.83573341400508
194,-276.95663909000444,10.5812443910132,102.20173179905115,314.24792825462225,128.17970884221046,249.17607821358422,252.32019217626024,115.33217633650379,149.478205447163,184.86543558415968,97.58421921064199
195,-289.1195847953276,10.993018190045234,85.78914808132872,440.40747194755784,85.47750169217277,123.61205122844697,258.3314827208425,167.34770427825512,178.62157701274944,144.80810057911677,92.57805460600426
196,-362.62513077859205,13.337846800183684,106.38330693893074,355.70984987581863,120.0187696020864,58.093329540567794,234.90974960662567,179.76158743129864,215.22962257321763,275.003346999854,52.457688435676914
197,-115.26037136905258,6.490906766888038,89.14479920679337,307.6988362836129,177.99288317920238,87.2703786831785,261.3528884665579,193.89027303508362,176.99211423338332,199.77307850916438,86.21349167496265
198,-124.55885546037779,7.274037969930802,86.38559312908374,261.71796745468134,206.75975325121132,166.4229605709754,266.66504325383835,180.747435741228,196.8886171629447,127.81304921818963,84.16911741207682
199,-164.2290725046992,7.875441185569088,85.07322086512642,322.547803935866,138.32899973705915,208.08959140252267,213.78032961896378,160.9141584261194,204.46008836058834,149.02079411196925,94.04217847205709
200,-153.56258313576777,7.448809872979467,85.82450730792311,300.4170530578199,170.00403767559263,55.56992896831716,253.30301385998928,171.79752454374875,243.63788368719165,207.77139379627644,88.6831084762098
201,-302.6599244908763,12.06208544226029,108.7955835783468,291.26452658968066,186.06001107396506,147.63742112260854,265.3310869061649,166.03721951894084,153.30557365411047,263.57956118078397,17.968544018891123
202,-274.3287215956833,10.710017904010272,96.80763154065411,356.2465107366154,167.19681179778559,107.75514064413964,220.44702672457993,166.73865777883483,233.17118571866,206.54308442977182,33.08552623475842
203,-135.90325692940647,7.9079765794055845,96.62920756702397,375.0173888487018,175.57975180144277,150.40756659973155,254.73084100191792,106.16572790830402,191.26551737164448,194.6361787174019,43.38097181600119
204,-180.556744559276,8.457903618912255,92.096864288233,301.6205619165579,202.19220746031726,170.96382133462427,226.56845563052997,162.1841933617125,211.71739826504603,179.33985176187568,36.59745433448205
205,-114.22838677389385,6.471327950390915,86.32090718801143,339.6977779426078,165.29761907690684,125.40763601821101,293.5135989302325,150.9055452109755,161.58310627233374,196.0854013954296,58.693259218448674
206,-196.496850830924,8.419078246057765,99.09999200844194,326.42844628650107,165.3661907690114,102.88977730625831,265.9713616325633,112.96505167571598,237.91507064325484,186.7803263940261,92.86771935781462
207,-250.81188921581764,9.778793616511905,91.31552250728839,363.08257025752255,131.30927102769454,169.13817219864356,248.96902447670382,142.21754711445072,187.7223300699888,121.42764115926364,127.31738776087796
208,-256.19362503007875,10.24369936863394,91.0969739996697,335.2781422076686,195.46287008552983,87.17879236013833,274.2338883264208,139.47319191626767,229.5714415125042,178.50548103686984,51.480136619746304
209,-111.78933982247241,6.825719542525022,103.53336513668376,237.0373396323087,209.32493158106192,164.92460311064235,197.37022635544338,147.82372024947682,211.19281956778806,223.1027716049084,100.407531963516
210,-240.25685124567144,10.309075938420165,107.3467407332956,413.36488644009154,143.34711872833185,47.753584974340555,286.0238281827215,198.14810042603904,204.01444812322785,188.74787523624897,9.784101954144347
211,-221.4285318527526,9.403476397152843,92.28746202124947,319.91245329799256,244.0396795432451,71.59791918461399,254.1954462072154,146.1283225679496,212.56251962366733,191.0351985137523,51.712405126709314
212,-31.279878452335346,4.309701301267133,83.65501184836062,296.4287540839774,176.502128915549,110.76429824942348,314.0976127367573,156.14763001765934,206.18386559722234,168.24821003344192,62.81144443111485
213,-165.928329471909,7.33677054441273,73.89684247619418,317.0450377880581,174.93808304297718,102.87548265273496,273.97817835011426,138.55499518273456,177.4868612468649,177.53017148788965,128.775134313772
214,-277.63382654234294,11.355252492193557,95.52681935768032,326.6990011678279,206.7285161957108,142.76011807163576,290.94815737594905,154.97803096244039,169.16528108575756,128.4170899693488,71.48774923647542
215,-87.27731871251477,5.85218096345379,97.21280225985065,253.826684036176,162.21244899990862,198.31942521224684,244.63556497005985,191.58833500048172,222.01268458267313,177.30165923812038,41.28714202547911
