method,registration,position,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,err_x_mm,err_y_vertical_mm,err_z_mm,err_horizontal_mm,err_vertical_mm,err_3d_mm,fit_uses_vicon_link_distance,runtime_uses_vicon_link_distance
vicon_distance_covariate,anchor_only_3d_rigid,ID11,-99.96876744989117,1110.835897484706,-887.5127815919467,-63.9057945,1133.4998500000002,-956.990295,-36.062972949891176,-22.663952515294113,69.47751340805326,78.27938992704786,22.663952515294113,81.49427974383423,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID12,-10.26586221425464,1576.8837402944596,-881.7126962427383,-43.6886845,1590.1300500000002,-956.35754,33.42282228574536,-13.246309705540625,74.6448437572617,81.78592635099591,13.246309705540625,82.85168960199681,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID13,-194.67874750629733,1085.5225809993383,-185.31256776240184,-189.628155,1139.0976,-197.96616,-5.050592506297335,-53.57501900066177,12.653592237598161,13.624312136033556,53.57501900066177,55.28023645120687,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID14,-187.79946412438062,1043.0691354064502,-171.44893163405504,-198.69532,1132.6278,-194.690585,10.89585587561939,-89.55866459354979,23.241653365944956,25.668933099079325,89.55866459354979,93.16463132661964,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID15,-201.22413601326275,1081.23921170854,-198.33584076616035,-200.165335,1132.2551,-184.312585,-1.0588010132627517,-51.01588829145999,-14.023255766160332,14.063170406022792,51.01588829145999,52.91874545031807,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID16,-192.9909366727726,1085.5339505650204,-183.71296494020544,-184.854655,1122.0572,-185.780155,-8.136281672772583,-36.52324943497956,2.0671900597945694,8.394781367135685,36.52324943497956,37.475593437486,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID17,-178.3329767817603,280.79253454431563,-308.66788302343616,-180.3984,209.458655,-328.203235,2.065423218239715,71.33387954431564,19.535351976563845,19.644234521067006,71.33387954431564,73.98931220630189,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID18,-328.8209694539262,296.8246765837382,-254.1359392009124,-295.4243,206.90585,-224.00141,-33.396669453926165,89.91882658373822,-30.134529200912397,44.98252305924432,89.91882658373822,100.54264147600179,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID19,-210.07696139478594,215.81428445950456,-94.65813693066411,-188.530555,205.96057,-114.135095,-21.546406394785947,9.853714459504573,19.476958069335893,29.04478480147411,9.853714459504573,30.670755008858045,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID20,-72.19356499481023,225.0199796942535,-242.68052753148845,-80.19599149999999,202.56013,-220.692665,8.00242650518976,22.459849694253506,-21.987862531488446,23.398823232688372,22.459849694253506,32.4337752499313,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID21,-206.4137696147618,1571.7004226967913,-212.1333758189428,-212.053465,1598.6443,-226.934745,5.639695385238184,-26.943877303208637,14.801369181057197,15.839403198107771,26.943877303208637,31.25474712427839,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID22,-220.03706245994476,1509.1537719214812,-234.72681303085528,-232.83767,1599.3212,-235.17408,12.800607540055239,-90.16742807851892,0.44726696914472086,12.808419150551208,90.16742807851892,91.07261216980157,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID23,-204.04869364643844,1595.0429619893525,-240.0290246598347,-230.87733,1599.6642499999998,-223.24148,26.828636353561564,-4.621288010647277,-16.78754465983471,31.648023386897165,4.621288010647277,31.98364718375536,True,False
vicon_distance_covariate,anchor_only_3d_rigid,ID24,-227.8792433200125,1541.686688078158,-229.435991420321,-218.202475,1599.5815,-226.071175,-9.676768320012513,-57.89481192184189,-3.3648164203209774,10.245088318880393,57.89481192184189,58.79431164770199,True,False
measured_median_range_covariate,anchor_only_3d_rigid,ID01,-443.4801706000169,220.0737653944334,-358.6573549514717,-542.215344349341,182.54280058407932,-383.3240609304319,98.73517374932408,37.53096481035408,24.666705978960238,101.76974461578297,37.53096481035408,108.46960052824812,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID02,-497.8551767917303,1072.8294834223475,-213.44520945907448,-543.22998,1105.589,-259.92136,45.37480320826967,-32.75951657765245,46.47615054092552,64.95310104446108,32.75951657765245,72.74676117665622,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID03,-524.8760863302771,1653.405296628762,-240.59587286147917,-554.00287,1625.56145,-256.2951,29.126783669722954,27.843846628762094,15.699227138520826,33.0882949045385,27.843846628762094,43.24482691346717,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID04,-263.45086468522413,38.56180008472063,381.1241819753809,-321.178815,182.16379,479.93382,57.72795031477585,-143.60198991527938,-98.80963802461912,114.43714787647185,143.60198991527938,183.62296240320677,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID05,-186.3670952943055,1093.2998996570198,415.69781603136903,-184.9818897969324,1103.586616559577,473.7040289339493,-1.3852054973731072,-10.286716902557146,-58.00621290258027,58.022750103467374,10.286716902557146,58.92754936532468,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID06,-190.94432862831025,1621.073851963519,403.53056818050004,-193.231255,1684.95255,476.52298,2.286926371689759,-63.878698036480955,-72.99241181949998,73.02822889442828,63.878698036480955,97.02376141076435,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID07,245.26723584733077,169.36670630726667,35.659607488634265,352.14755,211.565355,53.795866,-106.88031415266926,-42.19864869273334,-18.13625851136573,108.40814280377816,42.19864869273334,116.33164392226685,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID08,330.457503343433,1154.2553395127193,-103.16149147631427,391.90054,1132.2804,-71.53192899999999,-61.44303665656696,21.974939512719175,-31.629562476314277,69.10626582317481,21.974939512719175,72.51602541928898,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID09,307.8412938311385,1528.0372225527503,-42.59341481030219,408.80994,1568.1853500000002,-62.4257885,-100.96864616886148,-40.14812744724986,19.83237368969781,102.89796186193662,40.14812744724986,110.45298860991123,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID10,27.7154382214635,214.20631192510044,-878.7490797538688,65.499245,238.64973,-938.19342,-37.7838067785365,-24.44341807489957,59.444340246131105,70.43611035524025,24.44341807489957,74.55686641188665,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID11,-105.23457098573488,1109.350321884166,-846.6193464833142,-63.9057945,1133.4998500000002,-956.990295,-41.32877648573488,-24.149528115834073,110.37094851668576,117.8550552258185,24.149528115834073,120.30383930073965,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID12,-17.350184897873078,1565.0045259372973,-841.9172439083397,-43.6886845,1590.1300500000002,-956.35754,26.338499602126923,-25.12552406270288,114.44029609166023,117.43209923542244,25.12552406270288,120.08992418293704,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID13,-192.34142707559386,1079.8713157930151,-186.01604843897326,-189.628155,1139.0976,-197.96616,-2.7132720755938635,-59.22628420698493,11.950111561026745,12.254265040269958,59.22628420698493,60.48073869128695,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID14,-186.69833745741914,1042.6836454462432,-173.98485411020988,-198.69532,1132.6278,-194.690585,11.996982542580866,-89.94415455375679,20.705730889790118,23.930208561719613,89.94415455375679,93.07312082549659,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID15,-199.8104628059432,1075.6822275370807,-201.51350544991465,-200.165335,1132.2551,-184.312585,0.35487219405681003,-56.57287246291935,-17.200920449914634,17.204580744627464,56.57287246291935,59.13110431324739,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID16,-192.27260602165757,1085.645709851564,-184.07948030861894,-184.854655,1122.0572,-185.780155,-7.417951021657558,-36.41149014843586,1.7006746913810673,7.610406806841175,36.41149014843586,37.19831859903423,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID17,-178.7648260439904,303.43952668983445,-308.1779486400653,-180.3984,209.458655,-328.203235,1.6335739560095988,93.98087168983446,20.025286359934682,20.091805734356953,93.98087168983446,96.10455192782632,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID18,-325.4717456050503,316.56159065416944,-256.8091190668322,-295.4243,206.90585,-224.00141,-30.047445605050257,109.65574065416945,-32.80770906683219,44.48814180882763,109.65574065416945,118.336706984844,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID19,-210.88610872925892,223.93761748937868,-91.18253053894091,-188.530555,205.96057,-114.135095,-22.35555372925893,17.97704748937869,22.952564461059097,32.04045876514342,17.97704748937869,36.73915124654124,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID20,-78.5380313014557,248.28510763255792,-240.74888990389786,-80.19599149999999,202.56013,-220.692665,1.6579601985442878,45.72497763255794,-20.056224903897856,20.124636379713536,45.72497763255794,49.95772781976391,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID21,-202.0377142809716,1550.1295245405006,-211.68703274766654,-212.053465,1598.6443,-226.934745,10.015750719028375,-48.51477545949933,15.247712252333457,18.243025828948365,48.51477545949933,51.831374950712195,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID22,-219.1546704149864,1487.845679240126,-236.82813282863344,-232.83767,1599.3212,-235.17408,13.68299958501359,-111.47552075987414,-1.6540528286334393,13.782611088012038,111.47552075987414,112.32431658856653,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID23,-196.33218092675668,1575.9735845617715,-241.1202436934243,-230.87733,1599.6642499999998,-223.24148,34.54514907324332,-23.69066543822828,-17.878763693424304,38.89752583003077,23.69066543822828,45.54410109557521,False,False
measured_median_range_covariate,anchor_only_3d_rigid,ID24,-224.9197994748273,1521.3777063447094,-231.25665760713855,-218.202475,1599.5815,-226.071175,-6.717324474827308,-78.20379365529061,-5.185482607138539,8.485969477263648,78.20379365529061,78.66285667358085,False,False
