layout,tag_method,capture_id,status,beta_s,uwb_start_s,uwb_end_s,opti_match_start_s,opti_match_end_s,score_median_3d_mm,n_overlap,second_candidate_score_median_3d_mm,second_to_best_score_ratio,reference_layout,reference_tag_method,reference_beta_s,delta_vs_reference_s,abs_delta_vs_reference_s
v1-old,T1,R15,ok,43.642452000000134,0.002548,119.936687,43.64500000000013,163.57913900000014,117.87187813035467,2400,127.93572312289027,1.0853795252282818,v4-io,T4,43.647452000000136,-0.005000000000002558,0.005000000000002558
v1-old,T1,R16,ok,44.529039000000125,0.000961,119.995993,44.53000000000012,164.52503200000012,125.91216057180044,2401,131.97606443264064,1.04815979515642,v4-io,T4,44.509039000000136,0.019999999999988916,0.019999999999988916
v1-old,T1,R17,ok,45.52338000000012,0.00162,119.998466,45.52500000000012,165.5218460000001,132.15812991890678,2401,142.9582612995971,1.0817212787992487,v4-io,T4,45.54838000000013,-0.02500000000001279,0.02500000000001279
v1-old,T2,R01,ok,37.69795600000013,0.002044,119.964982,37.70000000000013,157.66293800000014,124.21994621398083,2401,141.03116497594456,1.1353342943250417,v4-io,T4,37.70795600000014,-0.010000000000005116,0.010000000000005116
v1-old,T2,R02,ok,46.512358000000134,0.002642,119.993719,46.515000000000136,166.50607700000012,137.7031078484056,2401,160.25565489479345,1.1637766016959867,v4-io,T4,46.52235800000014,-0.010000000000005116,0.010000000000005116
v1-old,T2,R03,ok,46.37258200000014,0.002418,119.96687,46.37500000000014,166.33945200000014,149.9091471218313,2250,182.97625559574794,1.220580992613099,v4-io,T4,46.377582000000146,-0.005000000000002558,0.005000000000002558
v1-old,T2,R04,ok,47.27821100000012,0.001789,119.957291,47.28000000000012,167.2355020000001,125.9030007511883,2400,156.10894702752444,1.2399144269486448,v4-io,T4,47.29321100000013,-0.015000000000007674,0.015000000000007674
v1-old,T2,R05,ok,48.70257800000013,0.002422,119.999166,48.70500000000013,168.70174400000013,156.22081309211939,2401,182.31078133419317,1.1670069930226852,v4-io,T4,48.70257800000013,0.0,0.0
v1-old,T2,R06,ok,45.48379100000012,0.001209,119.981659,45.48500000000012,165.46545000000012,155.7698322020596,2401,218.63473699071955,1.4035756083187765,v4-io,T4,45.52379100000014,-0.040000000000020464,0.040000000000020464
v1-old,T2,R07,ok,45.26480400000013,0.000196,119.979094,45.265000000000136,165.24389800000014,144.8530846519641,2401,181.2532783654031,1.2512904285117372,v4-io,T4,45.229804000000115,0.035000000000017906,0.035000000000017906
v1-old,T2,R08,ok,44.82747700000012,0.002523,119.970617,44.83000000000012,164.79809400000013,128.4683967882869,2401,175.76377286584318,1.368147943462687,v4-io,T4,44.84747700000013,-0.020000000000010232,0.020000000000010232
v1-old,T2,R09,ok,44.96743900000014,0.002561,119.954792,44.97000000000014,164.92223100000012,168.5458030900076,2400,221.94903321753293,1.3168469884652463,v4-io,T4,44.96743900000014,0.0,0.0
v1-old,T2,R10,ok,45.32070900000012,0.014291,119.936359,45.33500000000012,165.25706800000012,126.74798988775241,2400,156.51607692070067,1.2348604270514332,v4-io,T4,45.34070900000013,-0.020000000000010232,0.020000000000010232
v1-old,T2,R11,ok,45.50748100000013,0.002519,119.997834,45.51000000000013,165.50531500000014,117.10160980159736,2401,129.56531234039227,1.1064349376572353,v4-io,T4,45.512481000000136,-0.005000000000002558,0.005000000000002558
v1-old,T2,R12,ok,46.934825000000124,0.000175,119.935075,46.93500000000012,166.86990000000011,127.7103858550972,2400,144.06186608449988,1.1280356340631168,v4-io,T4,46.934825000000124,0.0,0.0
v1-old,T2,R13,ok,44.92356400000012,0.001436,119.996075,44.92500000000012,164.91963900000013,126.18882156268944,2401,139.27122333513816,1.103673222480721,v4-io,T4,44.91856400000012,0.005000000000002558,0.005000000000002558
v1-old,T2,R14,ok,45.57368200000012,0.001318,119.996871,45.57500000000012,165.57055300000013,118.28925946114103,2401,127.05383443579927,1.0740944276309168,v4-io,T4,45.59368200000013,-0.020000000000010232,0.020000000000010232
v1-old,T2,R15,ok,43.642452000000134,0.002548,119.936687,43.64500000000013,163.57913900000014,117.75350982992472,2400,127.87374999517046,1.0859442761397322,v4-io,T4,43.647452000000136,-0.005000000000002558,0.005000000000002558
v1-old,T2,R16,ok,44.529039000000125,0.000961,119.995993,44.53000000000012,164.52503200000012,126.30401877782967,2401,131.9384435967986,1.0446100201204205,v4-io,T4,44.509039000000136,0.019999999999988916,0.019999999999988916
v1-old,T2,R17,ok,45.52338000000012,0.00162,119.998466,45.52500000000012,165.5218460000001,132.0685673053128,2401,142.95085369394909,1.0823987615726829,v4-io,T4,45.54838000000013,-0.02500000000001279,0.02500000000001279
v1-old,T3,R01,ok,37.69295600000013,0.002044,119.964982,37.69500000000013,157.65793800000014,145.00125712362103,2401,160.79809596656622,1.108942771644232,v4-io,T4,37.70795600000014,-0.015000000000007674,0.015000000000007674
v1-old,T3,R02,ok,46.492358000000124,0.002642,119.993719,46.495000000000125,166.48607700000014,145.87928652634645,2401,166.4079586540433,1.1407236943401782,v4-io,T4,46.52235800000014,-0.030000000000015348,0.030000000000015348
v1-old,T3,R03,ok,46.36258200000014,0.002418,119.96687,46.36500000000014,166.32945200000015,156.1543351462094,2251,187.24102164214827,1.1990766792790735,v4-io,T4,46.377582000000146,-0.015000000000007674,0.015000000000007674
v1-old,T3,R04,ok,47.268211000000136,0.001789,119.957291,47.27000000000014,167.22550200000012,125.4365781018914,2400,155.75002016695387,1.2416634965953794,v4-io,T4,47.29321100000013,-0.024999999999991473,0.024999999999991473
v1-old,T3,R05,ok,48.70757800000013,0.002422,119.999166,48.710000000000136,168.70674400000013,156.82393655384206,2401,184.03726401542775,1.1735278941441607,v4-io,T4,48.70257800000013,0.005000000000002558,0.005000000000002558
v1-old,T3,R06,ok,45.47379100000011,0.001209,119.981659,45.475000000000115,165.4554500000001,155.75899306428343,2401,214.15472222127482,1.3749108029537072,v4-io,T4,45.52379100000014,-0.05000000000002558,0.05000000000002558
v1-old,T3,R07,ok,45.25980400000013,0.000196,119.979094,45.26000000000013,165.23889800000012,141.98037365356774,2401,183.0086629809345,1.288971554811342,v4-io,T4,45.229804000000115,0.030000000000015348,0.030000000000015348
v1-old,T3,R08,ok,44.832477000000125,0.002523,119.970617,44.83500000000012,164.80309400000013,131.85845457112774,2401,178.66265506029495,1.3549579027101357,v4-io,T4,44.84747700000013,-0.015000000000007674,0.015000000000007674
v1-old,T3,R09,ok,44.93243900000012,0.002561,119.954792,44.93500000000012,164.88723100000013,169.35122882428237,2400,223.48392159861646,1.3196474755462317,v4-io,T4,44.96743900000014,-0.035000000000017906,0.035000000000017906
v1-old,T3,R10,ok,45.28070900000013,0.014291,119.936359,45.29500000000013,165.21706800000013,124.23945932233386,2400,153.74912666194388,1.2375225029195311,v4-io,T4,45.34070900000013,-0.060000000000002274,0.060000000000002274
v1-old,T3,R11,ok,45.48248100000012,0.002519,119.997834,45.48500000000012,165.48031500000013,122.45921898392376,2401,133.46263504174897,1.0898537174181204,v4-io,T4,45.512481000000136,-0.030000000000015348,0.030000000000015348
v1-old,T3,R12,ok,46.92482500000012,0.000175,119.935075,46.92500000000012,166.85990000000012,122.9790079921647,2400,138.37824267021256,1.1252184005178265,v4-io,T4,46.934825000000124,-0.010000000000005116,0.010000000000005116
v1-old,T3,R13,ok,44.91356400000014,0.001436,119.996075,44.91500000000014,164.90963900000014,130.16513344084484,2401,142.5932577835644,1.0954796727371519,v4-io,T4,44.91856400000012,-0.004999999999974136,0.004999999999974136
v1-old,T3,R14,ok,45.57368200000012,0.001318,119.996871,45.57500000000012,165.57055300000013,123.21608351788016,2401,132.55842388401427,1.0758207865353748,v4-io,T4,45.59368200000013,-0.020000000000010232,0.020000000000010232
v1-old,T3,R15,ok,43.62245200000012,0.002548,119.936687,43.62500000000012,163.55913900000013,117.93620717889968,2400,128.89125811942262,1.0928896324765218,v4-io,T4,43.647452000000136,-0.02500000000001279,0.02500000000001279
v1-old,T3,R16,ok,44.51403900000014,0.000961,119.995993,44.515000000000136,164.51003200000014,128.25981367442552,2401,134.42082724324064,1.0480354164902674,v4-io,T4,44.509039000000136,0.005000000000002558,0.005000000000002558
v1-old,T3,R17,ok,45.518380000000114,0.00162,119.998466,45.52000000000012,165.5168460000001,125.74100985525685,2401,136.39526921556944,1.0847317782207804,v4-io,T4,45.54838000000013,-0.030000000000015348,0.030000000000015348
v1-old,T4,R01,ok,37.69795600000013,0.002044,119.964982,37.70000000000013,157.66293800000014,124.01492588077788,2401,138.2401634723667,1.1147058508526972,v4-io,T4,37.70795600000014,-0.010000000000005116,0.010000000000005116
v1-old,T4,R02,ok,46.512358000000134,0.002642,119.993719,46.515000000000136,166.50607700000012,123.5466257422959,2401,146.3668251061139,1.184709207772443,v4-io,T4,46.52235800000014,-0.010000000000005116,0.010000000000005116
v1-old,T4,R03,ok,46.37258200000014,0.002418,119.96687,46.37500000000014,166.33945200000014,141.16029419102648,2250,175.91767532381812,1.2462263296629,v4-io,T4,46.377582000000146,-0.005000000000002558,0.005000000000002558
v1-old,T4,R04,ok,47.27821100000012,0.001789,119.957291,47.28000000000012,167.2355020000001,119.9338971116191,2400,151.99721632138744,1.267341593844215,v4-io,T4,47.29321100000013,-0.015000000000007674,0.015000000000007674
v1-old,T4,R05,ok,48.70757800000013,0.002422,119.999166,48.710000000000136,168.70674400000013,151.97148492432467,2401,176.48225974109596,1.1612853544793393,v4-io,T4,48.70257800000013,0.005000000000002558,0.005000000000002558
v1-old,T4,R06,ok,45.498791000000125,0.001209,119.981659,45.50000000000013,165.48045000000013,143.76770120732053,2401,207.45843531290186,1.4430114244766004,v4-io,T4,45.52379100000014,-0.02500000000001279,0.02500000000001279
v1-old,T4,R07,ok,45.25980400000013,0.000196,119.979094,45.26000000000013,165.23889800000012,134.04613328213574,2401,173.55818450170563,1.2947645728534838,v4-io,T4,45.229804000000115,0.030000000000015348,0.030000000000015348
v1-old,T4,R08,ok,44.832477000000125,0.002523,119.970617,44.83500000000012,164.80309400000013,126.33905830469361,2401,173.80826993081536,1.3757287117942545,v4-io,T4,44.84747700000013,-0.015000000000007674,0.015000000000007674
v1-old,T4,R09,ok,44.992439000000125,0.002561,119.954792,44.995000000000125,164.94723100000013,160.4077155928698,2400,211.71206716639466,1.3198371810477012,v4-io,T4,44.96743900000014,0.024999999999984368,0.024999999999984368
v1-old,T4,R10,ok,45.34070900000013,0.014291,119.936359,45.35500000000013,165.27706800000013,118.0862813330381,2400,143.56332154865282,1.2157493650237148,v4-io,T4,45.34070900000013,0.0,0.0
v1-old,T4,R11,ok,45.50248100000013,0.002519,119.997834,45.50500000000013,165.5003150000001,114.85752567214598,2401,127.34362276751274,1.1087094382566414,v4-io,T4,45.512481000000136,-0.010000000000005116,0.010000000000005116
v1-old,T4,R12,ok,46.92982500000012,0.000175,119.935075,46.93000000000012,166.86490000000012,125.01161957007723,2400,139.86764378969303,1.1188371470644616,v4-io,T4,46.934825000000124,-0.005000000000002558,0.005000000000002558
v1-old,T4,R13,ok,44.92356400000012,0.001436,119.996075,44.92500000000012,164.91963900000013,125.70084201090029,2401,138.14098000656517,1.098966226452056,v4-io,T4,44.91856400000012,0.005000000000002558,0.005000000000002558
v1-old,T4,R14,ok,45.60868200000014,0.001318,119.996871,45.610000000000134,165.60555300000013,119.36547808803512,2401,127.70046120363229,1.0698274178523366,v4-io,T4,45.59368200000013,0.015000000000007674,0.015000000000007674
v1-old,T4,R15,ok,43.63245200000013,0.002548,119.936687,43.635000000000126,163.56913900000012,113.82440507521335,2400,125.4057263165613,1.1017472591549695,v4-io,T4,43.647452000000136,-0.015000000000007674,0.015000000000007674
v1-old,T4,R16,ok,44.504039000000134,0.000961,119.995993,44.50500000000013,164.50003200000015,121.47438684734304,2401,128.3716113963996,1.0567792497501907,v4-io,T4,44.509039000000136,-0.005000000000002558,0.005000000000002558
v1-old,T4,R17,ok,45.558380000000135,0.00162,119.998466,45.56000000000014,165.55684600000012,129.4059070561568,2401,140.5158907442795,1.085853760008818,v4-io,T4,45.54838000000013,0.010000000000005116,0.010000000000005116
v2,T1,R01,ok,37.702956000000135,0.002044,119.964982,37.70500000000013,157.66793800000013,116.27238370727892,2401,129.2251303960205,1.1114000270378106,v4-io,T4,37.70795600000014,-0.005000000000002558,0.005000000000002558
v2,T1,R02,ok,46.52235800000012,0.002642,119.993719,46.52500000000012,166.5160770000001,123.28902899474689,2401,143.07771470676073,1.1605064609021862,v4-io,T4,46.52235800000014,-2.1316282072803006e-14,2.1316282072803006e-14
v2,T1,R03,ok,46.37258200000014,0.002418,119.96687,46.37500000000014,166.33945200000014,118.2209153743733,2250,154.33963118257262,1.3055188305201428,v4-io,T4,46.377582000000146,-0.005000000000002558,0.005000000000002558
v2,T1,R04,ok,47.288211000000125,0.001789,119.957291,47.29000000000013,167.24550200000013,111.51663610718478,2400,138.23571202029981,1.2395972192654185,v4-io,T4,47.29321100000013,-0.005000000000002558,0.005000000000002558
v2,T1,R05,ok,48.68757800000012,0.002422,119.999166,48.690000000000126,168.68674400000012,113.68812590524901,2401,143.45638160639058,1.2618413793358798,v4-io,T4,48.70257800000013,-0.015000000000007674,0.015000000000007674
v2,T1,R06,ok,45.518791000000135,0.001209,119.981659,45.52000000000014,165.50045000000011,120.08856621108588,2401,177.39810028035598,1.477227232179075,v4-io,T4,45.52379100000014,-0.005000000000002558,0.005000000000002558
v2,T1,R07,ok,45.24480400000012,0.000196,119.979094,45.245000000000125,165.22389800000013,100.67400780090664,2401,139.00352304732766,1.3807290092416074,v4-io,T4,45.229804000000115,0.015000000000007674,0.015000000000007674
v2,T1,R08,ok,44.83747700000013,0.002523,119.970617,44.840000000000124,164.80809400000012,99.11190201965076,2401,147.0324479465301,1.4834994077439683,v4-io,T4,44.84747700000013,-0.010000000000005116,0.010000000000005116
v2,T1,R09,ok,44.957439000000136,0.002561,119.954792,44.960000000000136,164.91223100000013,119.3219508381989,2400,176.9984414889591,1.4833686530064343,v4-io,T4,44.96743900000014,-0.010000000000005116,0.010000000000005116
v2,T1,R10,ok,45.33570900000013,0.014291,119.936359,45.35000000000013,165.27206800000013,97.33464127601121,2400,124.50439441747571,1.2791375484132048,v4-io,T4,45.34070900000013,-0.005000000000002558,0.005000000000002558
v2,T1,R11,ok,45.50248100000013,0.002519,119.997834,45.50500000000013,165.5003150000001,99.48932814414798,2401,109.21018095367513,1.097707492761865,v4-io,T4,45.512481000000136,-0.010000000000005116,0.010000000000005116
v2,T1,R12,ok,46.92482500000015,0.000175,119.935075,46.925000000000146,166.85990000000015,105.66085429993939,2400,120.92573196069407,1.144470511448093,v4-io,T4,46.934825000000124,-0.009999999999976694,0.009999999999976694
v2,T1,R13,ok,44.93856400000013,0.001436,119.996075,44.940000000000126,164.93463900000012,96.78989788821438,2401,107.82506120714433,1.1140115193806155,v4-io,T4,44.91856400000012,0.020000000000010232,0.020000000000010232
v2,T1,R14,ok,45.583682000000124,0.001318,119.996871,45.58500000000012,165.58055300000012,95.21864339502142,2401,104.55415531329886,1.0980428998504883,v4-io,T4,45.59368200000013,-0.010000000000005116,0.010000000000005116
v2,T1,R15,ok,43.662452000000144,0.002548,119.936687,43.66500000000014,163.59913900000015,99.09824273314825,2400,109.46270379283337,1.1045877381256348,v4-io,T4,43.647452000000136,0.015000000000007674,0.015000000000007674
v2,T1,R16,ok,44.509039000000136,0.000961,119.995993,44.51000000000013,164.50503200000014,108.8102321933781,2401,114.92277267689042,1.0561761551307884,v4-io,T4,44.509039000000136,0.0,0.0
v2,T1,R17,ok,45.538380000000124,0.00162,119.998466,45.54000000000013,165.5368460000001,100.13618397231073,2401,110.43915228806661,1.1028895640621257,v4-io,T4,45.54838000000013,-0.010000000000005116,0.010000000000005116
v2,T2,R01,ok,37.71795600000014,0.002044,119.964982,37.72000000000014,157.68293800000015,116.07390496216465,2401,128.79301487228557,1.1095776859946844,v4-io,T4,37.70795600000014,0.010000000000005116,0.010000000000005116
v2,T2,R02,ok,46.52235800000012,0.002642,119.993719,46.52500000000012,166.5160770000001,122.97831179991842,2401,143.00120345742684,1.162816445960691,v4-io,T4,46.52235800000014,-2.1316282072803006e-14,2.1316282072803006e-14
v2,T2,R03,ok,46.37258200000014,0.002418,119.96687,46.37500000000014,166.33945200000014,118.05702693742612,2250,154.35158062404787,1.3074323877888183,v4-io,T4,46.377582000000146,-0.005000000000002558,0.005000000000002558
v2,T2,R04,ok,47.288211000000125,0.001789,119.957291,47.29000000000013,167.24550200000013,111.65855839238739,2400,138.25263989986752,1.2381732478940302,v4-io,T4,47.29321100000013,-0.005000000000002558,0.005000000000002558
v2,T2,R05,ok,48.68757800000012,0.002422,119.999166,48.690000000000126,168.68674400000012,113.5638623643398,2401,143.233798288614,1.2612621242934308,v4-io,T4,48.70257800000013,-0.015000000000007674,0.015000000000007674
v2,T2,R06,ok,45.518791000000135,0.001209,119.981659,45.52000000000014,165.50045000000011,119.9643052703119,2401,176.90759554011433,1.4746686119799874,v4-io,T4,45.52379100000014,-0.005000000000002558,0.005000000000002558
v2,T2,R07,ok,45.24480400000012,0.000196,119.979094,45.245000000000125,165.22389800000013,100.59494329196214,2401,138.91566189569053,1.380940804275898,v4-io,T4,45.229804000000115,0.015000000000007674,0.015000000000007674
v2,T2,R08,ok,44.832477000000125,0.002523,119.970617,44.83500000000012,164.80309400000013,99.12788282236322,2401,147.03244763885124,1.4832602437634304,v4-io,T4,44.84747700000013,-0.015000000000007674,0.015000000000007674
v2,T2,R09,ok,44.95243900000013,0.002561,119.954792,44.95500000000013,164.90723100000014,119.30809130008934,2400,176.7468548374645,1.4814322558635395,v4-io,T4,44.96743900000014,-0.015000000000007674,0.015000000000007674
v2,T2,R10,ok,45.33570900000013,0.014291,119.936359,45.35000000000013,165.27206800000013,97.3908546381954,2400,124.81944259799013,1.2816341232623047,v4-io,T4,45.34070900000013,-0.005000000000002558,0.005000000000002558
v2,T2,R11,ok,45.52248100000014,0.002519,119.997834,45.52500000000014,165.52031500000015,99.09470658596857,2401,109.13131423520996,1.101282984682277,v4-io,T4,45.512481000000136,0.010000000000005116,0.010000000000005116
v2,T2,R12,ok,46.92482500000015,0.000175,119.935075,46.925000000000146,166.85990000000015,105.5520743641221,2400,121.22606506881999,1.1484953355878866,v4-io,T4,46.934825000000124,-0.009999999999976694,0.009999999999976694
v2,T2,R13,ok,44.93856400000013,0.001436,119.996075,44.940000000000126,164.93463900000012,96.7599692417986,2401,107.86423020368144,1.1147608980128323,v4-io,T4,44.91856400000012,0.020000000000010232,0.020000000000010232
v2,T2,R14,ok,45.57868200000012,0.001318,119.996871,45.58000000000012,165.57555300000013,95.39994452229202,2401,104.57235577984233,1.096146924439846,v4-io,T4,45.59368200000013,-0.015000000000007674,0.015000000000007674
v2,T2,R15,ok,43.66745200000015,0.002548,119.936687,43.670000000000144,163.60413900000015,98.97200405128363,2400,109.46007015216824,1.1059700286098084,v4-io,T4,43.647452000000136,0.020000000000010232,0.020000000000010232
v2,T2,R16,ok,44.509039000000136,0.000961,119.995993,44.51000000000013,164.50503200000014,108.84126114325122,2401,115.29276406827972,1.0592744227443063,v4-io,T4,44.509039000000136,0.0,0.0
v2,T2,R17,ok,45.538380000000124,0.00162,119.998466,45.54000000000013,165.5368460000001,100.01221243387604,2401,110.46161072461118,1.1044812232070542,v4-io,T4,45.54838000000013,-0.010000000000005116,0.010000000000005116
v2,T3,R01,ok,37.69795600000013,0.002044,119.964982,37.70000000000013,157.66293800000014,117.95339663548998,2401,131.5205002743681,1.1150208813469304,v4-io,T4,37.70795600000014,-0.010000000000005116,0.010000000000005116
v2,T3,R02,ok,46.51235800000011,0.002642,119.993719,46.515000000000114,166.50607700000012,123.77993248634286,2401,144.9109986215128,1.1707147977116679,v4-io,T4,46.52235800000014,-0.010000000000026432,0.010000000000026432
v2,T3,R03,ok,46.36758200000014,0.002418,119.96687,46.37000000000014,166.33445200000014,115.06646583202281,2251,150.64568428135507,1.3092057985101566,v4-io,T4,46.377582000000146,-0.010000000000005116,0.010000000000005116
v2,T3,R04,ok,47.29321100000013,0.001789,119.957291,47.29500000000013,167.25050200000013,111.31321057008067,2400,138.19283828121303,1.241477427283525,v4-io,T4,47.29321100000013,0.0,0.0
v2,T3,R05,ok,48.692578000000125,0.002422,119.999166,48.69500000000013,168.69174400000014,109.0705634210465,2401,140.35927296855272,1.2868666720526785,v4-io,T4,48.70257800000013,-0.010000000000005116,0.010000000000005116
v2,T3,R06,ok,45.52879100000012,0.001209,119.981659,45.53000000000012,165.5104500000001,122.51433544887294,2401,177.76771874784862,1.4509952496296545,v4-io,T4,45.52379100000014,0.004999999999981242,0.004999999999981242
v2,T3,R07,ok,45.229804000000115,0.000196,119.979094,45.23000000000012,165.20889800000012,98.01293755407286,2401,136.39707359744688,1.391623157118394,v4-io,T4,45.229804000000115,0.0,0.0
v2,T3,R08,ok,44.83747700000013,0.002523,119.970617,44.840000000000124,164.80809400000012,98.92149002982865,2401,146.6809209194673,1.4828013698058666,v4-io,T4,44.84747700000013,-0.010000000000005116,0.010000000000005116
v2,T3,R09,ok,44.957439000000136,0.002561,119.954792,44.960000000000136,164.91223100000013,118.66235498518972,2400,175.42858359932177,1.4783844768732008,v4-io,T4,44.96743900000014,-0.010000000000005116,0.010000000000005116
v2,T3,R10,ok,45.325709000000124,0.014291,119.936359,45.340000000000124,165.2620680000001,98.99163980080147,2400,125.91817171650646,1.2720081409893667,v4-io,T4,45.34070900000013,-0.015000000000007674,0.015000000000007674
v2,T3,R11,ok,45.512481000000136,0.002519,119.997834,45.515000000000136,165.51031500000013,100.45966850492485,2401,109.1461005761834,1.086466859790929,v4-io,T4,45.512481000000136,0.0,0.0
v2,T3,R12,ok,46.92482500000015,0.000175,119.935075,46.925000000000146,166.85990000000015,105.70993403532555,2400,121.16525701903132,1.1462050196582376,v4-io,T4,46.934825000000124,-0.009999999999976694,0.009999999999976694
v2,T3,R13,ok,44.90856400000014,0.001436,119.996075,44.91000000000014,164.90463900000015,98.41863450041055,2401,108.81793163272147,1.105663903844018,v4-io,T4,44.91856400000012,-0.009999999999976694,0.009999999999976694
v2,T3,R14,ok,45.57368200000012,0.001318,119.996871,45.57500000000012,165.57055300000013,101.30534776279374,2401,108.92494469082818,1.0752141628877847,v4-io,T4,45.59368200000013,-0.020000000000010232,0.020000000000010232
v2,T3,R15,ok,43.662452000000144,0.002548,119.936687,43.66500000000014,163.59913900000015,101.7599460167152,2400,113.4036135210118,1.114422893879916,v4-io,T4,43.647452000000136,0.015000000000007674,0.015000000000007674
v2,T3,R16,ok,44.509039000000136,0.000961,119.995993,44.51000000000013,164.50503200000014,107.31630876763336,2401,112.43017543615575,1.047652278831125,v4-io,T4,44.509039000000136,0.0,0.0
v2,T3,R17,ok,45.52838000000012,0.00162,119.998466,45.53000000000012,165.52684600000012,99.29872890176289,2401,109.4848510624577,1.1025805896344558,v4-io,T4,45.54838000000013,-0.020000000000010232,0.020000000000010232
v2,T4,R01,ok,37.69795600000013,0.002044,119.964982,37.70000000000013,157.66293800000014,115.11127942733458,2401,129.30822914160714,1.1233323944004512,v4-io,T4,37.70795600000014,-0.010000000000005116,0.010000000000005116
v2,T4,R02,ok,46.52735800000012,0.002642,119.993719,46.53000000000012,166.5210770000001,120.05002445673203,2401,140.57713955505122,1.1709880126323298,v4-io,T4,46.52235800000014,0.004999999999981242,0.004999999999981242
v2,T4,R03,ok,46.36258200000014,0.002418,119.96687,46.36500000000014,166.32945200000015,115.19202317616794,2251,151.87719864362566,1.3184697555954337,v4-io,T4,46.377582000000146,-0.015000000000007674,0.015000000000007674
v2,T4,R04,ok,47.29321100000013,0.001789,119.957291,47.29500000000013,167.25050200000013,112.02444352514593,2400,137.71797540772724,1.2293564785868714,v4-io,T4,47.29321100000013,0.0,0.0
v2,T4,R05,ok,48.70257800000013,0.002422,119.999166,48.70500000000013,168.70174400000013,116.86100648846083,2401,143.79809634565703,1.2305053727211912,v4-io,T4,48.70257800000013,0.0,0.0
v2,T4,R06,ok,45.52379100000014,0.001209,119.981659,45.52500000000014,165.50545000000014,118.42116244976312,2401,174.04465552769577,1.4697090615161743,v4-io,T4,45.52379100000014,0.0,0.0
v2,T4,R07,ok,45.24480400000012,0.000196,119.979094,45.245000000000125,165.22389800000013,96.50979456158373,2401,135.90095947645787,1.4081571729980038,v4-io,T4,45.229804000000115,0.015000000000007674,0.015000000000007674
