capture_id,rank,coarse_beta_s,coarse_score_median_3d_mm,n_overlap,layout,tag_method
R13,1,44.948564000000005,127.99826163662317,2401,v1-old,T1
R13,2,39.698564000000005,139.57671431711057,2401,v1-old,T1
R13,3,50.14856400000001,141.3207938953284,2401,v1-old,T1
R13,4,34.498564,142.60408888653248,2401,v1-old,T1
R13,5,29.298564,145.40101342044827,2401,v1-old,T1
R14,1,45.598682000000004,118.73192355802662,2401,v1-old,T1
R14,2,40.29868200000001,126.90076873807095,2401,v1-old,T1
R14,3,50.89868200000001,127.13754403474385,2401,v1-old,T1
R14,4,34.998682,134.65445885931075,2401,v1-old,T1
R14,5,29.698682,140.9873186535973,2401,v1-old,T1
R15,1,43.64745200000001,118.02263943785488,2400,v1-old,T1
R15,2,38.29745200000001,127.93572312289027,2400,v1-old,T1
R15,3,32.997452,135.45686272340726,2400,v1-old,T1
R15,4,27.597452,145.92915398406353,2400,v1-old,T1
R15,5,22.247452,156.93114801850822,2400,v1-old,T1
R16,1,44.54903900000001,127.22595023912466,2401,v1-old,T1
R16,2,39.249039,131.97606443264064,2401,v1-old,T1
R16,3,33.949039000000006,134.63166736018312,2401,v1-old,T1
R16,4,28.699039000000003,141.10365707171826,2401,v1-old,T1
R16,5,23.399039000000002,144.68576766577792,2401,v1-old,T1
R17,1,45.54838,133.35156335658664,2401,v1-old,T1
R17,2,40.24838,142.9582612995971,2401,v1-old,T1
R17,3,34.94838,153.37490242961368,2401,v1-old,T1
R17,4,29.648380000000003,162.85367741069507,2401,v1-old,T1
R17,5,24.398380000000003,176.83598217831673,2401,v1-old,T1
R01,1,37.697956000000005,124.21994621400694,2401,v1-old,T2
R01,2,33.897956,141.03116497594456,2401,v1-old,T2
R01,3,41.497956,142.58698692934112,2401,v1-old,T2
R01,4,30.097956,152.60257723542162,2401,v1-old,T2
R01,5,45.297956000000006,155.62576224058805,2401,v1-old,T2
R02,1,46.497358,138.9679520101205,2401,v1-old,T2
R02,2,42.297358,160.25565489479345,2401,v1-old,T2
R02,3,50.747358,163.0571528430836,2401,v1-old,T2
R02,4,38.097358,164.2477201348606,2401,v1-old,T2
R02,5,29.647358,177.7445689104823,2401,v1-old,T2
R03,1,46.347582,151.0798954543974,2251,v1-old,T2
R03,2,50.597582,182.97625559574794,2208,v1-old,T2
R03,3,42.14758200000001,185.82977418243453,2293,v1-old,T2
R03,4,37.947582000000004,213.54802648800458,2334,v1-old,T2
R03,5,54.797582000000006,216.6150809743623,2166,v1-old,T2
R04,1,47.298211,126.68307539521143,2400,v1-old,T2
R04,2,34.648210999999996,156.10894702752444,2400,v1-old,T2
R04,3,43.098211,156.7583329934422,2400,v1-old,T2
R04,4,38.898211,161.44099006928093,2400,v1-old,T2
R04,5,30.498211,164.68390195884362,2400,v1-old,T2
R05,1,48.697578,156.5842652759614,2401,v1-old,T2
R05,2,44.547578,182.31078133419317,2401,v1-old,T2
R05,3,40.347578,192.44376280160333,2401,v1-old,T2
R05,4,36.147577999999996,204.76103203024812,2401,v1-old,T2
R05,5,31.997578,217.4884640454284,2401,v1-old,T2
R06,1,45.498791,156.2619900463364,2401,v1-old,T2
R06,2,30.448791000000003,218.63473699071955,2401,v1-old,T2
R06,3,40.498791,220.8871313421569,2401,v1-old,T2
R06,4,35.348791,226.09895251908375,2401,v1-old,T2
R06,5,25.398791000000003,247.76253652038707,2401,v1-old,T2
R07,1,45.249804,145.47067577486655,2401,v1-old,T2
R07,2,40.199804,181.2532783654031,2401,v1-old,T2
R07,3,9.649804,182.65575747305695,2401,v1-old,T2
R07,4,14.749804,182.6748412460195,2401,v1-old,T2
R07,5,4.499804,183.4144641516499,2401,v1-old,T2
R08,1,44.847477000000005,129.39873505530454,2401,v1-old,T2
R08,2,34.79747700000001,175.76377286584318,2401,v1-old,T2
R08,3,39.79747700000001,177.90020563143136,2401,v1-old,T2
R08,4,29.747477,179.47324837887902,2401,v1-old,T2
R08,5,24.647477000000002,184.41779438920622,2401,v1-old,T2
R09,1,44.947439,168.87100663973285,2400,v1-old,T2
R09,2,39.847439,221.94903321753293,2400,v1-old,T2
R09,3,50.047439000000004,222.56799260059682,2400,v1-old,T2
R09,4,55.047439000000004,248.38916363442974,2400,v1-old,T2
R09,5,14.697439000000001,248.54042019186716,2400,v1-old,T2
R10,1,45.335709,127.77873332282084,2400,v1-old,T2
R10,2,40.135709000000006,156.51607692070067,2400,v1-old,T2
R10,3,34.935709,160.17453166339953,2400,v1-old,T2
R10,4,19.235709,165.90519780597438,2400,v1-old,T2
R10,5,14.035709,168.6892968909841,2400,v1-old,T2
R11,1,45.497481,117.37985472499172,2401,v1-old,T2
R11,2,40.297481000000005,129.56531234039227,2401,v1-old,T2
R11,3,35.147481,134.4061264616601,2401,v1-old,T2
R11,4,29.947481000000003,139.51879498740976,2401,v1-old,T2
R11,5,9.247481,142.5224202565631,2401,v1-old,T2
R12,1,46.949825000000004,129.74701188658935,2400,v1-old,T2
R12,2,41.799825000000006,144.06186608449988,2400,v1-old,T2
R12,3,36.599825,151.9646377857708,2400,v1-old,T2
R12,4,31.449825000000004,165.63637658577525,2400,v1-old,T2
R12,5,26.249825,176.3405470500087,2400,v1-old,T2
R13,1,44.948564000000005,127.82557635449993,2401,v1-old,T2
R13,2,39.698564000000005,139.27122333513816,2401,v1-old,T2
R13,3,50.14856400000001,140.96243858132394,2401,v1-old,T2
R13,4,34.498564,142.42229363301163,2401,v1-old,T2
R13,5,29.298564,145.091172450173,2401,v1-old,T2
R14,1,45.598682000000004,118.73192355802662,2401,v1-old,T2
R14,2,40.29868200000001,127.05383443579927,2401,v1-old,T2
R14,3,50.89868200000001,127.10807747291705,2401,v1-old,T2
R14,4,34.998682,134.5486111577564,2401,v1-old,T2
R14,5,29.648682,140.9114226674646,2401,v1-old,T2
R15,1,43.64745200000001,117.95524296829444,2400,v1-old,T2
R15,2,38.29745200000001,127.87374999517046,2400,v1-old,T2
R15,3,32.997452,135.4622743297,2400,v1-old,T2
R15,4,27.597452,145.89314026926834,2400,v1-old,T2
R15,5,22.247452,156.64976689004334,2400,v1-old,T2
R16,1,44.54903900000001,127.7325330944024,2401,v1-old,T2
R16,2,39.249039,131.9384435967986,2401,v1-old,T2
R16,3,33.949039000000006,134.88586998234703,2401,v1-old,T2
R16,4,28.699039000000003,140.84514632981012,2401,v1-old,T2
R16,5,23.399039000000002,144.68576766577792,2401,v1-old,T2
R17,1,45.54838,133.34766651266375,2401,v1-old,T2
R17,2,40.24838,142.95085369394909,2401,v1-old,T2
R17,3,34.94838,153.37490242911917,2401,v1-old,T2
R17,4,29.648380000000003,163.09999021636446,2401,v1-old,T2
R17,5,24.398380000000003,176.7501018695324,2401,v1-old,T2
R01,1,37.697956000000005,145.2025719097073,2401,v1-old,T3
R01,2,41.497956,160.79809596656622,2401,v1-old,T3
R01,3,33.897956,161.12302645032506,2401,v1-old,T3
R01,4,30.097956,170.67238732137616,2401,v1-old,T3
R01,5,45.297956000000006,173.6857064469209,2401,v1-old,T3
R02,1,46.497358,145.98946204495232,2401,v1-old,T3
R02,2,42.247358,166.4079586540433,2401,v1-old,T3
R02,3,50.697358,166.96179658270432,2401,v1-old,T3
R02,4,38.097358,168.48308162766307,2401,v1-old,T3
R02,5,33.847358,183.09972886784257,2401,v1-old,T3
R03,1,46.347582,156.48084968788487,2251,v1-old,T3
R03,2,50.597582,187.24102164214827,2208,v1-old,T3
R03,3,42.14758200000001,190.40195613348155,2293,v1-old,T3
R03,4,37.947582000000004,219.12927259591902,2334,v1-old,T3
R03,5,54.797582000000006,221.07088991562506,2166,v1-old,T3
R04,1,47.248211,127.37741963234694,2400,v1-old,T3
R04,2,34.648210999999996,155.75002016695387,2400,v1-old,T3
R04,3,43.098211,156.3587705315581,2400,v1-old,T3
R04,4,38.898211,161.1738766028343,2400,v1-old,T3
R04,5,30.448211000000004,165.2988608152889,2400,v1-old,T3
R05,1,48.697578,157.0110893320703,2401,v1-old,T3
R05,2,44.497578,184.03726401542775,2401,v1-old,T3
R05,3,40.347578,196.15469396600227,2401,v1-old,T3
R05,4,36.147577999999996,210.01011462846387,2401,v1-old,T3
R05,5,31.947578000000004,223.75548975148905,2401,v1-old,T3
R06,1,45.498791,156.70199114289025,2401,v1-old,T3
R06,2,30.398791000000003,214.15472222127482,2401,v1-old,T3
R06,3,40.448791,215.44337012216164,2401,v1-old,T3
R06,4,35.348791,221.33270447947868,2401,v1-old,T3
R06,5,25.348791000000002,243.4711453512014,2401,v1-old,T3
R07,1,45.249804,142.50619666235207,2401,v1-old,T3
R07,2,9.649804,183.0086629809345,2401,v1-old,T3
R07,3,14.749804,183.07471623927862,2401,v1-old,T3
R07,4,40.149804,183.14931429004648,2401,v1-old,T3
R07,5,4.499804,183.79760310853402,2401,v1-old,T3
R08,1,44.847477000000005,132.36899271114058,2401,v1-old,T3
R08,2,34.79747700000001,178.66265506029495,2401,v1-old,T3
R08,3,39.79747700000001,181.42812102683817,2401,v1-old,T3
R08,4,29.747477,183.3619108721629,2401,v1-old,T3
R08,5,9.547477,186.8674010071827,2401,v1-old,T3
R09,1,44.947439,169.65118505404678,2400,v1-old,T3
R09,2,39.847439,223.48392159861646,2400,v1-old,T3
R09,3,49.997439,224.99015372382377,2400,v1-old,T3
R09,4,55.097439,252.32158908524138,2400,v1-old,T3
R09,5,14.647439,254.57079271895162,2400,v1-old,T3
R10,1,45.285709000000004,124.42976075646692,2400,v1-old,T3
R10,2,40.085709,153.74912666194388,2400,v1-old,T3
R10,3,34.885709,159.0787330931069,2400,v1-old,T3
R10,4,19.235709,166.0521249590537,2400,v1-old,T3
R10,5,13.985709,166.8796786211927,2400,v1-old,T3
R11,1,45.497481,123.00782781379499,2401,v1-old,T3
R11,2,40.297481000000005,133.46263504174897,2401,v1-old,T3
R11,3,35.097481,138.15463151951343,2401,v1-old,T3
R11,4,29.947481000000003,142.19126397819514,2401,v1-old,T3
R11,5,9.197481000000002,144.77776717730856,2401,v1-old,T3
R12,1,46.949825000000004,124.56995569032912,2400,v1-old,T3
R12,2,41.749825,138.37824267021256,2400,v1-old,T3
R12,3,36.599825,146.12302368616025,2400,v1-old,T3
R12,4,31.449825000000004,157.5432428619528,2400,v1-old,T3
R12,5,26.249825,167.80702673622824,2400,v1-old,T3
R13,1,44.89856400000001,130.82623776493213,2401,v1-old,T3
R13,2,39.698564000000005,142.5932577835644,2401,v1-old,T3
R13,3,34.498564,145.30451132788093,2401,v1-old,T3
R13,4,50.098564,145.91048578037703,2401,v1-old,T3
R13,5,29.298564,149.71278042726536,2401,v1-old,T3
R14,1,45.598682000000004,124.74257640377729,2401,v1-old,T3
R14,2,50.848682000000004,132.55842388401427,2401,v1-old,T3
R14,3,40.29868200000001,133.59325583920602,2401,v1-old,T3
R14,4,34.998682,140.1258259779059,2401,v1-old,T3
R14,5,29.698682,145.43908080259277,2401,v1-old,T3
R15,1,43.64745200000001,119.40530723758737,2400,v1-old,T3
R15,2,38.29745200000001,128.89125811942262,2400,v1-old,T3
R15,3,32.897452,136.0928090302748,2400,v1-old,T3
R15,4,27.597452,147.11413526078874,2400,v1-old,T3
R15,5,22.197452000000002,157.39513418545187,2400,v1-old,T3
R16,1,44.499039,129.28064809125763,2401,v1-old,T3
R16,2,39.199039000000006,134.42082724324064,2401,v1-old,T3
R16,3,33.949039000000006,137.7930431434881,2401,v1-old,T3
R16,4,28.699039000000003,144.64983023282915,2401,v1-old,T3
R16,5,23.399039000000002,148.05265853888537,2401,v1-old,T3
R17,1,45.54838,125.75966809989141,2401,v1-old,T3
R17,2,40.19838,136.39526921556944,2401,v1-old,T3
R17,3,34.94838,146.82592794580725,2401,v1-old,T3
R17,4,29.648380000000003,158.14351897768427,2401,v1-old,T3
R17,5,24.348380000000002,172.30623353490932,2401,v1-old,T3
R01,1,37.697956000000005,124.0149258807725,2401,v1-old,T4
R01,2,33.897956,138.2401634723667,2401,v1-old,T4
R01,3,41.497956,139.69433677630948,2401,v1-old,T4
R01,4,30.097956,151.53389458342804,2401,v1-old,T4
R01,5,45.297956000000006,154.30230709192406,2401,v1-old,T4
R02,1,46.497358,124.48535656457948,2401,v1-old,T4
R02,2,42.297358,146.3668251061139,2401,v1-old,T4
R02,3,50.747358,149.1782481961965,2401,v1-old,T4
R02,4,38.097358,150.18277205836924,2401,v1-old,T4
R02,5,29.647358,162.13710395597732,2401,v1-old,T4
R03,1,46.347582,142.8342282474446,2251,v1-old,T4
R03,2,50.597582,175.91767532381812,2208,v1-old,T4
R03,3,42.14758200000001,178.35697838979826,2293,v1-old,T4
R03,4,37.997582,207.16269147990835,2334,v1-old,T4
R03,5,54.797582000000006,210.85073064368657,2166,v1-old,T4
R04,1,47.298211,121.13643755584016,2400,v1-old,T4
R04,2,43.098211,151.99721632138744,2400,v1-old,T4
R04,3,34.698211,152.6000202586727,2400,v1-old,T4
R04,4,38.898211,155.35273802010747,2400,v1-old,T4
R04,5,30.498211,161.98917007794378,2400,v1-old,T4
R05,1,48.697578,152.82024025525902,2401,v1-old,T4
R05,2,44.547578,176.48225974109596,2401,v1-old,T4
R05,3,40.347578,186.99156686517705,2401,v1-old,T4
R05,4,36.147577999999996,199.14971422591782,2401,v1-old,T4
R05,5,31.997578,212.03075646813147,2401,v1-old,T4
R06,1,45.498791,143.76770120731834,2401,v1-old,T4
R06,2,30.448791000000003,207.45843531290186,2401,v1-old,T4
R06,3,40.498791,209.13430352443643,2401,v1-old,T4
R06,4,35.448791,216.90419754595496,2401,v1-old,T4
R06,5,25.398791000000003,237.6899160965313,2401,v1-old,T4
R07,1,45.249804,135.25091829555046,2401,v1-old,T4
R07,2,40.149804,173.55818450170563,2401,v1-old,T4
R07,3,14.749804,173.66183571040688,2401,v1-old,T4
R07,4,9.649804,174.4113249307318,2401,v1-old,T4
R07,5,4.499804,175.76583032639758,2401,v1-old,T4
R08,1,44.847477000000005,127.29565954126423,2401,v1-old,T4
R08,2,34.79747700000001,173.80826993081536,2401,v1-old,T4
R08,3,29.747477,177.5152697193283,2401,v1-old,T4
R08,4,39.79747700000001,177.61231992948467,2401,v1-old,T4
R08,5,9.597477000000001,183.2066158215463,2401,v1-old,T4
R09,1,44.997439,161.16911012265334,2400,v1-old,T4
R09,2,39.947439,211.71206716639466,2400,v1-old,T4
R09,3,50.047439000000004,214.51220303325175,2400,v1-old,T4
R09,4,14.697439000000001,239.70850657219415,2400,v1-old,T4
R09,5,55.047439000000004,241.96637204734492,2400,v1-old,T4
R10,1,45.335709,118.58201371885411,2400,v1-old,T4
R10,2,40.135709000000006,143.56332154865282,2400,v1-old,T4
R10,3,34.935709,148.92240727850015,2400,v1-old,T4
R10,4,19.235709,155.0826733531659,2400,v1-old,T4
R10,5,14.035709,155.213153737107,2400,v1-old,T4
R11,1,45.497481,114.98404614541172,2401,v1-old,T4
R11,2,40.297481000000005,127.34362276751274,2401,v1-old,T4
R11,3,35.147481,132.34921360996756,2401,v1-old,T4
R11,4,29.947481000000003,136.45027749087387,2401,v1-old,T4
R11,5,4.047480999999999,139.00296424307007,2401,v1-old,T4
R12,1,46.949825000000004,126.01037879221005,2400,v1-old,T4
R12,2,41.749825,139.86764378969303,2400,v1-old,T4
R12,3,36.599825,148.14839977325772,2400,v1-old,T4
R12,4,31.449825000000004,161.43396802052465,2400,v1-old,T4
R12,5,26.249825,171.92720102444275,2400,v1-old,T4
R13,1,44.948564000000005,126.8002692008114,2401,v1-old,T4
R13,2,39.698564000000005,138.14098000656517,2401,v1-old,T4
R13,3,50.14856400000001,140.06059610502814,2401,v1-old,T4
R13,4,34.498564,141.31545886322579,2401,v1-old,T4
R13,5,29.298564,144.89883951631745,2401,v1-old,T4
R14,1,45.598682000000004,120.19420354690519,2401,v1-old,T4
R14,2,50.89868200000001,127.70046120363229,2401,v1-old,T4
R14,3,40.29868200000001,127.83235153252939,2401,v1-old,T4
R14,4,34.998682,134.34039722428406,2401,v1-old,T4
R14,5,29.698682,140.1177311007544,2401,v1-old,T4
R15,1,43.64745200000001,114.90497647897598,2400,v1-old,T4
R15,2,38.29745200000001,125.4057263165613,2400,v1-old,T4
R15,3,32.997452,133.4253643909522,2400,v1-old,T4
R15,4,27.647452,145.15858132352452,2400,v1-old,T4
R15,5,22.247452,156.2742681556556,2400,v1-old,T4
R16,1,44.499039,122.03152525953564,2401,v1-old,T4
R16,2,39.249039,128.3716113963996,2401,v1-old,T4
R16,3,33.949039000000006,131.3963720344035,2401,v1-old,T4
R16,4,28.699039000000003,138.08027587369173,2401,v1-old,T4
R16,5,23.399039000000002,140.15066974544627,2401,v1-old,T4
R17,1,45.54838,129.7672947376258,2401,v1-old,T4
R17,2,40.24838,140.5158907442795,2401,v1-old,T4
R17,3,34.94838,150.2723951228798,2401,v1-old,T4
R17,4,29.648380000000003,160.2190600974567,2401,v1-old,T4
R17,5,24.398380000000003,174.13190320942076,2401,v1-old,T4
R01,1,37.697956000000005,116.29461993303329,2401,v2,T1
R01,2,41.497956,129.2251303960205,2401,v2,T1
R01,3,33.947956000000005,130.5948896648167,2401,v2,T1
R01,4,30.147956,141.3413477756407,2401,v2,T1
R01,5,45.247956,141.60825063573142,2401,v2,T1
R02,1,46.547358,124.74902707869201,2401,v2,T1
R02,2,42.297358,143.07771470676073,2401,v2,T1
R02,3,50.747358,143.1986714395588,2401,v2,T1
R02,4,38.097358,145.30867160149893,2401,v2,T1
R02,5,29.647358,156.19944285395812,2401,v2,T1
R03,1,46.347582,119.04981976746967,2251,v2,T1
R03,2,42.14758200000001,154.33963118257262,2293,v2,T1
R03,3,50.597582,154.46306425271024,2208,v2,T1
R03,4,37.947582000000004,186.8319814680666,2334,v2,T1
R03,5,54.797582000000006,187.39049721476692,2166,v2,T1
R04,1,47.298211,111.93808457447494,2400,v2,T1
R04,2,34.648210999999996,138.23571202029981,2400,v2,T1
R04,3,43.098211,138.42153362883397,2400,v2,T1
R04,4,38.898211,144.20152683099744,2400,v2,T1
R04,5,30.498211,146.14532822854818,2400,v2,T1
R05,1,48.697578,114.24814728219879,2401,v2,T1
R05,2,44.547578,143.45638160639058,2401,v2,T1
R05,3,40.347578,154.06919832900698,2401,v2,T1
R05,4,36.147577999999996,170.03113041423637,2401,v2,T1
R05,5,31.947578000000004,185.24489574300014,2401,v2,T1
R06,1,45.498791,120.92332935491072,2401,v2,T1
R06,2,30.448791000000003,177.39810028035598,2401,v2,T1
R06,3,40.498791,179.48440932837906,2401,v2,T1
R06,4,35.398790999999996,185.34547418180716,2401,v2,T1
R06,5,25.448791000000003,204.91848972632258,2401,v2,T1
R07,1,45.249804,101.17756324751532,2401,v2,T1
R07,2,9.649804,139.00352304732766,2401,v2,T1
R07,3,4.499804,140.26473622232527,2401,v2,T1
R07,4,40.149804,141.0791210172595,2401,v2,T1
R07,5,14.699804,141.8638721360435,2401,v2,T1
R08,1,44.847477000000005,99.32694987901773,2401,v2,T1
R08,2,39.79747700000001,147.0324479465301,2401,v2,T1
R08,3,34.79747700000001,147.7181690029112,2401,v2,T1
R08,4,29.747477,150.8742590961276,2401,v2,T1
R08,5,9.597477000000001,151.87530444179956,2401,v2,T1
R09,1,44.947439,120.04833851979706,2400,v2,T1
R09,2,50.047439000000004,176.9984414889591,2400,v2,T1
R09,3,39.847439,177.51414564248913,2400,v2,T1
R09,4,14.697439000000001,204.19722182741413,2400,v2,T1
R09,5,55.147439000000006,211.370013870195,2400,v2,T1
R10,1,45.335709,97.33464127597233,2400,v2,T1
R10,2,40.135709000000006,124.50439441747571,2400,v2,T1
R10,3,34.935709,126.49944689775276,2400,v2,T1
R10,4,19.285709,132.23139876920555,2400,v2,T1
R10,5,14.035709,135.28458007255722,2400,v2,T1
R11,1,45.497481,99.70132980119608,2401,v2,T1
R11,2,40.297481000000005,109.21018095367513,2401,v2,T1
R11,3,35.097481,115.06018477736659,2401,v2,T1
R11,4,29.947481000000003,117.96961910589947,2401,v2,T1
R11,5,4.047480999999999,118.06850139688054,2401,v2,T1
R12,1,46.89982500000001,106.87097878517822,2400,v2,T1
R12,2,41.799825000000006,120.92573196069407,2400,v2,T1
R12,3,36.599825,127.85021216771696,2400,v2,T1
R12,4,31.449825000000004,139.26375849678243,2400,v2,T1
R12,5,26.249825,149.70298150769773,2400,v2,T1
R13,1,44.948564000000005,97.6326735248327,2401,v2,T1
R13,2,39.698564000000005,107.82506120714433,2401,v2,T1
R13,3,34.498564,109.77163413451768,2401,v2,T1
R13,4,50.098564,110.212612657889,2401,v2,T1
R13,5,29.298564,113.90937333024137,2401,v2,T1
R14,1,45.598682000000004,96.28046605090822,2401,v2,T1
R14,2,40.29868200000001,104.55415531329886,2401,v2,T1
R14,3,50.848682000000004,104.93016005987376,2401,v2,T1
R14,4,34.998682,112.52044103163139,2401,v2,T1
R14,5,29.648682,121.10185787095735,2401,v2,T1
R15,1,43.64745200000001,100.32671242865999,2400,v2,T1
R15,2,38.347452000000004,109.46270379283337,2400,v2,T1
R15,3,32.997452,115.43203937150594,2400,v2,T1
R15,4,27.647452,125.5920519224998,2400,v2,T1
R15,5,22.247452,133.5919266536398,2400,v2,T1
R16,1,44.499039,109.832359722265,2401,v2,T1
R16,2,39.249039,114.92277267689042,2401,v2,T1
R16,3,33.949039000000006,117.7654333251097,2401,v2,T1
R16,4,28.649039000000002,124.5203509352455,2401,v2,T1
R16,5,23.399039000000002,126.97484332255816,2401,v2,T1
R17,1,45.54838,100.40784227558892,2401,v2,T1
R17,2,40.24838,110.43915228806661,2401,v2,T1
R17,3,34.94838,121.79669651661338,2401,v2,T1
R17,4,29.648380000000003,130.75856697211356,2401,v2,T1
R17,5,24.398380000000003,144.1333345477307,2401,v2,T1
R01,1,37.697956000000005,116.20147141353532,2401,v2,T2
R01,2,41.497956,128.79301487228557,2401,v2,T2
R01,3,33.897956,130.41943295384138,2401,v2,T2
R01,4,30.147956,141.4089148715557,2401,v2,T2
R01,5,45.247956,141.59705127076992,2401,v2,T2
R02,1,46.547358,124.60135554454895,2401,v2,T2
R02,2,50.747358,143.00120345742684,2401,v2,T2
R02,3,42.297358,143.06992238833868,2401,v2,T2
R02,4,38.097358,145.32626163158662,2401,v2,T2
R02,5,33.897358,155.5862639141046,2401,v2,T2
R03,1,46.347582,119.04495049125691,2251,v2,T2
R03,2,50.597582,154.35158062404787,2208,v2,T2
R03,3,42.14758200000001,154.38035600105846,2293,v2,T2
R03,4,37.997582,186.36563224747718,2334,v2,T2
R03,5,54.797582000000006,187.2253697639448,2166,v2,T2
R04,1,47.298211,112.07470389960204,2400,v2,T2
R04,2,34.648210999999996,138.25263989986752,2400,v2,T2
R04,3,43.098211,138.54112310388774,2400,v2,T2
R04,4,38.898211,143.94179703825597,2400,v2,T2
R04,5,30.498211,146.3976565490666,2400,v2,T2
R05,1,48.697578,113.84267682698076,2401,v2,T2
R05,2,44.547578,143.233798288614,2401,v2,T2
R05,3,40.347578,153.93661266772196,2401,v2,T2
R05,4,36.147577999999996,169.9371704791353,2401,v2,T2
R05,5,31.947578000000004,184.96722129554635,2401,v2,T2
R06,1,45.498791,120.9046066799609,2401,v2,T2
R06,2,30.448791000000003,176.90759554011433,2401,v2,T2
R06,3,40.448791,179.82439629013737,2401,v2,T2
R06,4,35.398790999999996,185.58808305803427,2401,v2,T2
R06,5,25.448791000000003,205.2439210053783,2401,v2,T2
R07,1,45.249804,100.92771535606128,2401,v2,T2
R07,2,9.649804,138.91566189569053,2401,v2,T2
R07,3,4.499804,140.23813613142676,2401,v2,T2
R07,4,40.149804,141.05039023459756,2401,v2,T2
R07,5,14.699804,141.7570546220848,2401,v2,T2
R08,1,44.847477000000005,99.531184955478,2401,v2,T2
R08,2,39.79747700000001,147.03244763885124,2401,v2,T2
R08,3,34.79747700000001,148.10064364549802,2401,v2,T2
R08,4,29.747477,150.87425909734336,2401,v2,T2
R08,5,9.597477000000001,151.87530444180473,2401,v2,T2
R09,1,44.947439,120.07603638691805,2400,v2,T2
R09,2,50.047439000000004,176.7468548374645,2400,v2,T2
R09,3,39.897439000000006,177.4361894099966,2400,v2,T2
