node,implementation,time_s,block,trace,min_eigenvalue,max_eigenvalue,max_abs
BSF3C79,legacy,0.551,attitude__gyro_bias,,,,6.70155025196e-06
BSF3C79,legacy,0.551,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.6,position,0.420274675448,0.0147830602884,0.370446144454,0.353843098644
BSF3C79,legacy,0.6,velocity,5.85996181617,0.0222402789228,5.54716004376,5.40627801976
BSF3C79,legacy,0.6,attitude,9.89238373732,0.00762425507549,9.87712973792,9.856837132
BSF3C79,legacy,0.6,accel_bias,0.0300072,0.0100024,0.0100024,0.0100024
BSF3C79,legacy,0.6,gyro_bias,3.65562836198e-05,1.21854278733e-05,1.21854278733e-05,1.21854278733e-05
BSF3C79,legacy,0.6,position__velocity,,,,1.36015273245
BSF3C79,legacy,0.6,position__attitude,,,,1.77294014693
BSF3C79,legacy,0.6,position__accel_bias,,,,0.00164226800862
BSF3C79,legacy,0.6,position__gyro_bias,,,,2.40743920417e-06
BSF3C79,legacy,0.6,velocity__attitude,,,,7.1023085615
BSF3C79,legacy,0.6,velocity__accel_bias,,,,0.00597250798858
BSF3C79,legacy,0.6,velocity__gyro_bias,,,,1.44703730066e-05
BSF3C79,legacy,0.6,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.6,attitude__gyro_bias,,,,7.31099913309e-06
BSF3C79,legacy,0.6,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.65,position,0.585021486417,0.0157752664668,0.525164789071,0.503374066938
BSF3C79,legacy,0.65,velocity,6.72011721972,0.0235853187972,6.35816039151,6.20875882873
BSF3C79,legacy,0.65,attitude,9.89242061611,0.00762525977857,9.87716460635,9.85790528296
BSF3C79,legacy,0.65,accel_bias,0.0300078,0.0100026,0.0100026,0.0100026
BSF3C79,legacy,0.65,gyro_bias,3.65564663903e-05,1.21854887968e-05,1.21854887968e-05,1.21854887968e-05
BSF3C79,legacy,0.65,position__velocity,,,,1.74698371389
BSF3C79,legacy,0.65,position__attitude,,,,2.12817014289
BSF3C79,legacy,0.65,position__accel_bias,,,,0.00194089340805
BSF3C79,legacy,0.65,position__gyro_bias,,,,3.1309578545e-06
BSF3C79,legacy,0.65,velocity__attitude,,,,7.60854206593
BSF3C79,legacy,0.65,velocity__accel_bias,,,,0.00647033804759
BSF3C79,legacy,0.65,velocity__gyro_bias,,,,1.7084477642e-05
BSF3C79,legacy,0.65,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.65,attitude__gyro_bias,,,,7.92023038188e-06
BSF3C79,legacy,0.65,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.752,position,0.79377936316,0.0168917865815,0.72146364276,0.6935943354
BSF3C79,legacy,0.752,velocity,7.93234475961,0.0249804186528,7.51743507632,7.40413722476
BSF3C79,legacy,0.752,attitude,9.89263080026,0.0076263348201,9.87737253998,9.85458933177
BSF3C79,legacy,0.752,accel_bias,0.0300084,0.0100028,0.0100028,0.0100028
BSF3C79,legacy,0.752,gyro_bias,3.65566491607e-05,1.21855497202e-05,1.21855497202e-05,1.21855497202e-05
BSF3C79,legacy,0.752,position__velocity,,,,2.24616276992
BSF3C79,legacy,0.752,position__attitude,,,,2.50815398766
BSF3C79,legacy,0.752,position__accel_bias,,,,0.00226441031043
BSF3C79,legacy,0.752,position__gyro_bias,,,,3.9851817366e-06
BSF3C79,legacy,0.752,velocity__attitude,,,,8.31537546473
BSF3C79,legacy,0.752,velocity__accel_bias,,,,0.00696816068049
BSF3C79,legacy,0.752,velocity__gyro_bias,,,,1.99302951925e-05
BSF3C79,legacy,0.752,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.752,attitude__gyro_bias,,,,8.52954161975e-06
BSF3C79,legacy,0.752,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.8,position,1.05807097487,0.018141096267,0.970486731133,0.936720955454
BSF3C79,legacy,0.8,velocity,9.8095015399,0.0264255149128,9.33999630026,9.29148028717
BSF3C79,legacy,0.8,attitude,9.89267896,0.00762747964828,9.87741841712,9.85600735308
BSF3C79,legacy,0.8,accel_bias,0.030009,0.010003,0.010003,0.010003
BSF3C79,legacy,0.8,gyro_bias,3.65568319312e-05,1.21856106437e-05,1.21856106437e-05,1.21856106437e-05
BSF3C79,legacy,0.8,position__velocity,,,,2.92963558828
BSF3C79,legacy,0.8,position__attitude,,,,2.92417607216
BSF3C79,legacy,0.8,position__accel_bias,,,,0.00261281834445
BSF3C79,legacy,0.8,position__gyro_bias,,,,4.98169649622e-06
BSF3C79,legacy,0.8,velocity__attitude,,,,9.34043320005
BSF3C79,legacy,0.8,velocity__accel_bias,,,,0.00746598842408
BSF3C79,legacy,0.8,velocity__gyro_bias,,,,2.28847824904e-05
BSF3C79,legacy,0.8,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.8,attitude__gyro_bias,,,,9.13870970807e-06
BSF3C79,legacy,0.8,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.801,position,1.3968208444,0.0195320476272,1.29079555572,1.252913215
BSF3C79,legacy,0.801,velocity,11.4992204849,0.0279206389388,10.9713145377,10.9482214748
BSF3C79,legacy,0.801,attitude,9.89389615962,0.0076287045898,9.87863223501,9.86618810188
BSF3C79,legacy,0.801,accel_bias,0.0300096,0.0100032,0.0100032,0.0100032
BSF3C79,legacy,0.801,gyro_bias,3.65570147016e-05,1.21856715672e-05,1.21856715672e-05,1.21856715672e-05
BSF3C79,legacy,0.801,position__velocity,,,,3.68347953931
BSF3C79,legacy,0.801,position__attitude,,,,3.39312461928
BSF3C79,legacy,0.801,position__accel_bias,,,,0.00298611776566
BSF3C79,legacy,0.801,position__gyro_bias,,,,6.12593562075e-06
BSF3C79,legacy,0.801,velocity__attitude,,,,10.1555245779
BSF3C79,legacy,0.801,velocity__accel_bias,,,,0.00796383069836
BSF3C79,legacy,0.801,velocity__gyro_bias,,,,2.60575424014e-05
BSF3C79,legacy,0.801,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.801,attitude__gyro_bias,,,,9.7487918732e-06
BSF3C79,legacy,0.801,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.85,position,1.81744733004,0.0210738660454,1.68938312519,1.64863172262
BSF3C79,legacy,0.85,velocity,12.4034695839,0.0294657562616,11.8094296621,11.759704656
BSF3C79,legacy,0.85,attitude,9.89450569903,0.00762995649488,9.87923880691,9.86070811294
BSF3C79,legacy,0.85,accel_bias,0.0300102,0.0100034,0.0100034,0.0100034
BSF3C79,legacy,0.85,gyro_bias,3.65571974721e-05,1.21857324907e-05,1.21857324907e-05,1.21857324907e-05
BSF3C79,legacy,0.85,position__velocity,,,,4.38506678189
BSF3C79,legacy,0.85,position__attitude,,,,3.89967402546
BSF3C79,legacy,0.85,position__accel_bias,,,,0.00338430930058
BSF3C79,legacy,0.85,position__gyro_bias,,,,7.42881274082e-06
BSF3C79,legacy,0.85,velocity__attitude,,,,10.5089101875
BSF3C79,legacy,0.85,velocity__accel_bias,,,,0.00846168075568
BSF3C79,legacy,0.85,velocity__gyro_bias,,,,2.96510439648e-05
BSF3C79,legacy,0.85,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.85,attitude__gyro_bias,,,,1.03575671452e-05
BSF3C79,legacy,0.85,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.9,position,2.31610845043,0.0227761512584,2.16186272726,2.11653766245
BSF3C79,legacy,0.9,velocity,14.2988573169,0.031060894344,13.6363929897,13.5930924971
BSF3C79,legacy,0.9,attitude,9.89453917942,0.00763127854277,9.87926966546,9.86094386417
BSF3C79,legacy,0.9,accel_bias,0.0300108,0.0100036,0.0100036,0.0100036
BSF3C79,legacy,0.9,gyro_bias,3.65573802425e-05,1.21857934142e-05,1.21857934142e-05,1.21857934142e-05
BSF3C79,legacy,0.9,position__velocity,,,,5.34583302888
BSF3C79,legacy,0.9,position__attitude,,,,4.42521388897
BSF3C79,legacy,0.9,position__accel_bias,,,,0.00380739333836
BSF3C79,legacy,0.9,position__gyro_bias,,,,8.91136493905e-06
BSF3C79,legacy,0.9,velocity__attitude,,,,11.307962021
BSF3C79,legacy,0.9,velocity__accel_bias,,,,0.00895955049763
BSF3C79,legacy,0.9,velocity__gyro_bias,,,,3.33784257397e-05
BSF3C79,legacy,0.9,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.9,attitude__gyro_bias,,,,1.09668457959e-05
BSF3C79,legacy,0.9,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,0.951,position,2.91992968963,0.0246488807864,2.73489604595,2.68510369658
BSF3C79,legacy,0.951,velocity,16.0378464298,0.0327060587894,15.305636705,15.2743992979
BSF3C79,legacy,0.951,attitude,9.8950030444,0.00763265817619,9.87973046911,9.86649682968
BSF3C79,legacy,0.951,accel_bias,0.0300114,0.0100038,0.0100038,0.0100038
BSF3C79,legacy,0.951,gyro_bias,3.6557563013e-05,1.21858543377e-05,1.21858543377e-05,1.21858543377e-05
BSF3C79,legacy,0.951,position__velocity,,,,6.38663171074
BSF3C79,legacy,0.951,position__attitude,,,,4.99211149079
BSF3C79,legacy,0.951,position__accel_bias,,,,0.00425537086324
BSF3C79,legacy,0.951,position__gyro_bias,,,,1.0580286226e-05
BSF3C79,legacy,0.951,velocity__attitude,,,,11.9946249562
BSF3C79,legacy,0.951,velocity__accel_bias,,,,0.00945742868869
BSF3C79,legacy,0.951,velocity__gyro_bias,,,,3.71921638299e-05
BSF3C79,legacy,0.951,attitude__accel_bias,,,,0.0
BSF3C79,legacy,0.951,attitude__gyro_bias,,,,1.15771300616e-05
BSF3C79,legacy,0.951,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,60.0,position,46028036.4566,34662.5327298,42026751.0951,41202930.7993
BSF3C79,legacy,60.0,velocity,229937.411673,38.3357179875,223302.337189,166279.878969
BSF3C79,legacy,60.0,attitude,11.3698849656,0.0518097850827,11.2656715178,6.41180090035
BSF3C79,legacy,60.0,accel_bias,0.03072,0.01024,0.01024,0.01024
BSF3C79,legacy,60.0,gyro_bias,3.67734149167e-05,1.22578049722e-05,1.22578049722e-05,1.22578049722e-05
BSF3C79,legacy,60.0,position__velocity,,,,2595548.49126
BSF3C79,legacy,60.0,position__attitude,,,,15664.5293024
BSF3C79,legacy,60.0,position__accel_bias,,,,17.9978992197
BSF3C79,legacy,60.0,position__gyro_bias,,,,3.11974934893
BSF3C79,legacy,60.0,velocity__attitude,,,,1021.05588951
BSF3C79,legacy,60.0,velocity__accel_bias,,,,0.601881228496
BSF3C79,legacy,60.0,velocity__gyro_bias,,,,0.157874611475
BSF3C79,legacy,60.0,attitude__accel_bias,,,,0.0
BSF3C79,legacy,60.0,attitude__gyro_bias,,,,0.000732011081704
BSF3C79,legacy,60.0,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,60.05,position,46325351.3245,34780.2817348,42308152.0495,41462901.3482
BSF3C79,legacy,60.05,velocity,231192.661865,38.3977983601,224539.397561,167104.849577
BSF3C79,legacy,60.05,attitude,11.3703129605,0.0518792284858,11.2659641329,6.43001728112
BSF3C79,legacy,60.05,accel_bias,0.0307206,0.0102402,0.0102402,0.0102402
BSF3C79,legacy,60.05,gyro_bias,3.67735976871e-05,1.22578658957e-05,1.22578658957e-05,1.22578658957e-05
BSF3C79,legacy,60.05,position__velocity,,,,2610226.88334
BSF3C79,legacy,60.05,position__attitude,,,,15738.3648426
BSF3C79,legacy,60.05,position__accel_bias,,,,18.0279932811
BSF3C79,legacy,60.05,position__gyro_bias,,,,3.1276430795
BSF3C79,legacy,60.05,velocity__attitude,,,,1025.10159097
BSF3C79,legacy,60.05,velocity__accel_bias,,,,0.602385460972
BSF3C79,legacy,60.05,velocity__gyro_bias,,,,0.158152814116
BSF3C79,legacy,60.05,attitude__accel_bias,,,,0.0
BSF3C79,legacy,60.05,attitude__gyro_bias,,,,0.000732418664884
BSF3C79,legacy,60.05,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,60.151,position,46624552.7169,34898.3154588,42591385.8153,41724341.7986
BSF3C79,legacy,60.151,velocity,232332.11605,38.4685606213,225661.81574,167831.576999
BSF3C79,legacy,60.151,attitude,11.3707914312,0.0519476664665,11.2663067895,6.48290360099
BSF3C79,legacy,60.151,accel_bias,0.0307212,0.0102404,0.0102404,0.0102404
BSF3C79,legacy,60.151,gyro_bias,3.67737804576e-05,1.22579268192e-05,1.22579268192e-05,1.22579268192e-05
BSF3C79,legacy,60.151,position__velocity,,,,2624198.50073
BSF3C79,legacy,60.151,position__attitude,,,,15853.0742463
BSF3C79,legacy,60.151,position__accel_bias,,,,18.0581125542
BSF3C79,legacy,60.151,position__gyro_bias,,,,3.13555072021
BSF3C79,legacy,60.151,velocity__attitude,,,,1031.53045423
BSF3C79,legacy,60.151,velocity__accel_bias,,,,0.602889713823
BSF3C79,legacy,60.151,velocity__gyro_bias,,,,0.158412506938
BSF3C79,legacy,60.151,attitude__accel_bias,,,,0.0
BSF3C79,legacy,60.151,attitude__gyro_bias,,,,0.000733090557354
BSF3C79,legacy,60.151,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,60.152,position,46925568.7975,35016.6708301,42876381.7491,41987181.2276
BSF3C79,legacy,60.152,velocity,233551.496627,38.5312154973,226863.358195,168630.288744
BSF3C79,legacy,60.152,attitude,11.3712066013,0.0520168240596,11.2665859219,6.43907668344
BSF3C79,legacy,60.152,accel_bias,0.0307218,0.0102406,0.0102406,0.0102406
BSF3C79,legacy,60.152,gyro_bias,3.6773963228e-05,1.22579877427e-05,1.22579877427e-05,1.22579877427e-05
BSF3C79,legacy,60.152,position__velocity,,,,2638764.35126
BSF3C79,legacy,60.152,position__attitude,,,,15851.3813291
BSF3C79,legacy,60.152,position__accel_bias,,,,18.0882570399
BSF3C79,legacy,60.152,position__gyro_bias,,,,3.14347134556
BSF3C79,legacy,60.152,velocity__attitude,,,,1030.52526821
BSF3C79,legacy,60.152,velocity__accel_bias,,,,0.603393941894
BSF3C79,legacy,60.152,velocity__gyro_bias,,,,0.158683606162
BSF3C79,legacy,60.152,attitude__accel_bias,,,,0.0
BSF3C79,legacy,60.152,attitude__gyro_bias,,,,0.00073383272947
BSF3C79,legacy,60.152,accel_bias__gyro_bias,,,,0.0
BSF3C79,legacy,60.2,position,47228463.7012,35135.3144276,43163202.9445,42251479.2385
BSF3C79,legacy,60.2,velocity,234714.915241,38.596347106,228008.475772,169388.940429
BSF3C79,legacy,60.2,attitude,11.37480218,0.0520906808473,11.2700295567,6.24998608636
BSF3C79,legacy,60.2,accel_bias,0.0307224,0.0102408,0.0102408,0.0102408
BSF3C79,legacy,60.2,gyro_bias,3.67741459985e-05,1.22580486662e-05,1.22580486662e-05,1.22580486662e-05
BSF3C79,legacy,60.2,position__velocity,,,,2653072.61447
BSF3C79,legacy,60.2,position__attitude,,,,15671.9706407
