version,solver,solver_family,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_mean_mm,err_3d_median_mm,err_3d_p75_mm,err_3d_p90_mm,err_3d_p95_mm,err_3d_p99_mm,err_3d_max_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,filter_rejections_total
v1-old,T2+F4,external_position_filter,all8,24,28818,28818,167.2380170459642,169.3867873946782,222.62101550827154,276.64357524645663,310.7175632181736,392.6779302767941,415.7902536895987,191.35353742814718,54.03492603654807,145.4513396496805,25.809361744804526,47.625906195840415,88.67017000425598,2
v1-old,T2+F5,external_position_filter,all8,24,28818,28818,166.84777553983312,169.29294200109865,223.40723348619628,275.5674436281575,310.25276822742575,390.98979477270717,413.6920875636748,190.98729726375745,54.02812757082407,145.426164253851,23.109696195779442,41.96939575778198,88.67017000425598,0
v1-old,T3+F0,external_position_filter,all8,24,28818,28818,149.0794664062746,119.80987316866273,185.554635596087,254.25144805795824,312.376926294218,336.06441988988746,340.22364572966563,168.26649934912726,56.84781272516659,111.86840900542205,64.45682832770855,115.05873572875397,92.88965388054051,0
v1-old,T3+F1,external_position_filter,all8,24,28818,28818,145.81365892959516,120.51054756670999,184.5860104713706,252.8431458170405,310.55695893038705,324.7505531517519,326.09793899090806,165.4830822901529,53.39816936694027,113.09236626559792,35.980718724456956,64.12990225614384,92.88965388054051,0
v1-old,T3+F2,external_position_filter,all8,24,28818,28818,145.81365892959516,120.51054756670999,184.5860104713706,252.8431458170405,310.55695893038705,324.7505531517519,326.09793899090806,165.4830822901529,53.39816936694027,113.09236626559792,35.980718724456956,64.12990225614384,92.88965388054051,0
v1-old,T3+F3,external_position_filter,all8,24,28818,28818,146.42286247236908,120.03476146277353,184.43202013096433,253.50225529207142,310.9178439991644,327.24867256559327,329.2321507941866,166.08636261689443,53.28480457015385,112.91209613350627,42.02677686066717,73.20158516219523,92.88965388054051,0
v1-old,T3+F4,external_position_filter,all8,24,28818,28818,145.45613185490686,120.31941999119215,184.24903288127075,252.04841398559512,310.86940863498523,323.81530027886623,324.74226726482686,165.16192985308624,53.23246711454487,113.0760547657907,26.811802925662533,47.83843398070884,92.88965388054051,0
v1-old,T3+F5,external_position_filter,all8,24,28818,28818,144.93312623281125,119.81410868442609,184.41728108986572,251.10191557581643,310.13128328039795,322.2927542836027,322.94184722726123,164.7612314945051,53.22494801832432,112.45001710677488,22.95783089938631,40.74333070088473,92.88965388054051,0
v1-old,T4+F0,external_position_filter,all8,24,28818,28818,145.02851058801141,134.30428189897475,193.81628038756068,224.78891920829378,253.55717041199375,295.2768691808455,306.51015402165046,160.56169287136774,50.931256378505985,128.35761891726997,68.00019629367785,124.94892715785556,89.47006206162368,0
v1-old,T4+F1,external_position_filter,all8,24,28818,28818,144.3506074965052,132.71403249725526,195.30329557041327,229.12222148101614,253.91883988356494,294.4042766405289,305.45043824643113,161.0657456382167,49.112684969806864,130.24440597905868,30.716665499513766,54.101438959199754,89.47006206162368,0
v1-old,T4+F2,external_position_filter,all8,24,28818,28818,144.3506074965052,132.71403249725526,195.30329557041327,229.12222148101614,253.91883988356494,294.4042766405289,305.45043824643113,161.0657456382167,49.112684969806864,130.24440597905868,30.716665499513766,54.101438959199754,89.47006206162368,0
v1-old,T4+F3,external_position_filter,all8,24,28818,28818,144.7781829622095,133.77797680926355,194.9414183669898,229.0854199197301,254.17818810406362,294.2005407683491,305.06881155611654,161.25182116243042,49.06653710002818,130.0957188983043,36.15598147499732,65.63639121552129,89.47006206162368,0
v1-old,T4+F4,external_position_filter,all8,24,28818,28818,144.1015967969247,133.2262457753094,195.1536294354534,228.71373818034508,254.04260292576228,294.02640946153815,304.92979948551465,160.81258166145085,48.938098650398885,130.24040515421925,22.04909906471361,41.69905783005639,89.47006206162368,0
v1-old,T4+F5,external_position_filter,all8,24,28818,28818,143.82970612237324,132.8140283189324,195.40516081147888,228.01546811934534,253.49661452293702,293.62653883926527,304.56423579579626,160.6638072697916,48.68864734013298,129.82938496843258,19.18753319387028,35.86605653410813,89.47006206162368,0
v1-old,T5a,native_range_filter,all8,24,28818,28818,179.3507703297433,212.7828304473332,236.08673700245606,305.4363965930553,318.6323015816882,332.7126697179243,336.53094411067445,203.74988205507174,44.93838356068132,197.16362826717628,44.37559182081323,94.64950022503906,90.69185657777325,0
v1-old,T5b,native_range_filter,all8,24,28818,28818,149.32685756446847,143.1838341572872,206.24882732903382,245.56370639308338,284.5827228843003,366.94952393852594,389.5796470178743,172.6892442123253,42.84177683617269,139.80345962532624,35.70881422990244,66.04360260849371,85.72904751093007,6633
v1-old,T5c,native_range_filter,all8,24,28818,28818,149.32685756446847,143.1838341572872,206.24882732903382,245.56370639308338,284.5827228843003,366.94952393852594,389.5796470178743,172.6892442123253,42.84177683617269,139.80345962532624,35.70881422990244,66.04360260849371,85.72904751093007,6633
v1-old,T5d,native_range_filter,all8,24,28818,28818,179.02333551580526,212.43752604427044,235.81773518998747,305.01373614634633,318.2478152435219,332.3522705638276,336.17752756922766,203.42109579864425,44.93977941329995,196.7712629397759,44.37958338323443,94.75345028981772,90.588355023189,0
v1-old,T5e,native_range_filter,all8,24,28818,28818,123.32947612046125,110.00387880974745,169.61348919818406,244.88150972084952,289.7996622317231,358.7118209962387,377.75456416417126,154.0278044115424,39.72249351830474,94.57305720344812,44.22846729304785,91.88569939469963,83.06768593288955,0
v2,T1+F0,external_position_filter,all8,24,28818,28818,106.56849582825178,79.67501457970067,144.02261093424323,169.7867530416019,232.66749316200168,351.5422069299833,383.9266513237126,133.03469093941064,42.742702601378326,68.08307034712993,61.88953842442238,112.86189478598925,86.1888769600641,0
v2,T1+F1,external_position_filter,all8,24,28818,28818,105.83262113339443,77.34608977737179,145.21740776973172,172.80937959745725,231.11671145905748,348.3872091385693,380.61497277223265,132.2769229922875,43.719919538624325,58.747788354867,32.138830329780575,59.52281491983103,86.1888769600641,0
v2,T1+F2,external_position_filter,all8,24,28818,28818,105.83262113339443,77.34608977737179,145.21740776973172,172.80937959745725,231.11671145905748,348.3872091385693,380.61497277223265,132.2769229922875,43.719919538624325,58.747788354867,32.138830329780575,59.52281491983103,86.1888769600641,0
v2,T1+F3,external_position_filter,all8,24,28818,28818,106.0647423550758,77.63544152528691,145.54804878878102,173.62736705254554,231.01606324278606,348.56377868940194,380.92674442062616,132.5000401023317,43.6092451197757,60.15311544970052,37.017208833394434,70.22346960036536,86.1888769600641,1
v2,T1+F4,external_position_filter,all8,24,28818,28818,105.58104161374274,77.13893613897235,144.6379100927633,169.94055696032794,230.49190203836338,348.0961376247339,380.2412292594533,131.96090284269556,43.964480185262566,58.59292141987635,21.511316250670838,40.58591105399842,86.1888769600641,0
v2,T1+F5,external_position_filter,all8,24,28818,28818,105.26334338097178,76.21864441405258,144.79194700882616,168.51834227118195,229.82326235831835,347.16972670274623,379.1702856812691,131.6504789190207,43.53677072719026,57.64256563454876,18.92975259400088,36.19188105699267,86.1888769600641,0
v2,T2+F0,external_position_filter,all8,24,28818,28818,106.42807238762835,78.62380129924982,144.01530024148659,167.8503795518527,231.6187139003014,351.3825274706549,383.95932573852275,132.71106031125643,41.99664306861196,67.70737153117364,61.77174039600267,113.30662243833542,86.17937672196726,0
v2,T2+F1,external_position_filter,all8,24,28818,28818,105.8172874155418,77.5791459645601,145.19573991044683,170.77292551070394,230.41691932314498,348.2480497904228,380.5460870315676,132.10429766848188,43.10216364376699,58.256342439218315,32.60580653346558,60.14394384177381,86.17937672196726,0
v2,T2+F2,external_position_filter,all8,24,28818,28818,105.8172874155418,77.5791459645601,145.19573991044683,170.77292551070394,230.41691932314498,348.2480497904228,380.5460870315676,132.10429766848188,43.10216364376699,58.256342439218315,32.60580653346558,60.14394384177381,86.17937672196726,0
v2,T2+F3,external_position_filter,all8,24,28818,28818,105.90723235552377,77.94675027125825,145.55518679588334,170.3455482007593,230.2879343383645,348.50442439276475,380.8847414049265,132.17837031336495,42.93173582166774,60.015438463549,38.51599943887653,70.9819108571636,86.17937672196726,1
v2,T2+F4,external_position_filter,all8,24,28818,28818,105.60633840082714,77.34370136118127,144.5659234427715,167.34958052445936,229.63148166736994,348.1516818844897,380.4237546717217,131.89275193833774,43.232820658087164,58.402910092752904,22.594582406609973,41.2184207785383,86.17937672196726,0
v2,T2+F5,external_position_filter,all8,24,28818,28818,105.28482951609907,76.51248001272111,144.84468014499282,166.21460763810458,228.97627891869394,347.1618732605852,379.29788317532405,131.56426125949042,43.160566837483664,57.52364134228026,20.38629023829835,36.85289668274558,86.17937672196726,0
v2,T3+F0,external_position_filter,all8,24,28818,28818,83.66317413173337,71.2664229537187,107.14649268390428,151.94539363365743,190.09625136561604,229.02893181363436,238.7974751100481,100.47105099053073,45.58098683306456,53.10453543039489,63.25918576507351,108.63894686531556,87.46925845396942,0
v2,T3+F1,external_position_filter,all8,24,28818,28818,81.86920080420174,65.41481127490219,109.56737125334097,149.2011760953564,185.00944008915906,227.01986625468408,237.73836983346249,98.41602336437046,42.968147596307986,51.000146457485585,33.08563400305033,59.5154425996514,87.46925845396942,0
v2,T3+F2,external_position_filter,all8,24,28818,28818,81.86920080420174,65.41481127490219,109.56737125334097,149.2011760953564,185.00944008915906,227.01986625468408,237.73836983346249,98.41602336437046,42.968147596307986,51.000146457485585,33.08563400305033,59.5154425996514,87.46925845396942,0
v2,T3+F3,external_position_filter,all8,24,28818,28818,82.01820820007732,65.80532273486132,110.14342054459232,149.7709247611074,186.28609239777384,227.3961884410553,237.83692507398558,98.66647530243945,43.49982017069325,51.67296357190389,38.235451933982674,69.31820412944597,87.46925845396942,0
v2,T3+F4,external_position_filter,all8,24,28818,28818,81.68934777244363,64.36421431030408,109.41033284097071,148.48167408203403,185.01102382849527,227.8462293375229,238.78148370430932,98.33457020597197,42.54781560323333,51.17642441415626,24.572590438326785,43.83622444388983,87.46925845396942,0
v2,T3+F5,external_position_filter,all8,24,28818,28818,81.51865818840844,63.224118171451316,110.06423794996975,148.52705518590247,186.53357536484668,227.9424337262035,238.36996550541915,98.24078392923333,42.08254252379412,50.48592617708823,20.75369582423682,37.85765109664729,87.46925845396942,0
v2,T4+F0,external_position_filter,all8,24,28818,28818,87.56401368190934,74.98445175313647,136.61018881369083,147.90898863662298,166.03293415389163,215.63938308666576,229.68191111763656,101.95665019746211,43.360856476378316,58.637947709538594,62.73922750446413,115.80100050069376,86.73068579015987,0
v2,T4+F1,external_position_filter,all8,24,28818,28818,87.4722111269178,74.46324905787519,136.3797535473848,153.8033932065262,168.409672776702,215.93621413689803,229.63195094193176,102.32212483079441,41.64773865670717,57.486232389642964,30.510114770521724,55.10743313047102,86.73068579015987,0
v2,T4+F2,external_position_filter,all8,24,28818,28818,87.4722111269178,74.46324905787519,136.3797535473848,153.8033932065262,168.409672776702,215.93621413689803,229.63195094193176,102.32212483079441,41.64773865670717,57.486232389642964,30.510114770521724,55.10743313047102,86.73068579015987,0
v2,T4+F3,external_position_filter,all8,24,28818,28818,87.7101725926939,74.07659320020383,136.77532461739543,154.73125812169553,168.13236579949043,215.79135064812655,229.5912380861491,102.5761049558714,41.47464880286419,57.51774587147872,35.789822546692335,64.62118911203004,86.73068579015987,0
v2,T4+F4,external_position_filter,all8,24,28818,28818,87.2538057843246,74.26371593573455,135.82959555016797,152.95288832280332,168.19844774735324,215.3364784466053,228.85533700466982,102.03388054670388,41.07087853854809,57.538762064852676,21.764824232573524,38.95614849020856,86.73068579015987,0
v2,T4+F5,external_position_filter,all8,24,28818,28818,87.00031429907574,73.68176078524533,135.7738523898219,152.9272484133425,167.5101759518071,214.95589304199444,228.58629150067,101.86355071996546,40.97865653105033,57.29936478057482,18.67270682703935,33.869841176501794,86.73068579015987,0
v2,T5a,native_range_filter,all8,24,28818,28818,127.19164711425601,130.05002426656202,162.71648966980362,233.575978553398,253.4751881186315,260.8417534408645,262.05764099841934,145.43828413292835,38.74384441829545,110.61243804579726,43.706309002176816,93.95463545882072,90.93452581455395,0
v2,T5b,native_range_filter,all8,24,28818,28818,92.2582593668581,66.77679672209888,108.51404983962232,178.52211808481184,212.4075706229055,323.0398345358059,354.84924408360126,119.24132014564994,35.04409846817892,51.22970413134476,35.20342769123111,62.43733807377794,76.61425999523607,6269
v2,T5c,native_range_filter,all8,24,28818,28818,92.2582593668581,66.77679672209888,108.51404983962232,178.52211808481184,212.4075706229055,323.0398345358059,354.84924408360126,119.24132014564994,35.04409846817892,51.22970413134476,35.20342769123111,62.43733807377794,76.61425999523607,6269
v2,T5d,native_range_filter,all8,24,28818,28818,126.96617997387641,129.72630296409966,162.41085346689772,233.17179278302214,253.16461046199748,260.477308613653,261.6727875274583,145.17655943826662,38.72121795735977,110.28528109097124,43.70325279928838,93.96931445824912,90.9267786220575,0
v2,T5e,native_range_filter,all8,24,28818,28818,100.04708536528885,71.16702849064063,140.01039965126878,197.61993339614793,220.66292391284023,309.3087078620343,335.1257619905941,125.4703482445292,38.67644447672376,54.30780602387108,43.760360593990484,92.41701163194455,81.18684013631803,0
v3-full,T1+F0,external_position_filter,all8,24,28818,28818,137.86831266429016,121.0190022391258,177.7938889585974,233.79807747876285,278.34667198531747,351.27594179277753,370.81231815520846,160.40419790061463,51.93049192781345,99.46306861524415,64.49394894570466,116.35738815531042,92.3134415353276,0
v3-full,T1+F1,external_position_filter,all8,24,28818,28818,137.50206322231426,123.70997300704377,178.08738113304585,230.52817636346,275.46741286817314,347.2468312575618,366.383220908389,159.96596613800395,52.97535231406832,105.44338522059839,33.596970254107234,59.32149918762072,92.3134415353276,0
v3-full,T1+F2,external_position_filter,all8,24,28818,28818,137.50206322231426,123.70997300704377,178.08738113304585,230.52817636346,275.46741286817314,347.2468312575618,366.383220908389,159.96596613800395,52.97535231406832,105.44338522059839,33.596970254107234,59.32149918762072,92.3134415353276,0
v3-full,T1+F3,external_position_filter,all8,24,28818,28818,137.2713920812971,123.14180462537766,177.86691171678794,229.9589980495546,275.11419263593183,348.4072062362874,367.99077005124076,159.7414582354356,52.427388485060774,105.29930633242981,38.854311709637926,69.19515171233769,92.3134415353276,0
v3-full,T1+F4,external_position_filter,all8,24,28818,28818,137.40585687626526,123.57415402121987,177.90041137853706,230.89278277431856,275.43371319590113,346.67098911440445,365.66052252689644,159.90141389311876,52.76462471512069,104.95098231086477,24.393981905306845,41.672676991303064,92.3134415353276,0
v3-full,T1+F5,external_position_filter,all8,24,28818,28818,137.48280550641903,124.54794503141062,177.93380552119663,230.5457821086151,276.1576555921041,346.4727509691007,365.13284466521037,160.02010230149168,52.75838807777278,106.47729723022954,21.20246339398018,39.7291267836564,92.3134415353276,0
v3-full,T2+F0,external_position_filter,all8,24,28818,28818,137.62467548291835,122.93968008788451,177.72483777671602,231.81197156979528,278.63814148604456,351.4099483143554,370.80359602979695,159.98708186242646,51.101828507123095,99.63673230980795,65.34747323398756,117.91185306516488,91.94620975964995,0
v3-full,T2+F1,external_position_filter,all8,24,28818,28818,137.60585129798775,125.2690617844514,178.29376000494818,230.17128141708363,275.69566672504686,348.16810310227805,367.4860041442329,160.0165848514082,53.298044175924424,105.6527812822298,34.8026925896931,61.8126955252525,91.94620975964995,0
v3-full,T2+F2,external_position_filter,all8,24,28818,28818,137.60585129798775,125.2690617844514,178.29376000494818,230.17128141708363,275.69566672504686,348.16810310227805,367.4860041442329,160.0165848514082,53.298044175924424,105.6527812822298,34.8026925896931,61.8126955252525,91.94620975964995,0
v3-full,T2+F3,external_position_filter,all8,24,28818,28818,137.43184710430293,124.61291944028939,178.24213161903506,229.61957515765016,275.1745877559906,348.91123884527826,368.6064721761261,159.8290933468995,52.22577902041709,105.15217681656395,40.67842231978668,71.579446341378,91.94620975964995,0
v3-full,T2+F4,external_position_filter,all8,24,28818,28818,137.54237701534475,124.44128046419164,178.07298199215728,230.5267571364614,275.2245163039647,347.2058454405521,366.4160795922066,159.9536251339746,52.909460177542755,105.21370680358243,26.656489258029623,48.18156848682724,91.94620975964995,0
v3-full,T2+F5,external_position_filter,all8,24,28818,28818,137.57221994160918,125.24152424429043,178.197196406577,229.9853218657677,275.88026429196145,346.93871377655927,365.81893166368627,159.99806235661552,52.94062520618118,106.18979299225427,24.87534981887859,46.882324060136796,91.94620975964995,0
v3-full,T3+F0,external_position_filter,all8,24,28818,28818,108.77502235277757,78.87692728882709,143.16988639404653,180.7891527502368,233.34615927112935,273.29164557064183,282.47850251772564,126.08187794786977,43.278353224768736,70.53538575330595,56.171709308240395,99.21996815958678,95.07043926596731,0
v3-full,T3+F1,external_position_filter,all8,24,28818,28818,107.24524273148211,79.68773885521148,141.2491304404404,175.00578717453902,233.496970793984,271.853384395866,280.37533943104614,124.01668738219576,41.85018632699074,69.97642381938783,33.886427277608966,58.45740122427345,95.07043926596731,0
v3-full,T3+F2,external_position_filter,all8,24,28818,28818,107.24524273148211,79.68773885521148,141.2491304404404,175.00578717453902,233.496970793984,271.853384395866,280.37533943104614,124.01668738219576,41.85018632699074,69.97642381938783,33.886427277608966,58.45740122427345,95.07043926596731,0
v3-full,T3+F3,external_position_filter,all8,24,28818,28818,107.49249441861171,79.80368821799334,143.01270030823056,175.04782170256877,232.60905741682998,272.36973417441317,281.36541015167626,124.26363841999796,41.807752908967885,70.25124260018856,37.17910071076626,65.22935143569518,95.07043926596731,0
v3-full,T3+F4,external_position_filter,all8,24,28818,28818,107.128648969712,79.7424783357019,141.7577822874207,175.0776558763367,234.94870680757276,271.31663095650265,279.1463255896966,123.98790508413221,41.66863902846816,69.56673760510114,25.012767776946493,46.97056885820285,95.07043926596731,0
v3-full,T3+F5,external_position_filter,all8,24,28818,28818,107.29999988981346,80.53025093643555,142.61926515810367,174.53651410055951,234.75315424035372,271.81044621959563,279.85104448431554,124.12959994157397,41.97601456689959,69.64379779816795,22.390051395303736,43.38368306254762,95.07043926596731,0
v3-full,T4+F0,external_position_filter,all8,24,28818,28818,115.82791865008308,107.37154234099884,153.5033081519979,205.72923604545377,224.51057730989183,264.81839911333196,276.49713692275515,131.92724926780897,45.06954213247822,77.72929004999705,61.549326097345514,120.34519050965525,91.68198605583908,0
v3-full,T4+F1,external_position_filter,all8,24,28818,28818,116.02092396060236,108.46246134074212,158.99053407738828,203.71814420032828,223.04628377809294,264.56989719992254,276.5924484225354,132.28473643363367,47.586043211991935,79.12001384856275,30.47275430067718,53.00360684395738,91.68198605583908,0
v3-full,T4+F2,external_position_filter,all8,24,28818,28818,116.02092396060236,108.46246134074212,158.99053407738828,203.71814420032828,223.04628377809294,264.56989719992254,276.5924484225354,132.28473643363367,47.586043211991935,79.12001384856275,30.47275430067718,53.00360684395738,91.68198605583908,0
v3-full,T4+F3,external_position_filter,all8,24,28818,28818,115.80045637938106,108.58596846743359,156.8541671434776,204.4074288216687,222.76997941340022,264.3102104218418,276.3880325697942,132.00918600354493,46.77445554761816,79.00722322712983,35.74385016205413,63.58551128226658,91.68198605583908,0
v3-full,T4+F4,external_position_filter,all8,24,28818,28818,115.83643290628656,108.48362070454135,158.8389428997292,203.55145275815516,223.49711558185263,264.6069965231187,276.47687033801856,132.1784455617957,47.65871442496503,78.08757323456534,21.93511983975965,37.21365746341867,91.68198605583908,0
v3-full,T4+F5,external_position_filter,all8,24,28818,28818,115.84604150160449,108.36302312064714,160.02658917028464,203.7403079283659,223.213629912803,265.02116150391595,277.13218491074406,132.30266664445693,47.66021443312441,78.5987871140736,19.141252451940616,34.33713974900492,91.68198605583908,0
v3-full,T5a,native_range_filter,all8,24,28818,28818,155.01031688275995,167.3018920330859,199.4098142865575,277.4728644435391,285.6102247156485,289.7838794133761,290.67145054712284,177.00415396393603,51.5686664089003,157.7912835776356,45.22787719375651,95.55501770142979,91.22293296564229,0
v3-full,T5b,native_range_filter,all8,24,28818,28818,123.38564658985437,106.99113135715116,161.93946740108754,219.16680976060022,263.30949659699576,308.8072734974506,320.2771544784893,143.83108992305523,45.43022756333393,79.02602356536784,32.19213649603131,55.98774652776336,79.59619829465218,7265
v3-full,T5c,native_range_filter,all8,24,28818,28818,123.38564658985437,106.99113135715116,161.93946740108754,219.16680976060022,263.30949659699576,308.8072734974506,320.2771544784893,143.83108992305523,45.43022756333393,79.02602356536784,32.19213649603131,55.98774652776336,79.59619829465218,7265
v3-full,T5d,native_range_filter,all8,24,28818,28818,154.735236023732,166.91993820544047,198.9767123095421,276.87924170998724,285.17858084058173,289.42350754143365,290.3229312600912,176.6824150484567,51.54841450771134,157.42893921934063,45.227808564938485,95.4484522273022,91.13650228752395,0
v3-full,T5e,native_range_filter,all8,24,28818,28818,129.81539076526118,97.5848070721294,174.4370076759633,236.09358182964834,316.433457771159,403.58441509696195,425.48732362615027,163.1431723965339,46.12942615000043,65.58523409570898,44.955404163318136,96.51659968066403,78.20762768482177,0
v3-lite,T1+F0,external_position_filter,all8,24,28818,28818,106.78138183872404,79.80424035053099,143.79654474001202,169.64549657375994,233.108816773229,351.7405882403365,384.03939603693635,133.19123005329223,42.93973874566203,68.6638129648685,62.09870861840126,113.21491896636475,86.0651864856452,0
v3-lite,T1+F1,external_position_filter,all8,24,28818,28818,106.0606461388752,77.73038613767423,144.8713158652103,172.7177381288107,231.44093348030484,348.8011116344282,381.0515321835388,132.46592635853253,43.890648061000185,59.3139962257211,32.219764015629224,59.77668690622198,86.0651864856452,0
v3-lite,T1+F2,external_position_filter,all8,24,28818,28818,106.0606461388752,77.73038613767423,144.8713158652103,172.7177381288107,231.44093348030484,348.8011116344282,381.0515321835388,132.46592635853253,43.890648061000185,59.3139962257211,32.219764015629224,59.77668690622198,86.0651864856452,0
v3-lite,T1+F3,external_position_filter,all8,24,28818,28818,106.27256080529963,78.02252678159677,145.40194747495076,173.60735933275603,231.62385029297735,348.88466364821863,381.1439044620539,132.66381601989784,43.63056619070308,60.660087538381276,37.098370334514286,69.90123904714241,86.0651864856452,1
v3-lite,T1+F4,external_position_filter,all8,24,28818,28818,105.81647830404033,77.53658714528282,144.4533021154098,169.9323377531639,230.99064718245634,348.62713258873373,380.7736678735754,132.1712035267809,44.07367174098509,59.084882923629834,21.50076393359289,40.85037219359887,86.0651864856452,0
v3-lite,T1+F5,external_position_filter,all8,24,28818,28818,105.46307214093575,76.62177116179612,144.74453348842457,168.36472050187837,230.33322658109765,347.4482394099356,379.3599134149647,131.80292071481244,43.73402159956372,58.12435728388925,18.91399916671049,36.450192004184046,86.0651864856452,0
v3-lite,T2+F0,external_position_filter,all8,24,28818,28818,106.67090174224774,78.88453340315547,143.5421028027363,167.75897469524912,232.18930329760587,351.6267084633403,384.0843071488688,132.88669995151628,42.16235143209417,68.42956829074103,61.987853201847315,113.36720058737123,86.08062218037091,0
v3-lite,T2+F1,external_position_filter,all8,24,28818,28818,106.03176260258476,77.95633723466435,144.89189574230375,170.8616680354953,230.9669645407773,348.7924807471144,381.0822916955271,132.31029507110645,43.23464779389184,58.62811488367049,32.58047964107034,60.06530755996364,86.08062218037091,0
v3-lite,T2+F2,external_position_filter,all8,24,28818,28818,106.03176260258476,77.95633723466435,144.89189574230375,170.8616680354953,230.9669645407773,348.7924807471144,381.0822916955271,132.31029507110645,43.23464779389184,58.62811488367049,32.58047964107034,60.06530755996364,86.08062218037091,0
v3-lite,T2+F3,external_position_filter,all8,24,28818,28818,106.12713396428639,78.27390806529537,145.62161972056572,170.1442731303066,230.80309753907503,348.906659673104,381.22842192758986,132.3647725754398,43.06653280085294,60.53494135414701,38.60913800471917,70.66954006969794,86.08062218037091,1
v3-lite,T2+F4,external_position_filter,all8,24,28818,28818,105.82880015622565,77.76774117901228,144.34471990504255,167.17633924626824,230.13300394347917,348.5988948791731,380.83432019132016,132.07529843194064,43.371479277381994,58.92358808652273,22.58020952982266,41.29761589666926,86.08062218037091,0
v3-lite,T2+F5,external_position_filter,all8,24,28818,28818,105.47787623003165,76.90132444978649,144.6416581770754,166.05575992637102,229.45317294643735,347.5488274574757,379.6438136534403,131.72139127483376,43.257825780339275,57.99466137218508,20.36253437285139,36.904300814645836,86.08062218037091,0
v3-lite,T3+F0,external_position_filter,all8,24,28818,28818,83.74536065934164,72.3660042011679,106.92737580805898,151.99693215122133,190.24070262657602,229.29107672533738,239.11318891344393,100.5827973077396,45.96618027913914,52.65386355853778,63.146798924587955,108.79661971860031,87.44535939984192,0
v3-lite,T3+F1,external_position_filter,all8,24,28818,28818,82.11619801713749,65.5400314532131,110.42495504232836,149.08037731799936,185.20502499507026,227.49018601286753,238.2948638357049,98.70795702272378,43.21199773724987,51.25225095993676,33.007888361676024,59.5715259385547,87.44535939984192,0
