node,t_number,direction,adapter,window_start_s,window_end_s,geometry_manifest_status,measurement_domain,input_adapter_executed,spatial_algorithm_updates,status,velocity_rms_mps,position_drift_m,uwb_residual_rms_mm,note
BSF3C79,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFC2CC,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,40.5596635325,16717.8232043,,truth initialization removed; real timestamp control
BSF44AD,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF44AD,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF44AD,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF44AD,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF44AD,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF44AD,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,13.652293907,5319.80440884,,truth initialization removed; real timestamp control
BSF6C53,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF6C53,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF6C53,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF6C53,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF6C53,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF6C53,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,16.7804039774,6587.63775666,,truth initialization removed; real timestamp control
BSF8BC4,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF8BC4,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF8BC4,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF8BC4,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF8BC4,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF8BC4,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,25.0303450183,10334.9716951,,truth initialization removed; real timestamp control
BSF1120,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF1120,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF1120,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF1120,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF1120,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF1120,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,17.9625905395,7334.64901208,,truth initialization removed; real timestamp control
BSF31CC,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF31CC,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF31CC,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF31CC,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF31CC,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSF31CC,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,8.82400406708,2732.32964887,,truth initialization removed; real timestamp control
BSFAA61,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFAA61,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFAA61,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFAA61,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFAA61,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFAA61,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,22.5798452431,7619.62622737,,truth initialization removed; real timestamp control
BSFB165,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFB165,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFB165,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFB165,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFB165,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFB165,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,22.2128432142,8467.19089279,,truth initialization removed; real timestamp control
BSFEC35,T2,IMU_CORRECTS_UWB,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFEC35,T3,BIDIRECTIONAL_CORRECTION,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFEC35,T5,UWB_CORRECTS_IMU,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,solved_UWB_XYZ,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFEC35,T6,RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFEC35,T8,ROBUST_RAW_UWB_CORRECTS_IMU_POSITION_PRIOR,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,raw_ranges+bound_anchor_XYZ/delay,1,0,BLOCKED_GEOMETRY_BINDING,,,,equal fail-closed gate; Erlangen geometry not substituted
BSFEC35,T11_REAL_CONTROL,IMU_ONLY_CONTROL,v47_real_data_adapter.load_capture,1,484,BLOCKED_GEOMETRY_BINDING,real_JY61P_IMU,1,0,EXECUTED,46.5658790477,15631.550772,,truth initialization removed; real timestamp control
