node,mode,geometry_bound,uwb_spatial_update_applied,status,velocity_rms_mps,velocity_p95_mps,velocity_p99_mps,position_scatter_m,position_endpoint_drift_m,roll_std_deg,pitch_std_deg,yaw_drift_deg,gyro_bias_x_dps,gyro_bias_y_dps,gyro_bias_z_dps,cov_min_eigenvalue,cov_max_eigenvalue,finite,uwb_valid,uwb_accepted,uwb_rejected,uwb_residual_rms_mm,uwb_nis_p95,uwb_accounting_closed
BSF1120,M1,0,0,OK,17.9625905395,30.6921916525,32.5101205091,2180.17408906,7334.64901208,0.0983821930077,0.140850589573,-0.00772752033032,0.194240854853,-0.438479748472,0.0,7.40450326793e-08,99007345687100.0,1,,,,,,
BSF1120,M2,0,0,OK,0.00184031142595,0.00223445336645,0.00248778526811,0.213415594448,0.737370993298,0.00550148563932,0.0087378079225,-0.00557183545882,0.195579471427,-0.432141294539,0.0475688556227,7.3407654931e-08,15.581300159,1,,,,,,
BSF1120,M3,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,17.9625905395,30.6921916525,32.5101205091,2180.17408906,7334.64901208,0.0983821930077,0.140850589573,-0.00772752033032,0.194240854853,-0.438479748472,0.0,7.40450326793e-08,99007345687100.0,1,119950,109561,10389,100.328119978,44.5421420537,1
BSF1120,M4,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,0.00184031142595,0.00223445336645,0.00248778526811,0.213415594448,0.737370993298,0.00550148563932,0.0087378079225,-0.00557183545882,0.195579471427,-0.432141294539,0.0475688556227,7.3407654931e-08,15.581300159,1,119950,109561,10389,100.328119978,44.5421420537,1
BSF31CC,M0,0,0,RANGE_SPACE_ONLY,,,,,,,,,,,,,,,119989,113197,6792,73.8814947281,14.8754257618,1
BSF31CC,M1,0,0,OK,8.82400406708,20.0018584813,22.2626504153,730.656251628,2732.32964887,0.10792772663,0.225858860476,-0.00660296255312,0.101682160145,-0.208877707,0.0,7.40475329756e-08,97607705794900.0,1,,,,,,
BSF31CC,M2,0,0,OK,0.000692140559562,0.000389189212886,0.00388590381573,0.0111723710786,0.0366223889189,0.00495152839099,0.00641837964586,0.0206805328763,0.123608835679,-0.212958679795,-0.00410278310857,7.34109395338e-08,10.4257266937,1,,,,,,
BSF31CC,M3,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,8.82400406708,20.0018584813,22.2626504153,730.656251628,2732.32964887,0.10792772663,0.225858860476,-0.00660296255312,0.101682160145,-0.208877707,0.0,7.40475329756e-08,97607705794900.0,1,119989,113197,6792,73.8814947281,14.8754257618,1
BSF31CC,M4,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,0.000692140559562,0.000389189212886,0.00388590381573,0.0111723710786,0.0366223889189,0.00495152839099,0.00641837964586,0.0206805328763,0.123608835679,-0.212958679795,-0.00410278310857,7.34109395338e-08,10.4257266937,1,119989,113197,6792,73.8814947281,14.8754257618,1
BSFAA61,M0,0,0,RANGE_SPACE_ONLY,,,,,,,,,,,,,,,119974,103701,16273,143.626715706,298.831437081,1
BSFAA61,M1,0,0,OK,22.5798452431,47.7185067755,52.795825172,2133.70140857,7619.62622737,0.449820966926,0.261207086332,-0.408622454204,0.101645955917,-0.358954575817,-0.0113577835035,7.40461758496e-08,44903280209300.0,1,,,,,,
BSFAA61,M2,0,0,OK,0.00224898474388,0.00202430460198,0.00230021451246,0.110805942218,0.364738490064,0.00760077667278,0.00761521948425,-0.304270073,0.103859015199,-0.358525321511,0.0260341357441,7.34090249144e-08,16.6925955022,1,,,,,,
BSFAA61,M3,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,22.5798452431,47.7185067755,52.795825172,2133.70140857,7619.62622737,0.449820966926,0.261207086332,-0.408622454204,0.101645955917,-0.358954575817,-0.0113577835035,7.40461758496e-08,44903280209300.0,1,119974,103701,16273,143.626715706,298.831437081,1
BSFAA61,M4,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,0.00224898474388,0.00202430460198,0.00230021451246,0.110805942218,0.364738490064,0.00760077667278,0.00761521948425,-0.304270073,0.103859015199,-0.358525321511,0.0260341357441,7.34090249144e-08,16.6925955022,1,119974,103701,16273,143.626715706,298.831437081,1
BSFB165,M0,0,0,RANGE_SPACE_ONLY,,,,,,,,,,,,,,,119990,115997,3993,90.4749941163,6.61763984362,1
BSFB165,M1,0,0,OK,22.2128432142,42.0197191871,45.871324992,2486.05115892,8467.19089279,0.0652221690945,0.486655413471,0.015682749272,0.250709663003,-0.072730112884,0.0,7.40446769364e-08,99185892969000.0,1,,,,,,
BSFB165,M2,0,0,OK,0.00402414109035,0.00442696278953,0.00460472399199,0.237533278784,0.781513982041,0.00780062173486,0.0559957530793,0.114056222046,0.239425174232,-0.0590161168036,-0.0174339294988,7.34071182195e-08,24.9164434026,1,,,,,,
BSFB165,M3,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,22.2128432142,42.0197191871,45.871324992,2486.05115892,8467.19089279,0.0652221690945,0.486655413471,0.015682749272,0.250709663003,-0.072730112884,0.0,7.40446769364e-08,99185892969000.0,1,119990,115997,3993,90.4749941163,6.61763984362,1
BSFB165,M4,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,0.00402414109035,0.00442696278953,0.00460472399199,0.237533278784,0.781513982041,0.00780062173486,0.0559957530793,0.114056222046,0.239425174232,-0.0590161168036,-0.0174339294988,7.34071182195e-08,24.9164434026,1,119990,115997,3993,90.4749941163,6.61763984362,1
BSFEC35,M0,0,0,RANGE_SPACE_ONLY,,,,,,,,,,,,,,,119993,118202,1791,51.9013761306,4.55220803515,1
BSFEC35,M1,0,0,OK,46.5658790477,99.1613883674,109.418877353,4367.43431819,15631.550772,0.871922025345,0.559150105265,-0.0273774753595,-0.0449073920816,-0.503959009203,0.0,7.40454880979e-08,92404733092600.0,1,,,,,,
BSFEC35,M2,0,0,OK,0.00250456185579,0.00230900130686,0.00322052278316,0.133188677927,0.438771777926,0.0670773086604,0.0101157276174,-0.348862637117,-0.0367649480125,-0.497701260802,0.0442150626357,7.34088621391e-08,11.5439718689,1,,,,,,
BSFEC35,M3,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,46.5658790477,99.1613883674,109.418877353,4367.43431819,15631.550772,0.871922025345,0.559150105265,-0.0273774753595,-0.0449073920816,-0.503959009203,0.0,7.40454880979e-08,92404733092600.0,1,119993,118202,1791,51.9013761306,4.55220803515,1
BSFEC35,M4,0,0,SPATIAL_UPDATE_BLOCKED_GEOMETRY,0.00250456185579,0.00230900130686,0.00322052278316,0.133188677927,0.438771777926,0.0670773086604,0.0101157276174,-0.348862637117,-0.0367649480125,-0.497701260802,0.0442150626357,7.34088621391e-08,11.5439718689,1,119993,118202,1791,51.9013761306,4.55220803515,1
