accepted,reason,nearest_angle_deg,start,end,duration_s,samples,set,pose
True,STABLE_AND_DISTINCT,18.975542763366303,"{'name': 'CALIBRATION_POSE_12_FIXED', 'wall': '2026-08-12T20:42:18.918+02:00', 'monotonic': 23815.90641973, 'raw_byte_offset': 8472713, 'decoded_record_index': 55063, 'consumed_record_index': 55063}","{'name': 'CALIBRATION_POSE_12_ACCEPT', 'wall': '2026-08-12T20:42:38.994+02:00', 'monotonic': 23835.981600248, 'raw_byte_offset': 8598546, 'decoded_record_index': 55880, 'consumed_record_index': 55879}",20.200721009998233,4040,CALIBRATION,12
False,DUPLICATE_OR_INSUFFICIENT_DIRECTION,0.014869377431601053,"{'name': 'CALIBRATION_POSE_13_FIXED', 'wall': '2026-08-12T20:44:10.921+02:00', 'monotonic': 23927.908618811, 'raw_byte_offset': 9179258, 'decoded_record_index': 59644, 'consumed_record_index': 59644}","{'name': 'CALIBRATION_POSE_13_REJECT', 'wall': '2026-08-12T20:44:30.946+02:00', 'monotonic': 23947.934013287, 'raw_byte_offset': 9308546, 'decoded_record_index': 60475, 'consumed_record_index': 60475}",,,CALIBRATION,13
True,STABLE_AND_DISTINCT,48.66411021623691,"{'name': 'CALIBRATION_POSE_13_FIXED', 'wall': '2026-08-12T20:46:05.524+02:00', 'monotonic': 24042.511981648, 'raw_byte_offset': 9919006, 'decoded_record_index': 64403, 'consumed_record_index': 64403}","{'name': 'CALIBRATION_POSE_13_ACCEPT', 'wall': '2026-08-12T20:46:25.650+02:00', 'monotonic': 24062.638187397, 'raw_byte_offset': 10049244, 'decoded_record_index': 65239, 'consumed_record_index': 65238}",20.249639427998773,4050,CALIBRATION,13
True,STABLE_AND_DISTINCT,48.33960015165704,"{'name': 'CALIBRATION_POSE_14_FIXED', 'wall': '2026-08-12T20:47:09.576+02:00', 'monotonic': 24106.56443251, 'raw_byte_offset': 10332700, 'decoded_record_index': 67055, 'consumed_record_index': 67055}","{'name': 'CALIBRATION_POSE_14_ACCEPT', 'wall': '2026-08-12T20:47:29.601+02:00', 'monotonic': 24126.588762726, 'raw_byte_offset': 10462166, 'decoded_record_index': 67887, 'consumed_record_index': 67886}",20.149682395000127,4030,CALIBRATION,14
True,STABLE_AND_DISTINCT,46.45800882427423,"{'name': 'CALIBRATION_POSE_15_FIXED', 'wall': '2026-08-12T20:48:54.529+02:00', 'monotonic': 24211.516543241, 'raw_byte_offset': 11010687, 'decoded_record_index': 71414, 'consumed_record_index': 71414}","{'name': 'CALIBRATION_POSE_15_ACCEPT', 'wall': '2026-08-12T20:49:16.955+02:00', 'monotonic': 24233.942863093, 'raw_byte_offset': 11156466, 'decoded_record_index': 72354, 'consumed_record_index': 72344}",20.20012761199905,4040,CALIBRATION,15
True,STABLE_AND_DISTINCT,44.984670532461344,"{'name': 'CALIBRATION_POSE_16_FIXED', 'wall': '2026-08-12T20:49:57.180+02:00', 'monotonic': 24274.168219962, 'raw_byte_offset': 11416014, 'decoded_record_index': 74022, 'consumed_record_index': 74022}","{'name': 'CALIBRATION_POSE_16_ACCEPT', 'wall': '2026-08-12T20:50:17.259+02:00', 'monotonic': 24294.247257141, 'raw_byte_offset': 11545688, 'decoded_record_index': 74855, 'consumed_record_index': 74854}",20.2489698520003,4050,CALIBRATION,16
False,DUPLICATE_OR_INSUFFICIENT_DIRECTION,0.9056179093063794,"{'name': 'CALIBRATION_POSE_17_FIXED', 'wall': '2026-08-12T20:53:19.585+02:00', 'monotonic': 24476.573147323, 'raw_byte_offset': 12723406, 'decoded_record_index': 82424, 'consumed_record_index': 82424}","{'name': 'CALIBRATION_POSE_17_REJECT', 'wall': '2026-08-12T20:53:39.579+02:00', 'monotonic': 24496.566828028, 'raw_byte_offset': 12852308, 'decoded_record_index': 83253, 'consumed_record_index': 83244}",,,CALIBRATION,17
True,STABLE_AND_DISTINCT,25.9015403009301,"{'name': 'CALIBRATION_POSE_17_FIXED', 'wall': '2026-08-12T20:57:23.094+02:00', 'monotonic': 24720.082375378, 'raw_byte_offset': 14296016, 'decoded_record_index': 92530, 'consumed_record_index': 92530}","{'name': 'CALIBRATION_POSE_17_ACCEPT', 'wall': '2026-08-12T20:57:43.130+02:00', 'monotonic': 24740.117658378, 'raw_byte_offset': 14424909, 'decoded_record_index': 93352, 'consumed_record_index': 93352}",20.149872231999325,4030,CALIBRATION,17
True,STABLE_AND_DISTINCT,24.429844183014712,"{'name': 'CALIBRATION_POSE_18_FIXED', 'wall': '2026-08-12T21:00:36.098+02:00', 'monotonic': 24913.085428851, 'raw_byte_offset': 15542306, 'decoded_record_index': 100536, 'consumed_record_index': 100535}","{'name': 'CALIBRATION_POSE_18_ACCEPT', 'wall': '2026-08-12T21:00:56.082+02:00', 'monotonic': 24933.069663194, 'raw_byte_offset': 15671208, 'decoded_record_index': 101365, 'consumed_record_index': 101365}",20.1021058059996,4020,CALIBRATION,18
True,STABLE_AND_DISTINCT,39.169960723631014,"{'name': 'HELDOUT_POSE_1_FIXED', 'wall': '2026-08-12T21:03:59.100+02:00', 'monotonic': 25116.08828481, 'raw_byte_offset': 16854021, 'decoded_record_index': 108968, 'consumed_record_index': 108968}","{'name': 'HELDOUT_POSE_1_ACCEPT', 'wall': '2026-08-12T21:04:19.193+02:00', 'monotonic': 25136.180748972, 'raw_byte_offset': 16983695, 'decoded_record_index': 109801, 'consumed_record_index': 109801}",20.20244558400009,4040,HELDOUT,1
True,STABLE_AND_DISTINCT,31.869348180335486,"{'name': 'HELDOUT_POSE_2_FIXED', 'wall': '2026-08-12T21:05:07.204+02:00', 'monotonic': 25184.191481967, 'raw_byte_offset': 17294079, 'decoded_record_index': 111796, 'consumed_record_index': 111796}","{'name': 'HELDOUT_POSE_2_ACCEPT', 'wall': '2026-08-12T21:05:27.144+02:00', 'monotonic': 25204.132310359, 'raw_byte_offset': 17422229, 'decoded_record_index': 112614, 'consumed_record_index': 112613}",20.04996056299933,4010,HELDOUT,2
True,STABLE_AND_DISTINCT,39.51102224198061,"{'name': 'HELDOUT_POSE_3_FIXED', 'wall': '2026-08-12T21:06:23.407+02:00', 'monotonic': 25260.395091317, 'raw_byte_offset': 17785841, 'decoded_record_index': 114957, 'consumed_record_index': 114957}","{'name': 'HELDOUT_POSE_3_ACCEPT', 'wall': '2026-08-12T21:06:43.496+02:00', 'monotonic': 25280.483701679, 'raw_byte_offset': 17915860, 'decoded_record_index': 115792, 'consumed_record_index': 115789}",20.20153565900182,4040,HELDOUT,3
True,STABLE_AND_DISTINCT,30.424412397756466,"{'name': 'HELDOUT_POSE_4_FIXED', 'wall': '2026-08-12T21:08:29.562+02:00', 'monotonic': 25386.55001643, 'raw_byte_offset': 18600802, 'decoded_record_index': 120188, 'consumed_record_index': 120188}","{'name': 'HELDOUT_POSE_4_ACCEPT', 'wall': '2026-08-12T21:08:49.702+02:00', 'monotonic': 25406.690369496, 'raw_byte_offset': 18731228, 'decoded_record_index': 121032, 'consumed_record_index': 121022}",20.2011876630022,4030,HELDOUT,4
