capture,tag,sweep,x,y,z,n_anchor
ID28,BS2DCE,102,1708.9015502971042,1836.953498192173,993.7630286141438,8
ID28,BS2DCE,103,1696.5393935345546,1928.7164102457104,1000.5484665489561,8
ID28,BS2DCE,104,1849.6191980145882,1979.0268593641495,1066.4412137667625,8
ID28,BS2DCE,105,1849.3308296615912,2022.816107329972,1060.4789262717243,8
ID28,BS2DCE,106,1907.7070761957068,1960.7585226908443,1111.5051405459208,8
ID28,BS2DCE,107,1999.292318808853,2019.343142641739,942.0341790107174,8
ID28,BS2DCE,108,1993.1721486819827,2057.0615325012755,995.227006427329,8
ID28,BS2DCE,109,2049.8847740655337,2021.777316793821,1385.0982573989702,8
ID28,BS2DCE,110,2165.1374665340445,1952.3181890906174,1351.1788087564564,7
ID28,BS2DCE,111,2241.9131270176736,2009.910517986534,1260.06260518387,8
ID28,BS2DCE,112,2332.8120959413727,1930.8109100577317,1182.668001190671,8
ID28,BS2DCE,113,2310.3897779510185,2013.1768397843568,1043.0569793306115,7
ID28,BS2DCE,114,2320.704823295173,2017.4668507746646,927.4403725563169,8
ID28,BS2DCE,115,2380.494251335506,1938.9226597969193,983.736739968034,8
ID28,BS2DCE,116,2453.3179364885877,1850.5566964484233,1059.996580865846,7
ID28,BS2DCE,117,2481.794197370669,1853.2150580186674,1031.8860536056,8
ID28,BS2DCE,118,2547.093050211789,1865.4964450134696,1135.5657946217993,8
ID28,BS2DCE,119,2590.2039461588442,1861.9358300720596,1088.7913917900635,8
ID28,BS2DCE,120,2653.6086819885554,1829.7563771061232,1062.6240671572516,8
ID28,BS2DCE,121,2691.9628814436956,1800.343741941691,1091.5584571810052,8
ID28,BS2DCE,122,2810.641983964892,1715.1149950661543,1169.5957195751737,7
ID28,BS2DCE,123,2706.3686729490673,1677.591795833131,1005.3665647032595,8
ID28,BS2DCE,124,2702.5880073846834,1619.9846089296677,1035.237495421497,8
ID28,BS2DCE,125,2727.5707459497826,1587.235120183434,1035.5473621285928,8
ID28,BS2DCE,126,2773.1828177179696,1304.9675924745213,1354.755034204078,8
ID28,BS2DCE,127,2920.026804454682,1188.9229931006842,1626.9514981476598,8
ID28,BS2DCE,128,2984.7474438599534,1137.4951577500253,1632.002226199132,7
ID28,BS2DCE,129,2704.962260225362,1151.04502580461,1403.3691154079665,8
ID28,BS2DCE,130,2619.6952822859107,1408.9659608027914,965.0432262173829,8
ID28,BS2DCE,131,2458.6286136617086,1397.915500469609,1048.9049417140475,8
ID28,BS2DCE,132,2318.4004881528767,1511.9671136778516,1214.0645344797579,8
ID28,BS2DCE,133,2392.9911979562025,1472.0226732549042,1209.954885304093,8
ID28,BS2DCE,134,2373.7570414725674,1525.3295150267684,854.3677610023592,8
ID28,BS2DCE,135,2355.8481246570486,1285.6708398577528,994.268741968917,8
ID28,BS2DCE,136,2317.0904808596256,1287.291806942806,901.8613064410713,8
ID28,BS2DCE,137,2269.6076969691076,1186.1981328968436,1084.6073899823348,8
ID28,BS2DCE,138,2234.124918050905,1182.1802851711454,999.2873541281876,8
ID28,BS2DCE,139,2238.953479423016,1149.5495567794578,942.4047249900453,8
ID28,BS2DCE,140,2242.0581016120277,1145.957226127417,715.3580712097832,8
ID28,BS2DCE,141,2137.2076424897077,1171.8356171246298,881.0655767205718,8
ID28,BS2DCE,142,2100.7085790827464,1128.312090672086,794.4849512439005,8
ID28,BS2DCE,143,2079.9694986768177,1230.0952154611366,969.6295004170876,8
ID28,BS2DCE,144,1993.6534763711095,1135.2753113109304,965.4096107622511,6
ID28,BS2DCE,145,1927.714464108948,1217.365332965908,808.6676607632922,8
ID28,BS2DCE,146,1960.0783669800155,1243.5664642314562,873.2905045028479,8
ID28,BS2DCE,147,1950.359867728191,1191.4793461601166,911.4457741009415,8
ID28,BS2DCE,148,1803.4757729634316,1325.0611631055062,897.3141317614768,8
ID28,BS2DCE,149,1801.929162480244,1349.725866580672,1061.1977132724517,8
ID28,BS2DCE,150,1812.6708206858284,1420.3292209828323,1236.6474966780088,8
ID28,BS2DCE,151,1831.1712533825455,1435.012475811012,1141.674077431516,8
ID28,BS2DCE,152,1790.376469820038,1384.8067276207116,1085.745297569912,8
ID28,BS2DCE,153,1727.6939518400181,1413.4850053045936,978.1060714748997,8
ID28,BS2DCE,154,1745.4537958265555,1408.0856473584538,978.2408935372501,8
ID28,BS2DCE,155,1752.7502612973483,1498.8798130852922,902.7568447368385,8
ID28,BS2DCE,156,1690.39631917701,1383.0383987538632,1177.1907459703953,8
ID28,BS2DCE,157,1728.949478839769,1540.098701315634,991.0100120402462,8
ID28,BS2DCE,158,1740.6474619289406,1599.1846462425403,959.6375356560515,7
ID28,BS2DCE,159,1737.0635866361936,1720.7519115353318,911.4054686558383,8
ID28,BS2DCE,160,1730.172817019187,1757.566338425906,983.8573311160626,8
ID28,BS2DCE,161,1712.0928688724161,1773.9326821644763,926.1413389181087,8
ID28,BS2DCE,162,1662.9427985818816,1937.3453391205314,902.1171944067667,8
ID28,BS2DCE,163,1760.9085881530802,1907.0205941537392,960.9666076234379,8
ID28,BS2DCE,164,1825.9993595852739,1924.8050639636572,1085.8843435540248,8
ID28,BS2DCE,165,1873.8115366474867,2030.5182378344207,1137.640932372203,8
ID28,BS2DCE,166,1925.0956650127262,1989.7519077255172,1090.3574944468876,8
ID28,BS2DCE,167,2039.0671035677592,1977.4277228716924,983.3114375503436,8
ID28,BS2DCE,168,1987.9386848276977,2057.8495744597635,1048.9122915051287,8
ID28,BS2DCE,169,2197.419723721669,1993.5353297878469,938.3978065443881,8
ID28,BS2DCE,170,2143.0688755134033,2018.544581355299,1237.4965603678122,8
ID28,BS2DCE,171,2210.7257277893973,2027.113305735493,1305.328969345352,8
ID28,BS2DCE,172,2188.720028045856,2154.5675747289006,1171.8095564419245,8
ID28,BS2DCE,173,2317.643982066369,1939.8113607231166,1140.2641615019097,8
ID28,BS2DCE,174,2331.3167087563593,1975.8147249499136,899.5938665836929,8
ID28,BS2DCE,175,2356.6756053249733,1910.6765879393038,994.4805680517097,8
ID28,BS2DCE,176,2371.120174192075,1901.8692244346473,943.8236107108817,7
ID28,BS2DCE,177,2472.4300514175657,1860.7434527421553,1059.839674642028,8
ID28,BS2DCE,178,2517.1366819855525,1884.612106886552,1072.031805622196,8
ID28,BS2DCE,179,2613.8946422907607,1882.724115868838,1136.1427644836572,8
ID28,BS2DCE,180,2639.886514729615,1833.747056220519,1122.7964165362152,8
ID28,BS2DCE,181,2732.77894809438,1788.7041201084432,1136.9544898444692,8
ID28,BS2DCE,182,2711.3061603807655,1816.277613879684,1196.381529307586,7
ID28,BS2DCE,183,2722.6512524310547,1598.402894007772,1039.571697697417,8
ID28,BS2DCE,184,2704.1671174920193,1596.1554051348005,1004.8229667534367,8
ID28,BS2DCE,185,2729.6118653772733,1561.3377419905198,1055.210227016975,8
ID28,BS2DCE,186,2781.701347289555,1407.7162879860307,1184.9170830141213,8
ID28,BS2DCE,187,2873.957548691046,1217.2497123912601,1441.2785103190247,8
ID28,BS2DCE,188,2879.839660951874,1255.0007812698632,1364.1363528319464,8
ID28,BS2DCE,189,2824.499550365129,1087.6066789042686,1445.6817021143383,8
ID28,BS2DCE,190,2659.3330925106497,1480.0226604423756,917.4880880194572,8
ID28,BS2DCE,191,2570.359690745427,1364.386093652247,1085.732506614917,8
ID28,BS2DCE,192,2319.7183656341,1538.025354762488,1291.0936003289269,8
ID28,BS2DCE,193,2400.8311251409,1333.6541394259555,1274.6545440459852,8
ID28,BS2DCE,194,2329.4539591257158,1400.6938008085194,1136.9320587989284,8
ID28,BS2DCE,195,2379.477128057736,1304.062951897188,993.5882168477027,8
ID28,BS2DCE,196,2332.056812164296,1233.8699455040235,939.5449998553938,8
ID28,BS2DCE,197,2272.613220020847,1251.5376914465662,1025.5263673966424,8
ID28,BS2DCE,198,2246.876309255551,1199.0255393044206,1008.7196172625295,8
ID28,BS2DCE,199,2255.218126942973,1188.1341968212566,954.8078525437331,8
ID28,BS2DCE,200,2259.7599118392986,1138.6727678347097,883.2776725745872,8
ID28,BS2DCE,201,2190.085165635111,1136.152828873455,722.2660362183285,7
ID28,BS2DCE,202,2153.5964326362696,1152.0346178434415,850.3614288500104,8
ID28,BS2DCE,203,2079.2783350981804,1149.5003656787887,827.3238647017522,8
ID28,BS2DCE,204,2005.2895137930818,1250.0955589142416,789.1470070751254,8
ID28,BS2DCE,205,1972.5412037902593,1206.0275752830166,794.5169787819806,8
ID28,BS2DCE,206,1956.517161444299,1200.7940554367337,775.7071340405369,8
ID28,BS2DCE,207,1915.7606546404031,1196.159028056769,910.9578424762681,8
ID28,BS2DCE,208,1971.215552502268,1116.9375234249824,731.6394024578833,8
ID28,BS2DCE,209,1746.0701358864228,1433.2434349678756,980.2725826157895,8
ID28,BS2DCE,210,1766.8211343419962,1474.8629600002748,1226.4627369584423,8
ID28,BS2DCE,211,1799.769381061476,1338.0341340238315,1212.9791718750114,8
ID28,BS2DCE,212,1834.364756993382,1382.3619404349508,1111.238242224988,8
ID28,BS2DCE,213,1806.3000800348213,1377.0334197258828,1006.408269541858,7
ID28,BS2DCE,214,1724.4633684379648,1438.807943455954,1043.1625734503648,8
ID28,BS2DCE,215,1783.472466574977,1448.1904531559003,966.1634049810008,8
ID28,BS2DCE,216,1751.93419536797,1449.4052541621506,1065.52858345581,8
ID28,BS2DCE,217,1772.1091422261038,1724.1996485104526,685.6814945162752,8
ID28,BS2DCE,218,1696.446073346802,1633.8211798938544,864.1742147942515,8
ID28,BS2DCE,219,1738.458008160911,1667.9300627135706,921.9265192311376,8
ID28,BS2DCE,220,1775.1460644154572,1713.8807490438483,881.0029006737581,8
ID28,BS2DCE,221,1716.2119441394905,1752.2261782759779,1043.1127293138481,8
ID28,BS2DCE,222,1727.7931999161358,1791.4095071444694,991.5315381796406,8
ID28,BS2DCE,223,1694.7796477253721,1988.865818130767,898.9204142010339,8
ID28,BS2DCE,224,1809.1913509408193,1880.1626778342645,1061.3174998038446,8
ID28,BS2DCE,225,1857.8131341686308,2001.428288991753,1085.0358332731073,8
ID28,BS2DCE,226,1932.1233067275753,1976.0550579842336,1166.095502747906,8
ID28,BS2DCE,227,1999.3592449001574,1983.005228320285,968.1572350753603,8
ID28,BS2DCE,228,1983.6450759685172,2047.5814522010942,919.4234474608738,8
ID28,BS2DCE,229,2079.5163398597124,2047.35282834412,982.055046578979,8
ID28,BS2DCE,230,2186.3697547649404,1986.507140280309,1138.1199160303881,8
ID28,BS2DCE,231,2102.6667907772357,2134.699646517659,1283.593859162847,8
ID28,BS2DCE,232,2258.2842417251327,2003.4726692349766,1089.8220564295752,8
ID28,BS2DCE,233,2329.0436162974784,1939.7382198095372,1103.9335212353235,8
ID28,BS2DCE,234,2343.916696533222,1920.2918673565257,1032.842389432569,8
ID28,BS2DCE,235,2313.4037261077424,2022.7504365028342,885.671456416191,8
ID28,BS2DCE,236,2403.857035884007,1907.1495838220667,908.7441028274668,8
ID28,BS2DCE,237,2439.921902381665,1918.1522689262995,988.689261835066,8
ID28,BS2DCE,238,2510.0596409071586,1845.6675817511737,1046.4680744559832,8
ID28,BS2DCE,239,2634.1663923823885,1890.0620881313414,1165.1021605011288,8
ID28,BS2DCE,240,2592.552739966726,1828.1083086418125,1043.5523479595752,8
ID28,BS2DCE,241,2694.407437518495,1792.7194551310631,1127.1648905184622,8
ID28,BS2DCE,242,2715.4079684145518,1760.2710966965838,930.7030568333092,8
ID28,BS2DCE,243,2765.2849383419734,1644.756857616969,1165.194078567854,8
ID28,BS2DCE,244,2705.381592851456,1639.816999599966,897.2604933540593,8
ID28,BS2DCE,245,2729.3468140919254,1584.8724985308081,996.7865668195308,8
ID28,BS2DCE,246,2708.052489822295,1540.936523548187,1008.0701189058914,8
ID28,BS2DCE,247,2838.8810306165847,1292.4090039466048,1412.2935541216882,8
ID28,BS2DCE,248,2956.9824819025366,1204.2695148990329,1535.2025263152334,8
ID28,BS2DCE,249,3015.0522713826153,1126.5569862120658,1686.3450331913486,6
ID28,BS2DCE,250,2706.86069203115,1463.8520024065629,894.6438170891365,8
ID28,BS2DCE,251,2573.6496894757383,1334.183254315246,1071.0262899240956,8
ID28,BS2DCE,252,2445.560585416657,1434.7783980319539,1151.1897191267774,8
ID28,BS2DCE,253,2398.3311323071784,1331.3579876136778,1241.9335251157702,8
ID28,BS2DCE,254,2359.8848969241026,1581.3516599778552,828.6917389767958,8
ID28,BS2DCE,255,2389.379049660096,1374.8914078691284,1058.208567532517,8
ID28,BS2DCE,256,2348.240084132126,1220.57122667899,1020.46874147429,8
ID28,BS2DCE,257,2287.434990510833,1247.2314085123562,986.1203635481336,8
ID28,BS2DCE,258,2240.8610849329366,1173.8720918720512,1044.2792417657868,8
ID28,BS2DCE,259,2236.7447571738626,1229.3377536035273,963.083375597058,8
ID28,BS2DCE,260,2243.041854758363,1140.8005807084369,895.9451148259056,8
ID28,BS2DCE,261,2227.374422053305,1145.6812679135073,754.5401059092129,8
ID28,BS2DCE,262,2158.4014330248206,1161.9503039447718,776.7869984744517,8
ID28,BS2DCE,263,2113.5181388765445,1148.5976168997956,870.3269893022228,8
ID28,BS2DCE,264,2014.5836042347898,1239.4790465751694,858.4364048019355,8
ID28,BS2DCE,265,2025.408454228759,1201.5635705542668,791.875273133467,8
ID28,BS2DCE,266,1958.2590185126837,1137.8450065821382,841.0011545321894,8
ID28,BS2DCE,267,1952.2162923069936,1195.7249499584216,817.888343872659,8
ID28,BS2DCE,268,1965.9174185480583,1217.5828234706423,877.2613817093095,6
ID28,BS2DCE,269,1799.9467663808146,1373.1570117697418,950.5698213977975,8
ID28,BS2DCE,270,1709.128981471757,1502.9191654463136,1105.5911436355689,8
ID28,BS2DCE,271,1816.5976904312427,1327.4576275737597,1265.0480143681125,8
ID28,BS2DCE,272,1838.692694905493,1393.9994946449149,1114.09412948071,8
ID28,BS2DCE,273,1779.778087662213,1396.8627542023382,909.7376177797295,8
ID28,BS2DCE,274,1736.7448503155365,1390.4132792002235,1121.102104556706,8
ID28,BS2DCE,275,1764.7517961613823,1460.4249069443003,1030.4247835310239,8
ID28,BS2DCE,276,1718.3240121263655,1496.9799914048247,956.5284569066108,8
ID28,BS2DCE,277,1719.447456106482,1552.1587437501914,1055.6224325654546,8
ID28,BS2DCE,278,1686.4309573245491,1575.3210175759532,1005.6064510097733,8
ID28,BS2DCE,279,1751.5775264990614,1669.2675825221088,989.3310012922675,8
ID28,BS2DCE,280,1736.605314138608,1751.2793203397696,846.7941018376232,8
ID28,BS2DCE,281,1716.651833948743,1772.5094437520056,961.7492563978919,8
ID28,BS2DCE,282,1751.852828456005,1763.900009559313,951.8179943570724,8
ID28,BS2DCE,283,1629.4090927551547,1884.5664138416184,1073.5750349180084,6
ID28,BS2DCE,284,1786.8884676329776,1904.0079884327884,974.7102253729649,8
ID28,BS2DCE,285,1832.2358607736835,1982.9255729847825,1072.9210141991907,8
ID28,BS2DCE,286,1898.765961813662,1994.0338980688766,1102.4555737711219,8
ID28,BS2DCE,287,1924.4171952924814,2071.3171859790687,1090.1408623261173,8
ID28,BS2DCE,288,1971.1655227153665,2003.1539924914864,1024.1311915400381,8
ID28,BS2DCE,289,1942.8367684942325,2072.4599804438576,1010.0474603286303,8
ID28,BS2DCE,290,1985.5330091748967,1981.663396461018,1486.1624630308347,8
ID28,BS2DCE,291,2179.0163750205793,1960.9948577218129,1484.8168203735415,8
ID28,BS2DCE,292,2266.124489853219,2001.203198014772,1242.2474300902522,8
ID28,BS2DCE,293,2320.2921904229916,1981.7569022398925,1182.748463959781,8
ID28,BS2DCE,294,2343.844458183248,1962.3829689165095,1074.8397168890665,8
ID28,BS2DCE,295,2344.544281998971,1977.7209065441596,971.6241292055824,8
ID28,BS2DCE,296,2393.4964666566584,1936.9917412921193,918.4416753502767,8
ID28,BS2DCE,297,2447.533625386861,1914.3636089337267,991.5367927235664,7
ID28,BS2DCE,298,2526.5217330115674,1864.038669696633,1059.456514294034,8
ID28,BS2DCE,299,2664.4266691550924,1877.8226986210416,1187.1224545461007,8
ID28,BS2DCE,300,2603.907996145645,1831.9163072007973,1051.211188608443,8
ID28,BS2DCE,301,2697.3412422338124,1809.1900141317979,1129.4804384699805,8
ID28,BS2DCE,302,2777.4112945834595,1729.1465641811287,1098.4377917782183,8
ID28,BS2DCE,303,2753.264222403929,1685.8890942458925,1066.7332684735686,8
ID28,BS2DCE,304,2708.015648672129,1621.3516649293751,1003.8853985471034,8
ID28,BS2DCE,305,2720.812835247217,1559.5113854859012,960.1583803013415,8
ID28,BS2DCE,306,2719.618689843714,1569.7942187191682,933.1673412986405,8
ID28,BS2DCE,307,2769.7898102761533,1398.5760322841732,1293.9808311867207,8
ID28,BS2DCE,308,2900.32164527987,1233.3338129103258,1602.9599887698319,8
ID28,BS2DCE,309,2940.4798040060878,1168.915512175099,1590.7907923543237,8
ID28,BS2DCE,310,2661.4216740394813,1442.7116342584497,1058.487840424434,8
ID28,BS2DCE,311,2607.32839344687,1408.1117000192344,1007.894973736076,8
ID28,BS2DCE,312,2487.8978449270035,1368.3607832991618,1094.004260342645,8
ID28,BS2DCE,313,2337.16450834324,1505.5184420369396,1240.3879959007922,8
ID28,BS2DCE,314,2374.4089095178897,1473.7255628825471,1134.370253335534,8
ID28,BS2DCE,315,2409.8532909925143,1465.383752113349,956.3853527885443,8
ID28,BS2DCE,316,2361.4974323358624,1251.4842200161604,986.4154822084087,8
ID28,BS2DCE,317,2320.7497296469796,1251.2820320640433,981.9561327332514,8
ID28,BS2DCE,318,2217.2092518806717,1197.57129133038,1043.863890297785,8
ID28,BS2DCE,319,2225.1021034207392,1209.2397735986747,1038.507946895386,8
ID28,BS2DCE,320,2258.3526717312916,1151.1785125180622,879.7859281607155,8
ID28,BS2DCE,321,2286.1433199225426,1200.0911304115891,813.180971547535,8
ID28,BS2DCE,322,2184.1510438981913,1114.0959490216776,899.2082471656989,8
ID28,BS2DCE,323,2108.1612626595147,1171.3988496705601,824.9753927730881,8
ID28,BS2DCE,324,2014.6599605055662,1223.6388562526613,873.9514147313181,8
ID28,BS2DCE,325,1963.0098121029832,1268.8925327378136,777.7558686064706,8
ID28,BS2DCE,326,1954.3253453632954,1198.9126961652894,849.2775903023612,8
ID28,BS2DCE,327,1969.9953708089477,1203.7277705586407,865.1231875813932,8
ID28,BS2DCE,328,1891.865815758923,1234.3026370162413,793.0843605601781,8
ID28,BS2DCE,329,1807.574645623089,1307.7108365074853,912.5309295967272,8
ID28,BS2DCE,330,1701.8498109763511,1461.944402611901,1037.6675284028086,8
ID28,BS2DCE,331,1860.4338884755202,1472.7006761185753,1289.9221923418504,7
ID28,BS2DCE,332,1812.3832027819153,1361.5433300763896,1192.8836410727251,8
ID28,BS2DCE,333,1783.0531311318198,1373.2233364086317,1121.9126430809404,8
ID28,BS2DCE,334,1756.830891199653,1424.5039556316392,1015.1699632039304,8
ID28,BS2DCE,335,1706.3814999885428,1479.3800788214041,991.9885635662196,8
ID28,BS2DCE,336,1775.9626612210423,1475.3125198558223,985.9619451117865,8
ID28,BS2DCE,337,1663.6516060093463,1403.6743405676252,1192.2779265378053,8
ID28,BS2DCE,338,1724.5482485748978,1546.9882928696045,1159.9743851158848,8
ID28,BS2DCE,339,1754.9004998420926,1592.7511376590587,991.885993029189,8
ID28,BS2DCE,340,1778.7636810990691,1731.536787947843,878.8208338433459,8
ID28,BS2DCE,341,1741.8486040466994,1745.3051919688075,945.5908150810656,8
ID28,BS2DCE,342,1711.7042144567338,1757.4074182631819,953.9177451217182,8
ID28,BS2DCE,343,1734.7845091542104,1864.2429036322483,877.4692007277333,8
ID28,BS2DCE,344,1707.8140420289528,1975.353265095833,1048.8033891186315,8
ID28,BS2DCE,345,1812.2293429679958,1923.369247472132,1090.2673291553228,8
ID28,BS2DCE,346,1853.798430153901,1976.2094569970138,1099.7554973169326,8
