config,position_id,anchor_id,anchor_label,theta_deg,rho_mm,layer
Vicon_Ccm,ID02,2,C,-23.66592330731511,-132.07784626916416,lower
Vicon_Ccm,ID02,3,D,-23.332043683717163,102.43770783882792,lower
Vicon_Ccm,ID02,4,E,20.34041180222158,39.77909101687525,upper
Vicon_Ccm,ID02,5,F,19.77770430589375,-2.942421318276999,upper
Vicon_Ccm,ID02,6,G,13.956281129949115,-18.096736284675224,upper
Vicon_Ccm,ID02,7,H,14.463184457995611,-37.06763638482615,upper
Vicon_Ccm,ID03,0,A,-43.258632132235334,1.2303135297765735,lower
Vicon_Ccm,ID03,1,B,-42.15898263375977,269.78702284982126,lower
Vicon_Ccm,ID03,2,C,-34.78399729666924,-92.41680644525283,lower
Vicon_Ccm,ID03,3,D,-34.48856291052215,368.3128901286432,lower
Vicon_Ccm,ID03,4,E,0.8783557293743031,-5.793481570950306,upper
Vicon_Ccm,ID03,5,F,1.289955587918345,-40.39928441465854,upper
Vicon_Ccm,ID03,6,G,-0.028600392505170623,11.138602038970241,upper
Vicon_Ccm,ID03,7,H,0.13326663092112617,-40.11848896085606,upper
Vicon_Ccm,ID04,0,A,1.694326659497647,30.039112102830337,lower
Vicon_Ccm,ID04,1,B,4.4208989670676315,46.19708860162415,lower
Vicon_Ccm,ID04,2,C,1.6777782947030806,-100.88135167000698,lower
Vicon_Ccm,ID04,3,D,1.418329799732497,30.507148000099285,lower
Vicon_Ccm,ID04,4,E,33.32060289986398,42.76942931414661,upper
Vicon_Ccm,ID04,5,F,52.489396825204935,312.6575944129456,upper
Vicon_Ccm,ID04,6,G,44.54613976059626,13.362857310575002,upper
Vicon_Ccm,ID04,7,H,30.697905981200755,121.21011692333369,upper
Vicon_Ccm,ID05,0,A,-20.57310324985227,442.0127692554904,lower
Vicon_Ccm,ID05,1,B,-33.39137159860686,-43.10186579680215,lower
Vicon_Ccm,ID05,2,C,-34.909893992297576,24.41847221715583,lower
Vicon_Ccm,ID05,3,D,-20.648325296572853,-22.75731970400647,lower
Vicon_Ccm,ID05,4,E,13.431843488313577,35.58242622267782,upper
Vicon_Ccm,ID05,5,F,23.932631619779276,8.95615626643935,upper
Vicon_Ccm,ID05,6,G,21.08654781271141,2.5881030040909465,upper
Vicon_Ccm,ID05,7,H,12.57546789121457,10.636467176816872,upper
Vicon_Ccm,ID06,0,A,-32.23680649484297,127.17478483570196,lower
Vicon_Ccm,ID06,1,B,-48.41115924070928,-41.455666549799055,lower
Vicon_Ccm,ID06,2,C,-49.07825341557238,126.57801174866543,lower
Vicon_Ccm,ID06,3,D,-32.16536777250765,-7.85763689777513,lower
Vicon_Ccm,ID06,4,E,-0.9298408926608236,115.39517778851715,upper
Vicon_Ccm,ID06,5,F,-1.1432537464173487,27.21151348446137,upper
Vicon_Ccm,ID06,6,G,-2.551006435257438,59.66302575815006,upper
Vicon_Ccm,ID06,7,H,-1.3217662394126248,-34.61941658179156,upper
Vicon_Ccm,ID07,0,A,0.9548486707994516,-35.8766719256512,lower
Vicon_Ccm,ID07,1,B,1.7382330998632503,-90.2483595051225,lower
Vicon_Ccm,ID07,2,C,0.49828614325747084,-138.0380108975157,lower
Vicon_Ccm,ID07,3,D,1.014890090806593,-14.74780468727976,lower
Vicon_Ccm,ID07,4,E,32.732737886976956,199.69304798603062,upper
Vicon_Ccm,ID07,5,F,36.8710428419769,12.65999001653627,upper
Vicon_Ccm,ID07,6,G,47.67202776455677,185.31439594766695,upper
Vicon_Ccm,ID07,7,H,39.155356260999945,8.978195465251169,upper
Vicon_Ccm,ID08,0,A,-22.485004770527617,0.5309784662360713,lower
Vicon_Ccm,ID08,1,B,-22.948803800489525,300.2822012669254,lower
Vicon_Ccm,ID08,2,C,-34.042410051645845,-118.16792402493294,lower
Vicon_Ccm,ID08,3,D,-30.28600382947538,68.16651249564802,lower
Vicon_Ccm,ID08,4,E,13.350295551593913,-11.203315640667896,upper
Vicon_Ccm,ID08,5,F,14.545258431449986,16.664735486602872,upper
Vicon_Ccm,ID08,6,G,19.609058720237584,37.77714778547965,upper
Vicon_Ccm,ID08,7,H,17.1744536744683,-75.7669918865366,upper
Vicon_Ccm,ID09,0,A,-31.498819141586875,-52.72734506132408,lower
Vicon_Ccm,ID09,1,B,-32.40049202065515,21.810872307412517,lower
Vicon_Ccm,ID09,2,C,-45.28352938330821,-86.6967739831218,lower
Vicon_Ccm,ID09,3,D,-41.00023272214276,226.55657175921712,lower
Vicon_Ccm,ID09,4,E,2.085078041693452,-28.795480797182407,upper
Vicon_Ccm,ID09,5,F,2.576055114158453,165.7974673234507,upper
Vicon_Ccm,ID09,6,G,2.360664140851131,-29.093199867942992,upper
Vicon_Ccm,ID09,7,H,2.205601297510903,6.440014651454625,upper
Vicon_Ccm,ID10,0,A,0.4144788149087381,-15.599658133258593,lower
Vicon_Ccm,ID10,1,B,0.7540884867254051,21.061112750286718,lower
Vicon_Ccm,ID10,2,C,-0.40976213630785513,12.270669887512248,lower
Vicon_Ccm,ID10,3,D,0.11420240153485399,3.655548075155828,lower
Vicon_Ccm,ID10,4,E,45.32185931343691,21.178245949133874,upper
Vicon_Ccm,ID10,5,F,30.253301530960265,186.4956470948443,upper
Vicon_Ccm,ID10,6,G,30.998915227172215,-6.379861684584064,upper
Vicon_Ccm,ID10,7,H,50.636065441168185,53.84576477218335,upper
Vicon_Ccm,ID11,0,A,-36.164894303979246,25.910140510260568,lower
Vicon_Ccm,ID11,1,B,-20.16543438380613,-39.9578155364128,lower
Vicon_Ccm,ID11,2,C,-21.289771678745183,80.84517762667522,lower
Vicon_Ccm,ID11,3,D,-35.71799804345411,42.7089157036312,lower
Vicon_Ccm,ID11,4,E,22.039465168436084,61.12824601706317,upper
Vicon_Ccm,ID11,5,F,12.4522905592431,29.63477497315916,upper
Vicon_Ccm,ID11,6,G,11.67217428263107,57.47914762170489,upper
Vicon_Ccm,ID11,7,H,21.776740496709696,-0.28219030027010916,upper
Vicon_Ccm,ID12,0,A,-47.52914234752593,99.84226985282154,lower
Vicon_Ccm,ID12,1,B,-29.20787214640035,-30.689332127286782,lower
Vicon_Ccm,ID12,2,C,-30.4169596952866,131.69878190382545,lower
Vicon_Ccm,ID12,3,D,-47.810545922405474,-19.334472171377676,lower
Vicon_Ccm,ID12,4,E,2.569773180862505,85.06669979596828,upper
Vicon_Ccm,ID12,5,F,1.6737714487232074,42.303254509831,upper
Vicon_Ccm,ID12,6,G,0.8320881222198621,-7.350010769913531,upper
Vicon_Ccm,ID12,7,H,1.8771753219391747,-91.9664598553289,upper
Vicon_Ccm,ID13,0,A,-27.955843011991522,-17.24671213357103,lower
Vicon_Ccm,ID13,1,B,-27.500704118787365,-3.4970133618443313,lower
Vicon_Ccm,ID13,2,C,-27.79938459513399,-124.39298052819137,lower
Vicon_Ccm,ID13,3,D,-26.86840581420202,45.254731639915924,lower
Vicon_Ccm,ID13,4,E,16.700089440709068,45.30938968667707,upper
Vicon_Ccm,ID13,5,F,17.14054389984051,9.012074408618403,upper
Vicon_Ccm,ID13,6,G,15.081402363886552,51.884980386992076,upper
Vicon_Ccm,ID13,7,H,15.09557544511705,-47.30691362932074,upper
Vicon_Ccm,ID14,0,A,-27.811020104040466,36.52074433142864,lower
Vicon_Ccm,ID14,1,B,-27.4458195367003,-76.92923986523385,lower
Vicon_Ccm,ID14,2,C,-27.593991831399997,-87.89434624752877,lower
Vicon_Ccm,ID14,3,D,-26.588151110593703,-27.688833411037642,lower
Vicon_Ccm,ID14,4,E,16.924339299927396,-11.124224616957761,upper
Vicon_Ccm,ID14,5,F,17.421315143101072,53.031128189755414,upper
Vicon_Ccm,ID14,6,G,15.246425655260676,-25.995875739753963,upper
Vicon_Ccm,ID14,7,H,15.217408586529215,-14.206776467327096,upper
Vicon_Ccm,ID15,0,A,-27.68735757521337,-69.46923032997373,lower
Vicon_Ccm,ID15,1,B,-27.55802824917533,9.900899819889098,lower
Vicon_Ccm,ID15,2,C,-27.684261540588977,-106.18876819250224,lower
Vicon_Ccm,ID15,3,D,-26.472426204422156,34.07047615051602,lower
Vicon_Ccm,ID15,4,E,16.863864886040982,-11.07188618248081,upper
Vicon_Ccm,ID15,5,F,17.520182703986787,54.42578450952005,upper
Vicon_Ccm,ID15,6,G,15.313920108258378,18.64104905196563,upper
Vicon_Ccm,ID15,7,H,15.15957286886063,-59.69523606462061,upper
Vicon_Ccm,ID16,0,A,-27.321198598641292,43.25391155450664,lower
Vicon_Ccm,ID16,1,B,-27.117738245626075,-42.62681534751403,lower
Vicon_Ccm,ID16,2,C,-27.528844050394206,-29.309591200103988,lower
Vicon_Ccm,ID16,3,D,-26.3629290978524,14.328849383281302,lower
Vicon_Ccm,ID16,4,E,17.106132541013093,-9.801212636184644,upper
Vicon_Ccm,ID16,5,F,17.72840757108228,82.8798887882653,upper
Vicon_Ccm,ID16,6,G,15.688360798046032,-4.664528472870423,upper
Vicon_Ccm,ID16,7,H,15.546180340154029,-20.50635918190809,upper
Vicon_Ccm,ID17,0,A,1.4121800943142542,-51.041996345644996,lower
Vicon_Ccm,ID17,1,B,1.966493171623542,-67.85634902476829,lower
Vicon_Ccm,ID17,2,C,0.4029238452050294,-82.32180276459118,lower
Vicon_Ccm,ID17,3,D,1.0737114654508346,-63.439294462581294,lower
Vicon_Ccm,ID17,4,E,42.004074742100386,123.50373085348284,upper
Vicon_Ccm,ID17,5,F,38.915023448561584,-24.50392871729609,upper
Vicon_Ccm,ID17,6,G,36.71023173263347,59.27482246480826,upper
Vicon_Ccm,ID17,7,H,39.560079316898005,-93.06103807662984,upper
Vicon_Ccm,ID18,0,A,1.4788647813133888,-105.94937238111427,lower
Vicon_Ccm,ID18,1,B,2.243120824046925,-38.42175620448564,lower
Vicon_Ccm,ID18,2,C,0.4864553753250167,-7.134942266793097,lower
Vicon_Ccm,ID18,3,D,1.0625982760329178,-6.643948542546688,lower
Vicon_Ccm,ID18,4,E,41.737234039988,-46.5295434338869,upper
Vicon_Ccm,ID18,5,F,41.46720907948428,34.29689456720161,upper
Vicon_Ccm,ID18,6,G,36.86986278232785,-15.176905287836924,upper
Vicon_Ccm,ID18,7,H,37.20482845519643,-15.162813997265026,upper
Vicon_Ccm,ID19,0,A,1.3844529854677552,3.6372140699265643,lower
Vicon_Ccm,ID19,1,B,2.2908686944013006,-130.31474116461584,lower
Vicon_Ccm,ID19,2,C,0.5632517292418991,-121.56293911467625,lower
Vicon_Ccm,ID19,3,D,1.0930470636224596,-13.132995612005736,lower
Vicon_Ccm,ID19,4,E,39.235877481090334,340.35041303596466,upper
Vicon_Ccm,ID19,5,F,41.79708215591011,11.047474553957912,upper
Vicon_Ccm,ID19,6,G,39.2371417703885,429.8450317115237,upper
Vicon_Ccm,ID19,7,H,37.09672123393682,-92.59947574295265,upper
Vicon_Ccm,ID20,0,A,1.5223924188082856,-10.700538208283454,lower
Vicon_Ccm,ID20,1,B,2.2038662331271617,-18.275744730134313,lower
Vicon_Ccm,ID20,2,C,0.6706694180251039,-63.32498751995646,lower
Vicon_Ccm,ID20,3,D,1.3078204948827283,-51.33830267133748,lower
Vicon_Ccm,ID20,4,E,39.65292353202516,-52.8966615532823,upper
Vicon_Ccm,ID20,5,F,39.340538244671116,283.60097677018325,upper
Vicon_Ccm,ID20,6,G,39.06932251924027,-50.63233852239751,upper
Vicon_Ccm,ID20,7,H,39.49533638869652,138.03528909555862,upper
Vicon_Ccm,ID21,0,A,-39.43229123988384,-29.001662008910692,lower
Vicon_Ccm,ID21,1,B,-38.40961711197233,54.90283131807029,lower
Vicon_Ccm,ID21,2,C,-37.78270622641385,-85.13015374428821,lower
Vicon_Ccm,ID21,3,D,-37.50446583052263,247.5540066215535,lower
Vicon_Ccm,ID21,4,E,1.702544745590828,26.868508015189185,upper
Vicon_Ccm,ID21,5,F,2.073349197959115,17.16001261732476,upper
Vicon_Ccm,ID21,6,G,0.8064672362434913,-10.651812528402623,upper
Vicon_Ccm,ID21,7,H,0.9998180138573783,-53.30857266873689,upper
Vicon_Ccm,ID22,0,A,-39.75435351518388,303.3399373023956,lower
Vicon_Ccm,ID22,1,B,-38.54804132307974,-41.694513073415585,lower
Vicon_Ccm,ID22,2,C,-37.499985972999156,-33.65994916935775,lower
Vicon_Ccm,ID22,3,D,-37.36685110072868,-49.56906702661308,lower
Vicon_Ccm,ID22,4,E,1.6983062128405142,-2.4340012149521755,upper
Vicon_Ccm,ID22,5,F,2.0582878636318926,44.58229192658104,upper
Vicon_Ccm,ID22,6,G,0.7770635717353089,27.70954976163238,upper
Vicon_Ccm,ID22,7,H,0.9739992201262623,-43.600145221485796,upper
Vicon_Ccm,ID23,0,A,-39.56757121220355,-38.522200166354445,lower
Vicon_Ccm,ID23,1,B,-38.68525367901429,236.14100274172606,lower
Vicon_Ccm,ID23,2,C,-37.67222712173939,-39.40470095076167,lower
Vicon_Ccm,ID23,3,D,-37.27136136570052,43.96583150071138,lower
Vicon_Ccm,ID23,4,E,1.6751957313106323,42.66049207271491,upper
Vicon_Ccm,ID23,5,F,2.05662936983402,23.77734165971078,upper
Vicon_Ccm,ID23,6,G,0.7707933884210337,23.0986834803632,upper
Vicon_Ccm,ID23,7,H,0.9593871033855951,-53.88205304310926,upper
Vicon_Ccm,ID24,0,A,-39.494377245941955,101.32124412909681,lower
Vicon_Ccm,ID24,1,B,-38.50787074631876,-36.991263906615934,lower
Vicon_Ccm,ID24,2,C,-37.75472142035855,412.92268309146226,lower
Vicon_Ccm,ID24,3,D,-37.44403742931597,-45.05767438328484,lower
Vicon_Ccm,ID24,4,E,1.6730752836702254,8.732477768228065,upper
Vicon_Ccm,ID24,5,F,2.047189028566652,38.69846860554021,upper
Vicon_Ccm,ID24,6,G,0.7758759553696836,38.088880471585746,upper
Vicon_Ccm,ID24,7,H,0.9676618487357116,-28.128045125522327,upper
