pos1_id,pos2_id,anchor_label,anchor_id,delta_r_measured_mm,delta_r_geometric_mm,differential_error_mm
ID01,ID08,H,7,-726.0,-750.5624472304944,24.5624472304944
ID01,ID09,A,0,1157.5,1159.2792206001418,-1.779220600141798
ID01,ID09,B,1,822.0,807.063006482964,14.936993517035944
ID01,ID09,C,2,-193.0,-209.90864878525667,16.908648785256673
ID01,ID09,D,3,303.0,75.30166097182655,227.69833902817345
ID01,ID09,E,4,-51.0,231.82822970691404,-282.82822970691404
ID01,ID09,F,5,-96.5,-216.6753882973435,120.17538829734349
ID01,ID09,G,6,-1295.0,-1234.0575201772253,-60.94247982277466
ID01,ID09,H,7,-716.0,-832.9457120182005,116.94571201820054
ID01,ID10,A,0,-1.0,-33.202176345016596,32.202176345016596
ID01,ID10,B,1,806.0,792.4352937584656,13.564706241534395
ID01,ID10,C,2,285.0,183.90275318323074,101.09724681676926
ID01,ID10,D,3,-812.0,-802.5663191534454,-9.43368084655458
ID01,ID10,E,4,-212.0,-15.205693699598896,-196.7943063004011
ID01,ID10,F,5,700.5,588.6138050215886,111.88619497841137
ID01,ID10,G,6,51.0,79.4087367943248,-28.408736794324795
ID01,ID10,H,7,-483.0,-617.2570969657745,134.2570969657745
ID01,ID11,A,0,210.0,124.9263528515337,85.0736471484663
ID01,ID11,B,1,842.0,884.9601775529679,-42.960177552967934
ID01,ID11,C,2,590.0,411.6084757411695,178.3915242588305
ID01,ID11,D,3,-375.0,-412.32888799861325,37.328887998613254
ID01,ID11,E,4,-783.0,-611.0535754962739,-171.94642450372612
ID01,ID11,F,5,164.5,204.28788581532444,-39.787885815324444
ID01,ID11,G,6,-149.0,-177.14775970032952,28.147759700329516
ID01,ID11,H,7,-998.0,-1112.7925682009325,114.79256820093246
ID01,ID12,A,0,603.0,435.59895412230367,167.40104587769633
ID01,ID12,B,1,1052.0,1084.6369815116338,-32.63698151163385
ID01,ID12,C,2,833.0,600.92901716405,232.07098283594996
ID01,ID12,D,3,-145.0,-121.08265763439886,-23.917342365601144
ID01,ID12,E,4,-840.0,-671.5171047787301,-168.48289522126993
ID01,ID12,F,5,130.5,155.63271478823663,-25.132714788236626
ID01,ID12,G,6,-273.0,-233.16480427751821,-39.835195722481785
ID01,ID12,H,7,-1202.0,-1241.731796778439,39.73179677843905
ID01,ID13,A,0,567.0,538.3807870709584,28.619212929041623
ID01,ID13,B,1,256.0,263.68925317191474,-7.689253171914743
ID01,ID13,C,2,-159.0,-144.09076259419317,-14.909237405806834
ID01,ID13,D,3,86.0,42.260426462906025,43.739573537093975
ID01,ID13,E,4,-399.0,-203.90042511498677,-195.09957488501323
ID01,ID13,F,5,-530.5,-478.2472014184459,-52.25279858155409
ID01,ID13,G,6,-716.0,-737.1744921381639,21.17449213816394
ID01,ID13,H,7,-498.0,-565.9753732572397,67.97537325723965
ID01,ID14,A,0,616.0,533.7441713702628,82.25582862973715
ID01,ID14,B,1,172.0,253.09580274973405,-81.09580274973405
ID01,ID14,C,2,-123.0,-144.75876386329082,21.758763863290824
ID01,ID14,D,3,18.0,47.263516475677534,-29.263516475677534
ID01,ID14,E,4,-456.0,-204.611375972343,-251.388624027657
ID01,ID14,F,5,-492.5,-483.98123654771484,-8.518763452285157
ID01,ID14,G,6,-789.0,-732.3113587528567,-56.68864124714332
ID01,ID14,H,7,-455.0,-556.0508885341164,101.05088853411644
ID01,ID15,A,0,517.0,540.8360747996985,-23.83607479969851
ID01,ID15,B,1,251.0,245.29574337560575,5.704256624394247
ID01,ID15,C,2,-148.0,-151.66398286695198,3.663982866951983
ID01,ID15,D,3,87.0,54.48458423795,32.51541576205
ID01,ID15,E,4,-448.5,-197.04973770427,-251.45026229573
ID01,ID15,F,5,-499.5,-492.5069960783569,-6.993003921643094
ID01,ID15,G,6,-751.0,-738.9374443586362,-12.062555641363815
ID01,ID15,H,7,-492.0,-547.519138108659,55.519138108659035
ID01,ID16,A,0,631.0,542.2649091520868,88.73509084791317
ID01,ID16,B,1,204.0,250.95892284483375,-46.95892284483375
ID01,ID16,C,2,-83.0,-163.18396783229878,80.18396783229878
ID01,ID16,D,3,52.0,39.189014224696166,12.810985775303834
ID01,ID16,E,4,-437.0,-187.17201387784257,-249.82798612215743
ID01,ID16,F,5,-457.5,-479.22585914084243,21.72585914084243
ID01,ID16,G,6,-780.0,-744.8158894501478,-35.18411054985222
ID01,ID16,H,7,-461.0,-555.1942199188936,94.19421991889362
ID01,ID17,A,0,208.0,222.02726166041998,-14.027261660419981
ID01,ID17,B,1,84.0,160.77100178689557,-76.77100178689557
ID01,ID17,C,2,-243.0,-260.2999833953436,17.299983395343588
ID01,ID17,D,3,-332.0,-259.2468875926311,-72.75311240736892
ID01,ID17,E,4,58.0,155.2940741019179,-97.29407410191789
ID01,ID17,F,5,-22.5,80.05192936397543,-102.55192936397543
ID01,ID17,G,6,-207.0,-244.14634447580056,37.14634447580056
ID01,ID17,H,7,-199.0,-197.28217691788677,-1.7178230821132274
ID01,ID18,A,0,181.0,250.79761142853044,-69.79761142853044
ID01,ID18,B,1,-40.0,7.231057981281083,-47.23105798128108
ID01,ID18,C,2,-183.0,-279.4196088720912,96.4196088720912
ID01,ID18,D,3,-120.0,-104.0795208273098,-15.920479172690193
ID01,ID18,E,4,-97.0,171.4720529778474,-268.4720529778474
ID01,ID18,F,5,-78.5,-31.49868147727102,-47.00131852272898
ID01,ID18,G,6,-286.0,-248.21270895578482,-37.78729104421518
ID01,ID18,H,7,2.0,-77.09847430861646,79.09847430861646
ID01,ID19,A,0,439.0,399.05717626262685,39.942823737373146
ID01,ID19,B,1,-142.0,-1.5482170368895822,-140.45178296311042
ID01,ID19,C,2,-450.0,-431.51450546794035,-18.485494532059647
ID01,ID19,D,3,-128.0,-106.50947676638407,-21.49052323361593
ID01,ID19,E,4,405.0,287.6978010444086,117.3021989555914
ID01,ID19,F,5,-114.5,-47.912954054682814,-66.58704594531719
ID01,ID19,G,6,39.0,-369.2260455852761,408.2260455852761
ID01,ID19,H,7,-68.0,-67.81009812397178,-0.18990187602821607
ID01,ID20,A,0,394.0,367.5285056261423,26.471494373857695
ID01,ID20,B,1,122.0,150.39998706537995,-28.399987065379946
ID01,ID20,C,2,-369.0,-404.54119764246866,35.54119764246866
ID01,ID20,D,3,-318.0,-258.23499368673515,-59.76500631326485
ID01,ID20,E,4,-3.0,271.8108078992168,-274.8108078992168
ID01,ID20,F,5,275.5,66.7820012395905,208.7179987604095
ID01,ID20,G,6,-428.0,-356.24924672215,-71.75075327784998
ID01,ID20,H,7,46.0,-181.44060740582836,227.44060740582836
ID01,ID21,A,0,781.0,756.1501044711531,24.8498955288469
ID01,ID21,B,1,571.0,518.840676561417,52.15932343858299
ID01,ID21,C,2,161.0,134.15144460382362,26.84855539617638
ID01,ID21,D,3,531.0,284.25777513654066,246.74222486345934
ID01,ID21,E,4,-528.0,-298.0027113798046,-229.99728862019538
ID01,ID21,F,5,-591.5,-549.6157925221985,-41.88420747780151
ID01,ID21,G,6,-806.0,-760.1989066495153,-45.801093350484734
ID01,ID21,H,7,-575.0,-647.9756986355651,72.9756986355651
ID01,ID22,A,0,1100.0,742.6121492985858,357.3878507014142
ID01,ID22,B,1,469.0,513.2902904075283,-44.290290407528346
ID01,ID22,C,2,228.0,149.49787510839724,78.50212489160276
ID01,ID22,D,3,242.0,292.48983388975694,-50.48983388975694
ID01,ID22,E,4,-576.0,-316.5720888485482,-259.4279111514518
ID01,ID22,F,5,-570.5,-555.2768122200487,-15.223187779951331
ID01,ID22,G,6,-748.0,-740.506231168323,-7.493768831677016
ID01,ID22,H,7,-557.0,-640.0467667740841,83.04676677408406
ID01,ID23,A,0,767.0,751.637647119845,15.362352880154958
ID01,ID23,B,1,741.0,507.5036599777916,233.49634002220841
ID01,ID23,C,2,214.0,141.08734612357011,72.91265387642989
ID01,ID23,D,3,341.0,297.90586326221865,43.094136737781355
ID01,ID23,E,4,-520.0,-305.6031114105267,-214.3968885894733
ID01,ID23,F,5,-599.5,-563.7845005196775,-35.71549948032248
ID01,ID23,G,6,-763.0,-750.8662978673631,-12.133702132636927
ID01,ID23,H,7,-560.0,-632.6177553045329,72.61775530453292
ID01,ID24,A,0,910.0,754.8022250193958,155.1977749806042
ID01,ID24,B,1,476.0,515.7003314349106,-39.700331434910595
ID01,ID24,C,2,662.0,136.99009344832666,525.0099065516733
ID01,ID24,D,3,243.0,288.8897092754578,-45.88970927545779
ID01,ID24,E,4,-549.0,-300.78179148469553,-248.21820851530447
ID01,ID24,F,5,-574.5,-554.0022907402483,-20.497709259751673
ID01,ID24,G,6,-754.0,-756.907973538787,2.9079735387870187
ID01,ID24,H,7,-545.0,-643.2426191254087,98.24261912540874
ID02,ID03,A,0,335.0,303.3569733125139,31.6430266874861
ID02,ID03,B,1,605.0,296.53205130121205,308.46794869878795
ID02,ID03,C,2,299.0,256.85811484981923,42.14188515018077
ID02,ID03,D,3,528.0,260.6955255344851,267.3044744655149
ID02,ID03,E,4,-144.0,-77.13765682174335,-66.86234317825665
ID02,ID03,F,5,-142.0,-107.98048537393174,-34.01951462606826
ID02,ID03,G,6,-29.0,-53.89039444434229,24.89039444434229
ID02,ID03,H,7,-59.0,-66.47507015322662,7.475070153226625
ID02,ID04,A,0,590.0,550.0472213486507,39.95277865134926
ID02,ID04,B,1,-494.0,-564.5558325834684,70.55583258346837
ID02,ID04,C,2,-795.0,-831.2849460157543,36.28494601575426
ID02,ID04,D,3,118.0,193.51565835523706,-75.51565835523706
ID02,ID04,E,4,1111.0,1097.8506387426637,13.149361257336295
ID02,ID04,F,5,540.0,232.5752588470832,307.4247411529168
ID02,ID04,G,6,-64.0,-106.8144661487263,42.8144661487263
ID02,ID04,H,7,894.0,759.5440405713807,134.45595942861928
ID02,ID05,A,0,1200.0,742.7178643178834,457.28213568211663
ID02,ID05,B,1,-213.0,-201.06170017996965,-11.938299820030352
ID02,ID05,C,2,-504.0,-670.0926900007455,166.0926900007455
ID02,ID05,D,3,138.0,260.3258821790546,-122.32588217905459
ID02,ID05,E,4,779.0,789.5890211854075,-10.589021185407546
ID02,ID05,F,5,-255.0,-290.2199087217175,35.2199087217175
ID02,ID05,G,6,-683.0,-705.3757502781534,22.37575027815342
ID02,ID05,H,7,366.0,327.54924210176387,38.450757898236134
ID02,ID06,A,0,1144.5,995.3128348091511,149.18716519084887
ID02,ID06,B,1,166.0,174.14163420580735,-8.14163420580735
ID02,ID06,C,2,-6.0,-275.1400802868827,269.1400802868827
ID02,ID06,D,3,419.0,525.0119529279268,-106.01195292792681
ID02,ID06,E,4,794.0,741.0548177791266,52.94518222087345
ID02,ID06,F,5,-363.0,-424.82441505543625,61.82441505543625
ID02,ID06,G,6,-716.0,-787.8793708642017,71.87937086420175
ID02,ID06,H,7,270.0,267.3462869573327,2.6537130426672775
ID02,ID07,A,0,491.0,514.4401449000254,-23.440144900025416
ID02,ID07,B,1,163.0,227.83164907142577,-64.83164907142577
ID02,ID07,C,2,-961.0,-932.1133236932301,-28.886676306769914
ID02,ID07,D,3,-644.0,-524.1274798169427,-119.8725201830573
ID02,ID07,E,4,1256.0,1081.5950943462644,174.40490565373557
ID02,ID07,F,5,791.0,764.1176635224128,26.88233647758716
ID02,ID07,G,6,-37.0,-255.65183054086424,218.65183054086424
ID02,ID07,H,7,192.0,185.65272615444064,6.347273845559357
ID02,ID08,A,0,636.0,615.7963433978068,20.203656602193178
ID02,ID08,B,1,827.0,495.67160545915385,331.32839454084615
ID02,ID08,C,2,-561.0,-560.7542167906922,-0.2457832093077741
ID02,ID08,D,3,-450.0,-420.28780287766335,-29.712197122336647
ID02,ID08,E,4,622.0,674.7248297896872,-52.72482978968719
ID02,ID08,F,5,482.5,436.3773990197801,46.122600980219886
ID02,ID08,G,6,-629.0,-690.2251114920562,61.22511149205616
ID02,ID08,H,7,-453.0,-394.854707097164,-58.14529290283599
ID02,ID09,A,0,797.5,825.4533388270099,-27.95333882700993
ID02,ID09,B,1,760.0,705.7164006378448,54.2835993621552
ID02,ID09,C,2,-261.0,-296.2147293161081,35.214729316108105
ID02,ID09,D,3,-36.0,-164.98989550357874,128.98989550357874
ID02,ID09,E,4,564.0,646.7330019039773,-82.73300190397731
ID02,ID09,F,5,575.0,376.68430050329243,198.31569949670757
ID02,ID09,G,6,-795.0,-784.0079825994026,-10.992017400597433
ID02,ID09,H,7,-443.0,-477.23797188487015,34.23797188487015
ID02,ID10,A,0,-361.0,-367.02805811814846,6.028058118148465
ID02,ID10,B,1,744.0,691.0886879133463,52.91131208665365
ID02,ID10,C,2,217.0,97.59667265237931,119.40332734762069
ID02,ID10,D,3,-1151.0,-1042.8578756288507,-108.1421243711493
ID02,ID10,E,4,403.0,399.69907849746437,3.3009215025356298
ID02,ID10,F,5,1372.0,1181.9734938222246,190.02650617777545
ID02,ID10,G,6,551.0,529.4582743721476,21.54172562785243
ID02,ID10,H,7,-210.0,-261.5493568324441,51.54935683244412
ID02,ID11,A,0,-150.0,-208.89952892159818,58.899528921598176
ID02,ID11,B,1,780.0,783.6135717078487,-3.6135717078486778
ID02,ID11,C,2,522.0,325.3023952103181,196.69760478968192
ID02,ID11,D,3,-714.0,-652.6204444740185,-61.37955552598146
ID02,ID11,E,4,-168.0,-196.1488032992106,28.148803299210613
ID02,ID11,F,5,836.0,797.6475746159604,38.352425384039634
ID02,ID11,G,6,351.0,272.90177787749326,78.09822212250674
ID02,ID11,H,7,-725.0,-757.0848280676021,32.084828067602075
ID02,ID12,A,0,243.0,101.7730723491718,141.2269276508282
ID02,ID12,B,1,990.0,983.2903756665146,6.709624333485408
ID02,ID12,C,2,765.0,514.6229366331986,250.3770633668014
ID02,ID12,D,3,-484.0,-361.37421410980414,-122.62578589019586
ID02,ID12,E,4,-225.0,-256.6123325816668,31.612332581666806
ID02,ID12,F,5,802.0,748.9924035888725,53.00759641112745
ID02,ID12,G,6,227.0,216.88473330030456,10.11526669969544
ID02,ID12,H,7,-929.0,-886.0240566451087,-42.97594335489134
ID02,ID13,A,0,207.0,204.5549052978265,2.445094702173492
ID02,ID13,B,1,194.0,162.3426473267955,31.657352673204514
ID02,ID13,C,2,-227.0,-230.3968431250446,3.3968431250445974
ID02,ID13,D,3,-253.0,-198.03113001249926,-54.96886998750074
ID02,ID13,E,4,216.0,211.0043470820765,4.995652917923508
ID02,ID13,F,5,141.0,115.11248738219001,25.88751261780999
ID02,ID13,G,6,-216.0,-287.12495456034117,71.12495456034117
ID02,ID13,H,7,-225.0,-210.26763312390926,-14.732366876090737
ID02,ID14,A,0,256.0,199.91828959713098,56.08171040286902
ID02,ID14,B,1,110.0,151.7491969046148,-41.74919690461479
ID02,ID14,C,2,-191.0,-231.06484439414226,40.064844394142256
ID02,ID14,D,3,-321.0,-193.02803999972775,-127.97196000027225
ID02,ID14,E,4,159.0,210.29339622472025,-51.293396224720254
ID02,ID14,F,5,179.0,109.37845225292108,69.62154774707892
ID02,ID14,G,6,-289.0,-282.2618211750339,-6.7381788249660985
ID02,ID14,H,7,-182.0,-200.34314840078605,18.34314840078605
ID02,ID15,A,0,157.0,207.01019302656664,-50.01019302656664
ID02,ID15,B,1,189.0,143.9491375304865,45.050862469513504
ID02,ID15,C,2,-216.0,-237.97006339780341,21.970063397803415
ID02,ID15,D,3,-252.0,-185.80697223745528,-66.19302776254472
ID02,ID15,E,4,166.5,217.85503449279327,-51.355034492793266
ID02,ID15,F,5,172.0,100.85269272227902,71.14730727772098
ID02,ID15,G,6,-251.0,-288.8879067808134,37.88790678081341
ID02,ID15,H,7,-219.0,-191.81139797532865,-27.188602024671354
ID02,ID16,A,0,271.0,208.43902737895496,62.56097262104504
ID02,ID16,B,1,142.0,149.6123169997145,-7.612316999714494
ID02,ID16,C,2,-151.0,-249.4900483631502,98.49004836315021
ID02,ID16,D,3,-287.0,-201.10254225070912,-85.89745774929088
ID02,ID16,E,4,178.0,227.7327583192207,-49.73275831922069
ID02,ID16,F,5,214.0,114.13382965979349,99.86617034020651
ID02,ID16,G,6,-280.0,-294.766351872325,14.766351872325004
ID02,ID16,H,7,-188.0,-199.48647978556323,11.486479785563233
ID02,ID17,A,0,-152.0,-111.79862011271189,-40.20137988728811
ID02,ID17,B,1,22.0,59.42439594177631,-37.42439594177631
ID02,ID17,C,2,-311.0,-346.606063926195,35.60606392619502
ID02,ID17,D,3,-671.0,-499.53844406803637,-171.46155593196363
ID02,ID17,E,4,673.0,570.1988462989812,102.80115370101885
ID02,ID17,F,5,649.0,673.4116181646114,-24.411618164611355
ID02,ID17,G,6,293.0,205.90319310202221,87.09680689797779
ID02,ID17,H,7,74.0,158.42556321544362,-84.42556321544362
ID02,ID18,A,0,-179.0,-83.02827034460142,-95.97172965539858
ID02,ID18,B,1,-102.0,-94.11554786383817,-7.884452136161826
ID02,ID18,C,2,-251.0,-365.72568940294263,114.72568940294263
ID02,ID18,D,3,-459.0,-344.3710773027151,-114.6289226972849
ID02,ID18,E,4,518.0,586.3768251749107,-68.37682517491066
ID02,ID18,F,5,593.0,561.8610073233649,31.138992676635098
ID02,ID18,G,6,214.0,201.83682862203796,12.163171377962044
ID02,ID18,H,7,275.0,278.60926582471393,-3.6092658247139298
ID02,ID19,A,0,79.0,65.23129448949499,13.768705510505015
ID02,ID19,B,1,-204.0,-102.89482288200884,-101.10517711799116
ID02,ID19,C,2,-518.0,-517.8205859987918,-0.17941400120821527
ID02,ID19,D,3,-467.0,-346.80103324178936,-120.19896675821064
ID02,ID19,E,4,1020.0,702.6025732414719,317.3974267585281
ID02,ID19,F,5,557.0,545.4467347459531,11.553265254046892
ID02,ID19,G,6,539.0,80.82349199254668,458.1765080074533
ID02,ID19,H,7,205.0,287.8976420093586,-82.8976420093586
ID02,ID20,A,0,34.0,33.70262385301044,0.2973761469895635
ID02,ID20,B,1,60.0,49.05338122026069,10.94661877973931
ID02,ID20,C,2,-437.0,-490.8472781733201,53.84727817332009
ID02,ID20,D,3,-657.0,-498.52655016214044,-158.47344983785956
ID02,ID20,E,4,612.0,686.7155800962801,-74.71558009628006
ID02,ID20,F,5,947.0,660.1416900402264,286.8583099597736
ID02,ID20,G,6,72.0,93.80029085567276,-21.800290855672756
ID02,ID20,H,7,319.0,174.26713272750203,144.73286727249797
ID02,ID21,A,0,421.0,422.32422269802123,-1.3242226980212308
ID02,ID21,B,1,509.0,417.49407071629776,91.50592928370224
ID02,ID21,C,2,93.0,47.84536407297219,45.15463592702781
ID02,ID21,D,3,192.0,43.96621866113537,148.03378133886463
ID02,ID21,E,4,87.0,116.90206081725864,-29.902060817258644
ID02,ID21,F,5,80.0,43.74389627843743,36.25610372156257
ID02,ID21,G,6,-306.0,-310.1493690716925,4.14936907169249
ID02,ID21,H,7,-302.0,-292.2679585022347,-9.732041497765294
ID02,ID22,A,0,740.0,408.7862675254539,331.2137324745461
ID02,ID22,B,1,407.0,411.9436845624091,-4.943684562409089
ID02,ID22,C,2,160.0,63.19179457754581,96.8082054224542
ID02,ID22,D,3,-97.0,52.19827741435165,-149.19827741435165
ID02,ID22,E,4,39.0,98.33268334851505,-59.33268334851505
ID02,ID22,F,5,101.0,38.082876580587254,62.917123419412746
ID02,ID22,G,6,-248.0,-290.4566935905002,42.45669359050021
ID02,ID22,H,7,-284.0,-284.3390266407537,0.33902664075367284
ID02,ID23,A,0,407.0,417.8117653467132,-10.811765346713173
ID02,ID23,B,1,679.0,406.15705413267233,272.84294586732767
ID02,ID23,C,2,146.0,54.78126559271868,91.21873440728132
ID02,ID23,D,3,2.0,57.61430678681336,-55.61430678681336
ID02,ID23,E,4,95.0,109.30166078653656,-14.301660786536559
ID02,ID23,F,5,72.0,29.5751882809584,42.4248117190416
ID02,ID23,G,6,-263.0,-300.8167602895403,37.8167602895403
ID02,ID23,H,7,-287.0,-276.91001517120253,-10.08998482879747
ID02,ID24,A,0,550.0,420.9763432462639,129.02365675373608
ID02,ID24,B,1,414.0,414.35372558979134,-0.3537255897913383
ID02,ID24,C,2,594.0,50.68401291747523,543.3159870825248
ID02,ID24,D,3,-96.0,48.5981528000525,-144.5981528000525
ID02,ID24,E,4,66.0,114.12298071236773,-48.122980712367735
ID02,ID24,F,5,97.0,39.357398060387595,57.642601939612405
ID02,ID24,G,6,-254.0,-306.85843596096424,52.85843596096424
ID02,ID24,H,7,-272.0,-287.53487899207835,15.534878992078347
ID03,ID04,A,0,255.0,246.69024803613684,8.309751963863164
ID03,ID04,B,1,-1099.0,-861.0878838846804,-237.91211611531958
ID03,ID04,C,2,-1094.0,-1088.1430608655735,-5.856939134426511
ID03,ID04,D,3,-410.0,-67.17986717924805,-342.82013282075195
ID03,ID04,E,4,1255.0,1174.988295564407,80.01170443559295
ID03,ID04,F,5,682.0,340.55574422101495,341.44425577898505
ID03,ID04,G,6,-35.0,-52.924071704384005,17.924071704384005
ID03,ID04,H,7,953.0,826.0191107246073,126.98088927539266
ID03,ID05,A,0,865.0,439.36089100536947,425.63910899463053
ID03,ID05,B,1,-818.0,-497.5937514811817,-320.4062485188183
ID03,ID05,C,2,-803.0,-926.9508048505647,123.95080485056474
ID03,ID05,D,3,-390.0,-0.36964335543052584,-389.6303566445695
ID03,ID05,E,4,923.0,866.7266780071509,56.273321992849105
ID03,ID05,F,5,-113.0,-182.23942334778576,69.23942334778576
ID03,ID05,G,6,-654.0,-651.4853558338111,-2.514644166188873
ID03,ID05,H,7,425.0,394.0243122549905,30.97568774500951
ID03,ID06,A,0,809.5,691.9558614966372,117.54413850336277
ID03,ID06,B,1,-439.0,-122.3904170954047,-316.6095829045953
ID03,ID06,C,2,-305.0,-531.998195136702,226.99819513670195
ID03,ID06,D,3,-109.0,264.3164273934417,-373.3164273934417
ID03,ID06,E,4,938.0,818.1924746008699,119.8075253991301
ID03,ID06,F,5,-221.0,-316.8439296815045,95.8439296815045
ID03,ID06,G,6,-687.0,-733.9889764198595,46.988976419859455
ID03,ID06,H,7,329.0,333.82135711055935,-4.821357110559347
ID03,ID07,A,0,156.0,211.08317158751152,-55.083171587511515
ID03,ID07,B,1,-442.0,-68.70040222978628,-373.2995977702137
ID03,ID07,C,2,-1260.0,-1188.9714385430493,-71.02856145695068
ID03,ID07,D,3,-1172.0,-784.8230053514278,-387.1769946485722
ID03,ID07,E,4,1400.0,1158.7327511680078,241.26724883199222
ID03,ID07,F,5,933.0,872.0981488963446,60.90185110365542
ID03,ID07,G,6,-8.0,-201.76143609652195,193.76143609652195
ID03,ID07,H,7,251.0,252.12779630766727,-1.1277963076672677
ID03,ID08,A,0,301.0,312.4393700852929,-11.439370085292921
ID03,ID08,B,1,222.0,199.1395541579418,22.860445842058198
ID03,ID08,C,2,-860.0,-817.6123316405115,-42.38766835948854
ID03,ID08,D,3,-978.0,-680.9833284121485,-297.01667158785153
ID03,ID08,E,4,766.0,751.8624866114305,14.13751338856946
ID03,ID08,F,5,624.5,544.3578843937119,80.14211560628814
ID03,ID08,G,6,-600.0,-636.3347170477139,36.334717047713866
ID03,ID08,H,7,-394.0,-328.3796369439374,-65.62036305606262
ID03,ID09,A,0,462.5,522.096365514496,-59.59636551449603
ID03,ID09,B,1,155.0,409.18434933663275,-254.18434933663275
ID03,ID09,C,2,-560.0,-553.0728441659273,-6.927155834072664
ID03,ID09,D,3,-564.0,-425.68542103806385,-138.31457896193615
ID03,ID09,E,4,708.0,723.8706587257207,-15.87065872572066
ID03,ID09,F,5,717.0,484.6647858772242,232.33521412277582
ID03,ID09,G,6,-766.0,-730.1175881550603,-35.882411844939725
ID03,ID09,H,7,-384.0,-410.7629017316435,26.762901731643524
ID03,ID10,A,0,-696.0,-670.3850314306624,-25.614968569337634
ID03,ID10,B,1,139.0,394.5566366121343,-255.5566366121343
ID03,ID10,C,2,-82.0,-159.26144219743992,77.26144219743992
ID03,ID10,D,3,-1679.0,-1303.5534011633358,-375.4465988366642
ID03,ID10,E,4,547.0,476.8367353192077,70.16326468079228
ID03,ID10,F,5,1514.0,1289.9539791961563,224.0460208038437
