version,solver,solver_family,eval_set,n_positions,height,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T3+F1,external_position_filter,all8,24,low,8,182.90309406152875,311.13210341839675,201.14267206312084
v1-old,T3+F1,external_position_filter,all8,24,mid,8,100.2983769968684,149.23838537075855,101.92989298658644
v1-old,T3+F2,external_position_filter,all8,24,high,8,135.63667283232493,286.5753353370993,177.73934537004794
v1-old,T3+F2,external_position_filter,all8,24,low,8,182.90309406152875,311.13210341839675,201.14267206312084
v1-old,T3+F2,external_position_filter,all8,24,mid,8,100.2983769968684,149.23838537075855,101.92989298658644
v1-old,T3+F3,external_position_filter,all8,24,high,8,136.18751202087736,288.73029036532023,178.57099485793205
v1-old,T3+F3,external_position_filter,all8,24,low,8,184.0642235508414,311.8915123026554,201.58273112055943
v1-old,T3+F3,external_position_filter,all8,24,mid,8,100.96197842907064,149.39680556419006,102.69072997947254
v1-old,T3+F4,external_position_filter,all8,24,high,8,136.87343809058163,285.4840977898162,177.51452234816122
v1-old,T3+F4,external_position_filter,all8,24,low,8,182.69228559136903,310.98783146118274,200.63846596009355
v1-old,T3+F4,external_position_filter,all8,24,mid,8,100.02873815613182,149.1111273857834,101.67733798183055
v1-old,T3+F5,external_position_filter,all8,24,high,8,136.26499112292703,283.7546896004256,176.83276255631083
v1-old,T3+F5,external_position_filter,all8,24,low,8,183.3558768672853,310.7631117893127,200.58552315463376
v1-old,T3+F5,external_position_filter,all8,24,mid,8,99.84092296547303,148.9940787098592,100.95358614386606
v1-old,T4+F0,external_position_filter,all8,24,high,8,168.34257834100666,231.4249544983311,168.35148660080503
v1-old,T4+F0,external_position_filter,all8,24,low,8,184.90773784731658,290.120963316352,199.17150862927573
v1-old,T4+F0,external_position_filter,all8,24,mid,8,84.03694873667533,145.7257006056372,95.00661639898955
v1-old,T4+F1,external_position_filter,all8,24,high,8,173.34728210296902,232.65011119313448,170.89709842249022
v1-old,T4+F1,external_position_filter,all8,24,low,8,185.81451232028212,291.3833496552972,200.34562829770593
v1-old,T4+F1,external_position_filter,all8,24,mid,8,74.3269735020221,143.05950634401742,89.73521872945308
v1-old,T4+F2,external_position_filter,all8,24,high,8,173.34728210296902,232.65011119313448,170.89709842249022
v1-old,T4+F2,external_position_filter,all8,24,low,8,185.81451232028212,291.3833496552972,200.34562829770593
v1-old,T4+F2,external_position_filter,all8,24,mid,8,74.3269735020221,143.05950634401742,89.73521872945308
v1-old,T4+F3,external_position_filter,all8,24,high,8,172.52846811488337,232.7347352167156,170.5146727533597
v1-old,T4+F3,external_position_filter,all8,24,low,8,185.32454071795533,291.485289639159,200.7041528439685
v1-old,T4+F3,external_position_filter,all8,24,mid,8,76.13898227517987,143.69465023140228,90.81868757492612
v1-old,T4+F4,external_position_filter,all8,24,high,8,173.60028084699115,232.83307886559788,170.93663051719554
v1-old,T4+F4,external_position_filter,all8,24,low,8,185.53720112197914,290.32325584944334,199.56141378151034
v1-old,T4+F4,external_position_filter,all8,24,mid,8,74.65606806113476,143.78159880433873,89.90078289230857
v1-old,T4+F5,external_position_filter,all8,24,high,8,173.0784497140559,232.25004733701417,170.6693664728572
v1-old,T4+F5,external_position_filter,all8,24,low,8,185.5435146277029,289.8629855112481,199.66159433102152
v1-old,T4+F5,external_position_filter,all8,24,mid,8,73.67713075570136,143.95248984461688,89.31523954454028
v1-old,T5a,native_range_filter,all8,24,high,8,216.60046333816928,318.997539760311,238.37553597395575
v1-old,T5a,native_range_filter,all8,24,low,8,223.00133621411675,318.9984357104511,227.96808371478193
v1-old,T5a,native_range_filter,all8,24,mid,8,41.45199757742739,216.29243520442375,113.64578232893513
v1-old,T5b,native_range_filter,all8,24,high,8,165.20692331726514,326.54589822030977,206.40070674056395
v1-old,T5b,native_range_filter,all8,24,low,8,172.12482571051459,290.6616610772792,199.17411655579548
v1-old,T5b,native_range_filter,all8,24,mid,8,66.83522425144227,131.95239312191205,80.996657262661
v1-old,T5c,native_range_filter,all8,24,high,8,165.20692331726514,326.54589822030977,206.40070674056395
v1-old,T5c,native_range_filter,all8,24,low,8,172.12482571051459,290.6616610772792,199.17411655579548
v1-old,T5c,native_range_filter,all8,24,mid,8,66.83522425144227,131.95239312191205,80.996657262661
v1-old,T5d,native_range_filter,all8,24,high,8,216.28488966413443,318.63252154563384,238.002380500393
v1-old,T5d,native_range_filter,all8,24,low,8,222.61704269914614,318.5680838817351,227.59654105346675
v1-old,T5d,native_range_filter,all8,24,mid,8,41.22169859446659,215.94048829854978,113.4391612849836
v1-old,T5e,native_range_filter,all8,24,high,8,105.54882031032412,252.72717693146487,143.66758249144837
v1-old,T5e,native_range_filter,all8,24,low,8,185.71310856614542,352.42964572393424,215.77395232162064
v1-old,T5e,native_range_filter,all8,24,mid,8,42.053992213373434,129.49132980386722,71.75436975192802
v2,T1+F0,external_position_filter,all8,24,high,8,94.99195637465844,293.1422216732999,160.95038770958382
v2,T1+F0,external_position_filter,all8,24,low,8,146.03248321558002,234.52776535632998,153.34261553176398
v2,T1+F0,external_position_filter,all8,24,mid,8,70.59929987144542,94.61913386927817,70.70376396130357
v2,T1+F1,external_position_filter,all8,24,high,8,95.9734661437522,290.4181646935892,159.43850050269518
v2,T1+F1,external_position_filter,all8,24,low,8,146.5224972945091,234.35899830276952,154.66265729978605
v2,T1+F1,external_position_filter,all8,24,mid,8,69.25480113093953,83.12778497782473,65.98480990096508
v2,T1+F2,external_position_filter,all8,24,high,8,95.9734661437522,290.4181646935892,159.43850050269518
v2,T1+F2,external_position_filter,all8,24,low,8,146.5224972945091,234.35899830276952,154.66265729978605
v2,T1+F2,external_position_filter,all8,24,mid,8,69.25480113093953,83.12778497782473,65.98480990096508
v2,T1+F3,external_position_filter,all8,24,high,8,95.4313924043683,290.8579309503547,159.72755717369802
v2,T1+F3,external_position_filter,all8,24,low,8,145.96029486573858,234.48948637743018,154.70209413970179
v2,T1+F3,external_position_filter,all8,24,mid,8,69.41587222018728,84.64352657422411,66.71543145839648
v2,T1+F4,external_position_filter,all8,24,high,8,97.33385407251009,290.16467606290007,159.41192463957674
v2,T1+F4,external_position_filter,all8,24,low,8,146.80484138268585,232.89017051442835,153.84653878720846
v2,T1+F4,external_position_filter,all8,24,mid,8,68.96480767846514,82.74349324517341,65.85212822099675
v2,T1+F5,external_position_filter,all8,24,high,8,97.54152364805613,289.41111701795535,159.06967022706337
v2,T1+F5,external_position_filter,all8,24,low,8,146.86521510267144,231.90737143781772,153.62935871191408
v2,T1+F5,external_position_filter,all8,24,mid,8,68.59683235255503,81.29292263593705,65.18036592323163
v2,T2+F0,external_position_filter,all8,24,high,8,95.245137775155,293.1064069104599,160.89942953996814
v2,T2+F0,external_position_filter,all8,24,low,8,144.568515131878,233.106373302407,152.54570022800868
v2,T2+F0,external_position_filter,all8,24,mid,8,70.13745205647527,94.47654965538429,70.5320207352303
v2,T2+F1,external_position_filter,all8,24,high,8,96.13707496404612,290.09376542556146,159.4270162661114
v2,T2+F1,external_position_filter,all8,24,low,8,146.3337731845661,233.18876514614632,154.1796930158003
v2,T2+F1,external_position_filter,all8,24,mid,8,68.99722048995939,82.91355375727801,65.90899041081627
v2,T2+F2,external_position_filter,all8,24,high,8,96.13707496404612,290.09376542556146,159.4270162661114
v2,T2+F2,external_position_filter,all8,24,low,8,146.3337731845661,233.18876514614632,154.1796930158003
v2,T2+F2,external_position_filter,all8,24,mid,8,68.99722048995939,82.91355375727801,65.90899041081627
v2,T2+F3,external_position_filter,all8,24,high,8,94.89539601812311,290.44745453271486,159.53769953160747
v2,T2+F3,external_position_filter,all8,24,low,8,145.0444279740854,232.90807722425205,153.98529377307497
v2,T2+F3,external_position_filter,all8,24,mid,8,69.43690165046925,84.72318956508593,66.70386105384425
v2,T2+F4,external_position_filter,all8,24,high,8,97.56971729993593,290.25053008828866,159.5884301805159
v2,T2+F4,external_position_filter,all8,24,low,8,147.64873267175923,231.3633711289363,153.42317029579806
v2,T2+F4,external_position_filter,all8,24,mid,8,68.91688715492751,82.70831489761557,65.82861323972382
v2,T2+F5,external_position_filter,all8,24,high,8,97.77418959575711,289.29696196998975,159.15274604331648
v2,T2+F5,external_position_filter,all8,24,low,8,147.8313316989355,230.53838352613485,153.26009948899792
v2,T2+F5,external_position_filter,all8,24,mid,8,68.65189760976246,81.31026372704125,65.20890634564849
v2,T3+F0,external_position_filter,all8,24,high,8,57.79298767639844,146.663548800322,88.35320256232934
v2,T3+F0,external_position_filter,all8,24,low,8,111.3691955219823,239.68711626813737,143.81885167950378
v2,T3+F0,external_position_filter,all8,24,mid,8,72.79882815479812,98.5644787724534,72.96969403312579
v2,T3+F1,external_position_filter,all8,24,high,8,50.567822654708245,141.08530518903342,85.18420198228408
v2,T3+F1,external_position_filter,all8,24,low,8,112.91765234501621,237.10347075936843,143.37756597775794
v2,T3+F1,external_position_filter,all8,24,mid,8,72.0605344258376,87.74055357429356,68.30292877285176
v2,T3+F2,external_position_filter,all8,24,high,8,50.567822654708245,141.08530518903342,85.18420198228408
v2,T3+F2,external_position_filter,all8,24,low,8,112.91765234501621,237.10347075936843,143.37756597775794
v2,T3+F2,external_position_filter,all8,24,mid,8,72.0605344258376,87.74055357429356,68.30292877285176
v2,T3+F3,external_position_filter,all8,24,high,8,51.45367154557391,141.85278045522728,85.43919874686627
v2,T3+F3,external_position_filter,all8,24,low,8,113.27955537932851,237.63416639278842,143.50832927868404
v2,T3+F3,external_position_filter,all8,24,mid,8,71.98983909375684,89.22359679906987,68.91508084579615
v2,T3+F4,external_position_filter,all8,24,high,8,50.95190929186621,141.04637262784945,85.51732681010982
v2,T3+F4,external_position_filter,all8,24,low,8,112.29374816751078,237.8164524315538,143.20550824209306
v2,T3+F4,external_position_filter,all8,24,mid,8,72.08485580641187,87.21473968045399,68.0132659425649
v2,T3+F5,external_position_filter,all8,24,high,8,50.388443372062845,140.32661981247517,85.09206399510578
v2,T3+F5,external_position_filter,all8,24,low,8,112.94643619573793,238.18034915952745,143.5427947363439
v2,T3+F5,external_position_filter,all8,24,mid,8,71.48219801034007,86.19512688848981,67.34314066937576
v2,T4+F0,external_position_filter,all8,24,high,8,67.70683145911202,147.90668485488132,93.67096056712346
v2,T4+F0,external_position_filter,all8,24,low,8,125.79369873546678,217.7530266621697,138.71464254228175
v2,T4+F0,external_position_filter,all8,24,mid,8,70.52765455951439,95.12394246595315,70.71675541494552
v2,T4+F1,external_position_filter,all8,24,high,8,70.29771878581406,148.56735733889911,94.35860354481925
v2,T4+F1,external_position_filter,all8,24,low,8,126.583766931123,220.3704625182579,140.91712829333107
v2,T4+F1,external_position_filter,all8,24,mid,8,68.1807553107266,83.85628229149607,65.97121983428988
v2,T4+F2,external_position_filter,all8,24,high,8,70.29771878581406,148.56735733889911,94.35860354481925
v2,T4+F2,external_position_filter,all8,24,low,8,126.583766931123,220.3704625182579,140.91712829333107
v2,T4+F2,external_position_filter,all8,24,mid,8,68.1807553107266,83.85628229149607,65.97121983428988
v2,T4+F3,external_position_filter,all8,24,high,8,69.47274717938834,148.4074385740947,94.27056534523439
v2,T4+F3,external_position_filter,all8,24,low,8,127.05284254515215,220.68161673687393,141.28635317200602
v2,T4+F3,external_position_filter,all8,24,mid,8,68.57982017766321,85.29734755468937,66.69045068441616
v2,T4+F4,external_position_filter,all8,24,high,8,70.90347077935382,148.31570897760471,94.32056776503751
v2,T4+F4,external_position_filter,all8,24,low,8,126.70548759615866,219.36541238437056,140.28596202418828
v2,T4+F4,external_position_filter,all8,24,mid,8,67.89877829639333,83.2825019068886,65.85388326692983
v2,T4+F5,external_position_filter,all8,24,high,8,70.68074764892941,147.8122686279873,94.04364662864658
v2,T4+F5,external_position_filter,all8,24,low,8,126.69946185140356,219.0755688589256,140.4023323035194
v2,T4+F5,external_position_filter,all8,24,mid,8,67.36874626531164,81.86193767784098,65.17848215211629
v2,T5a,native_range_filter,all8,24,high,8,128.5709447453027,240.7535424789523,157.02059908471935
v2,T5a,native_range_filter,all8,24,low,8,167.8828836156203,261.5302038271724,175.1824419903354
v2,T5a,native_range_filter,all8,24,mid,8,62.80723541059244,152.55437905688095,89.14051029165216
v2,T5b,native_range_filter,all8,24,high,8,60.56457045728142,270.0028135745414,142.78755996354678
v2,T5b,native_range_filter,all8,24,low,8,102.85204586842067,222.4161947089264,140.4017369165204
v2,T5b,native_range_filter,all8,24,mid,8,64.2368601992831,74.93158868239456,59.64967507780951
v2,T5c,native_range_filter,all8,24,high,8,60.56457045728142,270.0028135745414,142.78755996354678
v2,T5c,native_range_filter,all8,24,low,8,102.85204586842067,222.4161947089264,140.4017369165204
v2,T5c,native_range_filter,all8,24,mid,8,64.2368601992831,74.93158868239456,59.64967507780951
v2,T5d,native_range_filter,all8,24,high,8,128.18210973646822,240.3651647823838,156.6826871794523
v2,T5d,native_range_filter,all8,24,low,8,167.5905553906703,261.18315920771977,174.8731475497778
v2,T5d,native_range_filter,all8,24,mid,8,62.895611693890565,152.35993875415343,89.08378474918544
v2,T5e,native_range_filter,all8,24,high,8,64.96562418563202,172.4890028089554,96.51083189985825
v2,T5e,native_range_filter,all8,24,low,8,160.25071830570323,311.20664333691593,187.72192246655683
v2,T5e,native_range_filter,all8,24,mid,8,71.25102457220396,112.11991348579113,76.88135400446342
v3-full,T1+F0,external_position_filter,all8,24,high,8,167.49293870295963,310.36793140280815,193.00867292872346
v3-full,T1+F0,external_position_filter,all8,24,low,8,160.70186660257065,281.24298030303936,184.0724986176851
v3-full,T1+F0,external_position_filter,all8,24,mid,8,72.67116318843443,103.61151441237851,76.76040573686556
v3-full,T1+F1,external_position_filter,all8,24,high,8,168.17037143884875,306.1043743750882,191.62862093250027
v3-full,T1+F1,external_position_filter,all8,24,low,8,165.4157954546342,278.8411728954909,184.40945721695155
v3-full,T1+F1,external_position_filter,all8,24,mid,8,73.65396056133156,105.53043792503195,76.1117991210491
v3-full,T1+F2,external_position_filter,all8,24,high,8,168.17037143884875,306.1043743750882,191.62862093250027
v3-full,T1+F2,external_position_filter,all8,24,low,8,165.4157954546342,278.8411728954909,184.40945721695155
v3-full,T1+F2,external_position_filter,all8,24,mid,8,73.65396056133156,105.53043792503195,76.1117991210491
v3-full,T1+F3,external_position_filter,all8,24,high,8,167.1746750532791,307.0028874175763,191.59702955215903
v3-full,T1+F3,external_position_filter,all8,24,low,8,164.10713185055147,278.34173982365803,183.98827031091804
v3-full,T1+F3,external_position_filter,all8,24,mid,8,73.57338915233584,105.003569150579,75.95627852353832
v3-full,T1+F4,external_position_filter,all8,24,high,8,168.0700770490077,305.71607806558205,191.40242220212167
v3-full,T1+F4,external_position_filter,all8,24,low,8,165.1520531615061,278.98891484630354,184.4303242352595
v3-full,T1+F4,external_position_filter,all8,24,mid,8,73.34680833739012,105.6854856123044,76.01838217362537
v3-full,T1+F5,external_position_filter,all8,24,high,8,168.3730457557906,305.2658468871879,191.29796278143235
v3-full,T1+F5,external_position_filter,all8,24,low,8,165.8977295628812,279.42597733916006,184.9622963981443
v3-full,T1+F5,external_position_filter,all8,24,mid,8,72.42995407890845,105.38894117366851,75.70160459871529
v3-full,T2+F0,external_position_filter,all8,24,high,8,167.52002902059442,309.88128008430596,192.43964388382844
v3-full,T2+F0,external_position_filter,all8,24,low,8,160.29804553091964,280.5279709051521,183.41796416726135
v3-full,T2+F0,external_position_filter,all8,24,mid,8,72.25868449294961,105.5519334593276,77.12324100035754
v3-full,T2+F1,external_position_filter,all8,24,high,8,168.569687137264,306.745239126817,191.61907977868648
v3-full,T2+F1,external_position_filter,all8,24,low,8,164.92867156025903,278.83873262787745,184.39987058234243
v3-full,T2+F1,external_position_filter,all8,24,mid,8,73.08444405911128,107.1166861185887,76.38837313363307
v3-full,T2+F2,external_position_filter,all8,24,high,8,168.569687137264,306.745239126817,191.61907977868648
v3-full,T2+F2,external_position_filter,all8,24,low,8,164.92867156025903,278.83873262787745,184.39987058234243
v3-full,T2+F2,external_position_filter,all8,24,mid,8,73.08444405911128,107.1166861185887,76.38837313363307
v3-full,T2+F3,external_position_filter,all8,24,high,8,168.0409565560018,307.30167564125105,191.54991729356001
v3-full,T2+F3,external_position_filter,all8,24,low,8,163.5444089776443,278.2935442670232,184.0207563530904
v3-full,T2+F3,external_position_filter,all8,24,mid,8,73.49896182634524,107.04178233578472,76.47316977631066
v3-full,T2+F4,external_position_filter,all8,24,high,8,168.44461277302992,306.133513039785,191.48112377312813
v3-full,T2+F4,external_position_filter,all8,24,low,8,164.77998837612904,278.63770627591265,184.37328419880745
v3-full,T2+F4,external_position_filter,all8,24,mid,8,73.23745324738988,106.614788881073,76.21400153198203
v3-full,T2+F5,external_position_filter,all8,24,high,8,168.89709539184446,305.61605440702493,191.31420658145504
v3-full,T2+F5,external_position_filter,all8,24,low,8,165.53384388716995,278.85531466299216,184.75916690442418
v3-full,T2+F5,external_position_filter,all8,24,mid,8,72.49823542354474,106.26564615955124,75.97540403455304
v3-full,T3+F0,external_position_filter,all8,24,high,8,78.34877765016886,184.8370275480968,113.75306681182086
v3-full,T3+F0,external_position_filter,all8,24,low,8,147.98103335818698,283.4199549910276,177.10784409604057
v3-full,T3+F0,external_position_filter,all8,24,mid,8,74.00195978278643,104.22593756839454,76.78484458445372
v3-full,T3+F1,external_position_filter,all8,24,high,8,79.3949019604569,165.5425698784675,106.77539142917115
v3-full,T3+F1,external_position_filter,all8,24,low,8,151.67006178068823,282.2795465303224,177.5287442381685
v3-full,T3+F1,external_position_filter,all8,24,mid,8,70.49746596606316,103.88173031275923,75.4232851136434
v3-full,T3+F2,external_position_filter,all8,24,high,8,79.3949019604569,165.5425698784675,106.77539142917115
v3-full,T3+F2,external_position_filter,all8,24,low,8,151.67006178068823,282.2795465303224,177.5287442381685
v3-full,T3+F2,external_position_filter,all8,24,mid,8,70.49746596606316,103.88173031275923,75.4232851136434
v3-full,T3+F3,external_position_filter,all8,24,high,8,78.95201986835428,167.35524739243297,107.72536889192956
v3-full,T3+F3,external_position_filter,all8,24,low,8,150.84610557744912,282.55657571036664,177.39897753786627
v3-full,T3+F3,external_position_filter,all8,24,mid,8,71.5097954802659,104.03825972403372,75.73584715871759
v3-full,T3+F4,external_position_filter,all8,24,high,8,79.69146948848898,164.80277073081285,106.68870804317694
v3-full,T3+F4,external_position_filter,all8,24,low,8,151.57787506218665,282.06771490541826,177.63311388719754
v3-full,T3+F4,external_position_filter,all8,24,mid,8,70.48507486702316,103.6079415116486,75.16844897996755
v3-full,T3+F5,external_position_filter,all8,24,high,8,80.59077972010473,164.14599592220367,107.08773212892297
v3-full,T3+F5,external_position_filter,all8,24,low,8,152.44148693142938,282.47864620903147,177.77638574251074
v3-full,T3+F5,external_position_filter,all8,24,mid,8,70.2096333903057,103.38103641076302,74.96766274833084
v3-full,T4+F0,external_position_filter,all8,24,high,8,113.71911765036967,187.71736700246115,128.44884738929605
v3-full,T4+F0,external_position_filter,all8,24,low,8,149.5060807505918,273.18685355128787,177.04463434359968
v3-full,T4+F0,external_position_filter,all8,24,mid,8,67.9227408879282,94.31336147662965,71.57070515464768
v3-full,T4+F1,external_position_filter,all8,24,high,8,117.88058964687468,185.79153237447144,128.83378038983474
v3-full,T4+F1,external_position_filter,all8,24,low,8,153.9447499660081,272.80563689997695,178.0143080438836
v3-full,T4+F1,external_position_filter,all8,24,mid,8,67.85665802729213,90.88354811987256,69.92010239174027
v3-full,T4+F2,external_position_filter,all8,24,high,8,117.88058964687468,185.79153237447144,128.83378038983474
v3-full,T4+F2,external_position_filter,all8,24,low,8,153.9447499660081,272.80563689997695,178.0143080438836
v3-full,T4+F2,external_position_filter,all8,24,mid,8,67.85665802729213,90.88354811987256,69.92010239174027
v3-full,T4+F3,external_position_filter,all8,24,high,8,116.83232847290584,186.47096693807026,128.51467953176052
v3-full,T4+F3,external_position_filter,all8,24,low,8,152.91574064136,272.48886212026724,177.61938486188652
v3-full,T4+F3,external_position_filter,all8,24,mid,8,68.09657837208826,91.22274368768682,69.93244370502455
v3-full,T4+F4,external_position_filter,all8,24,high,8,118.12926990946114,185.6152228544771,128.72431539888294
v3-full,T4+F4,external_position_filter,all8,24,low,8,153.44768572843068,272.8881933559009,177.86419823053998
v3-full,T4+F4,external_position_filter,all8,24,mid,8,67.87609601930555,90.67824417787187,69.81156178216973
v3-full,T4+F5,external_position_filter,all8,24,high,8,118.69370957532811,185.79085144386585,128.8863055023557
v3-full,T4+F5,external_position_filter,all8,24,low,8,154.08094864197176,273.19639135320045,178.09675990522157
v3-full,T4+F5,external_position_filter,all8,24,mid,8,67.06518929433898,90.45810094352208,69.39339284551272
v3-full,T5a,native_range_filter,all8,24,high,8,177.41034194680225,271.1315907724159,194.70577937916022
v3-full,T5a,native_range_filter,all8,24,low,8,207.000470792618,299.9537473877549,211.03815373886778
v3-full,T5a,native_range_filter,all8,24,mid,8,54.63115550818405,193.9699951130512,102.13359348886395
v3-full,T5b,native_range_filter,all8,24,high,8,113.13921094822015,268.7587410253655,160.5432258827497
v3-full,T5b,native_range_filter,all8,24,low,8,152.34253145198636,268.69276736269626,178.91429286492706
v3-full,T5b,native_range_filter,all8,24,mid,8,61.51667711381522,100.29604236903681,69.46049977976783
v3-full,T5c,native_range_filter,all8,24,high,8,113.13921094822015,268.7587410253655,160.5432258827497
v3-full,T5c,native_range_filter,all8,24,low,8,152.34253145198636,268.69276736269626,178.91429286492706
v3-full,T5c,native_range_filter,all8,24,mid,8,61.51667711381522,100.29604236903681,69.46049977976783
v3-full,T5d,native_range_filter,all8,24,high,8,177.0391006157649,270.6765601304022,194.28655226574492
v3-full,T5d,native_range_filter,all8,24,low,8,206.69183292358917,299.5089375351161,210.69037576737514
v3-full,T5d,native_range_filter,all8,24,mid,8,54.7078354205463,193.66539773926942,102.01687985284397
v3-full,T5e,native_range_filter,all8,24,high,8,81.52408228108196,203.5935737093096,114.87703061469239
v3-full,T5e,native_range_filter,all8,24,low,8,199.28706726230766,406.88940596254736,252.6702945843437
v3-full,T5e,native_range_filter,all8,24,mid,8,68.24786379456134,126.68274037616715,80.17121752541635
v3-lite,T1+F0,external_position_filter,all8,24,high,8,95.9421350870083,293.2482544465844,161.06333786184732
v3-lite,T1+F0,external_position_filter,all8,24,low,8,145.95665578977008,234.92181893020978,153.5176337115296
v3-lite,T1+F0,external_position_filter,all8,24,mid,8,70.46354221448695,95.32184107647404,71.09424858013696
v3-lite,T1+F1,external_position_filter,all8,24,high,8,96.90519805956373,290.4069463047555,159.69472730313225
v3-lite,T1+F1,external_position_filter,all8,24,low,8,146.47172052952268,234.67795816823778,154.7899636756271
v3-lite,T1+F1,external_position_filter,all8,24,mid,8,69.26414577680512,83.75737711782493,66.35494258804971
v3-lite,T1+F2,external_position_filter,all8,24,high,8,96.90519805956373,290.4069463047555,159.69472730313225
v3-lite,T1+F2,external_position_filter,all8,24,low,8,146.47172052952268,234.67795816823778,154.7899636756271
v3-lite,T1+F2,external_position_filter,all8,24,mid,8,69.26414577680512,83.75737711782493,66.35494258804971
v3-lite,T1+F3,external_position_filter,all8,24,high,8,95.63264165197079,290.77214772956165,159.82203815973872
v3-lite,T1+F3,external_position_filter,all8,24,low,8,146.1282749020033,235.034285239705,154.9557055337003
v3-lite,T1+F3,external_position_filter,all8,24,mid,8,69.93273215776915,85.21615594838293,67.05913569191101
v3-lite,T1+F4,external_position_filter,all8,24,high,8,97.84266516002245,290.2328070602299,159.627488843912
v3-lite,T1+F4,external_position_filter,all8,24,low,8,146.98574483064212,233.36596785136888,154.08836150487107
v3-lite,T1+F4,external_position_filter,all8,24,mid,8,69.13675383077894,83.33260289773918,66.20667044256948
