layout,tag_method,capture_id,tag,status,n_overlap,uwb_duration_s,overlap_duration_s,beta_s,layout_anchor_fit_det,layout_anchor_rms_3d_mm,residual_rms_median_mm,residual_rms_p95_mm,anchors_input_median,anchors_used_median,pct_frames_ge7_anchors_input,pct_frames_ge8_anchors_input,err3d_mean_mm,err3d_rmse_mm,err3d_p50_mm,err3d_p90_mm,err3d_p95_mm,err3d_max_mm,err_horizontal_xz_mean_mm,err_horizontal_xz_rmse_mm,err_horizontal_xz_p50_mm,err_horizontal_xz_p90_mm,err_horizontal_xz_p95_mm,err_horizontal_xz_max_mm,err_vertical_y_mean_mm,err_vertical_y_rmse_mm,err_vertical_y_p50_mm,err_vertical_y_p90_mm,err_vertical_y_p95_mm,err_vertical_y_max_mm,signed_bias_x_mm,signed_bias_y_vertical_mm,signed_bias_z_mm,signed_std_x_mm,signed_std_y_vertical_mm,signed_std_z_mm,turn_center_abs_error_3d_mm,turn_center_abs_error_horizontal_xz_mm,turn_center_abs_error_vertical_y_mm,radius_uwb_mm,radius_opti_mm,radius_error_mm,axis_angle_abs_deg,uwb_circle_thickness_rms_mm,opti_circle_thickness_rms_mm,opti_marker,time_offset_source
v1-old,T1,R06,BS2DCE,ok,1200,119.905591,119.905591,45.52379100000014,-1.0000000000000009,101.27420364979378,137.94692376860957,250.30267979941593,8.0,8.0,99.83333333333333,96.0,210.12423979726296,230.48683933255262,202.5174645095044,334.0076199487013,377.7979486255966,571.4959129314462,113.85497405408606,128.00648376985174,111.43605576321318,187.29214978860773,216.72927910874853,464.315262172192,163.63136611534233,191.67295901714618,163.4343819566272,295.07298669036874,327.90832072646504,476.04628837424923,-6.918931057265199,-19.903241641144906,15.477825873027378,72.37885516931651,190.7162677107997,104.27345245589463,90.02381047475873,80.97176264935801,39.34285330083867,576.9628081329423,426.6440400664725,150.31876806646983,14.029562418509789,132.31608206472956,0.9763412116844562,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R06,BSDC91,ok,1201,119.98044999999999,119.98044999999999,45.52379100000014,-1.0000000000000009,101.27420364979378,103.04656729705763,216.215623468,8.0,8.0,99.83347210657784,95.33721898417986,128.47245281267067,147.83557130480935,115.16078921807295,216.24331431165965,254.75401787383242,516.7173754027449,88.25736734880097,100.9600174735499,80.47421068771591,156.99245330985786,175.37543701558755,328.49786997062796,83.4856128709978,107.99273593515385,69.03829012074709,166.94527082585046,197.7316076701394,451.4698730300647,-2.8032519172552366,-7.619943626491115,5.192453429789357,51.78570713320283,107.76844519671427,86.51480196371097,66.87752855916409,57.11132399055605,34.79799560646484,642.1080326658947,553.9352277035895,88.17280496230524,4.8707529927842055,100.82448100748381,1.7471791817916555,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R07,BS2DCE,ok,1200,119.89071,119.89071,45.229804000000115,-1.0000000000000009,101.27420364979378,140.31921172321597,206.55464018599548,8.0,8.0,100.0,96.5,197.38667651628757,211.530042243437,183.46387255031823,304.97959257769463,347.0575496799602,500.881818354356,118.81244555284839,138.75309346918576,105.09890682912577,220.69015808266715,247.68297701360092,352.02585934547216,138.55743628813056,159.66382753849305,133.44070491360208,246.42064971091037,285.51424845939204,418.84669144566544,21.988239898778662,23.04806309475436,44.78148357414547,118.21563882976068,158.05740433265225,52.93959765883492,99.79374162475925,99.42158116174919,8.610462633733732,569.41148291064,426.63347228151616,142.7780106291238,10.124335136901069,102.44542166944717,1.8565928356773027,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R07,BSDC91,ok,1201,119.978898,119.978898,45.229804000000115,-1.0000000000000009,101.27420364979378,88.52931248180684,188.62915383083256,8.0,8.0,100.0,95.1706910907577,115.82544965282788,127.80218072612844,110.85104547588253,187.34887425204244,207.53622391542294,417.0612657920043,79.71204519484871,92.07433028437931,71.74354065994197,145.4991676102787,168.10024595197464,257.1908871246149,72.16867748302123,88.63247204629366,64.3971510860838,140.39208310908896,161.2264396356229,381.6836474554739,13.897959590634915,11.870968859381183,19.26840991079221,80.45818033568986,87.87049672885723,38.0306849041233,56.638338022735866,56.052349871196476,8.126217317711053,639.5857250948708,553.7100883386519,85.87563675621891,3.6414108960707274,72.68151257678453,1.2539698200058835,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R08,BS2DCE,ok,1201,119.96809400000001,119.96809400000001,44.84747700000013,-1.0000000000000009,101.27420364979378,115.77436509309392,226.53359242555914,8.0,8.0,99.91673605328893,95.33721898417986,178.88355300459773,202.00919482180834,156.67383414935523,317.00242596439443,361.49663380217316,568.6618878360946,105.06070385922192,121.18044449003675,93.28415016754002,192.53348468708705,220.90696384094892,303.0504220661548,131.8337947075732,161.62615712115544,113.27728672358535,271.79297596468064,331.12623727479604,560.6341509087221,62.847279980442124,6.206535996713583,-9.826996474769658,69.49089912827182,161.57422645538026,76.27732229096972,96.5136582301367,96.47776443285723,2.631956496931707,551.8496747659528,426.49984387377253,125.34983089218031,8.548848044550079,125.47693243452147,1.4514023310152693,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R08,BSDC91,ok,1200,119.90049,119.90049,44.84747700000013,-1.0000000000000009,101.27420364979378,88.33505576460935,163.33450818386123,8.0,8.0,99.91666666666667,91.5,116.8163215427887,131.67671519285864,105.59444139009054,195.27422190707358,228.78367030072306,412.59916154794524,76.62490292658495,87.26510087600226,70.31216725738682,132.5783308685892,159.56126205871584,241.48606005155605,78.12483597551002,98.60811068610104,63.40047789033855,163.78137610859145,192.40326120153148,372.4623585716947,31.95647457582622,27.143079045210833,-4.620235702031689,49.37171722611161,94.8383256373843,64.34710784288575,55.387304901863686,55.38220344237191,0.7517221293417151,631.5991178534852,553.6862544616728,77.91286339181238,2.780803754160462,89.44827296853788,1.2229489073843125,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R09,BS2DCE,ok,1200,119.877198,119.877198,44.96743900000014,-1.0000000000000009,101.27420364979378,147.29479623319648,255.88242637577204,8.0,8.0,99.91666666666667,96.25,233.22220032252488,258.09177317658646,204.16896021908445,400.45978219240794,479.3470207509511,611.700015266399,149.1032735460559,175.07307156916525,122.00173932120532,292.90453038351956,315.1326655812636,437.81104885521194,163.69119553971788,189.6332855612972,142.83058873592336,317.8580302569338,360.8217329971578,517.3462381365609,6.947131774623751,58.967081955418784,-47.67155520300612,156.37410849414033,180.30740011773347,62.45403568178121,101.8226701355108,101.28430344535398,10.456865166697753,593.5973193141131,426.5535566940205,167.0437626200926,9.409906549782816,141.1710470726383,1.2387000021611718,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R09,BSDC91,ok,1200,119.89223,119.89223,44.96743900000014,-1.0000000000000009,101.27420364979378,99.50112986326495,253.35895196306427,8.0,8.0,99.33333333333333,92.91666666666667,140.1557216761412,156.81514237255962,128.3544531587958,225.99720537433686,269.4005724020862,414.8023227421458,109.38990729880362,127.15582745197257,101.99020575875358,192.95929384177742,225.64585382099906,392.8062334340244,74.48311393084155,91.7735496879701,64.22207822378482,154.7389434394753,179.6706050897086,322.0248054734551,0.5084397515074762,24.11951991563398,-17.630763899329747,118.11607688984654,88.58426774421896,43.81004559369729,56.54249523940608,54.71956763287056,14.241582986801859,666.4877328895551,553.6949651923157,112.79276769723936,3.322633552999034,90.81775327403834,1.238355784561316,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R10,BS2DCE,ok,1200,119.877072,119.877072,45.34070900000013,-1.0000000000000009,101.27420364979378,126.14106949037392,228.36093913146644,8.0,8.0,100.0,95.16666666666667,187.236674113501,205.25485125123558,178.93874992613553,305.3826042181709,336.195421374582,460.6826510306253,87.50489027729299,99.42313385459293,81.62813599831662,150.00938760598834,170.48900308962862,348.48809098844015,157.72293750333455,179.56779894150992,151.49863446762487,273.1796629603343,303.07151109811247,424.05268989122527,-12.48826585188447,-22.626954646827357,27.264169383697432,60.223120055413936,178.21077756730438,73.25529292730398,80.39704362872772,63.11986130425228,49.7952581394203,574.278323310262,426.7144218108092,147.56390149945275,5.737987835109319,100.68424552704711,1.4220005603615946,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R10,BSDC91,ok,1200,119.875112,119.875112,45.34070900000013,-1.0000000000000009,101.27420364979378,99.94407584678086,211.4219059759423,8.0,8.0,99.75,93.25,106.93619541163996,124.7734699549013,89.18505150440723,207.32803825580243,243.49402127820576,336.2163013253356,64.28480704221397,76.97519715712903,54.78423069362559,125.36221357739561,156.83851971055503,302.3255275693759,76.87936820191261,98.1999889369025,61.94712276681332,167.61373221059023,202.2661610102601,323.05435564756823,-2.3652444718880683,-25.248282260984432,13.826643687302955,42.54679842686478,94.93825957441999,62.63352234027287,64.76660253363883,47.293504815771094,44.24971419106555,633.3766338542964,553.8753944619384,79.501239392358,3.0201289841913566,75.7954175680865,1.5801226868932674,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R11,BS2DCE,ok,1201,119.99531499999999,119.99531499999999,45.512481000000136,-1.0000000000000009,101.27420364979378,127.71636906055636,280.85125933759264,8.0,8.0,100.0,95.67027477102414,162.75440133174305,179.1301752512483,154.58712404448116,267.1900813837712,301.10094963388417,525.5264368471846,94.41467536826178,118.76760883599074,72.8318310072356,188.4307416380671,245.16911362190282,436.2372510383249,114.60020486505495,134.0965129185842,105.70090512856439,209.82596634988522,233.48035219951146,352.76188704648564,43.20371349984743,-6.39588167553726,33.31183592893825,92.3759742581369,133.99969507706095,51.04370287680061,83.73214563772306,81.49899180796228,19.209022551461658,553.7006976553114,426.84231772443434,126.85837993087705,4.434365229486671,82.60822105112736,2.1851635166104244,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R11,BSDC91,ok,1200,119.889927,119.889927,45.512481000000136,-1.0000000000000009,101.27420364979378,78.82487542851875,197.93043363306197,8.0,8.0,99.91666666666667,92.75,101.05431835932396,111.81312952910801,93.51760738908564,161.47666356987355,187.14732770016886,498.2451465343328,63.83675681878713,74.77468981923445,57.044145656896596,117.01854368376084,136.6447605863727,451.6832021112359,69.14155687116474,83.13195352889504,64.26868191576389,130.29060230352147,151.13352566318557,283.4232432155417,23.98504517923299,-23.411627832214837,26.103661846823325,58.29329102575687,79.80052725327786,30.660692421262997,61.741576746985764,59.51056113279377,16.44735276158292,620.2337616700376,553.6302994130274,66.60346225701016,2.827850939925176,61.20289963589233,1.6139817612913656,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R12,BS2DCE,ok,1200,119.897244,119.897244,46.934825000000124,-1.0000000000000009,101.27420364979378,120.09626189392318,198.16045309237057,8.0,8.0,100.0,94.58333333333333,160.1720588864587,176.6309288989495,152.71058370733346,260.75725126800086,292.9682424088267,692.7949805989856,94.5485753842602,108.27735217094279,85.54479273994156,169.86489427370142,191.08748256788647,305.7375214366315,113.66464805691169,139.5510661032562,98.09490701711297,233.48110422378375,262.08150094995585,656.9332759885763,54.33391969819914,-17.258393689772593,-23.395965970084863,64.69706267183295,138.5375103210047,63.60494034773874,83.08271308915911,76.36729186553455,32.7226824600275,537.4433440712259,426.60555995623395,110.8377841149919,5.806649897396919,95.96158481701849,1.1175462688946722,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R12,BSDC91,ok,1200,119.874834,119.874834,46.934825000000124,-1.0000000000000009,101.27420364979378,96.62183638701583,225.66986197454594,8.0,8.0,99.83333333333333,92.33333333333333,128.28349082640628,150.37606734455161,109.90824548367101,235.91444648453916,300.4653419723361,494.5719531522615,67.4452308720465,78.09086894199014,60.648573021420354,113.96511474012287,148.06785391994467,303.40512356901456,95.94650837381822,128.50983549089943,71.03011498883257,211.89163122626672,281.70639532301414,482.16913584520876,30.795802710106933,-1.8394676308597908,-6.006603446842931,50.17616173454565,128.5502436702843,50.993537298565606,58.309967762230535,58.2727246774011,2.0837224153359557,646.8027776477588,553.7074846405562,93.0952930072026,4.496106046951319,95.17119517959509,1.9375913913459941,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R13,BS2DCE,ok,1201,119.994639,119.994639,44.91856400000012,-1.0000000000000009,101.27420364979378,126.65805591036812,211.2285670553614,8.0,8.0,99.6669442131557,92.5895087427144,166.1800499332546,180.17085904287148,161.43506670005328,256.293353403675,287.49116858989225,524.7357198845658,96.63035238336583,115.26724827884672,81.63912924822174,188.84563495675096,228.83455583745305,313.74597295265045,120.30114483348459,138.473823961314,115.24326430412066,211.26080739988674,235.26683748716084,456.0010499850689,12.763052470260755,-4.977449850941395,-39.007348162452175,96.99433116677038,138.44198581432303,46.94505213298208,55.26229589133946,50.52928719350085,22.376605705483257,558.3933467788378,426.61967413645596,131.77367264238183,4.6567567544408055,78.16359474063205,1.2037858377150297,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R13,BSDC91,ok,1200,119.88962000000001,119.88962000000001,44.91856400000012,-1.0000000000000009,101.27420364979378,86.10492343086636,199.38240430862948,8.0,8.0,99.91666666666667,93.58333333333333,111.91472335892142,124.45143585339422,102.3847345196038,179.98339927660285,213.7027965313873,372.8187186673689,70.0746903314241,81.02217725053096,63.006220485496726,126.29395651705303,151.26776677760014,223.70950477125194,75.8165429690448,94.46463189763162,65.94588985223163,151.61895076885185,185.09185998412335,327.82143450289993,11.006720262050218,-13.999165251147948,-22.082469458322123,70.7500516968611,93.46052166244993,30.906429061176468,36.91004606568526,26.31875448778726,25.878073011385254,633.3895746927662,553.772122596342,79.61745209642424,3.306135089601077,62.001855324275475,1.8327750005908494,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R14,BS2DCE,ok,1201,119.995553,119.995553,45.59368200000013,-1.0000000000000009,101.27420364979378,123.94657521730372,242.78504855662496,8.0,8.0,99.91673605328893,95.33721898417986,151.94537853860902,166.7798896849325,144.02152891174703,245.07417890386532,271.26716629933946,497.78751071681,73.24756540574978,82.86251098070348,68.35128403774694,125.50698546265187,143.11468753476302,220.54402528882173,121.12452305190195,144.7388540692894,116.77850059682783,225.9135299976117,255.0164726965951,469.76011594489125,13.180978874321426,-58.537973821385584,-22.852005161895214,58.0046264012223,132.42825868909668,53.01743644842002,58.596915829529365,23.90714079777089,53.49810429920399,528.905506263643,426.6869781141473,102.21852814949574,0.4640978626345582,89.40286964863269,2.261913706574436,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R14,BSDC91,ok,1200,119.898017,119.898017,45.59368200000013,-1.0000000000000009,101.27420364979378,93.73025806650509,171.3114288369925,8.0,8.0,99.91666666666667,95.16666666666667,105.08259430801826,115.16209463695787,99.36883977614916,166.2638196195899,193.64557845742502,344.91938422075987,57.73989186107608,65.43340850028824,52.850445634344,100.86883303365904,116.5130027296263,198.49381934769886,77.131953683301,94.76696203427673,67.58714224377641,153.15512066991107,176.5286423617501,327.6563852481888,0.025438025098810376,-34.07778044247725,-11.322381785518187,45.27013471585818,88.46470280865063,45.906566770906835,39.142042590191345,3.3875716746154216,38.99517734645781,622.6236394889419,553.6911689203672,68.93247056857467,1.8736183077518844,66.0479386582461,2.4609424089699834,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R15,BS2DCE,ok,1200,119.88915999999999,119.88915999999999,43.647452000000136,-1.0000000000000009,101.27420364979378,107.3871151270092,264.74753284029055,8.0,8.0,99.75,95.0,151.05495252510926,162.21875152350643,145.89652983587922,226.31471532186436,251.5015607917047,511.616652979247,84.33840355870494,99.55417295514826,73.09081894283383,160.57739443054513,193.4487774162483,329.30516816428985,110.91161744872893,128.0776717193967,107.50454775584365,188.0178854111922,212.88383382114176,500.53396251909226,53.220500063390475,-47.230917745601985,10.445696942774642,71.36540109451165,119.10059275516609,43.385382650185065,59.368836741794944,51.4290567051399,29.659920810639505,520.6255385800254,426.7388268270694,93.88671175295599,1.739953042031141,79.79696578355536,1.8093720695149111,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R15,BSDC91,ok,1200,119.874347,119.874347,43.647452000000136,-1.0000000000000009,101.27420364979378,83.71873271708185,278.35994422064607,8.0,8.0,99.75,91.75,100.01676876105383,110.54710867457626,92.78326434224977,160.43199194254007,189.04189618653157,331.7518441924722,64.86807334487466,76.84443872287667,55.11463064373837,119.35300517979246,148.73959297615676,323.70645107428965,65.38313484126556,79.4707208579023,57.100246971853636,123.85960782592261,152.7259179555727,275.48732048179,34.65218313170392,-23.996570446918906,13.527050762436147,59.34128627856873,75.7927912345888,31.68115386875827,48.36924646572074,36.90118102288117,31.271182305410093,610.7511164564575,553.7239696599693,57.02714679648818,0.6767236361384869,67.209935271953,2.885945546412989,WandCantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R16,BS2DCE,ok,1201,119.995032,119.995032,44.509039000000136,-1.0000000000000009,101.27420364979378,118.67622479602193,227.685697581627,8.0,8.0,99.6669442131557,94.92089925062447,165.15821674482171,180.66611330243205,158.82130926970547,264.49076764598203,300.4105236226342,473.9820522823277,88.68689060066336,103.07380688791581,79.34418623992111,164.91756961296375,190.10258272537334,332.546114922327,123.25313135294442,148.37801329523137,114.34597509292735,231.86218013991498,274.7405207924308,423.71749122591956,53.60848645977977,-64.15014360321997,-13.977642433763693,63.626839196865355,133.8495843601331,59.26960853703972,80.99334889252431,58.39708365505271,56.122216504793755,539.335937154176,426.75466915374807,112.58126800042794,2.9731147476015494,93.97399844883091,1.694966343692828,WandBantenna,capture-level v4-io/T4 trajectory fit
v1-old,T1,R16,BSDC91,ok,1200,119.889618,119.889618,44.509039000000136,-1.0000000000000009,101.27420364979378,90.24620478195358,342.23911482164937,8.0,8.0,100.0,95.0,107.47402260957791,121.2724879572511,95.41587455457977,181.17636414619452,206.3467242640719,364.71484453911063,57.78206474705995,66.40382253915394,52.55223467064216,99.53649888483079,119.60127614811734,273.222740584562,80.46996813453754,101.47683818256343,67.66568527924073,165.49029722613676,193.43723813806326,314.69796554513647,21.847579718011215,-49.15340666455915,3.503120938392185,45.71032872246875,88.81477741929362,42.82188914955354,62.36955926556566,19.81324858779908,59.13879524795027,624.2770176909405,553.8570986645638,70.41991902637676,2.536550941086752,66.32320573864754,2.6593456389157257,WandCantenna,capture-level v4-io/T4 trajectory fit
