scenario,tag,anchor,anchor_id,n,min_cell_n,thin_cell_flag,raw_median,raw_median_mm,raw_iqr,raw_iqr_mm,scatter_rms,scatter_rms_mm,input_residual_definition,firmware_antenna_delay_setting_dtu,terminology_note
self_cal_v4io_T4,BS2DCE,C,2,20160,30,False,77.03482791211593,77.03482791211593,103.32641978493433,103.32641978493433,102.6578444453951,102.6578444453951,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BS2DCE,D,3,20200,30,False,120.68889941869031,120.68889941869031,109.25161690436698,109.25161690436698,111.07960780959145,111.07960780959145,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BS2DCE,E,4,20185,30,False,117.46037411310272,117.46037411310272,98.46345758784742,98.46345758784742,122.77030717967219,122.77030717967219,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BS2DCE,F,5,20086,30,False,145.6904063724628,145.6904063724628,103.69033383919265,103.69033383919265,155.39193879632705,155.39193879632705,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BS2DCE,G,6,20013,30,False,84.98513233000608,84.98513233000608,99.28438758746415,99.28438758746415,118.50383715530725,118.50383715530725,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BS2DCE,H,7,19983,30,False,101.54144084564359,101.54144084564359,112.66514507347597,112.66514507347597,122.71709331530606,122.71709331530606,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,A,0,20344,30,False,9.702989382666374,9.702989382666374,116.96930399068214,116.96930399068214,140.15273257254108,140.15273257254108,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,B,1,20298,30,False,45.53014551276624,45.53014551276624,107.21153786767348,107.21153786767348,113.27602825076092,113.27602825076092,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,C,2,20295,30,False,36.63820903197279,36.63820903197279,100.82363198741598,100.82363198741598,105.29160716096811,105.29160716096811,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,D,3,20326,30,False,76.91601426952684,76.91601426952684,104.05747097196758,104.05747097196758,108.57282824043507,108.57282824043507,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,E,4,20334,30,False,74.41038253452837,74.41038253452837,101.35530379581013,101.35530379581013,137.9244795192076,137.9244795192076,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,F,5,20004,30,False,89.50677997830849,89.50677997830849,97.14851839863707,97.14851839863707,120.32361812440011,120.32361812440011,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,G,6,20121,30,False,48.87683043241191,48.87683043241191,99.56283606193324,99.56283606193324,115.44698448071681,115.44698448071681,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
self_cal_v4io_T4,BSDC91,H,7,20144,30,False,62.54884049200609,62.54884049200609,112.85112621404988,112.85112621404988,118.40778272954203,118.40778272954203,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,A,0,28760,30,False,195.39212868921686,195.39212868921686,91.13063659949466,91.13063659949466,123.80306689930073,123.80306689930073,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,B,1,28781,30,False,125.06952789422621,125.06952789422621,83.86508511815236,83.86508511815236,113.72124289851244,113.72124289851244,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,C,2,28759,30,False,106.67985109838992,106.67985109838992,109.75940398073567,109.75940398073567,128.04074915845808,128.04074915845808,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,D,3,28789,30,False,175.59246571467838,175.59246571467838,83.31240602320077,83.31240602320077,108.9651910264119,108.9651910264119,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,E,4,28793,30,False,127.61978603197599,127.61978603197599,89.10287125762738,89.10287125762738,97.25175896088659,97.25175896088659,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,F,5,28538,30,False,145.4769995800807,145.4769995800807,109.96087314573475,109.96087314573475,127.23379775462753,127.23379775462753,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,G,6,27542,30,False,153.66005595578463,153.66005595578463,65.8212967365389,65.8212967365389,141.86734485843016,141.86734485843016,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSF66F,H,7,28303,30,False,104.34980467015453,104.34980467015453,74.37831405638576,74.37831405638576,85.69944508474234,85.69944508474234,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,A,0,20220,30,False,249.21875183313773,249.21875183313773,116.18420919254544,116.18420919254544,131.3417030890145,131.3417030890145,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,B,1,20170,30,False,159.77926711712598,159.77926711712598,116.84969098629432,116.84969098629432,116.05933142307421,116.05933142307421,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,C,2,20160,30,False,144.27291424141958,144.27291424141958,101.47588023637542,101.47588023637542,100.97751367973659,100.97751367973659,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,D,3,20200,30,False,200.27291613544037,200.27291613544037,109.03844365770863,109.03844365770863,111.71627657460135,111.71627657460135,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,E,4,20185,30,False,157.56250070635156,157.56250070635156,98.14559033149271,98.14559033149271,122.36267699290788,122.36267699290788,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,F,5,20086,30,False,178.86591945555472,178.86591945555472,103.43203173873928,103.43203173873928,154.4786408937305,154.4786408937305,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,G,6,20013,30,False,183.02888392899536,183.02888392899536,99.6963593960545,99.6963593960545,118.38461730844544,118.38461730844544,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BS2DCE,H,7,19983,30,False,153.2422160079218,153.2422160079218,110.53134319471405,110.53134319471405,121.93819694982847,121.93819694982847,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,A,0,20344,30,False,189.55285742348474,189.55285742348474,118.96419708070607,118.96419708070607,141.28592277780737,141.28592277780737,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,B,1,20298,30,False,113.45987685746161,113.45987685746161,107.59834988562909,107.59834988562909,113.22949938877788,113.22949938877788,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,C,2,20295,30,False,104.49948418009672,104.49948418009672,100.17489684337954,100.17489684337954,104.2443545881121,104.2443545881121,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,D,3,20326,30,False,156.9033617429542,156.9033617429542,106.44876430081757,106.44876430081757,109.69585010376137,109.69585010376137,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,E,4,20334,30,False,113.88609662436738,113.88609662436738,101.07627570394072,101.07627570394072,137.32144480688785,137.32144480688785,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,F,5,20004,30,False,120.11964661174375,120.11964661174375,93.12454510206328,93.12454510206328,118.25081545451457,118.25081545451457,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,G,6,20121,30,False,145.51429882727507,145.51429882727507,100.1188397095957,100.1188397095957,115.14842622987177,115.14842622987177,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
vicon_truth_delaycal_T4,BSDC91,H,7,20144,30,False,111.75602615566027,111.75602615566027,109.76468309468396,109.76468309468396,116.8208911134053,116.8208911134053,raw=measured-geometric; d_anchor_mm/tag_delay_mm not subtracted,16436,firmware 16436 DTU TX=RX all devices is the antenna-delay setting; solver d_anchor_mm/tag_delay_mm are layout-level residual delay corrections fitted on top of firmware-16436 data
