sample_utc,gpu_util_pct,gpu_mem_used_mb,gpu_mem_total_mb,gpu_temp_c,gpu_power_w,gpu_power_limit_w,mem_used_mb,mem_total_mb,swap_used_mb,cpu_tctl_c,phase4_proc_count,phase4_cpu_sum,phase4_rss_gib
2026-06-06T22:20:34Z,98,18269,32607,43,147.45,500.00,48170,94084,0,85.4,35,3066.4,51.4
2026-06-06T22:20:44Z,98,18333,32607,43,147.24,500.00,48363,94084,0,85.5,36,3166.2,52.9
2026-06-06T22:20:54Z,98,18269,32607,43,146.13,500.00,48473,94084,0,88.2,35,3067.7,52.4
2026-06-06T22:21:04Z,98,18333,32607,43,147.73,500.00,49633,94084,0,85.2,36,3165.2,53.9
2026-06-06T22:21:14Z,98,18333,32607,43,147.54,500.00,49582,94084,0,84.5,36,3165.7,53.9
2026-06-06T22:21:24Z,98,16187,32607,43,145.79,500.00,48084,94084,0,87.2,36,3151.5,51.9
2026-06-06T22:21:34Z,98,17617,32607,43,147.50,500.00,49414,94084,0,87.5,36,3160.5,53.4
2026-06-06T22:21:45Z,98,18333,32607,43,147.63,500.00,50137,94084,0,86.1,36,3163.1,54.2
2026-06-06T22:21:55Z,98,18269,32607,43,148.26,500.00,49174,94084,0,85.1,35,3060.1,51.6
2026-06-06T22:22:05Z,98,17617,32607,43,147.78,500.00,42607,94084,0,85.5,34,3050.2,46.3
2026-06-06T22:22:15Z,98,17617,32607,43,147.55,500.00,42537,94084,0,85.6,34,3064.0,46.3
2026-06-06T22:22:25Z,99,15471,32607,43,147.81,500.00,39640,94084,0,86.1,31,2773.5,42.4
2026-06-06T22:22:35Z,98,14756,32607,43,147.52,500.00,38719,94084,0,87.1,30,2679.1,41.1
2026-06-06T22:22:45Z,98,12610,32607,43,147.36,500.00,35806,94084,0,89.2,27,2383.4,37.1
2026-06-06T22:22:55Z,98,9746,32607,43,145.73,500.00,31789,94084,0,91.8,23,1989.3,31.6
2026-06-06T22:23:05Z,98,9030,32607,43,145.10,500.00,30883,94084,0,93.0,22,1890.6,30.4
2026-06-06T22:23:16Z,8,1157,32607,37,10.39,500.00,28562,94084,0,89.0,35,3028.8,30.3
2026-06-06T22:23:26Z,0,1157,32607,36,10.84,500.00,36805,94084,0,89.9,35,3127.3,38.0
2026-06-06T22:23:36Z,98,18329,32607,42,147.86,500.00,51486,94084,0,87.4,36,3063.8,54.2
2026-06-06T22:23:46Z,98,18328,32607,42,147.23,500.00,48766,94084,0,83.9,27,2340.2,39.5
2026-06-06T22:23:56Z,0,18328,32607,40,95.51,500.00,52128,94084,0,89.8,32,2295.9,49.9
2026-06-06T22:24:06Z,24,18303,32607,39,69.83,500.00,54096,94084,0,85.2,35,2768.9,56.4
2026-06-06T22:24:17Z,98,18303,32607,42,147.66,500.00,55057,94084,0,82.8,35,2742.8,56.9
2026-06-06T22:24:27Z,98,18303,32607,42,147.32,500.00,55384,94084,0,83.1,35,2714.5,57.1
2026-06-06T22:24:37Z,15,18303,32607,41,112.04,500.00,57279,94084,0,86.6,36,2690.7,58.0
2026-06-06T22:24:47Z,100,18303,32607,42,143.39,500.00,58604,94084,0,84.6,36,2665.8,59.0
2026-06-06T22:24:57Z,98,18303,32607,42,147.07,500.00,59170,94084,0,83.9,35,2651.4,59.5
2026-06-06T22:25:07Z,98,18303,32607,43,145.04,500.00,59778,94084,0,85.4,35,2631.9,59.8
2026-06-06T22:25:17Z,0,11086,32607,40,93.71,500.00,47980,94084,0,87.2,34,2419.9,45.4
2026-06-06T22:25:28Z,99,9719,32607,43,145.81,500.00,49480,94084,0,86.4,35,2491.1,47.9
2026-06-06T22:25:38Z,98,15370,32607,43,148.52,500.00,49219,94084,0,84.0,35,2412.3,48.5
2026-06-06T22:25:48Z,99,16872,32607,43,148.30,500.00,49206,94084,0,83.6,35,2365.8,48.6
2026-06-06T22:25:58Z,98,18303,32607,43,148.07,500.00,50578,94084,0,83.1,35,2412.1,50.4
2026-06-06T22:26:08Z,98,18303,32607,43,146.73,500.00,51779,94084,0,84.1,35,2459.1,51.5
2026-06-06T22:26:18Z,98,18303,32607,43,148.39,500.00,52120,94084,0,82.9,35,2480.1,51.9
2026-06-06T22:26:28Z,98,18303,32607,43,148.30,500.00,52286,94084,0,83.8,35,2493.6,52.1
2026-06-06T22:26:39Z,98,18303,32607,43,147.79,500.00,52823,94084,0,85.0,35,2498.1,52.5
2026-06-06T22:26:49Z,98,17509,32607,43,147.59,500.00,52387,94084,0,84.1,35,2489.4,51.9
2026-06-06T22:26:59Z,98,16872,32607,44,148.84,500.00,52039,94084,0,84.6,35,2481.9,51.0
2026-06-06T22:27:09Z,99,18295,32607,44,148.37,500.00,53443,94084,0,83.2,35,2467.5,53.0
2026-06-06T22:27:19Z,98,18303,32607,44,147.93,500.00,54127,94084,0,84.5,35,2516.6,53.4
2026-06-06T22:27:29Z,98,18303,32607,44,148.54,500.00,52817,94084,0,83.5,35,2519.8,53.1
2026-06-06T22:27:39Z,98,18303,32607,44,148.33,500.00,51176,94084,0,83.5,35,2530.0,51.5
2026-06-06T22:27:50Z,98,17587,32607,44,148.19,500.00,50097,94084,0,83.2,35,2516.2,50.3
2026-06-06T22:28:00Z,98,16872,32607,44,148.36,500.00,46315,94084,0,82.9,35,2515.5,46.5
2026-06-06T22:28:10Z,98,18238,32607,44,148.20,500.00,46937,94084,0,83.2,34,2459.2,46.2
2026-06-06T22:28:20Z,98,16910,32607,44,147.34,500.00,44797,94084,0,83.4,33,2385.0,44.3
2026-06-06T22:28:30Z,98,13302,32607,44,145.96,500.00,39625,94084,0,83.8,27,1966.2,36.1
2026-06-06T22:28:41Z,98,9726,32607,44,146.09,500.00,34766,94084,0,83.2,23,1680.9,30.8
2026-06-06T22:28:51Z,98,6864,32607,44,143.37,500.00,30744,94084,0,84.9,19,1354.8,25.4
2026-06-06T22:29:01Z,0,1132,32607,40,67.91,500.00,22444,94084,0,88.1,11,790.2,14.6
2026-06-06T22:29:11Z,0,1132,32607,38,59.60,500.00,36631,94084,0,93.8,35,2512.9,34.2
2026-06-06T22:29:21Z,44,3278,32607,38,68.74,500.00,42473,94084,0,88.4,35,2546.3,40.5
2026-06-06T22:29:31Z,98,17620,32607,42,146.19,500.00,53704,94084,0,84.2,35,2538.9,53.8
2026-06-06T22:29:42Z,98,18304,32607,42,145.98,500.00,54687,94084,0,84.9,35,2544.1,54.8
2026-06-06T22:29:52Z,56,18304,32607,39,79.50,500.00,56857,94084,0,90.9,35,2537.7,56.7
2026-06-06T22:30:02Z,100,18304,32607,42,146.56,500.00,58028,94084,0,86.8,35,2537.9,57.7
2026-06-06T22:30:12Z,98,18304,32607,42,145.29,500.00,58747,94084,0,85.6,35,2540.6,58.3
2026-06-06T22:30:22Z,98,18304,32607,42,142.60,500.00,59326,94084,0,86.8,35,2545.0,58.8
2026-06-06T22:30:32Z,93,18304,32607,40,87.24,500.00,60633,94084,0,86.5,35,2546.2,59.9
2026-06-06T22:30:42Z,98,18304,32607,42,141.57,500.00,61662,94084,0,86.8,35,2542.1,60.7
2026-06-06T22:30:53Z,98,17589,32607,42,144.35,500.00,61023,94084,0,86.9,35,2538.5,59.7
2026-06-06T22:31:03Z,100,10436,32607,43,146.08,500.00,48991,94084,0,88.8,35,2507.1,46.2
2026-06-06T22:31:13Z,99,8941,32607,43,145.31,500.00,47485,94084,0,87.8,34,2298.7,43.0
2026-06-06T22:31:23Z,99,14755,32607,43,146.60,500.00,50157,94084,0,86.0,35,2417.0,48.1
2026-06-06T22:31:33Z,98,18304,32607,43,146.53,500.00,52987,94084,0,85.2,35,2446.1,51.5
2026-06-06T22:31:43Z,98,18304,32607,43,146.94,500.00,52830,94084,0,85.0,35,2469.1,51.2
2026-06-06T22:31:53Z,98,18304,32607,43,145.58,500.00,54158,94084,0,85.9,35,2461.1,52.3
2026-06-06T22:32:04Z,98,18304,32607,43,145.75,500.00,54254,94084,0,85.4,35,2470.0,52.8
2026-06-06T22:32:14Z,98,16873,32607,43,146.93,500.00,52825,94084,0,84.8,35,2474.3,50.9
2026-06-06T22:32:24Z,98,17589,32607,43,146.72,500.00,53933,94084,0,84.2,35,2454.7,52.3
2026-06-06T22:32:34Z,98,16873,32607,43,144.31,500.00,53553,94084,0,85.4,35,2472.5,51.5
2026-06-06T22:32:44Z,98,17606,32607,43,146.23,500.00,55026,94084,0,85.5,35,2468.8,53.1
2026-06-06T22:32:54Z,98,18304,32607,43,146.77,500.00,55644,94084,0,83.9,35,2517.3,53.8
2026-06-06T22:33:05Z,98,18304,32607,43,146.13,500.00,55613,94084,0,84.1,35,2526.1,53.9
2026-06-06T22:33:15Z,99,17525,32607,43,144.52,500.00,53772,94084,0,84.9,34,2450.5,50.2
2026-06-06T22:33:25Z,98,18304,32607,43,146.04,500.00,54939,94084,0,84.2,35,2533.9,53.0
2026-06-06T22:33:35Z,98,18304,32607,43,145.74,500.00,54907,94084,0,84.0,35,2506.6,53.0
2026-06-06T22:33:45Z,98,16873,32607,43,146.48,500.00,51337,94084,0,84.1,35,2449.7,48.7
2026-06-06T22:33:55Z,98,15443,32607,43,146.15,500.00,45759,94084,0,85.4,31,2195.8,42.3
2026-06-06T22:34:05Z,98,12581,32607,43,146.26,500.00,41588,94084,0,84.5,27,1976.3,36.7
2026-06-06T22:34:16Z,98,9720,32607,43,144.27,500.00,37659,94084,0,85.9,23,1707.0,31.4
2026-06-06T22:34:26Z,98,9005,32607,43,145.46,500.00,36756,94084,0,87.5,22,1652.1,30.2
2026-06-06T22:34:36Z,98,6144,32607,43,143.68,500.00,32855,94084,0,88.6,18,1320.4,24.8
2026-06-06T22:34:46Z,0,2559,32607,38,26.55,500.00,37091,94084,0,88.9,35,2476.6,32.9
2026-06-06T22:34:56Z,0,1132,32607,36,6.02,500.00,42418,94084,0,89.5,35,2469.7,37.6
2026-06-06T22:35:06Z,99,12538,32607,42,146.36,500.00,52256,94084,0,86.0,35,2445.7,49.2
2026-06-06T22:35:17Z,98,18251,32607,42,146.25,500.00,57587,94084,0,85.1,35,2441.2,55.0
2026-06-06T22:35:27Z,98,18251,32607,42,145.51,500.00,58622,94084,0,85.4,35,2442.3,56.0
2026-06-06T22:35:37Z,28,18251,32607,39,67.73,500.00,60430,94084,0,87.2,35,2441.3,57.6
2026-06-06T22:35:47Z,98,18251,32607,42,144.62,500.00,61332,94084,0,85.5,35,2447.8,58.3
2026-06-06T22:35:57Z,98,18251,32607,42,146.10,500.00,61598,94084,0,84.0,35,2449.8,58.5
2026-06-06T22:36:07Z,82,18251,32607,42,139.48,500.00,62194,94084,0,86.4,35,2448.7,58.9
2026-06-06T22:36:18Z,100,18251,32607,39,91.56,500.00,63485,94084,0,87.2,35,2450.5,60.1
2026-06-06T22:36:28Z,98,16820,32607,42,143.60,500.00,61262,94084,0,85.0,35,2432.7,57.4
2026-06-06T22:36:38Z,98,13895,32607,42,144.14,500.00,57951,94084,0,86.4,34,2272.6,52.0
2026-06-06T22:36:48Z,100,11098,32607,42,142.59,500.00,53613,94084,0,89.4,35,2328.2,48.5
2026-06-06T22:36:58Z,99,12528,32607,42,142.80,500.00,55466,94084,0,88.4,35,2315.4,50.8
2026-06-06T22:37:08Z,98,15389,32607,42,146.24,500.00,57227,94084,0,85.5,35,2332.1,53.0
2026-06-06T22:37:18Z,98,18251,32607,42,146.26,500.00,59925,94084,0,85.6,35,2372.1,55.9
2026-06-06T22:37:29Z,98,16029,32607,42,145.69,500.00,54853,94084,0,86.1,35,2397.0,50.4
2026-06-06T22:37:39Z,98,18251,32607,43,145.41,500.00,56725,94084,0,84.6,35,2393.9,52.7
2026-06-06T22:37:49Z,98,18251,32607,43,145.87,500.00,57192,94084,0,85.2,35,2415.2,53.1
2026-06-06T22:37:59Z,98,18251,32607,43,146.22,500.00,57350,94084,0,85.1,35,2422.4,53.3
2026-06-06T22:38:09Z,98,17535,32607,43,145.42,500.00,57243,94084,0,86.0,35,2447.4,53.0
2026-06-06T22:38:20Z,98,18251,32607,43,146.07,500.00,58753,94084,0,84.0,35,2460.4,54.2
2026-06-06T22:38:30Z,98,16820,32607,43,146.53,500.00,56628,94084,0,85.4,35,2421.8,51.6
2026-06-06T22:38:40Z,98,16820,32607,43,145.76,500.00,56434,94084,0,85.4,35,2416.8,51.2
2026-06-06T22:38:50Z,98,18251,32607,43,146.95,500.00,55580,94084,0,83.9,35,2435.6,50.9
2026-06-06T22:39:00Z,98,17535,32607,43,146.30,500.00,52682,94084,0,83.8,27,2029.5,35.4
2026-06-06T22:39:10Z,98,17535,32607,43,147.44,500.00,52608,94084,0,82.5,35,2553.1,47.8
2026-06-06T22:39:21Z,98,18309,32607,43,146.24,500.00,52902,94084,0,82.6,35,2535.6,48.1
2026-06-06T22:39:31Z,98,18309,32607,43,146.62,500.00,51949,94084,0,83.5,35,2529.1,47.1
2026-06-06T22:39:41Z,98,16878,32607,43,146.42,500.00,49591,94084,0,83.9,33,2385.4,43.9
2026-06-06T22:39:51Z,98,16878,32607,43,146.57,500.00,49705,94084,0,83.1,33,2388.0,44.1
2026-06-06T22:40:02Z,98,16163,32607,43,146.59,500.00,48777,94084,0,82.9,32,2317.1,42.9
2026-06-06T22:40:12Z,98,13301,32607,44,145.75,500.00,45072,94084,0,82.0,28,2031.1,37.4
2026-06-06T22:40:22Z,98,7579,32607,43,144.01,500.00,37140,94084,0,82.8,20,1409.1,26.4
2026-06-06T22:40:32Z,0,1137,32607,38,23.10,500.00,27771,94084,0,83.0,10,687.0,13.9
2026-06-06T22:40:42Z,0,1137,32607,36,7.48,500.00,27886,94084,0,84.2,10,699.1,13.9
2026-06-06T22:40:52Z,0,1137,32607,35,6.52,500.00,27728,94084,0,83.2,10,708.9,14.0
2026-06-06T22:41:02Z,0,1132,32607,34,6.09,500.00,27751,94084,0,84.8,10,716.8,14.0
2026-06-06T22:41:12Z,0,1132,32607,34,6.12,500.00,27848,94084,0,84.9,10,723.6,14.0
2026-06-06T22:41:23Z,0,1132,32607,33,6.42,500.00,27866,94084,0,84.1,10,729.5,14.0
2026-06-06T22:41:33Z,0,1132,32607,33,6.05,500.00,27966,94084,0,83.9,10,734.3,14.0
2026-06-06T22:41:43Z,0,1132,32607,32,6.25,500.00,27893,94084,0,83.2,10,738.5,14.0
2026-06-06T22:41:53Z,0,1132,32607,32,6.84,500.00,27874,94084,0,82.4,10,742.2,14.1
2026-06-06T22:42:03Z,0,1132,32607,31,5.78,500.00,27816,94084,0,82.1,10,745.7,14.1
2026-06-06T22:42:13Z,0,1132,32607,31,6.51,500.00,27831,94084,0,82.0,10,748.6,14.1
2026-06-06T22:42:23Z,0,1132,32607,31,6.70,500.00,28157,94084,0,90.8,10,795.9,14.7
2026-06-06T22:42:33Z,0,1132,32607,31,6.20,500.00,30536,94084,0,87.1,10,799.9,14.9
2026-06-06T22:42:44Z,0,1132,32607,30,7.50,500.00,30589,94084,0,89.4,10,797.3,14.9
2026-06-06T22:42:54Z,0,1132,32607,30,7.28,500.00,29058,94084,0,89.2,10,798.8,14.9
2026-06-06T22:43:04Z,0,1132,32607,30,7.15,500.00,28556,94084,0,86.8,10,799.4,15.0
2026-06-06T22:43:14Z,0,1132,32607,30,6.76,500.00,28512,94084,0,87.9,10,799.3,15.0
2026-06-06T22:43:24Z,0,1132,32607,29,7.16,500.00,28445,94084,0,87.9,10,799.9,14.9
2026-06-06T22:43:34Z,0,1133,32607,29,6.86,500.00,28532,94084,0,85.4,10,800.2,14.9
2026-06-06T22:43:45Z,0,1133,32607,29,6.99,500.00,28880,94084,0,85.6,10,800.1,14.9
2026-06-06T22:43:55Z,0,1133,32607,29,7.81,500.00,28658,94084,0,86.4,10,800.3,14.9
2026-06-06T22:44:05Z,0,1133,32607,29,6.65,500.00,28660,94084,0,85.5,10,800.3,15.0
2026-06-06T22:44:15Z,0,1133,32607,29,7.14,500.00,28489,94084,0,86.0,10,800.3,15.0
2026-06-06T22:44:25Z,0,1133,32607,29,6.97,500.00,28553,94084,0,86.4,10,800.0,15.0
2026-06-06T22:44:35Z,0,1133,32607,29,6.62,500.00,28582,94084,0,87.4,10,800.1,15.0
2026-06-06T22:44:45Z,0,1133,32607,28,7.47,500.00,28622,94084,0,85.9,10,800.5,15.0
2026-06-06T22:44:55Z,0,1133,32607,28,6.32,500.00,28753,94084,0,84.4,10,800.5,15.0
2026-06-06T22:45:05Z,0,1133,32607,28,6.10,500.00,28712,94084,0,84.8,10,800.5,15.0
2026-06-06T22:45:16Z,0,1133,32607,28,6.95,500.00,28667,94084,0,85.4,10,800.4,15.0
2026-06-06T22:45:26Z,0,1133,32607,28,7.46,500.00,28791,94084,0,88.0,10,800.4,15.0
2026-06-06T22:45:36Z,0,1133,32607,28,8.06,500.00,28669,94084,0,87.6,10,800.4,15.0
2026-06-06T22:45:46Z,0,1133,32607,28,7.71,500.00,28444,94084,0,86.2,10,800.4,15.0
2026-06-06T22:45:56Z,0,1133,32607,28,7.24,500.00,28201,94084,0,85.9,10,800.3,15.0
2026-06-06T22:46:06Z,0,1133,32607,28,6.32,500.00,28237,94084,0,85.0,10,800.3,15.0
2026-06-06T22:46:16Z,0,1133,32607,28,6.87,500.00,28215,94084,0,84.4,10,800.3,15.0
2026-06-06T22:46:26Z,0,1133,32607,28,7.36,500.00,28198,94084,0,84.9,10,800.2,15.0
2026-06-06T22:46:36Z,0,1133,32607,28,7.13,500.00,28308,94084,0,85.5,10,800.2,15.0
2026-06-06T22:46:47Z,0,1133,32607,28,7.95,500.00,28255,94084,0,84.6,10,800.2,15.0
2026-06-06T22:46:57Z,0,1133,32607,28,6.95,500.00,28240,94084,0,86.5,10,800.2,15.0
2026-06-06T22:47:07Z,0,1132,32607,28,6.55,500.00,28236,94084,0,87.8,10,800.1,15.0
2026-06-06T22:47:17Z,0,1132,32607,28,7.36,500.00,28229,94084,0,85.4,10,800.3,15.0
2026-06-06T22:47:27Z,0,1132,32607,28,7.47,500.00,28272,94084,0,84.9,10,800.3,15.0
2026-06-06T22:47:37Z,0,1132,32607,28,8.06,500.00,28298,94084,0,85.2,10,800.1,15.0
2026-06-06T22:47:47Z,0,1132,32607,28,7.21,500.00,26812,94084,0,91.6,2,1.4,1.8
2026-06-06T22:47:57Z,0,1132,32607,28,7.25,500.00,27845,94084,0,84.4,10,825.4,13.9
2026-06-06T22:48:07Z,0,1132,32607,28,7.20,500.00,27795,94084,0,80.6,10,814.0,13.9
2026-06-06T22:48:17Z,0,1132,32607,28,6.95,500.00,27516,94084,0,80.4,10,809.4,14.0
2026-06-06T22:48:28Z,0,1132,32607,28,7.60,500.00,27502,94084,0,80.6,10,807.4,14.0
2026-06-06T22:48:38Z,0,1132,32607,28,7.40,500.00,27528,94084,0,80.9,10,805.8,14.0
2026-06-06T22:48:48Z,0,1132,32607,28,6.69,500.00,27561,94084,0,80.8,10,804.7,14.0
2026-06-06T22:48:58Z,0,1132,32607,28,7.19,500.00,27602,94084,0,80.8,10,804.2,14.0
2026-06-06T22:49:08Z,0,1132,32607,28,7.31,500.00,27606,94084,0,81.2,10,803.4,14.1
2026-06-06T22:49:18Z,0,1132,32607,28,7.76,500.00,27660,94084,0,80.8,10,803.2,14.1
2026-06-06T22:49:28Z,0,1132,32607,27,7.08,500.00,27696,94084,0,81.1,10,802.8,14.1
2026-06-06T22:49:38Z,0,1132,32607,28,6.76,500.00,27719,94084,0,80.6,10,802.6,14.1
2026-06-06T22:49:48Z,0,1132,32607,27,7.03,500.00,27708,94084,0,81.1,10,802.4,14.1
2026-06-06T22:49:58Z,0,1132,32607,27,7.10,500.00,27747,94084,0,81.2,10,802.0,14.2
2026-06-06T22:50:09Z,0,1132,32607,27,7.33,500.00,27738,94084,0,81.2,10,801.9,14.2
2026-06-06T22:50:19Z,0,1132,32607,27,7.44,500.00,27774,94084,0,80.6,10,801.7,14.2
2026-06-06T22:50:29Z,0,1132,32607,27,7.50,500.00,27789,94084,0,88.9,10,790.6,14.5
2026-06-06T22:50:39Z,0,1132,32607,27,6.89,500.00,28262,94084,0,87.2,10,798.0,14.9
2026-06-06T22:50:49Z,0,1132,32607,27,7.49,500.00,28336,94084,0,87.6,10,799.1,14.9
2026-06-06T22:50:59Z,0,1132,32607,27,7.56,500.00,28336,94084,0,87.6,10,800.1,14.9
2026-06-06T22:51:09Z,0,1132,32607,27,7.31,500.00,28348,94084,0,89.9,10,800.5,14.9
2026-06-06T22:51:19Z,0,1132,32607,27,8.10,500.00,28352,94084,0,89.8,10,800.4,15.0
2026-06-06T22:51:29Z,0,1132,32607,27,6.76,500.00,28355,94084,0,88.8,10,800.7,15.0
2026-06-06T22:51:40Z,0,1132,32607,27,6.84,500.00,28349,94084,0,90.2,10,800.6,15.0
2026-06-06T22:51:50Z,0,1132,32607,27,7.06,500.00,28324,94084,0,89.0,10,800.6,15.0
2026-06-06T22:52:00Z,0,1078,32607,27,7.88,500.00,28353,94084,0,87.9,10,800.6,15.0
2026-06-06T22:52:10Z,0,1078,32607,30,58.19,500.00,42754,94084,0,91.5,36,2632.5,34.7
2026-06-06T22:52:20Z,3,2433,32607,29,32.98,500.00,47177,94084,0,85.4,36,2628.9,39.9
2026-06-06T22:52:30Z,98,18250,32607,35,142.91,500.00,59275,94084,0,82.1,36,2607.2,54.2
2026-06-06T22:52:40Z,98,18250,32607,36,142.64,500.00,59622,94084,0,83.2,36,2614.9,54.6
2026-06-06T22:52:50Z,28,18250,32607,33,80.10,500.00,62182,94084,0,87.9,36,2617.6,56.8
2026-06-06T22:53:01Z,99,18250,32607,36,142.89,500.00,63176,94084,0,84.5,36,2613.6,57.7
2026-06-06T22:53:11Z,98,18250,32607,37,144.06,500.00,63680,94084,0,82.2,36,2604.3,58.1
2026-06-06T22:53:21Z,98,18250,32607,38,139.53,500.00,64236,94084,0,84.0,36,2600.6,58.4
