layout,tag_method,kind,keep_k,keep_set,dropped_set,dropped_lower_count,dropped_upper_count,drop_category,drops_G,drops_H,drops_FGH_count,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm
v1-old,T1,static,6,ACDEFH,BG,1,1,balanced,1,0,1,24,28818,29.437959671020508,38.192142486572266,41.365787506103516,63.31122398376465,113.94958152770994,83.10459518432617,123.30392074584961
v1-old,T1,static,6,ACDEGH,BF,1,1,balanced,0,0,1,24,28818,28.08299160003662,29.01969051361084,39.87479591369629,58.87189483642578,88.09626731872558,69.6937026977539,132.52074432373047
v1-old,T1,static,6,ACDFGH,BE,1,1,balanced,0,0,0,24,28818,31.829520225524902,42.89275360107422,54.08234977722168,78.30469512939453,127.07789840698237,86.57465362548828,175.17201766967773
v1-old,T1,static,6,ACEFGH,BD,2,0,lower_heavy,0,0,0,24,28818,43.13234329223633,53.688899993896484,52.52000045776367,85.74103164672852,181.87760620117174,67.95823669433594,165.3910140991211
v1-old,T1,static,6,ADEFGH,BC,2,0,lower_heavy,0,0,0,24,28818,39.031503677368164,44.94197463989258,69.80046844482422,92.50688552856445,140.54901351928712,89.20129585266113,181.41891479492188
v1-old,T1,static,6,BCDEFG,AH,1,1,balanced,0,1,1,24,28818,34.8277530670166,42.479331970214844,60.88847732543945,84.02540588378906,145.79056243896483,99.0308723449707,166.60811614990234
v1-old,T1,static,6,BCDEFH,AG,1,1,balanced,1,0,1,24,28818,26.641907691955566,30.289447784423828,52.137367248535156,68.1768684387207,116.10783309936524,87.41674041748047,125.73247146606445
v1-old,T1,static,6,BCDEGH,AF,1,1,balanced,0,0,1,24,28818,24.78546142578125,27.875832557678223,42.47651672363281,57.72151565551758,92.44063186645508,78.41556930541992,119.92087249755859
v1-old,T1,static,6,BCDFGH,AE,1,1,balanced,0,0,0,24,28818,41.993356704711914,62.276485443115234,56.31809616088867,104.17167663574219,154.01101303100583,83.6432113647461,156.79058837890625
v1-old,T1,static,6,BCEFGH,AD,2,0,lower_heavy,0,0,0,24,28818,40.15069770812988,42.41650199890137,74.30816268920898,92.32791900634766,131.77347869873043,74.12431335449219,159.25718002319337
v1-old,T1,static,6,BDEFGH,AC,2,0,lower_heavy,0,0,0,24,28818,44.37608337402344,54.819976806640625,54.00849533081055,85.02999496459961,190.0129653930664,89.65948867797852,164.15419006347656
v1-old,T1,static,6,CDEFGH,AB,2,0,lower_heavy,0,0,0,24,28818,34.31991767883301,48.6967658996582,75.00248336791992,100.16631317138672,127.70877494812012,89.41224670410156,170.42739868164062
v1-old,T1,static,5,ABCDE,FGH,0,3,upper_heavy,1,1,3,24,28818,21.374634742736816,26.164085388183594,31.932931900024414,50.60135269165039,75.25415611267087,80.81571578979492,106.6096305847168
v1-old,T1,static,5,ABCDF,EGH,0,3,upper_heavy,1,1,2,24,28809,24.63517951965332,31.10576629638672,48.65921401977539,77.75689697265625,132.3760845184326,84.05622291564941,118.36805171966552
v1-old,T1,static,5,ABCDG,EFH,0,3,upper_heavy,0,1,2,24,28810,26.277470588684082,31.196794509887695,37.208133697509766,78.4760856628418,219.90018081665022,69.91560173034668,132.08378715515136
v1-old,T1,static,5,ABCDH,EFG,0,3,upper_heavy,1,0,2,24,28815,23.616605758666992,28.651506423950195,38.380767822265625,67.54191589355469,837.1495468139631,59.66551399230957,84.95431900024414
v1-old,T1,static,5,ABCEF,DGH,1,2,upper_heavy,1,1,2,24,28811,42.78987693786621,37.87880897521973,53.69471549987793,88.46090698242188,134.25315933227535,58.4409236907959,96.50798034667969
v1-old,T1,static,5,ABCEG,DFH,1,2,upper_heavy,0,1,2,24,28810,29.943565368652344,34.08380889892578,44.864051818847656,65.96812629699707,127.95284767150878,37.20019721984863,92.25065994262695
v1-old,T1,static,5,ABCEH,DFG,1,2,upper_heavy,1,0,2,24,28815,24.3677396774292,29.265743255615234,38.76698112487793,56.45918273925781,114.42422218322751,67.65303230285645,95.38034057617183
v1-old,T1,static,5,ABCFG,DEH,1,2,upper_heavy,0,1,1,24,28803,36.63911056518555,45.78372764587402,58.88105392456055,95.85652923583984,135.42999191284179,56.085105895996094,154.30792999267578
v1-old,T1,static,5,ABCFH,DEG,1,2,upper_heavy,1,0,1,24,28808,34.932111740112305,43.995155334472656,67.57342529296875,86.18930435180664,121.79047889709472,60.21159362792969,97.31966400146484
v1-old,T1,static,5,ABCGH,DEF,1,2,upper_heavy,0,0,1,24,28805,31.092683792114258,33.90022087097168,50.987098693847656,71.00807189941406,133.01221771240233,47.41481399536133,118.17671394348145
v1-old,T1,static,5,ABDEF,CGH,1,2,upper_heavy,1,1,2,24,28812,28.35672664642334,32.39075469970703,58.99749565124512,76.94253921508789,133.27007064819333,94.97010040283203,132.4082260131836
v1-old,T1,static,5,ABDEG,CFH,1,2,upper_heavy,0,1,2,24,28814,29.05488872528076,38.7807674407959,38.414567947387695,68.03316116333008,109.06789054870603,71.70566940307617,118.04860229492188
v1-old,T1,static,5,ABDEH,CFG,1,2,upper_heavy,1,0,2,24,28817,24.16543197631836,30.1086483001709,35.71151161193848,54.10890197753906,99.39855308532711,71.9023323059082,100.42353839874266
v1-old,T1,static,5,ABDFG,CEH,1,2,upper_heavy,0,1,1,24,28808,51.776010513305664,77.0522689819336,71.65019989013672,108.25831985473633,193.14560012817378,80.14466857910156,156.97126312255858
v1-old,T1,static,5,ABDFH,CEG,1,2,upper_heavy,1,0,1,24,28811,29.255538940429688,37.32070541381836,56.65472221374512,79.07345581054688,137.01234893798824,62.116371154785156,112.04096946716308
v1-old,T1,static,5,ABDGH,CEF,1,2,upper_heavy,0,0,1,24,28811,42.51478385925293,52.50092697143555,41.2210693359375,101.65177154541016,163.7346351623535,54.91440010070801,110.49716358184813
v1-old,T1,static,5,ABEFG,CDH,2,1,lower_heavy,0,1,1,24,28810,31.979782104492188,64.74040031433105,77.57458114624023,111.58148574829102,173.0111198425293,52.29039764404297,145.76173400878906
v1-old,T1,static,5,ABEFH,CDG,2,1,lower_heavy,1,0,1,24,28813,34.091983795166016,46.484994888305664,75.84529495239258,100.52630615234375,147.02582321166992,64.18486022949219,106.2361831665039
v1-old,T1,static,5,ABEGH,CDF,2,1,lower_heavy,0,0,1,24,28811,35.490943908691406,44.72512626647949,67.72628402709961,97.65377807617188,147.43740844726562,65.5316162109375,113.69165363311768
v1-old,T1,static,5,ABFGH,CDE,2,1,lower_heavy,0,0,0,24,28807,42.85891151428223,86.65804290771484,96.68235397338867,146.30736541748047,227.98690109252928,55.635305404663086,145.81863098144527
v1-old,T1,static,5,ACDEF,BGH,1,2,upper_heavy,1,1,2,24,28811,36.14101982116699,44.06473159790039,50.83444404602051,88.68917083740234,151.5782497406005,83.5283203125,128.47578811645508
v1-old,T1,static,5,ACDEG,BFH,1,2,upper_heavy,0,1,2,24,28809,26.858986854553223,36.29227066040039,50.772098541259766,68.64505004882812,120.25901298522945,40.565195083618164,92.32977199554443
v1-old,T1,static,5,ACDEH,BFG,1,2,upper_heavy,1,0,2,24,28815,24.44178867340088,29.915324211120605,37.982505798339844,56.039886474609375,94.61922569274901,64.67768669128418,94.95766067504883
v1-old,T1,static,5,ACDFG,BEH,1,2,upper_heavy,0,1,1,24,28802,43.313249588012695,60.40566825866699,72.4850845336914,93.39121627807617,653.1708755493154,88.14851760864258,158.70209503173828
v1-old,T1,static,5,ACDFH,BEG,1,2,upper_heavy,1,0,1,24,28808,32.57594680786133,42.71853828430176,46.66198921203613,77.39370727539062,115.09502639770507,74.54597091674805,120.05814285278319
v1-old,T1,static,5,ACDGH,BEF,1,2,upper_heavy,0,0,1,24,28804,30.282588958740234,33.16203308105469,56.60043716430664,78.16679000854492,135.51832923889154,54.224613189697266,136.34311809539793
v1-old,T1,static,5,ACEFG,BDH,2,1,lower_heavy,0,1,1,24,28804,64.81372451782227,81.77577209472656,49.75466728210449,122.50617218017578,177.4078086853027,38.15023422241211,111.78067016601562
v1-old,T1,static,5,ACEFH,BDG,2,1,lower_heavy,1,0,1,24,28810,47.961238861083984,52.12300109863281,54.86913871765137,92.34627151489258,150.2240028381347,64.80715560913086,102.81433410644532
v1-old,T1,static,5,ACEGH,BDF,2,1,lower_heavy,0,0,1,24,28804,45.62428665161133,48.240243911743164,40.71426582336426,81.88125991821289,177.01943130493163,33.95250844955444,88.21806716918945
v1-old,T1,static,5,ACFGH,BDE,2,1,lower_heavy,0,0,0,24,28799,43.440114974975586,65.30437088012695,67.42145919799805,105.20620346069336,181.32401733398436,50.49156379699707,165.13852653503415
v1-old,T1,static,5,ADEFG,BCH,2,1,lower_heavy,0,1,1,24,28809,50.46681594848633,56.182655334472656,82.54595565795898,118.45623016357422,201.50606002807615,89.08833312988281,158.24476623535156
v1-old,T1,static,5,ADEFH,BCG,2,1,lower_heavy,1,0,1,24,28813,41.23368453979492,38.86464500427246,62.668670654296875,101.41878890991211,136.65365600585938,86.75053405761719,132.2456512451172
v1-old,T1,static,5,ADEGH,BCF,2,1,lower_heavy,0,0,1,24,28810,48.32590866088867,35.36063194274902,66.76524543762207,94.9800910949707,152.0025909423828,71.1382942199707,120.90816802978514
v1-old,T1,static,5,ADFGH,BCE,2,1,lower_heavy,0,0,0,24,28806,55.85513687133789,71.08724594116211,83.77910614013672,130.5768814086914,216.39644012451168,79.44430541992188,165.73876190185547
v1-old,T1,static,5,AEFGH,BCD,3,0,lower_heavy,0,0,0,24,28808,45.67016792297363,64.10627746582031,70.14459228515625,118.12043380737305,312.40657577514617,62.11085033416748,161.7488250732422
v1-old,T1,static,5,BCDEF,AGH,1,2,upper_heavy,1,1,2,24,28811,32.53727912902832,30.77589988708496,57.37479209899902,75.2978286743164,133.5420345306396,84.32467651367188,130.43136596679688
v1-old,T1,static,5,BCDEG,AFH,1,2,upper_heavy,0,1,2,24,28811,27.497918128967285,31.121716499328613,40.26814651489258,55.643136978149414,108.8898223876953,71.59312057495117,122.57611865997313
v1-old,T1,static,5,BCDEH,AFG,1,2,upper_heavy,1,0,2,24,28816,23.00188446044922,27.098048210144043,36.59316825866699,52.241464614868164,97.56631927490231,66.95243072509766,96.83485832214355
v1-old,T1,static,5,BCDFG,AEH,1,2,upper_heavy,0,1,1,24,28804,54.561838150024414,72.65642929077148,74.69271469116211,121.65099334716797,178.23223114013672,84.67008590698242,155.08162689208984
v1-old,T1,static,5,BCDFH,AEG,1,2,upper_heavy,1,0,1,24,28809,34.417747497558594,37.12495231628418,54.84329605102539,82.16417694091797,151.3394714355468,59.63230895996094,102.65129470825195
v1-old,T1,static,5,BCDGH,AEF,1,2,upper_heavy,0,0,1,24,28807,51.34196090698242,56.24195671081543,53.43892478942871,97.13886260986328,152.16528396606444,66.69202613830566,129.6439338684082
v1-old,T1,static,5,BCEFG,ADH,2,1,lower_heavy,0,1,1,24,28806,42.04134750366211,49.18827247619629,77.6026725769043,104.6184196472168,160.32575378417968,50.898977279663086,129.43131561279296
v1-old,T1,static,5,BCEFH,ADG,2,1,lower_heavy,1,0,1,24,28811,46.24279594421387,33.53456687927246,75.98132705688477,101.31928253173828,173.4413246154785,67.34037017822266,103.08091735839844
v1-old,T1,static,5,BCEGH,ADF,2,1,lower_heavy,0,0,1,24,28807,47.86324691772461,33.291168212890625,64.28679847717285,86.8343734741211,193.46532592773434,62.01081085205078,104.64702854156491
v1-old,T1,static,5,BCFGH,ADE,2,1,lower_heavy,0,0,0,24,28802,47.04380798339844,61.323158264160156,82.79912567138672,117.81522750854492,181.27224349975583,62.969865798950195,139.95914154052736
v1-old,T1,static,5,BDEFG,ACH,2,1,lower_heavy,0,1,1,24,28811,45.09079551696777,65.89544677734375,63.2753849029541,102.23827362060547,159.01145858764647,74.4719009399414,164.55796089172358
v1-old,T1,static,5,BDEFH,ACG,2,1,lower_heavy,1,0,1,24,28814,35.944223403930664,37.47961235046387,51.5565299987793,75.38261032104492,165.47456893920892,60.45833969116211,112.94722366333008
v1-old,T1,static,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,24,28813,50.67606735229492,52.8524284362793,48.40103530883789,86.84444046020508,154.50181655883785,59.66884231567383,106.78230667114258
v1-old,T1,static,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,24,28809,80.6762580871582,106.35471725463867,61.92909812927246,145.4189224243164,191.62227478027344,62.11780834197998,115.28649101257324
v1-old,T1,static,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,24,28811,44.154258728027344,59.50274085998535,80.52449798583984,114.9261245727539,249.9545104980468,59.33047676086426,138.07195281982422
v1-old,T1,static,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,24,28805,42.39716720581055,62.47064208984375,83.82177352905273,117.24720764160156,248.83314743041987,88.13524436950684,149.8580307006836
v1-old,T1,static,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,24,28811,38.31380081176758,48.146419525146484,86.184814453125,114.3138313293457,210.43747253417956,87.24254608154297,138.03946151733396
v1-old,T1,static,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,24,28806,34.131765365600586,42.534719467163086,70.34006881713867,91.20919799804688,135.4034126281738,66.95958042144775,120.14171600341797
v1-old,T1,static,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,24,28801,46.42793083190918,70.84095001220703,78.2074089050293,122.78469848632812,206.78831710815425,87.04475593566895,152.9290313720703
v1-old,T1,static,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,24,28803,49.31380653381348,58.35404968261719,70.56302642822266,105.05598449707031,175.02502136230467,61.74549961090088,135.92152404785156
v1-old,T1,static,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,24,28810,45.592180252075195,69.73600006103516,91.78009033203125,133.1852035522461,264.3193222045898,90.59603691101074,160.15725708007812
v1-old,T1,static,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,24,28635,19.51872444152832,23.920461654663086,27.52556610107422,45.79916954040527,179.1794677734375,45.80778694152832,72.32195320129394
v1-old,T1,static,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,24,28639,23.219576835632324,29.43751621246338,32.82930564880371,52.73356819152832,65.8333927154541,19.465497493743896,41.197141838073726
v1-old,T1,static,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,24,28391,44.82583999633789,49.12176704406738,57.62754821777344,99.43988418579102,154.62454986572263,28.752828121185303,73.95747528076174
v1-old,T1,static,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,24,27395,26.94997501373291,37.67430114746094,40.16634941101074,78.23814010620117,147.08066177368164,21.81692886352539,64.15608749389645
v1-old,T1,static,4,ABCH,DEFG,1,3,upper_heavy,1,0,2,24,28152,21.879260063171387,27.589116096496582,33.92409896850586,55.779083251953125,93.80118255615231,25.915095329284668,54.81626224517821
v1-old,T1,static,4,ABDE,CFGH,1,3,upper_heavy,1,1,3,24,28669,21.877346992492676,27.123186111450195,28.65108013153076,47.726524353027344,83.5861534118652,69.23063278198242,95.82374744415281
v1-old,T1,static,4,ABDF,CEGH,1,3,upper_heavy,1,1,2,24,28420,31.6472806930542,31.21067523956299,65.99929809570312,78.5399055480957,147.97789764404297,47.46638202667236,86.48365764617917
v1-old,T1,static,4,ABDG,CEFH,1,3,upper_heavy,0,1,2,24,27421,40.79983139038086,52.3727970123291,37.0790958404541,93.3071060180664,298.89207916259744,47.76866436004639,88.538317489624
v1-old,T1,static,4,ABDH,CEFG,1,3,upper_heavy,1,0,2,24,28180,24.727083206176758,31.23487663269043,34.97358703613281,58.61232376098633,132.0974822998046,18.931477069854736,46.90569591522217
v1-old,T1,static,4,ABEF,CDGH,2,2,balanced,1,1,2,24,28422,31.058612823486328,48.88725471496582,75.44001388549805,107.01887130737305,176.00617294311522,41.52539539337158,84.15763740539549
v1-old,T1,static,4,ABEG,CDFH,2,2,balanced,0,1,2,24,27425,32.21130180358887,52.03523063659668,60.62859344482422,99.36247253417969,133.6497520446777,26.731069087982178,63.966516494750834
v1-old,T1,static,4,ABEH,CDFG,2,2,balanced,1,0,2,24,28184,22.90929126739502,34.90337371826172,45.973350524902344,61.25534439086914,149.20278663635244,58.0279598236084,91.4441093444824
v1-old,T1,static,4,ABFG,CDEH,2,2,balanced,0,1,1,24,27174,45.154123306274414,115.25349044799805,112.8766975402832,160.19915008544922,263.8289413452148,47.02844429016113,111.46566085815421
v1-old,T1,static,4,ABFH,CDEG,2,2,balanced,1,0,1,24,27933,38.31112480163574,65.06110191345215,91.63348007202148,119.3302993774414,330.52583923339813,29.8496150970459,68.03987808227538
v1-old,T1,static,4,ABGH,CDEF,2,2,balanced,0,0,1,24,26938,31.308720588684082,73.4205093383789,58.343544006347656,97.52008438110352,228.64447784423825,37.18589210510254,107.24335651397675
v1-old,T1,static,4,ACDE,BFGH,1,3,upper_heavy,1,1,3,24,28647,22.892449378967285,29.622501373291016,34.97461128234863,53.37001037597656,73.27324295043944,32.19570255279541,55.5314082145691
v1-old,T1,static,4,ACDF,BEGH,1,3,upper_heavy,1,1,2,24,28399,37.86053657531738,45.15017318725586,70.26595306396484,100.84653091430664,141.35403900146486,61.749061584472656,100.644522857666
v1-old,T1,static,4,ACDG,BEFH,1,3,upper_heavy,0,1,2,24,27404,29.883322715759277,35.70078468322754,85.87862014770508,101.71929168701172,196.62358856201166,23.225249767303467,75.03384246826172
v1-old,T1,static,4,ACDH,BEFG,1,3,upper_heavy,1,0,2,24,28160,21.92092800140381,27.860281944274902,33.46306037902832,52.01883506774902,102.22340965270992,35.37939643859863,67.97241859436035
v1-old,T1,static,4,ACEF,BDGH,2,2,balanced,1,1,2,24,28401,63.2900505065918,75.76193237304688,37.49444770812988,104.54311752319336,147.36861877441405,31.277039527893066,61.13580417633058
v1-old,T1,static,4,ACEG,BDFH,2,2,balanced,0,1,2,24,27408,98.06356811523438,135.4021224975586,59.650224685668945,170.86572265625,428.81785583496077,16.259358882904053,98.01316146850584
v1-old,T1,static,4,ACEH,BDFG,2,2,balanced,1,0,2,24,28164,29.763863563537598,38.14951133728027,33.40778732299805,60.12640571594238,136.00805931091296,21.26821231842041,47.280159568786615
v1-old,T1,static,4,ACFG,BDEH,2,2,balanced,0,1,1,24,27158,66.46625137329102,100.75115585327148,66.58680152893066,155.9655532836914,219.32125701904295,28.337674617767334,89.21460075378417
v1-old,T1,static,4,ACFH,BDEG,2,2,balanced,1,0,1,24,27914,43.550771713256836,57.90260124206543,59.5072021484375,96.25695419311523,141.195539855957,24.313024044036865,71.53600711822507
v1-old,T1,static,4,ACGH,BDEF,2,2,balanced,0,0,1,24,26923,53.600881576538086,46.755815505981445,44.63653564453125,79.58835983276367,404.32376174926713,19.832839488983154,69.48702659606934
v1-old,T1,static,4,ADEF,BCGH,2,2,balanced,1,1,2,24,28430,61.28652000427246,43.71041679382324,85.39073181152344,115.6869010925293,151.32184219360352,88.34331512451172,131.56805877685545
v1-old,T1,static,4,ADEG,BCFH,2,2,balanced,0,1,2,24,27434,49.65102195739746,44.127166748046875,79.3947982788086,108.32279968261719,184.47218017578118,25.339300632476807,63.559525203704844
v1-old,T1,static,4,ADEH,BCFG,2,2,balanced,1,0,2,24,28192,29.230305671691895,28.27506923675537,47.17313194274902,63.28959655761719,93.47562103271483,53.33668899536133,98.45538101196288
v1-old,T1,static,4,ADFG,BCEH,2,2,balanced,0,1,1,24,27183,39.121482849121094,74.4379768371582,68.55678939819336,122.6638412475586,175.14209060668944,53.14656448364258,133.25633926391595
v1-old,T1,static,4,ADFH,BCEG,2,2,balanced,1,0,1,24,27941,75.82576751708984,47.02689743041992,90.00585556030273,127.9610824584961,175.26693267822264,54.95192623138428,102.46691551208495
v1-old,T1,static,4,ADGH,BCEF,2,2,balanced,0,0,1,24,26947,63.96476745605469,50.35744667053223,78.80914306640625,114.8438606262207,184.22923889160145,39.154836654663086,94.3965879440307
v1-old,T1,static,4,AEFG,BCDH,3,1,lower_heavy,0,1,1,24,27185,67.50988006591797,110.15532684326172,75.45032119750977,151.10379791259766,191.2900192260742,30.39169979095459,77.78605937957761
v1-old,T1,static,4,AEFH,BCDG,3,1,lower_heavy,1,0,1,24,27943,48.99041748046875,54.884544372558594,76.76297378540039,107.52726364135742,177.14954681396483,55.12013626098633,105.67643718719464
v1-old,T1,static,4,AEGH,BCDF,3,1,lower_heavy,0,0,1,24,26951,68.82558059692383,48.1002197265625,73.5511589050293,121.03109359741211,198.09722671508783,25.931092262268066,68.14509029388427
v1-old,T1,static,4,AFGH,BCDE,3,1,lower_heavy,0,0,0,24,26698,54.60639762878418,88.22479248046875,84.31068801879883,125.91848754882812,474.4237976074214,38.47730827331543,119.63344039916961
v1-old,T1,static,4,BCDE,AFGH,1,3,upper_heavy,1,1,3,24,28668,21.6459903717041,24.549362182617188,30.968743324279785,46.75917434692383,79.48723449707026,43.9393949508667,68.82653312683101
v1-old,T1,static,4,BCDF,AEGH,1,3,upper_heavy,1,1,2,24,28420,30.478127479553223,40.06015205383301,78.94055557250977,102.97277069091797,151.12162475585936,42.72739219665527,77.41683330535889
v1-old,T1,static,4,BCDG,AEFH,1,3,upper_heavy,0,1,2,24,27423,56.53175735473633,64.11712646484375,56.79560661315918,105.0942268371582,155.94420013427734,54.4214448928833,123.12993392944333
v1-old,T1,static,4,BCDH,AEFG,1,3,upper_heavy,1,0,2,24,28180,27.716426849365234,30.891704559326172,40.3902702331543,57.255353927612305,131.71703338623036,16.629268407821655,40.751247310638426
v1-old,T1,static,4,BCEF,ADGH,2,2,balanced,1,1,2,24,28422,54.0339241027832,33.96589279174805,89.0384750366211,113.18725204467773,208.3434371948241,37.765135765075684,82.32847499847406
v1-old,T1,static,4,BCEG,ADFH,2,2,balanced,0,1,2,24,27427,53.66939926147461,44.02630424499512,88.10144424438477,114.63187789916992,189.5439323425293,23.29521656036377,56.67604331970213
v1-old,T1,static,4,BCEH,ADFG,2,2,balanced,1,0,2,24,28184,33.9572639465332,28.668376922607422,41.8978214263916,60.084228515625,708.1736022949216,48.48937511444092,75.6404691696167
v1-old,T1,static,4,BCFG,ADEH,2,2,balanced,0,1,1,24,27177,43.398155212402344,64.20425415039062,78.36660385131836,114.11065292358398,175.70317687988282,41.34911823272705,118.96291656494131
v1-old,T1,static,4,BCFH,ADEG,2,2,balanced,1,0,1,24,27934,48.2938346862793,41.98798751831055,90.99858474731445,114.48216247558594,167.02099685668944,28.89939594268799,69.27390937805174
v1-old,T1,static,4,BCGH,ADEF,2,2,balanced,0,0,1,24,26941,62.11344337463379,38.079097747802734,100.58269882202148,135.58141326904297,202.31976013183592,44.82748222351074,84.59985466003417
v1-old,T1,static,4,BDEF,ACGH,2,2,balanced,1,1,2,24,28451,36.42535400390625,33.80282211303711,48.38357925415039,74.64300918579102,213.65048141479485,41.92563724517822,91.05346469879152
