version,tag_method,eval_set,n_sessions,frames_solved_total,frames_input_total,err_3d_median_mm,err_3d_p75_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,d3_std_median_mm,radial_p95_median_mm,residual_rms_median_mm,pct_solved_ge8_median,median_scale_bias_expected_mm
v3-full,T4,all8,24,28818,28818,107.37154234099884,153.5033081519979,224.51057730989183,131.92724926780897,45.06954213247822,77.72929004999705,61.549326097345514,120.34519050965525,91.68198605583908,91.88176519567027,25.740620928287015
v4-io,T1,all8,24,28818,28818,76.4358947813046,148.21938513972486,273.83102538899556,138.1199902025878,43.66148721495897,62.30798235604311,58.642925839111115,105.71174741554805,80.60602578271512,91.88176519567027,29.965280112685775
v4-io,T2,all8,24,28818,28818,75.99807789524766,148.6411995701667,273.0970007549415,137.83730612205036,43.945813389032025,62.5505485088529,58.932548549420076,106.37996232697304,80.56301364137059,91.88176519567027,29.965280112685775
v4-io,T3,all8,24,28818,28818,62.25534493207166,116.19243543654892,158.16659114861565,101.8013497671729,44.81668558198592,48.62419214775332,58.73631247742905,102.0387972848806,82.24662816266243,91.88176519567027,29.965280112685775
v4-io,T4,all8,24,28818,28818,69.14042154041556,124.02172643988783,182.3348386535258,107.0182272759472,41.346242234764006,55.042081953411866,67.43706618523899,120.56527240039956,79.59724289805993,91.88176519567027,29.965280112685775
v1-old,T1,noG,24,28818,28818,159.572282272343,209.30415266161043,382.5293076989335,201.4500938969717,72.74197344934146,139.3217598187607,57.93613241797685,100.78117160038502,92.1361627936888,0.0,34.061913754592055
v1-old,T2,noG,24,28818,28818,159.6191057559388,209.69875145572286,382.1173709770638,201.58638772291,72.8087881715897,139.49115656052595,57.97371854607856,100.70253487526928,92.15735364029034,0.0,34.061913754592055
v1-old,T3,noG,24,28818,28818,143.15063985150857,194.5113656887657,346.0843622763885,187.40965442159552,71.93970527780526,104.42100934245926,57.481700972373005,101.10919253648326,100.48289991985558,0.0,34.061913754592055
v1-old,T4,noG,24,28818,28818,143.15063985150857,194.5113656887657,346.0843622763885,187.40965442159552,71.93970527780526,104.42100934245926,57.481700972373005,101.10919253648326,100.48289991985558,0.0,34.061913754592055
v2,T1,noG,24,28818,28818,92.71116730777683,142.05192719976975,304.2287191796049,149.58476854208374,66.72640945974247,58.0476764080248,56.222755829090374,96.83540105525422,82.60678669322141,0.0,47.98679683325369
v2,T2,noG,24,28818,28818,92.64755808443793,143.03850292154308,303.8346040639632,149.6954841119334,66.43328594407461,58.169816897135874,56.1440706556613,97.2240020238157,82.60880186525824,0.0,47.98679683325369
v2,T3,noG,24,28818,28818,90.40981577135521,141.13799966466695,256.2699892189087,131.31370620652078,67.36898649471145,46.25861094620234,58.43805756789202,101.66114806998115,84.13612035776026,0.0,47.98679683325369
v2,T4,noG,24,28818,28818,90.40981577135521,141.13799966466695,256.2699892189087,131.31370620652078,67.36898649471145,46.25861094620234,58.43805756789202,101.66114806998115,84.13612035776026,0.0,47.98679683325369
v3-lite,T1,noG,24,28818,28818,93.48961403309374,142.10684589510765,304.3182054394033,149.86478470336905,66.79615149921382,58.300258165524596,56.26869450435089,97.2181928827535,82.63597839812772,0.0,47.89472586919992
v3-lite,T2,noG,24,28818,28818,93.44074522315901,142.9697413155231,303.8586022268175,149.97439957132042,66.45738462760141,58.38863647626296,56.19199882215463,97.3119788441164,82.71620515073369,0.0,47.89472586919992
v3-lite,T3,noG,24,28818,28818,91.11988582774336,141.29148963035684,257.2480058743767,131.8980470733443,67.84198512017723,46.527794231868484,58.46673154151906,101.7634809641466,84.41822647921111,0.0,47.89472586919992
v3-lite,T4,noG,24,28818,28818,91.11988582774336,141.29148963035684,257.2480058743767,131.8980470733443,67.84198512017723,46.527794231868484,58.46673154151906,101.7634809641466,84.41822647921111,0.0,47.89472586919992
v3-full,T1,noG,24,28818,28818,136.43050647391544,177.80797997756625,303.9568532651443,168.299192484579,75.20356190826581,93.58398081265159,65.23604371148748,119.41751570841535,83.56977063384127,0.0,29.05807030457591
v3-full,T2,noG,24,28818,28818,136.3031356846284,177.7829973398609,304.7754172941627,168.30314423742286,75.31848752863664,93.16008848990953,65.09753960142827,117.86639474986245,83.56085514696792,0.0,29.05807030457591
v3-full,T3,noG,24,28818,28818,116.81234380834351,181.38723705783107,281.42652813784304,158.17349096696114,73.68897688750094,69.0705636345973,63.50063721975439,110.78309955571261,86.77803391394946,0.0,29.05807030457591
v3-full,T4,noG,24,28818,28818,116.81234380834351,181.38723705783107,281.42652813784304,158.17349096696114,73.68897688750094,69.0705636345973,63.50063721975439,110.78309955571261,86.77803391394946,0.0,29.05807030457591
v4-io,T1,noG,24,28818,28818,97.50628258487141,153.9184059265174,329.2344222879244,154.8335516604521,66.87793869321295,56.22358267274723,55.755760594793784,95.99928652442992,81.4708348936488,0.0,31.22154632101148
v4-io,T2,noG,24,28818,28818,98.15416288703537,153.88620687926002,328.83879350369244,154.8189176405446,66.92277657979302,57.258432192425076,55.91766692775114,96.10377676133352,81.47518828742265,0.0,31.22154632101148
v4-io,T3,noG,24,28818,28818,83.90113746495811,146.76659582697556,291.14449217145807,138.7418595014687,67.89402573082306,43.87462864978551,56.21513805945555,97.38508263572132,82.92363701917819,0.0,31.22154632101148
v4-io,T4,noG,24,28818,28818,83.90113746495811,146.76659582697556,291.14449217145807,138.7418595014687,67.89402573082306,43.87462864978551,56.21513805945555,97.38508263572132,82.92363701917819,0.0,31.22154632101148
