metric,version,eval_set,stat,point,ci_low,ci_high,unit,n_values,n_boot,method,source
layout_rigid_vertical_error,v4-io,all8,rms,59.94015453460833,36.78131046811967,78.59065213669798,mm,8,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_all8.csv
layout_rigid_3d_error,v1-old,noG,rms,98.77517108510236,68.2665875217661,127.08251188222319,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_horizontal_error,v1-old,noG,rms,90.24002061105331,58.733873095132495,118.5847213473578,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_vertical_error,v1-old,noG,rms,40.165571115171716,22.10595759512717,53.42225162178726,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_3d_error,v2,noG,rms,137.46748123275484,110.80479720174573,159.0292406308969,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_horizontal_error,v2,noG,rms,108.56368439520543,73.24283921452854,136.37376335076402,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_vertical_error,v2,noG,rms,84.32813781304576,59.04125005446308,107.70883115817539,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_3d_error,v3-full,noG,rms,151.62063826142293,108.14770017041508,187.40932647518767,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_horizontal_error,v3-full,noG,rms,134.74914966426027,78.32578449359765,174.42347503407842,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_vertical_error,v3-full,noG,rms,69.50888153006092,50.79738378321597,83.6509533329663,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_3d_error,v3-lite,noG,rms,137.51586454405563,111.86799335062469,159.5125620891823,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_horizontal_error,v3-lite,noG,rms,108.25213774260563,74.09781309548775,137.07515084643177,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_vertical_error,v3-lite,noG,rms,84.80617710671196,58.890504320038445,108.03344216616578,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_3d_error,v4-io,noG,rms,104.40767238329548,78.06103853441834,133.0534341419825,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_horizontal_error,v4-io,noG,rms,84.42224837726295,49.13382898624597,117.30048323795074,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_rigid_vertical_error,v4-io,noG,rms,61.43163705636766,43.53055104604639,76.40937021403279,mm,7,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/layout_abs_errors_noG.csv
layout_pair_residual,v1-old,all1000,rms,85.2463578425899,60.55612872681385,107.52508960390657,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v1-old,all1000,p95,182.22076061099773,91.5245414689066,192.3260979234135,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v1-old,solve,rms,85.2463578425899,60.80770578504056,107.28632652504542,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v1-old,solve,p95,182.22076061099773,91.5245414689066,192.3260979234135,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v2,all1000,rms,52.35793269222219,42.795681406954756,60.989543819020525,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v2,all1000,p95,87.23606188418795,65.54619738203564,98.26143377924836,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v2,solve,rms,52.35793269222219,42.910166841963125,61.07349011339572,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v2,solve,p95,87.23606188418795,65.54619738203564,98.26143377924836,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-full,all1000,rms,102.49657601163851,34.08298293952173,153.40959387829398,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-full,all1000,p95,258.59489870056893,57.264783757855184,370.0316968586064,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-full,solve,rms,102.49657601163851,35.10495201321197,153.43297468542184,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-full,solve,p95,258.59489870056893,57.264783757855184,370.0316968586064,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-lite,all1000,rms,52.29109680475433,42.89012114691571,61.04657835915054,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-lite,all1000,p95,87.90975655994782,65.84012338581442,98.89625859365152,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v3-lite,solve,rms,52.29109680475433,42.80930224694584,60.933388133216674,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v3-lite,solve,p95,87.90975655994782,65.33849993460169,98.89625859365152,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v4-io,all1000,rms,48.168758821052705,28.83046690045457,64.48065419409129,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v4-io,all1000,p95,108.78846050661647,38.43620291579055,141.72779945142702,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_residual,v4-io,solve,rms,48.168758821052705,28.73784252803952,65.35810771701472,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
layout_pair_abs_residual,v4-io,solve,p95,108.78846050661647,38.43620291579055,141.72779945142702,mm,28,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/layout_residuals_per_pair.csv
static_radial_p95,v1-old,all_static_sessions,median,116.60600157030899,93.93951564479552,127.00077079940243,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v1-old,all_static_sessions,median,62.90848464100333,56.99314743330027,70.03897872745203,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v2,all_static_sessions,median,112.93751155377603,86.02735602650542,123.64122579992522,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v2,all_static_sessions,median,61.72376751975852,49.42581711325082,65.48891295454588,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v3-full,all_static_sessions,median,113.70291973755675,95.35732717378563,136.53621954011274,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v3-full,all_static_sessions,median,64.30244496121148,51.65987818692612,72.53659758183086,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v3-lite,all_static_sessions,median,113.26689429030243,86.35854476192904,124.28730691971816,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v3-lite,all_static_sessions,median,61.929379411895184,49.36793874526656,65.50550011661247,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_radial_p95,v4-io,all_static_sessions,median,105.11827737315792,91.79708064770448,128.86793089145365,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
static_D3_std,v4-io,all_static_sessions,median,58.603243414574436,52.34431735036043,67.98271538354726,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/solver/outputs/v1_to_v4_io_field_check/tables/static_all_captures.csv
tag_absolute_3d_error,v1-old,all8,median,160.01125176029524,99.43372650790852,218.34047879854276,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v1-old,all8,p95,314.7898277297456,229.8089519102896,417.30032037347627,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v1-old,all8,median,141.4729439113985,97.63825461383544,205.93533326679307,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v1-old,noG,median,154.4719914176559,100.66203482202845,208.01591886935717,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v1-old,noG,p95,330.0981647547857,241.18037865989064,407.87012003107134,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v1-old,noG,median,140.79877232037643,83.47808568643245,205.74395886033085,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v2,all8,median,81.49350301644225,60.34288552713966,140.66782193358765,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v2,all8,p95,233.1077736825216,148.78848590145577,382.8556771539122,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v2,all8,median,68.19865499121704,43.05531323964533,120.38707950402296,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v2,noG,median,80.52362848738136,67.9881397343185,133.25844019103835,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v2,noG,p95,242.86141958268962,149.29105841883262,379.6234210339372,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v2,noG,median,69.65140336712057,38.93623409714064,118.86383672616807,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-full,all8,median,121.05623396766201,92.02126218185172,174.20397100192622,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-full,all8,p95,280.0735010456271,181.62340148299324,367.2631381198072,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v3-full,all8,median,103.99736096295487,66.70921485150211,161.9369808320769,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-full,noG,median,116.44288510671993,91.01111769055676,171.63578204555384,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-full,noG,p95,290.3576587721954,177.90533117817247,361.7872140165956,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v3-full,noG,median,109.09780472186777,67.48653451564098,162.71184834787232,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-lite,all8,median,81.69195758364084,60.28533492757357,141.42819930226193,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-lite,all8,p95,233.52603084957047,149.03118159024876,383.18320342845647,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v3-lite,all8,median,68.7795729784018,41.87071924862403,120.54910194482954,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-lite,noG,median,81.05486502037178,68.4884231009504,134.1817941602859,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v3-lite,noG,p95,243.16956277216732,149.594752841456,380.0471923614394,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v3-lite,noG,median,70.15471242876163,37.86429191172101,119.51975360440656,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v4-io,all8,median,77.38103805352323,53.81652376653473,141.07946926425453,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v4-io,all8,p95,270.2552828594085,151.91894412788716,369.5678176231023,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_vertical_error,v4-io,all8,median,63.12141492353828,38.9084614342521,116.4343175109093,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
tag_absolute_3d_error,v4-io,noG,median,81.26715583122152,63.199663036090186,146.73676216083155,mm,24,10000,nonparametric_bootstrap,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/official_extra_analysis/tables/tag_abs_errors_per_session.csv
