version,tag_method,eval_set,method,n_tags,err_3d_median_mm,err_3d_p95_mm,err_3d_rms_mm,err_horizontal_median_mm,err_vertical_median_mm,range_median_min_mm,range_median_max_mm,range_p95_min_mm,range_p95_max_mm,det,scale,note
v2,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,160.31126244718126,1548.7812212062722,331.5667691818994,2153.223471181539,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v2,T4,all8,C_anchor_locked_OFFICIAL,24,76.20797884854409,168.367568047655,104.91668765831336,42.68687976905697,66.00585228637237,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T1,all8,A_tag_cloud_fit_WRONG_circular,24,79.58178823422888,225.87227121436084,130.89557514828527,45.78243075823661,60.66357089617702,,,,,-1.0000000000000002,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,168.0981436298255,1563.1392204201215,371.0016883598648,2167.5172904219608,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T1,all8,C_anchor_locked_OFFICIAL,24,82.09768186097145,247.8492968347704,134.8375118683457,43.88364776176305,74.37470088621671,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T2,all8,A_tag_cloud_fit_WRONG_circular,24,80.70361842441054,225.24865621005688,130.59003199997105,45.19581106363817,60.67542376939127,,,,,-0.9999999999999992,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,167.442109001392,1564.5842705363593,370.6881560721916,2167.437574090304,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T2,all8,C_anchor_locked_OFFICIAL,24,81.84712085750131,246.85577723700214,134.5482083583471,44.75499790407906,73.8771223810486,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T3,all8,A_tag_cloud_fit_WRONG_circular,24,62.702715895146696,175.84901239998587,90.46983568226678,40.78145160652956,43.03040587587327,,,,,-0.9999999999999997,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,149.22772939644125,1524.3369374799522,351.9947535192069,2153.1199599000274,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T3,all8,C_anchor_locked_OFFICIAL,24,74.71862454246437,205.26637181844694,106.1593160325507,49.16181123038868,63.85109016666206,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-lite,T4,all8,A_tag_cloud_fit_WRONG_circular,24,60.84033381949979,183.92640675318125,98.05824774908545,45.25730513726144,50.9457715497316,,,,,-0.9999999999999987,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-lite,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,160.35517381693677,1548.399233519665,331.8981264930222,2153.26660876521,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-lite,T4,all8,C_anchor_locked_OFFICIAL,24,76.84261728234856,168.31104902627337,104.97146992713017,43.4048176663631,66.29232134629012,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T1,all8,A_tag_cloud_fit_WRONG_circular,24,114.43772864381657,266.65866942970246,156.16375219877924,46.869252832002914,105.60038444900832,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,202.83869200961695,1577.8225417457265,408.49605517569984,2212.7495406088374,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T1,all8,C_anchor_locked_OFFICIAL,24,115.81993875004372,291.6134956880706,160.23278934557032,48.933713641021065,109.36472361159122,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T2,all8,A_tag_cloud_fit_WRONG_circular,24,114.5987426777061,267.0234793533816,155.5483307710779,47.26904736260825,106.32611026284786,,,,,-0.9999999999999994,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,203.08537197816207,1578.6860902289277,407.96469991774427,2212.9468282294233,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T2,all8,C_anchor_locked_OFFICIAL,24,116.74756686650176,291.6653204903115,159.7744644222991,47.43131061056313,109.68817324983117,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T3,all8,A_tag_cloud_fit_WRONG_circular,24,95.40353951046707,210.4921933766189,116.39753601469289,41.05563076722322,74.1960673036964,,,,,-1.0000000000000013,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,180.0001565552256,1535.81157758314,377.482826341486,2195.234722749224,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T3,all8,C_anchor_locked_OFFICIAL,24,89.6490426910691,250.09721446333378,129.3270311921959,46.211800706593436,70.22717537817675,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v3-full,T4,all8,A_tag_cloud_fit_WRONG_circular,24,97.33686047410075,229.54345626680933,127.10405483756594,39.841536418077126,80.76524877009169,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v3-full,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,184.6704156704123,1569.5353323057498,381.85495373571854,2195.01149918168,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v3-full,T4,all8,C_anchor_locked_OFFICIAL,24,98.61852826661698,236.90231758323512,132.89773464492535,40.67698403854823,89.25393662171787,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T1,all8,A_tag_cloud_fit_WRONG_circular,24,80.4574912012343,268.0770830446833,135.5588411626713,40.67118665591195,62.024606658143284,,,,,-1.0,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T1,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,167.0426101510499,1568.486307779725,369.82764874432894,2185.41151905753,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T1,all8,C_anchor_locked_OFFICIAL,24,70.82456962772578,283.5085831578185,139.30570799524523,42.857293258464956,64.05488686611318,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T2,all8,A_tag_cloud_fit_WRONG_circular,24,79.8412890434368,267.5844563910053,135.17209881270472,39.6506916603941,62.332632859148475,,,,,-0.9999999999999994,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T2,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,166.66197203787385,1570.1887201285117,368.1161455120196,2186.7495429290348,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T2,all8,C_anchor_locked_OFFICIAL,24,71.04222001593158,282.8114668096394,138.9768058665522,42.79218235990872,63.90006981446902,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T3,all8,A_tag_cloud_fit_WRONG_circular,24,61.266729580858154,160.19703214891294,92.5322277023271,42.51813990838612,37.384529237992524,,,,,-0.999999999999999,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T3,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,155.07023349652457,1535.5074708316374,330.3040929648416,2164.7381687157194,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T3,all8,C_anchor_locked_OFFICIAL,24,69.09931169791295,172.96328284884962,106.62021836522582,45.49381722627274,47.70808538962936,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
v4-io,T4,all8,A_tag_cloud_fit_WRONG_circular,24,62.96375962216311,196.71903893773256,103.69776237900074,39.682617896454104,50.57047694050867,,,,,-1.0000000000000007,1.0,WRONG: transform fitted to tag truth; included as a circularity diagnostic.
v4-io,T4,all8,B_centroid_only_WRONG_underdetermined,24,,,,,,157.02488616360247,1559.3149971780906,308.7595060513391,2171.7668682750686,,1.0,WRONG: centroid fixes translation only; rotation/reflection remain free.
v4-io,T4,all8,C_anchor_locked_OFFICIAL,24,69.75096368754693,173.81072265295094,108.91685505811394,37.57992438368355,59.96769006175987,,,,,,1.0,"CORRECT: transform fitted from anchors only, reflection allowed, no scale."
