version,anchor,alignment,err_3d_mm,err_horizontal_xz_mm,err_vertical_y_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm,fit_det_2d,fit_vertical_shift_mm
v2,D,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",138.2099483409839,118.84390862813935,70.55575952680195,1189.4799294680502,170.37735547319804,-1484.6866792048713,1082.7291500000001,240.933115,-1432.4550249999998,1.000000000000001,96.55065953440887
v2,E,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",98.15975864019802,94.31686402060012,27.196826609396112,-1242.1512522294438,1620.8125733906038,-1642.9878970830398,-1170.591375,1648.0094,-1581.54805,1.000000000000001,96.55065953440887
v2,F,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",102.37052172453136,31.124032255988055,97.52444993067616,-1297.494285737259,1757.5498499306761,1116.5457650219425,-1271.6036,1660.0254,1099.27215,1.000000000000001,96.55065953440887
v2,G,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",138.87503998475782,84.65826384841615,110.08748835785127,1007.3435651922892,1734.5521133578513,1258.7039092519192,962.4288,1624.464625,1186.9426,1.000000000000001,96.55065953440887
v2,H,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",146.22045177943411,71.9848285744188,127.27374031469867,1036.8785212176258,1757.5500153146986,-1623.4553346652092,1028.04305,1630.276275,-1552.0148,1.000000000000001,96.55065953440887
v3-lite,A,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",204.45420221083245,155.56844496116014,132.66491523396252,-1155.3078569405202,115.9820522660375,-1756.8196736787522,-1073.9946,248.64696750000002,-1624.1935250000001,0.9999999999999993,97.18482443515434
v3-lite,B,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",122.95659302089727,102.86120419493757,67.36391050758499,-1373.8988673567083,203.021969492415,1117.1007180018833,-1320.2517,270.38588,1029.33735,0.9999999999999993,97.18482443515434
v3-lite,C,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",162.66837939931477,157.70711132986412,39.86814132097527,923.9963845949216,182.59561867902474,1334.465550200226,851.8252574999999,222.46376,1194.2412249999998,0.9999999999999993,97.18482443515434
v3-lite,D,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",137.7489922562834,118.8255055875905,69.67986860977223,1189.6374893662676,171.25324639022776,-1484.3212736795938,1082.7291500000001,240.933115,-1432.4550249999998,0.9999999999999993,97.18482443515434
v3-lite,E,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",98.01114535832076,94.15799338698552,27.211337633168114,-1242.5586126217772,1620.7980623668318,-1642.2641469410441,-1170.591375,1648.0094,-1581.54805,0.9999999999999993,97.18482443515434
v3-lite,F,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",102.70785610098987,30.224454597934262,98.16000228768871,-1297.0878762652892,1758.1854022876887,1115.5223598133225,-1271.6036,1660.0254,1099.27215,0.9999999999999993,97.18482443515434
v3-lite,G,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",139.71534206935897,85.21483677487153,110.7195032638333,1007.5539236122764,1735.1841282638334,1259.2287786619322,962.4288,1624.464625,1186.9426,0.9999999999999993,97.18482443515434
v3-lite,H,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",146.6761768409085,71.78630486435034,127.90866775394079,1036.250398110827,1758.1849427539407,-1623.3303873779719,1028.04305,1630.276275,-1552.0148,0.9999999999999993,97.18482443515434
v3-full,A,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",192.52970547702395,190.89287966091914,25.051865915165763,-1172.0132223891492,223.59510158483425,-1787.9996334641583,-1073.9946,248.64696750000002,-1624.1935250000001,1.0000000000000007,-22.212911120560804
v3-full,B,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",210.73923096606583,136.1551451573893,160.8502406443307,-1186.364060220756,109.53563935566929,1054.0825205828262,-1320.2517,270.38588,1029.33735,1.0000000000000007,-22.212911120560804
v3-full,C,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",157.25164647473056,143.3554500030884,64.63199883514093,741.2514916766403,157.83176116485907,1285.4784287999234,851.8252574999999,222.46376,1194.2412249999998,1.0000000000000007,-22.212911120560804
v3-full,D,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",310.2005198633759,241.33313647551432,194.89145636071237,1240.6232365394758,435.82457136071235,-1614.9684223081804,1082.7291500000001,240.933115,-1432.4550249999998,1.0000000000000007,-22.212911120560804
v3-full,E,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",101.71424218393395,66.4036271638647,77.04768239560758,-1212.5593342428756,1725.0570823956075,-1530.0880451660917,-1170.591375,1648.0094,-1581.54805,1.0000000000000007,-22.212911120560804
v3-full,F,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",91.8410426056189,89.35197062215346,21.236818331024324,-1321.3403888975026,1638.7885816689757,1173.5017026338899,-1271.6036,1660.0254,1099.27215,1.0000000000000007,-22.212911120560804
v3-full,G,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",69.88431812527045,69.34322441054425,8.67958225854818,975.0499658322857,1615.785042741452,1255.1275612794864,962.4288,1624.464625,1186.9426,1.0000000000000007,-22.212911120560804
v3-full,H,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",37.66726328610128,36.69304227474848,8.51136722788965,1023.9372942018815,1638.7876422278896,-1515.552187357696,1028.04305,1630.276275,-1552.0148,1.0000000000000007,-22.212911120560804
v4-io,A,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",189.34544608101922,159.95198295839916,101.32650738723868,-1143.6657799324264,147.32046011276134,-1768.1746471624124,-1073.9946,248.64696750000002,-1624.1935250000001,1.0,65.33527445244172
v4-io,B,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",97.16408934646093,59.04299641855764,77.1672523318359,-1319.8087644389755,193.2186276681641,1088.3786849626395,-1320.2517,270.38588,1029.33735,1.0,65.33527445244172
v4-io,C,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",96.34556704508375,95.88227431246037,9.437042010547117,839.0587476679875,213.0267179894529,1289.2697825710743,851.8252574999999,222.46376,1194.2412249999998,1.0,65.33527445244172
v4-io,D,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",99.7140398444659,92.08542638030224,38.25132664969507,1173.9648344661073,202.6817883503049,-1444.936035842195,1082.7291500000001,240.933115,-1432.4550249999998,1.0,65.33527445244172
v4-io,E,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",63.26816260088133,61.450266519908645,15.05739497800846,-1229.3611254154723,1632.9520050219915,-1599.4994201836628,-1170.591375,1648.0094,-1581.54805,1.0,65.33527445244172
v4-io,F,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",67.47788254833625,12.497366587723695,66.31048530646649,-1273.257846444487,1726.3358853064665,1111.6595484487807,-1271.6036,1660.0254,1099.27215,1.0,65.33527445244172
v4-io,G,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",111.50782952194646,78.82586565662442,78.87001298452583,1026.382848526381,1703.334637984526,1233.0229295734907,962.4288,1624.464625,1186.9426,1.0,65.33527445244172
v4-io,H,"US height-preserving: 2D horizontal rigid + vertical shift, no pitch/roll or 3D scale",104.13396468585694,40.20629682650274,96.05902506633333,1015.2720680708862,1726.3353000663333,-1590.138917367712,1028.04305,1630.276275,-1552.0148,1.0,65.33527445244172
