host_elapsed_s,host_epoch_s,sweep,conn_id,peer_name,tag_id,plan,pmode,solve_reason,quality_flag_percent,active_anchor_count,valid_anchor_count,rms_mm,max_mm,step_mm,first_to_last_us,frame_us,poll_count
4.690251,1777241401.877979,917,,BS2DCE,,cal_roto,5,success,100,4,4,142,195,0,8117,19195,4
4.870305,1777241402.058033,918,,BS2DCE,,cal_roto,5,success,100,4,4,88,127,0,8056,17181,4
5.083623,1777241402.271351,919,,BS2DCE,,cal_roto,5,success,100,4,4,115,169,0,8056,20141,4
5.28121,1777241402.468938,920,,BS2DCE,,cal_roto,5,success,100,4,4,72,108,0,8392,18493,4
5.492659,1777241402.680387,921,,BS2DCE,,cal_roto,5,success,100,4,4,66,96,0,8270,19317,4
5.676408,1777241402.864136,922,,BS2DCE,,cal_roto,5,success,100,4,4,81,115,0,8270,19348,4
5.87524,1777241403.062968,923,,BS2DCE,,cal_roto,5,success,100,4,4,96,143,0,8117,19226,4
6.07752,1777241403.265248,924,,BS2DCE,,cal_roto,5,success,100,4,4,99,153,0,8178,19226,4
6.290317,1777241403.478045,925,,BS2DCE,,cal_roto,5,success,100,4,4,55,85,0,8117,19165,4
6.490501,1777241403.678229,926,,BS2DCE,,cal_roto,5,success,100,4,4,44,68,0,8270,18646,4
6.670051,1777241403.857779,927,,BS2DCE,,cal_roto,5,success,100,4,4,80,124,0,8117,19165,4
6.880037,1777241404.067765,928,,BS2DCE,,cal_roto,5,success,100,4,4,90,139,0,8148,19226,4
7.082607,1777241404.270335,929,,BS2DCE,,cal_roto,5,success,100,4,4,161,247,0,8331,18554,4
7.262621,1777241404.450349,930,,BS2DCE,,cal_roto,5,success,100,4,4,226,311,0,8331,18402,4
7.476206,1777241404.663934,931,,BS2DCE,,cal_roto,5,success,100,4,4,187,273,0,8026,20141,4
7.675207,1777241404.862935,932,,BS2DCE,,cal_roto,5,success,100,4,4,137,162,0,8117,19226,4
7.877558,1777241405.065286,933,,BS2DCE,,cal_roto,5,success,100,4,4,127,192,0,8270,18310,4
8.091947,1777241405.279675,934,,BS2DCE,,cal_roto,5,success,100,4,4,104,153,0,8056,20141,4
8.289984,1777241405.477712,935,,BS2DCE,,cal_roto,5,success,100,4,4,80,110,0,8056,19104,4
8.46895,1777241405.656678,936,,BS2DCE,,cal_roto,5,success,100,4,4,80,100,0,8209,19256,4
8.684082,1777241405.87181,937,,BS2DCE,,cal_roto,5,success,100,4,4,160,228,0,8148,19226,4
8.8825,1777241406.070228,938,,BS2DCE,,cal_roto,5,success,100,4,4,131,191,0,8178,19378,4
9.09274,1777241406.280468,939,,BS2DCE,,cal_roto,5,success,100,4,4,116,174,0,8117,19165,4
9.276017,1777241406.463745,940,,BS2DCE,,cal_roto,5,success,100,4,4,89,132,0,8300,19348,4
9.474935,1777241406.662663,941,,BS2DCE,,cal_roto,5,success,100,4,4,87,121,0,8087,20141,4
9.677603,1777241406.865331,942,,BS2DCE,,cal_roto,5,success,100,4,4,128,183,0,8178,19226,4
9.891038,1777241407.078766,943,,BS2DCE,,cal_roto,5,success,100,4,4,103,156,0,8209,18280,4
10.088591,1777241407.276319,944,,BS2DCE,,cal_roto,5,success,100,4,4,81,125,0,8056,19073,4
10.276726,1777241407.464454,945,,BS2DCE,,cal_roto,5,success,100,4,4,26,40,0,8148,19165,4
10.483585,1777241407.671313,946,,BS2DCE,,cal_roto,5,success,100,4,4,54,84,0,7995,20080,4
10.682304,1777241407.870032,947,,BS2DCE,,cal_roto,5,success,100,4,4,55,86,0,8056,19073,4
10.862394,1777241408.050122,948,,BS2DCE,,cal_roto,5,success,100,4,4,133,204,0,8239,19287,4
11.076133,1777241408.263861,949,,BS2DCE,,cal_roto,5,success,100,4,4,273,378,0,8087,17150,4
11.274935,1777241408.462663,950,,BS2DCE,,cal_roto,5,success,100,4,4,141,206,0,8117,19226,4
11.47727,1777241408.664998,951,,BS2DCE,,cal_roto,5,success,100,4,4,140,183,0,8178,19226,4
11.687404,1777241408.875132,952,,BS2DCE,,cal_roto,5,success,100,4,4,123,184,0,8148,19226,4
11.89006,1777241409.077788,953,,BS2DCE,,cal_roto,5,success,100,4,4,100,146,0,8117,19287,4
12.069982,1777241409.25771,954,,BS2DCE,,cal_roto,5,success,100,4,4,98,142,0,8117,19165,4
12.283815,1777241409.471543,955,,BS2DCE,,cal_roto,5,success,100,4,4,68,94,0,8056,19134,4
12.482341,1777241409.670069,956,,BS2DCE,,cal_roto,5,success,100,4,4,102,142,0,8361,18554,4
12.662408,1777241409.850136,957,,BS2DCE,,cal_roto,5,success,100,4,4,126,191,0,8239,19287,4
12.875827,1777241410.063555,958,,BS2DCE,,cal_roto,5,success,100,4,4,80,113,0,7995,20080,4
13.074831,1777241410.262559,959,,BS2DCE,,cal_roto,5,success,100,4,4,94,141,0,8117,19195,4
13.276608,1777241410.464336,960,,BS2DCE,,cal_roto,5,success,100,4,4,63,94,0,8178,19226,4
13.490833,1777241410.678561,961,,BS2DCE,,cal_roto,5,success,100,4,4,93,131,0,8056,19165,4
13.689757,1777241410.877485,962,,BS2DCE,,cal_roto,5,success,100,4,4,87,125,0,8056,19073,4
13.869768,1777241411.057496,963,,BS2DCE,,cal_roto,5,success,100,4,4,114,173,0,8117,19165,4
14.083224,1777241411.270952,964,,BS2DCE,,cal_roto,5,success,100,4,4,92,142,0,7995,20080,4
14.282387,1777241411.470115,965,,BS2DCE,,cal_roto,5,success,100,4,4,62,96,0,8331,18524,4
14.490784,1777241411.678512,966,,BS2DCE,,cal_roto,5,success,100,4,4,59,90,0,8270,19317,4
14.675811,1777241411.863539,967,,BS2DCE,,cal_roto,5,success,100,4,4,57,88,0,8056,17120,4
14.873996,1777241412.061724,968,,BS2DCE,,cal_roto,5,success,100,4,4,173,268,0,8056,19073,4
15.077213,1777241412.264941,969,,BS2DCE,,cal_roto,5,success,100,4,4,211,304,0,8117,19165,4
15.290821,1777241412.478549,970,,BS2DCE,,cal_roto,5,success,100,4,4,136,185,0,8056,19165,4
15.519789,1777241412.707517,971,,BS2DCE,,cal_roto,5,success,100,4,4,179,247,0,8026,19073,4
15.702148,1777241412.889876,972,,BS2DCE,,cal_roto,5,success,100,4,4,176,263,0,8178,19195,4
15.883276,1777241413.071004,973,,BS2DCE,,cal_roto,5,success,100,4,4,93,138,0,7995,20080,4
16.082369,1777241413.270097,974,,BS2DCE,,cal_roto,5,success,100,4,4,101,144,0,8117,19165,4
16.262724,1777241413.450452,975,,BS2DCE,,cal_roto,5,success,100,4,4,62,86,0,8056,19104,4
16.474704,1777241413.662432,976,,BS2DCE,,cal_roto,5,success,100,4,4,114,157,0,8209,19195,4
16.67514,1777241413.862868,977,,BS2DCE,,cal_roto,5,success,100,4,4,119,181,0,8117,19165,4
16.877083,1777241414.064811,978,,BS2DCE,,cal_roto,5,success,100,4,4,97,139,0,8056,19073,4
17.090643,1777241414.278371,979,,BS2DCE,,cal_roto,5,success,100,4,4,109,163,0,8056,19134,4
17.289606,1777241414.477334,980,,BS2DCE,,cal_roto,5,success,100,4,4,105,157,0,8117,19165,4
17.470981,1777241414.658709,981,,BS2DCE,,cal_roto,5,success,100,4,4,88,125,0,8178,19226,4
17.683271,1777241414.870999,982,,BS2DCE,,cal_roto,5,success,100,4,4,128,181,0,7995,20080,4
17.882035,1777241415.069763,983,,BS2DCE,,cal_roto,5,success,100,4,4,167,246,0,8117,19226,4
18.060633,1777241415.248361,984,,BS2DCE,,cal_roto,5,success,100,4,4,104,161,0,8209,19226,4
18.275521,1777241415.463249,985,,BS2DCE,,cal_roto,5,success,100,4,4,27,42,0,8300,18371,4
18.474622,1777241415.66235,986,,BS2DCE,,cal_roto,5,success,100,4,4,49,76,0,8117,19226,4
18.732336,1777241415.920064,987,,BS2DCE,,cal_roto,5,success,100,4,4,52,80,0,8148,19165,4
18.890681,1777241416.078409,988,,BS2DCE,,cal_roto,5,success,100,4,4,143,219,0,8758,18829,4
19.089559,1777241416.277287,989,,BS2DCE,,cal_roto,5,success,100,4,4,205,297,0,8087,19134,4
19.269708,1777241416.457436,990,,BS2DCE,,cal_roto,5,success,100,4,4,140,196,0,8270,18371,4
19.483134,1777241416.670862,991,,BS2DCE,,cal_roto,5,success,100,4,4,187,233,0,7995,20080,4
19.681842,1777241416.86957,992,,BS2DCE,,cal_roto,5,success,100,4,4,168,239,0,8117,19165,4
19.862173,1777241417.049901,993,,BS2DCE,,cal_roto,5,success,100,4,4,127,190,0,8056,19165,4
20.076141,1777241417.263869,994,,BS2DCE,,cal_roto,5,success,100,4,4,82,120,0,7995,19073,4
20.275307,1777241417.463035,995,,BS2DCE,,cal_roto,5,success,100,4,4,60,82,0,8117,19226,4
20.477011,1777241417.664739,996,,BS2DCE,,cal_roto,5,success,100,4,4,76,104,0,8056,19104,4
20.690617,1777241417.878345,997,,BS2DCE,,cal_roto,5,success,100,4,4,97,131,0,8056,19165,4
20.889496,1777241418.077224,998,,BS2DCE,,cal_roto,5,success,100,4,4,156,233,0,8117,19165,4
21.069518,1777241418.257246,999,,BS2DCE,,cal_roto,5,success,100,4,4,127,189,0,8148,19165,4
21.279438,1777241418.467166,1000,,BS2DCE,,cal_roto,5,success,100,4,4,73,109,0,7965,20080,4
21.481913,1777241418.669641,1001,,BS2DCE,,cal_roto,5,success,100,4,4,54,80,0,8117,19165,4
21.661936,1777241418.849664,1002,,BS2DCE,,cal_roto,5,success,100,4,4,75,103,0,8270,19287,4
21.875455,1777241419.063183,1003,,BS2DCE,,cal_roto,5,success,100,4,4,88,129,0,8026,19134,4
22.074556,1777241419.262284,1004,,BS2DCE,,cal_roto,5,success,100,4,4,101,154,0,8117,19226,4
22.27687,1777241419.464598,1005,,BS2DCE,,cal_roto,5,success,100,4,4,77,118,0,8056,19104,4
22.490542,1777241419.67827,1006,,BS2DCE,,cal_roto,5,success,100,4,4,46,71,0,7995,19073,4
22.689408,1777241419.877136,1007,,BS2DCE,,cal_roto,5,success,100,4,4,56,87,0,8117,19165,4
22.867878,1777241420.055606,1008,,BS2DCE,,cal_roto,5,success,100,4,4,94,146,0,8117,19165,4
23.08293,1777241420.270658,1009,,BS2DCE,,cal_roto,5,success,100,4,4,133,203,0,8148,19134,4
23.281817,1777241420.469545,1010,,BS2DCE,,cal_roto,5,success,100,4,4,258,354,0,8117,19165,4
23.461917,1777241420.649645,1011,,BS2DCE,,cal_roto,5,success,100,4,4,148,193,0,8148,19165,4
23.675505,1777241420.863233,1012,,BS2DCE,,cal_roto,5,success,100,4,4,158,215,0,8056,19165,4
23.90014,1777241421.087868,1013,,BS2DCE,,cal_roto,5,success,100,4,4,181,265,0,8117,19165,4
24.076918,1777241421.264646,1014,,BS2DCE,,cal_roto,5,success,100,4,4,99,145,0,8209,18249,4
24.291024,1777241421.478752,1015,,BS2DCE,,cal_roto,5,success,100,4,4,136,195,0,7995,19104,4
24.487899,1777241421.675627,1016,,BS2DCE,,cal_roto,5,success,100,4,4,79,106,0,8117,19165,4
24.670065,1777241421.857793,1017,,BS2DCE,,cal_roto,5,success,100,4,4,108,154,0,8148,19165,4
24.882917,1777241422.070645,1018,,BS2DCE,,cal_roto,5,success,100,4,4,141,189,0,8056,19134,4
25.08178,1777241422.269508,1019,,BS2DCE,,cal_roto,5,success,100,4,4,166,250,0,8056,19073,4
25.262071,1777241422.449799,1020,,BS2DCE,,cal_roto,5,success,100,4,4,98,147,0,8056,17120,4
25.475407,1777241422.663135,1021,,BS2DCE,,cal_roto,5,success,100,4,4,79,99,0,7965,19073,4
25.674226,1777241422.861954,1022,,BS2DCE,,cal_roto,5,success,100,4,4,63,92,0,8117,19165,4
25.876741,1777241423.064469,1023,,BS2DCE,,cal_roto,5,success,100,4,4,76,108,0,8117,19165,4
26.087024,1777241423.274752,1024,,BS2DCE,,cal_roto,5,success,100,4,4,149,215,0,7995,19073,4
26.319309,1777241423.507037,1025,,BS2DCE,,cal_roto,5,success,100,4,4,105,160,0,8117,19165,4
26.46942,1777241423.657148,1026,,BS2DCE,,cal_roto,5,success,100,4,4,107,162,0,8056,19073,4
26.705044,1777241423.892772,1027,,BS2DCE,,cal_roto,5,success,100,4,4,28,44,0,8056,20141,4
26.881722,1777241424.06945,1028,,BS2DCE,,cal_roto,5,success,100,4,4,74,114,0,8056,19104,4
27.061924,1777241424.249652,1029,,BS2DCE,,cal_roto,5,success,100,4,4,93,144,0,8117,19226,4
27.275335,1777241424.463063,1030,,BS2DCE,,cal_roto,5,success,100,4,4,112,169,0,8117,20202,4
27.474267,1777241424.661995,1031,,BS2DCE,,cal_roto,5,success,100,4,4,260,370,0,10955,18920,5
27.675373,1777241424.863101,1032,,BS2DCE,,cal_roto,5,success,100,4,4,173,253,0,8117,19134,4
27.913451,1777241425.101179,1033,,BS2DCE,,cal_roto,5,success,100,4,4,125,136,0,8056,19165,4
28.090031,1777241425.277759,1034,,BS2DCE,,cal_roto,5,success,100,4,4,132,199,0,8117,19165,4
28.269674,1777241425.457402,1035,,BS2DCE,,cal_roto,5,success,100,4,4,105,155,0,8117,19165,4
28.482957,1777241425.670685,1036,,BS2DCE,,cal_roto,5,success,100,4,4,121,175,0,8117,20202,4
28.681842,1777241425.86957,1037,,BS2DCE,,cal_roto,5,success,100,4,4,77,109,0,8117,19165,4
28.861704,1777241426.049432,1038,,BS2DCE,,cal_roto,5,success,100,4,4,118,146,0,8117,19165,4
29.075458,1777241426.263186,1039,,BS2DCE,,cal_roto,5,success,100,4,4,96,136,0,8056,19134,4
29.272666,1777241426.460394,1040,,BS2DCE,,cal_roto,5,success,100,4,4,86,127,0,8056,19073,4
29.476565,1777241426.664293,1041,,BS2DCE,,cal_roto,5,success,100,4,4,82,105,0,8117,19165,4
29.690285,1777241426.878013,1042,,BS2DCE,,cal_roto,5,success,100,4,4,54,76,0,8056,19165,4
29.889024,1777241427.076752,1043,,BS2DCE,,cal_roto,5,success,100,4,4,92,130,0,8117,19165,4
30.069285,1777241427.257013,1044,,BS2DCE,,cal_roto,5,success,100,4,4,152,227,0,8026,19073,4
30.282736,1777241427.470464,1045,,BS2DCE,,cal_roto,5,success,100,4,4,69,106,0,8117,19226,4
30.481525,1777241427.669253,1046,,BS2DCE,,cal_roto,5,success,100,4,4,46,71,0,8117,19165,4
30.661528,1777241427.849256,1047,,BS2DCE,,cal_roto,5,success,100,4,4,62,96,0,8148,19165,4
30.871622,1777241428.05935,1048,,BS2DCE,,cal_roto,5,success,100,4,4,62,93,0,7995,19073,4
31.074071,1777241428.261799,1049,,BS2DCE,,cal_roto,5,success,100,4,4,114,175,0,8117,19165,4
31.276501,1777241428.464229,1050,,BS2DCE,,cal_roto,5,success,100,4,4,177,267,0,8117,19165,4
31.488868,1777241428.676596,1051,,BS2DCE,,cal_roto,5,success,100,4,4,123,169,0,7995,19073,4
31.719508,1777241428.907236,1052,,BS2DCE,,cal_roto,5,success,100,4,4,151,212,0,8117,19165,4
31.901973,1777241429.089701,1053,,BS2DCE,,cal_roto,5,success,100,4,4,125,155,0,8117,19165,4
32.084416,1777241429.272144,1054,,BS2DCE,,cal_roto,5,success,100,4,4,127,191,0,8117,19195,4
32.281522,1777241429.46925,1055,,BS2DCE,,cal_roto,5,success,100,4,4,93,134,0,8148,19195,4
32.461765,1777241429.649493,1056,,BS2DCE,,cal_roto,5,success,100,4,4,70,98,0,8056,17120,4
32.674939,1777241429.862667,1057,,BS2DCE,,cal_roto,5,success,100,4,4,93,129,0,8117,19195,4
32.873812,1777241430.06154,1058,,BS2DCE,,cal_roto,5,success,100,4,4,139,179,0,8117,19165,4
33.076246,1777241430.263974,1059,,BS2DCE,,cal_roto,5,success,100,4,4,159,238,0,8117,19134,4
33.289877,1777241430.477605,1060,,BS2DCE,,cal_roto,5,success,100,4,4,103,155,0,8361,19439,4
33.488689,1777241430.676417,1061,,BS2DCE,,cal_roto,5,success,100,4,4,60,74,0,8117,19165,4
33.668834,1777241430.856562,1062,,BS2DCE,,cal_roto,5,success,100,4,4,56,81,0,8117,19165,4
33.882497,1777241431.070225,1063,,BS2DCE,,cal_roto,5,success,100,4,4,105,150,0,8056,19134,4
34.08011,1777241431.267838,1064,,BS2DCE,,cal_roto,5,success,100,4,4,154,227,0,8117,19165,4
34.261323,1777241431.449051,1065,,BS2DCE,,cal_roto,5,success,100,4,4,66,102,0,8117,19165,4
34.474935,1777241431.662663,1066,,BS2DCE,,cal_roto,5,success,100,4,4,77,116,0,8117,20202,4
34.673882,1777241431.86161,1067,,BS2DCE,,cal_roto,5,success,100,4,4,36,56,0,8117,19165,4
34.876494,1777241432.064222,1068,,BS2DCE,,cal_roto,5,success,100,4,4,62,94,0,8117,19165,4
35.090779,1777241432.278507,1069,,BS2DCE,,cal_roto,5,success,100,4,4,103,158,0,8148,19226,4
35.288987,1777241432.476715,1070,,BS2DCE,,cal_roto,5,success,100,4,4,213,315,0,8270,19317,4
35.468888,1777241432.656616,1071,,BS2DCE,,cal_roto,5,success,100,4,4,153,217,0,8117,19165,4
35.678899,1777241432.866627,1072,,BS2DCE,,cal_roto,5,success,100,4,4,175,253,0,7995,19073,4
35.881629,1777241433.069357,1073,,BS2DCE,,cal_roto,5,success,100,4,4,133,175,0,8270,19317,4
36.061397,1777241433.249125,1074,,BS2DCE,,cal_roto,5,success,100,4,4,135,204,0,8148,19165,4
36.275217,1777241433.462945,1075,,BS2DCE,,cal_roto,5,success,100,4,4,100,147,0,8117,19195,4
36.474084,1777241433.661812,1076,,BS2DCE,,cal_roto,5,success,100,4,4,101,147,0,8117,19134,4
36.676286,1777241433.864014,1077,,BS2DCE,,cal_roto,5,success,100,4,4,69,93,0,8117,19165,4
36.888771,1777241434.076499,1078,,BS2DCE,,cal_roto,5,success,100,4,4,119,165,0,8392,19500,4
37.089034,1777241434.276762,1079,,BS2DCE,,cal_roto,5,success,100,4,4,75,107,0,8117,19165,4
37.26934,1777241434.457068,1080,,BS2DCE,,cal_roto,5,success,100,4,4,102,149,0,8117,19165,4
37.482372,1777241434.6701,1081,,BS2DCE,,cal_roto,5,success,100,4,4,115,172,0,8056,19134,4
37.681223,1777241434.868951,1082,,BS2DCE,,cal_roto,5,success,100,4,4,62,90,0,8270,19317,4
37.863711,1777241435.051439,1083,,BS2DCE,,cal_roto,5,success,100,4,4,96,138,0,8117,19165,4
38.074966,1777241435.262694,1084,,BS2DCE,,cal_roto,5,success,100,4,4,164,239,0,7995,19073,4
38.27372,1777241435.461448,1085,,BS2DCE,,cal_roto,5,success,100,4,4,91,139,0,8117,19165,4
38.476311,1777241435.664039,1086,,BS2DCE,,cal_roto,5,success,100,4,4,99,152,0,8056,19073,4
38.689763,1777241435.877491,1087,,BS2DCE,,cal_roto,5,success,100,4,4,50,77,0,8361,19439,4
38.89173,1777241436.079458,1088,,BS2DCE,,cal_roto,5,success,100,4,4,56,86,0,8117,19165,4
39.101434,1777241436.289162,1089,,BS2DCE,,cal_roto,5,success,100,4,4,70,108,0,10345,19378,5
39.28245,1777241436.470178,1090,,BS2DCE,,cal_roto,5,success,100,4,4,155,237,0,7995,19073,4
39.484763,1777241436.672491,1091,,BS2DCE,,cal_roto,5,success,100,4,4,285,391,0,8331,19378,4
39.661315,1777241436.849043,1092,,BS2DCE,,cal_roto,5,success,100,4,4,130,180,0,8056,18096,4
39.874899,1777241437.062627,1093,,BS2DCE,,cal_roto,5,success,100,4,4,123,149,0,7965,19073,4
40.073945,1777241437.261673,1094,,BS2DCE,,cal_roto,5,success,100,4,4,139,208,0,8117,19165,4
40.276752,1777241437.46448,1095,,BS2DCE,,cal_roto,5,success,100,4,4,85,126,0,8117,19165,4
40.486574,1777241437.674302,1096,,BS2DCE,,cal_roto,5,success,100,4,4,128,185,0,8209,19287,4
40.688655,1777241437.876383,1097,,BS2DCE,,cal_roto,5,success,100,4,4,76,103,0,8270,19317,4
40.868725,1777241438.056453,1098,,BS2DCE,,cal_roto,5,success,100,4,4,147,211,0,8117,19165,4
41.082245,1777241438.269973,1099,,BS2DCE,,cal_roto,5,success,100,4,4,172,256,0,8148,19226,4
41.281028,1777241438.468756,1100,,BS2DCE,,cal_roto,5,success,100,4,4,98,147,0,8117,19134,4
41.461174,1777241438.648902,1101,,BS2DCE,,cal_roto,5,success,100,4,4,60,75,0,8117,19165,4
41.674686,1777241438.862414,1102,,BS2DCE,,cal_roto,5,success,100,4,4,62,90,0,8117,19195,4
41.873635,1777241439.061363,1103,,BS2DCE,,cal_roto,5,success,100,4,4,93,133,0,8117,19165,4
42.07459,1777241439.262318,1104,,BS2DCE,,cal_roto,5,success,100,4,4,160,234,0,8117,19134,4
42.289673,1777241439.477401,1105,,BS2DCE,,cal_roto,5,success,100,4,4,101,156,0,8331,19439,4
42.488731,1777241439.676459,1106,,BS2DCE,,cal_roto,5,success,100,4,4,40,61,0,8270,19317,4
42.669015,1777241439.856743,1107,,BS2DCE,,cal_roto,5,success,100,4,4,40,62,0,8056,17120,4
42.882303,1777241440.070031,1108,,BS2DCE,,cal_roto,5,success,100,4,4,54,83,0,7995,19073,4
43.081048,1777241440.268776,1109,,BS2DCE,,cal_roto,5,success,100,4,4,117,178,0,8117,19165,4
43.261093,1777241440.448821,1110,,BS2DCE,,cal_roto,5,success,100,4,4,177,267,0,8148,19165,4
43.474651,1777241440.662379,1111,,BS2DCE,,cal_roto,5,success,100,4,4,137,186,0,8178,19287,4
43.67208,1777241440.859808,1112,,BS2DCE,,cal_roto,5,success,100,4,4,183,265,0,8270,19317,4
43.876184,1777241441.063912,1113,,BS2DCE,,cal_roto,5,success,100,4,4,157,210,0,8117,19165,4
44.108964,1777241441.296692,1114,,BS2DCE,,cal_roto,5,success,100,4,4,76,113,0,8392,19500,4
44.288791,1777241441.476519,1115,,BS2DCE,,cal_roto,5,success,100,4,4,99,145,0,8239,19287,4
44.469176,1777241441.656904,1116,,BS2DCE,,cal_roto,5,success,100,4,4,77,110,0,8117,19134,4
44.68219,1777241441.869918,1117,,BS2DCE,,cal_roto,5,success,100,4,4,79,112,0,8117,19195,4
44.881089,1777241442.068817,1118,,BS2DCE,,cal_roto,5,success,100,4,4,160,204,0,8209,19256,4
45.061003,1777241442.248731,1119,,BS2DCE,,cal_roto,5,success,100,4,4,146,220,0,8270,19317,4
45.271062,1777241442.45879,1120,,BS2DCE,,cal_roto,5,success,100,4,4,137,207,0,8209,19287,4
45.473483,1777241442.661211,1121,,BS2DCE,,cal_roto,5,success,100,4,4,77,103,0,8117,19165,4
45.675995,1777241442.863723,1122,,BS2DCE,,cal_roto,5,success,100,4,4,70,100,0,8117,19134,4
45.8897,1777241443.077428,1123,,BS2DCE,,cal_roto,5,success,100,4,4,98,140,0,8392,19500,4
46.088528,1777241443.276256,1124,,BS2DCE,,cal_roto,5,success,100,4,4,114,169,0,8239,16326,4
46.268556,1777241443.456284,1125,,BS2DCE,,cal_roto,5,success,100,4,4,103,157,0,8117,19165,4
46.482278,1777241443.670006,1126,,BS2DCE,,cal_roto,5,success,100,4,4,54,84,0,8209,19287,4
46.680929,1777241443.868657,1127,,BS2DCE,,cal_roto,5,success,100,4,4,36,55,0,8117,19165,4
46.859573,1777241444.047301,1128,,BS2DCE,,cal_roto,5,success,100,4,4,57,87,0,8117,19165,4
47.094483,1777241444.282211,1129,,BS2DCE,,cal_roto,5,success,100,4,4,116,179,0,8148,19439,4
47.27351,1777241444.461238,1130,,BS2DCE,,cal_roto,5,success,100,4,4,184,273,0,8331,19378,4
47.475928,1777241444.663656,1131,,BS2DCE,,cal_roto,5,success,100,4,4,175,248,0,8117,18157,4
47.689607,1777241444.877335,1132,,BS2DCE,,cal_roto,5,success,100,4,4,183,263,0,8331,18463,4
47.88853,1777241445.076258,1133,,BS2DCE,,cal_roto,5,success,100,4,4,128,165,0,8087,19195,4
48.068497,1777241445.256225,1134,,BS2DCE,,cal_roto,5,success,100,4,4,112,169,0,8270,19287,4
48.282197,1777241445.469925,1135,,BS2DCE,,cal_roto,5,success,100,4,4,105,153,0,8117,19348,4
48.479692,1777241445.66742,1136,,BS2DCE,,cal_roto,5,success,100,4,4,139,200,0,8270,19287,4
48.66119,1777241445.848918,1137,,BS2DCE,,cal_roto,5,success,100,4,4,54,76,0,8148,19165,4
48.876493,1777241446.064221,1138,,BS2DCE,,cal_roto,5,success,100,4,4,149,192,0,8148,19439,4
49.073518,1777241446.261246,1139,,BS2DCE,,cal_roto,5,success,100,4,4,80,114,0,8331,19378,4
49.275969,1777241446.463697,1140,,BS2DCE,,cal_roto,5,success,100,4,4,118,177,0,8117,19165,4
49.489743,1777241446.677471,1141,,BS2DCE,,cal_roto,5,success,100,4,4,108,162,0,8422,19500,4
49.688626,1777241446.876354,1142,,BS2DCE,,cal_roto,5,success,100,4,4,47,69,0,8270,19317,4
49.868529,1777241447.056257,1143,,BS2DCE,,cal_roto,5,success,100,4,4,80,112,0,8178,19226,4
50.078504,1777241447.266232,1144,,BS2DCE,,cal_roto,5,success,100,4,4,154,227,0,8178,19287,4
50.281147,1777241447.468875,1145,,BS2DCE,,cal_roto,5,success,100,4,4,73,111,0,8270,18341,4
50.461139,1777241447.648867,1146,,BS2DCE,,cal_roto,5,success,100,4,4,66,102,0,8209,19226,4
50.674641,1777241447.862369,1147,,BS2DCE,,cal_roto,5,success,100,4,4,32,49,0,8209,19439,4
50.873609,1777241448.061337,1148,,BS2DCE,,cal_roto,5,success,100,4,4,58,86,0,8239,19287,4
51.076073,1777241448.263801,1149,,BS2DCE,,cal_roto,5,success,100,4,4,78,121,0,8270,19287,4
