config,layout_source,correction_source,d_tag_mm,median_3d_mm,rmse_3d_mm,p95_3d_mm,signed_vertical_slope_mm_per_m
L_V4+C_V5,L_V4,C_V5,120.0,176.28573993602157,179.37951258015505,232.68808276974403,-175.44821715542938
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,0.0,102.33642750720954,136.39579696090004,213.92483314490156,188.17939024131888
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,2.0,100.11850129401827,133.55782606411697,208.72945733172185,183.0727789434493
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,4.0,98.0454720655971,130.75644094924996,203.59704669294663,177.9974647166453
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,6.0,95.97137165283252,127.9932666493464,200.37716919398247,172.95516049154537
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,8.0,93.88771494971324,125.27059924321767,197.56880450100056,167.94775942784963
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,10.0,91.79107663479238,122.58704012426048,194.8191944513883,162.9706569852483
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,12.0,89.68136714645559,119.9450189622228,192.13282798013392,158.0268306548946
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,14.0,87.55378705782483,117.35124936456482,189.5247007609395,153.1220687003175
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,16.0,85.41295197623374,114.80674774620525,186.9951811982192,148.25336470766928
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,18.0,83.25590679571724,112.31135784747788,184.79962695053183,143.4170351801878
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,20.0,81.0765680513932,109.86783538573964,182.80404663538712,138.61380684517005
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,22.0,78.88146949015096,107.47850300057866,180.8789662581201,133.84449645534485
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,24.0,76.67575214239042,105.15033077984567,179.02413151030856,129.11273137069645
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,26.0,75.12502163709425,102.8861588832918,177.22274036843095,124.42059737707169
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,28.0,73.94976259040897,100.68909853947866,175.48750052964817,119.7679047997986
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,30.0,72.64338188634468,98.56290789384715,173.8190170034415,115.15619833806126
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,32.0,70.59580628314797,96.50871801321796,172.20058441557356,110.58522253784488
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,34.0,69.55526997991569,94.52963132171983,170.62312999854683,106.055599507847
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,36.0,68.03851576726623,92.63003656942762,169.0935827930976,101.56725501962777
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,38.0,66.99939704676042,90.81356321668126,167.61763731744867,97.12383346698344
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,40.0,66.01035674431112,89.08448882801478,166.18881037257242,92.72715487449692
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,42.0,65.06435945965306,87.4405932217455,164.79479083900378,88.37283408804838
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,44.0,64.16478174088873,85.88671608846388,163.4380307390896,84.06272620516238
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,46.0,63.30536379795871,84.42187249396395,162.11738919251675,79.79669255553088
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,48.0,63.99370485873664,83.04827299418629,160.83275315514612,75.57258857326919
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,50.0,63.194132074515615,81.76871018329045,159.5837363607682,71.39211122632052
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,52.0,62.21507628513818,80.58457676218771,158.37084688623088,67.25647116513137
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,54.0,61.347538061854,79.49682354625952,157.1872432638306,63.16243918847776
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,56.0,59.97139842846761,78.50598238666326,156.02726356108235,59.10810057484905
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,58.0,60.44361018821802,77.61039499233605,154.00309333361366,55.09175135224773
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,60.0,60.59178299121576,76.81389344825654,150.99337486877363,51.115963983438526
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,62.0,59.19810670775021,76.11656602990092,148.04715038325529,47.1773994486804
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,64.0,57.12972749612483,75.51419931790454,145.16287917769466,43.273016406140265
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,66.0,54.78325081877736,75.0079859305216,142.34712997971445,39.40165468049095
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,68.0,52.7722163379996,74.59766553647609,139.59375666876088,35.56338692838905
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,70.0,52.9329343573245,74.28269244330687,136.9064327627995,31.75992929534436
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,72.0,54.07863168800738,74.06323326189252,134.28969806404777,27.98712923966449
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,74.0,55.32290877329879,73.93867461094052,131.7493517969597,24.245312324608115
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,76.0,56.66462669702086,73.90646900407455,129.37548365257413,20.53401796783016
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,78.0,57.14325979568457,73.96645022912308,127.40195650051687,16.849898697763365
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,80.0,57.72256177207238,74.1175415237408,125.47298917488418,13.1886766439465
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,82.0,58.43796259177116,74.3574307330694,123.5924702244604,9.554358980769544
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,84.0,59.2835292406986,74.68785530441615,121.87585608612096,5.946119007280389
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,86.0,60.35970205755291,75.10872977737475,122.65282820492452,2.3641394892308707
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,88.0,60.83391142585211,75.62083783732254,123.40542243113576,-1.1910877723723403
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,90.0,61.382749845781,76.22021872760038,124.12314025704414,-4.719867366773461
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,92.0,62.01065744431985,76.90376152650663,125.18691003710424,-8.227765314197692
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,94.0,62.724034079955885,77.67269848298231,126.48851182999285,-11.713041222802046
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,96.0,63.521841361704304,78.52559837977935,127.775920739696,-15.175416886570394
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,98.0,65.17412555440768,79.45785357076299,129.03535074543137,-18.612626673165007
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,100.0,66.84814191579088,80.4655621715199,130.25715025177985,-22.02460506504986
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,102.0,68.22512865711096,81.54408474224162,131.4426220103823,-25.41102451572771
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,104.0,69.69482609571111,82.6919730747753,132.58598247101395,-28.773594557655077
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,106.0,71.25925068272873,83.90991820946658,133.70162918565572,-32.113471292029764
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,108.0,72.91475685609484,85.1936824780896,134.78130107178112,-35.433774091306724
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,110.0,74.66641861834364,86.53951963512793,135.81523952155544,-38.73594126819325
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,112.0,76.49375361672436,87.94304992092133,137.221913027865,-42.02100564173969
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,114.0,78.39264485367792,89.3995536434727,139.57648400403755,-45.282884072670704
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,116.0,80.36011083710747,90.90740012703984,141.93889768629012,-48.52274924330401
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,118.0,82.19530097176647,92.46353136456614,143.10071383937682,-51.74152254245283
L_Vicon+C_Vicon_cm,L_Vicon,C_Vicon_cm,120.0,83.8848170157514,94.06698847759856,144.16063357618717,-54.94319467321294
L_V5+C_none,L_V5,C_none,0.0,294.75146479229056,330.03031776156286,493.9832498696266,451.52931214330994
L_V5+C_none,L_V5,C_none,2.0,288.286451447907,326.9715045454625,490.0143565036423,450.1257503935415
L_V5+C_none,L_V5,C_none,4.0,281.89028520403474,323.9164042307244,486.0231080714621,448.5073479769928
L_V5+C_none,L_V5,C_none,6.0,277.3195004117124,320.7998407708752,482.0282314143737,446.6060098808157
L_V5+C_none,L_V5,C_none,8.0,276.4188578773052,317.6764019916245,478.035635391745,444.5743663761632
L_V5+C_none,L_V5,C_none,10.0,275.38583771377625,314.5239334983752,474.05260859024605,442.3544009713982
L_V5+C_none,L_V5,C_none,12.0,273.78612869941435,311.3201116159901,470.0749702298052,439.9168216182711
L_V5+C_none,L_V5,C_none,14.0,273.16338282006484,308.03893372931924,466.0960639982277,437.2262562092064
L_V5+C_none,L_V5,C_none,16.0,271.82162949036973,304.660699197113,462.1079006615121,434.2656511515178
L_V5+C_none,L_V5,C_none,18.0,269.8783184846725,301.2189194176813,458.1113951024942,431.110284396416
L_V5+C_none,L_V5,C_none,20.0,267.2711258979612,297.73209758403453,454.1020827525313,427.8358835286823
L_V5+C_none,L_V5,C_none,22.0,264.339970322382,294.2173981692197,450.0900277163656,424.44073553870624
L_V5+C_none,L_V5,C_none,24.0,261.6864457450104,290.6585003947159,446.07310390958577,420.9262812727885
L_V5+C_none,L_V5,C_none,26.0,261.0491185617282,287.0358013900794,442.04356030223977,417.2688266500397
L_V5+C_none,L_V5,C_none,28.0,257.85018814708354,283.4201914987028,438.0108674004983,413.510428563861
L_V5+C_none,L_V5,C_none,30.0,254.7567222720563,279.7849559148429,433.9699088379042,409.6433473518113
L_V5+C_none,L_V5,C_none,32.0,252.08991753662224,276.1375599090589,429.9111097537207,405.65319357009
L_V5+C_none,L_V5,C_none,34.0,249.2638051932632,272.4386075474564,425.8413392360756,401.5008455711821
L_V5+C_none,L_V5,C_none,36.0,246.326066962198,268.7282455290837,421.7643406091439,397.23562427946223
L_V5+C_none,L_V5,C_none,38.0,243.33270708035067,265.04040250166383,417.66985356036895,392.9150095659123
L_V5+C_none,L_V5,C_none,40.0,240.2937272583653,261.35548539069765,413.56110216344007,388.51514065477767
L_V5+C_none,L_V5,C_none,42.0,237.2001551405796,257.6840242706007,409.4291492831462,384.0492417578408
L_V5+C_none,L_V5,C_none,44.0,234.04554540490204,254.01563453778277,405.27975224020895,379.5088402261667
L_V5+C_none,L_V5,C_none,46.0,230.77971293026195,250.34442705785293,401.1133147302176,374.893717652745
L_V5+C_none,L_V5,C_none,48.0,227.41939259872615,246.6792032016424,396.92552251149147,370.1733200654406
L_V5+C_none,L_V5,C_none,50.0,224.01015488834335,243.0580360652083,392.7164609708412,365.3957972610223
L_V5+C_none,L_V5,C_none,52.0,220.5637648096931,239.46346760277527,388.5460054332792,360.54445835026775
L_V5+C_none,L_V5,C_none,54.0,217.08594868606437,235.89980044555503,384.3805535954149,355.6386529535663
L_V5+C_none,L_V5,C_none,56.0,213.6010062791157,232.35725719938364,380.1964254161408,350.67564519092497
L_V5+C_none,L_V5,C_none,58.0,210.09014419414083,228.8296540996651,375.9971053480205,345.6401974556072
L_V5+C_none,L_V5,C_none,60.0,206.55754011150825,225.32459732413807,371.7836452973037,340.54465614421576
L_V5+C_none,L_V5,C_none,62.0,203.01178940820532,221.8414568398447,366.544721149293,335.38928880305326
L_V5+C_none,L_V5,C_none,64.0,199.4617850694251,218.38400653714305,360.7832328001065,330.1837867823346
L_V5+C_none,L_V5,C_none,66.0,195.8969610080765,214.94364077941864,354.9884911749887,324.91742179250974
L_V5+C_none,L_V5,C_none,68.0,192.3040724213785,211.52033866393887,349.1283437837288,319.59890872666256
L_V5+C_none,L_V5,C_none,70.0,188.69507041928813,208.1155095695801,343.21960007474365,314.22679019175496
L_V5+C_none,L_V5,C_none,72.0,185.0580877790109,204.7305530498463,337.2730385523562,308.81490164209407
L_V5+C_none,L_V5,C_none,74.0,181.39224298769724,201.36735577165743,331.2820257843072,303.3765160469338
L_V5+C_none,L_V5,C_none,76.0,177.7295910978697,198.028198318792,325.210577786722,297.92843867631007
L_V5+C_none,L_V5,C_none,78.0,174.06003241118967,194.7060187523697,319.0457273261928,292.4667595711043
L_V5+C_none,L_V5,C_none,80.0,170.39046301289596,191.40063978475945,312.80769516658734,286.9973192847532
L_V5+C_none,L_V5,C_none,82.0,166.7139976098415,188.11316835382456,306.4570124387433,281.53173892287833
L_V5+C_none,L_V5,C_none,84.0,163.0339475420438,184.83379098150928,299.9655504593396,276.05405565652205
L_V5+C_none,L_V5,C_none,86.0,159.36146958959625,181.5636501477308,293.35413534985145,270.5701281465408
L_V5+C_none,L_V5,C_none,88.0,155.69384385521528,178.30588294912923,286.705492607396,265.0866603364788
L_V5+C_none,L_V5,C_none,90.0,152.03138646638243,175.0594489311476,279.9914624182422,259.61061542632655
L_V5+C_none,L_V5,C_none,92.0,148.37111871004083,171.81847670014122,273.1909897655772,254.1326550232044
L_V5+C_none,L_V5,C_none,94.0,144.71141290715673,168.58015878356156,266.2335990734705,248.65407242990105
L_V5+C_none,L_V5,C_none,96.0,141.05729005645398,165.3618634475883,259.281135552948,243.19676774517905
L_V5+C_none,L_V5,C_none,98.0,137.4106446819817,162.16560621409758,252.4258095750332,237.7587152714489
L_V5+C_none,L_V5,C_none,100.0,133.77560923490927,158.9866282151705,245.59653802417185,232.33298678598575
L_V5+C_none,L_V5,C_none,102.0,130.15552517951176,155.8277076526448,238.78472579457588,226.92681370991025
L_V5+C_none,L_V5,C_none,104.0,126.55010956506898,152.6990560730263,233.25660261091144,221.55369957132908
L_V5+C_none,L_V5,C_none,106.0,122.96004832346388,149.5965878757498,229.57846657839855,216.2070200407628
L_V5+C_none,L_V5,C_none,108.0,119.3895904020274,146.5207998391343,225.89603456917445,210.88785635541583
L_V5+C_none,L_V5,C_none,110.0,115.84068408480486,143.47445244445308,222.2197391872617,205.59593188815745
L_V5+C_none,L_V5,C_none,112.0,112.8914413801846,140.45883555077702,218.96837794036864,200.3358231785653
L_V5+C_none,L_V5,C_none,114.0,110.35369060909552,137.47044482687696,215.8394724099209,195.1023109630384
L_V5+C_none,L_V5,C_none,116.0,107.42895878576844,134.51293979412793,212.69506751289725,189.8989765591262
L_V5+C_none,L_V5,C_none,118.0,104.50426092875335,131.58733348966248,209.5354901192079,184.72666761859867
L_V5+C_none,L_V5,C_none,120.0,101.58939998896044,128.69978802121767,206.3828838860549,179.5925729948488
