rx_id,rx,tx_id,tx,directed_link,n,valid_raw_distance_rate,raw_distance_mm_median,raw_distance_mm_mean,raw_distance_mm_std,valid_raw_distance_median,valid_raw_distance_std,fp_amp_sum_median,max_growth_cir_median,std_noise_median,max_noise_median,snr_proxy_median,peak_over_fp_median,noise_over_fp_median,rx_pream_count_median,peak_over_fp_median_z,noise_over_fp_median_z,valid_raw_distance_std_z,snr_low_z,compact_suspicion_score
5,F,4,E,F<-E,18,0.5,2152.5,2172.8888888888887,2237.007004877115,4342.0,29.861253229636,14438.5,1935.0,48.0,1141.5,307.4230769230769,0.1348596042889577,0.0032528535722058816,122.0,1.346099703114199,1.2965767411023792,0.12327371306224393,-0.19642857142857142,2.5695215858502505
6,G,5,F,G<-F,17,0.4117647058823529,-1.0,1401.0,1727.32169846847,3409.0,18.91585376898238,14981.0,1920.0,52.0,1026.0,293.96153846153845,0.12890077697108648,0.003401805573727594,122.0,0.9307966883603583,1.6112696240929498,-1.144336678086985,-0.125,2.4170663124533083
1,B,4,E,B<-E,16,0.4375,-1.0,1987.75,2329.2022811826937,4539.0,50.241796297884314,18997.5,2056.0,52.0,1226.0,367.27884615384613,0.1079199940301192,0.002722753342473752,122.0,-0.5314679389677734,0.17662690582573878,2.483588497684386,-0.39285714285714285,2.2673582606529816
5,F,6,G,F<-G,17,0.4117647058823529,-1.0,1405.4117647058824,1732.7327426215911,3413.0,11.588171308956081,14975.0,1921.0,48.0,1000.0,297.875,0.12674457429048414,0.003357112882920688,121.0,0.7805192216868696,1.5168467793178078,-1.9929714367142957,-0.14285714285714285,2.1545088581475347
7,H,5,F,H<-F,12,0.25,-1.0,1299.6666666666667,2353.044385214159,5211.0,35.92121007612816,15098.5,1936.5,44.0,996.5,330.4477272727273,0.12427989715710669,0.003026200590246171,122.0,0.6087424962871175,0.8177239589803875,0.8250904257499194,-0.25,2.0015568810174242
2,C,1,B,C<-B,13,0.23076923076923078,-1.0,796.6153846153846,1515.7302716546424,3446.0,22.50185177565027,16763.0,2108.0,52.0,1221.0,303.90625,0.12568478055538065,0.003290488431876607,121.0,0.7066564447130025,1.3760884117730126,-0.7290344908773471,-0.16071428571428573,1.9220305707717291
5,F,7,H,F<-H,17,0.47058823529411764,-1.0,2439.8823529411766,2668.6802188149322,5190.5,25.91435068506577,14262.0,1969.0,44.0,957.0,332.5681818181818,0.13473242392444912,0.003006902207339575,122.0,1.3372358132948878,0.7769520076679544,-0.3338256094737456,-0.26785714285714285,1.8463306781056992
3,D,0,A,D<-A,14,0.35714285714285715,-1.0,997.8571428571429,1390.9142459405755,2789.0,44.49381979556261,20496.0,2391.0,56.0,1309.0,378.7514880952381,0.12083680139526612,0.002640254988169301,122.0,0.3687744667236433,0.0023315308538160206,1.8179029036028802,-0.5,1.6890089011803395
2,C,5,F,C<-F,17,0.5294117647058824,3547.0,1885.1176470588234,1833.0048377716075,3559.0,14.317821063276362,16216.0,2177.0,48.0,1085.0,339.5625,0.13218797969063645,0.0029449659488312166,122.0,1.1598996857641883,0.6460984471080221,-1.6768447932589547,-0.2857142857142857,1.5202838471579248
0,A,3,D,A<-D,14,0.5,1379.0,1403.0714285714287,1457.3097165290947,2814.0,38.598050777332304,20155.0,2282.0,56.0,1292.0,351.24107142857144,0.11690214597642269,0.00284941102828326,122.0,0.09454697693510236,0.4442182902523378,1.1351011385151646,-0.3392857142857143,1.3345806914168903
5,F,2,C,F<-C,16,0.375,-1.0,1335.125,1781.5296376990195,3559.0,17.798876369029585,16208.5,2301.5,44.0,1016.0,372.60227272727275,0.13855844432563122,0.0026838269156321624,122.0,1.6038919391327944,0.09438652394328535,-1.2736962472784834,-0.4642857142857143,1.2339927487903655
5,F,3,D,F<-D,16,0.375,-1.0,2003.0625,2672.1026294848784,5343.0,17.588822208057863,16165.0,2094.0,44.0,1001.0,358.64772727272725,0.1295182096556619,0.002788706008554508,122.0,0.9738289229986558,0.31596598430627937,-1.2980230740981953,-0.375,0.9147949073049351
2,C,4,E,C<-E,21,0.47619047619047616,-1.0,2410.4285714285716,2591.6603668580606,5064.0,29.537170555834177,18559.0,2025.0,56.0,1368.0,321.4107142857143,0.10989611809732094,0.0031112839602200123,122.0,-0.39374112816136586,0.9974807310820265,0.08574099747891668,-0.23214285714285715,0.8510788714180859
4,E,3,D,E<-D,18,0.4444444444444444,-1.0,1373.111111111111,1581.0691054915562,3083.0,41.69874955302277,20692.0,2267.5,52.0,1240.0,413.3942307692308,0.10976132266857923,0.00241989816839346,122.0,-0.4031357531345678,-0.4632192653319258,1.4941997718741535,-0.6785714285714286,0.8156283433027249
7,H,3,D,H<-D,18,0.5,841.0,874.3888888888889,901.1473822717145,1745.0,38.12734510091731,21499.0,2095.5,56.0,1371.5,369.3416666666667,0.10123918716779108,0.002707682305810225,122.0,-0.9970896264081504,0.14478612538070018,1.0805876957905314,-0.4107142857142857,0.8146595354569458
1,B,7,H,B<-H,18,0.4444444444444444,-1.0,2427.8888888888887,2794.390828888322,5463.5,33.30379643738616,17208.0,2096.5,48.0,1080.5,369.5,0.12112544521629018,0.002706364109963946,122.0,0.3888916211009554,0.14200115541068423,0.5219620896547338,-0.42857142857142855,0.6242834375949446
3,D,5,F,D<-F,19,0.5263157894736842,5302.0,2813.7894736842104,2743.611844488279,5346.5,32.19195896838549,16565.0,2067.0,44.0,953.0,386.97727272727275,0.125,0.0025841310859223586,122.0,0.6589303714566973,-0.11624218700385756,0.3931977869866844,-0.5535714285714286,0.4985567298719531
2,C,3,D,C<-D,19,0.47368421052631576,-1.0,1892.9473684210527,2051.2533424357416,3990.0,37.40989174001974,18847.0,2059.0,48.0,1142.0,379.0681818181818,0.10673081897666718,0.0026380478445949995,122.0,-0.6143480021787874,-0.0023315308538160206,0.9974978699045064,-0.5178571428571429,0.4796407270473635
4,E,1,B,E<-B,15,0.4666666666666667,-1.0,2143.2,2372.831316622161,4598.0,38.09511904743297,19150.0,2051.0,48.0,1089.0,405.9375,0.10680010264305877,0.0024634334103156275,122.0,-0.6095192474606689,-0.3712417782742456,1.0768555268176836,-0.625,0.4518555268176836
7,H,2,C,H<-C,18,0.5,2003.5,2031.2777777777778,2091.301981332247,4077.0,30.606825673005964,18946.0,2037.0,56.0,1311.0,345.7946428571429,0.10620297019116123,0.002891990908624206,122.0,-0.6511366487128656,0.534177372137737,0.20962007072307717,-0.30357142857142855,0.4402260142893856
3,D,6,G,D<-G,12,0.25,-1.0,1032.25,1869.2214774654665,4134.0,6.244997998398398,15738.5,2087.5,40.0,906.5,400.86805555555554,0.13032652553248653,0.0024946021412091744,121.5,1.030164843241195,-0.3053911842315884,-2.611775897394042,-0.6071428571428571,0.42302198609833785
0,A,4,E,A<-E,18,0.5,806.0,832.7777777777778,858.3485892419203,1660.0,38.11532208676424,22019.0,2185.0,52.0,1221.5,414.7067307692308,0.09940606795886818,0.002412045951937512,122.0,-1.1248496525437672,-0.47980874791117145,1.0791952845105086,-0.7142857142857143,0.3649095702247943
6,G,3,D,G<-D,14,0.5,2035.0,2046.7142857142858,2125.0763399345096,4090.0,24.04757190000101,15240.0,2009.5,36.0,817.0,423.3333333333333,0.13116973485968716,0.00236222532010265,122.0,1.0889326774096277,-0.5850654621839179,-0.5500212992182397,-0.75,0.33893267740962774
6,G,0,A,G<-A,15,0.5333333333333333,5207.0,2810.0666666666666,2721.9456136759095,5273.5,39.321931357885845,20208.0,2168.0,32.0,728.0,647.625,0.10564461937218009,0.0015441034549314803,122.0,-0.6900511474964931,-2.313522453416825,1.2189353146143902,-1.0,0.2189353146143902
1,B,0,A,B<-A,19,0.5263157894736842,4662.0,2491.315789473684,2429.3592903075305,4742.0,38.22215762268447,19022.0,2266.0,40.0,903.0,475.175,0.11545782408335004,0.00210448782027674,122.0,-0.006115654228764973,-1.1295909203609558,1.0915681390566867,-0.9285714285714286,0.1629967104852581
3,D,7,H,D<-H,16,0.375,-1.0,659.9375,881.3763077331573,1755.0,25.843761336152273,21719.0,2108.5,60.0,1492.0,355.70208333333335,0.09873280531699133,0.00281143160294834,121.5,-1.1717729798994727,0.36397865110100486,-0.3420007146865675,-0.35714285714285715,0.006835793958147707
6,G,1,B,G<-B,16,0.375,-1.0,1390.1875,1855.0073214141232,3708.0,31.764235653745402,19032.0,2232.5,44.0,1083.5,413.1714015151515,0.11782470297261073,0.0024208037664510524,122.0,0.15884498078059997,-0.4613059962206485,0.3436622245685548,-0.6607142857142857,-0.15820708036513098
7,H,1,B,H<-B,18,0.5555555555555556,5492.0,3070.8333333333335,2827.239045013184,5527.5,23.725513693068923,15748.0,1779.5,44.0,945.5,369.7159090909091,0.11229219303800148,0.0027056783114396054,122.0,-0.2267456618795455,0.14055225970891022,-0.5873195569135896,-0.44642857142857145,-0.30587631171966123
1,B,6,G,B<-G,18,0.5555555555555556,3654.0,2052.0,1889.6340137397915,3691.0,31.50731837384939,19198.0,2163.5,48.0,1124.5,411.7083333333333,0.11197638032514337,0.0024293675712943365,122.0,-0.2487563637762428,-0.4432131313516333,0.3139080785611206,-0.6428571428571429,-0.32894906429602233
4,E,2,C,E<-C,19,0.47368421052631576,-1.0,2392.4736842105262,2592.167976561984,5044.0,32.52093342927145,18616.0,2143.0,44.0,1025.0,431.54545454545456,0.11563332065424116,0.0023172530018959344,122.0,0.00611565422876594,-0.6800790795012904,0.4312970310152669,-0.7857142857142857,-0.3483016004702529
1,B,3,D,B<-D,15,0.4666666666666667,-1.0,2640.8,2923.3523613432963,5662.0,18.293896978683083,19012.0,2275.0,48.0,1126.0,399.5416666666667,0.11771681963493864,0.002502867869433726,122.0,0.15132600548783534,-0.28792806981602576,-1.216366839531831,-0.5892857142857143,-0.43795970879787893
5,F,0,A,F<-A,19,0.47368421052631576,-1.0,2193.7894736842104,2376.950604332912,4637.0,21.633949657373705,18149.0,1686.0,48.0,1076.0,378.1041666666667,0.09346268825088838,0.0026447738167392145,122.0,-1.539076039529018,0.011878520326118799,-0.8295481128408623,-0.48214285714285715,-0.47026433681673835
0,A,5,F,A<-F,16,0.375,-1.0,1733.8125,2313.154706420072,4640.0,31.473269081343748,17524.5,1436.5,40.0,899.5,435.95,0.08148497392937618,0.0022940414762317395,122.0,-2.373867954486096,-0.7291183797809201,0.3099647563327645,-0.8214285714285714,-0.5114638150958069
3,D,2,C,D<-C,19,0.47368421052631576,-1.0,1901.0526315789473,2059.940006507315,4019.0,23.675467847072802,19465.0,2197.0,52.0,1223.0,385.6041666666667,0.11415168100078187,0.002593332973148198,122.0,-0.09714785418253415,-0.09680123696310598,-0.5931154746091095,-0.5357142857142857,-0.5357142857142857
4,E,0,A,E<-A,18,0.5,784.5,814.7222222222222,839.5950568441457,1625.0,28.258233804995278,21704.5,2178.5,56.0,1375.0,389.0648809523809,0.10158063013685503,0.002572664698501493,122.0,-0.9732926128592798,-0.1404673768508906,-0.062375434526499435,-0.5714285714285714,-0.5714285714285714
3,D,1,B,D<-B,16,0.4375,-1.0,2492.875,2920.569804564399,5701.0,24.897886695556423,18561.5,2219.0,40.0,968.5,449.57954545454544,0.11881502038931412,0.0022244716053797502,122.0,0.22786557607233937,-0.8760995750923698,-0.45154450314801137,-0.8928571428571429,-0.6649915667848035
7,H,6,G,H<-G,18,0.4444444444444444,-1.0,1664.2222222222222,1915.8336399457319,3751.0,27.778460309074976,19884.0,1990.0,48.0,1163.5,414.2711538461539,0.09868200188426168,0.002414152899510584,121.5,-1.175313746840174,-0.47535737163353625,-0.11793904104563963,-0.6964285714285714,-0.6964285714285714
5,F,1,B,F<-B,19,0.5263157894736842,1543.0,835.1052631578947,815.0816519927342,1589.5,21.894697480846304,20120.0,1971.0,48.0,1139.0,430.5625,0.09757494748902043,0.002322543184787342,122.0,-1.2524703757059406,-0.6689024394519,-0.7993503432947087,-0.7678571428571429,-0.7678571428571429
1,B,5,F,B<-F,18,0.3333333333333333,-1.0,521.9444444444445,761.0812333718719,1571.0,21.00872834482532,20379.0,1902.0,48.0,1094.0,432.54166666666663,0.0931809322348067,0.0023119233427931693,122.0,-1.5587131453992984,-0.6913391214696529,-0.9019563456699419,-0.8035714285714286,-0.8035714285714286
4,E,6,G,E<-G,17,0.47058823529411764,-1.0,2330.3529411764707,2548.940121432251,4957.5,27.27341719906551,19098.0,2071.0,44.0,998.0,445.02272727272725,0.10503514007894484,0.002247076247382667,122.0,-0.7325290671286844,-0.8283424460293494,-0.17642917624149965,-0.8392857142857143,-0.8392857142857143
6,G,7,H,G<-H,18,0.4444444444444444,-1.0,1647.111111111111,1896.1299871328906,3705.5,24.41164827348968,20317.0,1937.0,44.0,1051.5,446.1590909090909,0.0955912762607487,0.0022413712013185146,122.0,-1.390723189126285,-0.8403955730446344,-0.5078568267505894,-0.8571428571428571,-0.8571428571428571
3,D,4,E,D<-E,19,0.5263157894736842,3099.0,1646.2105263157894,1605.5964132076479,3118.5,24.59471487942089,21011.0,2215.0,48.0,1126.0,447.8958333333333,0.1064070413531986,0.0022326619842783385,122.0,-0.636913821922054,-0.8587956522041221,-0.48665548706581846,-0.875,-0.875
0,A,7,H,A<-H,20,0.5,1571.5,1587.25,1629.5899992910709,3172.0,23.443786194024003,21057.0,2327.0,44.0,1074.5,458.7291666666667,0.11374213364196639,0.002180021139797694,122.0,-0.1256914322604607,-0.9700106673998562,-0.6199470280758435,-0.9107142857142857,-0.9107142857142857
7,H,0,A,H<-A,15,0.3333333333333333,-1.0,1056.3333333333333,1547.8414309088948,3169.0,26.31539473388154,20905.0,2236.0,40.0,981.0,493.25,0.10696005740253528,0.0020273694880892043,121.0,-0.5983711321871165,-1.2925198507518818,-0.2873798305494677,-0.9464285714285714,-0.9464285714285714
6,G,4,E,G<-E,18,0.4444444444444444,-1.0,2192.4444444444443,2523.5006782647424,4935.0,26.671279362961673,18875.0,2030.0,36.0,856.0,523.5694444444445,0.10764478886573071,0.0019099700857317173,122.0,-0.550648480431626,-1.5405511360774586,-0.2461640617240395,-0.9642857142857143,-0.9642857142857143
0,A,6,G,A<-G,15,0.4,-1.0,2128.3333333333335,2699.4449870473813,5314.0,18.35937544326238,20969.0,2286.0,36.0,851.0,562.1666666666666,0.10877962706852974,0.0017788319003854136,122.0,-0.47155544723249687,-1.8176085317161774,-1.2087836368907958,-0.9821428571428571,-0.9821428571428571
