method,tag_method,layout,keep_k,repeats,elapsed_s,repeat_batch,captures_ok,solved_total,x_std_mm_median,y_std_mm_median,z_std_mm_median,d3_std_mm_median,d3_std_mm_p95,residual_rms_median_mm,residual_rms_p95_mm,kind,source_csv,roto_tracks_ok,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
T2_CUDA_REPLAY,T2,v1-old,4,5000,90.52968680099002,1000,24.0,28818.0,104.6298656463623,132.06761169433594,187.8801040649414,250.11613845825195,389.8697082519531,38.54887294769287,127.18157033920288,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v1-old,8,1,5.310636705995421,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_summary.csv,34.0,14.552523304087838,25.293368378678988,90.27342609455832,602.3003683191189,23.0
T2_CUDA_REPLAY,T2,v1-old,7,5000,119.152597384993,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_summary.csv,34.0,24.571820994476766,41.07184841980818,122.66890175858993,603.2449674784818,23.0
T2_CUDA_REPLAY,T2,v1-old,6,5000,118.80535220600724,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_summary.csv,34.0,36.48788867009114,60.639220751438685,156.80413305989393,607.2052653019141,23.0
T2_CUDA_REPLAY,T2,v1-old,5,5000,118.97878205098095,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_summary.csv,34.0,50.818812208471385,85.23821492755383,197.34173100322647,616.4079324415195,23.0
T2_CUDA_REPLAY,T2,v1-old,4,5000,118.9916097910027,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T2/roto/roto_keepk_summary.csv,34.0,81.09391487450105,137.38297446222077,258.984327800904,638.7281166097389,23.0
T3_CUDA_REPLAY,T3,v1-old,8,1,6.6435962690011365,1000,24.0,26564.0,21.00981616973877,25.03892135620117,41.42491149902344,58.04741287231445,106.3616146087646,92.8133430480957,186.70508270263667,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v1-old,7,5000,98.06314642202052,1000,24.0,28818.0,34.5798397064209,41.314504623413086,64.71583557128906,89.88788795471191,141.13776969909665,90.70744705200195,173.5394287109375,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v1-old,6,5000,98.26918478000152,1000,24.0,28818.0,48.04251766204834,57.08298587799072,86.57834815979004,119.66183853149414,174.4516460418701,83.73965454101562,156.5493125915527,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v1-old,5,5000,98.32635027902144,1000,24.0,28818.0,69.94397163391113,87.3831901550293,117.96549797058104,161.8543701171875,247.0815864562988,65.64857292175293,144.31777572631836,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v1-old,4,5000,98.32318413800384,1000,24.0,28818.0,96.82574272155762,119.0611057281494,168.97854232788086,228.0282859802246,336.98738021850585,38.91526412963867,130.00152397155762,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v1-old,8,1,6.604089252999984,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_summary.csv,34.0,16.825641624693507,30.57272787316376,92.03414025890092,597.5463454810417,23.0
T3_CUDA_REPLAY,T3,v1-old,7,5000,126.85562812599528,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_summary.csv,34.0,27.505799588670307,46.70503708822204,116.95013172743369,598.9841938137023,23.0
T3_CUDA_REPLAY,T3,v1-old,6,5000,126.86902265100798,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_summary.csv,34.0,37.35976390387434,62.34956120107751,145.3370203471715,604.0199680605189,23.0
T3_CUDA_REPLAY,T3,v1-old,5,5000,127.00757456097926,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_summary.csv,34.0,49.04066489389107,82.16284646187981,182.0981695799381,610.7607499739452,23.0
T3_CUDA_REPLAY,T3,v1-old,4,5000,127.03132603899576,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T3/roto/roto_keepk_summary.csv,34.0,72.56393027118278,122.29554762968206,238.3765976233462,628.3842014375568,23.0
T4_CUDA_REPLAY,T4,v1-old,8,1,5.175136038989876,1000,24.0,26564.0,25.272013664245605,27.51058578491211,48.79381942749024,66.03007125854492,107.97396965026851,89.26239395141602,180.9864845275879,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v1-old,7,5000,98.217195196994,1000,24.0,28818.0,34.5798397064209,41.314504623413086,64.71583557128906,89.88788795471191,141.13776969909665,90.70744705200195,173.5394287109375,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v1-old,6,5000,98.27771785101504,1000,24.0,28818.0,48.04251766204834,57.08298587799072,86.57834815979004,119.66183853149414,174.4516460418701,83.73965454101562,156.5493125915527,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v1-old,5,5000,98.61941409599967,1000,24.0,28818.0,69.94397163391113,87.3831901550293,117.96549797058104,161.8543701171875,247.0815864562988,65.64857292175293,144.31777572631836,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v1-old,4,5000,98.32625382600236,1000,24.0,28818.0,96.82574272155762,119.0611057281494,168.97854232788086,228.0282859802246,336.98738021850585,38.91526412963867,130.00152397155762,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/static/static_keepk_summary.csv,,,,,,
T4_CUDA_REPLAY,T4,v1-old,8,1,5.096160112996586,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_summary.csv,34.0,13.894211901164828,23.81139775711774,95.21155236926784,588.3073129454767,23.0
T4_CUDA_REPLAY,T4,v1-old,7,5000,126.72669955798484,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_summary.csv,34.0,27.505799588670307,46.70503708822204,116.95013172743369,598.9841938137023,23.0
T4_CUDA_REPLAY,T4,v1-old,6,5000,126.85462703800296,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_summary.csv,34.0,37.35976390387434,62.34956120107751,145.3370203471715,604.0199680605189,23.0
T4_CUDA_REPLAY,T4,v1-old,5,5000,126.83791989000748,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_summary.csv,34.0,49.04066489389107,82.16284646187981,182.0981695799381,610.7607499739452,23.0
T4_CUDA_REPLAY,T4,v1-old,4,5000,126.92321675500716,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v1-old/T4/roto/roto_keepk_summary.csv,34.0,72.56393027118278,122.29554762968206,238.3765976233462,628.3842014375568,23.0
T1_CUDA_REPLAY,T1,v2,8,1,5.198606327001471,1000,24.0,26564.0,21.798916816711422,24.899293899536133,43.660789489746094,58.52365684509277,85.97158393859863,86.50665855407715,169.57147331237792,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v2,7,5000,89.31688063398178,1000,24.0,28818.0,32.91061210632324,38.89118671417236,75.86476135253906,92.93556785583496,158.43357582092278,83.74872398376465,161.71946716308594,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v2,6,5000,89.4243111230171,1000,24.0,28818.0,47.26341724395752,56.076762199401855,93.9642734527588,124.21586418151855,205.3066333770752,77.5296516418457,146.6301383972168,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v2,5,5000,89.51283360399248,1000,24.0,28818.0,69.39815711975098,84.67918586730957,121.2844009399414,164.48579788208008,273.5603202819824,64.41082286834717,129.4512939453125,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v2,4,5000,89.4365956469992,1000,24.0,28818.0,100.49987411499023,126.15139389038086,162.39305877685547,228.39013671875,374.13381423950193,36.16708087921143,116.96589660644533,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/static/static_keepk_summary.csv,,,,,,
T1_CUDA_REPLAY,T1,v2,8,1,5.110066027002176,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_summary.csv,34.0,13.470872711035984,22.987341951637674,80.67563700168608,547.6727283332542,23.0
T1_CUDA_REPLAY,T1,v2,7,5000,118.70616043701013,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_summary.csv,34.0,20.53458221800215,34.47725027655353,103.55139552250569,547.6094493803006,23.0
T1_CUDA_REPLAY,T1,v2,6,5000,118.52948142401874,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_summary.csv,34.0,31.08535579866496,51.84529916771251,131.3402255295282,552.6913003013228,23.0
T1_CUDA_REPLAY,T1,v2,5,5000,118.53844300699711,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_summary.csv,34.0,44.0250325434584,74.06557959312006,166.34874516812596,563.3144185262915,23.0
T1_CUDA_REPLAY,T1,v2,4,5000,118.81833925498358,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T1/roto/roto_keepk_summary.csv,34.0,73.52441280399353,125.33368119451262,227.04902252277023,591.9785176692008,23.0
T2_CUDA_REPLAY,T2,v2,8,1,5.329767036993871,1000,24.0,26564.0,21.95538902282715,24.97443962097168,43.53734970092773,58.53886604309082,86.68304176330567,86.62334060668945,170.3209197998046,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v2,7,5000,89.98229421500582,1000,24.0,28818.0,32.9317193031311,39.03196144104004,75.93567276000977,93.1902847290039,157.7018520355224,83.70832443237305,161.90696716308594,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v2,6,5000,90.23707745897993,1000,24.0,28818.0,47.142778396606445,55.93000984191895,94.01068878173828,123.99582862854004,205.63564147949216,77.5125617980957,146.92765045166016,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v2,5,5000,90.38616177500808,1000,24.0,28818.0,69.21541786193848,84.19683265686035,121.11407279968262,163.81192779541016,274.0216209411621,64.41203022003174,129.77595901489258,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v2,4,5000,90.38869624801735,1000,24.0,28818.0,100.174409866333,125.65990829467772,162.04528045654297,227.54191970825195,374.7859664916992,36.17782211303711,117.16048622131348,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/static/static_keepk_summary.csv,,,,,,
T2_CUDA_REPLAY,T2,v2,8,1,5.292738365009427,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_summary.csv,34.0,13.472255358230182,22.93909392503356,80.51850835685744,547.6132744152653,23.0
T2_CUDA_REPLAY,T2,v2,7,5000,119.08663799201896,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_summary.csv,34.0,20.59464926510072,34.598572096172944,103.47564494572042,547.5380624714298,23.0
T2_CUDA_REPLAY,T2,v2,6,5000,118.7659648849949,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_summary.csv,34.0,31.12262598889896,51.864492060140776,131.23933096785134,552.6607857563646,23.0
T2_CUDA_REPLAY,T2,v2,5,5000,119.0155276460282,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_summary.csv,34.0,44.04254492470689,74.09514923935417,166.28089574399888,563.2960079625173,23.0
T2_CUDA_REPLAY,T2,v2,4,5000,119.06969480602127,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T2/roto/roto_keepk_summary.csv,34.0,73.55092367643829,125.350228888121,227.0694887267842,591.9774521336428,23.0
T3_CUDA_REPLAY,T3,v2,8,1,6.527292601997033,1000,24.0,26564.0,20.92108917236328,24.76087188720703,41.70407104492188,60.4060001373291,108.81070709228516,87.8507194519043,177.10246391296383,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v2,7,5000,98.4174070029694,1000,24.0,28818.0,30.087995529174805,37.34639644622803,63.36747741699219,85.37842559814453,126.04983978271484,84.61124801635742,165.30649185180664,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v2,6,5000,99.12641384200832,1000,24.0,28818.0,41.228209495544434,50.36959362030029,83.31882095336914,107.7422866821289,162.36448059082028,78.07236671447754,150.9392967224121,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v2,5,5000,98.5316508779797,1000,24.0,28818.0,62.37190341949463,75.50316619873047,108.44896507263184,146.32998275756836,238.72797203063965,64.92234516143799,131.86138534545898,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v2,4,5000,98.4004070610099,1000,24.0,28818.0,88.62932586669922,110.3787899017334,144.26080322265625,201.6984825134277,329.4611396789551,36.66908073425293,117.42409706115724,static,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/static/static_keepk_summary.csv,,,,,,
T3_CUDA_REPLAY,T3,v2,8,1,6.52228974600439,1000,,38457.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_summary.csv,34.0,14.44176211829008,24.670182790531616,80.04890153800078,545.5371896075181,23.0
T3_CUDA_REPLAY,T3,v2,7,5000,126.73471760799292,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_summary.csv,34.0,21.688103507370588,36.51845420928996,99.06354525774464,546.4403932576422,23.0
T3_CUDA_REPLAY,T3,v2,6,5000,126.66109328401215,1000,,40811.0,,,,,,,,roto,/home/zekaixiao/Documents/nRF_dev/BioSpur_UWB_before_start/autopos_pipeline/28052026_Erlangen_Official/Analysis/Monte-Carlo-Simulation/v2/T3/roto/roto_keepk_summary.csv,34.0,30.66706324149352,51.01093428165149,121.87633900923058,551.227392701649,23.0
