row_spec,R,L,I,T,seed_count,track_rows,p95_mean_mm,p95_max_across_seeds_mm,max_diff_across_seeds_mm,accept_delta_max_across_seeds
R2:L8:I1+I3+I7:T6,R2,L8,I1+I3+I7,T6,5,170,0.002,0.003,545.77,0.0
R2:L16:I1:T6,R2,L16,I1,T6,5,170,0.001,0.003,545.135,0.0
R2:L15:I7:T6,R2,L15,I7,T6,5,170,0.001,0.003,544.882,0.0
R2:L12:I8:T6,R2,L12,I8,T6,5,170,0.001,0.003,544.669,0.0
R2:L18:I8:T6,R2,L18,I8,T6,5,170,0.001,0.003,544.414,0.0
R4:L13:I3:T8,R4,L13,I3,T8,5,170,0.001,0.002,543.516,0.0
R2:L13:I3:T6,R2,L13,I3,T6,5,170,0.001,0.003,542.374,0.0
R4:L8:I8:T6,R4,L8,I8,T6,5,170,0.002,0.004,542.082,0.0
R4:L5:I1:T8,R4,L5,I1,T8,5,170,0.001,0.001,540.022,0.0
R2:L5:I1:T6,R2,L5,I1,T6,5,170,0.001,0.003,539.401,0.0
R4:L11:I4:T6,R4,L11,I4,T6,5,170,0.001,0.002,538.661,0.0
R4:L3:I4:T8,R4,L3,I4,T8,5,170,0.001,0.001,537.17,0.0
R2:L3:I4:T6,R2,L3,I4,T6,5,170,0.001,0.003,536.972,0.0
R2:L17:I8:T6,R2,L17,I8,T6,5,170,0.001,0.002,534.379,0.0
R4:L17:I8:T8,R4,L17,I8,T8,5,170,0.001,0.001,534.132,0.0
R2:L11:I1+I2+I3+I8:T8,R2,L11,I1+I2+I3+I8,T8,5,170,0.001,0.002,532.492,0.0
R2:L2:I8:T6,R2,L2,I8,T6,5,170,0.001,0.002,532.072,0.0
R4:L2:I8:T8,R4,L2,I8,T8,5,170,0.001,0.001,531.432,0.0
R2:L15:I1:T6,R2,L15,I1,T6,5,170,0.001,0.002,530.191,0.0
R2:L10:I1+I3+I7:T6,R2,L10,I1+I3+I7,T6,5,170,0.001,0.002,529.692,0.0
R4:L15:I1:T8,R4,L15,I1,T8,5,170,0.001,0.001,529.233,0.0
R4:L10:I1+I3+I7:T8,R4,L10,I1+I3+I7,T8,5,170,0.001,0.001,528.65,0.0
R2:L14:I7:T6,R2,L14,I7,T6,5,170,0.001,0.002,522.796,0.0
R2:L1:I3:T8,R2,L1,I3,T8,5,170,0.001,0.002,522.782,0.0
R4:L1:I0:T6,R4,L1,I0,T6,5,170,0.001,0.001,521.615,0.0
R4:L14:I7:T8,R4,L14,I7,T8,5,170,0.001,0.001,520.615,0.0
R4:L7:I1+I3+I7:T6,R4,L7,I1+I3+I7,T6,5,170,0.002,0.006,518.591,0.0
R4:L4:I8:T6,R4,L4,I8,T6,5,170,0.001,0.002,518.083,0.0
R2:L13:I7:T6,R2,L13,I7,T6,5,170,0.001,0.001,512.375,0.0
R2:L3:I3:T6,R2,L3,I3,T6,5,170,0.001,0.001,511.948,0.0
R2:L19:I8:T8,R2,L19,I8,T8,5,170,0.001,0.001,509.857,0.0
R4:L13:I7:T8,R4,L13,I7,T8,5,170,0.001,0.001,508.536,0.0
R4:L3:I3:T8,R4,L3,I3,T8,5,170,0.001,0.001,508.043,0.0
R2:L5:I8:T8,R2,L5,I8,T8,5,170,0.001,0.001,508.035,0.0
R2:L12:I4:T6,R2,L12,I4,T6,5,170,0.001,0.001,506.645,0.0
R2:L16:I8:T8,R2,L16,I8,T8,5,170,0.001,0.001,505.399,0.0
R2:L14:I1:T6,R2,L14,I1,T6,5,170,0.001,0.001,504.532,0.0
R2:L18:I4:T6,R2,L18,I4,T6,5,170,0.001,0.001,502.87,0.0
R4:L12:I4:T8,R4,L12,I4,T8,5,170,0.001,0.001,501.926,0.0
R4:L8:I4:T6,R4,L8,I4,T6,5,170,0.002,0.004,499.618,0.0
R4:L14:I1:T8,R4,L14,I1,T8,5,170,0.001,0.002,499.495,0.0
R4:L18:I4:T8,R4,L18,I4,T8,5,170,0.001,0.001,497.584,0.0
R4:L11:I3:T6,R4,L11,I3,T6,5,170,0.001,0.001,495.796,0.0
R2:L1:I7:T8,R2,L1,I7,T8,5,170,0.001,0.001,495.614,0.0
R2:L15:I8:T8,R2,L15,I8,T8,5,170,0.001,0.001,493.321,0.0
R2:L2:I4:T6,R2,L2,I4,T6,5,170,0.001,0.001,493.044,0.0
R2:L13:I1:T6,R2,L13,I1,T6,5,170,0.001,0.001,492.564,0.0
R2:L17:I4:T6,R2,L17,I4,T6,5,170,0.001,0.001,492.084,0.0
R2:L4:I1+I2+I3+I8:T8,R2,L4,I1+I2+I3+I8,T8,5,170,0.001,0.001,489.526,0.0
R4:L2:I4:T8,R4,L2,I4,T8,5,170,0.001,0.001,486.328,0.0
R4:L13:I1:T8,R4,L13,I1,T8,5,170,0.001,0.001,485.779,0.0
R4:L17:I4:T8,R4,L17,I4,T8,5,170,0.001,0.001,485.231,0.0
R2:L12:I3:T6,R2,L12,I3,T6,5,170,0.001,0.001,479.302,0.0
R2:L1:I1:T8,R2,L1,I1,T8,5,170,0.001,0.001,474.846,0.0
R2:L19:I4:T8,R2,L19,I4,T8,5,170,0.001,0.001,474.076,0.0
R2:L5:I4:T8,R2,L5,I4,T8,5,170,0.001,0.001,473.619,0.0
R2:L11:I1+I3+I7:T8,R2,L11,I1+I3+I7,T8,5,170,0.001,0.001,473.586,0.0
R2:L3:I7:T6,R2,L3,I7,T6,5,170,0.001,0.001,473.019,0.0
R2:L14:I8:T8,R2,L14,I8,T8,5,170,0.001,0.001,472.894,0.0
R4:L8:I3:T6,R4,L8,I3,T6,5,170,0.002,0.003,470.897,0.0
R4:L12:I3:T8,R4,L12,I3,T8,5,170,0.001,0.001,470.698,0.0
R4:L4:I4:T6,R4,L4,I4,T6,5,170,0.001,0.003,469.376,0.0
R2:L16:I4:T8,R2,L16,I4,T8,5,170,0.001,0.001,468.509,0.0
R4:L10:I8:T6,R4,L10,I8,T6,5,170,0.001,0.002,468.08,0.0
R4:L11:I7:T6,R4,L11,I7,T6,5,170,0.001,0.002,467.244,0.0
R2:L2:I3:T6,R2,L2,I3,T6,5,180,0.001,0.001,466.629,0.0
R4:L3:I7:T8,R4,L3,I7,T8,5,170,0.001,0.001,463.594,0.0
R2:L13:I8:T8,R2,L13,I8,T8,5,170,0.001,0.001,463.161,0.0
R2:L18:I3:T6,R2,L18,I3,T6,5,170,0.001,0.001,459.872,0.0
R4:L2:I3:T8,R4,L2,I3,T8,5,170,0.001,0.001,456.396,0.0
R2:L15:I4:T8,R2,L15,I4,T8,5,170,0.001,0.001,455.685,0.0
R4:L11:I1:T6,R4,L11,I1,T6,5,170,0.001,0.002,454.99,0.0
R2:L8:I1+I2+I3+I8:T8,R2,L8,I1+I2+I3+I8,T8,5,170,0.002,0.004,452.093,0.0
R4:L4:I3:T6,R4,L4,I3,T6,5,170,0.001,0.002,451.729,0.0
R2:L17:I3:T6,R2,L17,I3,T6,5,170,0.001,0.001,451.379,0.0
R2:L3:I1:T6,R2,L3,I1,T6,5,170,0.001,0.001,450.388,0.0
R4:L18:I3:T8,R4,L18,I3,T8,5,170,0.001,0.001,448.817,0.0
R2:L10:I1+I2+I3+I8:T8,R2,L10,I1+I2+I3+I8,T8,5,170,0.001,0.001,447.247,0.0
R2:L7:I1+I2+I3+I8:T6,R2,L7,I1+I2+I3+I8,T6,5,170,0.001,0.005,447.127,0.0
R2:L5:I3:T8,R2,L5,I3,T8,5,170,0.001,0.001,446.61,0.0
R2:L18:I7:T6,R2,L18,I7,T6,5,170,0.001,0.001,444.732,0.0
R2:L18:I1:T6,R2,L18,I1,T6,5,170,0.001,0.001,442.215,0.0
R2:L19:I3:T8,R2,L19,I3,T8,5,170,0.001,0.001,441.683,0.0
R2:L12:I7:T6,R2,L12,I7,T6,5,170,0.001,0.001,439.829,0.0
R4:L17:I3:T8,R4,L17,I3,T8,5,170,0.001,0.001,439.332,0.0
R4:L3:I1:T8,R4,L3,I1,T8,5,170,0.001,0.001,438.229,0.0
R2:L11:I8:T6,R2,L11,I8,T6,5,170,0.001,0.002,437.768,0.0
R4:L7:I1+I2+I3+I8:T8,R4,L7,I1+I2+I3+I8,T8,5,170,0.001,0.005,434.603,0.0
R2:L14:I4:T8,R2,L14,I4,T8,5,170,0.001,0.001,434.037,0.0
R2:L16:I3:T8,R2,L16,I3,T8,5,170,0.001,0.001,433.095,0.0
R2:L17:I7:T6,R2,L17,I7,T6,5,170,0.001,0.001,432.655,0.0
R4:L18:I7:T8,R4,L18,I7,T8,5,170,0.001,0.001,431.944,0.0
R4:L18:I1:T8,R4,L18,I1,T8,5,170,0.001,0.001,429.153,0.0
R2:L3:I8:T8,R2,L3,I8,T8,5,170,0.001,0.001,427.633,0.0
R4:L12:I7:T8,R4,L12,I7,T8,5,170,0.001,0.001,426.513,0.0
R4:L8:I7:T6,R4,L8,I7,T6,5,170,0.002,0.004,424.45,0.0
R4:L11:I8:T8,R4,L11,I8,T8,5,170,0.001,0.002,424.234,0.0
R2:L2:I7:T6,R2,L2,I7,T6,5,170,0.001,0.002,423.851,0.0
R2:L13:I4:T8,R2,L13,I4,T8,5,170,0.001,0.001,423.792,0.0
R2:L17:I1:T6,R2,L17,I1,T6,5,170,0.001,0.001,422.895,0.0
R2:L4:I1+I3+I7:T8,R2,L4,I1+I3+I7,T8,5,170,0.001,0.002,422.508,0.0
R2:L15:I3:T8,R2,L15,I3,T8,5,170,0.001,0.001,421.861,0.0
R4:L17:I7:T8,R4,L17,I7,T8,5,170,0.001,0.001,418.595,0.0
R2:L12:I1:T6,R2,L12,I1,T6,5,170,0.001,0.002,417.516,0.0
R2:L19:I7:T8,R2,L19,I7,T8,5,170,0.001,0.001,416.046,0.0
R2:L5:I7:T8,R2,L5,I7,T8,5,170,0.001,0.001,411.577,0.0
R2:L16:I7:T8,R2,L16,I7,T8,5,170,0.001,0.001,411.216,0.0
R4:L2:I7:T8,R4,L2,I7,T8,5,170,0.001,0.001,408.925,0.0
R4:L10:I4:T6,R4,L10,I4,T6,5,170,0.001,0.002,408.114,0.0
R4:L17:I1:T8,R4,L17,I1,T8,5,170,0.001,0.001,407.878,0.0
R2:L14:I3:T8,R2,L14,I3,T8,5,170,0.001,0.001,402.543,0.0
R4:L12:I1:T8,R4,L12,I1,T8,5,170,0.001,0.002,401.999,0.0
R2:L2:I1:T6,R2,L2,I1,T6,5,170,0.001,0.002,400.768,0.0
R2:L19:I1:T8,R2,L19,I1,T8,5,170,0.001,0.001,398.277,0.0
R2:L8:I1+I3+I7:T8,R2,L8,I1+I3+I7,T8,5,170,0.002,0.004,397.022,0.0
R4:L8:I1:T6,R4,L8,I1,T6,5,170,0.002,0.004,396.897,0.0
R2:L16:I1:T8,R2,L16,I1,T8,5,170,0.001,0.001,396.279,0.0
R2:L15:I7:T8,R2,L15,I7,T8,5,170,0.001,0.001,395.984,0.0
R2:L12:I8:T8,R2,L12,I8,T8,5,170,0.001,0.001,395.734,0.0
R2:L18:I8:T8,R2,L18,I8,T8,5,170,0.001,0.001,395.436,0.0
R2:L13:I3:T8,R2,L13,I3,T8,5,170,0.001,0.001,393.059,0.0
R2:L8:I8:T6,R2,L8,I8,T6,5,170,0.002,0.004,391.642,0.0
R2:L5:I1:T8,R2,L5,I1,T8,5,170,0.001,0.001,389.613,0.0
R2:L11:I4:T6,R2,L11,I4,T6,5,170,0.001,0.001,388.275,0.0
R4:L19:I0:T6,R4,L19,I0,T6,5,170,0.001,0.001,387.474,0.0
R2:L3:I4:T8,R2,L3,I4,T8,5,170,0.001,0.001,386.813,0.0
R2:L17:I8:T8,R2,L17,I8,T8,5,170,0.001,0.001,383.84,0.0
R4:L2:I1:T8,R4,L2,I1,T8,5,170,0.001,0.002,383.818,0.0
R4:L16:I0:T6,R4,L16,I0,T6,5,170,0.001,0.001,382.579,0.0
R2:L2:I8:T8,R2,L2,I8,T8,5,170,0.001,0.001,381.208,0.0
R2:L15:I1:T8,R2,L15,I1,T8,5,170,0.001,0.001,379.071,0.0
R2:L10:I1+I3+I7:T8,R2,L10,I1+I3+I7,T8,5,170,0.001,0.001,378.506,0.0
R4:L4:I7:T6,R4,L4,I7,T6,5,170,0.001,0.003,378.147,0.0
R4:L5:I0:T6,R4,L5,I0,T6,5,170,0.001,0.001,377.848,0.0
R4:L8:I8:T8,R4,L8,I8,T8,5,170,0.001,0.004,373.991,0.0
R2:L1:I0:T6,R2,L1,I0,T6,5,170,0.001,0.001,371.715,0.0
R2:L14:I7:T8,R2,L14,I7,T8,5,170,0.001,0.001,370.754,0.0
R4:L11:I4:T8,R4,L11,I4,T8,5,170,0.001,0.001,370.38,0.0
R2:L7:I1+I3+I7:T6,R2,L7,I1+I3+I7,T6,5,170,0.001,0.004,368.814,0.0
R2:L4:I8:T6,R2,L4,I8,T6,5,170,0.001,0.003,368.328,0.0
R2:L13:I7:T8,R2,L13,I7,T8,5,170,0.001,0.001,359.252,0.0
R2:L3:I3:T8,R2,L3,I3,T8,5,170,0.001,0.001,358.786,0.0
R4:L15:I0:T6,R4,L15,I0,T6,5,170,0.001,0.001,356.455,0.0
R4:L10:I3:T6,R4,L10,I3,T6,5,170,0.001,0.002,354.756,0.0
R2:L12:I4:T8,R2,L12,I4,T8,5,170,0.001,0.001,353.035,0.0
R4:L1:I0:T8,R4,L1,I0,T8,5,170,0.001,0.001,352.728,0.0
R2:L8:I4:T6,R2,L8,I4,T6,5,170,0.002,0.003,350.877,0.0
R2:L14:I1:T8,R2,L14,I1,T8,5,170,0.001,0.001,350.762,0.0
R4:L7:I1+I3+I7:T8,R4,L7,I1+I3+I7,T8,5,170,0.001,0.006,349.655,0.0
R4:L4:I8:T8,R4,L4,I8,T8,5,170,0.001,0.002,349.141,0.0
R2:L18:I4:T8,R2,L18,I4,T8,5,170,0.001,0.001,348.981,0.0
R4:L4:I1:T6,R4,L4,I1,T6,5,170,0.001,0.006,348.71,0.0
R2:L11:I3:T6,R2,L11,I3,T6,5,170,0.001,0.001,347.318,0.0
R2:L2:I4:T8,R2,L2,I4,T8,5,170,0.001,0.001,338.579,0.0
R4:L10:I7:T6,R4,L10,I7,T6,5,170,0.001,0.002,338.46,0.0
R2:L13:I1:T8,R2,L13,I1,T8,5,170,0.001,0.001,338.076,0.0
R2:L17:I4:T8,R2,L17,I4,T8,5,170,0.001,0.001,337.574,0.0
R4:L10:I1:T6,R4,L10,I1,T6,5,170,0.001,0.004,333.944,0.0
R4:L8:I4:T8,R4,L8,I4,T8,5,170,0.001,0.004,330.783,0.0
R4:L11:I3:T8,R4,L11,I3,T8,5,170,0.001,0.001,327.065,0.0
R2:L8:I3:T6,R2,L8,I3,T6,5,170,0.002,0.004,324.577,0.0
R2:L12:I3:T8,R2,L12,I3,T8,5,170,0.001,0.001,324.397,0.0
R2:L4:I4:T6,R2,L4,I4,T6,5,170,0.001,0.002,323.212,0.0
R2:L10:I8:T6,R2,L10,I8,T6,5,170,0.001,0.002,322.052,0.0
R2:L11:I7:T6,R2,L11,I7,T6,5,170,0.001,0.002,321.305,0.0
R2:L3:I7:T8,R2,L3,I7,T8,5,170,0.001,0.001,318.053,0.0
R4:L14:I0:T6,R4,L14,I0,T6,5,170,0.001,0.001,315.395,0.0
R2:L2:I3:T8,R2,L2,I3,T8,5,170,0.001,0.001,311.689,0.0
R2:L11:I1:T6,R2,L11,I1,T6,5,170,0.001,0.002,310.454,0.0
R2:L4:I3:T6,R2,L4,I3,T6,5,170,0.001,0.001,307.598,0.0
R2:L18:I3:T8,R2,L18,I3,T8,5,170,0.001,0.001,305.059,0.0
R4:L8:I3:T8,R4,L8,I3,T8,5,170,0.001,0.003,303.521,0.0
R4:L4:I4:T8,R4,L4,I4,T8,5,170,0.001,0.002,302.12,0.0
R4:L10:I8:T8,R4,L10,I8,T8,5,170,0.001,0.002,300.93,0.0
R4:L11:I7:T8,R4,L11,I7,T8,5,170,0.001,0.002,300.165,0.0
R4:L13:I0:T6,R4,L13,I0,T6,5,170,0.001,0.002,298.589,0.0
R2:L17:I3:T8,R2,L17,I3,T8,5,170,0.001,0.001,296.865,0.0
R2:L3:I1:T8,R2,L3,I1,T8,5,170,0.001,0.001,295.919,0.0
R2:L7:I1+I2+I3+I8:T8,R2,L7,I1+I2+I3+I8,T8,5,170,0.001,0.005,292.822,0.0
R2:L18:I7:T8,R2,L18,I7,T8,5,170,0.001,0.001,290.562,0.0
R4:L11:I1:T8,R4,L11,I1,T8,5,170,0.001,0.002,289.089,0.0
R2:L18:I1:T8,R2,L18,I1,T8,5,170,0.001,0.001,288.2,0.0
R4:L4:I3:T8,R4,L4,I3,T8,5,170,0.001,0.002,286.189,0.0
R2:L12:I7:T8,R2,L12,I7,T8,5,170,0.001,0.001,285.974,0.0
R2:L8:I7:T6,R2,L8,I7,T6,5,170,0.002,0.005,284.241,0.0
R2:L11:I8:T8,R2,L11,I8,T8,5,170,0.001,0.002,284.06,0.0
R2:L17:I7:T8,R2,L17,I7,T8,5,170,0.001,0.001,279.353,0.0
R2:L2:I7:T8,R2,L2,I7,T8,5,170,0.001,0.001,271.38,0.0
R2:L10:I4:T6,R2,L10,I4,T6,5,170,0.001,0.001,270.717,0.0
R2:L17:I1:T8,R2,L17,I1,T8,5,170,0.001,0.001,270.524,0.0
R2:L12:I1:T8,R2,L12,I1,T8,5,170,0.001,0.002,265.745,0.0
R4:L8:I7:T8,R4,L8,I7,T8,5,170,0.001,0.004,262.708,0.0
R2:L8:I1:T6,R2,L8,I1,T6,5,170,0.001,0.004,261.636,0.0
R4:L7:I8:T6,R4,L7,I8,T6,5,170,0.002,0.005,260.435,0.0
R2:L19:I0:T6,R2,L19,I0,T6,5,170,0.001,0.001,254.14,0.0
R2:L2:I1:T8,R2,L2,I1,T8,5,170,0.001,0.001,251.265,0.0
R2:L16:I0:T6,R2,L16,I0,T6,5,170,0.001,0.001,250.295,0.0
R4:L10:I4:T8,R4,L10,I4,T8,5,170,0.001,0.002,249.317,0.0
R2:L4:I7:T6,R2,L4,I7,T6,5,170,0.001,0.003,246.842,0.0
R2:L5:I0:T6,R2,L5,I0,T6,5,170,0.001,0.001,246.61,0.0
R2:L8:I8:T8,R2,L8,I8,T8,5,170,0.001,0.004,243.631,0.0
R4:L3:I0:T6,R4,L3,I0,T6,5,170,0.001,0.002,243.576,0.0
R2:L11:I4:T8,R2,L11,I4,T8,5,170,0.001,0.001,240.859,0.0
R4:L8:I1:T8,R4,L8,I1,T8,5,170,0.001,0.003,240.416,0.0
R4:L19:I0:T8,R4,L19,I0,T8,5,170,0.001,0.001,233.125,0.0
R2:L15:I0:T6,R2,L15,I0,T6,5,170,0.001,0.001,230.354,0.0
R4:L16:I0:T8,R4,L16,I0,T8,5,170,0.001,0.001,229.407,0.0
R2:L10:I3:T6,R2,L10,I3,T6,5,170,0.001,0.002,229.092,0.0
R2:L1:I0:T8,R2,L1,I0,T8,5,170,0.001,0.002,227.591,0.0
R4:L4:I7:T8,R4,L4,I7,T8,5,170,0.001,0.003,226.08,0.0
R4:L5:I0:T8,R4,L5,I0,T8,5,170,0.001,0.002,225.857,0.0
R2:L7:I1+I3+I7:T8,R2,L7,I1+I3+I7,T8,5,170,0.001,0.002,225.329,0.0
R2:L4:I8:T8,R2,L4,I8,T8,5,170,0.001,0.003,224.952,0.0
R2:L4:I1:T6,R2,L4,I1,T6,5,170,0.001,0.003,224.636,0.0
R4:L18:I0:T6,R4,L18,I0,T6,5,170,0.001,0.002,222.017,0.0
R4:L7:I4:T6,R4,L7,I4,T6,5,170,0.002,0.004,219.323,0.0
R2:L10:I7:T6,R2,L10,I7,T6,5,170,0.001,0.002,217.213,0.0
R2:L10:I1:T6,R2,L10,I1,T6,5,170,0.001,0.002,213.996,0.0
R4:L7:I3:T6,R4,L7,I3,T6,5,170,0.001,0.003,213.342,0.0
R2:L8:I4:T8,R2,L8,I4,T8,5,170,0.001,0.003,211.764,0.0
R4:L15:I0:T8,R4,L15,I0,T8,5,170,0.001,0.002,210.368,0.0
R4:L10:I3:T8,R4,L10,I3,T8,5,170,0.001,0.002,209.178,0.0
R2:L11:I3:T8,R2,L11,I3,T8,5,170,0.001,0.001,209.161,0.0
R4:L17:I0:T6,R4,L17,I0,T6,5,170,0.001,0.001,206.323,0.0
R4:L12:I0:T6,R4,L12,I0,T6,5,170,0.001,0.002,206.194,0.0
R4:L4:I1:T8,R4,L4,I1,T8,5,170,0.001,0.003,204.992,0.0
R2:L14:I0:T6,R2,L14,I0,T6,5,170,0.001,0.002,201.14,0.0
R4:L10:I7:T8,R4,L10,I7,T8,5,170,0.001,0.002,198.072,0.0
R4:L10:I1:T8,R4,L10,I1,T8,5,170,0.001,0.002,195.096,0.0
R2:L8:I3:T8,R2,L8,I3,T8,5,170,0.001,0.003,193.227,0.0
R2:L4:I4:T8,R2,L4,I4,T8,5,170,0.001,0.002,192.31,0.0
R2:L10:I8:T8,R2,L10,I8,T8,5,170,0.001,0.002,191.535,0.0
R4:L2:I0:T6,R4,L2,I0,T6,5,170,0.001,0.002,191.236,0.0
R2:L11:I7:T8,R2,L11,I7,T8,5,170,0.001,0.002,191.038,0.0
R2:L13:I0:T6,R2,L13,I0,T6,5,170,0.001,0.002,190.018,0.0
R2:L11:I1:T8,R2,L11,I1,T8,5,170,0.001,0.002,183.969,0.0
R4:L14:I0:T8,R4,L14,I0,T8,5,170,0.001,0.002,183.351,0.0
R2:L4:I3:T8,R2,L4,I3,T8,5,170,0.001,0.002,182.159,0.0
R4:L13:I0:T8,R4,L13,I0,T8,5,170,0.001,0.002,173.408,0.0
R2:L8:I7:T8,R2,L8,I7,T8,5,170,0.001,0.003,168.171,0.0
R2:L7:I8:T6,R2,L7,I8,T6,5,170,0.002,0.004,166.885,0.0
R4:L7:I7:T6,R4,L7,I7,T6,5,170,0.002,0.006,161.201,0.0
R2:L10:I4:T8,R2,L10,I4,T8,5,170,0.001,0.002,160.776,0.0
R2:L7:I0:T8,R2,L7,I0,T8,5,170,0.003,0.009,158.042,0.0
R2:L3:I0:T6,R2,L3,I0,T6,5,170,0.001,0.002,157.749,0.0
R2:L8:I1:T8,R2,L8,I1,T8,5,170,0.001,0.004,156.12,0.0
R4:L7:I0:T8,R4,L7,I0,T8,5,170,0.003,0.013,154.793,0.0
R2:L7:I0:T6,R2,L7,I0,T6,5,170,0.003,0.009,153.607,0.0
R4:L7:I8:T8,R4,L7,I8,T8,5,170,0.002,0.005,153.563,0.0
R2:L19:I0:T8,R2,L19,I0,T8,5,170,0.001,0.002,152.473,0.0
R2:L16:I0:T8,R2,L16,I0,T8,5,170,0.001,0.002,150.674,0.0
R2:L4:I7:T8,R2,L4,I7,T8,5,170,0.001,0.002,149.101,0.0
R2:L5:I0:T8,R2,L5,I0,T8,5,170,0.001,0.002,148.996,0.0
R4:L7:I1:T6,R4,L7,I1,T6,5,170,0.002,0.007,148.379,0.0
R2:L10:I0:T8,R2,L10,I0,T8,5,170,0.001,0.003,148.09,0.0
R4:L7:I0:T6,R4,L7,I0,T6,5,170,0.003,0.011,147.345,0.0
R2:L18:I0:T6,R2,L18,I0,T6,5,170,0.001,0.002,147.227,0.0
R2:L4:I0:T8,R2,L4,I0,T8,5,170,0.001,0.004,146.647,0.0
R4:L3:I0:T8,R4,L3,I0,T8,5,170,0.001,0.002,146.146,0.0
R2:L7:I4:T6,R2,L7,I4,T6,5,170,0.002,0.005,146.014,0.0
R2:L7:I3:T6,R2,L7,I3,T6,5,170,0.001,0.003,143.411,0.0
R2:L15:I0:T8,R2,L15,I0,T8,5,170,0.001,0.002,142.163,0.0
R2:L10:I3:T8,R2,L10,I3,T8,5,170,0.001,0.002,141.673,0.0
R2:L17:I0:T6,R2,L17,I0,T6,5,170,0.001,0.002,140.518,0.0
R2:L12:I0:T6,R2,L12,I0,T6,5,170,0.001,0.002,140.467,0.0
R2:L4:I1:T8,R2,L4,I1,T8,5,170,0.001,0.002,139.991,0.0
R4:L10:I0:T8,R4,L10,I0,T8,5,170,0.001,0.003,138.944,0.0
R2:L8:I0:T8,R2,L8,I0,T8,5,170,0.001,0.003,138.366,0.0
R4:L18:I0:T8,R4,L18,I0,T8,5,170,0.001,0.002,138.042,0.0
R2:L11:I0:T8,R2,L11,I0,T8,5,170,0.001,0.002,137.812,0.0
R2:L10:I7:T8,R2,L10,I7,T8,5,170,0.001,0.002,137.36,0.0
R4:L7:I4:T8,R4,L7,I4,T8,5,170,0.002,0.005,137.147,0.0
R4:L4:I0:T8,R4,L4,I0,T8,5,170,0.001,0.004,136.949,0.0
R4:L11:I0:T6,R4,L11,I0,T6,5,170,0.001,0.003,136.366,0.0
R2:L10:I1:T8,R2,L10,I1,T8,5,170,0.001,0.002,136.288,0.0
R2:L10:I0:T6,R2,L10,I0,T6,5,170,0.001,0.003,136.161,0.0
R4:L7:I3:T8,R4,L7,I3,T8,5,170,0.001,0.003,135.26,0.0
R2:L2:I0:T6,R2,L2,I0,T6,5,170,0.001,0.002,134.955,0.0
R4:L8:I0:T6,R4,L8,I0,T6,5,170,0.001,0.005,134.856,0.0
R2:L7:I1:T8,R2,L7,I1,T8,5,170,0.002,0.006,134.401,0.0
R2:L4:I0:T6,R2,L4,I0,T6,5,170,0.001,0.004,134.125,0.0
R4:L17:I0:T8,R4,L17,I0,T8,5,170,0.001,0.002,133.227,0.0
R4:L12:I0:T8,R4,L12,I0,T8,5,170,0.001,0.002,133.191,0.0
R2:L14:I0:T8,R2,L14,I0,T8,5,170,0.001,0.002,132.443,0.0
R2:L7:I7:T8,R2,L7,I7,T8,5,170,0.002,0.006,131.789,0.0
R2:L13:I0:T8,R2,L13,I0,T8,5,170,0.001,0.002,129.715,0.0
R4:L2:I0:T8,R4,L2,I0,T8,5,170,0.001,0.002,129.562,0.0
R4:L8:I0:T8,R4,L8,I0,T8,5,170,0.001,0.003,127.881,0.0
R2:L2:I0:T8,R2,L2,I0,T8,5,170,0.001,0.002,127.746,0.0
R4:L11:I0:T8,R4,L11,I0,T8,5,170,0.001,0.003,127.467,0.0
R2:L7:I7:T6,R2,L7,I7,T6,5,170,0.002,0.006,127.149,0.0
R2:L12:I0:T8,R2,L12,I0,T8,5,170,0.001,0.002,126.526,0.0
R2:L17:I0:T8,R2,L17,I0,T8,5,170,0.001,0.002,126.517,0.0
R4:L10:I0:T6,R4,L10,I0,T6,5,170,0.001,0.004,126.435,0.0
R2:L8:I0:T6,R2,L8,I0,T6,5,170,0.001,0.003,126.179,0.0
R2:L7:I3:T8,R2,L7,I3,T8,5,170,0.001,0.003,126.109,0.0
R2:L7:I8:T8,R2,L7,I8,T8,5,170,0.002,0.003,126.075,0.0
R2:L11:I0:T6,R2,L11,I0,T6,5,170,0.001,0.002,125.942,0.0
R2:L7:I4:T8,R2,L7,I4,T8,5,170,0.001,0.004,125.843,0.0
R2:L18:I0:T8,R2,L18,I0,T8,5,170,0.001,0.002,125.748,0.0
R4:L7:I1:T8,R4,L7,I1,T8,5,170,0.002,0.008,125.719,0.0
R4:L4:I0:T6,R4,L4,I0,T6,5,170,0.002,0.004,125.649,0.0
R2:L7:I1:T6,R2,L7,I1,T6,5,170,0.002,0.006,125.638,0.0
R4:L7:I7:T8,R4,L7,I7,T8,5,170,0.002,0.006,125.619,0.0
R2:L3:I0:T8,R2,L3,I0,T8,5,170,0.001,0.002,125.537,0.0
