phase,material,wall_count,walls,distance_cm,seed,metal_box_count,device,tag_points,trials,samples,range_bias_mean_m,range_sigma_mean_m,hor_err_p50_m,hor_err_p90_m,hor_err_p95_m,z_err_p50_m,z_err_p90_m,z_err_p95_m,pos_err_p50_m,pos_err_p90_m,pos_err_p95_m,failure_gt_0p5m_ratio,failure_gt_1p0m_ratio
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,0,11,6,cuda:0,847,96,81312,0.26651430130004883,0.14933572709560394,0.22762325406074524,0.4365639090538025,0.5026113986968994,0.42957553267478943,0.7619402408599854,0.8571835160255432,0.5223647356033325,0.8119097352027893,0.905206561088562,0.540658175945282,0.0231208186596632
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,0,6,cuda:0,847,96,81312,0.233646422624588,0.1351902037858963,0.2121051847934723,0.3968857228755951,0.4544886648654938,0.39595624804496765,0.6988718509674072,0.7792736291885376,0.48181867599487305,0.7439532279968262,0.8190901875495911,0.46370768547058105,0.007366686128079891
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,1,6,cuda:0,847,96,81312,0.233646422624588,0.1351902186870575,0.2120131552219391,0.39748406410217285,0.4540484845638275,0.393796443939209,0.6949810981750488,0.7775738835334778,0.48012351989746094,0.7406896352767944,0.8171817064285278,0.4612603187561035,0.00726829981431365
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,2,6,cuda:0,847,96,81312,0.233646422624588,0.1351902186870575,0.21111540496349335,0.3994373679161072,0.4594201445579529,0.39209431409835815,0.6986303329467773,0.7822756767272949,0.47838348150253296,0.7444338202476501,0.826414942741394,0.4584439992904663,0.009297520853579044
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,3,6,cuda:0,847,96,81312,0.2336464375257492,0.1351902037858963,0.21160642802715302,0.3957555890083313,0.4526083767414093,0.39447274804115295,0.6993852257728577,0.7830737233161926,0.48066142201423645,0.7424530386924744,0.8229637742042542,0.46100205183029175,0.0075388625264167786
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,4,6,cuda:0,847,96,81312,0.233646422624588,0.1351902037858963,0.2098025679588318,0.40134871006011963,0.4646416902542114,0.3913366198539734,0.7049033045768738,0.7945466041564941,0.4779754877090454,0.7527545690536499,0.8380711078643799,0.45648857951164246,0.011511215940117836
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,5,6,cuda:0,847,96,81312,0.233646422624588,0.1351902037858963,0.20968811213970184,0.40076133608818054,0.46660467982292175,0.39272573590278625,0.7028425931930542,0.7929913401603699,0.4782167673110962,0.7501043081283569,0.8399702310562134,0.45675912499427795,0.01176948007196188
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,6,6,cuda:0,847,96,81312,0.233646422624588,0.1351902186870575,0.21160395443439484,0.39887571334838867,0.45638322830200195,0.3924419581890106,0.6979113817214966,0.7807483673095703,0.4797988831996918,0.7440447807312012,0.8215570449829102,0.4592680037021637,0.007674143649637699
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,7,6,cuda:0,847,96,81312,0.233646422624588,0.1351902037858963,0.210767462849617,0.39920783042907715,0.45916157960891724,0.39280760288238525,0.6994078755378723,0.7853487730026245,0.479390025138855,0.7455623149871826,0.8277467489242554,0.4585669934749603,0.008731798268854618
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,8,6,cuda:0,847,96,81312,0.233646422624588,0.1351902186870575,0.21036523580551147,0.4003300070762634,0.46155595779418945,0.39150694012641907,0.7023722529411316,0.789802610874176,0.478746235370636,0.7494770884513855,0.8345271944999695,0.45791518688201904,0.011056178249418736
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,9,6,cuda:0,847,96,81312,0.233646422624588,0.1351902186870575,0.21185311675071716,0.39878177642822266,0.4552890360355377,0.3937394320964813,0.6981597542762756,0.7802339196205139,0.4806445240974426,0.7418496608734131,0.8211176991462708,0.46078068017959595,0.00763724884018302
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,10,6,cuda:0,847,96,81312,0.233646422624588,0.1351902037858963,0.21180011332035065,0.39798998832702637,0.454975962638855,0.3931663930416107,0.6991896033287048,0.7801196575164795,0.4799491763114929,0.7431983947753906,0.8201269507408142,0.46057161688804626,0.008018496446311474
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,5,11,6,cuda:0,847,96,81312,0.233646422624588,0.1351902037858963,0.21279001235961914,0.39939647912979126,0.4559876322746277,0.3935464024543762,0.7003707885742188,0.785261332988739,0.48055946826934814,0.7442566752433777,0.8249542713165283,0.4605962038040161,0.0081291813403368
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,0,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19508877396583557,0.3688863217830658,0.42169657349586487,0.3577769994735718,0.640448272228241,0.7155516147613525,0.4393264651298523,0.6836199164390564,0.7556085586547852,0.37143346667289734,0.003074576845392585
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,1,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19245660305023193,0.3680410385131836,0.42575815320014954,0.3579452931880951,0.6445761919021606,0.7247269153594971,0.43823331594467163,0.6868706345558167,0.7648556232452393,0.372085303068161,0.0045626722276210785
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,2,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.1911228597164154,0.3705732524394989,0.4282786250114441,0.35625219345092773,0.6450366973876953,0.7298775911331177,0.4360348582267761,0.6903732419013977,0.7719465494155884,0.367116779088974,0.00495621794834733
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,3,6,cuda:0,847,96,81312,0.20492711663246155,0.12277651578187943,0.1947181075811386,0.3673749268054962,0.4203060269355774,0.3591699004173279,0.6417317390441895,0.717531681060791,0.4401569962501526,0.6839656233787537,0.7559207677841187,0.37176552414894104,0.003074576845392585
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,4,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19173958897590637,0.3687213063240051,0.4262552261352539,0.3562623858451843,0.6422137022018433,0.7258275747299194,0.43641915917396545,0.6872667670249939,0.7669257521629333,0.3664526641368866,0.004820936359465122
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,5,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19251084327697754,0.36997196078300476,0.4247499406337738,0.3567562997341156,0.6429795622825623,0.7245904207229614,0.437321275472641,0.6869570016860962,0.7645801901817322,0.367940753698349,0.004095336422324181
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,6,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.1937226504087448,0.3692726194858551,0.4229946434497833,0.35694506764411926,0.6411479115486145,0.7184815406799316,0.43810686469078064,0.6829817295074463,0.7558168768882751,0.36951494216918945,0.003578807460144162
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,7,6,cuda:0,847,96,81312,0.20492711663246155,0.12277651578187943,0.1948302984237671,0.3676965534687042,0.4199298620223999,0.35871297121047974,0.642654299736023,0.7190431952476501,0.4400913417339325,0.6838493943214417,0.7577826976776123,0.37111371755599976,0.0033697362523525953
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,8,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19259002804756165,0.36830851435661316,0.4259438216686249,0.35618335008621216,0.6425589919090271,0.7260441780090332,0.436387836933136,0.686865508556366,0.7679012417793274,0.36588695645332336,0.00495621794834733
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,9,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19233568012714386,0.36937329173088074,0.4260982573032379,0.3581799268722534,0.6453208327293396,0.7272612452507019,0.4375033378601074,0.6885668635368347,0.7675523161888123,0.3715318739414215,0.004390495829284191
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,10,6,cuda:0,847,96,81312,0.20492711663246155,0.12277651578187943,0.1931188702583313,0.3690243661403656,0.4249100089073181,0.3582516312599182,0.6435998678207397,0.7243194580078125,0.4384409487247467,0.6872192621231079,0.7644891142845154,0.3695887327194214,0.004230617545545101
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,10,11,6,cuda:0,847,96,81312,0.20492711663246155,0.12277650833129883,0.19551518559455872,0.36885136365890503,0.42073318362236023,0.35717159509658813,0.6409420371055603,0.715950608253479,0.4394606947898865,0.6819024085998535,0.7541871666908264,0.3730076551437378,0.003209858201444149
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,0,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17603234946727753,0.3411282002925873,0.391152560710907,0.3236912786960602,0.5876165628433228,0.660499632358551,0.39832228422164917,0.628606915473938,0.6980088949203491,0.2793068587779999,0.0013036206364631653
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,1,6,cuda:0,847,96,81312,0.17982371151447296,0.1118772029876709,0.17337875068187714,0.3393707871437073,0.39339202642440796,0.32063665986061096,0.5861950516700745,0.6615591645240784,0.3947664797306061,0.6273878812789917,0.7018880844116211,0.2753468155860901,0.0018939393339678645
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,2,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17265844345092773,0.3411703109741211,0.3949183523654938,0.3200405538082123,0.5862844586372375,0.663602352142334,0.3942738175392151,0.6288342475891113,0.7032889723777771,0.27063655853271484,0.002287485171109438
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,3,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17565250396728516,0.3404354751110077,0.3919220268726349,0.32249969244003296,0.5875148773193359,0.6624938249588013,0.3975571393966675,0.6287492513656616,0.6998577117919922,0.2774498164653778,0.001709464704617858
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,4,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17082151770591736,0.3403589427471161,0.3969517648220062,0.3167933225631714,0.5868810415267944,0.6676337718963623,0.39062172174453735,0.6308550834655762,0.7095004320144653,0.2680170238018036,0.0022013969719409943
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,5,6,cuda:0,847,96,81312,0.17982371151447296,0.1118772029876709,0.1746896207332611,0.340206116437912,0.3913344740867615,0.32149773836135864,0.5854071974754333,0.6589059829711914,0.3964897096157074,0.626615047454834,0.6971505284309387,0.2772899270057678,0.0014389019925147295
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,6,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17626570165157318,0.3413410186767578,0.39067599177360535,0.32274535298347473,0.5847476124763489,0.6557266712188721,0.39791861176490784,0.6256548166275024,0.6952388286590576,0.27775728702545166,0.0014757969183847308
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,7,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17560705542564392,0.3414314389228821,0.3934313952922821,0.32350361347198486,0.5885204672813416,0.6648913621902466,0.39871746301651,0.6300349831581116,0.7037216424942017,0.2792576551437378,0.0015495867701247334
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,8,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.1726822704076767,0.34125572443008423,0.39438652992248535,0.3199928402900696,0.5875698328018188,0.6668410301208496,0.3942263722419739,0.630115270614624,0.7069821357727051,0.276404470205307,0.0019308342598378658
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,9,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17513811588287354,0.3399805426597595,0.3920274078845978,0.3225208520889282,0.5839638113975525,0.6589754223823547,0.39692258834838867,0.6259994506835938,0.6974458694458008,0.2736865282058716,0.0012790239416062832
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,10,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17165657877922058,0.33911553025245667,0.3936983644962311,0.32080212235450745,0.5867823958396912,0.666789174079895,0.3943389654159546,0.629010021686554,0.7063078880310059,0.27222302556037903,0.0021645021624863148
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,15,11,6,cuda:0,847,96,81312,0.17982372641563416,0.1118772029876709,0.17400141060352325,0.3398050367832184,0.3928348422050476,0.3201965391635895,0.5860934853553772,0.6624506115913391,0.39521360397338867,0.628686249256134,0.7024012804031372,0.2733790874481201,0.0015249900752678514
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,0,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15381062030792236,0.3087066411972046,0.36115679144859314,0.2837783694267273,0.529996395111084,0.6029621362686157,0.35103362798690796,0.570580780506134,0.6444608569145203,0.18288813531398773,0.0008239866001531482
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,1,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.1543062925338745,0.31067460775375366,0.36274391412734985,0.2834189534187317,0.5263601541519165,0.5999484658241272,0.35155463218688965,0.5678474307060242,0.6386510729789734,0.1815968006849289,0.0006395119708031416
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,2,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15431132912635803,0.3105027973651886,0.3616025149822235,0.28500181436538696,0.5262635350227356,0.6009546518325806,0.35247546434402466,0.5681037902832031,0.6402879953384399,0.18212562799453735,0.0006641086074523628
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,3,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15611596405506134,0.31087931990623474,0.3597806692123413,0.2863248586654663,0.5254154205322266,0.597475528717041,0.35466575622558594,0.565906286239624,0.6355937719345093,0.18271595239639282,0.00057802046649158
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,4,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15592706203460693,0.3116244673728943,0.36116498708724976,0.28606563806533813,0.5282309055328369,0.5996639132499695,0.3557533621788025,0.5681704878807068,0.6368934512138367,0.18404416739940643,0.0006641086074523628
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,5,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15485620498657227,0.3107789158821106,0.3614819347858429,0.286761075258255,0.5286332368850708,0.5991131067276001,0.35378497838974,0.5699779987335205,0.638908326625824,0.18682359158992767,0.0008485832368023694
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,6,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15704363584518433,0.31164780259132385,0.36081695556640625,0.2869478464126587,0.525881290435791,0.5978425145149231,0.3556188941001892,0.5666292905807495,0.6366773247718811,0.18301111459732056,0.0007010035333223641
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,7,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15147146582603455,0.3125455677509308,0.36752963066101074,0.2808277904987335,0.5302332043647766,0.6078372597694397,0.3473745882511139,0.5738005042076111,0.6499842405319214,0.18481896817684174,0.0009838645346462727
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,8,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.1573525071144104,0.3106679320335388,0.35873714089393616,0.2894606590270996,0.5288927555084229,0.5985825061798096,0.3574865758419037,0.567409873008728,0.6344661116600037,0.18537238240242004,0.0004796339781023562
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,9,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15449079871177673,0.30979955196380615,0.3606208562850952,0.28446733951568604,0.5280414819717407,0.600734293460846,0.35283392667770386,0.5683045983314514,0.6392642259597778,0.18420404195785522,0.000811688310932368
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,10,6,cuda:0,847,96,81312,0.1578730046749115,0.10230275243520737,0.15419942140579224,0.30980682373046875,0.36253756284713745,0.28465867042541504,0.5267929434776306,0.6024138927459717,0.35125941038131714,0.5682606101036072,0.6419401168823242,0.18151071667671204,0.0009100747411139309
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,20,11,6,cuda:0,847,96,81312,0.1578730046749115,0.10230274498462677,0.15670959651470184,0.311679482460022,0.35971155762672424,0.2890259027481079,0.5279819965362549,0.5973496437072754,0.3575770854949951,0.5680910348892212,0.6343485116958618,0.18767216801643372,0.0005411255406215787
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,0,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13734865188598633,0.281421959400177,0.33076170086860657,0.2519491910934448,0.470071941614151,0.5364693999290466,0.31285563111305237,0.510278582572937,0.5764223337173462,0.11063557118177414,0.0002828610595315695
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,1,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.1394965499639511,0.28059712052345276,0.3269501328468323,0.2553580403327942,0.4730798304080963,0.5366316437721252,0.31777456402778625,0.5096965432167053,0.5719974637031555,0.1107216626405716,0.000172176311025396
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,2,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13925111293792725,0.2817232608795166,0.3287390470504761,0.25319817662239075,0.4720846116542816,0.5361629128456116,0.31612396240234375,0.5096015930175781,0.5727059841156006,0.11013134568929672,0.00027056277031078935
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,3,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13864567875862122,0.28190478682518005,0.3289760947227478,0.2535780072212219,0.47245660424232483,0.5391552448272705,0.3155757784843445,0.5111712217330933,0.57590651512146,0.11202528327703476,0.00022136952611617744
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,4,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13804011046886444,0.27995485067367554,0.3270830512046814,0.2541014850139618,0.470082551240921,0.5354362726211548,0.3153892755508423,0.5077543258666992,0.5730432868003845,0.10872933268547058,0.00024596613366156816
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,5,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13728725910186768,0.2816881835460663,0.3307729661464691,0.25013765692710876,0.47345930337905884,0.54352205991745,0.3124193549156189,0.5129178166389465,0.5810040831565857,0.11371015012264252,0.00024596613366156816
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,6,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13706070184707642,0.28184041380882263,0.3300437033176422,0.25141775608062744,0.470443993806839,0.538248598575592,0.3127487599849701,0.5105223059654236,0.5760474801063538,0.11104141920804977,0.00025826445198617876
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,7,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.1381637156009674,0.2814379334449768,0.3289794623851776,0.25221413373947144,0.4708532392978668,0.5375680923461914,0.31493473052978516,0.5086961984634399,0.5739724636077881,0.1096763089299202,0.000344352622050792
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,8,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13645623624324799,0.2813670039176941,0.33148229122161865,0.2506740093231201,0.47312498092651367,0.5426146984100342,0.31150442361831665,0.5130555033683777,0.580470085144043,0.11292305588722229,0.0003320543037261814
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,9,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13966071605682373,0.28245317935943604,0.3274347186088562,0.25455358624458313,0.4709365963935852,0.536413848400116,0.3168628215789795,0.5090076327323914,0.5716390013694763,0.1098976731300354,0.00029515937785618007
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,10,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.13877519965171814,0.2798849642276764,0.32697463035583496,0.25301629304885864,0.4694933295249939,0.5357101559638977,0.31467366218566895,0.5073667168617249,0.571250855922699,0.10861865431070328,0.00023366784444078803
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,25,11,6,cuda:0,847,96,81312,0.13867171108722687,0.09388770163059235,0.1343059092760086,0.28215163946151733,0.3360784649848938,0.24680590629577637,0.4745742976665497,0.5499768853187561,0.3071855306625366,0.5181950926780701,0.5923252105712891,0.11720287054777145,0.000405844155466184
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,0,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12409049272537231,0.2501426637172699,0.29054972529411316,0.22483707964420319,0.4181734621524811,0.4767703413963318,0.28127914667129517,0.4517959654331207,0.5076096653938293,0.05536698177456856,3.689492223202251e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,1,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.121566541492939,0.25308409333229065,0.2999821603298187,0.22178354859352112,0.41868630051612854,0.48224109411239624,0.2773388922214508,0.45563796162605286,0.5182470679283142,0.06085202470421791,2.459661482134834e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,2,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12325388193130493,0.2509705722332001,0.2915901243686676,0.22456642985343933,0.4185691475868225,0.4775677025318146,0.2805693447589874,0.4526115953922272,0.5092380046844482,0.056043386459350586,7.378984446404502e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,3,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12365737557411194,0.25102365016937256,0.29197603464126587,0.22419096529483795,0.4190226197242737,0.4771731495857239,0.2817719578742981,0.452671617269516,0.5082715749740601,0.055883508175611496,9.838645928539336e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,4,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12210828810930252,0.25219783186912537,0.29675325751304626,0.22341658174991608,0.4202258586883545,0.4812522530555725,0.27859148383140564,0.4560607075691223,0.5157232880592346,0.05995424836874008,7.378984446404502e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,5,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12263034284114838,0.2518672049045563,0.293921560049057,0.22283244132995605,0.41877076029777527,0.4792720675468445,0.2788124978542328,0.453132301568985,0.5124439001083374,0.05820788815617561,7.378984446404502e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,6,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.1227954775094986,0.2515818178653717,0.2953701913356781,0.2227521538734436,0.419901043176651,0.4803369641304016,0.27853769063949585,0.45537662506103516,0.5127159357070923,0.058650627732276917,6.149153341539204e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,7,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12236879765987396,0.2510553002357483,0.2942831814289093,0.22276383638381958,0.4187493324279785,0.47861379384994507,0.2786766290664673,0.45366403460502625,0.5117226243019104,0.057838939130306244,3.689492223202251e-05
phase2,phase1_default_wall,4,x_min+x_max+y_min+y_max,30,8,6,cuda:0,847,96,81312,0.12186877429485321,0.08648773282766342,0.12276989966630936,0.25059598684310913,0.29349058866500854,0.22373461723327637,0.4177924692630768,0.4782315194606781,0.27980923652648926,0.4532507658004761,0.5117301940917969,0.057629868388175964,9.838645928539336e-05
