L,A,U,P,I,T,kind,n,p50_mean,p95_mean,p95_std,rmse_mean,legacy_xz_p95_mean,legacy_yvertical_p95_mean,sameP_uwb_p95_mean,sameP_delta_p95_mean,sameP_improved_seed_fraction,b0_delta_p95_mean,radius_abs_mean,thickness_p95_mean,deltaR_rms_mean,sensor_label,experiment_short,accuracy_rank,rescue_rank
L20,A0,U4,P3,I6,T5,position_fusion,5,91.045470121048,177.85095375629538,1.1964781729361056,104.64145265101635,135.8617395127118,130.8792282080936,200.2766290041533,22.425675247857924,1.0,53.95118423918232,51.46889647567574,144.83783609188782,182.68506005274892,L20 Xsens MTi-3,X_A0_U4_P3_L20_I6_T5,487,236
L20,A0,U4,P0,I5,T3,position_fusion,5,89.12237233646327,177.97471934202497,1.0815390755109553,107.42976884478648,131.0370867121945,139.6767161135491,231.8021379954777,53.82741865345272,1.0,53.82741865345272,53.60513558802508,142.80733481796727,228.4928634052465,L20 Xsens MTi-3,X_A0_U4_P0_L20_I5_T3,488,48
L16,A0,U4,P0,I5,T3,position_fusion,5,89.90838612999372,178.04079246262717,0.7280074528457402,108.1042523712578,131.33802056898222,139.6598212586169,231.8021379954777,53.761345532850534,1.0,53.761345532850534,53.75643025038903,142.65656237883576,225.05043859416432,L16 ICM-45686,X_A0_U4_P0_L16_I5_T3,489,49
L2,A0,U4,P2,I7,T4,position_fusion,5,95.27206192298166,178.07540028428943,1.1816766642044074,108.92609790002662,136.36957121734162,132.3085130111318,191.34655064695076,13.27115036266132,1.0,53.72673771118825,49.43085170905635,139.62128672919508,212.8782220061189,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I7_T4,490,366
L2,A0,U4,P2,I0,T2,position_fusion,5,96.34899183441686,178.08673838600322,2.4903243410269753,110.45090577857147,140.55492202211695,128.24461394583017,191.34655064695076,13.259812260947559,1.0,53.71539960947449,49.34214904907383,144.7199823756056,207.0376658039495,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I0_T2,491,367
L16,A0,U4,P2,I5,T5,position_fusion,5,94.47917562703908,178.20533924426076,0.9599254418965096,106.44651086477106,134.3243219949462,132.2219558998444,191.34655064695076,13.141211402690004,1.0,53.596798751216944,49.246229891289985,139.40335413468,217.4880757557125,L16 ICM-45686,X_A0_U4_P2_L16_I5_T5,492,368
L2,A0,U4,P3,I0,T2,position_fusion,5,93.5770441057396,178.46220936087826,2.5102917985195883,108.3696716970906,139.10727799117333,128.64961069779207,200.2766290041533,21.814419643275045,1.0,53.33992863459944,51.521624246546345,152.69605825601317,176.1221457300771,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I0_T2,493,245
L2,A0,U4,P0,I4,T2,position_fusion,5,96.06554167243715,178.55268576031136,8.583424177282083,109.79941595434602,133.3993748907163,131.93748562479112,231.8021379954777,53.249452235166316,1.0,53.249452235166316,49.20684741925996,143.38034299144692,179.33659614227935,L2 MPU6050/JY61P-like,X_A0_U4_P0_L2_I4_T2,494,51
L2,A0,U4,P3,I3,T3,position_fusion,5,90.89970086989612,178.69253532362887,1.5914169061501828,107.52238608225377,137.09112519642025,133.32585021003575,200.2766290041533,21.584093680524433,1.0,53.109602671848826,51.54050504917386,145.0320411791434,177.491376677126,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I3_T3,495,248
L16,A0,U4,P0,I0,T2,position_fusion,5,91.5012238455054,179.02042975955354,5.656351914349802,109.2852552376886,134.87995270235078,139.2859606848213,231.8021379954777,52.78170823592416,1.0,52.78170823592416,54.001615665292526,142.87782817389342,206.01845868731363,L16 ICM-45686,X_A0_U4_P0_L16_I0_T2,496,53
L2,A0,U4,P1,I0,T5,position_fusion,5,91.60972997185414,179.0249607007262,0.4553268033260993,107.65457815319606,136.84226499885102,128.4376922245063,179.58127537090328,0.5563146701770734,1.0,52.77717729475148,52.090929737082796,134.2981181698678,232.6011219444152,L2 MPU6050/JY61P-like,X_A0_U4_P1_L2_I0_T5,497,623
L2,A0,U4,P2,I3,T3,position_fusion,5,94.8924166425823,179.36724724640248,1.375860414578502,108.98169254856444,136.63955114549077,135.11201401814938,191.34655064695076,11.979303400548286,1.0,52.43489074907522,49.70391381210631,140.05550612693486,209.03468837129194,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I3_T3,498,378
L16,A0,U4,P0,I8,T4,position_fusion,5,89.53383327784594,179.37703060846627,2.980408015560907,108.26813867063859,131.0815841634022,137.97851553345185,231.8021379954777,52.425107387011415,1.0,52.425107387011415,53.66155125553369,142.988618130758,220.66313921955572,L16 ICM-45686,X_A0_U4_P0_L16_I8_T4,499,55
L20,A0,U4,P3,I8,T5,position_fusion,5,91.09925440651786,179.38937072829236,0.353687268860371,105.32486258949241,136.9954316668131,131.98111217231278,200.2766290041533,20.887258275860965,1.0,52.41276726718536,51.570090644446985,145.259698953247,177.54319999742643,L20 Xsens MTi-3,X_A0_U4_P3_L20_I8_T5,500,257
L16,A0,U4,P3,I6,T5,position_fusion,5,91.55988375551847,179.47992315196493,0.6474326665462494,105.36354407362201,137.49602675691773,132.26450826653905,200.2766290041533,20.796705852188364,1.0,52.322214843512754,51.53601740224565,145.11490670892198,179.04287692947452,L16 ICM-45686,X_A0_U4_P3_L16_I6_T5,501,259
L2,A0,U4,P2,I2,T2,position_fusion,5,100.19058551226158,179.8021921171425,2.3064238612362136,112.02588995026012,133.99241163403642,132.4367589391646,191.34655064695076,11.544358529808227,1.0,51.99994587833517,42.52326579985636,142.71807058534247,234.36887510590253,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I2_T2,502,380
L2,A0,U4,P3,I1,T4,position_fusion,5,91.71581806552854,180.06580370334865,2.332224199745744,106.89905169685892,139.54373034572285,133.21497604389577,200.2766290041533,20.210825300804668,1.0,51.73633429212905,51.61445551261373,145.30905988609146,175.71182921848873,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I1_T4,503,272
L2,A0,U4,P3,I7,T4,position_fusion,5,92.18232024915132,180.11180191563972,2.8660590760038827,107.22018859936072,138.68703682650164,133.97233425605026,200.2766290041533,20.1648270885136,1.0,51.69033607983799,51.44348337432082,144.21764850731853,184.01297276836195,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I7_T4,504,274
L20,A0,U4,P2,I8,T5,position_fusion,5,94.80017125910106,180.25036866556488,0.58361103491582,107.87241787413993,136.37588749462066,133.7761066347379,191.34655064695076,11.096181981385877,1.0,51.5517693299128,49.72207180075058,139.92835761285306,208.50149010438594,L20 Xsens MTi-3,X_A0_U4_P2_L20_I8_T5,505,385
L20,A0,U4,P2,I6,T5,position_fusion,5,94.71648818200329,180.30713686971737,0.6332251622413748,107.23703448938178,135.84147642930765,132.97385459305923,191.34655064695076,11.039413777233387,1.0,51.49500112576031,49.56067445653128,139.67177601302683,212.66030054799626,L20 Xsens MTi-3,X_A0_U4_P2_L20_I6_T5,506,386
L16,A0,U4,P3,I8,T5,position_fusion,5,91.95676942733773,180.36259053190523,0.6284683831254961,106.18618065959242,136.6216063022945,132.35403359241863,200.2766290041533,19.91403847224809,1.0,51.43954746357248,51.624443071317806,145.62084383401745,173.91964575206657,L16 ICM-45686,X_A0_U4_P3_L16_I8_T5,507,278
L2,A0,U4,P2,I2,T3,position_fusion,5,96.49660760824335,180.59218053839982,1.138764778490124,110.703372879639,137.97733688824195,135.44605562990506,191.34655064695076,10.754370108550933,1.0,51.20995745707787,50.158590562036785,140.50729688936627,198.06138948508368,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I2_T3,508,389
L20,A0,U4,P0,I4,T4,position_fusion,5,89.61544190034803,180.72516534104383,0.9170276825229992,108.86055344259839,132.91471502166016,140.81792462417022,231.8021379954777,51.07697265443386,1.0,51.07697265443386,54.015096927660736,143.10910110356144,221.5759200476813,L20 Xsens MTi-3,X_A0_U4_P0_L20_I4_T4,509,57
L16,A0,U4,P2,I6,T5,position_fusion,5,95.16534742727075,180.83213674051385,0.45970824845607083,107.56712334481799,136.64969430645357,133.62881551435356,191.34655064695076,10.514413906436896,1.0,50.97000125496383,49.661811638736516,139.9124310950621,209.2463334619972,L16 ICM-45686,X_A0_U4_P2_L16_I6_T5,510,393
L16,A0,U4,P0,I4,T4,position_fusion,5,90.69935563548151,180.89824743709613,1.9544086988967944,109.88854250581706,134.22796912154607,142.61679842396651,231.8021379954777,50.903890558381576,1.0,50.903890558381576,54.187435664329314,143.593782713514,216.80085832544447,L16 ICM-45686,X_A0_U4_P0_L16_I4_T4,511,59
L20,A0,U4,P3,I4,T5,position_fusion,5,91.88477917234104,181.02743303422102,0.3605265142778532,106.44924888889466,137.57987649210006,133.32720792808337,200.2766290041533,19.249195969932277,1.0,50.77470496125666,51.7443559037568,146.26448357346152,169.7233506373437,L20 Xsens MTi-3,X_A0_U4_P3_L20_I4_T5,512,287
L16,A0,U4,P2,I8,T5,position_fusion,5,95.55905738766565,181.05696620929612,0.7795358492030374,108.2374830946638,136.3794934283097,134.07211840412054,191.34655064695076,10.28958443765464,1.0,50.74517178618157,49.82684554926571,139.89901879145967,205.4539796604525,L16 ICM-45686,X_A0_U4_P2_L16_I8_T5,513,397
L2,A0,U4,P2,I1,T4,position_fusion,5,96.36864224302194,181.0632079146373,2.820962068356403,109.14752921039674,136.90225657335364,131.75001326676414,191.34655064695076,10.283342732313463,1.0,50.7389300808404,49.6995264407273,139.52359444238294,206.83374112356756,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I1_T4,514,398
L2,A0,U4,P2,I7,T3,position_fusion,5,95.75743463224751,181.21394923762324,1.4015438764131132,109.65919212719118,137.9687779825005,133.7970154234049,191.34655064695076,10.13260140932751,1.0,50.58818875785444,50.02464609889345,140.41503792775583,202.85527504040752,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I7_T3,515,403
L20,A0,U4,P0,I0,T2,position_fusion,5,90.11537571275198,181.62319574050844,2.203778744506084,110.00661270335561,132.50101221065324,139.8757124896201,231.8021379954777,50.17894225496925,1.0,50.17894225496925,53.67461582238675,142.70787654233578,222.96192932831838,L20 Xsens MTi-3,X_A0_U4_P0_L20_I0_T2,516,60
L16,A0,U4,P3,I4,T5,position_fusion,5,92.40785008924537,181.79355260827802,0.5661661454797905,107.32826998386216,138.03064219103126,133.96289604914296,200.2766290041533,18.483076395875287,1.0,50.00858538719967,51.78916518127299,146.50090294778224,167.29554288864895,L16 ICM-45686,X_A0_U4_P3_L16_I4_T5,517,294
L20,A0,U4,P2,I0,T4,position_fusion,5,95.73338955319217,181.91763477261782,0.8936830828336407,109.84766724912095,138.54565146806604,137.2330435624711,191.34655064695076,9.428915874332938,1.0,49.88450322285987,50.525062842668945,140.5979919453592,192.11742961736837,L20 Xsens MTi-3,X_A0_U4_P2_L20_I0_T4,518,409
L16,A0,U4,P2,I1,T5,position_fusion,5,96.42340730594486,181.92944262146216,1.2359728318683938,109.96667944187996,140.11969530153385,137.50386335570647,191.34655064695076,9.417108025488591,1.0,49.87269537401552,50.54292688637885,140.48343959194543,192.4215097406006,L16 ICM-45686,X_A0_U4_P2_L16_I1_T5,519,410
L16,A0,U4,P2,I0,T4,position_fusion,5,95.93739398188785,181.9398406446606,0.817076151314066,110.2039594260356,139.81247852061637,138.41948143950236,191.34655064695076,9.406710002290179,1.0,49.862297350817116,50.636709813315306,140.75164618290583,188.70549485740239,L16 ICM-45686,X_A0_U4_P2_L16_I0_T4,520,411
L2,A0,U4,P3,I5,T5,position_fusion,5,92.91612562644465,181.9741315134645,1.0838703152472073,107.58267934486969,138.81975725938122,134.9720800180731,200.2766290041533,18.302497490688808,1.0,49.828006482013194,51.82261844189615,146.92126276764694,164.1111180777271,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I5_T5,521,297
L2,A0,U4,P3,I2,T3,position_fusion,5,93.57342341736147,181.97630625771907,1.023926981840628,108.30466691420698,140.48981621394975,135.608962271454,200.2766290041533,18.300322746434215,1.0,49.825831737758605,51.8024145941791,147.06060169127068,163.8028304507897,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I2_T3,522,298
L2,A0,U4,P2,I5,T5,position_fusion,5,95.76945003373172,182.022470251117,1.4798876956833134,109.29916846364424,137.45130937285728,135.25763509387485,191.34655064695076,9.324080395833779,1.0,49.77966774436071,50.15654554842925,140.28476072226613,199.30638644555034,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I5_T5,523,416
L20,A0,U4,P2,I4,T5,position_fusion,5,95.19337738357598,182.17091180312804,0.727615778756214,108.11128188753116,137.03680768947234,134.9766954798908,191.34655064695076,9.175638843822707,1.0,49.631226192349644,50.01398351484499,140.17443083263237,203.7141921183583,L20 Xsens MTi-3,X_A0_U4_P2_L20_I4_T5,524,417
L16,A0,U4,P2,I4,T5,position_fusion,5,95.66328508764359,182.26763999036456,0.8458181131817977,109.07540037151914,138.08769848948654,135.85347545208205,191.34655064695076,9.078910656586197,1.0,49.53449800511313,50.101721384759784,140.29077073003307,202.27817067815585,L16 ICM-45686,X_A0_U4_P2_L16_I4_T5,525,420
L16,A0,U4,P2,I3,T5,position_fusion,5,95.84248341231822,182.4195098110311,0.6606008802167409,109.1608528642034,139.24750082173534,136.6742374208364,191.34655064695076,8.927040835919673,1.0,49.3826281844466,50.334529412269454,140.2684028597573,195.88427456839025,L16 ICM-45686,X_A0_U4_P2_L16_I3_T5,526,423
L20,A0,U4,P0,I6,T3,position_fusion,5,89.90572546705674,182.5641936688002,1.2948586536073197,109.38438214215441,134.80023252473495,142.6879763644859,231.8021379954777,49.23794432667752,1.0,49.23794432667752,54.21283884276522,143.2391865452254,215.93729157509264,L20 Xsens MTi-3,X_A0_U4_P0_L20_I6_T3,527,65
L20,A0,U4,P2,I7,T5,position_fusion,5,96.03165723176858,182.5838081728103,1.3989797283776764,109.24916994652793,139.3186497974288,137.0360896703094,191.34655064695076,8.762742474140435,1.0,49.21832982266737,50.37990603717935,140.30536232472787,196.2095111037501,L20 Xsens MTi-3,X_A0_U4_P2_L20_I7_T5,528,428
L16,A0,U4,P2,I2,T5,position_fusion,5,96.04936889476474,182.69455725488945,0.8638202587207415,109.77232140099275,139.64334733437164,137.15668910022958,191.34655064695076,8.651993392061314,1.0,49.10758074058825,50.492108637952434,140.2143352524221,193.24362261619174,L16 ICM-45686,X_A0_U4_P2_L16_I2_T5,529,430
L20,A0,U4,P3,I3,T5,position_fusion,5,92.63777123137946,182.83052990111392,0.544780681732369,107.88024279803444,139.67179148204974,134.60966955402023,200.2766290041533,17.446099103039387,1.0,48.97160809436377,51.89078992768699,147.04489616440543,162.0767532681167,L20 Xsens MTi-3,X_A0_U4_P3_L20_I3_T5,530,308
L2,A0,U4,P2,I6,T5,position_fusion,5,96.34480787151463,182.91536735760317,1.3425807025243388,110.23347627456606,139.20135223779545,137.19074718384786,191.34655064695076,8.431183289347597,1.0,48.886770637874534,50.50211598739345,140.63664045409791,191.81488782203954,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I6_T5,531,432
L20,A0,U4,P2,I2,T5,position_fusion,5,96.03940085855524,182.91961782829563,0.7923397753980984,109.42016624843022,139.05309059015045,136.92887761240408,191.34655064695076,8.42693281865515,1.0,48.88252016718208,50.41172833871643,140.28899412348235,194.61591555814087,L20 Xsens MTi-3,X_A0_U4_P2_L20_I2_T5,532,433
L20,A0,U4,P2,I3,T5,position_fusion,5,95.93366768599915,183.0100056792465,0.6133778902980613,109.16788533168419,139.15503246058938,137.0817129148096,191.34655064695076,8.336544967704253,1.0,48.79213231623119,50.25637223448091,140.26036269497328,197.76829802807114,L20 Xsens MTi-3,X_A0_U4_P2_L20_I3_T5,533,435
L20,A0,U4,P2,I1,T5,position_fusion,5,95.8824922365997,183.0541921582781,1.40075206441186,109.37615585466713,138.91786206751274,136.74954668057393,191.34655064695076,8.292358488672653,1.0,48.74794583719959,50.44750018193777,140.3022333348464,193.0021190193146,L20 Xsens MTi-3,X_A0_U4_P2_L20_I1_T5,534,436
L16,A0,U4,P2,I7,T5,position_fusion,5,96.2465729970554,183.09491535452887,0.7489209746219005,109.43421094490898,139.5693969681925,137.397541148872,191.34655064695076,8.251635292421884,1.0,48.707222640948814,50.47042803196088,140.32537279475554,193.52402552918264,L16 ICM-45686,X_A0_U4_P2_L16_I7_T5,535,437
L16,A0,U4,P3,I3,T5,position_fusion,5,92.98399761117473,183.52712249462942,0.2063196158879138,107.74387598139803,140.0073934233012,135.27444934079705,200.2766290041533,16.749506509523883,1.0,48.27501550084827,51.93196269266855,146.95961923049012,159.47700838668018,L16 ICM-45686,X_A0_U4_P3_L16_I3_T5,536,323
L2,A0,U4,P2,I1,T3,position_fusion,5,96.72747184573342,183.55159471173593,2.2126767682955375,109.90141872363708,138.3700408498259,133.84979294722308,191.34655064695076,7.79495593521483,1.0,48.25054328374176,50.23302270389477,140.5227365234685,197.8193931046474,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I1_T3,537,445
L20,A0,U4,P3,I7,T5,position_fusion,5,92.86914554764635,183.77290691881907,0.37963578646191626,108.39131376665455,140.84373627548723,134.8160523669738,200.2766290041533,16.503722085334232,1.0,48.02923107665862,51.95718328259263,147.19620367506553,158.90670306551834,L20 Xsens MTi-3,X_A0_U4_P3_L20_I7_T5,538,326
L2,A0,U4,P3,I7,T3,position_fusion,5,92.94921560938604,183.82772575552144,2.433291384262003,108.68753290790198,140.42679314868406,136.0025657906456,200.2766290041533,16.448903248631865,1.0,47.97441223995625,51.773041048695816,146.23027425704862,168.74032730994423,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I7_T3,539,327
L20,A0,U4,P2,I0,T3,position_fusion,5,96.08496790634581,183.88747979027102,0.5985756314412773,110.88040560984109,141.0283287872875,139.15312236692426,191.34655064695076,7.459070856679745,1.0,47.91465820520668,50.87478876003734,141.39212432218036,184.31666096567096,L20 Xsens MTi-3,X_A0_U4_P2_L20_I0_T3,540,454
L2,A0,U4,P2,I4,T5,position_fusion,5,96.55698951373235,184.14096296539077,1.4069229546171058,110.89433502046045,141.42751457358773,139.09253045965897,191.34655064695076,7.205587681560007,1.0,47.66117503008694,50.82276712543684,141.28105751950935,184.21018404382414,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I4_T5,541,458
L20,A0,U4,P3,I1,T5,position_fusion,5,93.15213767511793,184.22013426841755,0.5258261634095802,108.57934471883331,141.33463576475305,135.79276415038186,200.2766290041533,16.056494735735736,1.0,47.582003727060126,52.00353351032561,147.4815146524979,155.8480681262252,L20 Xsens MTi-3,X_A0_U4_P3_L20_I1_T5,542,334
L20,A0,U4,P0,I8,T3,position_fusion,5,90.27173291591032,184.2361334056712,0.9613403866388873,110.62418744061509,134.15722147125567,143.12990005375553,231.8021379954777,47.56600458980647,1.0,47.56600458980647,54.45335640817611,143.897649915717,207.71428596393383,L20 Xsens MTi-3,X_A0_U4_P0_L20_I8_T3,543,69
L20,A0,U4,P3,I2,T5,position_fusion,5,93.03010533407809,184.23621739757039,0.30228993583878394,108.43350244453234,140.73156876268303,135.05160747658692,200.2766290041533,16.040411606582914,1.0,47.5659205979073,51.973263002593896,147.25615337237036,157.59679609233666,L20 Xsens MTi-3,X_A0_U4_P3_L20_I2_T5,544,336
L16,A0,U4,P2,I0,T3,position_fusion,5,96.30261596443343,184.25200596350496,0.5382882197840844,111.17192309974503,141.98496032809888,140.17340844120332,191.34655064695076,7.094544683445792,1.0,47.55013203197272,50.959678542668115,141.67526235379734,181.73376105977871,L16 ICM-45686,X_A0_U4_P2_L16_I0_T3,545,461
L2,A0,U4,P2,I8,T5,position_fusion,5,96.15267337638082,184.2961347448244,1.1774891939087526,110.44783779602699,140.4182991664702,137.8911511814103,191.34655064695076,7.050415902126377,1.0,47.50600325065331,50.633830504161224,140.86721822967453,189.6868656335816,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I8_T5,546,465
L16,A0,U4,P3,I7,T5,position_fusion,5,93.01463345124982,184.33426504432927,0.7354536800488211,108.58200642379393,141.38263333914884,135.87246940302066,200.2766290041533,15.942363959824018,1.0,47.46787295114841,52.0081265035097,147.4997993281367,155.7781203939212,L16 ICM-45686,X_A0_U4_P3_L16_I7_T5,547,339
L16,A0,U4,P0,I3,T4,position_fusion,5,91.20077526982422,184.4576417201676,0.9381444752078207,111.0399666189602,135.6087893925572,143.85145684112848,231.8021379954777,47.344496275310085,1.0,47.344496275310085,54.59077111849268,144.40821344352483,201.6931764740264,L16 ICM-45686,X_A0_U4_P0_L16_I3_T4,548,70
L2,A0,U4,P0,I5,T4,position_fusion,5,91.87680695545976,184.4609445602681,4.752737473180205,110.21234329984699,134.04775513693215,141.2322400303662,231.8021379954777,47.3411934352096,1.0,47.3411934352096,54.349540860069325,146.73542799161137,208.90678322113612,L2 MPU6050/JY61P-like,X_A0_U4_P0_L2_I5_T4,549,71
L2,A0,U4,P3,I1,T3,position_fusion,5,92.37918957044826,184.463226950713,1.9327119500434735,108.44980176958738,140.73229022113213,136.25837461474424,200.2766290041533,15.813402053440308,1.0,47.33891104476469,51.88646182662363,147.19678991018796,162.18157660920707,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I1_T3,550,343
L2,A0,U4,P0,I1,T2,position_fusion,5,98.67563139608562,184.59706323888943,7.1066654725765135,114.22185782999557,142.0200370548086,140.6598346269622,231.8021379954777,47.205074756588274,1.0,47.205074756588274,52.117396627390086,151.34866729993158,219.11603590460936,L2 MPU6050/JY61P-like,X_A0_U4_P0_L2_I1_T2,551,72
L16,A0,U4,P0,I6,T3,position_fusion,5,91.19413764832643,184.61324551057714,1.3631913497991042,110.19764146769326,134.79130854929753,144.10440510267148,231.8021379954777,47.18889248490056,1.0,47.18889248490056,54.38626889577165,143.924063129588,209.38952736462502,L16 ICM-45686,X_A0_U4_P0_L16_I6_T3,552,73
L16,A0,U4,P3,I2,T5,position_fusion,5,93.12643381997698,184.6995879079167,0.42885123196308184,108.7685280826137,141.47344821998664,136.65295740550562,200.2766290041533,15.57704109623661,1.0,47.102550087561,52.02970490967275,147.61590059967068,155.08323655687278,L16 ICM-45686,X_A0_U4_P3_L16_I2_T5,553,345
L2,A0,U4,P2,I3,T5,position_fusion,5,96.6321829260846,184.7841429723331,0.6990602890777092,111.76830244318307,142.08464184365758,140.08949097426785,191.34655064695076,6.5624076746176625,1.0,47.01799502314459,50.93205641081262,141.5421256410121,183.2901661076824,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I3_T5,554,473
L2,A0,U4,P3,I6,T5,position_fusion,5,92.82553547493356,185.10717165553967,0.7692824530840393,109.16397394306387,142.33374549774084,137.08130410428035,200.2766290041533,15.169457348613628,1.0,46.69496633993801,52.03933248372705,147.72959625342392,153.79561332582773,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I6_T5,555,351
L20,A0,U4,P3,I0,T4,position_fusion,5,92.88183309887356,185.12685763605367,1.0365491024890185,109.21548944380989,142.4389358664129,136.7395197043968,200.2766290041533,15.149771368099653,1.0,46.675280359424036,52.05375137196179,147.62978450854797,154.01234459078887,L20 Xsens MTi-3,X_A0_U4_P3_L20_I0_T4,556,352
L16,A0,U4,P3,I1,T5,position_fusion,5,93.36788439403344,185.31631552725366,0.29159432543393593,109.161955771203,142.36873504720762,136.89629232431926,200.2766290041533,14.960313476899653,1.0,46.48582246822404,52.059392542579204,147.60752723189177,153.57872610778819,L16 ICM-45686,X_A0_U4_P3_L16_I1_T5,557,353
L20,A0,U4,P0,I7,T4,position_fusion,5,90.99358689442538,185.67512718695673,2.121977491806255,111.23433749132792,136.26238964833064,145.46725874921907,231.8021379954777,46.12701080852096,1.0,46.12701080852096,54.67988874452112,144.32264874817665,203.06859642206436,L20 Xsens MTi-3,X_A0_U4_P0_L20_I7_T4,558,79
L2,A0,U4,P2,I2,T5,position_fusion,5,97.16493536410238,185.8011878217514,0.9897451779217775,112.21818214144264,142.04525659063833,141.73408922028966,191.34655064695076,5.545362825199345,1.0,46.00095017372628,51.1394884431564,142.21638688901982,177.8315902013345,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I2_T5,559,492
L2,A0,U4,P2,I7,T5,position_fusion,5,96.97308848075468,186.04489493125487,0.6474280969510008,112.18195068326699,142.5724680765603,140.33466063125786,191.34655064695076,5.301655715695898,1.0,45.757243064222834,51.07649395154125,142.14790522206167,180.1205316192599,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I7_T5,560,496
L20,A0,U4,P0,I3,T4,position_fusion,5,90.99527287730466,186.11437238402073,2.1158630799870557,110.72772585757748,134.65925100558857,144.89493856523958,231.8021379954777,45.687765611456975,1.0,45.687765611456975,54.45188052094436,144.02937947512632,207.33753773723137,L20 Xsens MTi-3,X_A0_U4_P0_L20_I3_T4,561,80
L16,A0,U4,P0,I7,T4,position_fusion,5,90.9636909202995,186.2264329448594,2.216108888979275,111.59721254820803,137.3900922406574,145.4679686683485,231.8021379954777,45.57570505061828,1.0,45.57570505061828,54.84638367480492,145.08455728782943,195.3768328633696,L16 ICM-45686,X_A0_U4_P0_L16_I7_T4,562,82
L16,A0,U4,P3,I0,T4,position_fusion,5,93.61491752802593,186.37203987974814,0.5580761966643512,109.9318352831719,144.06094029547648,138.55635886006098,200.2766290041533,13.904589124405152,1.0,45.430098115729535,52.11663222896615,148.0293866808601,149.6592493190784,L16 ICM-45686,X_A0_U4_P3_L16_I0_T4,563,361
L2,A0,U4,P3,I8,T5,position_fusion,5,94.24370534441444,186.39948280826053,0.8443913281600954,110.22336336722773,143.68168932762717,136.24050610339486,200.2766290041533,13.877146195892788,1.0,45.40265518721718,52.10319223748585,147.98621517181638,150.29108511210075,L2 MPU6050/JY61P-like,X_A0_U4_P3_L2_I8_T5,564,362
L16,A0,U4,P0,I8,T3,position_fusion,5,91.00846384438096,186.45832368321072,1.6224026137121201,111.3413203264422,135.25200781666427,143.97242796270092,231.8021379954777,45.34381431226696,1.0,45.34381431226696,54.6018190655559,144.47689377243276,200.43935002862708,L16 ICM-45686,X_A0_U4_P0_L16_I8_T3,565,83
L16,A0,U4,P0,I1,T4,position_fusion,5,92.04072784871954,186.53009830631646,0.6242538224730677,112.65937156853515,138.05043379414707,146.43447374620123,231.8021379954777,45.27203968916123,1.0,45.27203968916123,55.00668084027656,145.05699215954203,191.5565080986325,L16 ICM-45686,X_A0_U4_P0_L16_I1_T4,566,84
L20,A0,U4,P0,I1,T4,position_fusion,5,91.35494711739585,186.75781710618298,1.3304166169880787,112.09953239449028,136.52598905317063,143.74001453611805,231.8021379954777,45.04432088929472,1.0,45.04432088929472,54.80564362657068,144.74675802898474,194.84882172650907,L20 Xsens MTi-3,X_A0_U4_P0_L20_I1_T4,567,85
L20,A0,U4,P0,I2,T4,position_fusion,5,91.64467844385028,186.9848732050087,1.6704197718754723,111.85108475224172,135.13614039718195,144.46239880000988,231.8021379954777,44.81726479046898,1.0,44.81726479046898,54.72194626828988,144.6519293108191,199.1888329531125,L20 Xsens MTi-3,X_A0_U4_P0_L20_I2_T4,568,87
L20,A0,U4,P0,I4,T3,position_fusion,5,91.37135775884357,187.30916396358305,0.7997060988992865,112.20917934343079,137.34267661847818,145.34571201871353,231.8021379954777,44.49297403189464,1.0,44.49297403189464,54.88942781488639,144.9638134284757,197.37467782461417,L20 Xsens MTi-3,X_A0_U4_P0_L20_I4_T3,569,89
L2,A0,U4,P2,I1,T5,position_fusion,5,97.14606671525841,187.50462315761632,0.7855630116241491,112.1332967399649,142.7932303528614,140.57091287431413,191.34655064695076,3.841927489334455,1.0,44.297514837861385,51.172102484398614,142.17681557525015,177.59392382352388,L2 MPU6050/JY61P-like,X_A0_U4_P2_L2_I1_T5,570,538
