layout_source,correction_source,tag_delay_mode,d_tag_mm,capture_id,tag,opti_marker,status,n_overlap,frames_input,frames_solved,beta_s,err3d_median_mm,err3d_p75_mm,err3d_p95_mm,err3d_rmse_mm,median_horiz_mm,rmse_horiz_mm,median_abs_vertical_y_mm,rmse_vertical_y_mm,alignment,n_positions,n_frames,median_3d_mm,p75_3d_mm,p95_3d_mm,rmse_3d_mm,median_vert_mm,rmse_vert_mm,signed_vertical_slope_mm_per_m,signed_vertical_slope_r2,fail_rate
L_V5,C_V5,D0,0.0,R15,BS2DCE,WandBantenna,ok,1200,1200,1200,43.647452000000136,140.7204755538096,188.45381593072875,270.97170431109396,163.75051070013365,79.82273328206267,107.16062191435016,93.82358931886742,123.81773243556144,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D0,0.0,R15,BSDC91,WandCantenna,ok,1200,1200,1200,43.647452000000136,93.13287814878375,126.74493615430006,187.8436614950138,112.59841389191068,58.71005485117327,79.2905849524137,53.064277186894884,79.94626913670264,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D0,0.0,R16,BSDC91,WandCantenna,ok,1200,1200,1200,44.509039000000136,100.50359636502236,142.3399652268822,207.7478106273069,123.04408808923827,49.98379979857084,63.38142273795395,79.66018447060699,105.46394106719605,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D0,0.0,R16,BS2DCE,WandBantenna,ok,1201,1201,1201,44.509039000000136,161.01755835296305,219.99172640319247,305.25978808074893,185.87253688719534,69.77922733051527,97.71975241299309,122.7182610231797,158.11214361087235,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D0,0.0,R17,BSDC91,WandCantenna,ok,1200,1200,1200,45.54838000000013,88.0149091874018,132.27721853763163,200.57156288869683,113.56194433928702,53.86031892763566,81.50770078921447,48.70283069666425,79.07471096485408,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D0,0.0,R17,BS2DCE,WandBantenna,ok,1201,1201,1201,45.54838000000013,159.93247147312005,219.93503968498914,327.82520161736096,194.80415448847216,73.48926432965668,103.25790852605475,126.63445916579639,165.1861463101353,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R01,BSDC91,WandCantenna,ok,1200,1200,1200,37.70795600000014,103.39533746217097,145.57315092774923,258.27905933463785,143.98620346549302,56.831815114709386,79.65338492967928,75.18285634632468,119.9473428536485,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R01,BS2DCE,WandBantenna,ok,1201,1201,1201,37.70795600000014,115.44534451004853,177.99070954656418,545.9781439808478,217.9067580105213,66.73267333152494,101.33034387619658,83.1795164766254,192.91323592897308,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R02,BS2DCE,WandBantenna,ok,1201,1201,1201,46.52235800000014,112.53706711816928,155.8711587283653,290.5310286958572,158.32846018463272,70.34825910089454,89.0515974675993,77.61111200950518,130.91109308574843,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R03,BSDC91,WandCantenna,ok,1200,1200,1200,46.377582000000146,96.14907104811698,128.56010294851146,194.74437522359054,113.67770999967853,58.485368257882556,74.77447781732313,64.50474771600881,85.62359031200256,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R02,BSDC91,WandCantenna,ok,1200,1200,1200,46.52235800000014,114.90294202078502,149.5189359611067,222.11401748280312,135.59518913447494,60.0376002684355,73.79511384849765,83.71303419513936,113.75559981161936,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R03,BS2DCE,WandBantenna,ok,1050,1200,1200,46.377582000000146,123.4502998892088,179.41249984741623,244.90593078245496,148.44401429420296,70.90929783249446,87.9764966664885,90.92440050090556,119.56488369947456,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R04,BS2DCE,WandBantenna,ok,1200,1200,1200,47.29321100000013,109.2499298699372,156.6585882838758,285.61336506433327,145.58942600115682,66.09439847512613,93.44242597110413,73.76072894910249,111.64584180336071,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R05,BSDC91,WandCantenna,ok,1201,1201,1201,48.70257800000013,96.3561413716278,120.13177522112981,172.66860337990593,107.70280012395605,63.78632198792465,80.46158846811791,55.86176809725566,71.59487366933516,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R06,BS2DCE,WandBantenna,ok,1200,1200,1200,45.52379100000014,118.99754123195905,163.2327180745122,235.7146855878892,142.18466723693052,67.93382840861726,89.62076472713389,78.73635945593185,110.38386715005223,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R06,BSDC91,WandCantenna,ok,1201,1201,1201,45.52379100000014,98.05458597739661,131.55052754477788,189.32844963521472,114.58697312454491,63.919002414543215,81.43070936039692,54.31777937154277,80.61770266453729,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R04,BSDC91,WandCantenna,ok,1200,1200,1200,47.29321100000013,97.87197527217717,134.75612319373084,195.44553058402906,119.65149779618739,59.984772149094724,81.31370756277853,61.82314723913828,87.77563379016964,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R05,BS2DCE,WandBantenna,ok,1200,1200,1200,48.70257800000013,113.10670621206464,170.1255794410547,296.4050790331037,155.970234867611,71.96440136177834,109.39987515920467,72.25382957372966,111.16825751898864,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R07,BS2DCE,WandBantenna,ok,1200,1200,1200,45.229804000000115,106.75507099221241,163.10142878625535,242.20317302047113,135.52128199711302,64.48371916923821,92.50235329911675,68.3855168831102,99.04207443438578,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R07,BSDC91,WandCantenna,ok,1201,1201,1201,45.229804000000115,94.42415460911526,123.94910898337537,169.44097479635158,105.69139660505824,69.53432930903001,82.00484075268537,49.17249209958777,66.67741303810782,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R08,BSDC91,WandCantenna,ok,1200,1200,1200,44.84747700000013,80.45742944154446,109.86375301841419,164.47049208441223,95.57834038305563,56.560674461243465,68.2999943740816,43.17489966688811,66.8605258645164,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R09,BSDC91,WandCantenna,ok,1200,1200,1200,44.96743900000014,105.91902990914468,138.38946607245435,197.49269866957067,122.35710134324985,75.56036871435985,95.26660155110783,57.46547730632619,76.7823865090476,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R08,BS2DCE,WandBantenna,ok,1201,1201,1201,44.84747700000013,103.35969119592542,151.78997385558893,253.95813290609507,138.28928921590273,65.99029457847705,84.55171966789358,63.50284368744485,109.43004255249804,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R09,BS2DCE,WandBantenna,ok,1200,1200,1200,44.96743900000014,108.89113909169382,192.55160191521844,318.8382419208596,161.889246451709,78.0735790543637,114.35095617105421,65.3221000993235,114.5948818205587,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R10,BS2DCE,WandBantenna,ok,1200,1200,1200,45.34070900000013,103.13226199559631,149.43934232824603,234.4312852142158,131.15006760261744,62.5267603043163,79.18865833778345,71.12960905818898,104.54423285305089,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R10,BSDC91,WandCantenna,ok,1200,1200,1200,45.34070900000013,86.21514489524509,117.93329488556562,180.4657825058746,103.1262547977764,52.85806561593226,71.63413716074483,54.8560021387043,74.18608239994543,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R11,BSDC91,WandCantenna,ok,1200,1200,1200,45.512481000000136,89.45874676063532,124.54432589946265,171.24791246525646,104.74568693749372,62.7367923239683,74.80335344734532,51.13379569438362,73.32201064509192,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R12,BSDC91,WandCantenna,ok,1200,1200,1200,46.934825000000124,93.61505811718408,126.6514916490636,173.9527073000292,107.16050893807557,54.43900491063948,70.5127562102072,54.9559273148044,80.69278708476526,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R11,BS2DCE,WandBantenna,ok,1201,1201,1201,45.512481000000136,100.77603022358815,135.09695674200236,207.9141828662113,130.65932414213097,68.83967442452256,93.00871765805537,57.97866221112167,91.76730041187105,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R12,BS2DCE,WandBantenna,ok,1200,1200,1200,46.934825000000124,107.61999774087309,152.77804224340844,217.09306085512566,128.24475164342124,58.200736417508764,76.26933015800985,68.03302344062087,103.10046363295989,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R13,BS2DCE,WandBantenna,ok,1201,1201,1201,44.91856400000012,88.27729581991042,126.27218076552369,216.27418353725773,116.35547619879891,53.13775138792758,75.67506446854425,52.829677052507805,88.38484858351532,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R13,BSDC91,WandCantenna,ok,1200,1200,1200,44.91856400000012,88.13247480663642,117.60205005608427,176.9106131452782,105.26902222768888,53.94646075857797,67.85640742110773,54.671611028051586,80.48027716573975,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R14,BS2DCE,WandBantenna,ok,1201,1201,1201,45.59368200000013,98.76771983859989,144.69327222192638,225.94276160735234,126.87103879983891,46.55448425971062,58.02787087813374,76.18925137731117,112.82298829361358,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R15,BS2DCE,WandBantenna,ok,1200,1200,1200,43.647452000000136,103.81734316198403,145.5607009541879,212.46444325152143,125.58125656909965,65.39654870611317,88.0679860627929,58.15121478564379,89.52475541612917,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R15,BSDC91,WandCantenna,ok,1200,1200,1200,43.647452000000136,99.88448347702727,128.3553906656307,178.7586695468787,111.1678084263271,65.23932919954696,78.6727506997943,55.194092349394566,78.5422174861429,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R14,BSDC91,WandCantenna,ok,1200,1200,1200,45.59368200000013,83.01035292475267,111.47453208305402,175.5598430736411,100.34426898794231,52.7917956308829,62.67003536653591,49.82602676647747,78.367333665767,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R16,BSDC91,WandCantenna,ok,1200,1200,1200,44.509039000000136,96.99626394077777,127.53940200906493,179.47618689907313,111.28308570446383,54.531134330649124,65.76300043611229,65.98881253374816,89.77278506065711,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R16,BS2DCE,WandBantenna,ok,1201,1201,1201,44.509039000000136,109.15748438504028,158.85962830206864,238.12728834786313,135.48615468446468,52.840251471285804,72.60570603614354,82.4674997704775,114.38928954310275,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R17,BS2DCE,WandBantenna,ok,1201,1201,1201,45.54838000000013,102.19352456947642,149.23679657027225,243.9632686284171,134.90788892982135,56.543976236970046,78.78266787923918,67.37242623753923,109.51451838605925,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D_LOO_CV,49.621,R17,BSDC91,WandCantenna,ok,1200,1200,1200,45.54838000000013,88.22185214101268,119.97369841303758,177.6936057613958,105.89962922077052,46.283225055223035,69.68856204271381,59.25795580453129,79.73854644722026,BEST-FIT-ALIGNED: V5 self-cal anchors rigidly aligned to Vicon; capture-level v4-io/T4 time offsets reused,,,,,,,,,,,
L_V5,C_V5,D0,0.0,,,,,,,,,,,,,73.69639594541832,97.78003480029457,,,,34,40661,126.39393744609748,155.04085487108813,276.2485855085733,167.2739952788204,82.72062935565101,130.91061540174508,nan,nan,0.0
L_V5,C_V5,D_LOO_CV,49.621,,,,,,,,,,,,,62.6317763141423,79.42102163373136,,,,34,40661,101.48477739653228,108.57335375398864,214.36931339438956,126.22614768446928,64.00379570172683,90.77004273626409,nan,nan,0.0
