host_time_iso,target,sweep,anchor_id,anchor,raw_distance_mm,rx_timestamp,carrier_integrator,first_path,first_path_amp1,first_path_amp2,first_path_amp3,fp_amp_sum,max_growth_cir,rx_pream_count,std_noise,max_noise,raw_line
2026-06-01T23:50:27.980+02:00,BSF66F,7092,2,C,2637,1605619663,6666,48059,3424,3409,1932,8765,659,64,24,520,[RECV] BSF66F notify: CRX;1;7092;2;2637;1605619663;6666;48059;3424;3409;1932;659;64;24;520
2026-06-01T23:50:27.981+02:00,BSF66F,7092,3,D,2810,1671155817,6305,47701,2769,2722,2505,7996,343,51,20,432,[RECV] BSF66F notify: CRX;1;7092;3;2810;1671155817;6305;47701;2769;2722;2505;343;51;20;432
2026-06-01T23:50:27.982+02:00,BSF66F,7092,7,H,2151,1913639946,7453,48110,7161,7139,4905,19205,2123,122,44,1036,[RECV] BSF66F notify: CRX;1;7092;7;2151;1913639946;7453;48110;7161;7139;4905;2123;122;44;1036
2026-06-01T23:50:28.132+02:00,BSF66F,7093,0,A,2686,1373648991,5622,47683,2583,3526,4806,10915,1719,117,44,919,[RECV] BSF66F notify: CRX;1;7093;0;2686;1373648991;5622;47683;2583;3526;4806;1719;117;44;919
2026-06-01T23:50:28.132+02:00,BSF66F,7093,4,E,2579,1635794753,8607,47901,7428,7542,5902,20872,2110,123,52,1242,[RECV] BSF66F notify: CRX;1;7093;4;2579;1635794753;8607;47901;7428;7542;5902;2110;123;52;1242
2026-06-01T23:50:28.136+02:00,BSF66F,7093,2,C,2536,1504721457,7101,47637,5213,7191,6810,19214,1958,122,32,733,[RECV] BSF66F notify: CRX;1;7093;2;2536;1504721457;7101;47637;5213;7191;6810;1958;122;32;733
2026-06-01T23:50:28.137+02:00,BSF66F,7093,6,G,2434,1753760780,11570,48088,1278,6272,5840,13390,1848,119,36,783,[RECV] BSF66F notify: CRX;1;7093;6;2434;1753760780;11570;48088;1278;6272;5840;1848;119;36;783
2026-06-01T23:50:28.334+02:00,BSF66F,7094,0,A,2680,1261636417,5724,47901,2122,4572,3678,10372,1701,119,48,947,[RECV] BSF66F notify: CRX;1;7094;0;2680;1261636417;5724;47901;2122;4572;3678;1701;119;48;947
2026-06-01T23:50:28.335+02:00,BSF66F,7094,1,B,3226,1327172959,5580,47955,1861,1872,1655,5388,143,39,16,301,[RECV] BSF66F notify: CRX;1;7094;1;3226;1327172959;5580;47955;1861;1872;1655;143;39;16;301
2026-06-01T23:50:28.338+02:00,BSF66F,7094,5,F,2967,1582762294,-163,47914,7213,7363,5256,19832,2202,124,60,1404,[RECV] BSF66F notify: CRX;1;7094;5;2967;1582762294;-163;47914;7213;7363;5256;2202;124;60;1404
2026-06-01T23:50:28.339+02:00,BSF66F,7094,3,D,2472,1458245011,7168,47991,6743,6826,4060,17629,1948,117,44,1033,[RECV] BSF66F notify: CRX;1;7094;3;2472;1458245011;7168;47991;6743;6826;4060;1948;117;44;1033
2026-06-01T23:50:28.341+02:00,BSF66F,7094,7,H,2252,1700729331,7376,48071,7270,7590,7518,22378,2288,124,44,1038,[RECV] BSF66F notify: CRX;1;7094;7;2252;1700729331;7376;48071;7270;7590;7518;2288;124;44;1038
2026-06-01T23:50:28.537+02:00,BSF66F,7095,0,A,2655,1155936745,5738,48077,2151,3978,3801,9930,1751,119,48,943,[RECV] BSF66F notify: CRX;1;7095;0;2655;1155936745;5738;48077;2151;3978;3801;1751;119;48;943
2026-06-01T23:50:28.538+02:00,BSF66F,7095,1,B,3219,1221473326,5555,47642,3191,3145,2743,9079,399,59,20,440,[RECV] BSF66F notify: CRX;1;7095;1;3219;1221473326;5555;47642;3191;3145;2743;399;59;20;440
2026-06-01T23:50:28.541+02:00,BSF66F,7095,5,F,3004,1477063241,-206,47677,7456,7269,4212,18937,2129,124,56,1317,[RECV] BSF66F notify: CRX;1;7095;5;3004;1477063241;-206;47677;7456;7269;4212;2129;124;56;1317
2026-06-01T23:50:28.541+02:00,BSF66F,7095,2,C,2734,1287009440,6555,47748,3279,3407,3353,10039,587,61,24,520,[RECV] BSF66F notify: CRX;1;7095;2;2734;1287009440;6555;47748;3279;3407;3353;587;61;24;520
2026-06-01T23:50:28.551+02:00,BSF66F,7095,3,D,2824,1352546016,6278,47820,2382,2339,2263,6984,269,47,16,314,[RECV] BSF66F notify: CRX;1;7095;3;2824;1352546016;6278;47820;2382;2339;2263;269;47;16;314
2026-06-01T23:50:28.552+02:00,BSF66F,7095,7,H,2222,1595030168,7409,47732,7585,7564,4738,19887,2191,122,36,895,[RECV] BSF66F notify: CRX;1;7095;7;2222;1595030168;7409;47732;7585;7564;4738;2191;122;36;895
2026-06-01T23:50:28.732+02:00,BSF66F,7096,0,A,2678,1052667190,5702,47890,2285,4787,4346,11418,1914,125,48,902,[RECV] BSF66F notify: CRX;1;7096;0;2678;1052667190;5702;47890;2285;4787;4346;1914;125;48;902
2026-06-01T23:50:28.732+02:00,BSF66F,7096,4,E,2587,1314812351,8661,48019,6987,6994,6100,20081,1833,121,52,1179,[RECV] BSF66F notify: CRX;1;7096;4;2587;1314812351;8661;48019;6987;6994;6100;1833;121;52;1179
2026-06-01T23:50:28.736+02:00,BSF66F,7096,2,C,2558,1183739619,7104,47799,6719,7123,4332,18174,1967,118,36,851,[RECV] BSF66F notify: CRX;1;7096;2;2558;1183739619;7104;47799;6719;7123;4332;1967;118;36;851
2026-06-01T23:50:28.737+02:00,BSF66F,7096,6,G,2474,1432778541,11569,47857,4886,7297,4756,16939,1963,124,40,906,[RECV] BSF66F notify: CRX;1;7096;6;2474;1432778541;11569;47857;4886;7297;4756;1963;124;40;906
2026-06-01T23:50:28.934+02:00,BSF66F,7097,0,A,2676,942575629,5718,48113,2488,4783,3131,10402,1690,119,40,840,[RECV] BSF66F notify: CRX;1;7097;0;2676;942575629;5718;48113;2488;4783;3131;1690;119;40;840
2026-06-01T23:50:28.935+02:00,BSF66F,7097,1,B,3217,1008112053,5470,48041,1851,1961,1459,5271,165,40,12,245,[RECV] BSF66F notify: CRX;1;7097;1;3217;1008112053;5470;48041;1851;1961;1459;165;40;12;245
2026-06-01T23:50:28.938+02:00,BSF66F,7097,5,F,2992,1263702243,-200,47839,7026,6790,5545,19361,1945,118,52,1219,[RECV] BSF66F notify: CRX;1;7097;5;2992;1263702243;-200;47839;7026;6790;5545;1945;118;52;1219
2026-06-01T23:50:28.939+02:00,BSF66F,7097,3,D,2483,1139184653,7163,48113,7250,7246,4722,19218,2054,118,44,1034,[RECV] BSF66F notify: CRX;1;7097;3;2483;1139184653;7163;48113;7250;7246;4722;2054;118;44;1034
2026-06-01T23:50:28.940+02:00,BSF66F,7097,7,H,2252,1381668967,7422,47683,6321,7013,6965,20299,1932,118,40,944,[RECV] BSF66F notify: CRX;1;7097;7;2252;1381668967;7422;47683;6321;7013;6965;1932;118;40;944
2026-06-01T23:50:29.137+02:00,BSF66F,7098,0,A,2680,837129436,5725,47800,2901,4917,2954,10772,1764,119,48,1043,[RECV] BSF66F notify: CRX;1;7098;0;2680;837129436;5725;47800;2901;4917;2954;1764;119;48;1043
2026-06-01T23:50:29.138+02:00,BSF66F,7098,1,B,3196,902665895,5698,47763,2992,3319,3046,9357,408,60,20,439,[RECV] BSF66F notify: CRX;1;7098;1;3196;902665895;5698;47763;2992;3319;3046;408;60;20;439
2026-06-01T23:50:29.140+02:00,BSF66F,7098,5,F,2915,1158255613,-1,48113,7135,7343,4770,19248,1929,118,60,1459,[RECV] BSF66F notify: CRX;1;7098;5;2915;1158255613;-1;48113;7135;7343;4770;1929;118;60;1459
2026-06-01T23:50:29.141+02:00,BSF66F,7098,2,C,2725,968202048,6529,47908,3475,3462,2837,9774,603,62,32,685,[RECV] BSF66F notify: CRX;1;7098;2;2725;968202048;6529;47908;3475;3462;2837;603;62;32;685
2026-06-01T23:50:29.151+02:00,BSF66F,7098,3,D,2820,1033738086,6328,47954,2666,2606,2481,7753,330,50,24,489,[RECV] BSF66F notify: CRX;1;7098;3;2820;1033738086;6328;47954;2666;2606;2481;330;50;24;489
2026-06-01T23:50:29.152+02:00,BSF66F,7098,7,H,2170,1276222219,7429,47855,6903,6906,4685,18494,1993,119,48,1127,[RECV] BSF66F notify: CRX;1;7098;7;2170;1276222219;7429;47855;6903;6906;4685;1993;119;48;1127
2026-06-01T23:50:29.332+02:00,BSF66F,7099,0,A,2690,729862655,5603,48091,1718,4557,3747,10022,1659,118,44,872,[RECV] BSF66F notify: CRX;1;7099;0;2690;729862655;5603;48091;1718;4557;3747;1659;118;44;872
2026-06-01T23:50:29.332+02:00,BSF66F,7099,4,E,2592,992008253,8609,47625,6996,7582,7134,21712,2004,123,48,1147,[RECV] BSF66F notify: CRX;1;7099;4;2592;992008253;8609;47625;6996;7582;7134;2004;123;48;1147
2026-06-01T23:50:29.335+02:00,BSF66F,7099,2,C,2535,860935536,7121,47956,6074,7429,7115,20618,2028,123,40,951,[RECV] BSF66F notify: CRX;1;7099;2;2535;860935536;7121;47956;6074;7429;7115;2028;123;40;951
2026-06-01T23:50:29.335+02:00,BSF66F,7099,6,G,2435,1109974572,11587,48128,2491,5263,6616,14370,1948,120,36,855,[RECV] BSF66F notify: CRX;1;7099;6;2435;1109974572;11587;48128;2491;5263;6616;1948;120;36;855
2026-06-01T23:50:29.534+02:00,BSF66F,7100,0,A,2696,630254334,5613,47834,1747,4604,3820,10171,1704,119,48,943,[RECV] BSF66F notify: CRX;1;7100;0;2696;630254334;5613;47834;1747;4604;3820;1704;119;48;943
2026-06-01T23:50:29.535+02:00,BSF66F,7100,1,B,3144,695790637,5724,47649,1851,1903,1560,5314,152,39,16,317,[RECV] BSF66F notify: CRX;1;7100;1;3144;695790637;5724;47649;1851;1903;1560;152;39;16;317
2026-06-01T23:50:29.538+02:00,BSF66F,7100,5,F,2874,951380643,41,51351,5797,7075,6387,19259,2031,124,64,1438,[RECV] BSF66F notify: CRX;1;7100;5;2874;951380643;41;51351;5797;7075;6387;2031;124;64;1438
2026-06-01T23:50:29.539+02:00,BSF66F,7100,3,D,2523,826863287,7149,47763,6601,7242,6658,20501,2036,118,36,853,[RECV] BSF66F notify: CRX;1;7100;3;2523;826863287;7149;47763;6601;7242;6658;2036;118;36;853
2026-06-01T23:50:29.541+02:00,BSF66F,7100,7,H,2264,1069347048,7389,47804,7659,7617,4169,19445,2185,124,36,856,[RECV] BSF66F notify: CRX;1;7100;7;2264;1069347048;7389;47804;7659;7617;4169;2185;124;36;856
2026-06-01T23:50:29.736+02:00,BSF66F,7101,0,A,2682,516514719,5656,48003,2373,3175,4651,10199,1623,119,44,868,[RECV] BSF66F notify: CRX;1;7101;0;2682;516514719;5656;48003;2373;3175;4651;1623;119;44;868
2026-06-01T23:50:29.737+02:00,BSF66F,7101,1,B,3157,582051063,5741,47843,3182,3285,2610,9077,395,61,20,420,[RECV] BSF66F notify: CRX;1;7101;1;3157;582051063;5741;47843;3182;3285;2610;395;61;20;420
2026-06-01T23:50:29.741+02:00,BSF66F,7101,5,F,2950,837640603,-62,48023,5607,7010,6295,18912,1828,120,52,1174,[RECV] BSF66F notify: CRX;1;7101;5;2950;837640603;-62;48023;5607;7010;6295;1828;120;52;1174
2026-06-01T23:50:29.742+02:00,BSF66F,7101,2,C,2692,647587284,6603,48056,3593,3563,2113,9269,639,64,24,542,[RECV] BSF66F notify: CRX;1;7101;2;2692;647587284;6603;48056;3593;3563;2113;639;64;24;542
2026-06-01T23:50:29.774+02:00,BSF66F,7101,3,D,2759,713123265,6327,48045,2583,2619,1806,7008,328,52,24,487,[RECV] BSF66F notify: CRX;1;7101;3;2759;713123265;6327;48045;2583;2619;1806;328;52;24;487
2026-06-01T23:50:29.774+02:00,BSF66F,7101,7,H,2262,955607394,7392,47926,7213,7209,4342,18764,1948,119,40,951,[RECV] BSF66F notify: CRX;1;7101;7;2262;955607394;7392;47926;7213;7209;4342;1948;119;40;951
2026-06-01T23:50:29.932+02:00,BSF66F,7102,0,A,2669,411045066,5654,47790,2187,4704,3201,10092,1643,117,44,916,[RECV] BSF66F notify: CRX;1;7102;0;2669;411045066;5654;47790;2187;4704;3201;1643;117;44;916
2026-06-01T23:50:29.932+02:00,BSF66F,7102,4,E,2580,673190595,8646,47759,7213,7582,6741,21536,1981,122,52,1285,[RECV] BSF66F notify: CRX;1;7102;4;2580;673190595;8646;47759;7213;7582;6741;1981;122;52;1285
2026-06-01T23:50:29.935+02:00,BSF66F,7102,2,C,2564,542117400,7076,48116,6498,6821,4280,17599,1952,123,32,696,[RECV] BSF66F notify: CRX;1;7102;2;2564;542117400;7076;48116;6498;6821;4280;1952;123;32;696
2026-06-01T23:50:29.936+02:00,BSF66F,7102,6,G,2463,791156539,11561,47887,828,6534,6675,14037,2033,119,36,853,[RECV] BSF66F notify: CRX;1;7102;6;2463;791156539;11561;47887;828;6534;6675;2033;119;36;853
2026-06-01T23:50:30.134+02:00,BSF66F,7103,0,A,2684,305040824,5684,48020,1784,4523,4078,10385,1693,119,48,944,[RECV] BSF66F notify: CRX;1;7103;0;2684;305040824;5684;48020;1784;4523;4078;1693;119;48;944
2026-06-01T23:50:30.134+02:00,BSF66F,7103,4,E,2926,567186141,7833,47817,2916,2877,2821,8614,351,54,24,494,[RECV] BSF66F notify: CRX;1;7103;4;2926;567186141;7833;47817;2916;2877;2821;351;54;24;494
2026-06-01T23:50:30.138+02:00,BSF66F,7103,2,C,2558,436112948,7022,47640,5969,7246,6611,19826,2016,120,32,766,[RECV] BSF66F notify: CRX;1;7103;2;2558;436112948;7022;47640;5969;7246;6611;2016;120;32;766
2026-06-01T23:50:30.139+02:00,BSF66F,7103,6,G,2451,685152139,11549,47959,812,6282,5843,12937,1672,117,36,779,[RECV] BSF66F notify: CRX;1;7103;6;2451;685152139;11549;47959;812;6282;5843;1672;117;36;779
2026-06-01T23:50:30.141+02:00,BSF66F,7103,3,D,2753,501649137,6305,47845,2753,2693,2096,7542,346,52,20,412,[RECV] BSF66F notify: CRX;1;7103;3;2753;501649137;6305;47845;2753;2693;2096;346;52;20;412
2026-06-01T23:50:30.336+02:00,BSF66F,7104,0,A,2678,197441636,5655,47688,1848,4071,4672,10591,1754,119,44,830,[RECV] BSF66F notify: CRX;1;7104;0;2678;197441636;5655;47688;1848;4071;4672;1754;119;44;830
2026-06-01T23:50:30.337+02:00,BSF66F,7104,1,B,3251,262978409,5633,47957,3169,3305,2983,9457,413,61,20,443,[RECV] BSF66F notify: CRX;1;7104;1;3251;262978409;5633;47957;3169;3305;2983;413;61;20;443
2026-06-01T23:50:30.340+02:00,BSF66F,7104,5,F,2954,518567761,-52,47917,6945,6920,4873,18738,2399,121,52,1193,[RECV] BSF66F notify: CRX;1;7104;5;2954;518567761;-52;47917;6945;6920;4873;2399;121;52;1193
2026-06-01T23:50:30.341+02:00,BSF66F,7104,2,C,2695,328514172,6645,47712,3471,3473,3040,9984,622,63,28,599,[RECV] BSF66F notify: CRX;1;7104;2;2695;328514172;6645;47712;3471;3473;3040;622;63;28;599
2026-06-01T23:50:30.351+02:00,BSF66F,7104,3,D,2791,394050625,6255,47669,2836,2817,1700,7353,362,53,24,515,[RECV] BSF66F notify: CRX;1;7104;3;2791;394050625;6255;47669;2836;2817;1700;362;53;24;515
2026-06-01T23:50:30.351+02:00,BSF66F,7104,7,H,2202,636534737,7424,48045,7109,7113,4905,19127,2073,122,36,859,[RECV] BSF66F notify: CRX;1;7104;7;2202;636534737;7424;48045;7109;7113;4905;2073;122;36;859
2026-06-01T23:50:30.532+02:00,BSF66F,7105,0,A,2688,92049314,5649,48006,1978,3794,5030,10802,1675,117,44,826,[RECV] BSF66F notify: CRX;1;7105;0;2688;92049314;5649;48006;1978;3794;5030;1675;117;44;826
2026-06-01T23:50:30.532+02:00,BSF66F,7105,4,E,2584,354194751,8642,47891,6810,6742,6046,19598,1866,119,56,1273,[RECV] BSF66F notify: CRX;1;7105;4;2584;354194751;8642;47891;6810;6742;6046;1866;119;56;1273
2026-06-01T23:50:30.535+02:00,BSF66F,7105,2,C,2540,223121591,7135,47763,6350,7020,6925,20295,2459,123,36,859,[RECV] BSF66F notify: CRX;1;7105;2;2540;223121591;7135;47763;6350;7020;6925;2459;123;36;859
2026-06-01T23:50:30.536+02:00,BSF66F,7105,6,G,2470,472160852,11552,47640,2372,6597,5906,14875,1968,117,40,906,[RECV] BSF66F notify: CRX;1;7105;6;2470;472160852;11552;47640;2372;6597;5906;1968;117;40;906
2026-06-01T23:50:30.734+02:00,BSF66F,7106,0,A,2682,4279403141,5731,47713,2042,4736,3698,10476,1646,119,48,943,[RECV] BSF66F notify: CRX;1;7106;0;2682;4279403141;5731;47713;2042;4736;3698;1646;119;48;943
2026-06-01T23:50:30.735+02:00,BSF66F,7106,1,B,3226,49972465,5449,47845,2145,2180,1696,6021,187,43,16,318,[RECV] BSF66F notify: CRX;1;7106;1;3226;49972465;5449;47845;2145;2180;1696;187;43;16;318
2026-06-01T23:50:30.738+02:00,BSF66F,7106,5,F,2906,305562074,-88,48094,7056,6763,5595,19414,2008,120,52,1168,[RECV] BSF66F notify: CRX;1;7106;5;2906;305562074;-88;48094;7056;6763;5595;2008;120;52;1168
2026-06-01T23:50:30.739+02:00,BSF66F,7106,3,D,2513,181044614,7163,47970,6669,7069,5607,19345,1962,119,36,855,[RECV] BSF66F notify: CRX;1;7106;3;2513;181044614;7163;47970;6669;7069;5607;1962;119;36;855
2026-06-01T23:50:30.740+02:00,BSF66F,7106,7,H,2247,423528885,7410,48009,7075,7561,7414,22050,2152,121,40,986,[RECV] BSF66F notify: CRX;1;7106;7;2247;423528885;7410;48009;7075;7561;7414;2152;121;40;986
2026-06-01T23:50:30.936+02:00,BSF66F,7107,0,A,2692,4173851984,5630,47916,2424,4879,3424,10727,1698,119,44,831,[RECV] BSF66F notify: CRX;1;7107;0;2692;4173851984;5630;47916;2424;4879;3424;1698;119;44;831
2026-06-01T23:50:30.937+02:00,BSF66F,7107,1,B,3253,4239388122,5574,48078,3072,3083,2723,8878,336,60,20,423,[RECV] BSF66F notify: CRX;1;7107;1;3253;4239388122;5574;48078;3072;3083;2723;336;60;20;423
2026-06-01T23:50:30.940+02:00,BSF66F,7107,5,F,2933,200010973,-78,47841,6965,7224,5757,19946,2065,121,52,1222,[RECV] BSF66F notify: CRX;1;7107;5;2933;200010973;-78;47841;6965;7224;5757;2065;121;52;1222
2026-06-01T23:50:30.941+02:00,BSF66F,7107,2,C,2690,9957160,6580,47892,3600,3571,3492,10663,629,63,24,544,[RECV] BSF66F notify: CRX;1;7107;2;2690;9957160;6580;47892;3600;3571;3492;629;63;24;544
2026-06-01T23:50:30.951+02:00,BSF66F,7107,3,D,2756,75493574,6343,47794,2749,2795,1807,7351,368,53,24,516,[RECV] BSF66F notify: CRX;1;7107;3;2756;75493574;6343;47794;2749;2795;1807;368;53;24;516
2026-06-01T23:50:30.952+02:00,BSF66F,7107,7,H,2236,317977694,7399,47674,7368,7309,4171,18848,2078,121,36,858,[RECV] BSF66F notify: CRX;1;7107;7;2236;317977694;7399;47674;7368;7309;4171;2078;121;36;858
2026-06-01T23:50:31.132+02:00,BSF66F,7108,0,A,2694,4068194418,5743,47694,1959,4673,4706,11338,2021,125,52,1021,[RECV] BSF66F notify: CRX;1;7108;0;2694;4068194418;5743;47694;1959;4673;4706;2021;125;52;1021
2026-06-01T23:50:31.132+02:00,BSF66F,7108,4,E,2838,35372480,8015,48052,2214,2196,1401,5811,211,43,20,412,[RECV] BSF66F notify: CRX;1;7108;4;2838;35372480;8015;48052;2214;2196;1401;211;43;20;412
2026-06-01T23:50:31.135+02:00,BSF66F,7108,2,C,2562,4199267170,7099,47934,6791,7234,3961,17986,1921,122,36,851,[RECV] BSF66F notify: CRX;1;7108;2;2562;4199267170;7099;47934;6791;7234;3961;1921;122;36;851
2026-06-01T23:50:31.135+02:00,BSF66F,7108,6,G,2491,153338723,11553,47927,5871,7372,4403,17646,2120,122,44,1036,[RECV] BSF66F notify: CRX;1;7108;6;2491;153338723;11553;47927;5871;7372;4403;2120;122;44;1036
2026-06-01T23:50:31.139+02:00,BSF66F,7108,3,D,2627,4264803432,6704,47708,1920,1920,1701,5541,189,41,20,389,[RECV] BSF66F notify: CRX;1;7108;3;2627;4264803432;6704;47708;1920;1920;1701;189;41;20;389
2026-06-01T23:50:31.334+02:00,BSF66F,7109,0,A,2692,3960362847,5673,47931,2971,4369,2539,9879,1663,119,52,1070,[RECV] BSF66F notify: CRX;1;7109;0;2692;3960362847;5673;47931;2971;4369;2539;1663;119;52;1070
2026-06-01T23:50:31.335+02:00,BSF66F,7109,4,E,2956,4222507994,7795,48070,2751,2670,2595,8016,336,52,20,416,[RECV] BSF66F notify: CRX;1;7109;4;2956;4222507994;7795;48070;2751;2670;2595;336;52;20;416
2026-06-01T23:50:31.337+02:00,BSF66F,7109,2,C,2530,4091435382,7072,47962,6634,7192,6855,20681,2050,119,36,857,[RECV] BSF66F notify: CRX;1;7109;2;2530;4091435382;7072;47962;6634;7192;6855;2050;119;36;857
2026-06-01T23:50:31.339+02:00,BSF66F,7109,6,G,2510,45506984,11507,47980,4434,7077,5010,16521,2036,124,40,906,[RECV] BSF66F notify: CRX;1;7109;6;2510;45506984;11507;47980;4434;7077;5010;2036;124;40;906
2026-06-01T23:50:31.341+02:00,BSF66F,7109,3,D,2828,4156971480,6237,48076,2726,2739,2604,8069,342,50,20,429,[RECV] BSF66F notify: CRX;1;7109;3;2828;4156971480;6237;48076;2726;2739;2604;342;50;20;429
2026-06-01T23:50:31.537+02:00,BSF66F,7110,0,A,2654,3855079447,5752,48115,2750,4831,3096,10677,1702,119,44,915,[RECV] BSF66F notify: CRX;1;7110;0;2654;3855079447;5752;48115;2750;4831;3096;1702;119;44;915
2026-06-01T23:50:31.538+02:00,BSF66F,7110,1,B,3214,3920615988,5592,47648,3022,3141,2599,8762,347,59,24,497,[RECV] BSF66F notify: CRX;1;7110;1;3214;3920615988;5592;47648;3022;3141;2599;347;59;24;497
