version,eval_set,anchor,err_x_mm,err_y_vertical_mm,err_z_mm,err_3d_mm,err_horizontal_mm,err_vertical_mm,aligned_x_mm,aligned_y_vertical_mm,aligned_z_mm,truth_x_mm,truth_y_vertical_mm,truth_z_mm
v3-lite,all8,B,-61.63446263636911,-46.148090173738325,80.63247199946159,111.49012849531307,101.4908987309598,46.148090173738325,-1382.0672626363692,224.17843482626168,1109.9885719994616,-1320.4328,270.326525,1029.3561
v3-lite,all8,C,63.610271792820754,-55.49380535402082,129.58911853205768,154.6582320865662,144.3592959233046,55.49380535402082,915.5319617928208,166.90082964597917,1323.8679185320577,851.92169,222.394635,1194.2788
v3-lite,all8,D,94.52736032239181,-64.57279201280173,-62.810125570209266,130.57633473180852,113.49243905945784,64.57279201280173,1177.301460322392,176.33126298719827,-1495.2881255702093,1082.7741,240.904055,-1432.478
v3-lite,all8,E,-62.12672184415078,16.053267819352186,-55.353107789943806,84.74316206506262,83.20875019555108,16.053267819352186,-1232.757621844151,1664.0258678193522,-1637.0061077899438,-1170.6309,1647.9726,-1581.653
v3-lite,all8,F,-9.888708378467754,117.84784450191341,22.696280631143054,120.42019000827537,24.75697291435239,117.84784450191341,-1281.6011583784677,1777.9477445019133,1121.9558806311431,-1271.71245,1660.0999,1099.2596
v3-lite,all8,G,49.67358262356686,-14.790747985186954,93.93938772817819,107.28858095513534,106.26416789024097,14.790747985186954,1022.6087926235668,1718.641352014813,1262.1474377281781,972.93521,1733.4321,1168.20805
v3-lite,all8,H,19.83844055801319,136.25590068394627,-68.04913847836474,153.59010203335015,70.88193684868864,136.25590068394627,1047.9009405580132,1766.5739006839462,-1620.1368384783648,1028.0625,1630.318,-1552.0877
v4-io,all8,A,-79.36363386393259,-75.38141946016532,-144.74617050725192,181.47285928323328,165.07586212588078,75.38141946016532,-1153.9299338639325,172.89387053983467,-1768.997320507252,-1074.5663,248.27528999999998,-1624.25115
v4-io,all8,B,-5.037457731076984,-49.210560481721615,58.441720728891596,76.56689862513255,58.65842396575401,49.210560481721615,-1325.470257731077,221.1159645182784,1087.7978207288916,-1320.4328,270.326525,1029.3561
v4-io,all8,C,-18.157960001644255,-6.810462224562343,91.34852784440682,93.38440687006515,93.13573455318684,6.810462224562343,833.7637299983558,215.58417277543765,1285.6273278444069,851.92169,222.394635,1194.2788
v4-io,all8,D,81.87304291155988,-39.84486054031444,-16.571207699143542,92.549516431386,83.53322740207204,39.84486054031444,1164.64714291156,201.05919445968556,-1449.0492076991436,1082.7741,240.904055,-1432.478
v4-io,all8,E,-51.30009253356002,11.472102591500516,-18.706864971762798,55.79655391593194,54.60445303291286,11.472102591500516,-1221.9309925335601,1659.4447025915006,-1600.3598649717628,-1170.6309,1647.9726,-1581.653
v4-io,all8,F,10.829669556167573,93.48291009512263,11.588973961776674,94.8189882883977,15.861464629173451,93.48291009512263,-1260.8827804438324,1753.5828100951226,1110.8485739617768,-1271.71245,1660.0999,1099.2596
v4-io,all8,G,65.56373470894061,-29.848087104219303,60.747492149758045,94.23252843498534,89.38042913003528,29.848087104219303,1038.4989447089406,1703.5840128957807,1228.955542149758,972.93521,1733.4321,1168.20805
v4-io,all8,H,-4.407303046453308,96.14037712436016,-42.10247150667624,105.04767746470151,42.332522097245295,96.14037712436016,1023.6551969535467,1726.4583771243601,-1594.1901715066763,1028.0625,1630.318,-1552.0877
