layout,tag_method,kind,keep_k,keep_set,dropped_set,dropped_lower_count,dropped_upper_count,drop_category,drops_G,drops_H,drops_FGH_count,roto_tracks_ok,solved_total,turn_center_rms_3d_mm_median,turn_center_p95_3d_mm_median,circle_thickness_rms_mm_median,radius_mm_median,turn_count_median
v1-old,T1,roto,6,BCDEFH,AG,1,1,balanced,1,0,1,34,40810,24.446842754260913,41.89852596425192,139.02483600097713,651.5834993538649,23.0
v1-old,T1,roto,6,BCDEGH,AF,1,1,balanced,0,0,1,34,40811,23.15861560135901,37.99519702768959,131.14356932824805,621.447231014758,23.0
v1-old,T1,roto,6,BCDFGH,AE,1,1,balanced,0,0,0,34,40809,24.373601752661934,41.10546708383855,133.4581198981489,608.5068033091114,23.0
v1-old,T1,roto,6,BCEFGH,AD,2,0,lower_heavy,0,0,0,34,40809,28.77417609315674,46.59322699391001,115.40494851653807,544.4414265844808,23.0
v1-old,T1,roto,6,BDEFGH,AC,2,0,lower_heavy,0,0,0,34,40811,27.43957255955477,50.92772528005611,134.89566290068126,637.7382353612595,23.0
v1-old,T1,roto,6,CDEFGH,AB,2,0,lower_heavy,0,0,0,34,40809,31.41788816979986,58.15049546851134,141.1922133809416,615.4610775216507,23.0
v1-old,T1,roto,5,ABCDE,FGH,0,3,upper_heavy,1,1,3,34,40805,17.57971670357078,28.982800116050104,128.886300589101,599.9179117337649,23.0
v1-old,T1,roto,5,ABCDF,EGH,0,3,upper_heavy,1,1,2,34,40790,25.025517554831204,46.30475494812711,149.3271645121689,615.1804168133187,23.0
v1-old,T1,roto,5,ABCDG,EFH,0,3,upper_heavy,0,1,2,34,40792,19.55875675344143,33.13284236416571,120.46230005782348,591.1969584143785,23.0
v1-old,T1,roto,5,ABCDH,EFG,0,3,upper_heavy,1,0,2,34,40801,25.451039968880913,39.7208167103093,123.50197387496829,587.0691817557854,23.0
v1-old,T1,roto,5,ABCEF,DGH,1,2,upper_heavy,1,1,2,34,40789,21.24640577057046,35.43594202717489,129.28403844986076,540.5097283050513,23.0
v1-old,T1,roto,5,ABCEG,DFH,1,2,upper_heavy,0,1,2,34,40791,23.03325972036012,36.8726488949516,135.7241219074399,615.6737142575016,23.0
v1-old,T1,roto,5,ABCEH,DFG,1,2,upper_heavy,1,0,2,34,40798,32.29099122290603,49.70405362466485,152.27707854105716,626.2143873481928,23.0
v1-old,T1,roto,5,ABCFG,DEH,1,2,upper_heavy,0,1,1,34,40779,28.423236634099517,44.156127549670984,126.81796817304362,555.6528830939513,23.0
v1-old,T1,roto,5,ABCFH,DEG,1,2,upper_heavy,1,0,1,34,40784,31.986724472192684,55.363836138648345,155.31666663299006,611.693255172918,23.0
v1-old,T1,roto,5,ABCGH,DEF,1,2,upper_heavy,0,0,1,34,40787,34.940449621956255,56.582565699288736,156.47571696367953,640.8644635134374,23.0
v1-old,T1,roto,5,ABDEF,CGH,1,2,upper_heavy,1,1,2,34,40791,31.814913987616652,47.46301488498063,143.92275775091616,596.584133604134,23.0
v1-old,T1,roto,5,ABDEG,CFH,1,2,upper_heavy,0,1,2,34,40801,26.23992780189063,40.655653631759634,155.52344591413402,646.9405882698281,23.0
v1-old,T1,roto,5,ABDEH,CFG,1,2,upper_heavy,1,0,2,34,40802,21.564350916193096,36.222519062350116,123.09113772680726,589.1345808005715,23.0
v1-old,T1,roto,5,ABDFG,CEH,1,2,upper_heavy,0,1,1,34,40786,46.33490010907575,76.48077121503074,183.38112568295878,687.4551990256687,23.0
v1-old,T1,roto,5,ABDFH,CEG,1,2,upper_heavy,1,0,1,34,40785,33.33134110795615,51.87896355822825,165.78190560208037,684.5232587114443,23.5
v1-old,T1,roto,5,ABDGH,CEF,1,2,upper_heavy,0,0,1,34,40798,36.50235434293691,65.87682093078945,161.53189825288393,633.14552702161,23.0
v1-old,T1,roto,5,ABEFG,CDH,2,1,lower_heavy,0,1,1,34,40787,32.32071611210321,59.26194012761277,135.92309776817297,562.882008992193,23.0
v1-old,T1,roto,5,ABEFH,CDG,2,1,lower_heavy,1,0,1,34,40784,28.31166294976495,55.319464492793955,127.71889155121207,556.3393936642879,23.0
v1-old,T1,roto,5,ABEGH,CDF,2,1,lower_heavy,0,0,1,34,40797,42.59329066561418,75.08143182228352,180.559823411706,662.4610172314055,23.0
v1-old,T1,roto,5,ABFGH,CDE,2,1,lower_heavy,0,0,0,34,40781,33.15213446681186,60.44905471134502,167.0482156476113,622.8220137528317,23.0
v1-old,T1,roto,5,ACDEF,BGH,1,2,upper_heavy,1,1,2,33,39600,45.25119655385507,87.39700816353152,189.90450372338182,691.2079591448376,22.0
v1-old,T1,roto,5,ACDEG,BFH,1,2,upper_heavy,0,1,2,34,40796,21.632909173576817,36.262848846754245,134.5176364250885,584.7616321477319,23.0
v1-old,T1,roto,5,ACDEH,BFG,1,2,upper_heavy,1,0,2,34,40799,23.592616443122182,37.25088541323041,123.25532577436351,557.6761029666595,23.0
v1-old,T1,roto,5,ACDFG,BEH,1,2,upper_heavy,0,1,1,34,40789,51.03789148036966,90.11740436860994,193.29330419290517,685.9235194071997,23.0
v1-old,T1,roto,5,ACDFH,BEG,1,2,upper_heavy,1,0,1,34,40790,36.419740542354226,71.73922956319825,169.39757847756312,636.3089110779775,23.0
v1-old,T1,roto,5,ACDGH,BEF,1,2,upper_heavy,0,0,1,34,40787,22.47972857781837,38.94441052765764,117.06158053252236,535.1741553996727,23.0
v1-old,T1,roto,5,ACEFG,BDH,2,1,lower_heavy,0,1,1,34,40793,29.66986309031433,49.20956315184663,142.89004339662256,611.4765438794116,23.0
v1-old,T1,roto,5,ACEFH,BDG,2,1,lower_heavy,1,0,1,34,40792,34.318759612918676,62.34327749232413,160.58220897173504,631.6021516617158,23.0
v1-old,T1,roto,5,ACEGH,BDF,2,1,lower_heavy,0,0,1,34,40789,26.05143122768598,42.13509219907504,139.2794560977479,624.7925280188324,23.0
v1-old,T1,roto,5,ACFGH,BDE,2,1,lower_heavy,0,0,0,34,40783,40.378276735248846,69.86068386440937,155.19347476820775,602.3549992646588,23.0
v1-old,T1,roto,5,ADEFG,BCH,2,1,lower_heavy,0,1,1,34,40800,48.157924875045794,79.61023372173452,204.194435263535,711.3056062702509,22.0
v1-old,T1,roto,5,ADEFH,BCG,2,1,lower_heavy,1,0,1,34,40793,28.1152671397893,49.388781999734604,152.7474054151885,594.3590115942408,23.0
v1-old,T1,roto,5,ADEGH,BCF,2,1,lower_heavy,0,0,1,34,40800,24.98523465448904,41.47409717833,127.75622873357108,577.6020944598121,23.0
v1-old,T1,roto,5,ADFGH,BCE,2,1,lower_heavy,0,0,0,34,40789,51.3167863238382,94.7516069426691,197.1581310414872,689.7441179569892,23.0
v1-old,T1,roto,5,AEFGH,BCD,3,0,lower_heavy,0,0,0,34,40793,36.28741899161237,65.11726949844217,143.6887266582046,570.5357108009011,23.0
v1-old,T1,roto,5,BCDEF,AGH,1,2,upper_heavy,1,1,2,34,40787,32.738073308957496,51.844178674855456,170.61045239497815,651.1712731967268,23.0
v1-old,T1,roto,5,BCDEG,AFH,1,2,upper_heavy,0,1,2,34,40789,27.088484419757542,46.93889260704744,161.15698266356657,642.8175842465216,23.0
v1-old,T1,roto,5,BCDEH,AFG,1,2,upper_heavy,1,0,2,34,40797,45.88727179016839,63.81033958023684,146.9609483562299,612.8193825639789,23.0
v1-old,T1,roto,5,BCDFG,AEH,1,2,upper_heavy,0,1,1,34,40776,27.603438096627972,50.527513281761244,140.16353035095486,592.0197199079848,23.0
v1-old,T1,roto,5,BCDFH,AEG,1,2,upper_heavy,1,0,1,34,40782,29.858625484007902,55.50509177842444,152.13517189900807,670.738743624253,23.0
v1-old,T1,roto,5,BCDGH,AEF,1,2,upper_heavy,0,0,1,34,40785,25.9582204385786,44.99011180842187,129.5775733391471,589.4002398560525,23.0
v1-old,T1,roto,5,BCEFG,ADH,2,1,lower_heavy,0,1,1,34,40777,24.520974443162434,45.20064873745247,126.81053846987986,545.2974606667583,23.0
v1-old,T1,roto,5,BCEFH,ADG,2,1,lower_heavy,1,0,1,34,40781,41.4343756516177,70.97105739280045,165.06456806715414,608.6163261675351,23.0
v1-old,T1,roto,5,BCEGH,ADF,2,1,lower_heavy,0,0,1,34,40784,42.954060280708575,68.54577589145805,166.47337932096295,653.2478739245839,23.0
v1-old,T1,roto,5,BCFGH,ADE,2,1,lower_heavy,0,0,0,34,40772,32.746371937331915,59.178824510186466,126.55021749377434,566.0624314742395,23.0
v1-old,T1,roto,5,BDEFG,ACH,2,1,lower_heavy,0,1,1,34,40785,32.65821486944738,58.00052805030583,160.80995548524672,644.8858566413226,23.0
v1-old,T1,roto,5,BDEFH,ACG,2,1,lower_heavy,1,0,1,34,40783,34.2706888355536,62.23026926571935,164.5142649736092,651.6195729208812,23.0
v1-old,T1,roto,5,BDEGH,ACF,2,1,lower_heavy,0,0,1,34,40796,32.59065657174162,49.41134865119308,163.9770039926274,657.282526327436,23.0
v1-old,T1,roto,5,BDFGH,ACE,2,1,lower_heavy,0,0,0,34,40779,32.336289048366446,61.36280188924974,159.55822827254718,655.4774737711209,23.0
v1-old,T1,roto,5,BEFGH,ACD,3,0,lower_heavy,0,0,0,34,40780,48.59725204467784,86.46289503740294,173.48733124984645,591.6949199012213,23.0
v1-old,T1,roto,5,CDEFG,ABH,2,1,lower_heavy,0,1,1,34,40790,43.49568936873448,77.30421596364769,190.51507015313194,679.0587276675041,23.0
v1-old,T1,roto,5,CDEFH,ABG,2,1,lower_heavy,1,0,1,34,40790,38.3999669441758,70.98592905315462,200.55602168544345,687.838020688472,23.0
v1-old,T1,roto,5,CDEGH,ABF,2,1,lower_heavy,0,0,1,34,40787,31.95403518717986,48.05148853295992,131.7909923482018,595.8234929353083,23.0
v1-old,T1,roto,5,CDFGH,ABE,2,1,lower_heavy,0,0,0,34,40780,48.95203074144955,88.49927519126942,160.6338436673342,603.5597219993799,23.0
v1-old,T1,roto,5,CEFGH,ABD,3,0,lower_heavy,0,0,0,34,40784,39.523106469853175,71.3259017724422,150.90705314418022,570.0044062941057,23.0
v1-old,T1,roto,5,DEFGH,ABC,3,0,lower_heavy,0,0,0,34,40791,62.986251336341454,108.8536302078248,206.6221843483569,648.3524856375749,23.0
v1-old,T1,roto,4,ABCD,EFGH,0,4,upper_heavy,1,1,3,34,40179,15.128994774415354,25.64923965650889,132.18217905527143,584.6323015216852,23.0
v1-old,T1,roto,4,ABCE,DFGH,1,3,upper_heavy,1,1,3,34,40176,26.364672620718885,41.860560774171496,163.71686811009158,610.5284242528573,23.0
v1-old,T1,roto,4,ABCF,DEGH,1,3,upper_heavy,1,1,2,34,39756,35.3234598765657,59.17999429010856,173.43321297360222,615.1746411203053,23.0
v1-old,T1,roto,4,ABCG,DEFH,1,3,upper_heavy,0,1,2,34,39799,35.50357403121424,58.58757077325783,175.51617602137088,643.0753801125765,23.0
v1-old,T1,roto,4,ABCH,DEFG,1,3,upper_heavy,1,0,2,34,39785,39.718770835548824,74.3066642641638,171.5074526429055,663.2770125484526,23.0
v1-old,T1,roto,4,ABDE,CFGH,1,3,upper_heavy,1,1,3,33,39061,34.93019469581487,62.3673965994094,157.8913407631147,633.4173964327703,23.0
v1-old,T1,roto,4,ABDF,CEGH,1,3,upper_heavy,1,1,2,34,39826,45.39467193046738,77.77226036965763,202.93871304419764,691.7477367105789,23.0
v1-old,T1,roto,4,ABDG,CEFH,1,3,upper_heavy,0,1,2,34,39861,49.96122001879755,78.31541431304211,183.2540233226888,605.2600486169608,23.0
v1-old,T1,roto,4,ABDH,CEFG,1,3,upper_heavy,1,0,2,34,39853,36.47446404617744,62.27022325505857,169.89215521598447,642.8681254690109,23.0
v1-old,T1,roto,4,ABEF,CDGH,2,2,balanced,1,1,2,33,38660,24.377479574293105,43.661120408702956,126.79452557832322,551.1380296157918,23.0
v1-old,T1,roto,4,ABEG,CDFH,2,2,balanced,0,1,2,34,39856,44.547706913686795,76.54019324654968,194.76480498182877,643.6862164841348,23.0
v1-old,T1,roto,4,ABEH,CDFG,2,2,balanced,1,0,2,34,39850,41.31135429232487,73.83842816974403,191.01351547656833,609.2045720854803,23.0
v1-old,T1,roto,4,ABFG,CDEH,2,2,balanced,0,1,1,34,39436,46.96639670435654,83.21682893991517,192.0037488977208,613.1129978565912,23.5
v1-old,T1,roto,4,ABFH,CDEG,2,2,balanced,1,0,1,34,39432,82.34043346942596,128.94844965460334,223.91751748930375,725.4294286108449,23.0
v1-old,T1,roto,4,ABGH,CDEF,2,2,balanced,0,0,1,33,38305,103.96772257633864,170.5826478671982,263.68111717728,700.608059588237,3.0
v1-old,T1,roto,4,ACDE,BFGH,1,3,upper_heavy,1,1,3,34,40231,35.15103865515451,62.695962865009506,200.01241332248173,619.5818031948124,23.0
v1-old,T1,roto,4,ACDF,BEGH,1,3,upper_heavy,1,1,2,33,38615,68.25228555351785,111.96277576471286,210.9208148649096,693.3702288835467,21.0
v1-old,T1,roto,4,ACDG,BEFH,1,3,upper_heavy,0,1,2,34,39855,28.53116279219592,41.82643351607449,176.19158338085975,578.8757896407146,23.0
v1-old,T1,roto,4,ACDH,BEFG,1,3,upper_heavy,1,0,2,34,39845,40.3121943284257,72.74330067358143,163.7905839673693,593.7937052096802,23.0
v1-old,T1,roto,4,ACEF,BDGH,2,2,balanced,1,1,2,34,39798,63.858740419674014,92.35223064880417,202.66684495973558,634.3242762125719,23.0
v1-old,T1,roto,4,ACEG,BDFH,2,2,balanced,0,1,2,34,39847,115.75043829421341,209.84574947500042,219.22122449441275,704.1776739205814,5.0
v1-old,T1,roto,4,ACEH,BDFG,2,2,balanced,1,0,2,34,39839,34.225063542549734,59.11864212627952,167.27253453999836,619.9238467938294,23.0
v1-old,T1,roto,4,ACFG,BDEH,2,2,balanced,0,1,1,34,39420,39.93547513783467,70.40127417111054,165.61725748752934,599.2232450397332,23.0
v1-old,T1,roto,4,ACFH,BDEG,2,2,balanced,1,0,1,34,39414,46.672391407759015,76.23302331786188,173.87127453378542,643.2611046347979,23.0
v1-old,T1,roto,4,ACGH,BDEF,2,2,balanced,0,0,1,34,39461,41.35212924124706,65.6643770069533,195.80610987390654,658.3977705174909,23.0
v1-old,T1,roto,4,ADEF,BCGH,2,2,balanced,1,1,2,34,39868,72.71062390487695,117.22269578335093,224.2688691117662,738.8062003000781,23.0
v1-old,T1,roto,4,ADEG,BCFH,2,2,balanced,0,1,2,34,39909,56.435924231537925,102.47684731709273,215.69310078981962,630.2824156188817,23.0
v1-old,T1,roto,4,ADEH,BCFG,2,2,balanced,1,0,2,34,39907,26.111322402583507,45.35045724342294,138.68014517598004,561.7363651765997,23.0
v1-old,T1,roto,4,ADFG,BCEH,2,2,balanced,0,1,1,33,38323,370.5584670533712,411.6018914703762,240.7136406947854,795.9849722800768,2.0
v1-old,T1,roto,4,ADFH,BCEG,2,2,balanced,1,0,1,34,39484,65.77141239576099,110.88337005613695,226.443164256923,721.9496047176898,23.0
v1-old,T1,roto,4,ADGH,BCEF,2,2,balanced,0,0,1,34,39522,44.140302786944346,74.04567317915502,165.8783783207124,589.5085529665138,23.0
v1-old,T1,roto,4,AEFG,BCDH,3,1,lower_heavy,0,1,1,34,39474,44.8780620513174,76.24330990704179,182.51893653781178,629.1206464344086,23.0
v1-old,T1,roto,4,AEFH,BCDG,3,1,lower_heavy,1,0,1,34,39476,48.862886590267806,86.11204219195209,189.5170997789873,620.1803924623084,23.0
v1-old,T1,roto,4,AEGH,BCDF,3,1,lower_heavy,0,0,1,34,39514,41.04370380130162,75.0691896589773,186.10901398059679,634.897964587044,23.0
v1-old,T1,roto,4,AFGH,BCDE,3,1,lower_heavy,0,0,0,34,39090,78.11280984164853,142.30368449519693,216.5657458437625,591.1231507523398,23.0
v1-old,T1,roto,4,BCDE,AFGH,1,3,upper_heavy,1,1,3,34,40138,43.60385401393333,62.94683185780417,159.54427392955085,614.9360950876371,23.0
v1-old,T1,roto,4,BCDF,AEGH,1,3,upper_heavy,1,1,2,34,39719,42.04164631273935,66.23845789910553,179.1511601225055,655.5928127242247,23.0
v1-old,T1,roto,4,BCDG,AEFH,1,3,upper_heavy,0,1,2,34,39762,35.360966610398734,60.16185722311586,168.17269968641773,629.3851465773937,23.0
v1-old,T1,roto,4,BCDH,AEFG,1,3,upper_heavy,1,0,2,34,39747,39.220346659108124,67.16980564553036,184.2667816139616,633.4470189852632,23.0
v1-old,T1,roto,4,BCEF,ADGH,2,2,balanced,1,1,2,34,39714,46.58450099510584,76.85203054831271,172.07686986396288,574.4250643909752,23.0
v1-old,T1,roto,4,BCEG,ADFH,2,2,balanced,0,1,2,34,39757,60.91057883662667,110.21602965067979,214.6285744989206,649.0076955446985,23.0
v1-old,T1,roto,4,BCEH,ADFG,2,2,balanced,1,0,2,29,33904,341.5599604442882,356.5113273192839,257.3363300451054,719.2070702651231,2.0
v1-old,T1,roto,4,BCFG,ADEH,2,2,balanced,0,1,1,34,39336,37.21869298570243,76.56473588550926,138.85407694349797,561.0417564845809,23.0
v1-old,T1,roto,4,BCFH,ADEG,2,2,balanced,1,0,1,34,39325,61.00071925504143,106.21555239964309,205.28726668429505,645.001788668432,23.0
v1-old,T1,roto,4,BCGH,ADEF,2,2,balanced,0,0,1,34,39366,51.325427612712836,81.73582796338536,184.63109015514846,653.7068954312188,23.0
v1-old,T1,roto,4,BDEF,ACGH,2,2,balanced,1,1,2,33,38621,75.86414674874422,116.2159646496691,208.39241350884637,683.3487471255627,23.0
v1-old,T1,roto,4,BDEG,ACFH,2,2,balanced,0,1,2,34,39818,36.55209715509077,56.17921262470056,172.323180822859,661.0965951425922,23.0
v1-old,T1,roto,4,BDEH,ACFG,2,2,balanced,1,0,2,33,38641,51.99846472493082,95.13227414804052,166.03347494049396,600.8237460008813,23.0
v1-old,T1,roto,4,BDFG,ACEH,2,2,balanced,0,1,1,34,39399,58.61761017381166,107.05382040836517,201.3531962650997,674.6814477614203,23.0
v1-old,T1,roto,4,BDFH,ACEG,2,2,balanced,1,0,1,33,38248,314.26423421824535,363.46155594804463,251.65742862055026,791.8568928416177,3.0
v1-old,T1,roto,4,BDGH,ACEF,2,2,balanced,0,0,1,34,39426,48.62922003625803,94.13303633710854,170.92131794303583,630.8125175954442,23.0
v1-old,T1,roto,4,BEFG,ACDH,3,1,lower_heavy,0,1,1,34,39392,89.04422101813086,176.45720096068692,204.63919998962183,617.555538733479,23.0
v1-old,T1,roto,4,BEFH,ACDG,3,1,lower_heavy,1,0,1,34,39389,45.90448473799502,85.02175159935157,191.22356757096364,593.5276697703264,23.0
v1-old,T1,roto,4,BEGH,ACDF,3,1,lower_heavy,0,0,1,34,39421,73.17247216936742,137.7217876102992,242.45925336737054,687.1103522709027,22.5
v1-old,T1,roto,4,BFGH,ACDE,3,1,lower_heavy,0,0,0,34,39003,55.9980437351601,92.38590763820886,202.24626666922615,621.4946034167457,23.0
v1-old,T1,roto,4,CDEF,ABGH,2,2,balanced,1,1,2,33,38575,372.0170160965314,388.443823088279,264.9342300461184,775.5989917882474,2.0
v1-old,T1,roto,4,CDEG,ABFH,2,2,balanced,0,1,2,34,39810,46.04037190392914,83.23576913436513,199.65858598389144,591.6299505813049,23.0
v1-old,T1,roto,4,CDEH,ABFG,2,2,balanced,1,0,2,34,39801,61.10305420622428,101.64787420390155,207.85309670274995,622.1587537849751,23.0
v1-old,T1,roto,4,CDFG,ABEH,2,2,balanced,0,1,1,34,39384,66.58253594069856,123.73304559116036,213.66734932467477,668.3148140255431,23.0
v1-old,T1,roto,4,CDFH,ABEG,2,2,balanced,1,0,1,34,39377,70.52127556633238,103.56105463493446,235.75041586415443,737.4907282908134,21.0
v1-old,T1,roto,4,CDGH,ABEF,2,2,balanced,0,0,1,33,38262,41.92371317900417,75.06632857462363,171.0370780418052,617.8511523534517,23.0
v1-old,T1,roto,4,CEFG,ABDH,3,1,lower_heavy,0,1,1,34,39374,42.707410066430924,73.62644479183875,167.35776817743817,598.5510007859798,23.0
v1-old,T1,roto,4,CEFH,ABDG,3,1,lower_heavy,1,0,1,34,39369,84.02900352410535,109.27010904125007,225.3156310728544,602.2509159204727,22.5
v1-old,T1,roto,4,CEGH,ABDF,3,1,lower_heavy,0,0,1,34,39416,45.00657097874749,74.26056500276894,178.80660514594112,616.6129406306832,23.0
v1-old,T1,roto,4,CFGH,ABDE,3,1,lower_heavy,0,0,0,34,38990,76.1849551512372,121.75763409332339,187.37884461082234,620.2469356728924,23.0
v1-old,T1,roto,4,DEFG,ABCH,3,1,lower_heavy,0,1,1,34,39437,69.55621736716114,106.27433993853298,233.31118090381483,731.9274006290527,18.5
v1-old,T1,roto,4,DEFH,ABCG,3,1,lower_heavy,1,0,1,34,39438,62.10835145408164,108.01629717103089,241.82714437085951,723.9080325335397,23.0
v1-old,T1,roto,4,DEGH,ABCF,3,1,lower_heavy,0,0,1,34,39476,60.721907991860604,97.2948241195054,195.77734351349045,620.6589870739963,23.0
v1-old,T1,roto,4,DFGH,ABCE,3,1,lower_heavy,0,0,0,34,39053,57.357596266672,93.14545126098709,203.99772485716863,685.8905570912013,23.0
v1-old,T1,roto,4,EFGH,ABCD,4,0,lower_heavy,0,0,0,33,37883,456.08521035181786,467.3110383014581,301.99006116512476,930.6405386245116,2.0
v1-old,T2,roto,7,ABCDEFG,H,0,1,upper_heavy,0,1,1,34,40811,16.523626524796907,26.283854183691776,110.01278655908266,598.5773657678529,23.0
v1-old,T2,roto,7,ABCDEFH,G,0,1,upper_heavy,1,0,1,34,40811,17.943232546292748,30.974063474653672,109.28272879747122,604.9546519461097,23.0
v1-old,T2,roto,7,ABCDEGH,F,0,1,upper_heavy,0,0,1,34,40811,17.725588578412502,30.454210673085946,102.72214251522439,590.5803219786823,23.0
v1-old,T2,roto,7,ABCDFGH,E,0,1,upper_heavy,0,0,0,34,40811,22.62907186884417,37.86605093695751,111.27314158651292,611.2824873047829,23.0
v1-old,T2,roto,7,ABCEFGH,D,1,0,lower_heavy,0,0,0,34,40811,19.059206594891748,32.787991849049746,102.59418373084542,574.6033804656753,23.0
v1-old,T2,roto,7,ABDEFGH,C,1,0,lower_heavy,0,0,0,34,40811,22.092350824028795,34.071876183240335,119.23328248020235,625.2952972605553,23.0
v1-old,T2,roto,7,ACDEFGH,B,1,0,lower_heavy,0,0,0,34,40811,19.497726257642856,30.77590514989121,107.23258876613167,605.0274990529704,23.0
v1-old,T2,roto,7,BCDEFGH,A,1,0,lower_heavy,0,0,0,34,40811,19.18481363595896,31.169919557551587,116.65166848855682,619.626894936668,23.0
v1-old,T2,roto,6,ABCDEF,GH,0,2,upper_heavy,1,1,2,34,40811,20.019809441805528,36.31329725114108,128.4342342935748,593.1567070875385,23.0
