host_elapsed_s,sweep,conn_id,peer_name,tag_id,plan,pmode,anchor_label,status,reason,raw_mm,filt_mm,pred_mm,resid_mm,tracker_quality_percent,solve_quality_percent
1.346037,62900,,BSDC91,,cal_roto,5,A,ok,ok,3052,3052,0,0,100,100
1.348071,62900,,BSDC91,,cal_roto,5,B,reject,raw_outlier,3781,2764,0,0,71,71
1.350021,62900,,BSDC91,,cal_roto,5,C,ok,ok,2751,2751,0,0,85,85
1.350093,62900,,BSDC91,,cal_roto,5,D,ok,ok,2745,2745,0,0,85,85
1.351624,62900,,BSDC91,,cal_roto,5,E,ok,ok,2873,2873,0,0,100,100
1.369112,62900,,BSDC91,,cal_roto,5,F,reject,raw_outlier,3464,2750,0,0,57,57
1.370817,62900,,BSDC91,,cal_roto,5,G,ok,ok,2490,2490,0,0,100,100
1.758381,62901,,BSDC91,,cal_roto,5,A,ok,ok,3044,3044,0,0,100,100
1.760008,62901,,BSDC91,,cal_roto,5,B,ok,ok,2998,2998,0,0,75,75
1.762396,62901,,BSDC91,,cal_roto,5,C,ok,ok,2843,2843,0,0,87,87
1.762419,62901,,BSDC91,,cal_roto,5,D,ok,ok,2864,2864,0,0,87,87
1.764628,62901,,BSDC91,,cal_roto,5,E,ok,ok,2869,2869,0,0,100,100
1.78194,62901,,BSDC91,,cal_roto,5,F,ok,ok,2753,2753,0,0,62,62
1.783538,62901,,BSDC91,,cal_roto,5,G,ok,ok,2424,2424,0,0,100,100
2.200715,62902,,BSDC91,,cal_roto,5,A,ok,ok,3228,3228,0,0,100,100
2.200802,62902,,BSDC91,,cal_roto,5,B,ok,ok,2673,2673,0,0,77,77
2.21716,62902,,BSDC91,,cal_roto,5,C,ok,ok,2610,2610,0,0,88,88
2.219775,62902,,BSDC91,,cal_roto,5,D,ok,ok,3176,3176,0,0,88,88
2.219849,62902,,BSDC91,,cal_roto,5,E,ok,ok,3077,3077,0,0,100,100
2.221656,62902,,BSDC91,,cal_roto,5,F,ok,ok,2704,2704,0,0,66,66
2.245969,62902,,BSDC91,,cal_roto,5,G,ok,ok,2380,2380,0,0,100,100
2.24779,62902,,BSDC91,,cal_roto,5,H,reject,raw_outlier,3063,3514,0,0,44,44
2.4786,62903,,BSDC91,,cal_roto,5,A,ok,ok,3626,3626,0,0,100,100
2.480204,62903,,BSDC91,,cal_roto,5,B,ok,ok,2262,2262,0,0,80,80
2.48309,62903,,BSDC91,,cal_roto,5,C,ok,ok,2765,2765,0,0,90,90
2.483467,62903,,BSDC91,,cal_roto,5,D,ok,ok,3521,3521,0,0,90,90
2.484601,62903,,BSDC91,,cal_roto,5,E,ok,ok,3424,3424,0,0,100,100
2.501718,62903,,BSDC91,,cal_roto,5,F,reject,raw_outlier,1948,2704,0,0,60,60
2.503336,62903,,BSDC91,,cal_roto,5,G,timeout,rx_timeout,0,2380,0,0,90,90
2.920135,62904,,BSDC91,,cal_roto,5,A,ok,ok,3344,3344,0,0,100,100
2.920216,62904,,BSDC91,,cal_roto,5,B,ok,ok,2077,2077,0,0,81,81
2.937121,62904,,BSDC91,,cal_roto,5,C,ok,ok,2777,2777,0,0,90,90
2.939795,62904,,BSDC91,,cal_roto,5,D,ok,ok,3649,3649,0,0,90,90
2.939863,62904,,BSDC91,,cal_roto,5,E,ok,ok,3040,3040,0,0,100,100
2.941902,62904,,BSDC91,,cal_roto,5,F,reject,raw_outlier,1932,2704,0,0,54,54
2.966793,62904,,BSDC91,,cal_roto,5,G,ok,ok,2568,2568,0,0,90,90
3.068058,62905,,BSDC91,,cal_roto,5,A,ok,ok,2998,2998,0,0,100,100
3.068139,62905,,BSDC91,,cal_roto,5,D,ok,ok,3672,3672,0,0,91,91
3.069726,62905,,BSDC91,,cal_roto,5,E,ok,ok,2898,2898,0,0,100,100
3.094729,62905,,BSDC91,,cal_roto,5,G,ok,ok,3027,3027,0,0,91,91
3.277767,62906,,BSDC91,,cal_roto,5,D,ok,ok,3627,3627,0,0,92,92
3.277868,62906,,BSDC91,,cal_roto,5,A,ok,ok,2801,2801,0,0,100,100
3.27945,62906,,BSDC91,,cal_roto,5,E,ok,ok,3219,3219,0,0,100,100
3.297199,62906,,BSDC91,,cal_roto,5,G,ok,ok,3059,3059,0,0,92,92
3.459352,62907,,BSDC91,,cal_roto,5,D,ok,ok,3583,3583,0,0,92,92
3.46071,62907,,BSDC91,,cal_roto,5,A,ok,ok,2623,2623,0,0,100,100
3.477194,62907,,BSDC91,,cal_roto,5,E,ok,ok,2954,2954,0,0,100,100
3.479791,62907,,BSDC91,,cal_roto,5,G,ok,ok,3243,3243,0,0,92,92
3.66039,62908,,BSDC91,,cal_roto,5,D,ok,ok,3312,3312,0,0,93,93
3.660472,62908,,BSDC91,,cal_roto,5,A,ok,ok,2469,2469,0,0,100,100
3.66241,62908,,BSDC91,,cal_roto,5,E,ok,ok,2724,2724,0,0,100,100
3.687293,62908,,BSDC91,,cal_roto,5,G,ok,ok,3292,3292,0,0,93,93
3.870302,62909,,BSDC91,,cal_roto,5,A,ok,ok,2398,2398,0,0,100,100
3.870438,62909,,BSDC91,,cal_roto,5,D,ok,ok,3069,3069,0,0,93,93
3.872305,62909,,BSDC91,,cal_roto,5,E,ok,ok,2688,2688,0,0,100,100
3.889608,62909,,BSDC91,,cal_roto,5,G,ok,ok,3266,3266,0,0,93,93
4.07411,62910,,BSDC91,,cal_roto,5,A,ok,ok,2437,2437,0,0,100,100
4.075778,62910,,BSDC91,,cal_roto,5,D,ok,ok,2893,2893,0,0,94,94
4.122193,62910,,BSDC91,,cal_roto,5,G,ok,ok,3312,3312,0,0,94,94
4.145114,62910,,BSDC91,,cal_roto,5,E,ok,ok,2606,2606,0,0,100,100
4.282926,62911,,BSDC91,,cal_roto,5,A,ok,ok,2591,2591,0,0,100,100
4.283074,62911,,BSDC91,,cal_roto,5,D,ok,ok,2763,2763,0,0,94,94
4.285207,62911,,BSDC91,,cal_roto,5,G,ok,ok,3301,3301,0,0,94,94
4.302485,62911,,BSDC91,,cal_roto,5,E,ok,ok,2478,2478,0,0,100,100
4.482221,62912,,BSDC91,,cal_roto,5,A,ok,ok,2716,2716,0,0,100,100
4.485196,62912,,BSDC91,,cal_roto,5,D,ok,ok,2687,2687,0,0,94,94
4.485582,62912,,BSDC91,,cal_roto,5,E,ok,ok,2673,2673,0,0,100,100
4.487268,62912,,BSDC91,,cal_roto,5,G,ok,ok,3057,3057,0,0,94,94
4.667104,62913,,BSDC91,,cal_roto,5,A,ok,ok,2663,2663,0,0,100,100
4.668635,62913,,BSDC91,,cal_roto,5,D,ok,ok,2631,2631,0,0,95,95
4.685486,62913,,BSDC91,,cal_roto,5,E,ok,ok,2653,2653,0,0,100,100
4.686945,62913,,BSDC91,,cal_roto,5,G,ok,ok,2897,2897,0,0,95,95
4.868712,62914,,BSDC91,,cal_roto,5,D,ok,ok,2756,2756,0,0,95,95
4.869153,62914,,BSDC91,,cal_roto,5,A,ok,ok,2799,2799,0,0,100,100
4.869811,62914,,BSDC91,,cal_roto,5,E,ok,ok,2927,2927,0,0,100,100
4.894829,62914,,BSDC91,,cal_roto,5,G,ok,ok,2801,2801,0,0,95,95
5.129682,62915,,BSDC91,,cal_roto,5,D,ok,ok,2683,2683,0,0,95,95
5.129748,62915,,BSDC91,,cal_roto,5,A,ok,ok,2786,2786,0,0,100,100
5.131836,62915,,BSDC91,,cal_roto,5,E,ok,ok,2824,2824,0,0,100,100
5.148638,62915,,BSDC91,,cal_roto,5,G,ok,ok,2599,2599,0,0,95,95
5.259112,62916,,BSDC91,,cal_roto,5,D,ok,ok,2788,2788,0,0,95,95
5.276077,62916,,BSDC91,,cal_roto,5,A,ok,ok,3048,3048,0,0,100,100
5.277651,62916,,BSDC91,,cal_roto,5,E,ok,ok,2853,2853,0,0,100,100
5.279956,62916,,BSDC91,,cal_roto,5,G,ok,ok,2512,2512,0,0,95,95
5.460491,62917,,BSDC91,,cal_roto,5,A,ok,ok,3010,3010,0,0,100,100
5.460551,62917,,BSDC91,,cal_roto,5,D,ok,ok,2876,2876,0,0,95,95
5.462267,62917,,BSDC91,,cal_roto,5,E,ok,ok,2891,2891,0,0,100,100
5.487191,62917,,BSDC91,,cal_roto,5,G,ok,ok,2406,2406,0,0,95,95
5.670504,62918,,BSDC91,,cal_roto,5,A,ok,ok,3093,3093,0,0,100,100
5.670572,62918,,BSDC91,,cal_roto,5,D,ok,ok,3022,3022,0,0,96,96
5.672466,62918,,BSDC91,,cal_roto,5,G,ok,ok,2440,2440,0,0,96,96
5.689676,62918,,BSDC91,,cal_roto,5,E,ok,ok,3011,3011,0,0,100,100
5.874133,62919,,BSDC91,,cal_roto,5,A,ok,ok,3185,3185,0,0,100,100
5.875744,62919,,BSDC91,,cal_roto,5,D,ok,ok,3212,3212,0,0,96,96
5.922366,62919,,BSDC91,,cal_roto,5,G,ok,ok,3184,3184,0,0,96,96
5.924647,62919,,BSDC91,,cal_roto,5,E,ok,ok,3065,3065,0,0,100,100
6.049825,62920,,BSDC91,,cal_roto,5,A,ok,ok,3246,3246,0,0,100,100
6.053114,62920,,BSDC91,,cal_roto,5,D,ok,ok,3299,3299,0,0,96,96
6.053456,62920,,BSDC91,,cal_roto,5,E,ok,ok,3295,3295,0,0,100,100
6.054784,62920,,BSDC91,,cal_roto,5,G,ok,ok,2362,2362,0,0,96,96
6.285594,62921,,BSDC91,,cal_roto,5,A,ok,ok,3375,3375,0,0,100,100
6.285827,62921,,BSDC91,,cal_roto,5,D,ok,ok,3438,3438,0,0,96,96
6.287426,62921,,BSDC91,,cal_roto,5,E,ok,ok,3213,3213,0,0,100,100
6.304716,62921,,BSDC91,,cal_roto,5,G,ok,ok,2334,2334,0,0,96,96
6.466781,62922,,BSDC91,,cal_roto,5,D,ok,ok,3516,3516,0,0,96,96
6.468036,62922,,BSDC91,,cal_roto,5,A,ok,ok,3626,3626,0,0,100,100
6.485128,62922,,BSDC91,,cal_roto,5,E,ok,ok,3406,3406,0,0,100,100
6.48738,62922,,BSDC91,,cal_roto,5,G,ok,ok,2463,2463,0,0,96,96
6.667882,62923,,BSDC91,,cal_roto,5,D,ok,ok,3579,3579,0,0,96,96
6.667994,62923,,BSDC91,,cal_roto,5,A,ok,ok,3355,3355,0,0,100,100
6.670419,62923,,BSDC91,,cal_roto,5,E,ok,ok,2936,2936,0,0,100,100
6.694865,62923,,BSDC91,,cal_roto,5,G,ok,ok,2635,2635,0,0,96,96
6.877878,62924,,BSDC91,,cal_roto,5,D,ok,ok,3665,3665,0,0,96,96
6.877956,62924,,BSDC91,,cal_roto,5,A,ok,ok,3369,3369,0,0,100,100
6.879966,62924,,BSDC91,,cal_roto,5,E,ok,ok,3043,3043,0,0,100,100
6.89725,62924,,BSDC91,,cal_roto,5,G,ok,ok,2623,2623,0,0,96,96
7.060153,62925,,BSDC91,,cal_roto,5,A,ok,ok,3021,3021,0,0,100,100
7.060708,62925,,BSDC91,,cal_roto,5,D,ok,ok,3754,3754,0,0,96,96
7.077348,62925,,BSDC91,,cal_roto,5,E,ok,ok,3043,3043,0,0,100,100
7.079714,62925,,BSDC91,,cal_roto,5,G,ok,ok,2792,2792,0,0,96,96
7.260461,62926,,BSDC91,,cal_roto,5,A,ok,ok,3008,3008,0,0,100,100
7.26051,62926,,BSDC91,,cal_roto,5,D,ok,ok,3715,3715,0,0,100,100
7.262163,62926,,BSDC91,,cal_roto,5,G,ok,ok,2869,2869,0,0,100,100
7.287871,62926,,BSDC91,,cal_roto,5,E,ok,ok,2968,2968,0,0,100,100
7.47025,62927,,BSDC91,,cal_roto,5,A,ok,ok,2766,2766,0,0,100,100
7.470321,62927,,BSDC91,,cal_roto,5,D,ok,ok,3609,3609,0,0,100,100
7.472366,62927,,BSDC91,,cal_roto,5,G,ok,ok,3057,3057,0,0,100,100
7.490201,62927,,BSDC91,,cal_roto,5,E,ok,ok,3158,3158,0,0,100,100
7.67325,62928,,BSDC91,,cal_roto,5,A,ok,ok,2625,2625,0,0,100,100
7.67339,62928,,BSDC91,,cal_roto,5,D,ok,ok,3895,3895,0,0,100,100
7.674711,62928,,BSDC91,,cal_roto,5,E,ok,ok,2957,2957,0,0,100,100
7.722458,62928,,BSDC91,,cal_roto,5,G,ok,ok,3099,3099,0,0,100,100
7.853501,62929,,BSDC91,,cal_roto,5,A,ok,ok,2666,2666,0,0,100,100
7.853788,62929,,BSDC91,,cal_roto,5,D,ok,ok,3387,3387,0,0,100,100
7.855049,62929,,BSDC91,,cal_roto,5,E,ok,ok,2817,2817,0,0,100,100
7.880051,62929,,BSDC91,,cal_roto,5,G,ok,ok,3227,3227,0,0,100,100
8.085143,62930,,BSDC91,,cal_roto,5,D,ok,ok,3150,3150,0,0,100,100
8.085211,62930,,BSDC91,,cal_roto,5,A,ok,ok,2401,2401,0,0,100,100
8.087811,62930,,BSDC91,,cal_roto,5,E,ok,ok,2621,2621,0,0,100,100
8.105408,62930,,BSDC91,,cal_roto,5,G,ok,ok,3215,3215,0,0,100,100
8.267786,62931,,BSDC91,,cal_roto,5,D,ok,ok,3085,3085,0,0,100,100
8.267971,62931,,BSDC91,,cal_roto,5,A,ok,ok,2425,2425,0,0,100,100
8.285219,62931,,BSDC91,,cal_roto,5,E,ok,ok,2603,2603,0,0,100,100
8.287566,62931,,BSDC91,,cal_roto,5,G,ok,ok,3346,3346,0,0,100,100
8.468757,62932,,BSDC91,,cal_roto,5,D,ok,ok,2840,2840,0,0,100,100
8.468907,62932,,BSDC91,,cal_roto,5,A,ok,ok,2410,2410,0,0,100,100
8.470283,62932,,BSDC91,,cal_roto,5,E,ok,ok,2588,2588,0,0,100,100
8.494982,62932,,BSDC91,,cal_roto,5,G,ok,ok,3211,3211,0,0,100,100
8.678103,62933,,BSDC91,,cal_roto,5,A,ok,ok,2543,2543,0,0,100,100
8.678265,62933,,BSDC91,,cal_roto,5,D,ok,ok,2707,2707,0,0,100,100
8.680391,62933,,BSDC91,,cal_roto,5,E,ok,ok,2501,2501,0,0,100,100
8.699879,62933,,BSDC91,,cal_roto,5,G,ok,ok,3166,3166,0,0,100,100
8.860188,62934,,BSDC91,,cal_roto,5,A,ok,ok,2656,2656,0,0,100,100
8.860259,62934,,BSDC91,,cal_roto,5,D,ok,ok,2666,2666,0,0,100,100
8.877384,62934,,BSDC91,,cal_roto,5,G,ok,ok,3006,3006,0,0,100,100
8.879784,62934,,BSDC91,,cal_roto,5,E,ok,ok,2588,2588,0,0,100,100
9.060671,62935,,BSDC91,,cal_roto,5,A,ok,ok,2823,2823,0,0,100,100
9.060737,62935,,BSDC91,,cal_roto,5,D,ok,ok,2642,2642,0,0,100,100
9.062468,62935,,BSDC91,,cal_roto,5,G,ok,ok,2808,2808,0,0,100,100
9.087622,62935,,BSDC91,,cal_roto,5,E,ok,ok,3126,3126,0,0,100,100
9.290039,62936,,BSDC91,,cal_roto,5,A,ok,ok,2868,2868,0,0,100,100
9.292441,62936,,BSDC91,,cal_roto,5,D,ok,ok,2656,2656,0,0,100,100
9.292493,62936,,BSDC91,,cal_roto,5,E,ok,ok,2857,2857,0,0,100,100
9.294817,62936,,BSDC91,,cal_roto,5,G,ok,ok,2667,2667,0,0,100,100
9.474628,62937,,BSDC91,,cal_roto,5,A,ok,ok,2940,2940,0,0,100,100
9.475682,62937,,BSDC91,,cal_roto,5,D,ok,ok,2717,2717,0,0,100,100
9.522978,62937,,BSDC91,,cal_roto,5,E,ok,ok,2755,2755,0,0,100,100
9.524827,62937,,BSDC91,,cal_roto,5,G,ok,ok,2536,2536,0,0,100,100
9.683314,62938,,BSDC91,,cal_roto,5,D,ok,ok,2806,2806,0,0,100,100
9.683386,62938,,BSDC91,,cal_roto,5,A,ok,ok,3067,3067,0,0,100,100
9.684814,62938,,BSDC91,,cal_roto,5,E,ok,ok,2938,2938,0,0,100,100
9.702372,62938,,BSDC91,,cal_roto,5,G,ok,ok,2456,2456,0,0,100,100
9.884588,62939,,BSDC91,,cal_roto,5,D,ok,ok,2974,2974,0,0,100,100
9.885909,62939,,BSDC91,,cal_roto,5,A,ok,ok,3058,3058,0,0,100,100
9.887308,62939,,BSDC91,,cal_roto,5,E,ok,ok,2893,2893,0,0,100,100
9.905156,62939,,BSDC91,,cal_roto,5,G,ok,ok,2406,2406,0,0,100,100
10.066537,62940,,BSDC91,,cal_roto,5,D,ok,ok,3179,3179,0,0,100,100
10.068085,62940,,BSDC91,,cal_roto,5,A,ok,ok,3197,3197,0,0,100,100
10.084766,62940,,BSDC91,,cal_roto,5,E,ok,ok,3005,3005,0,0,100,100
10.08715,62940,,BSDC91,,cal_roto,5,G,ok,ok,2552,2552,0,0,100,100
10.267389,62941,,BSDC91,,cal_roto,5,A,ok,ok,3292,3292,0,0,100,100
10.293751,62941,,BSDC91,,cal_roto,5,D,ok,ok,3291,3291,0,0,100,100
10.295239,62941,,BSDC91,,cal_roto,5,E,ok,ok,3273,3273,0,0,100,100
10.297594,62941,,BSDC91,,cal_roto,5,G,ok,ok,2336,2336,0,0,100,100
10.477063,62942,,BSDC91,,cal_roto,5,A,ok,ok,3379,3379,0,0,100,100
10.478455,62942,,BSDC91,,cal_roto,5,D,ok,ok,3439,3439,0,0,100,100
10.479874,62942,,BSDC91,,cal_roto,5,G,ok,ok,2382,2382,0,0,100,100
10.497571,62942,,BSDC91,,cal_roto,5,E,ok,ok,3218,3218,0,0,100,100
10.660187,62943,,BSDC91,,cal_roto,5,A,ok,ok,3586,3586,0,0,100,100
10.660245,62943,,BSDC91,,cal_roto,5,D,ok,ok,3559,3559,0,0,100,100
10.677565,62943,,BSDC91,,cal_roto,5,G,ok,ok,2470,2470,0,0,100,100
10.679878,62943,,BSDC91,,cal_roto,5,E,ok,ok,3443,3443,0,0,100,100
10.857496,62944,,BSDC91,,cal_roto,5,A,ok,ok,3349,3349,0,0,100,100
10.859903,62944,,BSDC91,,cal_roto,5,D,ok,ok,3593,3593,0,0,100,100
10.860096,62944,,BSDC91,,cal_roto,5,E,ok,ok,3014,3014,0,0,100,100
10.862643,62944,,BSDC91,,cal_roto,5,G,ok,ok,2588,2588,0,0,100,100
11.070422,62945,,BSDC91,,cal_roto,5,A,ok,ok,3337,3337,0,0,100,100
11.070491,62945,,BSDC91,,cal_roto,5,D,ok,ok,3685,3685,0,0,100,100
11.073068,62945,,BSDC91,,cal_roto,5,E,ok,ok,3052,3052,0,0,100,100
11.119836,62945,,BSDC91,,cal_roto,5,G,ok,ok,2631,2631,0,0,100,100
11.275148,62946,,BSDC91,,cal_roto,5,D,ok,ok,3815,3815,0,0,100,100
11.275217,62946,,BSDC91,,cal_roto,5,A,ok,ok,3133,3133,0,0,100,100
11.322477,62946,,BSDC91,,cal_roto,5,E,ok,ok,2986,2986,0,0,100,100
11.325,62946,,BSDC91,,cal_roto,5,G,ok,ok,2836,2836,0,0,100,100
11.453154,62947,,BSDC91,,cal_roto,5,D,ok,ok,3792,3792,0,0,100,100
11.453219,62947,,BSDC91,,cal_roto,5,A,ok,ok,2955,2955,0,0,100,100
11.454787,62947,,BSDC91,,cal_roto,5,E,ok,ok,2958,2958,0,0,100,100
11.48003,62947,,BSDC91,,cal_roto,5,G,ok,ok,3013,3013,0,0,100,100
11.685344,62948,,BSDC91,,cal_roto,5,D,ok,ok,3610,3610,0,0,100,100
11.685417,62948,,BSDC91,,cal_roto,5,A,ok,ok,2775,2775,0,0,100,100
11.687412,62948,,BSDC91,,cal_roto,5,E,ok,ok,2995,2995,0,0,100,100
11.704951,62948,,BSDC91,,cal_roto,5,G,ok,ok,3473,3473,0,0,100,100
11.867768,62949,,BSDC91,,cal_roto,5,A,ok,ok,2651,2651,0,0,100,100
11.867819,62949,,BSDC91,,cal_roto,5,D,ok,ok,3417,3417,0,0,100,100
11.937137,62949,,BSDC91,,cal_roto,5,E,ok,ok,2796,2796,0,0,100,100
11.939557,62949,,BSDC91,,cal_roto,5,G,ok,ok,3188,3188,0,0,100,100
12.068313,62950,,BSDC91,,cal_roto,5,A,ok,ok,2396,2396,0,0,100,100
12.068357,62950,,BSDC91,,cal_roto,5,D,ok,ok,3217,3217,0,0,100,100
12.06988,62950,,BSDC91,,cal_roto,5,G,ok,ok,3206,3206,0,0,100,100
12.095044,62950,,BSDC91,,cal_roto,5,E,ok,ok,2657,2657,0,0,100,100
12.278034,62951,,BSDC91,,cal_roto,5,A,ok,ok,2433,2433,0,0,100,100
12.278082,62951,,BSDC91,,cal_roto,5,D,ok,ok,3050,3050,0,0,100,100
12.280143,62951,,BSDC91,,cal_roto,5,G,ok,ok,3303,3303,0,0,100,100
12.297617,62951,,BSDC91,,cal_roto,5,E,ok,ok,2598,2598,0,0,100,100
12.458711,62952,,BSDC91,,cal_roto,5,A,ok,ok,2431,2431,0,0,100,100
12.458976,62952,,BSDC91,,cal_roto,5,D,ok,ok,2829,2829,0,0,100,100
12.459806,62952,,BSDC91,,cal_roto,5,E,ok,ok,2541,2541,0,0,100,100
12.477707,62952,,BSDC91,,cal_roto,5,G,ok,ok,3272,3272,0,0,100,100
12.660857,62953,,BSDC91,,cal_roto,5,A,ok,ok,2492,2492,0,0,100,100
12.661008,62953,,BSDC91,,cal_roto,5,D,ok,ok,2678,2678,0,0,100,100
12.662449,62953,,BSDC91,,cal_roto,5,E,ok,ok,2405,2405,0,0,100,100
12.687493,62953,,BSDC91,,cal_roto,5,G,ok,ok,3206,3206,0,0,100,100
12.870668,62954,,BSDC91,,cal_roto,5,D,ok,ok,2647,2647,0,0,100,100
12.870731,62954,,BSDC91,,cal_roto,5,A,ok,ok,2715,2715,0,0,100,100
12.872159,62954,,BSDC91,,cal_roto,5,E,ok,ok,2621,2621,0,0,100,100
12.890251,62954,,BSDC91,,cal_roto,5,G,ok,ok,2960,2960,0,0,100,100
13.076075,62955,,BSDC91,,cal_roto,5,D,ok,ok,2615,2615,0,0,100,100
13.076152,62955,,BSDC91,,cal_roto,5,A,ok,ok,2757,2757,0,0,100,100
13.122464,62955,,BSDC91,,cal_roto,5,E,ok,ok,2874,2874,0,0,100,100
13.125142,62955,,BSDC91,,cal_roto,5,G,ok,ok,2839,2839,0,0,100,100
13.25321,62956,,BSDC91,,cal_roto,5,D,ok,ok,2680,2680,0,0,100,100
13.25328,62956,,BSDC91,,cal_roto,5,A,ok,ok,2844,2844,0,0,100,100
13.255439,62956,,BSDC91,,cal_roto,5,E,ok,ok,3023,3023,0,0,100,100
13.280434,62956,,BSDC91,,cal_roto,5,G,ok,ok,2771,2771,0,0,100,100
13.484679,62957,,BSDC91,,cal_roto,5,A,ok,ok,2926,2926,0,0,100,100
13.486591,62957,,BSDC91,,cal_roto,5,D,ok,ok,2703,2703,0,0,100,100
13.487473,62957,,BSDC91,,cal_roto,5,E,ok,ok,2871,2871,0,0,100,100
13.505051,62957,,BSDC91,,cal_roto,5,G,ok,ok,2596,2596,0,0,100,100
13.667824,62958,,BSDC91,,cal_roto,5,A,ok,ok,3073,3073,0,0,100,100
13.667972,62958,,BSDC91,,cal_roto,5,D,ok,ok,2808,2808,0,0,100,100
13.685388,62958,,BSDC91,,cal_roto,5,G,ok,ok,2521,2521,0,0,100,100
13.687288,62958,,BSDC91,,cal_roto,5,E,ok,ok,2806,2806,0,0,100,100
13.868253,62959,,BSDC91,,cal_roto,5,A,ok,ok,3165,3165,0,0,100,100
13.868318,62959,,BSDC91,,cal_roto,5,D,ok,ok,2928,2928,0,0,100,100
13.870007,62959,,BSDC91,,cal_roto,5,G,ok,ok,2397,2397,0,0,100,100
13.895081,62959,,BSDC91,,cal_roto,5,E,ok,ok,2947,2947,0,0,100,100
14.075561,62960,,BSDC91,,cal_roto,5,A,ok,ok,3191,3191,0,0,100,100
14.07755,62960,,BSDC91,,cal_roto,5,D,ok,ok,3130,3130,0,0,100,100
14.07761,62960,,BSDC91,,cal_roto,5,E,ok,ok,3055,3055,0,0,100,100
14.079802,62960,,BSDC91,,cal_roto,5,G,ok,ok,2515,2515,0,0,100,100
14.260322,62961,,BSDC91,,cal_roto,5,A,ok,ok,3276,3276,0,0,100,100
14.260429,62961,,BSDC91,,cal_roto,5,D,ok,ok,3233,3233,0,0,100,100
14.27747,62961,,BSDC91,,cal_roto,5,E,ok,ok,3083,3083,0,0,100,100
14.279911,62961,,BSDC91,,cal_roto,5,G,ok,ok,2369,2369,0,0,100,100
14.461115,62962,,BSDC91,,cal_roto,5,D,ok,ok,3339,3339,0,0,100,100
14.461195,62962,,BSDC91,,cal_roto,5,A,ok,ok,3345,3345,0,0,100,100
14.462752,62962,,BSDC91,,cal_roto,5,E,ok,ok,3272,3272,0,0,100,100
14.48755,62962,,BSDC91,,cal_roto,5,G,ok,ok,2316,2316,0,0,100,100
14.669646,62963,,BSDC91,,cal_roto,5,D,ok,ok,3511,3511,0,0,100,100
