window_s,window_index,start_monotonic,start_wall,node,fusion_imu_hz,fusion_uwb_hz,listener_deduplicated_observed_hz,telemetry_hz,qos_hz,control_hz,LAE_hz,LBF_hz,LDH_hz,LLOW_hz,LMID_hz
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSF1120,199.33333333333334,8.316666666666666,8.3,1.0,0.9833333333333333,1.0,8.016666666666667,0.0,3.1666666666666665,0.08333333333333333,6.016666666666667
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSF31CC,200.0,8.333333333333334,1.6,1.0,0.9833333333333333,1.0,1.3333333333333333,0.03333333333333333,0.18333333333333332,0.0,0.11666666666666667
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSFAA61,200.0,8.333333333333334,0.48333333333333334,1.0,0.9833333333333333,1.0,0.0,0.3333333333333333,0.03333333333333333,0.05,0.06666666666666667
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSFB165,200.16666666666666,8.333333333333334,3.9833333333333334,1.0,0.9833333333333333,1.0,0.15,1.4166666666666667,1.0,1.0,1.4
60,46,199229.533385283,2026-08-11T00:59:55.548+02:00,BSFEC35,200.0,8.333333333333334,2.2333333333333334,1.0,0.9833333333333333,1.0,0.016666666666666666,0.85,0.25,0.7666666666666667,0.5333333333333333
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSF3C79,200.0,8.333333333333334,8.333333333333334,1.0,1.0,1.0,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSFC2CC,200.0,8.333333333333334,0.03333333333333333,1.0,1.0,1.0,0.016666666666666666,0.0,0.0,0.016666666666666666,0.0
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSF44AD,200.0,8.333333333333334,0.15,1.0,1.0,1.0,0.05,0.03333333333333333,0.03333333333333333,0.0,0.03333333333333333
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSF6C53,200.0,8.333333333333334,8.233333333333333,1.0,1.0,1.0,0.4666666666666667,8.133333333333333,5.733333333333333,7.783333333333333,4.6
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSF8BC4,200.0,8.333333333333334,8.333333333333334,1.0,1.0,1.0,7.9,8.2,7.766666666666667,7.983333333333333,7.45
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSF1120,200.66666666666666,8.366666666666667,8.266666666666667,1.0,1.0,1.0,8.033333333333333,0.016666666666666666,3.533333333333333,0.1,5.6
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSF31CC,200.0,8.333333333333334,2.216666666666667,1.0,1.0,1.0,1.7833333333333334,0.11666666666666667,0.3333333333333333,0.0,0.25
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSFAA61,200.0,8.316666666666666,0.7,1.0,1.0,1.0,0.1,0.4,0.06666666666666667,0.016666666666666666,0.11666666666666667
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSFB165,199.83333333333334,8.333333333333334,4.383333333333334,1.0,1.0,1.0,0.18333333333333332,2.3833333333333333,0.9666666666666667,1.15,1.25
60,47,199289.533385283,2026-08-11T01:00:55.548+02:00,BSFEC35,200.0,8.333333333333334,2.0166666666666666,1.0,1.0,1.0,0.05,0.6833333333333333,0.25,0.8833333333333333,0.38333333333333336
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSF3C79,199.95,8.333333333333334,8.333333333333334,1.0,1.0,1.0,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334,8.333333333333334
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSFC2CC,200.0,8.333333333333334,0.05,1.0,1.0,1.0,0.0,0.016666666666666666,0.03333333333333333,0.0,0.0
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSF44AD,200.16666666666666,8.333333333333334,0.18333333333333332,1.0,1.0,1.0,0.0,0.08333333333333333,0.03333333333333333,0.016666666666666666,0.06666666666666667
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSF6C53,200.0,8.333333333333334,8.266666666666667,1.0,1.0,1.0,0.3333333333333333,8.05,5.45,7.866666666666666,4.7
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSF8BC4,200.0,8.333333333333334,8.333333333333334,1.0,1.0,1.0,8.05,8.083333333333334,7.5,8.066666666666666,7.566666666666666
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSF1120,199.8,8.333333333333334,8.2,1.0,1.0,1.0,8.016666666666667,0.0,4.133333333333334,0.03333333333333333,6.066666666666666
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSF31CC,200.0,8.333333333333334,1.9,1.0,1.0,1.0,1.55,0.03333333333333333,0.26666666666666666,0.0,0.18333333333333332
60,48,199349.533385283,2026-08-11T01:01:55.548+02:00,BSFAA61,200.0,8.35,0.5833333333333334,1.0,1.0,0.9833333333333333,0.08333333333333333,0.3333333333333333,0.016666666666666666,0.06666666666666667,0.08333333333333333
