event_id,node,start_s,end_s,solutions_during,median_response_mm,p95_response_mm,reason
E056,BSF31CC,1738.0,1739.0,9,89.86804784585058,146.53099365689496,
E056,BSFAA61,1738.0,1739.0,8,58.963423389750005,146.82476740807283,
E056,BSFB165,1738.0,1739.0,8,291.7400495843576,370.3805476810315,
E056,BSFEC35,1738.0,1739.0,8,54.39801706848651,58.89296583732186,
E057,BSF3C79,1779.0,1780.0,9,56.55118300086972,158.8691062852987,
E057,BSFC2CC,1779.0,1780.0,9,108.02628129885045,247.47166813744408,
E057,BSF44AD,1779.0,1780.0,9,55.26433909421219,203.80284737099885,
E057,BSF6C53,1779.0,1780.0,8,110.4395747736753,291.3211543224044,
E057,BSF8BC4,1779.0,1780.0,9,48.985848182258,90.71107951610006,
E057,BSF1120,1779.0,1780.0,8,207.81449429856588,434.8723875058156,
E057,BSF31CC,1779.0,1780.0,8,89.27837773146516,199.6634162233819,
E057,BSFAA61,1779.0,1780.0,8,105.5367316428123,307.4634551834617,
E057,BSFB165,1779.0,1780.0,8,80.70969135926104,115.74988832110502,
E057,BSFEC35,1779.0,1780.0,8,54.24481798117063,80.90160271299584,
