host_elapsed_s,listener_t_ms,seq,anchor,anchor_id,src,dst,code,q,level,cir,rxpacc,fp1,len
145.616,4761110,923,D,3,0xa103,0xb103,0xe1,17002,7,1837,119,6162,20
145.633,4761128,924,H,7,0xa107,0xb101,0xe1,16099,7,283,48,2097,20
145.816,4761310,925,H,7,0xa107,0xb103,0xe1,19342,7,2125,120,519,20
145.834,4761328,926,H,7,0xa107,0xb101,0xe1,18489,7,2169,124,5641,20
146.016,4761510,927,D,3,0xa103,0xb103,0xe1,17602,7,2065,124,4699,20
146.034,4761528,928,F,5,0xa105,0xb101,0xe1,17535,7,2024,123,7757,20
146.216,4761710,929,H,7,0xa107,0xb103,0xe1,18332,7,2116,123,3929,20
146.616,4762110,930,H,7,0xa107,0xb103,0xe1,17027,7,1902,121,4498,20
146.634,4762128,931,H,7,0xa107,0xb101,0xe1,18796,7,2205,124,5893,20
146.816,4762310,932,D,3,0xa103,0xb103,0xe1,15170,7,856,86,4001,20
146.834,4762328,933,H,7,0xa107,0xb101,0xe1,18805,7,2066,120,2920,20
147.016,4762510,934,H,7,0xa107,0xb103,0xe1,17637,7,2069,124,5858,20
147.416,4762910,935,H,7,0xa107,0xb103,0xe1,18253,7,2176,125,1766,20
147.434,4762928,936,H,7,0xa107,0xb101,0xe1,17339,7,1842,118,577,20
147.616,4763110,937,D,3,0xa103,0xb103,0xe1,16525,7,583,68,2715,20
147.647,4763128,938,F,5,0xa105,0xb101,0xe1,16699,7,1774,118,7046,20
147.819,4763313,939,H,7,0xa107,0xb103,0xe1,17405,7,1849,118,1309,20
148.217,4763711,940,G,6,0xa106,0xb103,0xe1,16981,7,1804,118,6652,20
148.634,4764128,941,H,7,0xa107,0xb101,0xe1,18770,7,2028,119,888,20
148.816,4764310,942,D,3,0xa103,0xb103,0xe1,17448,7,1917,120,5629,20
148.834,4764328,943,H,7,0xa107,0xb101,0xe1,18530,7,2002,119,6010,20
149.034,4764528,944,H,7,0xa107,0xb101,0xe1,19899,7,2114,118,4688,20
149.615,4765110,945,D,3,0xa103,0xb103,0xe1,17587,7,2030,123,6069,20
149.634,4765128,946,H,7,0xa107,0xb101,0xe1,20465,7,2324,122,3717,20
149.816,4765310,947,H,7,0xa107,0xb103,0xe1,18249,7,1906,117,1017,20
150.629,4766110,948,H,7,0xa107,0xb103,0xe1,20492,7,2327,122,4480,20
151.616,4767110,949,D,3,0xa103,0xb103,0xe1,16570,7,1851,121,5664,20
152.016,4767510,950,D,3,0xa103,0xb103,0xe1,16755,7,1934,123,5835,20
152.034,4767529,951,H,7,0xa107,0xb101,0xe1,15300,7,226,44,1972,20
152.216,4767711,952,H,7,0xa107,0xb103,0xe1,20029,7,2164,119,685,20
152.616,4768110,953,H,7,0xa107,0xb103,0xe1,19241,7,2221,123,2812,20
152.634,4768128,954,F,5,0xa105,0xb101,0xe1,17761,7,1984,121,7231,20
152.816,4768310,955,C,2,0xa102,0xb103,0xe1,17047,7,1811,118,6720,20
153.216,4768711,956,D,3,0xa103,0xb103,0xe1,18267,7,2143,124,6079,20
153.234,4768729,957,H,7,0xa107,0xb101,0xe1,16382,7,1128,95,4013,20
153.615,4769110,958,D,3,0xa103,0xb103,0xe1,17832,7,2025,122,6367,20
153.646,4769128,959,H,7,0xa107,0xb101,0xe1,18327,7,1947,118,4925,20
154.016,4769510,960,D,3,0xa103,0xb103,0xe1,17808,7,1924,119,6107,20
154.415,4769910,961,D,3,0xa103,0xb103,0xe1,17724,7,1915,119,6331,20
155.034,4770529,962,H,7,0xa107,0xb101,0xe1,15983,7,923,87,4145,20
155.228,4770723,963,C,2,0xa102,0xb101,0xe1,19001,7,2229,124,5396,20
155.433,4770927,964,H,7,0xa107,0xb101,0xe1,16991,7,1898,121,4473,20
155.615,4771110,965,D,3,0xa103,0xb103,0xe1,17331,7,1936,121,6010,20
155.633,4771128,966,F,5,0xa105,0xb101,0xe1,16432,7,1866,122,7297,20
155.815,4771310,967,H,7,0xa107,0xb103,0xe1,19059,7,2129,121,4515,20
155.833,4771328,968,F,5,0xa105,0xb101,0xe1,17058,7,1969,123,7187,20
156.016,4771511,969,D,3,0xa103,0xb103,0xe1,15694,7,1150,98,2393,20
156.034,4771528,970,H,7,0xa107,0xb101,0xe1,19534,7,2182,121,3105,20
156.215,4771711,971,H,7,0xa107,0xb103,0xe1,15382,7,217,43,923,20
156.233,4771728,972,H,7,0xa107,0xb101,0xe1,19843,7,2108,118,1113,20
156.428,4771923,973,A,0,0xa100,0xb101,0xe1,18669,7,2120,122,7425,20
156.615,4772110,974,H,7,0xa107,0xb103,0xe1,18574,7,2179,124,2344,20
156.633,4772128,975,H,7,0xa107,0xb101,0xe1,18227,7,2036,121,5970,20
156.815,4772311,976,D,3,0xa103,0xb103,0xe1,8176,5,33,23,804,20
156.833,4772328,977,H,7,0xa107,0xb101,0xe1,19884,7,2258,122,5507,20
157.416,4772911,978,H,7,0xa107,0xb103,0xe1,19162,7,2176,122,4747,20
157.434,4772929,979,F,5,0xa105,0xb101,0xe1,16290,7,1760,119,6806,20
157.886,4773381,980,G,6,0xa106,0xb102,0xe1,18388,7,2054,121,6224,20
158.015,4773510,981,C,2,0xa102,0xb103,0xe1,17335,7,2001,123,4671,20
158.033,4773528,982,F,5,0xa105,0xb101,0xe1,18285,7,1750,112,7244,20
158.217,4773710,983,H,7,0xa107,0xb103,0xe1,17467,7,1919,120,5298,20
158.615,4774110,984,H,7,0xa107,0xb103,0xe1,19069,7,2237,124,5071,20
158.815,4774310,985,C,2,0xa102,0xb103,0xe1,18620,7,2080,121,6317,20
158.833,4774328,986,F,5,0xa105,0xb101,0xe1,18021,7,1947,119,7805,20
159.033,4774528,987,F,5,0xa105,0xb101,0xe1,15799,7,1707,119,7046,20
159.833,4775328,988,H,7,0xa107,0xb101,0xe1,19103,7,2241,124,1365,20
160.033,4775528,989,H,7,0xa107,0xb101,0xe1,18403,7,1955,118,4252,20
160.233,4775729,990,H,7,0xa107,0xb101,0xe1,18975,7,2226,124,120,20
160.432,4775927,991,F,5,0xa105,0xb101,0xe1,17876,7,1964,120,7589,20
160.685,4776181,992,G,6,0xa106,0xb102,0xe1,19381,7,2165,121,6222,20
160.814,4776309,993,D,3,0xa103,0xb103,0xe1,17322,7,1935,121,5744,20
160.832,4776328,994,H,7,0xa107,0xb101,0xe1,19391,7,2202,122,6457,20
161.015,4776510,995,H,7,0xa107,0xb103,0xe1,17521,7,1925,120,391,20
161.032,4776528,996,H,7,0xa107,0xb101,0xe1,17985,7,1976,120,469,20
161.214,4776710,997,D,3,0xa103,0xb103,0xe1,9709,6,54,27,1017,20
161.614,4777110,998,D,3,0xa103,0xb103,0xe1,17409,7,1977,122,6126,20
161.632,4777128,999,H,7,0xa107,0xb101,0xe1,18397,7,2055,121,3655,20
162.015,4777510,1000,D,3,0xa103,0xb103,0xe1,16716,7,1961,124,5919,20
162.033,4777528,1001,F,5,0xa105,0xb101,0xe1,16464,7,1749,118,7145,20
162.615,4778110,1002,G,6,0xa106,0xb103,0xe1,16793,7,1907,122,5940,20
163.033,4778529,1003,F,5,0xa105,0xb101,0xe1,16053,7,1823,122,7590,20
163.215,4778711,1004,D,3,0xa103,0xb103,0xe1,15287,7,406,59,2570,20
163.633,4779128,1005,F,5,0xa105,0xb101,0xe1,16684,7,1833,120,7014,20
164.615,4780110,1006,G,6,0xa106,0xb103,0xe1,19067,7,2060,119,5824,20
165.216,4780712,1007,D,3,0xa103,0xb103,0xe1,17884,7,2098,124,6221,20
166.214,4781709,1008,G,6,0xa106,0xb103,0xe1,18139,7,1927,118,4657,20
166.232,4781727,1009,H,7,0xa107,0xb101,0xe1,18750,7,2060,120,5349,20
166.485,4781980,1010,G,6,0xa106,0xb102,0xe1,17466,7,2049,124,7329,20
166.632,4782127,1011,H,7,0xa107,0xb101,0xe1,16755,7,1780,118,208,20
166.814,4782310,1012,D,3,0xa103,0xb103,0xe1,18701,7,2089,121,6464,20
166.832,4782328,1013,F,5,0xa105,0xb101,0xe1,13836,6,446,65,3418,20
167.014,4782510,1014,H,7,0xa107,0xb103,0xe1,17452,7,1854,118,729,20
167.032,4782528,1015,F,5,0xa105,0xb101,0xe1,17894,7,1901,118,7081,20
167.414,4782909,1016,H,7,0xa107,0xb103,0xe1,18353,7,2153,124,6052,20
167.432,4782927,1017,H,7,0xa107,0xb101,0xe1,17030,7,1871,120,353,20
167.614,4783110,1018,D,3,0xa103,0xb103,0xe1,16984,7,1835,119,5584,20
167.632,4783128,1019,H,7,0xa107,0xb101,0xe1,19202,7,2145,121,5816,20
168.033,4783528,1020,F,5,0xa105,0xb101,0xe1,16059,7,1706,118,6827,20
168.614,4784109,1021,H,7,0xa107,0xb103,0xe1,18737,7,2093,121,5613,20
168.813,4784309,1022,D,3,0xa103,0xb103,0xe1,17913,7,1968,120,6733,20
168.832,4784327,1023,H,7,0xa107,0xb101,0xe1,19820,7,2070,117,4021,20
169.014,4784509,1024,H,7,0xa107,0xb103,0xe1,18477,7,2030,120,2579,20
169.032,4784528,1025,H,7,0xa107,0xb101,0xe1,18572,7,2109,122,3677,20
169.214,4784710,1026,D,3,0xa103,0xb103,0xe1,15223,7,636,74,3290,20
169.232,4784728,1027,H,7,0xa107,0xb101,0xe1,16978,7,1928,122,5755,20
170.614,4786110,1028,H,7,0xa107,0xb103,0xe1,19206,7,2181,122,6026,20
170.632,4786128,1029,H,7,0xa107,0xb101,0xe1,17725,7,1883,118,4325,20
171.414,4786910,1030,H,7,0xa107,0xb103,0xe1,18563,7,1972,118,4385,20
171.432,4786928,1031,H,7,0xa107,0xb101,0xe1,17048,7,1873,120,5029,20
171.614,4787110,1032,D,3,0xa103,0xb103,0xe1,16833,7,1943,123,5066,20
172.014,4787510,1033,D,3,0xa103,0xb103,0xe1,17112,7,1880,120,6498,20
172.032,4787528,1034,H,7,0xa107,0xb101,0xe1,17663,7,1973,121,4370,20
173.831,4789327,1035,H,7,0xa107,0xb101,0xe1,19069,7,2095,120,701,20
174.013,4789510,1036,D,3,0xa103,0xb103,0xe1,17678,7,1878,118,6147,20
174.032,4789528,1037,H,7,0xa107,0xb101,0xe1,18880,7,2144,122,3447,20
174.214,4789710,1038,H,7,0xa107,0xb103,0xe1,17884,7,2098,124,5856,20
174.232,4789728,1039,H,7,0xa107,0xb101,0xe1,17321,7,1513,107,3309,20
174.413,4789909,1040,D,3,0xa103,0xb103,0xe1,16287,7,1880,123,6249,20
174.431,4789928,1041,H,7,0xa107,0xb101,0xe1,19673,7,2234,122,5127,20
174.614,4790110,1042,G,6,0xa106,0xb103,0xe1,16740,7,1870,121,6192,20
174.632,4790128,1043,H,7,0xa107,0xb101,0xe1,17840,7,1960,120,259,20
175.485,4790981,1044,G,6,0xa106,0xb102,0xe1,16203,7,1810,121,6151,20
175.613,4791110,1045,D,3,0xa103,0xb103,0xe1,17951,7,2072,123,5366,20
175.632,4791128,1046,H,7,0xa107,0xb101,0xe1,20116,7,2322,123,4010,20
175.832,4791328,1047,H,7,0xa107,0xb101,0xe1,17036,7,1719,115,2155,20
176.014,4791511,1048,D,3,0xa103,0xb103,0xe1,15697,7,506,65,3131,20
176.414,4791910,1049,D,3,0xa103,0xb103,0xe1,17645,7,1971,121,5309,20
177.232,4792728,1050,H,7,0xa107,0xb101,0xe1,17894,7,1901,118,4398,20
177.426,4792922,1051,C,2,0xa102,0xb101,0xe1,18013,7,1979,120,6611,20
177.614,4793110,1052,D,3,0xa103,0xb103,0xe1,17430,7,1915,120,6164,20
178.415,4793909,1053,D,3,0xa103,0xb103,0xe1,16930,7,1860,120,6037,20
178.431,4793927,1054,H,7,0xa107,0xb101,0xe1,17305,7,2063,125,4230,20
178.614,4794110,1055,H,7,0xa107,0xb103,0xe1,19390,7,2166,121,1189,20
178.632,4794128,1056,H,7,0xa107,0xb101,0xe1,19465,7,2103,119,5139,20
179.214,4794711,1057,D,3,0xa103,0xb103,0xe1,16928,7,1891,121,5927,20
179.831,4795328,1058,H,7,0xa107,0xb101,0xe1,18264,7,2074,122,503,20
180.014,4795510,1059,D,3,0xa103,0xb103,0xe1,17283,7,1995,123,5218,20
180.032,4795528,1060,H,7,0xa107,0xb101,0xe1,17668,7,1877,118,1261,20
180.232,4795728,1061,F,5,0xa105,0xb101,0xe1,15510,7,1704,120,7158,20
180.413,4795910,1062,D,3,0xa103,0xb103,0xe1,16934,7,1799,118,5473,20
180.431,4795928,1063,H,7,0xa107,0xb101,0xe1,19128,7,2244,124,1303,20
180.613,4796110,1064,H,7,0xa107,0xb103,0xe1,17535,7,531,63,1477,20
180.632,4796128,1065,H,7,0xa107,0xb101,0xe1,19566,7,2114,119,4312,20
181.813,4797310,1066,H,7,0xa107,0xb103,0xe1,18252,7,1972,119,1391,20
182.429,4797925,1067,F,5,0xa105,0xb101,0xe1,18208,7,2136,124,7866,20
182.814,4798311,1068,D,3,0xa103,0xb103,0xe1,16790,7,1938,123,5183,20
183.111,4798608,1069,H,7,0xa107,0xb101,0xe1,18422,7,1924,117,258,20
183.232,4798728,1070,F,5,0xa105,0xb101,0xe1,18281,7,2076,122,7778,20
183.425,4798922,1071,C,2,0xa102,0xb101,0xe1,16907,7,1920,122,7194,20
183.613,4799110,1072,D,3,0xa103,0xb103,0xe1,17295,7,1964,122,6464,20
183.813,4799309,1073,H,7,0xa107,0xb103,0xe1,18021,7,1947,119,2803,20
183.834,4799328,1074,H,7,0xa107,0xb101,0xe1,18701,7,2089,121,6191,20
184.013,4799510,1075,D,3,0xa103,0xb103,0xe1,17203,7,1890,120,5425,20
184.084,4799582,1076,G,6,0xa106,0xb102,0xe1,17243,7,740,75,3647,20
184.213,4799710,1077,H,7,0xa107,0xb103,0xe1,18092,7,1922,118,4776,20
187.031,4802528,1078,H,7,0xa107,0xb101,0xe1,15964,7,1146,97,743,20
187.631,4803128,1079,H,7,0xa107,0xb101,0xe1,18967,7,2015,118,5585,20
187.826,4803323,1080,A,0,0xa100,0xb101,0xe1,18111,7,1924,118,7242,20
188.012,4803510,1081,D,3,0xa103,0xb103,0xe1,17448,7,1917,120,6058,20
188.423,4803920,1082,A,0,0xa100,0xb101,0xe1,17794,7,1955,120,7422,20
189.030,4804527,1083,F,5,0xa105,0xb101,0xe1,17857,7,1865,117,7353,20
189.213,4804710,1084,D,3,0xa103,0xb103,0xe1,17067,7,1844,119,6069,20
189.426,4804923,1085,A,0,0xa100,0xb101,0xe1,19668,7,2125,119,7130,20
189.613,4805110,1086,D,3,0xa103,0xb103,0xe1,17049,7,1842,119,5298,20
189.631,4805128,1087,H,7,0xa107,0xb101,0xe1,17794,7,1955,120,2356,20
189.831,4805328,1088,H,7,0xa107,0xb101,0xe1,18827,7,2138,122,1344,20
190.212,4805709,1089,H,7,0xa107,0xb103,0xe1,18530,7,2002,119,5519,20
190.230,4805728,1090,H,7,0xa107,0xb101,0xe1,15539,7,1070,95,2476,20
190.427,4805925,1091,H,7,0xa107,0xb101,0xe1,19902,7,2260,122,2774,20
190.484,4805981,1092,G,6,0xa106,0xb102,0xe1,17257,7,1896,120,7051,20
190.613,4806110,1093,H,7,0xa107,0xb103,0xe1,17065,7,438,58,2066,20
190.631,4806128,1094,F,5,0xa105,0xb101,0xe1,17021,7,1870,120,7297,20
191.427,4806925,1095,F,5,0xa105,0xb101,0xe1,16748,7,1840,120,7405,20
191.484,4806981,1096,G,6,0xa106,0xb102,0xe1,18150,7,2095,123,6093,20
191.613,4807110,1097,D,3,0xa103,0xb103,0xe1,17447,7,1885,119,6426,20
192.428,4807926,1098,F,5,0xa105,0xb101,0xe1,15899,7,1776,121,7118,20
193.110,4808607,1099,H,7,0xa107,0xb101,0xe1,19688,7,2163,120,2208,20
193.430,4808928,1100,F,5,0xa105,0xb101,0xe1,17734,7,1884,118,7737,20
193.612,4809110,1101,D,3,0xa103,0xb103,0xe1,17197,7,1921,121,6106,20
193.630,4809128,1102,F,5,0xa105,0xb101,0xe1,16599,7,1916,123,7370,20
193.831,4809328,1103,H,7,0xa107,0xb101,0xe1,19432,7,2243,123,3281,20
194.231,4809728,1104,H,7,0xa107,0xb101,0xe1,16252,7,310,50,2434,20
194.612,4810110,1105,G,6,0xa106,0xb103,0xe1,17979,7,1910,118,4806,20
194.630,4810128,1106,H,7,0xa107,0xb101,0xe1,16208,7,1579,113,335,20
194.813,4810310,1107,D,3,0xa103,0xb103,0xe1,17803,7,2055,123,6502,20
195.225,4810723,1108,C,2,0xa102,0xb101,0xe1,17226,7,427,57,2899,20
195.613,4811110,1109,D,3,0xa103,0xb103,0xe1,18012,7,2012,121,6333,20
196.013,4811510,1110,D,3,0xa103,0xb103,0xe1,16852,7,2009,125,6631,20
196.486,4811984,1111,E,4,0xa104,0xb102,0xe1,9709,6,54,27,1013,20
196.812,4812310,1112,D,3,0xa103,0xb103,0xe1,16503,7,1783,119,4194,20
198.082,4813580,1113,E,4,0xa104,0xb102,0xe1,18449,7,2095,122,5686,20
198.231,4813728,1114,F,5,0xa105,0xb101,0xe1,17031,7,1934,122,7795,20
198.612,4814110,1115,H,7,0xa107,0xb103,0xe1,17641,7,1906,119,533,20
199.282,4814780,1116,G,6,0xa106,0xb102,0xe1,17795,7,2054,123,6276,20
200.230,4815728,1117,F,5,0xa105,0xb101,0xe1,17405,7,1849,118,7293,20
200.630,4816128,1118,H,7,0xa107,0xb101,0xe1,17604,7,1902,119,2947,20
201.612,4817110,1119,D,3,0xa103,0xb103,0xe1,17708,7,2044,123,6809,20
201.815,4817313,1120,H,7,0xa107,0xb103,0xe1,18486,7,2031,120,1424,20
202.230,4817728,1121,H,7,0xa107,0xb101,0xe1,19290,7,2263,124,6317,20
202.412,4817910,1122,D,3,0xa103,0xb103,0xe1,16776,7,1968,124,2613,20
203.083,4818581,1123,E,4,0xa104,0xb102,0xe1,19798,7,2139,119,6535,20
203.101,4818599,1124,A,0,0xa100,0xb101,0xe1,19140,7,2138,121,6954,20
203.244,4818729,1125,H,7,0xa107,0xb101,0xe1,18666,7,1983,118,5052,20
204.011,4819509,1126,D,3,0xa103,0xb103,0xe1,18792,7,2134,122,7032,20
204.029,4819528,1127,H,7,0xa107,0xb101,0xe1,20064,7,2316,123,332,20
204.230,4819728,1128,F,5,0xa105,0xb101,0xe1,15782,7,590,70,3895,20
204.413,4819911,1129,D,3,0xa103,0xb103,0xe1,17075,7,1939,122,5366,20
204.624,4820122,1130,C,2,0xa102,0xb101,0xe1,17312,7,1902,120,6826,20
204.830,4820328,1131,H,7,0xa107,0xb101,0xe1,20168,7,2328,123,678,20
205.011,4820510,1132,H,7,0xa107,0xb103,0xe1,18427,7,2127,123,738,20
205.226,4820725,1133,F,5,0xa105,0xb101,0xe1,16530,7,1786,119,7088,20
206.210,4821709,1134,H,7,0xa107,0xb103,0xe1,17803,7,1956,120,891,20
206.228,4821727,1135,H,7,0xa107,0xb101,0xe1,19702,7,2093,118,266,20
206.630,4822128,1136,H,7,0xa107,0xb101,0xe1,18898,7,2111,121,3458,20
207.623,4823122,1137,C,2,0xa102,0xb101,0xe1,18470,7,2132,123,5707,20
207.828,4823327,1138,H,7,0xa107,0xb101,0xe1,19810,7,2324,124,288,20
208.011,4823510,1139,D,3,0xa103,0xb103,0xe1,17637,7,1842,117,6338,20
208.029,4823528,1140,F,5,0xa105,0xb101,0xe1,13421,6,256,50,2510,20
208.429,4823927,1141,H,7,0xa107,0xb101,0xe1,17951,7,2072,123,5078,20
209.028,4824527,1142,F,5,0xa105,0xb101,0xe1,18230,7,1904,117,7605,20
209.213,4824709,1143,D,3,0xa103,0xb103,0xe1,16798,7,1939,123,5727,20
209.229,4824727,1144,H,7,0xa107,0xb101,0xe1,15900,7,1118,96,506,20
209.411,4824909,1145,H,7,0xa107,0xb103,0xe1,18048,7,1950,119,5844,20
209.429,4824928,1146,H,7,0xa107,0xb101,0xe1,19560,7,2149,120,3315,20
209.611,4825109,1147,D,3,0xa103,0xb103,0xe1,18255,7,2073,122,5986,20
209.629,4825127,1148,H,7,0xa107,0xb101,0xe1,19231,7,2256,124,6201,20
209.811,4825310,1149,H,7,0xa107,0xb103,0xe1,18298,7,2044,121,5500,20
210.629,4826128,1150,F,5,0xa105,0xb101,0xe1,17436,7,1821,117,7465,20
211.229,4826728,1151,H,7,0xa107,0xb101,0xe1,16381,7,780,79,839,20
211.482,4826981,1152,G,6,0xa106,0xb102,0xe1,18206,7,1967,119,5870,20
211.611,4827109,1153,C,2,0xa102,0xb103,0xe1,20034,7,2275,122,6795,20
