node,sensor_axis,segment_start_s,segment_end_s,frequency_hz,psd
BSF3C79,acc_x_g,1,484,70.3125,2.78528834238e-09
BSF3C79,acc_x_g,1,484,70.5078125,3.10803090322e-09
BSF3C79,acc_x_g,1,484,70.703125,3.11511178436e-09
BSF3C79,acc_x_g,1,484,70.8984375,3.13100905222e-09
BSF3C79,acc_x_g,1,484,71.09375,2.88424405491e-09
BSF3C79,acc_x_g,1,484,71.2890625,2.78957243668e-09
BSF3C79,acc_x_g,1,484,71.484375,2.87007979379e-09
BSF3C79,acc_x_g,1,484,71.6796875,3.01008109555e-09
BSF3C79,acc_x_g,1,484,71.875,3.19290546579e-09
BSF3C79,acc_x_g,1,484,72.0703125,2.79635459936e-09
BSF3C79,acc_x_g,1,484,72.265625,2.84040459187e-09
BSF3C79,acc_x_g,1,484,72.4609375,2.79553517716e-09
BSF3C79,acc_x_g,1,484,72.65625,2.59885190308e-09
BSF3C79,acc_x_g,1,484,72.8515625,2.6533236665e-09
BSF3C79,acc_x_g,1,484,73.046875,2.67670801081e-09
BSF3C79,acc_x_g,1,484,73.2421875,2.63172798402e-09
BSF3C79,acc_x_g,1,484,73.4375,2.17611338175e-09
BSF3C79,acc_x_g,1,484,73.6328125,2.61848697548e-09
BSF3C79,acc_x_g,1,484,73.828125,2.97565482797e-09
BSF3C79,acc_x_g,1,484,74.0234375,2.78147228022e-09
BSF3C79,acc_x_g,1,484,74.21875,2.85107240236e-09
BSF3C79,acc_x_g,1,484,74.4140625,3.04704231211e-09
BSF3C79,acc_x_g,1,484,74.609375,2.86111099408e-09
BSF3C79,acc_x_g,1,484,74.8046875,2.72433953493e-09
BSF3C79,acc_x_g,1,484,75,2.48452954805e-09
BSF3C79,acc_x_g,1,484,75.1953125,2.85211080306e-09
BSF3C79,acc_x_g,1,484,75.390625,2.84280547619e-09
BSF3C79,acc_x_g,1,484,75.5859375,2.73761325829e-09
BSF3C79,acc_x_g,1,484,75.78125,2.61525249821e-09
BSF3C79,acc_x_g,1,484,75.9765625,2.77843706197e-09
BSF3C79,acc_x_g,1,484,76.171875,2.86938686954e-09
BSF3C79,acc_x_g,1,484,76.3671875,2.74440411226e-09
BSF3C79,acc_x_g,1,484,76.5625,2.73710658947e-09
BSF3C79,acc_x_g,1,484,76.7578125,2.55830684711e-09
BSF3C79,acc_x_g,1,484,76.953125,2.76251442608e-09
BSF3C79,acc_x_g,1,484,77.1484375,2.91856086446e-09
BSF3C79,acc_x_g,1,484,77.34375,2.82569321199e-09
BSF3C79,acc_x_g,1,484,77.5390625,2.74795574382e-09
BSF3C79,acc_x_g,1,484,77.734375,2.86805372804e-09
BSF3C79,acc_x_g,1,484,77.9296875,2.6459242506e-09
BSF3C79,acc_x_g,1,484,78.125,2.68387160038e-09
BSF3C79,acc_x_g,1,484,78.3203125,2.81949574926e-09
BSF3C79,acc_x_g,1,484,78.515625,2.90636297738e-09
BSF3C79,acc_x_g,1,484,78.7109375,2.85988068439e-09
BSF3C79,acc_x_g,1,484,78.90625,2.97521035475e-09
BSF3C79,acc_x_g,1,484,79.1015625,2.97855878729e-09
BSF3C79,acc_x_g,1,484,79.296875,2.70335065333e-09
BSF3C79,acc_x_g,1,484,79.4921875,2.75440438539e-09
BSF3C79,acc_x_g,1,484,79.6875,2.62266890661e-09
BSF3C79,acc_x_g,1,484,79.8828125,2.58792729258e-09
BSF3C79,acc_x_g,1,484,80.078125,3.00573006735e-09
BSF3C79,acc_x_g,1,484,80.2734375,3.41520283399e-09
BSF3C79,acc_x_g,1,484,80.46875,3.34954135295e-09
