node,sensor_axis,segment_start_s,segment_end_s,tau_s,allan_deviation
BSF3C79,acc_z_g,1,484,11.235,2.24132605e-05
BSF3C79,acc_z_g,1,484,20.34,2.41043565e-05
BSF3C79,acc_z_g,1,484,36.83,2.53945922e-05
BSF3C79,acc_z_g,1,484,66.685,2.52053624e-05
BSF3C79,acc_z_g,1,484,120.745,3.08857929e-05
BSF3C79,gyro_x_dps,1,484,0.005,0.0346172115
BSF3C79,gyro_x_dps,1,484,0.015,0.0213910532
BSF3C79,gyro_x_dps,1,484,0.025,0.016354502
BSF3C79,gyro_x_dps,1,484,0.05,0.0115369356
BSF3C79,gyro_x_dps,1,484,0.095,0.00833778734
BSF3C79,gyro_x_dps,1,484,0.175,0.00613303612
BSF3C79,gyro_x_dps,1,484,0.315,0.00453895054
BSF3C79,gyro_x_dps,1,484,0.575,0.00350490892
BSF3C79,gyro_x_dps,1,484,1.045,0.00263320929
BSF3C79,gyro_x_dps,1,484,1.89,0.00190053404
BSF3C79,gyro_x_dps,1,484,3.425,0.00143039977
BSF3C79,gyro_x_dps,1,484,6.205,0.00108551098
BSF3C79,gyro_x_dps,1,484,11.235,0.000870492461
BSF3C79,gyro_x_dps,1,484,20.34,0.000837476576
BSF3C79,gyro_x_dps,1,484,36.83,0.000798435946
BSF3C79,gyro_x_dps,1,484,66.685,0.000568750457
BSF3C79,gyro_x_dps,1,484,120.745,0.00050028076
BSF3C79,gyro_y_dps,1,484,0.005,0.033916335
BSF3C79,gyro_y_dps,1,484,0.015,0.0219558377
BSF3C79,gyro_y_dps,1,484,0.025,0.0161373463
BSF3C79,gyro_y_dps,1,484,0.05,0.0111809092
BSF3C79,gyro_y_dps,1,484,0.095,0.00808254446
BSF3C79,gyro_y_dps,1,484,0.175,0.00595511346
BSF3C79,gyro_y_dps,1,484,0.315,0.00434316779
BSF3C79,gyro_y_dps,1,484,0.575,0.00332057986
BSF3C79,gyro_y_dps,1,484,1.045,0.00258241045
BSF3C79,gyro_y_dps,1,484,1.89,0.00183807927
BSF3C79,gyro_y_dps,1,484,3.425,0.00135378904
BSF3C79,gyro_y_dps,1,484,6.205,0.0010711352
BSF3C79,gyro_y_dps,1,484,11.235,0.000923136426
BSF3C79,gyro_y_dps,1,484,20.34,0.000742501601
BSF3C79,gyro_y_dps,1,484,36.83,0.000680657102
BSF3C79,gyro_y_dps,1,484,66.685,0.000865189875
BSF3C79,gyro_y_dps,1,484,120.745,0.00154211412
BSF3C79,gyro_z_dps,1,484,0.005,0.000941812407
BSF3C79,gyro_z_dps,1,484,0.015,0.000777316315
BSF3C79,gyro_z_dps,1,484,0.025,0.000785558379
BSF3C79,gyro_z_dps,1,484,0.05,0.0008603565
BSF3C79,gyro_z_dps,1,484,0.095,0.000947981817
BSF3C79,gyro_z_dps,1,484,0.175,0.00128555667
BSF3C79,gyro_z_dps,1,484,0.315,0.00173456354
BSF3C79,gyro_z_dps,1,484,0.575,0.00183957925
BSF3C79,gyro_z_dps,1,484,1.045,0.0015674677
BSF3C79,gyro_z_dps,1,484,1.89,0.00124206051
BSF3C79,gyro_z_dps,1,484,3.425,0.000955005328
BSF3C79,gyro_z_dps,1,484,6.205,0.00072552477
BSF3C79,gyro_z_dps,1,484,11.235,0.000549879242
BSF3C79,gyro_z_dps,1,484,20.34,0.000419015459
BSF3C79,gyro_z_dps,1,484,36.83,0.000324547138
BSF3C79,gyro_z_dps,1,484,66.685,0.000261356787
BSF3C79,gyro_z_dps,1,484,120.745,0.0002031962
BSFC2CC,acc_x_g,1,485,0.005,0.000531824497
BSFC2CC,acc_x_g,1,485,0.015,0.000311259542
BSFC2CC,acc_x_g,1,485,0.025,0.000242678942
BSFC2CC,acc_x_g,1,485,0.05,0.000172587896
BSFC2CC,acc_x_g,1,485,0.095,0.000125921731
BSFC2CC,acc_x_g,1,485,0.175,9.31614626e-05
BSFC2CC,acc_x_g,1,485,0.315,6.9153193e-05
BSFC2CC,acc_x_g,1,485,0.575,5.06835921e-05
BSFC2CC,acc_x_g,1,485,1.045,3.84251794e-05
BSFC2CC,acc_x_g,1,485,1.895,3.02796579e-05
BSFC2CC,acc_x_g,1,485,3.43,2.35025541e-05
BSFC2CC,acc_x_g,1,485,6.21,1.73774046e-05
BSFC2CC,acc_x_g,1,485,11.25,1.38778593e-05
BSFC2CC,acc_x_g,1,485,20.375,1.27069252e-05
BSFC2CC,acc_x_g,1,485,36.9,1.40076699e-05
BSFC2CC,acc_x_g,1,485,66.82,1.66552073e-05
BSFC2CC,acc_x_g,1,485,120.995,2.54989493e-05
BSFC2CC,acc_y_g,1,485,0.005,0.000511562507
BSFC2CC,acc_y_g,1,485,0.015,0.000304486971
BSFC2CC,acc_y_g,1,485,0.025,0.000237509899
BSFC2CC,acc_y_g,1,485,0.05,0.000170160222
BSFC2CC,acc_y_g,1,485,0.095,0.000123844121
BSFC2CC,acc_y_g,1,485,0.175,8.97050156e-05
BSFC2CC,acc_y_g,1,485,0.315,6.44364919e-05
BSFC2CC,acc_y_g,1,485,0.575,4.82727658e-05
BSFC2CC,acc_y_g,1,485,1.045,3.8064879e-05
BSFC2CC,acc_y_g,1,485,1.895,2.90302013e-05
BSFC2CC,acc_y_g,1,485,3.43,2.13041981e-05
BSFC2CC,acc_y_g,1,485,6.21,1.63588093e-05
BSFC2CC,acc_y_g,1,485,11.25,1.26139759e-05
BSFC2CC,acc_y_g,1,485,20.375,1.14785751e-05
BSFC2CC,acc_y_g,1,485,36.9,1.21358917e-05
BSFC2CC,acc_y_g,1,485,66.82,1.73771758e-05
BSFC2CC,acc_y_g,1,485,120.995,2.77216838e-05
BSFC2CC,acc_z_g,1,485,0.005,0.00108179341
BSFC2CC,acc_z_g,1,485,0.015,0.000534896924
BSFC2CC,acc_z_g,1,485,0.025,0.000364198115
BSFC2CC,acc_z_g,1,485,0.05,0.000261555634
BSFC2CC,acc_z_g,1,485,0.095,0.000174986398
BSFC2CC,acc_z_g,1,485,0.175,0.000129226101
BSFC2CC,acc_z_g,1,485,0.315,9.57995215e-05
BSFC2CC,acc_z_g,1,485,0.575,7.11602041e-05
BSFC2CC,acc_z_g,1,485,1.045,5.21353178e-05
BSFC2CC,acc_z_g,1,485,1.895,3.97080521e-05
BSFC2CC,acc_z_g,1,485,3.43,3.26011981e-05
BSFC2CC,acc_z_g,1,485,6.21,2.82441485e-05
BSFC2CC,acc_z_g,1,485,11.25,2.18562392e-05
BSFC2CC,acc_z_g,1,485,20.375,1.71599989e-05
BSFC2CC,acc_z_g,1,485,36.9,1.97943124e-05
BSFC2CC,acc_z_g,1,485,66.82,1.96064917e-05
BSFC2CC,acc_z_g,1,485,120.995,1.07867064e-05
BSFC2CC,gyro_x_dps,1,485,0.005,0.0333748599
BSFC2CC,gyro_x_dps,1,485,0.015,0.0196618725
BSFC2CC,gyro_x_dps,1,485,0.025,0.0153009833
BSFC2CC,gyro_x_dps,1,485,0.05,0.0108862342
BSFC2CC,gyro_x_dps,1,485,0.095,0.00792748381
BSFC2CC,gyro_x_dps,1,485,0.175,0.0058959597
BSFC2CC,gyro_x_dps,1,485,0.315,0.00436984864
BSFC2CC,gyro_x_dps,1,485,0.575,0.00321227034
BSFC2CC,gyro_x_dps,1,485,1.045,0.00244459361
BSFC2CC,gyro_x_dps,1,485,1.895,0.00184120623
BSFC2CC,gyro_x_dps,1,485,3.43,0.00133570927
BSFC2CC,gyro_x_dps,1,485,6.21,0.0010602602
BSFC2CC,gyro_x_dps,1,485,11.25,0.00087934243
BSFC2CC,gyro_x_dps,1,485,20.375,0.000677933526
BSFC2CC,gyro_x_dps,1,485,36.9,0.000607233205
BSFC2CC,gyro_x_dps,1,485,66.82,0.000392254457
BSFC2CC,gyro_x_dps,1,485,120.995,0.000178437243
BSFC2CC,gyro_y_dps,1,485,0.005,0.0352994018
BSFC2CC,gyro_y_dps,1,485,0.015,0.0204618352
BSFC2CC,gyro_y_dps,1,485,0.025,0.0158566646
BSFC2CC,gyro_y_dps,1,485,0.05,0.0113114113
BSFC2CC,gyro_y_dps,1,485,0.095,0.00831246544
BSFC2CC,gyro_y_dps,1,485,0.175,0.00614200861
BSFC2CC,gyro_y_dps,1,485,0.315,0.00463496296
BSFC2CC,gyro_y_dps,1,485,0.575,0.0035384053
BSFC2CC,gyro_y_dps,1,485,1.045,0.00282290528
BSFC2CC,gyro_y_dps,1,485,1.895,0.00232556593
BSFC2CC,gyro_y_dps,1,485,3.43,0.00187285705
BSFC2CC,gyro_y_dps,1,485,6.21,0.0017347429
BSFC2CC,gyro_y_dps,1,485,11.25,0.00199250253
BSFC2CC,gyro_y_dps,1,485,20.375,0.00250865428
BSFC2CC,gyro_y_dps,1,485,36.9,0.00299301829
BSFC2CC,gyro_y_dps,1,485,66.82,0.00244366736
BSFC2CC,gyro_y_dps,1,485,120.995,0.00186717161
BSFC2CC,gyro_z_dps,1,485,0.005,0
BSFC2CC,gyro_z_dps,1,485,0.015,0
BSFC2CC,gyro_z_dps,1,485,0.025,0
BSFC2CC,gyro_z_dps,1,485,0.05,0
BSFC2CC,gyro_z_dps,1,485,0.095,0
BSFC2CC,gyro_z_dps,1,485,0.175,0
BSFC2CC,gyro_z_dps,1,485,0.315,0
BSFC2CC,gyro_z_dps,1,485,0.575,0
BSFC2CC,gyro_z_dps,1,485,1.045,0
BSFC2CC,gyro_z_dps,1,485,1.895,0
BSFC2CC,gyro_z_dps,1,485,3.43,0
BSFC2CC,gyro_z_dps,1,485,6.21,0
BSFC2CC,gyro_z_dps,1,485,11.25,0
BSFC2CC,gyro_z_dps,1,485,20.375,0
BSFC2CC,gyro_z_dps,1,485,36.9,0
BSFC2CC,gyro_z_dps,1,485,66.82,0
BSFC2CC,gyro_z_dps,1,485,120.995,0
BSF44AD,acc_x_g,1,485,0.005,0.000602452869
BSF44AD,acc_x_g,1,485,0.015,0.000357264685
BSF44AD,acc_x_g,1,485,0.025,0.000277720755
BSF44AD,acc_x_g,1,485,0.05,0.00019780683
BSF44AD,acc_x_g,1,485,0.095,0.000144266962
BSF44AD,acc_x_g,1,485,0.175,0.000106302338
BSF44AD,acc_x_g,1,485,0.315,7.86759048e-05
BSF44AD,acc_x_g,1,485,0.575,6.03900795e-05
BSF44AD,acc_x_g,1,485,1.045,4.62719646e-05
BSF44AD,acc_x_g,1,485,1.895,3.53779433e-05
BSF44AD,acc_x_g,1,485,3.43,2.80588867e-05
BSF44AD,acc_x_g,1,485,6.21,2.47665975e-05
BSF44AD,acc_x_g,1,485,11.25,2.14954528e-05
BSF44AD,acc_x_g,1,485,20.375,1.98347246e-05
BSF44AD,acc_x_g,1,485,36.9,1.88243029e-05
BSF44AD,acc_x_g,1,485,66.815,1.8149156e-05
BSF44AD,acc_x_g,1,485,120.99,2.14982401e-05
BSF44AD,acc_y_g,1,485,0.005,0.000554304234
BSF44AD,acc_y_g,1,485,0.015,0.000330349785
BSF44AD,acc_y_g,1,485,0.025,0.000257475824
BSF44AD,acc_y_g,1,485,0.05,0.000183887283
BSF44AD,acc_y_g,1,485,0.095,0.000133749184
BSF44AD,acc_y_g,1,485,0.175,9.86648925e-05
BSF44AD,acc_y_g,1,485,0.315,7.55481664e-05
BSF44AD,acc_y_g,1,485,0.575,5.59198213e-05
BSF44AD,acc_y_g,1,485,1.045,4.10458942e-05
BSF44AD,acc_y_g,1,485,1.895,2.99495804e-05
BSF44AD,acc_y_g,1,485,3.43,2.19495466e-05
BSF44AD,acc_y_g,1,485,6.21,1.71774739e-05
BSF44AD,acc_y_g,1,485,11.25,1.28658065e-05
BSF44AD,acc_y_g,1,485,20.375,1.04870475e-05
BSF44AD,acc_y_g,1,485,36.9,1.06280032e-05
BSF44AD,acc_y_g,1,485,66.815,1.05551356e-05
BSF44AD,acc_y_g,1,485,120.99,1.43890883e-05
BSF44AD,acc_z_g,1,485,0.005,0.000867601433
BSF44AD,acc_z_g,1,485,0.015,0.000488798198
BSF44AD,acc_z_g,1,485,0.025,0.000365452045
BSF44AD,acc_z_g,1,485,0.05,0.00026105591
BSF44AD,acc_z_g,1,485,0.095,0.000189298695
BSF44AD,acc_z_g,1,485,0.175,0.000142335909
BSF44AD,acc_z_g,1,485,0.315,0.000109562947
BSF44AD,acc_z_g,1,485,0.575,8.69608939e-05
BSF44AD,acc_z_g,1,485,1.045,7.96677034e-05
BSF44AD,acc_z_g,1,485,1.895,8.30149575e-05
BSF44AD,acc_z_g,1,485,3.43,9.42493325e-05
BSF44AD,acc_z_g,1,485,6.21,0.000106606547
BSF44AD,acc_z_g,1,485,11.25,0.000121267563
BSF44AD,acc_z_g,1,485,20.375,0.000130610187
BSF44AD,acc_z_g,1,485,36.9,0.00013942211
BSF44AD,acc_z_g,1,485,66.815,0.000126016884
BSF44AD,acc_z_g,1,485,120.99,0.000138278845
BSF44AD,gyro_x_dps,1,485,0.005,0.181906525
BSF44AD,gyro_x_dps,1,485,0.015,0.105156453
BSF44AD,gyro_x_dps,1,485,0.025,0.0813940749
BSF44AD,gyro_x_dps,1,485,0.05,0.0557790187
BSF44AD,gyro_x_dps,1,485,0.095,0.0419426921
BSF44AD,gyro_x_dps,1,485,0.175,0.0318748325
BSF44AD,gyro_x_dps,1,485,0.315,0.0242031412
BSF44AD,gyro_x_dps,1,485,0.575,0.0180405074
BSF44AD,gyro_x_dps,1,485,1.045,0.01346745
BSF44AD,gyro_x_dps,1,485,1.895,0.0103279259
BSF44AD,gyro_x_dps,1,485,3.43,0.00761397828
BSF44AD,gyro_x_dps,1,485,6.21,0.00538855685
BSF44AD,gyro_x_dps,1,485,11.25,0.00389383948
BSF44AD,gyro_x_dps,1,485,20.375,0.00268640108
BSF44AD,gyro_x_dps,1,485,36.9,0.0020502885
BSF44AD,gyro_x_dps,1,485,66.815,0.00162941059
BSF44AD,gyro_x_dps,1,485,120.99,0.00137605336
BSF44AD,gyro_y_dps,1,485,0.005,0.0390493289
BSF44AD,gyro_y_dps,1,485,0.015,0.0225000372
BSF44AD,gyro_y_dps,1,485,0.025,0.0174839366
BSF44AD,gyro_y_dps,1,485,0.05,0.0124424945
BSF44AD,gyro_y_dps,1,485,0.095,0.00905255563
BSF44AD,gyro_y_dps,1,485,0.175,0.00670338842
BSF44AD,gyro_y_dps,1,485,0.315,0.00494615841
BSF44AD,gyro_y_dps,1,485,0.575,0.00368578871
BSF44AD,gyro_y_dps,1,485,1.045,0.00275375911
BSF44AD,gyro_y_dps,1,485,1.895,0.00210514226
BSF44AD,gyro_y_dps,1,485,3.43,0.00155398142
BSF44AD,gyro_y_dps,1,485,6.21,0.00122896617
BSF44AD,gyro_y_dps,1,485,11.25,0.00115328334
BSF44AD,gyro_y_dps,1,485,20.375,0.00107906965
BSF44AD,gyro_y_dps,1,485,36.9,0.000672450028
BSF44AD,gyro_y_dps,1,485,66.815,0.000378772848
BSF44AD,gyro_y_dps,1,485,120.99,0.000302018602
BSF44AD,gyro_z_dps,1,485,0.005,0.0396649021
BSF44AD,gyro_z_dps,1,485,0.015,0.023945646
BSF44AD,gyro_z_dps,1,485,0.025,0.0187842631
BSF44AD,gyro_z_dps,1,485,0.05,0.0135920501
BSF44AD,gyro_z_dps,1,485,0.095,0.00985396669
BSF44AD,gyro_z_dps,1,485,0.175,0.00708877479
BSF44AD,gyro_z_dps,1,485,0.315,0.0053861814
BSF44AD,gyro_z_dps,1,485,0.575,0.00423982455
BSF44AD,gyro_z_dps,1,485,1.045,0.00319908084
BSF44AD,gyro_z_dps,1,485,1.895,0.002388648
BSF44AD,gyro_z_dps,1,485,3.43,0.00199526368
BSF44AD,gyro_z_dps,1,485,6.21,0.00174555696
BSF44AD,gyro_z_dps,1,485,11.25,0.001428835
BSF44AD,gyro_z_dps,1,485,20.375,0.00114286242
BSF44AD,gyro_z_dps,1,485,36.9,0.00089833228
BSF44AD,gyro_z_dps,1,485,66.815,0.000907937567
BSF44AD,gyro_z_dps,1,485,120.99,0.00040012484
BSF6C53,acc_x_g,1,1122,0.005,0.000522705601
BSF6C53,acc_x_g,1,1122,0.015,0.000313965048
BSF6C53,acc_x_g,1,1122,0.03,0.000223586112
BSF6C53,acc_x_g,1,1122,0.065,0.0001498466
BSF6C53,acc_x_g,1,1122,0.12,0.000109512896
BSF6C53,acc_x_g,1,1122,0.235,7.83825359e-05
BSF6C53,acc_x_g,1,1122,0.45,5.70966205e-05
BSF6C53,acc_x_g,1,1122,0.855,4.22046835e-05
BSF6C53,acc_x_g,1,1122,1.63,3.05290704e-05
BSF6C53,acc_x_g,1,1122,3.105,2.31028922e-05
BSF6C53,acc_x_g,1,1122,5.905,1.7986573e-05
BSF6C53,acc_x_g,1,1122,11.24,1.39735784e-05
BSF6C53,acc_x_g,1,1122,21.385,1.20385866e-05
BSF6C53,acc_x_g,1,1122,40.69,1.04475603e-05
BSF6C53,acc_x_g,1,1122,77.42,8.91749832e-06
BSF6C53,acc_x_g,1,1122,147.295,6.86689034e-06
BSF6C53,acc_x_g,1,1122,280.225,3.98180341e-06
BSF6C53,acc_y_g,1,1122,0.005,0.000643155992
BSF6C53,acc_y_g,1,1122,0.015,0.00037784729
BSF6C53,acc_y_g,1,1122,0.03,0.000266451133
BSF6C53,acc_y_g,1,1122,0.065,0.000179739546
BSF6C53,acc_y_g,1,1122,0.12,0.000132683248
BSF6C53,acc_y_g,1,1122,0.235,9.49563709e-05
BSF6C53,acc_y_g,1,1122,0.45,6.89930444e-05
BSF6C53,acc_y_g,1,1122,0.855,5.09610708e-05
BSF6C53,acc_y_g,1,1122,1.63,3.84389585e-05
BSF6C53,acc_y_g,1,1122,3.105,3.06395578e-05
BSF6C53,acc_y_g,1,1122,5.905,2.76801026e-05
BSF6C53,acc_y_g,1,1122,11.24,2.94524976e-05
BSF6C53,acc_y_g,1,1122,21.385,2.86811906e-05
BSF6C53,acc_y_g,1,1122,40.69,2.85983227e-05
BSF6C53,acc_y_g,1,1122,77.42,2.90434441e-05
BSF6C53,acc_y_g,1,1122,147.295,1.90603442e-05
BSF6C53,acc_y_g,1,1122,280.225,1.7160906e-05
BSF6C53,acc_z_g,1,1122,0.005,0.00061239754
BSF6C53,acc_z_g,1,1122,0.015,0.000359694639
BSF6C53,acc_z_g,1,1122,0.03,0.00024764672
BSF6C53,acc_z_g,1,1122,0.065,0.000164491998
BSF6C53,acc_z_g,1,1122,0.12,0.000119685276
BSF6C53,acc_z_g,1,1122,0.235,8.55803653e-05
BSF6C53,acc_z_g,1,1122,0.45,6.24978368e-05
BSF6C53,acc_z_g,1,1122,0.855,4.65178968e-05
BSF6C53,acc_z_g,1,1122,1.63,3.5304428e-05
BSF6C53,acc_z_g,1,1122,3.105,2.6295858e-05
BSF6C53,acc_z_g,1,1122,5.905,2.11716644e-05
BSF6C53,acc_z_g,1,1122,11.24,1.90226285e-05
BSF6C53,acc_z_g,1,1122,21.385,1.93477945e-05
BSF6C53,acc_z_g,1,1122,40.69,1.63431077e-05
BSF6C53,acc_z_g,1,1122,77.42,1.8785185e-05
BSF6C53,acc_z_g,1,1122,147.295,1.98123213e-05
BSF6C53,acc_z_g,1,1122,280.225,2.53000358e-05
BSF6C53,gyro_x_dps,1,1122,0.005,0.0498310227
BSF6C53,gyro_x_dps,1,1122,0.015,0.030024546
BSF6C53,gyro_x_dps,1,1122,0.03,0.021000773
BSF6C53,gyro_x_dps,1,1122,0.065,0.0141924707
BSF6C53,gyro_x_dps,1,1122,0.12,0.0103877178
BSF6C53,gyro_x_dps,1,1122,0.235,0.00758877209
BSF6C53,gyro_x_dps,1,1122,0.45,0.0055564915
BSF6C53,gyro_x_dps,1,1122,0.855,0.00397079895
BSF6C53,gyro_x_dps,1,1122,1.63,0.00286621195
BSF6C53,gyro_x_dps,1,1122,3.105,0.00201392242
BSF6C53,gyro_x_dps,1,1122,5.905,0.00152560134
BSF6C53,gyro_x_dps,1,1122,11.24,0.00110394995
BSF6C53,gyro_x_dps,1,1122,21.385,0.000831514213
BSF6C53,gyro_x_dps,1,1122,40.69,0.000597166881
BSF6C53,gyro_x_dps,1,1122,77.42,0.000540675446
BSF6C53,gyro_x_dps,1,1122,147.295,0.000534440338
BSF6C53,gyro_x_dps,1,1122,280.225,0.000398917943
BSF6C53,gyro_y_dps,1,1122,0.005,0.0362781608
BSF6C53,gyro_y_dps,1,1122,0.015,0.0219327737
BSF6C53,gyro_y_dps,1,1122,0.03,0.0156202867
BSF6C53,gyro_y_dps,1,1122,0.065,0.0106982767
BSF6C53,gyro_y_dps,1,1122,0.12,0.0079634579
BSF6C53,gyro_y_dps,1,1122,0.235,0.00568380456
BSF6C53,gyro_y_dps,1,1122,0.45,0.00415211725
BSF6C53,gyro_y_dps,1,1122,0.855,0.00309258666
BSF6C53,gyro_y_dps,1,1122,1.63,0.00232596684
BSF6C53,gyro_y_dps,1,1122,3.105,0.00170191737
BSF6C53,gyro_y_dps,1,1122,5.905,0.00134172984
BSF6C53,gyro_y_dps,1,1122,11.24,0.00113298952
BSF6C53,gyro_y_dps,1,1122,21.385,0.000953906611
BSF6C53,gyro_y_dps,1,1122,40.69,0.000889791526
BSF6C53,gyro_y_dps,1,1122,77.42,0.000837888071
BSF6C53,gyro_y_dps,1,1122,147.295,0.000940831703
BSF6C53,gyro_y_dps,1,1122,280.225,0.000688956914
BSF6C53,gyro_z_dps,1,1122,0.005,0.00824096625
BSF6C53,gyro_z_dps,1,1122,0.015,0.00694429873
BSF6C53,gyro_z_dps,1,1122,0.03,0.00799263067
BSF6C53,gyro_z_dps,1,1122,0.065,0.0109204796
BSF6C53,gyro_z_dps,1,1122,0.12,0.0145898301
BSF6C53,gyro_z_dps,1,1122,0.235,0.0202422857
BSF6C53,gyro_z_dps,1,1122,0.45,0.0252613989
BSF6C53,gyro_z_dps,1,1122,0.855,0.0229651989
BSF6C53,gyro_z_dps,1,1122,1.63,0.0180802722
BSF6C53,gyro_z_dps,1,1122,3.105,0.0128851767
BSF6C53,gyro_z_dps,1,1122,5.905,0.00949573065
BSF6C53,gyro_z_dps,1,1122,11.24,0.00697793498
BSF6C53,gyro_z_dps,1,1122,21.385,0.00513048144
BSF6C53,gyro_z_dps,1,1122,40.69,0.00327335386
BSF6C53,gyro_z_dps,1,1122,77.42,0.0031927509
BSF6C53,gyro_z_dps,1,1122,147.295,0.00381205668
BSF6C53,gyro_z_dps,1,1122,280.225,0.00406607585
BSF8BC4,acc_x_g,1,485,0.005,0.000503708249
BSF8BC4,acc_x_g,1,485,0.015,0.000295992187
BSF8BC4,acc_x_g,1,485,0.025,0.000233513129
BSF8BC4,acc_x_g,1,485,0.05,0.000165782695
BSF8BC4,acc_x_g,1,485,0.095,0.000122105871
BSF8BC4,acc_x_g,1,485,0.175,8.89643048e-05
BSF8BC4,acc_x_g,1,485,0.315,6.64336688e-05
BSF8BC4,acc_x_g,1,485,0.575,4.94376838e-05
BSF8BC4,acc_x_g,1,485,1.045,3.55962763e-05
BSF8BC4,acc_x_g,1,485,1.895,2.65085337e-05
BSF8BC4,acc_x_g,1,485,3.43,1.96554463e-05
BSF8BC4,acc_x_g,1,485,6.21,1.57505521e-05
BSF8BC4,acc_x_g,1,485,11.25,1.18229252e-05
BSF8BC4,acc_x_g,1,485,20.375,8.880529e-06
BSF8BC4,acc_x_g,1,485,36.9,8.03743045e-06
BSF8BC4,acc_x_g,1,485,66.815,6.23700133e-06
BSF8BC4,acc_x_g,1,485,120.99,4.42431571e-06
BSF8BC4,acc_y_g,1,485,0.005,0.000522039776
BSF8BC4,acc_y_g,1,485,0.015,0.00032230323
BSF8BC4,acc_y_g,1,485,0.025,0.000251739019
BSF8BC4,acc_y_g,1,485,0.05,0.000181891175
BSF8BC4,acc_y_g,1,485,0.095,0.000135538498
BSF8BC4,acc_y_g,1,485,0.175,0.000101628142
BSF8BC4,acc_y_g,1,485,0.315,7.73164546e-05
BSF8BC4,acc_y_g,1,485,0.575,5.72570056e-05
BSF8BC4,acc_y_g,1,485,1.045,4.28241244e-05
BSF8BC4,acc_y_g,1,485,1.895,3.07954395e-05
BSF8BC4,acc_y_g,1,485,3.43,2.24227231e-05
BSF8BC4,acc_y_g,1,485,6.21,1.71648952e-05
BSF8BC4,acc_y_g,1,485,11.25,1.33948366e-05
BSF8BC4,acc_y_g,1,485,20.375,1.11945129e-05
BSF8BC4,acc_y_g,1,485,36.9,9.55545709e-06
BSF8BC4,acc_y_g,1,485,66.815,8.6767462e-06
BSF8BC4,acc_y_g,1,485,120.99,7.8126917e-06
BSF8BC4,acc_z_g,1,485,0.005,0.000955060749
BSF8BC4,acc_z_g,1,485,0.015,0.000473187547
BSF8BC4,acc_z_g,1,485,0.025,0.000327767982
BSF8BC4,acc_z_g,1,485,0.05,0.000231569051
BSF8BC4,acc_z_g,1,485,0.095,0.000159209335
BSF8BC4,acc_z_g,1,485,0.175,0.000116258161
BSF8BC4,acc_z_g,1,485,0.315,8.51189694e-05
BSF8BC4,acc_z_g,1,485,0.575,6.27441883e-05
