node,sensor_axis,segment_start_s,segment_end_s,tau_s,allan_deviation
BSFB165,gyro_z_dps,1,484,1.045,0
BSFB165,gyro_z_dps,1,484,1.89,0
BSFB165,gyro_z_dps,1,484,3.425,0
BSFB165,gyro_z_dps,1,484,6.205,0
BSFB165,gyro_z_dps,1,484,11.235,0
BSFB165,gyro_z_dps,1,484,20.34,0
BSFB165,gyro_z_dps,1,484,36.83,0
BSFB165,gyro_z_dps,1,484,66.685,0
BSFB165,gyro_z_dps,1,484,120.745,0
BSFEC35,acc_x_g,1,607,0.005,0.00128372652
BSFEC35,acc_x_g,1,607,0.015,0.000750902956
BSFEC35,acc_x_g,1,607,0.03,0.000933005242
BSFEC35,acc_x_g,1,607,0.055,0.00130960998
BSFEC35,acc_x_g,1,607,0.1,0.00155758256
BSFEC35,acc_x_g,1,607,0.19,0.000839778264
BSFEC35,acc_x_g,1,607,0.35,0.000349874532
BSFEC35,acc_x_g,1,607,0.64,0.000215193307
BSFEC35,acc_x_g,1,607,1.175,0.000118460094
BSFEC35,acc_x_g,1,607,2.16,7.93342524e-05
BSFEC35,acc_x_g,1,607,3.965,6.35551726e-05
BSFEC35,acc_x_g,1,607,7.28,6.52626158e-05
BSFEC35,acc_x_g,1,607,13.36,7.25098904e-05
BSFEC35,acc_x_g,1,607,24.515,8.24285268e-05
BSFEC35,acc_x_g,1,607,44.985,9.14339461e-05
BSFEC35,acc_x_g,1,607,82.545,5.46721601e-05
BSFEC35,acc_x_g,1,607,151.465,2.08003847e-05
BSFEC35,acc_y_g,1,607,0.005,0.00115288129
BSFEC35,acc_y_g,1,607,0.015,0.00130262648
BSFEC35,acc_y_g,1,607,0.03,0.00130669217
BSFEC35,acc_y_g,1,607,0.055,0.00173384914
BSFEC35,acc_y_g,1,607,0.1,0.00152366285
BSFEC35,acc_y_g,1,607,0.19,0.000642021217
BSFEC35,acc_y_g,1,607,0.35,0.000345766221
BSFEC35,acc_y_g,1,607,0.64,0.00019428041
BSFEC35,acc_y_g,1,607,1.175,0.000111002255
BSFEC35,acc_y_g,1,607,2.16,7.01880482e-05
BSFEC35,acc_y_g,1,607,3.965,5.57059769e-05
BSFEC35,acc_y_g,1,607,7.28,5.79553574e-05
BSFEC35,acc_y_g,1,607,13.36,6.76460991e-05
BSFEC35,acc_y_g,1,607,24.515,7.26531415e-05
BSFEC35,acc_y_g,1,607,44.985,8.02042128e-05
BSFEC35,acc_y_g,1,607,82.545,8.30989242e-05
BSFEC35,acc_y_g,1,607,151.465,5.78231231e-05
BSFEC35,acc_z_g,1,607,0.005,0.00245868603
BSFEC35,acc_z_g,1,607,0.015,0.00235762547
BSFEC35,acc_z_g,1,607,0.03,0.00148039571
BSFEC35,acc_z_g,1,607,0.055,0.00074117566
BSFEC35,acc_z_g,1,607,0.1,0.000535515065
BSFEC35,acc_z_g,1,607,0.19,0.000375581281
BSFEC35,acc_z_g,1,607,0.35,0.000249554237
BSFEC35,acc_z_g,1,607,0.64,0.000183527073
BSFEC35,acc_z_g,1,607,1.175,0.000137252923
BSFEC35,acc_z_g,1,607,2.16,9.54400212e-05
BSFEC35,acc_z_g,1,607,3.965,8.10008106e-05
BSFEC35,acc_z_g,1,607,7.28,8.05650935e-05
BSFEC35,acc_z_g,1,607,13.36,8.08591565e-05
BSFEC35,acc_z_g,1,607,24.515,8.21428767e-05
BSFEC35,acc_z_g,1,607,44.985,8.10021862e-05
BSFEC35,acc_z_g,1,607,82.545,7.13799135e-05
BSFEC35,acc_z_g,1,607,151.465,5.47321473e-05
BSFEC35,gyro_x_dps,1,607,0.005,0.615175684
BSFEC35,gyro_x_dps,1,607,0.015,0.409586948
BSFEC35,gyro_x_dps,1,607,0.03,0.250882519
BSFEC35,gyro_x_dps,1,607,0.055,0.187987839
BSFEC35,gyro_x_dps,1,607,0.1,0.134240828
BSFEC35,gyro_x_dps,1,607,0.19,0.100528183
BSFEC35,gyro_x_dps,1,607,0.35,0.0724285737
BSFEC35,gyro_x_dps,1,607,0.64,0.0506441334
BSFEC35,gyro_x_dps,1,607,1.175,0.0367289762
BSFEC35,gyro_x_dps,1,607,2.16,0.0267914694
BSFEC35,gyro_x_dps,1,607,3.965,0.0215688801
BSFEC35,gyro_x_dps,1,607,7.28,0.0142467415
BSFEC35,gyro_x_dps,1,607,13.36,0.00995111528
BSFEC35,gyro_x_dps,1,607,24.515,0.00759060851
BSFEC35,gyro_x_dps,1,607,44.985,0.00525869479
BSFEC35,gyro_x_dps,1,607,82.545,0.00440344319
BSFEC35,gyro_x_dps,1,607,151.465,0.00354555904
BSFEC35,gyro_y_dps,1,607,0.005,0.0920736715
BSFEC35,gyro_y_dps,1,607,0.015,0.0811737907
BSFEC35,gyro_y_dps,1,607,0.03,0.0598062132
BSFEC35,gyro_y_dps,1,607,0.055,0.0201509316
BSFEC35,gyro_y_dps,1,607,0.1,0.0174842415
BSFEC35,gyro_y_dps,1,607,0.19,0.0116900256
BSFEC35,gyro_y_dps,1,607,0.35,0.00799356714
BSFEC35,gyro_y_dps,1,607,0.64,0.00593775631
BSFEC35,gyro_y_dps,1,607,1.175,0.00425217719
BSFEC35,gyro_y_dps,1,607,2.16,0.00321193031
BSFEC35,gyro_y_dps,1,607,3.965,0.00246923919
BSFEC35,gyro_y_dps,1,607,7.28,0.00199273408
BSFEC35,gyro_y_dps,1,607,13.36,0.00175307618
BSFEC35,gyro_y_dps,1,607,24.515,0.00150399959
BSFEC35,gyro_y_dps,1,607,44.985,0.0014290647
BSFEC35,gyro_y_dps,1,607,82.545,0.00112929413
BSFEC35,gyro_y_dps,1,607,151.465,0.000793136023
BSFEC35,gyro_z_dps,1,607,0.005,0.162553286
BSFEC35,gyro_z_dps,1,607,0.015,0.0962463602
BSFEC35,gyro_z_dps,1,607,0.03,0.0727490411
BSFEC35,gyro_z_dps,1,607,0.055,0.0649069779
BSFEC35,gyro_z_dps,1,607,0.1,0.057096196
BSFEC35,gyro_z_dps,1,607,0.19,0.039492883
BSFEC35,gyro_z_dps,1,607,0.35,0.027027269
BSFEC35,gyro_z_dps,1,607,0.64,0.0213932194
BSFEC35,gyro_z_dps,1,607,1.175,0.0158216977
BSFEC35,gyro_z_dps,1,607,2.16,0.0149908492
BSFEC35,gyro_z_dps,1,607,3.965,0.0131463273
BSFEC35,gyro_z_dps,1,607,7.28,0.00904875916
BSFEC35,gyro_z_dps,1,607,13.36,0.00738267239
BSFEC35,gyro_z_dps,1,607,24.515,0.0100298095
BSFEC35,gyro_z_dps,1,607,44.985,0.0128228897
BSFEC35,gyro_z_dps,1,607,82.545,0.0142622891
BSFEC35,gyro_z_dps,1,607,151.465,0.0123450635
