mount,t0_s,hardware_us,sweep,x_m,y_m,z_m,residual_rms_mm,anchors_used,role
A,64.055317731,2380174731,19829,2.818795073013609,1.2320225275631218,-0.7603579397023927,131.0474482143496,8,RAW_T4
A,64.160230937,2380294437,19830,2.8399468618660446,1.2619710014129706,-0.8795139107665755,112.1756802059509,8,RAW_T4
A,64.305397699,2380414318,19831,2.821809066147095,1.2272259364060087,-0.8090887215900228,117.53984928359506,8,RAW_T4
A,64.405470965,2380534095,19832,2.8518064917115393,1.19350766938753,-0.7577882525505225,115.57333119205305,8,RAW_T4
A,64.506320917,2380654109,19833,2.818515643620906,1.2341780493282677,-0.7317944856944479,132.6571237704607,8,RAW_T4
A,64.655393998,2380774099,19834,2.829662354328371,1.2326520362884288,-0.8240542427498954,120.64117110932855,8,RAW_T4
A,64.755333859,2380894116,19835,2.878787448334062,1.2834998847838308,-0.9235453880184751,105.01186343731784,8,RAW_T4
A,64.905366269,2381014133,19836,2.8216516118082886,1.259179257128665,-0.7188764405100937,134.1633510173981,8,RAW_T4
A,65.005679159,2381134120,19837,2.7966633911048424,1.1704635773535264,-0.702219147625859,136.33615389920547,8,RAW_T4
A,65.106303686,2381254421,19838,2.8042175508971017,1.2213111023162961,-0.8001299490857285,122.89289819587762,8,RAW_T4
A,65.255513262,2381374344,19839,2.835582397103491,1.228035326135813,-0.8493732571304252,118.05889876626378,8,RAW_T4
A,65.355374495,2381494109,19840,2.822319462298306,1.2420921200613004,-0.7669722519027412,123.43281994149963,8,RAW_T4
A,65.505004583,2381614127,19841,2.8562676162114085,1.2765337293974717,-0.9453238310696086,131.49003243386346,8,RAW_T4
A,65.605424553,2381734119,19842,2.77599105918774,1.213816416194624,-0.7022680411786401,138.58751894446496,8,RAW_T4
A,65.706340469,2381854254,19843,2.8695907703448,1.2262051935832525,-0.9176510120944015,96.13291037587295,8,RAW_T4
A,65.855417693,2381974149,19844,2.840350292250313,1.2074995782502669,-0.7491995782992061,119.00386829601585,8,RAW_T4
A,66.005874482,2382094139,19845,2.87479220185356,1.2618923930242627,-0.868451059495706,135.89346411664428,8,RAW_T4
A,66.155317521,2382214154,19846,2.8238941972192464,1.1608420998789024,-0.7781281576409373,115.80772986604508,8,RAW_T4
A,66.205397589,2382334456,19847,2.829696411751527,1.2434193186846012,-0.8134094665367665,110.05648700780935,8,RAW_T4
A,66.306344843,2382454342,19848,2.8219702576950416,1.2736968633031505,-0.8253422289601651,113.93997767195926,8,RAW_T4
A,66.455366067,2382574159,19849,2.7917298985453236,1.189022478415257,-0.7764565868390249,128.70594376951587,8,RAW_T4
A,66.555395077,2382694266,19850,2.7966853647260494,1.2122138540456497,-0.698046417293149,126.88329784640652,8,RAW_T4
A,66.705233667,2382814151,19851,2.8059535144863443,1.205136830054437,-0.7501622285093434,118.6451760149919,8,RAW_T4
A,66.805460702,2382934137,19852,2.809359542094405,1.224571391281572,-0.8672325029543432,114.65309202934627,8,RAW_T4
A,66.906460148,2383054117,19853,2.809277438124872,1.223700849417838,-0.8261366152344833,121.85219619791275,8,RAW_T4
A,67.055830330,2383174141,19854,2.8209360419666534,1.174124294725582,-0.7936122052504627,120.78561421174955,8,RAW_T4
A,67.160339944,2383294160,19855,2.826283262240513,1.2271970408112927,-0.8321119962540395,110.22115671766785,8,RAW_T4
A,67.305455087,2383414459,19856,2.789717077070742,1.2261888314290996,-0.7264690460712362,134.86792423538068,8,RAW_T4
A,67.405503202,2383534400,19857,2.8345144407014677,1.2406198782741515,-0.9023560111269303,99.49269707142723,8,RAW_T4
A,67.506453848,2383654125,19858,2.843591607879946,1.2530758402946311,-0.8132275972108827,115.62520308942585,8,RAW_T4
A,67.655418048,2383774136,19859,2.8391402823217367,1.2820823463819273,-0.8446340428248172,113.80518800127977,8,RAW_T4
A,67.755232094,2383894155,19860,2.8482068743514177,1.2518355194054098,-0.7773335782866941,119.044477495667,8,RAW_T4
A,67.905422758,2384014168,19861,2.8230346752668387,1.2159362660679833,-0.759450517941978,126.26344913199479,8,RAW_T4
A,68.005493474,2384134161,19862,2.857580893553556,1.1809214210588346,-0.7566365945860601,112.91027120886126,8,RAW_T4
A,68.155842303,2384254144,19863,2.8173920627812667,1.2101212164547313,-0.8419753594427437,148.7973811373831,8,RAW_T4
A,68.261783654,2384374132,19864,2.818647398663757,1.195557078370052,-0.7643473231568072,115.42799598539854,8,RAW_T4
A,68.355981479,2384494631,19865,2.8191163718689625,1.2334504344138615,-0.8040917611294861,105.27676046897312,8,RAW_T4
A,68.505961392,2384614481,19866,2.7923223505087162,1.222290550362802,-0.758378679126717,130.08998380788478,8,RAW_T4
A,68.606039400,2384734202,19867,2.8310001647113348,1.2120156517136174,-0.7728122697062754,126.17180044097411,8,RAW_T4
A,68.706799132,2384854171,19868,2.8518346114354625,1.256205176203682,-0.8215404803070789,117.38040742034497,8,RAW_T4
A,68.856047670,2384974160,19869,2.827303559355752,1.2706176028927458,-0.8345459926363202,115.64461218604623,8,RAW_T4
A,68.955886337,2385094178,19870,2.824029782599424,1.2379495375987675,-0.829688820627121,133.71072922940505,8,RAW_T4
A,69.105442733,2385214164,19871,2.801119092755493,1.2291989193099662,-0.8037687091509441,123.56191809232197,8,RAW_T4
A,69.205469801,2385334149,19872,2.8273454219778573,1.2054533028424677,-0.7927362442087013,113.80726305065708,8,RAW_T4
A,69.306416762,2385454164,19873,2.84625892246125,1.2380822017520443,-0.847678048693699,121.15956088747353,8,RAW_T4
A,69.455446911,2385574468,19874,2.802510753561297,1.2219752983207353,-0.8448858562305941,140.38740364234494,8,RAW_T4
A,69.555481379,2385694390,19875,2.833539900303163,1.2480658316166495,-0.8063981151764654,119.82913923648745,8,RAW_T4
A,69.705243729,2385814178,19876,2.876349292028599,1.2341953894127051,-0.9102506486190203,95.86475021242326,8,RAW_T4
A,69.805488864,2385934151,19877,2.833312243622209,1.2363593227294356,-0.8731154469371919,105.08245186689413,8,RAW_T4
A,69.906449890,2386054160,19878,2.7696635116587514,1.1652744250883247,-0.7013546353135817,136.87459214117993,8,RAW_T4
A,70.055470734,2386174317,19879,2.8137659174324647,1.2470837380156674,-0.799365983747189,115.83724278914886,8,RAW_T4
A,70.155822059,2386294170,19880,2.8675963358905716,1.2155689709077493,-0.8783779665978851,108.18593453213596,8,RAW_T4
A,70.405876833,2386414152,19881,2.79321765443801,1.2431136343450697,-0.8512443581674403,126.19365172521722,8,RAW_T4
A,70.410823641,2386534143,19882,2.822294284461693,1.1762644337903643,-0.8864116872297557,123.4040426317974,8,RAW_T4
A,70.506352281,2386654501,19883,2.817528685789235,1.219796876572961,-0.8194889716175553,114.2561143383371,8,RAW_T4
A,70.655507186,2386774394,19884,2.8110570560652106,1.2603844948653122,-0.8025938890275129,135.5631865752827,8,RAW_T4
A,70.755497020,2386894197,19885,2.8166821993334357,1.25761978952827,-0.7788037744983495,142.92763229650498,8,RAW_T4
A,70.905478974,2387014182,19886,2.819825797584151,1.1707686598623608,-0.7186328431132039,140.14821609133622,8,RAW_T4
A,71.005563663,2387134198,19887,2.8552755896083877,1.2608622407850332,-0.8897936441528591,114.24835518977098,8,RAW_T4
A,71.106381724,2387254189,19888,2.834865391589518,1.263496380586279,-0.7892223981721791,123.38088899785743,8,RAW_T4
A,71.255551341,2387374200,19889,2.8598670691965684,1.2766645925597575,-0.8094362784559013,142.54411547154623,8,RAW_T4
A,71.355494299,2387494187,19890,2.813981936495805,1.2141865857505894,-0.8557931853344654,121.08884225150241,8,RAW_T4
A,71.505543159,2387614175,19891,2.7630373176116585,1.206020790390412,-0.664197144560067,147.86421965990885,8,RAW_T4
A,71.605531794,2387734509,19892,2.8027552891045064,1.1856066242347068,-0.7939415346317761,121.41644083761646,8,RAW_T4
A,71.706445755,2387854393,19893,2.7536365743492426,1.2076304966415798,-0.716233120657373,136.7706085743961,8,RAW_T4
A,71.855546174,2387974406,19894,2.753397328525962,1.190592485936917,-0.7308542906759093,158.23244457096393,8,RAW_T4
A,71.955955413,2388094394,19895,2.815327766389094,1.3104753704386884,-0.786009690476314,145.81953568302814,8,RAW_T4
A,72.105765107,2388214198,19896,2.867974102133348,1.2496656174678509,-0.8914543786165144,102.86395616116326,8,RAW_T4
A,72.205583997,2388334189,19897,2.812175271722163,1.2524214209010835,-0.7323346670045445,134.86286571583867,8,RAW_T4
A,72.306483798,2388454201,19898,2.8328313390018076,1.252507207915833,-0.7378545224814487,117.95032961092973,8,RAW_T4
A,72.455526950,2388574188,19899,2.8285896589631747,1.2741656712216882,-0.767378617208484,118.39158785262161,8,RAW_T4
A,72.555583672,2388694231,19900,2.8022490863028255,1.269757058001813,-0.8199191725538612,129.29024340633916,8,RAW_T4
A,72.705570127,2388814511,19901,2.822679814439293,1.2782097731787314,-0.8387736703329953,112.53011646606765,8,RAW_T4
A,72.805549331,2388934181,19902,2.8410552116274355,1.1726428678566383,-0.7654917967670355,125.48860213987561,8,RAW_T4
A,72.906476018,2389054202,19903,2.8829514383656494,1.2435694406429476,-0.8396435179492003,118.53453994460811,8,RAW_T4
A,73.055601017,2389174219,19904,2.8242293295002243,1.2499247883402975,-0.8101333163805408,141.85736519349587,8,RAW_T4
A,73.154978596,2389294202,19905,2.8409090721875527,1.2703469791102957,-0.8808251113595955,126.91974078093011,8,RAW_T4
A,73.305525785,2389414219,19906,2.835438946943513,1.179397708118199,-0.679502101087466,138.34449057596512,8,RAW_T4
A,73.405538233,2389534436,19907,2.834759740809631,1.2116418453298283,-0.7250710161527893,102.44153298345718,8,RAW_T4
A,73.506559635,2389654218,19908,2.834958716008278,1.2784352500935903,-0.8832391412554828,109.51288433099558,8,RAW_T4
A,73.655680292,2389774264,19909,2.809432156789885,1.2125964149521744,-0.7705714479596495,130.03961267450453,8,RAW_T4
A,73.755669197,2389894545,19910,2.8441638748028955,1.2267922243464127,-0.8357951598374747,109.7735422629718,8,RAW_T4
A,73.905326410,2390014415,19911,2.8301898761215187,1.1927626077675275,-0.8277532700525637,130.80422186291725,8,RAW_T4
A,74.005647685,2390134204,19912,2.8338347453260426,1.273440200515655,-0.8785834616900701,115.81820507149493,8,RAW_T4
A,74.106559152,2390254223,19913,2.8049303704412996,1.189750240208304,-0.7141832379970057,140.42243459841404,8,RAW_T4
A,74.255622630,2390374526,19914,2.8737719689433985,1.2281303061456788,-0.915846221655143,122.1088199412186,8,RAW_T4
A,74.355601425,2390494220,19915,2.84467503839306,1.2528569593872172,-0.8506945005128782,117.15061743080123,8,RAW_T4
A,74.505566885,2390614211,19916,2.8550853436212935,1.2144112286605662,-0.7982279249477886,101.17672355711677,8,RAW_T4
A,74.605591573,2390734199,19917,2.822262797636312,1.216860358840047,-0.7625673230061712,132.87547287219664,8,RAW_T4
A,74.706465006,2390854216,19918,2.8098175902349625,1.2543794745684829,-0.858680085713469,135.0530609741838,8,RAW_T4
A,74.855581581,2390974547,19919,2.8233500000242917,1.1746307757603895,-0.8250191412921167,124.21183939604865,8,RAW_T4
A,74.955658284,2391094714,19920,2.797605166665868,1.1844953332811825,-0.7690382055908129,128.7078058346379,8,RAW_T4
A,75.105645689,2391214553,19921,2.8069347929911683,1.237121113563398,-0.8210746671237381,138.38440359378677,8,RAW_T4
A,75.205633511,2391334225,19922,2.825764632734776,1.1977028552831066,-0.8183421702405097,136.09656327042686,8,RAW_T4
A,75.306525333,2391454244,19923,2.8025491986288302,1.2720260596274335,-0.7657228824905198,137.94244832367866,8,RAW_T4
A,75.455656960,2391574231,19924,2.7398081005252677,1.212679768153596,-0.7469028660470326,144.49034201262575,8,RAW_T4
A,75.555672715,2391694251,19925,2.777106579469052,1.231927927103566,-0.8320594048102634,136.8721504886078,8,RAW_T4
A,75.705628853,2391814238,19926,2.796268586502743,1.2267735155368162,-0.8786155040088794,115.51440482414816,8,RAW_T4
A,75.805679057,2391934257,19927,2.8257924003889427,1.2167043830646398,-0.8862602253502166,114.5210257831457,8,RAW_T4
A,75.906616733,2392054555,19928,2.8017658723036107,1.2214641258500238,-0.743896589292084,120.02482131448404,8,RAW_T4
A,76.055659670,2392174476,19929,2.7830676031891026,1.2200539629758473,-0.778585258676935,114.09458875522024,8,RAW_T4
A,76.161932912,2392294267,19930,2.8176965918027745,1.2725123241522924,-0.8142121525627235,124.56785868842462,8,RAW_T4
A,76.305656249,2392414231,19931,2.824140399252433,1.2299755385798852,-0.7488612226708823,120.16079060922132,8,RAW_T4
A,76.405675532,2392534219,19932,2.782242850271074,1.1778168884713536,-0.75682266148015,141.04469949813637,8,RAW_T4
A,76.557631423,2392654265,19933,2.78294999845377,1.1619423917169276,-0.7718587919665469,118.08593284009983,8,RAW_T4
A,76.655744508,2392774563,19934,2.8145142372283303,1.2003623082593082,-0.8178415817250609,123.02753891166408,8,RAW_T4
A,76.755687232,2392894241,19935,2.7902071872283982,1.2306208209362077,-0.8631336518482666,126.57120748808366,8,RAW_T4
A,76.905331714,2393014257,19936,2.795585958113405,1.171755732520347,-0.7199448337242955,121.28090598624682,8,RAW_T4
A,77.005732199,2393134558,19937,2.795281394137465,1.2632878172342699,-0.8369954412495052,130.5694183696069,8,RAW_T4
