node,mode,time_s,from_state,to_state,reason,evidence
BSFC2CC,S2P,522.38459316,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.277939447207464, 'scatter_norm': 1.9880094822704124}"
BSFC2CC,S2P,522.434589533,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2P,523.234531506,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.3668634506760206, 'scatter_norm': 1.794243607514589}"
BSFC2CC,S2P,523.28452788,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2P,524.434444466,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 1.1716550448889984, 'scatter_norm': 1.8451942461702158}"
BSFC2CC,S2P,525.284382812,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': False}"
BSFC2CC,S2P,526.134321158,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.3608735847182072, 'scatter_norm': 1.5453797740803419}"
BSFC2CC,S2P,526.184317531,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2P,526.984259504,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.4273807523397632, 'scatter_norm': 1.160238910452549}"
BSFC2CC,S2P,527.034255878,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2P,527.834197851,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.7459489873155806, 'scatter_norm': 1.1673025843526785}"
BSFC2CC,S2P,529.384085423,SETTLING,STATIONARY,SETTLED_ROBUST_PLATFORM,{'anchor_support': 8}
BSFC2CC,S2P,586.579936488,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2P,587.129896594,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2P,797.264653608,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2P,798.164588328,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2P,804.064160378,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2P,805.164080591,MOTION_SUSPECTED,PLATFORM_CONFLICT,SUSPECTED_BECAME_PLATFORM_CONFLICT,"{'pos_shift_norm': 5.5939489851485025, 'range_shift_norm': 2.550000000000008}"
BSFC2CC,S2P,808.113866616,PLATFORM_CONFLICT,STATIONARY,CONFLICT_RESOLVED_RF_TRANSIENT,{}
BSFC2CC,S2P,1394.27134728,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2P,1394.92130013,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2P,1396.57118045,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2P,1397.67110067,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2P,1524.64794488,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2P,1525.24790136,MOTION_SUSPECTED,MOVING,MULTISCALE_IMU_SPATIAL_AGREEMENT,"{'fast': True, 'angle': True, 'gravity': False, 'pos_shift_norm': 5.218100107286723, 'range_shift_norm': 2.6666666666666745}"
BSFC2CC,S2P,1526.04784333,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.2133907612095332, 'scatter_norm': 1.3067776710614107}"
BSFC2CC,S2P,1526.34782157,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2P,1527.14776355,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.6029503246076755, 'scatter_norm': 2.382631885696216}"
BSFC2CC,S2P,1527.19775992,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': False}"
BSFC2CC,S2P,1533.29731746,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.9258923443871334, 'scatter_norm': 2.1857175822254487}"
BSFC2CC,S2P,1541.04675533,SETTLING,STATIONARY,SETTLED_ROBUST_PLATFORM,{'anchor_support': 8}
BSFC2CC,S2R,1.02241230227,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFC2CC,S2R,496.436475413,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSFC2CC,S2R,496.68645728,MOTION_SUSPECTED,MOVING,MULTISCALE_IMU_SPATIAL_AGREEMENT,"{'fast': True, 'angle': True, 'gravity': True, 'pos_shift_norm': 1.622544471771842, 'range_shift_norm': 0.604082020616629}"
BSFC2CC,S2R,503.085993063,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.28377093558575084, 'scatter_norm': 1.6486028615080663}"
BSFC2CC,S2R,503.135989436,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,505.685804475,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.18645775406760914, 'scatter_norm': 1.7710692190774768}"
BSFC2CC,S2R,505.735800848,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,506.535742821,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.29930935129505154, 'scatter_norm': 1.7867753538282836}"
BSFC2CC,S2R,506.585739195,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,508.48560138,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.33769243304365104, 'scatter_norm': 1.574192352655934}"
BSFC2CC,S2R,508.535597754,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,509.335539727,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.2792823599540669, 'scatter_norm': 1.7798151903000015}"
BSFC2CC,S2R,509.53552522,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,510.335467193,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.4439031741769483, 'scatter_norm': 2.312557515554097}"
BSFC2CC,S2R,510.385463566,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,513.685224204,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.7842127061592006, 'scatter_norm': 1.550284623491126}"
BSFC2CC,S2R,513.735220578,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,515.43509727,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.6241412323494511, 'scatter_norm': 2.400693569552665}"
BSFC2CC,S2R,515.485093644,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,516.285035616,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.7485868340912588, 'scatter_norm': 1.7153730507343643}"
BSFC2CC,S2R,516.33503199,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,519.734785375,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.3138799312140559, 'scatter_norm': 1.6013705822255222}"
BSFC2CC,S2R,519.784781748,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,520.584723721,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.4207152271816847, 'scatter_norm': 1.3310805637175798}"
BSFC2CC,S2R,520.734712841,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,521.534654814,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.31071496803099985, 'scatter_norm': 1.3311929589708522}"
BSFC2CC,S2R,521.584651187,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,522.38459316,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.4130426888187556, 'scatter_norm': 1.9880094822704124}"
BSFC2CC,S2R,522.434589533,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,523.234531506,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.6598805398578662, 'scatter_norm': 1.794243607514589}"
BSFC2CC,S2R,523.28452788,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,524.434444466,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 1.1748143062021108, 'scatter_norm': 1.8451942461702158}"
BSFC2CC,S2R,525.284382812,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': False}"
BSFC2CC,S2R,526.134321158,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.1954391786740608, 'scatter_norm': 1.5453797740803419}"
BSFC2CC,S2R,526.184317531,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,526.984259504,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.6733689202235968, 'scatter_norm': 1.160238910452549}"
BSFC2CC,S2R,527.034255878,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,527.834197851,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.5581411927118298, 'scatter_norm': 1.1673025843526785}"
BSFC2CC,S2R,529.384085423,SETTLING,STATIONARY,SETTLED_ROBUST_PLATFORM,{'anchor_support': 8}
BSFC2CC,S2R,586.579936488,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2R,587.129896594,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2R,797.264653608,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2R,798.164588328,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2R,804.064160378,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2R,805.164080591,MOTION_SUSPECTED,PLATFORM_CONFLICT,SUSPECTED_BECAME_PLATFORM_CONFLICT,"{'pos_shift_norm': 5.5939489851485025, 'range_shift_norm': 2.550000000000008}"
BSFC2CC,S2R,808.113866616,PLATFORM_CONFLICT,STATIONARY,CONFLICT_RESOLVED_RF_TRANSIENT,{}
BSFC2CC,S2R,1394.27134728,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2R,1394.92130013,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2R,1396.57118045,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2R,1397.67110067,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFC2CC,S2R,1524.64794488,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': False, 'spatial': True}"
BSFC2CC,S2R,1525.24790136,MOTION_SUSPECTED,MOVING,MULTISCALE_IMU_SPATIAL_AGREEMENT,"{'fast': True, 'angle': True, 'gravity': False, 'pos_shift_norm': 5.218100107286723, 'range_shift_norm': 2.6666666666666745}"
BSFC2CC,S2R,1526.04784333,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.18374138252054062, 'scatter_norm': 1.3067776710614107}"
BSFC2CC,S2R,1526.34782157,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': np.True_}"
BSFC2CC,S2R,1527.14776355,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.3905206719630087, 'scatter_norm': 2.382631885696216}"
BSFC2CC,S2R,1527.19775992,SETTLING,MOVING,SETTLING_INTERRUPTED_BY_MOTION_EVIDENCE,"{'quiet': True, 'stable': False}"
BSFC2CC,S2R,1533.29731746,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.18458334987355207, 'scatter_norm': 2.1857175822254487}"
BSFC2CC,S2R,1541.04675533,SETTLING,STATIONARY,SETTLED_ROBUST_PLATFORM,{'anchor_support': 8}
BSF44AD,S2P,1.01527949274,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF44AD,S2R,1.01527949274,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF6C53,S2P,1.02139698569,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF6C53,S2R,1.02139698569,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF8BC4,S2P,1.02620404154,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF8BC4,S2R,1.02620404154,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF1120,S2P,1.04589085066,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF1120,S2P,1276.10287205,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSF1120,S2P,1277.25283325,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSF1120,S2R,1.04589085066,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF1120,S2R,1276.10287205,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSF1120,S2R,1277.25283325,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSF31CC,S2P,1.02647216751,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF31CC,S2P,1233.63473891,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSF31CC,S2P,1234.2347186,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSF31CC,S2R,1.02647216751,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSF31CC,S2R,1233.63473891,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSF31CC,S2R,1234.2347186,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFAA61,S2P,1.01563389561,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFAA61,S2P,498.61952689,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSFAA61,S2P,498.869520098,MOTION_SUSPECTED,MOVING,MULTISCALE_IMU_SPATIAL_AGREEMENT,"{'fast': True, 'angle': True, 'gravity': True, 'pos_shift_norm': 1.528363503653201, 'range_shift_norm': 0.5219849506723351}"
BSFAA61,S2P,500.36947934,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.2635633991878891, 'scatter_norm': 0.6993002012188458}"
BSFAA61,S2P,501.919437224,SETTLING,STATIONARY,SETTLED_ROBUST_PLATFORM,{'anchor_support': 8}
BSFAA61,S2R,1.01563389561,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFAA61,S2R,498.61952689,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSFAA61,S2R,498.869520098,MOTION_SUSPECTED,MOVING,MULTISCALE_IMU_SPATIAL_AGREEMENT,"{'fast': True, 'angle': True, 'gravity': True, 'pos_shift_norm': 1.528363503653201, 'range_shift_norm': 0.5219849506723351}"
BSFAA61,S2R,500.36947934,MOVING,SETTLING,IMU_QUIET_STABLE_CANDIDATE,"{'speed_mps': 0.862842905944586, 'scatter_norm': 0.6993002012188458}"
BSFAA61,S2R,501.919437224,SETTLING,STATIONARY,SETTLED_ROBUST_PLATFORM,{'anchor_support': 8}
BSFB165,S2P,1.01990195924,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFB165,S2R,1.01990195924,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFEC35,S2P,1.04208921519,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFEC35,S2P,518.89796593,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': False, 'angle': True, 'gravity': True, 'spatial': False}"
BSFEC35,S2P,519.447952668,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFEC35,S2P,1276.10121516,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSFEC35,S2P,1276.65120189,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFEC35,S2R,1.04208921519,INIT,STATIONARY,INITIAL_ROBUST_PLATFORM,{'anchor_support': 8}
BSFEC35,S2R,518.89796593,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': False, 'angle': True, 'gravity': True, 'spatial': False}"
BSFEC35,S2R,519.447952668,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
BSFEC35,S2R,1276.10121516,STATIONARY,MOTION_SUSPECTED,CAUSAL_IMU_SUSPICION,"{'fast': True, 'angle': True, 'gravity': True, 'spatial': False}"
BSFEC35,S2R,1276.65120189,MOTION_SUSPECTED,STATIONARY,TRANSIENT_IMU_DISTURBANCE_CLEARED,{}
