experiment,layout_solver,baseline_pair,scale_factor,delay_mode,tag_method,tracks_ok,captures_ok,n_overlap_total,err3d_p50_track_median_mm,err3d_p95_track_median_mm,err3d_rmse_track_median_mm,err_horizontal_xz_p50_track_median_mm,err_horizontal_xz_p95_track_median_mm,err_vertical_y_p50_track_median_mm,err_vertical_y_p95_track_median_mm,turn_center_abs_error_3d_track_median_mm,turn_center_abs_error_3d_track_p95_mm,radius_error_abs_track_median_mm,radius_error_abs_track_p95_mm,axis_angle_abs_track_median_deg,residual_rms_track_median_mm,sample_weighted_err3d_p50_mm,sample_weighted_err3d_p95_mm,sample_weighted_err3d_rmse_mm,sample_weighted_horizontal_xz_p50_mm,sample_weighted_horizontal_xz_p95_mm,sample_weighted_vertical_y_p50_mm,sample_weighted_vertical_y_p95_mm,layout_variant,scale_source
one_baseline,v1-old,A-C,0.9288221884073664,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,119.5910365649126,209.5821548967552,131.9038039705684,69.2390597646581,148.73247788074815,76.37260622641043,184.50011949029184,72.45071676328533,108.58317965116048,18.364131048116946,51.82045376646321,3.1949425975509094,92.2240936170746,,,,,,,,one_baseline_scale,A-C
one_baseline,v1-old,A-C,0.9288221884073664,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,112.57423899351063,209.8962989961973,133.20024825071113,65.16508348507038,148.3393173428297,69.64831228484331,185.30419317296827,71.66056284939711,109.89440245736095,18.062578494959524,52.76070910654591,2.755968204054581,91.67974465156124,,,,,,,,one_baseline_scale,A-C
one_baseline,v1-old,A-C,0.9288221884073664,solver_delay,T1,34,17,40661,402.1516623521044,615.185564747351,422.8650158843598,176.10718738873774,343.97529256354665,356.7287399327812,543.6465941868944,107.62272329750748,274.20710338780367,313.3600059319736,382.67701587504894,9.272053209014576,218.7557119702145,,,,,,,,one_baseline_scale,A-C
one_baseline,v1-old,A-C,0.9288221884073664,solver_delay,T2,34,17,40661,401.6334909986956,614.2094331616468,423.1936998026352,175.40911409948745,344.017836144418,356.64191200809194,542.4402566430283,107.7879379501983,275.7356880286587,313.15372061709365,380.1528411087701,9.30265324030612,218.6773929936981,,,,,,,,one_baseline_scale,A-C
one_baseline,v1-old,A-C,0.9288221884073664,solver_delay,T3,34,17,40661,454.5279396505498,705.0725345608518,502.6669212782055,172.02226282732465,382.3339671381256,402.4693200471628,670.6327788681596,174.150820701809,458.0341223677147,186.1373039607503,276.78171414329387,8.458892218285909,246.683897118106,,,,,,,,one_baseline_scale,A-C
one_baseline,v1-old,A-C,0.9288221884073664,solver_delay,T4,34,17,40661,371.2970513595493,566.1918950298827,394.3181734681823,148.29435909563554,312.8497577969674,317.9898814789921,505.9871751036429,107.39675786836764,167.2518055941359,258.33753229613546,315.7011763503256,10.833848053656297,216.8641520334907,,,,,,,,one_baseline_scale,A-C
one_baseline,v1-old,A-D,0.9334097539566316,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,111.33719968994173,205.0584839173452,129.65300361835534,64.75114587737255,146.88470465809888,69.07906718061841,180.96740629648147,72.21626284536413,106.18711904010011,17.408557499569724,46.302565234296935,2.812506043572801,90.102323722065,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,111.11334308886023,205.56573332234396,129.63526860772404,64.90517927866019,146.87139381933446,68.7773283229497,180.8807295236584,72.27303017223034,106.17496830141752,17.315890997656766,46.31438493722421,2.806112080361705,90.08717496283126,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,117.2194393774988,207.64603268492996,130.65520183274066,67.08126100192442,147.74633349591767,75.90398134586496,183.0814605898217,72.28029543938348,106.3145892071508,17.976351072039165,47.53904023121556,3.145480365140914,90.64683341362098,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,110.97191126537533,206.38155683384923,131.3560739770124,64.57011335601183,147.9343429102097,69.68789316355335,182.81919322319976,71.95188638664578,108.38808469483538,17.59244270885449,48.519766994398296,2.654992092913376,90.1129500465704,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,solver_delay,T1,34,17,40661,385.1904205743763,598.3695344550672,403.4533502460384,172.73557102346152,335.97438100684894,340.5436310639269,524.8761924544787,105.10557402244632,262.8043371292432,301.47721738769513,372.86004358856746,9.04426184776908,212.6163014700361,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,solver_delay,T2,34,17,40661,385.0143493011952,598.663813993094,403.6666556820386,172.876065559594,335.905262199135,340.847313161658,523.6500252575752,105.20463907709892,264.2065170984907,301.4091654797138,372.5608645894179,9.069468810190616,212.67985133159985,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,solver_delay,T3,34,17,40661,433.9407098685357,686.355646870549,472.8266699797865,164.87397709638742,365.8579719069653,379.2893091892149,646.0139376128694,147.30794087697092,371.7048914402082,192.456003421704,276.86226724070826,8.577332243782095,234.9394581524324,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-D,0.9334097539566316,solver_delay,T4,34,17,40661,355.6570488493859,538.1405485279663,376.23930179032527,145.9365514430041,306.4918081785378,299.58493791093986,490.738975723092,105.81762071067412,163.8145182850015,249.6440876076839,308.18050097641986,10.42707231602477,209.39797659699485,,,,,,,,one_baseline_scale,A-D
one_baseline,v1-old,A-E,0.953822156962439,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,108.12261804778404,204.29457685333165,124.83822276669645,63.09126614819307,138.9435407045787,70.99570109738374,175.09951948614415,70.61271141484664,100.51012056905492,21.230187225049093,41.7424860349888,2.5178726142547427,83.48645207577349,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,108.37492029120284,204.58838188465,124.78154216686492,63.12821874540583,138.54835142173278,70.55733253424614,175.06454528319887,70.56549563431803,100.48677080004828,21.27072746599356,41.85527840792789,2.5099577685133125,83.46013601157696,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,107.30588054747196,204.81539627973777,124.17607149298868,62.76096976997621,138.98109700818543,70.48458610002993,175.12399163047706,74.35838053183306,98.23901827215944,17.344057932228395,42.85003634827411,2.658082457219568,83.53406629565055,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,108.72468332862272,202.39701995604497,124.10872607428168,62.47974937605397,139.24641774223858,70.97596854799491,174.17863884688882,70.24504525748367,102.68605534607318,17.72578926840967,38.4291406083074,2.442313941679856,83.29487659743154,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,solver_delay,T1,34,17,40661,304.4006935193023,495.8190972155724,325.88142218741973,148.7689057295383,299.3429500420898,260.90932197389867,438.6509917588557,87.22696031648003,187.7764006364736,240.4014050415245,316.8587127801075,8.141188512332082,181.78498271647277,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,solver_delay,T2,34,17,40661,304.6297738552296,493.8191135531837,325.70751093667207,149.19561520316972,299.168794158718,260.5331779283391,438.6510069355513,87.59129910851854,193.8300916577404,239.08442252628,316.63882339084495,8.137098015150794,181.7921296642579,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,solver_delay,T3,34,17,40661,316.1234118864862,559.9915683422585,358.9121396566102,155.662448487442,322.3523876645489,254.315234872028,514.6513564398081,110.14354754390271,259.0957978212084,198.5744671845727,235.24949135237685,6.442428811901719,194.84491141884973,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-E,0.953822156962439,solver_delay,T4,34,17,40661,283.9382690280132,453.04562234454056,301.4779922052281,128.83150954350896,272.18228920058687,222.88970041961056,406.59460085287617,86.6887918311727,143.73861217798802,203.6550502511178,259.88535041433363,8.169039915379058,177.8713626072255,,,,,,,,one_baseline_scale,A-E
one_baseline,v1-old,A-F,0.9410957057986464,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,110.15196303913412,203.73775148384908,128.11499514940098,64.36114970849088,145.28900205914135,69.95124759529801,177.6990044235297,71.21873051605203,104.3240108070514,20.036228566235053,44.37746354288676,2.7321781398836484,87.30433169934713,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,110.0969914651619,202.97354244346567,128.07499518887022,64.32238437907961,145.1229686570752,69.94350971931937,177.74202615355327,71.16473446480855,104.30571496694368,19.944153902503476,44.35502317588718,2.7168174326959065,87.32345361805112,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,113.49737341744184,204.17148798034185,129.12143684194314,65.29007785529845,144.63650941003635,74.07232998223614,176.1192959189973,71.39090897218438,102.57827889179848,18.176315935502004,44.52806213817644,3.038331623331776,87.89572173740903,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,109.81029046281996,202.932062995572,129.66465036325496,63.76637629504728,143.68461262539884,69.49395175576475,177.1198492648603,70.99242242903317,105.68373989667973,16.987175090295437,43.79593870298877,2.5784685686358277,87.28069155707394,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,solver_delay,T1,34,17,40661,355.846730903438,566.3977907615248,375.4734832029844,166.14964442028003,324.78917739140405,312.1173749211872,479.70254915867554,93.92640820679122,239.36717609197763,279.6620426154772,352.79646561901046,8.804186800120496,201.3649742856229,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,solver_delay,T2,34,17,40661,356.0528229719493,566.566817630048,375.4171119902736,166.90258536864314,324.1279602025806,312.2112951992193,479.6659229500524,94.20371223021968,240.92628673134448,279.5467707181072,352.7556968924351,8.79679061798932,201.4198078004339,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,solver_delay,T3,34,17,40661,387.8132329130112,647.1994975337847,431.355264062433,160.3722892352477,343.95536578993875,321.99915341468983,584.1386447756191,129.15897138202445,326.2802565031569,196.83804111790064,266.0691557146097,8.552468701364194,219.0153707270161,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-F,0.9410957057986464,solver_delay,T4,34,17,40661,328.6251316795998,498.3477100438223,346.96089999538606,140.35967580409203,294.59426642484846,271.98202198699533,460.2171584937463,100.0385189323282,158.2936718225089,234.24686826834537,291.2079929076474,9.725830477433014,197.38591116125053,,,,,,,,one_baseline_scale,A-F
one_baseline,v1-old,A-G,0.9307144447662647,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,112.33787354344427,207.1457215619215,130.7188599525998,65.60225491211953,147.02894689671996,69.62910544376345,182.8508009371436,72.49084292488703,106.62614039836184,17.40935819388531,48.76974134968111,2.9418170903714485,91.03122906437358,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,112.33669500557843,207.7229996547639,130.70725477985292,65.43799724562197,146.86817966720125,69.33981398094755,182.7936494206349,72.55320676380632,106.61909689845602,17.33133712893445,48.78004416889237,2.9315593126813493,91.02860665562602,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,118.82810902793796,209.15791083245583,131.35619495170326,68.45477747165666,148.8223996233496,75.94849727038522,183.09497574860868,72.4072066046731,107.64066440116146,17.77587279666568,50.0457951291191,3.170571084977315,91.69111776691732,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,111.77800638817052,209.315380194268,132.71291018977257,64.72775617074757,148.32127609695735,69.44083692240795,184.2731308881272,71.7139711439021,109.28493011167076,17.61021686659666,51.00309933990863,2.6860008292531723,91.12277050566146,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,solver_delay,T1,34,17,40661,395.31424947276696,607.307666562049,414.9928422597527,175.18982565270736,340.54332086450563,349.4611344566408,535.480891673209,106.93648372075808,269.3498261300799,308.02356066973255,380.36430019834006,9.182666476550937,216.1630777797,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,solver_delay,T2,34,17,40661,395.2203939032046,607.6138883826046,414.9752141058392,174.82019402558066,340.524225881544,349.927646613733,534.6052875786124,107.36050967992291,270.6485365220766,307.5010361344974,379.9840869407157,9.2128317111136,216.16128717889367,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,solver_delay,T3,34,17,40661,445.8575717376339,695.4045345693451,493.1032128170106,170.19267560048263,375.71077680847776,392.7413331062038,662.4955133050521,168.55389477695195,423.856202478199,187.9450343508654,277.75555400551474,8.555045733430571,241.6736123648139,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-G,0.9307144447662647,solver_delay,T4,34,17,40661,365.2495971708213,559.5689715779474,386.7012270341938,146.37194970544357,310.9494463483395,309.3218835051576,497.92270076712936,106.71726028269951,165.6835371194815,255.5710502654842,312.8391887618102,10.661176729508425,213.73298606648143,,,,,,,,one_baseline_scale,A-G
one_baseline,v1-old,A-H,0.9366954325883096,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,110.37177443392513,204.0642115033366,128.92865966422065,64.49787191886222,146.22777087829445,69.27721617679796,177.70254748953005,71.90553257879299,105.51557026590038,18.88438177318085,45.91425468227051,2.775034405425074,88.67918612060939,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,110.30467927007028,204.30422410147256,128.90492732333885,64.48677379937268,145.67369599072035,69.22203539705143,178.71963228748967,71.8808073036673,105.50548016473982,18.791517181865743,45.8937748700875,2.7720812554321377,88.73665305369968,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,115.10081759503282,204.8718995623754,129.9892680963768,65.9114773344051,146.01076869580658,75.70955149925703,180.30458353591203,71.41166781070791,104.70976069215104,18.502627206660293,45.224227026495306,3.135583707110821,89.46890570915173,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,110.29594654405476,205.1885428446215,130.40970370566234,64.43831318344746,146.15996636629143,69.31160889037363,180.23054207937247,71.72198593046207,107.25623446995534,15.659590776037987,45.51738217697291,2.619275182638714,88.77487649802177,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,solver_delay,T1,34,17,40661,373.432624379552,588.0218567611682,391.2154526975266,170.1744249706804,331.281971128499,328.302337925521,511.6574421207523,103.1920566705515,251.08160928995,293.151587779231,363.9525561332368,8.893077352360994,207.9289442585608,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,solver_delay,T2,34,17,40661,372.6066915948687,588.0832624404388,391.3839203205464,170.29196426700375,332.2730402860486,328.7164621214877,511.408000225974,103.18289057102834,252.4180433906241,293.0198513538418,364.3254841313125,8.912385976820651,207.9262850563588,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,solver_delay,T3,34,17,40661,416.85601433769193,673.4673272610844,456.6095877717269,161.96601366153328,348.7031672989576,351.4737444248741,617.7257400591542,138.98027484865344,347.9940684277286,194.796182437311,272.36434246066744,8.415945805178842,227.1124671872753,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,A-H,0.9366954325883096,solver_delay,T4,34,17,40661,343.9997349049645,522.55640426523,363.6784105546923,144.6766930063362,301.5585960728306,288.56067839399617,477.9213245059005,102.52713783349566,161.24529493087087,241.26313654787344,300.9985467698607,10.14225134446415,204.13348771014077,,,,,,,,one_baseline_scale,A-H
one_baseline,v1-old,B-C,0.9718083724384106,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,104.40219574533548,203.9774537052696,121.32122332162974,62.491039424987264,137.96526428225445,66.60835221306263,171.72001290347328,72.20791200383022,97.78754023745525,20.84553663971397,49.29939501047471,2.329201598899557,80.5961435750462,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,104.4207053615422,203.66679581682035,121.2729585736992,62.447249640232144,138.1561106782005,66.54032759764806,170.62959988792488,72.19735433476586,97.76083927509336,20.82031035365168,49.32258401833977,2.321076685120209,80.61022472544532,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,104.54651369231668,200.46799016893857,121.46870836049548,61.42747022352401,136.63477558075584,67.03089805562178,172.92803196753914,76.46718217246647,96.77723357311125,19.93512082263277,47.41183336392048,2.2629771238424743,81.10738332670982,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,103.5145427307043,201.5893066775471,120.96381630941688,61.84258012146417,135.45455785547583,67.25077792762218,173.31727086125605,73.03116692768839,98.8585101977704,19.95710451788898,43.439694546212536,2.34594625828443,80.72671572897575,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,solver_delay,T1,34,17,40661,233.8729671568128,389.3521846986388,256.93931651571046,122.5856525449584,259.70072039355614,175.92393999373525,360.5135885718728,70.37577329579747,138.93614409190366,182.3314292093018,253.54834163762808,6.821501134730727,153.36320966271091,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,solver_delay,T2,34,17,40661,233.26414705040807,388.8864743418253,256.49227576730675,123.21822865230064,257.1357844114241,176.46015764864052,360.21990667518406,70.5662680540872,139.70516101656978,182.0865694356886,253.46175589321177,6.746340119362193,153.41287019761103,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,solver_delay,T3,34,17,40661,234.15571600662952,412.9195306848304,265.9777260488512,137.40701600480196,289.1510623948775,170.7365641125904,351.8005681379303,93.14522840862558,174.59966694172476,169.13557229092834,210.4096294683377,7.164342115634668,159.56474095856163,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-C,0.9718083724384106,solver_delay,T4,34,17,40661,223.466391050572,388.0598402787975,240.85713494000427,109.95105815269577,241.65279601067303,160.6612183377436,339.2683857890703,73.42374013855664,121.66167603101556,152.79270655414555,207.7936346314341,6.7046714999740304,151.149353308363,,,,,,,,one_baseline_scale,B-C
one_baseline,v1-old,B-D,0.9569847787690569,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,106.77742401103296,205.51781479659445,123.6229290549143,62.79813688512282,137.85349655678576,69.56341508694345,173.3107898297461,70.56604442769154,100.35327930045572,22.91064749752249,42.94379165096326,2.4563405472755626,83.2520279797758,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,106.86334012118336,205.4794073071776,123.54372646058977,62.699871032288485,137.93804849910086,69.49124250555366,173.2699083113664,70.52105546994892,100.32542918247717,22.94556741381373,42.88353308071442,2.4455413736324085,83.27140212294378,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,105.87430951977964,203.11410069736604,123.17010147702716,62.97993441295756,137.4796357818184,69.7343458834103,176.01313208490228,75.6151561448458,97.78432631195096,18.80314282027581,43.18364271996866,2.531474302397405,83.53597198220734,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,107.75690827281002,201.8993011637965,122.91007448417676,61.97989621727456,137.8955452981349,69.72485540069061,172.80883087541528,70.08684145029618,101.59021245370327,19.34060565716433,38.19879116676381,2.413947581185719,82.99077694684385,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,solver_delay,T1,34,17,40661,289.9269154459577,472.4936915587347,314.68207068928405,143.61934488143618,293.4769378879516,247.21051887938543,427.5180549517686,83.3432674548464,178.15035787569892,231.99331829907769,307.44930598386634,7.850433896908569,177.10293432334095,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,solver_delay,T2,34,17,40661,290.0958214262436,472.0608304029058,314.5879266636455,143.5875408731298,293.83460165879364,247.1829425626266,427.51049802209934,83.9447570002456,179.64069828714491,232.26437526281288,307.2205618973066,7.853267147714837,177.3765931483054,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,solver_delay,T3,34,17,40661,294.3277606231956,534.8113852908514,343.6959663331892,152.80114811186277,315.33760881501803,235.59706198100255,479.2478472220041,107.26472815969848,246.89079518467037,191.2066331538191,231.1796383347036,6.376771222002853,189.2070354893684,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-D,0.9569847787690569,solver_delay,T4,34,17,40661,272.634065748628,441.23271117591526,290.7977257314715,127.09258389359287,266.5347702575766,211.7174614748647,394.8748476875171,84.27543628317167,140.1426572080328,194.01215671765996,251.01270372678104,8.001645379197987,173.17165628809715,,,,,,,,one_baseline_scale,B-D
one_baseline,v1-old,B-E,0.9678795262316584,one_baseline_layout_inter_anchor_delaycal,T1,34,17,40661,105.39270634242976,204.880107622856,120.91907297184754,62.53606194306761,137.6570211852994,67.17334706213379,172.25474248313674,71.84388134038124,98.62800264780456,20.238357963141283,47.92049478233901,2.2604773317015683,81.3167678443524,,,,,,,,one_baseline_scale,B-E
one_baseline,v1-old,B-E,0.9678795262316584,one_baseline_layout_inter_anchor_delaycal,T2,34,17,40661,105.31554881646892,203.73466885026343,120.8536948583472,62.34587306831626,137.68701100195906,67.22779804553579,171.95033799396683,71.95591211719714,98.60880945617583,20.22151030701906,47.95450156476163,2.2593629886031747,81.3804439168677,,,,,,,,one_baseline_scale,B-E
one_baseline,v1-old,B-E,0.9678795262316584,one_baseline_layout_inter_anchor_delaycal,T3,34,17,40661,104.29758301408768,200.3108724399533,122.70278849346444,61.88213476830566,137.2043224656141,67.35573565311688,172.47583468561845,76.72502877231696,96.3001152038744,19.47746920972324,45.88068797244033,2.294403712591581,82.00593795664169,,,,,,,,one_baseline_scale,B-E
one_baseline,v1-old,B-E,0.9678795262316584,one_baseline_layout_inter_anchor_delaycal,T4,34,17,40661,105.11407736016304,200.917417134156,120.7191109278234,62.132638643102695,135.8006537165232,67.29613863565633,170.7406815325681,72.76027757923538,99.53682174174835,19.298785703478387,41.87903752226652,2.335558711942044,81.20078015789005,,,,,,,,one_baseline_scale,B-E
