version,solver,solver_family,eval_set,median_radial_signed_mm,median_tangential_mm,radially_outward_fraction,radial_slope_mm_per_m,radial_r2
v2,T3+F2,external_position_filter,all8,20.395709956834928,38.70112802779663,0.6666666666666666,211.25314710858657,0.6889476337971638
v2,T3+F3,external_position_filter,all8,20.337198938046004,38.42181527233808,0.6666666666666666,212.18294699247673,0.6875525391132582
v2,T3+F4,external_position_filter,all8,21.14689774873365,38.06885579613348,0.6666666666666666,210.47410210226144,0.6876491929349879
v2,T3+F5,external_position_filter,all8,21.41563468511643,38.13977090516218,0.6666666666666666,209.95696921890342,0.6852796493758213
v2,T4+F0,external_position_filter,all8,43.70735345105206,45.68751173853714,0.7083333333333334,215.55589260771336,0.7062083314058345
v2,T4+F1,external_position_filter,all8,46.83021604610768,44.33087129656094,0.75,209.61218906415746,0.6994302516934376
v2,T4+F2,external_position_filter,all8,46.83021604610768,44.33087129656094,0.75,209.61218906415746,0.6994302516934376
v2,T4+F3,external_position_filter,all8,46.276977766230154,44.34119712666284,0.7083333333333334,210.79306652417435,0.6986307644406904
v2,T4+F4,external_position_filter,all8,46.85748484192567,43.97467969384185,0.75,208.89346327853872,0.7007210944454108
v2,T4+F5,external_position_filter,all8,47.4767015283891,43.27974788331345,0.75,208.14871560264916,0.6996008739826687
v2,T5a,native_range_filter,all8,102.54882812876409,49.3964334887534,0.7916666666666666,218.17734011902868,0.4593383011664506
v2,T5b,native_range_filter,all8,46.90397446873618,36.35579575846539,0.8333333333333334,213.13893349686043,0.5058283141969983
v2,T5c,native_range_filter,all8,46.90397446873618,36.35579575846539,0.8333333333333334,213.13893349686043,0.5058283141969983
v2,T5d,native_range_filter,all8,102.21978240776212,49.4229010266349,0.7916666666666666,217.8853627144243,0.45896987640674736
v2,T5e,native_range_filter,all8,29.248917247487267,40.016290011154254,0.625,184.30345541921847,0.26537411594683524
v3-full,T1+F0,external_position_filter,all8,102.7317540438242,64.9004186315928,0.8333333333333334,244.98933049531536,0.5367212145030686
v3-full,T1+F1,external_position_filter,all8,106.27352898184901,65.57066267909438,0.8333333333333334,241.48876811053094,0.5299013387832748
v3-full,T1+F2,external_position_filter,all8,106.27352898184901,65.57066267909438,0.8333333333333334,241.48876811053094,0.5299013387832748
v3-full,T1+F3,external_position_filter,all8,105.10684243914241,65.56508826346641,0.8333333333333334,241.2724126361781,0.5298218005737678
v3-full,T1+F4,external_position_filter,all8,106.54051726996809,65.0666285885311,0.8333333333333334,241.37198919963333,0.5309197726423127
v3-full,T1+F5,external_position_filter,all8,107.29852797357111,64.66214028694075,0.8333333333333334,241.29919974143277,0.5316259209876815
v3-full,T2+F0,external_position_filter,all8,102.49534702411898,65.19887163455799,0.8333333333333334,243.916207084095,0.5374964259103522
v3-full,T2+F1,external_position_filter,all8,106.44244551901309,65.60531387322989,0.8333333333333334,240.8140856130203,0.5296594053411621
v3-full,T2+F2,external_position_filter,all8,106.44244551901309,65.60531387322989,0.8333333333333334,240.8140856130203,0.5296594053411621
v3-full,T2+F3,external_position_filter,all8,104.86466685848046,65.62919253690515,0.8333333333333334,240.7702099105566,0.529539408883583
v3-full,T2+F4,external_position_filter,all8,106.57524395205826,65.17686883051566,0.8333333333333334,240.80269997374316,0.5306527316633041
v3-full,T2+F5,external_position_filter,all8,107.2976908289271,65.03615161157241,0.8333333333333334,240.70745950094044,0.5315539237093994
v3-full,T3+F0,external_position_filter,all8,36.19600049199259,57.827797376724064,0.7916666666666666,223.97099084164822,0.6869320065872586
v3-full,T3+F1,external_position_filter,all8,39.34449856901618,56.42909644929913,0.7916666666666666,220.60961464985783,0.6751930393574798
v3-full,T3+F2,external_position_filter,all8,39.34449856901618,56.42909644929913,0.7916666666666666,220.60961464985783,0.6751930393574798
v3-full,T3+F3,external_position_filter,all8,39.70640766907785,56.102736920615314,0.8333333333333334,221.33649837387844,0.6795366657115763
v3-full,T3+F4,external_position_filter,all8,38.69494545489984,55.61330393559503,0.8333333333333334,220.45866248516157,0.6731028867504805
v3-full,T3+F5,external_position_filter,all8,39.21154997285895,55.87347768098909,0.8333333333333334,220.3841509223215,0.6738126547400036
v3-full,T4+F0,external_position_filter,all8,73.18627390471252,59.29409645052459,0.7916666666666666,231.52799169320843,0.7243424908028351
v3-full,T4+F1,external_position_filter,all8,77.30102476065885,59.65333439299144,0.8333333333333334,229.3284209592903,0.7212346887350427
v3-full,T4+F2,external_position_filter,all8,77.30102476065885,59.65333439299144,0.8333333333333334,229.3284209592903,0.7212346887350427
v3-full,T4+F3,external_position_filter,all8,77.00471912629702,59.160393473592634,0.8333333333333334,228.71465910771144,0.7217073410891749
v3-full,T4+F4,external_position_filter,all8,77.09245329596214,59.29760043936811,0.8333333333333334,229.24164697646867,0.7219058747928597
v3-full,T4+F5,external_position_filter,all8,77.61550355755824,59.640433590243994,0.8333333333333334,228.80901515939888,0.7224160201000376
v3-full,T5a,native_range_filter,all8,135.97983635143953,58.77166607756048,0.8333333333333334,233.01532380750288,0.4568041078930235
v3-full,T5b,native_range_filter,all8,75.40883956095587,73.1818872473588,0.7916666666666666,227.0541712901248,0.5879283026788629
v3-full,T5c,native_range_filter,all8,75.40883956095587,73.1818872473588,0.7916666666666666,227.0541712901248,0.5879283026788629
v3-full,T5d,native_range_filter,all8,135.63862300674396,58.64110862361999,0.8333333333333334,232.77895472060706,0.4567497213332633
v3-full,T5e,native_range_filter,all8,58.28242604466229,52.77943286993032,0.7083333333333334,231.21349772959886,0.2776081076143375
v3-lite,T1+F0,external_position_filter,all8,49.548255738059325,44.49220164291337,0.75,238.82460836511464,0.5012089830638009
v3-lite,T1+F1,external_position_filter,all8,57.11404029529255,44.35662966455773,0.75,230.0869841375449,0.490664386304857
v3-lite,T1+F2,external_position_filter,all8,57.11404029529255,44.35662966455773,0.75,230.0869841375449,0.490664386304857
v3-lite,T1+F3,external_position_filter,all8,56.0143361633355,44.42319820610621,0.75,231.8138683467109,0.4935874516647174
v3-lite,T1+F4,external_position_filter,all8,57.051727268792945,44.21251435279312,0.75,229.45149437329817,0.4905618006791701
v3-lite,T1+F5,external_position_filter,all8,57.20888952235363,43.69416248270451,0.75,228.3033506482649,0.48973610610293294
v3-lite,T2+F0,external_position_filter,all8,50.677590696756,44.449044414251844,0.75,238.18149254188785,0.5013425486009544
v3-lite,T2+F1,external_position_filter,all8,57.629629145241466,43.92920162934476,0.75,229.2451773352921,0.4889538343597495
v3-lite,T2+F2,external_position_filter,all8,57.629629145241466,43.92920162934476,0.75,229.2451773352921,0.4889538343597495
v3-lite,T2+F3,external_position_filter,all8,56.56200496841935,44.050168815227266,0.75,231.13750820630727,0.49264733604327215
v3-lite,T2+F4,external_position_filter,all8,57.52846941809509,43.78862579342727,0.75,228.65446661399787,0.4878139149242089
v3-lite,T2+F5,external_position_filter,all8,57.27533556533008,43.57902774561224,0.75,227.50011937703403,0.48699554127904443
v3-lite,T3+F0,external_position_filter,all8,19.66713153284109,38.690943654215175,0.6666666666666666,220.47575863018372,0.6959772320103976
v3-lite,T3+F1,external_position_filter,all8,20.136739534065327,38.6536562995811,0.6666666666666666,212.16971349065366,0.6888898671579562
v3-lite,T3+F2,external_position_filter,all8,20.136739534065327,38.6536562995811,0.6666666666666666,212.16971349065366,0.6888898671579562
v3-lite,T3+F3,external_position_filter,all8,20.108942370005977,38.32322107838581,0.6666666666666666,213.27622393174462,0.688009542433899
v3-lite,T3+F4,external_position_filter,all8,20.84309170033947,38.03653577138506,0.6666666666666666,211.00437082688674,0.6865166064900836
v3-lite,T3+F5,external_position_filter,all8,20.955838960232214,38.10716247542345,0.6666666666666666,210.3610725182071,0.6838081165339909
v3-lite,T4+F0,external_position_filter,all8,43.66062264838718,46.18461308921441,0.7083333333333334,215.99498684918868,0.7074440629893742
v3-lite,T4+F1,external_position_filter,all8,46.70632846951166,44.52120298916367,0.75,209.99481726696055,0.7007894993359992
v3-lite,T4+F2,external_position_filter,all8,46.70632846951166,44.52120298916367,0.75,209.99481726696055,0.7007894993359992
v3-lite,T4+F3,external_position_filter,all8,46.338669170741575,44.58287855520724,0.7083333333333334,211.0266401158599,0.6994052400277135
v3-lite,T4+F4,external_position_filter,all8,46.384437936184284,44.18298884264591,0.75,209.16551473601857,0.702069202387625
v3-lite,T4+F5,external_position_filter,all8,46.96133598529815,43.519532812326815,0.75,208.4161644180251,0.7008805910641016
v3-lite,T5a,native_range_filter,all8,102.56348939572824,49.466335979066784,0.7916666666666666,218.36241550022876,0.4597866060997595
v3-lite,T5b,native_range_filter,all8,47.019718785101716,36.27159558441402,0.8333333333333334,213.31971568401337,0.5060979799652674
v3-lite,T5c,native_range_filter,all8,47.019718785101716,36.27159558441402,0.8333333333333334,213.31971568401337,0.5060979799652674
v3-lite,T5d,native_range_filter,all8,102.23302631283546,49.49068472109676,0.7916666666666666,218.0935648622402,0.4594583442269563
v3-lite,T5e,native_range_filter,all8,28.721139908205384,40.020352796712245,0.625,183.90152942778153,0.2654956455455314
v4-io,T1+F0,external_position_filter,all8,52.89549711052521,40.0583131848568,0.7916666666666666,233.17564907362302,0.5087874672757668
v4-io,T1+F1,external_position_filter,all8,57.09952663541317,38.86038983816097,0.7916666666666666,225.850095277078,0.5026083692938246
v4-io,T1+F2,external_position_filter,all8,57.09952663541317,38.86038983816097,0.7916666666666666,225.83227743135353,0.5027151403378589
v4-io,T1+F3,external_position_filter,all8,56.266488207421574,39.23189909845223,0.7916666666666666,227.61634927064833,0.5047586172379233
v4-io,T1+F4,external_position_filter,all8,57.65579117036559,39.34560788445422,0.7916666666666666,225.82344336595412,0.5037119581783378
v4-io,T1+F5,external_position_filter,all8,58.570819206309665,38.99312758725698,0.7916666666666666,224.42018800416082,0.5032550963246241
v4-io,T2+F0,external_position_filter,all8,53.320737455628674,40.026686851090936,0.7916666666666666,232.93923284358294,0.5101282672207894
v4-io,T2+F1,external_position_filter,all8,57.905823457014776,38.801165505507875,0.7916666666666666,225.53259934599953,0.5021848193754623
v4-io,T2+F2,external_position_filter,all8,57.905823457014776,38.801165505507875,0.7916666666666666,225.5314584327533,0.5021916357970746
v4-io,T2+F3,external_position_filter,all8,56.991902543564095,39.166689856067386,0.7916666666666666,227.08200662447703,0.5045511606651629
v4-io,T2+F4,external_position_filter,all8,57.92062127364881,39.22973383965815,0.7916666666666666,225.06267407739668,0.5013607644102759
v4-io,T2+F5,external_position_filter,all8,58.92968683071507,38.78711442159579,0.7916666666666666,223.68373645131973,0.500640909311929
v4-io,T3+F0,external_position_filter,all8,32.00307969194233,41.17447219749251,0.7916666666666666,202.5415351446547,0.684734893926928
v4-io,T3+F1,external_position_filter,all8,35.60832358202788,39.47636285599877,0.7916666666666666,193.9947766881115,0.6685029698580912
v4-io,T3+F2,external_position_filter,all8,35.60832358202788,39.47636285599877,0.7916666666666666,193.9947766881115,0.6685029698580912
v4-io,T3+F3,external_position_filter,all8,34.897291644216665,39.61126587265859,0.7916666666666666,195.78918842894637,0.6709217637116818
v4-io,T3+F4,external_position_filter,all8,35.52972958281746,39.3518407836969,0.7916666666666666,193.55581566687476,0.6662053496038495
v4-io,T3+F5,external_position_filter,all8,35.239923884515164,39.265988898736154,0.7916666666666666,192.49654726575233,0.6633801193840775
v4-io,T4+F0,external_position_filter,all8,45.001106715544765,39.85926103205038,0.7916666666666666,206.57301949392365,0.6999893014731794
v4-io,T4+F1,external_position_filter,all8,49.65836527922387,38.3026088049547,0.7916666666666666,201.79412829058853,0.6911128587049672
v4-io,T4+F2,external_position_filter,all8,49.65836527922387,38.3026088049547,0.7916666666666666,201.79412829058853,0.6911128587049672
v4-io,T4+F3,external_position_filter,all8,48.94323276453459,38.70978660208703,0.7916666666666666,203.24318305440235,0.6913491766395503
v4-io,T4+F4,external_position_filter,all8,49.18647365890695,38.447704771718776,0.7916666666666666,201.44914439241373,0.693433822346182
v4-io,T4+F5,external_position_filter,all8,49.852899830542825,38.16265210031628,0.7916666666666666,200.65368450665932,0.6921535229546949
v4-io,T5a,native_range_filter,all8,112.0015149045519,47.3528639105041,0.7916666666666666,213.2944032193216,0.44797688108699085
v4-io,T5b,native_range_filter,all8,60.35813363825852,34.41525783568145,0.8333333333333334,201.7152237961516,0.5189114091028182
v4-io,T5c,native_range_filter,all8,60.35813363825852,34.41525783568145,0.8333333333333334,201.7152237961516,0.5189114091028182
v4-io,T5d,native_range_filter,all8,111.64718083944828,47.393264908988876,0.7916666666666666,213.0844254431513,0.4477205611070699
v4-io,T5e,native_range_filter,all8,36.93320799342017,42.59986181853873,0.7083333333333334,180.7860316419883,0.2623145528276031
