version,solver,solver_family,eval_set,n_positions,component,role,signed_mean_bias_mm,signed_std_mm,p95_abs_error_mm,axis_convention,horizontal_2d_rmse_mm,horizontal_2d_p50_mm,horizontal_2d_p95_mm
v1-old,T1+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,16.813778786902066,38.691516605264425,73.30104779902814,OptiTrack frame; Y is vertical,,,
v1-old,T1+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,15.570312386698228,37.144811261590526,71.28842594131704,OptiTrack frame; Y is vertical,,,
v1-old,T1+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,8.397196568608871,186.0844345996822,314.793923679538,OptiTrack frame; Y is vertical,,,
v1-old,T1+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-5.989692220231642,37.04262637925243,65.33491669906354,OptiTrack frame; Y is vertical,,,
v1-old,T1+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,53.99575907341279,52.88466502652095,87.73164609260655
v1-old,T2+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,17.385659398724854,38.46666939721486,71.97076459585011,OptiTrack frame; Y is vertical,,,
v1-old,T2+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,7.261918522743993,188.67427555107932,320.4687032693452,OptiTrack frame; Y is vertical,,,
v1-old,T2+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-7.768979672176581,37.92520819512596,68.44914162923794,OptiTrack frame; Y is vertical,,,
v1-old,T2+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,56.20534389838013,53.68629349928474,85.7356107734636
v1-old,T2+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,16.32841095158606,37.313147336143565,70.68289433334989,OptiTrack frame; Y is vertical,,,
v1-old,T2+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,8.548481445141505,186.6787985630087,315.9639823040949,OptiTrack frame; Y is vertical,,,
v1-old,T2+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-6.010424382645439,37.4353848198028,66.85335769700335,OptiTrack frame; Y is vertical,,,
v1-old,T2+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,54.58954033971656,52.75323291598083,88.30259146390799
v1-old,T2+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,16.33051798230083,37.31335477146866,70.68289433334989,OptiTrack frame; Y is vertical,,,
v1-old,T2+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,8.540256960998386,186.68991060456375,315.9639823040949,OptiTrack frame; Y is vertical,,,
v1-old,T2+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-6.01091722123832,37.43541533427224,66.85335769700335,OptiTrack frame; Y is vertical,,,
v1-old,T2+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,54.59038081076027,52.75323291598083,88.30259146390799
v1-old,T2+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,16.68262101180007,37.405236289241195,70.451143103494,OptiTrack frame; Y is vertical,,,
v1-old,T2+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,8.186476781893793,187.07031908495242,316.37770688132525,OptiTrack frame; Y is vertical,,,
v1-old,T2+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-6.238742484139664,37.50870167385693,67.18121128202746,OptiTrack frame; Y is vertical,,,
v1-old,T2+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,54.83034945407617,53.10657616156773,88.10931473610759
v1-old,T2+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,16.103801502682128,37.358294486488084,71.04632620790491,OptiTrack frame; Y is vertical,,,
v1-old,T2+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,8.579430314350304,186.21185566096182,315.00329580519286,OptiTrack frame; Y is vertical,,,
v1-old,T2+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-5.982851908417238,37.21169503745447,65.77302661696255,OptiTrack frame; Y is vertical,,,
v1-old,T2+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,54.40249384931447,53.09741704132725,88.17703302851814
v1-old,T2+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,15.816717709976936,37.20688536422415,71.07691113700966,OptiTrack frame; Y is vertical,,,
v1-old,T2+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,8.593386278618382,185.91480482127366,314.57167060449444,OptiTrack frame; Y is vertical,,,
v1-old,T2+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-5.74129559316835,37.0649783050721,65.60963771110802,OptiTrack frame; Y is vertical,,,
v1-old,T2+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,54.0959557684118,52.88973652673268,88.19354390228419
v1-old,T3+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,20.863568424949193,46.255440825137946,84.50948876453431,OptiTrack frame; Y is vertical,,,
v1-old,T3+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-12.238821253544748,159.29153725225743,308.6402759883368,OptiTrack frame; Y is vertical,,,
v1-old,T3+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-10.267517535409562,38.23914045027655,68.56796453852371,OptiTrack frame; Y is vertical,,,
v1-old,T3+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,63.18570383575941,55.54658864814978,102.92386643026349
v1-old,T3+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,19.586594393729087,43.79094196853528,83.0968394510449,OptiTrack frame; Y is vertical,,,
v1-old,T3+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-10.134722901748537,157.47953007141976,297.2088851650333,OptiTrack frame; Y is vertical,,,
v1-old,T3+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.433994090725312,37.08625912918462,64.03490381328457,OptiTrack frame; Y is vertical,,,
v1-old,T3+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,60.08822070098384,52.70073980728473,101.14522062628818
v1-old,T3+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,19.586594393729087,43.79094196853528,83.0968394510449,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-10.134722901748537,157.47953007141976,297.2088851650333,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.433994090725312,37.08625912918462,64.03490381328457,OptiTrack frame; Y is vertical,,,
v1-old,T3+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,60.08822070098384,52.70073980728473,101.14522062628818
v1-old,T3+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,19.817963818505245,44.14842190762441,83.10087594007034,OptiTrack frame; Y is vertical,,,
v1-old,T3+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-10.49313195265349,157.9617897152417,299.88878146457716,OptiTrack frame; Y is vertical,,,
v1-old,T3+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.746015850780685,37.254138166118736,64.48748108133327,OptiTrack frame; Y is vertical,,,
v1-old,T3+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,60.557069793414605,53.04022331164862,101.13857290137157
v1-old,T3+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,19.509673396966416,43.97918379240949,83.15350300174322,OptiTrack frame; Y is vertical,,,
v1-old,T3+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-9.99485183300454,157.13701454831755,295.8952802556748,OptiTrack frame; Y is vertical,,,
v1-old,T3+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.438023236662326,36.830767663491244,63.881308855414765,OptiTrack frame; Y is vertical,,,
v1-old,T3+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,60.044901757118396,52.627647167004504,100.95874909884334
v1-old,T3+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,19.211024058459504,43.725224287320884,83.17767148758543,OptiTrack frame; Y is vertical,,,
v1-old,T3+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-9.75176217865193,156.86621493421436,294.643293266346,OptiTrack frame; Y is vertical,,,
v1-old,T3+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.197457514543144,36.64199493276577,63.05607488355502,OptiTrack frame; Y is vertical,,,
v1-old,T3+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.62539163020713,53.112012061729864,100.99362645323355
v1-old,T4+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,15.554179550806197,37.512917954705316,71.71434126052131,OptiTrack frame; Y is vertical,,,
v1-old,T4+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-5.618236168026077,154.16548144888642,235.4985407279337,OptiTrack frame; Y is vertical,,,
v1-old,T4+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-9.444820860356696,35.25705688587463,61.918526047552454,OptiTrack frame; Y is vertical,,,
v1-old,T4+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,53.58160058802311,49.94624622874579,82.69859718274009
v1-old,T4+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,14.97931947861099,36.251378014049806,69.87649468451953,OptiTrack frame; Y is vertical,,,
v1-old,T4+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.5151463028246845,155.1578757898204,236.40896484626944,OptiTrack frame; Y is vertical,,,
v1-old,T4+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.167912600761534,34.868074063261815,61.125460568379225,OptiTrack frame; Y is vertical,,,
v1-old,T4+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.1116630921333,45.51310189776838,84.72435857096133
v1-old,T4+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,14.97931947861099,36.251378014049806,69.87649468451953,OptiTrack frame; Y is vertical,,,
v1-old,T4+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.5151463028246845,155.1578757898204,236.40896484626944,OptiTrack frame; Y is vertical,,,
v1-old,T4+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.167912600761534,34.868074063261815,61.125460568379225,OptiTrack frame; Y is vertical,,,
v1-old,T4+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.1116630921333,45.51310189776838,84.72435857096133
v1-old,T4+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,15.110137659899374,36.43818015067823,70.04758379466935,OptiTrack frame; Y is vertical,,,
v1-old,T4+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.9505714125632587,155.28701665796103,236.88679465722512,OptiTrack frame; Y is vertical,,,
v1-old,T4+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.308429130881864,34.99770957443114,61.50216673011238,OptiTrack frame; Y is vertical,,,
v1-old,T4+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.379092927114314,46.18795070028049,85.29218111072841
v1-old,T4+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,15.112373318104034,36.288670343043364,70.09190893694314,OptiTrack frame; Y is vertical,,,
v1-old,T4+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.2248622264111426,154.8791402214074,236.2515956335392,OptiTrack frame; Y is vertical,,,
v1-old,T4+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-8.01430132322703,34.726296090386604,60.57638035619959,OptiTrack frame; Y is vertical,,,
v1-old,T4+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,52.06035075069951,45.4848165842464,84.98862818300697
v1-old,T4+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,14.880009462204404,36.05922937476592,70.01833828515682,OptiTrack frame; Y is vertical,,,
v1-old,T4+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-3.016739402655683,154.8144792037285,235.71781399443358,OptiTrack frame; Y is vertical,,,
v1-old,T4+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-7.7249320309051654,34.663740686045934,60.753732472937756,OptiTrack frame; Y is vertical,,,
v1-old,T4+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,51.75605029399949,45.22925168354151,84.31461621410283
v1-old,T5a,native_range_filter,all8,24,X,OptiTrack horizontal X,15.234860045980563,41.83192690956771,65.29742417684726,OptiTrack frame; Y is vertical,,,
v1-old,T5a,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,24.234208477646614,195.1077688668877,319.9919349177957,OptiTrack frame; Y is vertical,,,
v1-old,T5a,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-2.5228640436162,40.67552793294511,75.64841827705261,OptiTrack frame; Y is vertical,,,
v1-old,T5a,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.169452620938046,38.9027045421133,122.99992880529103
v1-old,T5b,native_range_filter,all8,24,X,OptiTrack horizontal X,14.946183287892197,33.96642034982418,66.97461476403124,OptiTrack frame; Y is vertical,,,
v1-old,T5b,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,6.164278395623843,168.5698886339676,294.5315422249864,OptiTrack frame; Y is vertical,,,
v1-old,T5b,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-0.6000718130759145,32.48766425829873,60.03290365570997,OptiTrack frame; Y is vertical,,,
v1-old,T5b,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.3824961776757,44.330462040078224,81.4147953667324
v1-old,T5c,native_range_filter,all8,24,X,OptiTrack horizontal X,14.946183287892197,33.96642034982418,66.97461476403124,OptiTrack frame; Y is vertical,,,
v1-old,T5c,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,6.164278395623843,168.5698886339676,294.5315422249864,OptiTrack frame; Y is vertical,,,
v1-old,T5c,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-0.6000718130759145,32.48766425829873,60.03290365570997,OptiTrack frame; Y is vertical,,,
v1-old,T5c,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.3824961776757,44.330462040078224,81.4147953667324
v1-old,T5d,native_range_filter,all8,24,X,OptiTrack horizontal X,15.222064494630459,41.81499406397229,65.2678815957981,OptiTrack frame; Y is vertical,,,
v1-old,T5d,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,24.143926924571378,194.77390558640965,319.5823293146042,OptiTrack frame; Y is vertical,,,
v1-old,T5d,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-2.5191816287760873,40.66990627239497,75.63845907079856,OptiTrack frame; Y is vertical,,,
v1-old,T5d,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,59.15082616893224,38.88490199794477,122.90927439861807
v1-old,T5e,native_range_filter,all8,24,X,OptiTrack horizontal X,13.64666523026215,37.06791107303934,67.01116145676608,OptiTrack frame; Y is vertical,,,
v1-old,T5e,native_range_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.287323984383907,148.6690746458254,282.07901310681666,OptiTrack frame; Y is vertical,,,
v1-old,T5e,native_range_filter,all8,24,Z,OptiTrack horizontal Z,-2.660233000251888,31.831518574530985,67.27517696996699,OptiTrack frame; Y is vertical,,,
v1-old,T5e,native_range_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,49.81078297599789,35.499811922219536,88.61752270094456
v2,T1+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,18.10237087510329,33.4947342708039,71.17375891328764,OptiTrack frame; Y is vertical,,,
v2,T1+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-22.899553599531874,125.87813291283962,236.91996034497896,OptiTrack frame; Y is vertical,,,
v2,T1+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-3.867211799914127,32.49712028766138,50.95309643417251,OptiTrack frame; Y is vertical,,,
v2,T1+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,49.293639283533096,43.45284868152223,74.81933234824531
v2,T1+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,17.614477644966765,32.54374318103847,71.0468921671249,OptiTrack frame; Y is vertical,,,
v2,T1+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.115731444239934,125.69175236474108,235.37778653535202,OptiTrack frame; Y is vertical,,,
v2,T1+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.2327707048514385,32.01322562359946,47.99496353154591,OptiTrack frame; Y is vertical,,,
v2,T1+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.08706700342772,43.89251645018672,74.29784556304445
v2,T1+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,17.614477644966765,32.54374318103847,71.0468921671249,OptiTrack frame; Y is vertical,,,
v2,T1+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.115731444239934,125.69175236474108,235.37778653535202,OptiTrack frame; Y is vertical,,,
v2,T1+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.2327707048514385,32.01322562359946,47.99496353154591,OptiTrack frame; Y is vertical,,,
v2,T1+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.08706700342772,43.89251645018672,74.29784556304445
v2,T1+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,17.774715827066206,32.712679348253154,71.16218489109046,OptiTrack frame; Y is vertical,,,
v2,T1+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.45857838328992,125.80274274837865,235.19982226462423,OptiTrack frame; Y is vertical,,,
v2,T1+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.462174270379792,32.15109317464833,48.27522283639003,OptiTrack frame; Y is vertical,,,
v2,T1+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.35448444975004,43.6306424375652,74.45598629907103
v2,T1+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,17.51072206922603,32.477853175690996,70.51827046703897,OptiTrack frame; Y is vertical,,,
v2,T1+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.88504759583406,125.41133736142332,234.60648114345497,OptiTrack frame; Y is vertical,,,
v2,T1+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.157561294758292,31.89348220384955,47.418247418718,OptiTrack frame; Y is vertical,,,
v2,T1+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.926527769414434,43.540922146304375,74.58197411377499
v2,T1+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,17.297766248764052,32.29927848105938,70.25650710814801,OptiTrack frame; Y is vertical,,,
v2,T1+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.637671245980812,125.19101750640614,233.90713526940962,OptiTrack frame; Y is vertical,,,
v2,T1+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.9495573787517968,31.80506149034096,47.21678017370325,OptiTrack frame; Y is vertical,,,
v2,T1+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.66761929606509,42.92900345875307,74.53641741861134
v2,T2+F0,external_position_filter,all8,24,X,OptiTrack horizontal X,18.674214125561434,33.23712590882614,70.80017892379405,OptiTrack frame; Y is vertical,,,
v2,T2+F0,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-22.383183140565478,125.57478318837781,235.96543802495555,OptiTrack frame; Y is vertical,,,
v2,T2+F0,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-3.4085990874590295,32.504428393727146,49.983074423343844,OptiTrack frame; Y is vertical,,,
v2,T2+F0,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,49.310621316980864,44.386719025784735,74.42717858248919
v2,T2+F1,external_position_filter,all8,24,X,OptiTrack horizontal X,18.075824273052305,32.40521957117844,70.86353417848902,OptiTrack frame; Y is vertical,,,
v2,T2+F1,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.68907630830643,125.51172872755056,234.7014773709917,OptiTrack frame; Y is vertical,,,
v2,T2+F1,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.8642059235033923,32.022466036998935,47.3831713619764,OptiTrack frame; Y is vertical,,,
v2,T2+F1,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.15876433543953,44.12249301694861,74.12288535775622
v2,T2+F2,external_position_filter,all8,24,X,OptiTrack horizontal X,18.075824273052305,32.40521957117844,70.86353417848902,OptiTrack frame; Y is vertical,,,
v2,T2+F2,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.68907630830643,125.51172872755056,234.7014773709917,OptiTrack frame; Y is vertical,,,
v2,T2+F2,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.8642059235033923,32.022466036998935,47.3831713619764,OptiTrack frame; Y is vertical,,,
v2,T2+F2,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.15876433543953,44.12249301694861,74.12288535775622
v2,T2+F3,external_position_filter,all8,24,X,OptiTrack horizontal X,18.206212574420636,32.5439359562578,70.99704276306511,OptiTrack frame; Y is vertical,,,
v2,T2+F3,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-21.02718221739074,125.4805301244149,234.5052232136576,OptiTrack frame; Y is vertical,,,
v2,T2+F3,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-2.070372812590658,32.12266484979318,47.33247888328491,OptiTrack frame; Y is vertical,,,
v2,T2+F3,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,48.369433470680015,44.43495999896,74.29828646579234
v2,T2+F4,external_position_filter,all8,24,X,OptiTrack horizontal X,17.784290262077363,32.45869853569413,70.91695471564525,OptiTrack frame; Y is vertical,,,
v2,T2+F4,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.499498265461423,125.34582444839994,233.83311299348478,OptiTrack frame; Y is vertical,,,
v2,T2+F4,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.8719711123265306,31.873188389965524,47.11685162733123,OptiTrack frame; Y is vertical,,,
v2,T2+F4,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.989839577897,43.80129471249117,74.21479030981614
v2,T2+F5,external_position_filter,all8,24,X,OptiTrack horizontal X,17.509699164356732,32.31000836510488,70.75696630543939,OptiTrack frame; Y is vertical,,,
v2,T2+F5,external_position_filter,all8,24,Y_vertical,OptiTrack vertical Y,-20.331403871092352,125.09144804773759,233.16146439380142,OptiTrack frame; Y is vertical,,,
v2,T2+F5,external_position_filter,all8,24,Z,OptiTrack horizontal Z,-1.6970703451005473,31.831098704696018,47.039501562629454,OptiTrack frame; Y is vertical,,,
v2,T2+F5,external_position_filter,all8,24,horizontal_XZ_2D,secondary horizontal 2D,,,,OptiTrack frame; Y is vertical,47.75887651522165,43.24025835149903,74.12943168114876
