version,solver,solver_family,eval_set,n_positions,location,n,median_3d_mm,p95_3d_mm,rms_3d_mm
v1-old,T4+F5,external_position_filter,all8,24,center,12,110.14952103456116,195.87451701406823,126.6924395771281
v1-old,T4+F5,external_position_filter,all8,24,edge,12,180.99430092914477,274.45269981304085,187.7827389102347
v1-old,T5a,native_range_filter,all8,24,center,12,158.51112611618083,314.1427258948872,185.44721635406626
v1-old,T5a,native_range_filter,all8,24,edge,12,208.40730901120952,315.99409590251236,216.21239881870545
v1-old,T5b,native_range_filter,all8,24,center,12,127.6809708661774,191.64307505931407,126.24471772367892
v1-old,T5b,native_range_filter,all8,24,edge,12,185.2165804881828,339.553569595397,208.0471834413431
v1-old,T5c,native_range_filter,all8,24,center,12,127.6809708661774,191.64307505931407,126.24471772367892
v1-old,T5c,native_range_filter,all8,24,edge,12,185.2165804881828,339.553569595397,208.0471834413431
v1-old,T5d,native_range_filter,all8,24,center,12,158.1755471999873,313.7556536007908,185.16230660492533
v1-old,T5d,native_range_filter,all8,24,edge,12,208.0639722166453,315.55551058564737,215.84893213466398
v1-old,T5e,native_range_filter,all8,24,center,12,105.54882031032412,289.3027494201889,156.08860260138297
v1-old,T5e,native_range_filter,all8,24,edge,12,111.77511165807965,281.9252718389806,154.49268492898048
v2,T1+F0,external_position_filter,all8,24,center,12,69.71092744372498,150.7796316833354,89.18076607087552
v2,T1+F0,external_position_filter,all8,24,edge,12,126.7332107819555,309.61464857305043,168.30170077334557
v2,T1+F1,external_position_filter,all8,24,center,12,71.11342781338588,152.40212650471253,88.82944165029906
v2,T1+F1,external_position_filter,all8,24,edge,12,125.11735954980466,306.6531561141513,167.0512168715325
v2,T1+F2,external_position_filter,all8,24,center,12,71.11342781338588,152.40212650471253,88.82944165029906
v2,T1+F2,external_position_filter,all8,24,edge,12,125.11735954980466,306.6531561141513,167.0512168715325
v2,T1+F3,external_position_filter,all8,24,center,12,70.87784987376773,152.3107902282194,88.8938945569582
v2,T1+F3,external_position_filter,all8,24,edge,12,125.81951621559767,306.636143768331,167.4184229454467
v2,T1+F4,external_position_filter,all8,24,center,12,71.99309804300233,152.28740150153408,88.87847921861704
v2,T1+F4,external_position_filter,all8,24,edge,12,124.70328264151675,306.4721068376149,166.46990899861652
v2,T1+F5,external_position_filter,all8,24,center,12,72.02735813791092,152.8602472755369,88.99190597028445
v2,T1+F5,external_position_filter,all8,24,edge,12,124.15490191590114,305.74618383425917,165.88003889142522
v2,T2+F0,external_position_filter,all8,24,center,12,69.069496725441,148.9428739351989,88.78381468415877
v2,T2+F0,external_position_filter,all8,24,edge,12,126.99396213419425,309.1930107657322,167.94787764567323
v2,T2+F1,external_position_filter,all8,24,center,12,70.80604309778738,152.2479628523398,88.8922654947489
v2,T2+F1,external_position_filter,all8,24,edge,12,125.23967589395238,306.419504084986,166.69251927576323
v2,T2+F2,external_position_filter,all8,24,center,12,70.80604309778738,152.2479628523398,88.8922654947489
v2,T2+F2,external_position_filter,all8,24,edge,12,125.23967589395238,306.419504084986,166.69251927576323
v2,T2+F3,external_position_filter,all8,24,center,12,70.2579776869257,151.6736801601148,88.7791160299584
v2,T2+F3,external_position_filter,all8,24,edge,12,125.99110779350568,306.55925956849075,166.91426179352683
v2,T2+F4,external_position_filter,all8,24,center,12,71.44497267928112,153.47409456453929,89.3218394116091
v2,T2+F4,external_position_filter,all8,24,edge,12,124.52347514570596,306.36246581540524,166.078206594263
v2,T2+F5,external_position_filter,all8,24,center,12,71.84787486859508,154.0213192655695,89.34917157384686
v2,T2+F5,external_position_filter,all8,24,edge,12,124.10269619645703,305.5624161408123,165.5204809963657
v2,T3+F0,external_position_filter,all8,24,center,12,58.87139693380707,108.34071876222289,66.57285897975615
v2,T3+F0,external_position_filter,all8,24,edge,12,107.55458960678644,232.13617626713315,134.57787936014685
v2,T3+F1,external_position_filter,all8,24,center,12,53.800159572077646,103.48058708508724,64.02878494794791
v2,T3+F1,external_position_filter,all8,24,edge,12,108.57995161171412,228.7085818893889,132.48707312828253
v2,T3+F2,external_position_filter,all8,24,center,12,53.800159572077646,103.48058708508724,64.02878494794791
v2,T3+F2,external_position_filter,all8,24,edge,12,108.57995161171412,228.7085818893889,132.48707312828253
v2,T3+F3,external_position_filter,all8,24,center,12,54.54814636042221,105.17164931608347,64.38650540086924
v2,T3+F3,external_position_filter,all8,24,edge,12,108.13198444743247,229.4875506026021,132.72867689700442
v2,T3+F4,external_position_filter,all8,24,center,12,53.638755857315275,103.48626546621705,63.684310578162126
v2,T3+F4,external_position_filter,all8,24,edge,12,108.62345794532825,229.24269477786044,132.5727422941173
v2,T3+F5,external_position_filter,all8,24,center,12,53.24263767097827,103.34150349450455,63.46574279098472
v2,T3+F5,external_position_filter,all8,24,edge,12,108.85399436922683,230.0526811686687,132.5102288098684
v2,T4+F0,external_position_filter,all8,24,center,12,63.60200753349091,121.46417610817925,75.16420444326819
v2,T4+F0,external_position_filter,all8,24,edge,12,112.21248796396655,203.0984849157594,127.91240221660475
v2,T4+F1,external_position_filter,all8,24,center,12,65.82566322627532,117.11334741092111,74.54676162521541
v2,T4+F1,external_position_filter,all8,24,edge,12,112.9362302579693,207.22224395853544,128.52381219727775
v2,T4+F2,external_position_filter,all8,24,center,12,65.82566322627532,117.11334741092111,74.54676162521541
v2,T4+F2,external_position_filter,all8,24,edge,12,112.9362302579693,207.22224395853544,128.52381219727775
v2,T4+F3,external_position_filter,all8,24,center,12,65.15925170821643,118.42513627840324,74.83540726719481
v2,T4+F3,external_position_filter,all8,24,edge,12,113.0378792824815,207.7440163000624,128.83033293024096
v2,T4+F4,external_position_filter,all8,24,center,12,66.02097806932892,116.15183763763659,74.18986737245105
v2,T4+F4,external_position_filter,all8,24,edge,12,112.93180583137163,206.10244618403794,128.21089385537832
v2,T4+F5,external_position_filter,all8,24,center,12,65.94036407206193,116.13181967484199,74.16341553314072
v2,T4+F5,external_position_filter,all8,24,edge,12,112.50914526586601,205.80713367113015,127.94514089463871
v2,T5a,native_range_filter,all8,24,center,12,94.69118202167698,242.48221120448133,135.37717709771218
v2,T5a,native_range_filter,all8,24,edge,12,134.35514378481264,248.21302423111825,154.48822387754902
v2,T5b,native_range_filter,all8,24,center,12,70.14733597021875,91.64738179034597,64.91223223075103
v2,T5b,native_range_filter,all8,24,edge,12,118.28899666027532,281.8526024447116,157.77330130420057
v2,T5c,native_range_filter,all8,24,center,12,70.14733597021875,91.64738179034597,64.91223223075103
v2,T5c,native_range_filter,all8,24,edge,12,118.28899666027532,281.8526024447116,157.77330130420057
v2,T5d,native_range_filter,all8,24,center,12,94.55311086620493,242.1314148518617,135.17231150901875
v2,T5d,native_range_filter,all8,24,edge,12,134.01226587900788,247.79775152113538,154.1831642407667
v2,T5e,native_range_filter,all8,24,center,12,77.41363028076242,254.72392279650762,133.25002789628144
v2,T5e,native_range_filter,all8,24,edge,12,84.28333233154368,217.6302648280103,126.04562280000741
v3-full,T1+F0,external_position_filter,all8,24,center,12,99.60821376649682,172.83707063540956,115.7433241658767
v3-full,T1+F0,external_position_filter,all8,24,edge,12,165.13871796692976,327.1796533277404,194.8202878355709
v3-full,T1+F1,external_position_filter,all8,24,center,12,101.86419068934548,177.59552160787484,117.88410991331277
v3-full,T1+F1,external_position_filter,all8,24,edge,12,167.87163812547942,323.7220351086437,192.65926257152287
v3-full,T1+F2,external_position_filter,all8,24,center,12,101.86419068934548,177.59552160787484,117.88410991331277
v3-full,T1+F2,external_position_filter,all8,24,edge,12,167.87163812547942,323.7220351086437,192.65926257152287
v3-full,T1+F3,external_position_filter,all8,24,center,12,100.72857559666676,175.83320468260138,117.14498273143155
v3-full,T1+F3,external_position_filter,all8,24,edge,12,166.91773198917014,324.26855627716145,192.77973808406074
v3-full,T1+F4,external_position_filter,all8,24,center,12,101.90532384358252,177.58832273710317,117.71465780672374
v3-full,T1+F4,external_position_filter,all8,24,edge,12,167.62322790396362,323.3301335379513,192.6016876991242
v3-full,T1+F5,external_position_filter,all8,24,center,12,102.21812421129917,178.27457513539682,118.19733704151874
v3-full,T1+F5,external_position_filter,all8,24,edge,12,168.33695553556723,323.587208217603,192.49377282821717
v3-full,T2+F0,external_position_filter,all8,24,center,12,99.81692388099972,171.23574682825722,115.34934759792854
v3-full,T2+F0,external_position_filter,all8,24,edge,12,164.76612762667776,327.5387943192315,194.3621232526116
v3-full,T2+F1,external_position_filter,all8,24,center,12,102.62736013288078,176.53554781248914,117.64115691967692
v3-full,T2+F1,external_position_filter,all8,24,edge,12,167.86075909841068,324.409833310032,192.86818444025153
v3-full,T2+F2,external_position_filter,all8,24,center,12,102.62736013288078,176.53554781248914,117.64115691967692
v3-full,T2+F2,external_position_filter,all8,24,edge,12,167.86075909841068,324.409833310032,192.86818444025153
v3-full,T2+F3,external_position_filter,all8,24,center,12,101.1554206876705,175.25509311509492,117.05756444816174
v3-full,T2+F3,external_position_filter,all8,24,edge,12,166.9508511494169,324.63106434605265,192.95845008320018
v3-full,T2+F4,external_position_filter,all8,24,center,12,102.48472558635879,177.22997478179008,117.71995157897312
v3-full,T2+F4,external_position_filter,all8,24,edge,12,167.59587841290687,323.5775090173757,192.66572471088801
v3-full,T2+F5,external_position_filter,all8,24,center,12,102.76272434420747,177.7784240080787,118.1268549357501
v3-full,T2+F5,external_position_filter,all8,24,edge,12,168.35447527122875,323.76256048414587,192.48966487893054
v3-full,T3+F0,external_position_filter,all8,24,center,12,64.77009428588117,130.6510586081648,81.09072735934517
v3-full,T3+F0,external_position_filter,all8,24,edge,12,140.15078044888088,276.4226454833822,163.9904507622303
v3-full,T3+F1,external_position_filter,all8,24,center,12,66.60514062575113,129.99338489285225,80.70660483765955
v3-full,T3+F1,external_position_filter,all8,24,edge,12,143.70721410434388,275.8129883176905,160.90530773581193
v3-full,T3+F2,external_position_filter,all8,24,center,12,66.60514062575113,129.99338489285225,80.70660483765955
v3-full,T3+F2,external_position_filter,all8,24,edge,12,143.70721410434388,275.8129883176905,160.90530773581193
v3-full,T3+F3,external_position_filter,all8,24,center,12,66.83877659244442,130.18997115744045,80.91231239901629
v3-full,T3+F3,external_position_filter,all8,24,edge,12,143.03973659747658,275.6824898190778,161.2262746010449
v3-full,T3+F4,external_position_filter,all8,24,center,12,66.44444462264903,129.92819567837756,80.70771485826698
v3-full,T3+F4,external_position_filter,all8,24,edge,12,143.80546521462244,276.23198772150045,160.86370305069514
v3-full,T3+F5,external_position_filter,all8,24,center,12,67.02742841604265,129.87157253433938,80.82657926673858
v3-full,T3+F5,external_position_filter,all8,24,edge,12,144.3704815125518,276.4593077675418,161.02375038937546
v3-full,T4+F0,external_position_filter,all8,24,center,12,85.40628164558866,136.5913525995289,95.17518795652818
v3-full,T4+F0,external_position_filter,all8,24,edge,12,153.0925066780432,264.22973131827683,162.0263356741539
v3-full,T4+F1,external_position_filter,all8,24,center,12,82.29755334718106,138.37718310903685,96.63643200565086
v3-full,T4+F1,external_position_filter,all8,24,edge,12,157.33543640832454,263.4603565147403,161.5924040503887
v3-full,T4+F2,external_position_filter,all8,24,center,12,82.29755334718106,138.37718310903685,96.63643200565086
v3-full,T4+F2,external_position_filter,all8,24,edge,12,157.33543640832454,263.4603565147403,161.5924040503887
v3-full,T4+F3,external_position_filter,all8,24,center,12,82.26750311978321,137.6809362491167,96.30255826993988
v3-full,T4+F3,external_position_filter,all8,24,edge,12,155.21778907163696,263.11520711631755,161.33596689810523
v3-full,T4+F4,external_position_filter,all8,24,center,12,81.99588085509106,137.85604289276392,96.3935076792329
v3-full,T4+F4,external_position_filter,all8,24,edge,12,157.48788834321476,263.6876082650106,161.537847085464
v3-full,T4+F5,external_position_filter,all8,24,center,12,81.1638526928005,138.05952937504895,96.42870909582516
v3-full,T4+F5,external_position_filter,all8,24,edge,12,158.2736212423913,263.7879532533341,161.65361053513044
v3-full,T5a,native_range_filter,all8,24,center,12,128.04592915096976,279.5302015955955,161.84714982806565
v3-full,T5a,native_range_filter,all8,24,edge,12,177.63713196938636,284.2413167452597,189.00963628856286
v3-full,T5b,native_range_filter,all8,24,center,12,90.28103264643246,137.3556823500936,95.34359458085672
v3-full,T5b,native_range_filter,all8,24,edge,12,166.81260793520983,296.0670693579258,180.6905477263148
v3-full,T5c,native_range_filter,all8,24,center,12,90.28103264643246,137.3556823500936,95.34359458085672
v3-full,T5c,native_range_filter,all8,24,edge,12,166.81260793520983,296.0670693579258,180.6905477263148
v3-full,T5d,native_range_filter,all8,24,center,12,127.84713000112485,279.0666172065936,161.58823886171587
v3-full,T5d,native_range_filter,all8,24,edge,12,177.23549040262625,283.7412751987777,188.6425264878362
v3-full,T5e,native_range_filter,all8,24,center,12,82.99362145415785,331.0392705977807,170.26894382689207
v3-full,T5e,native_range_filter,all8,24,edge,12,120.84549361273776,282.2007648617627,163.2567797465241
v3-lite,T1+F0,external_position_filter,all8,24,center,12,69.8181046760607,151.1486607581429,89.51934473180982
v3-lite,T1+F0,external_position_filter,all8,24,edge,12,126.47059745437647,309.94646566838315,168.40998628929808
v3-lite,T1+F1,external_position_filter,all8,24,center,12,71.2396230103086,152.74987111545894,89.16948378631257
v3-lite,T1+F1,external_position_filter,all8,24,edge,12,125.34150557526047,307.0522166408346,167.20949321317636
v3-lite,T1+F2,external_position_filter,all8,24,center,12,71.2396230103086,152.74987111545894,89.16948378631257
v3-lite,T1+F2,external_position_filter,all8,24,edge,12,125.34150557526047,307.0522166408346,167.20949321317636
v3-lite,T1+F3,external_position_filter,all8,24,center,12,70.85179969976292,152.76280190137868,89.11173600789019
v3-lite,T1+F3,external_position_filter,all8,24,edge,12,126.02696848286615,307.1227147123382,167.61052074619516
v3-lite,T1+F4,external_position_filter,all8,24,center,12,72.06264720268473,152.7488613674836,89.15568807579638
v3-lite,T1+F4,external_position_filter,all8,24,edge,12,124.9819154779214,307.0182450217018,166.70208253559608
v3-lite,T1+F5,external_position_filter,all8,24,center,12,72.13907322018784,153.42075354762844,89.24638463075975
v3-lite,T1+F5,external_position_filter,all8,24,edge,12,124.44009510305338,306.1662583859045,166.03420951938085
v3-lite,T2+F0,external_position_filter,all8,24,center,12,69.28312138097088,149.27319195867523,89.10565129554732
v3-lite,T2+F0,external_position_filter,all8,24,edge,12,126.85811284554764,309.619621976472,168.09983121379756
v3-lite,T2+F1,external_position_filter,all8,24,center,12,70.85669523453248,152.66276510204003,89.13445354851244
v3-lite,T2+F1,external_position_filter,all8,24,edge,12,125.50761592062537,306.99345979988107,166.93542607695815
v3-lite,T2+F2,external_position_filter,all8,24,center,12,70.85669523453248,152.66276510204003,89.13445354851244
v3-lite,T2+F2,external_position_filter,all8,24,edge,12,125.50761592062537,306.99345979988107,166.93542607695815
v3-lite,T2+F3,external_position_filter,all8,24,center,12,70.26067649631979,152.11569752334475,89.02750613601818
v3-lite,T2+F3,external_position_filter,all8,24,edge,12,126.11416046357135,307.0609405743842,167.12548063185972
v3-lite,T2+F4,external_position_filter,all8,24,center,12,71.53696917987227,154.00054436037033,89.60967680076571
v3-lite,T2+F4,external_position_filter,all8,24,edge,12,124.71942180281317,306.8787175014844,166.26179402284535
v3-lite,T2+F5,external_position_filter,all8,24,center,12,71.91641945671266,154.51513031974307,89.60654487696476
v3-lite,T2+F5,external_position_filter,all8,24,edge,12,124.29407726811458,306.0235847106781,165.67967791998288
v3-lite,T3+F0,external_position_filter,all8,24,center,12,58.55765762702107,108.85991017876589,66.82294659736792
v3-lite,T3+F0,external_position_filter,all8,24,edge,12,105.74586060847037,232.3246545038288,134.50767169375652
v3-lite,T3+F1,external_position_filter,all8,24,center,12,54.46373918666083,104.05789795196539,64.20109842675907
v3-lite,T3+F1,external_position_filter,all8,24,edge,12,108.50627905238053,229.0650877789052,132.65733391114978
v3-lite,T3+F2,external_position_filter,all8,24,center,12,54.46373918666083,104.05789795196539,64.20109842675907
v3-lite,T3+F2,external_position_filter,all8,24,edge,12,108.50627905238053,229.0650877789052,132.65733391114978
v3-lite,T3+F3,external_position_filter,all8,24,center,12,55.17412455081167,105.72479463569563,64.5774303759939
v3-lite,T3+F3,external_position_filter,all8,24,edge,12,108.43966407069158,229.92342976814876,132.97705854343252
v3-lite,T3+F4,external_position_filter,all8,24,center,12,54.30781959080856,104.04004258448757,63.877475065547095
v3-lite,T3+F4,external_position_filter,all8,24,edge,12,106.33071571170004,229.63216828142916,132.4610106670208
v3-lite,T3+F5,external_position_filter,all8,24,center,12,53.88883805303813,103.85966434790396,63.63378731337338
v3-lite,T3+F5,external_position_filter,all8,24,edge,12,106.89587744999301,230.42652982094444,132.42536809414028
v3-lite,T4+F0,external_position_filter,all8,24,center,12,63.69869884172145,121.9356692680428,75.36445749220279
v3-lite,T4+F0,external_position_filter,all8,24,edge,12,112.09767255903512,203.2323995862389,127.81790943904049
v3-lite,T4+F1,external_position_filter,all8,24,center,12,65.82675613195849,117.5796396810263,74.63607433006814
v3-lite,T4+F1,external_position_filter,all8,24,edge,12,112.9138599651151,207.39328755224267,128.49013671664446
v3-lite,T4+F2,external_position_filter,all8,24,center,12,65.82675613195849,117.5796396810263,74.63607433006814
v3-lite,T4+F2,external_position_filter,all8,24,edge,12,112.9138599651151,207.39328755224267,128.49013671664446
v3-lite,T4+F3,external_position_filter,all8,24,center,12,65.10810061779819,118.86748527187031,74.95427319325982
v3-lite,T4+F3,external_position_filter,all8,24,edge,12,112.95488081730738,207.83696964778935,128.7739508821054
v3-lite,T4+F4,external_position_filter,all8,24,center,12,65.9713757582898,116.57795195397455,74.28689299183652
v3-lite,T4+F4,external_position_filter,all8,24,edge,12,112.86703545942723,206.1839971094804,128.122709399896
v3-lite,T4+F5,external_position_filter,all8,24,center,12,65.90466186022647,116.50717095566753,74.26153600061662
v3-lite,T4+F5,external_position_filter,all8,24,edge,12,112.47730493544998,205.87800253979879,127.87092168638512
v3-lite,T5a,native_range_filter,all8,24,center,12,94.70514517448525,242.41176637806933,135.37219358656077
v3-lite,T5a,native_range_filter,all8,24,edge,12,134.38507106829138,248.02992775240412,154.46471170586975
v3-lite,T5b,native_range_filter,all8,24,center,12,70.31458961655264,91.96502840928945,65.0191783299214
v3-lite,T5b,native_range_filter,all8,24,edge,12,118.21573105937117,281.9147112822088,157.77389727364212
v3-lite,T5c,native_range_filter,all8,24,center,12,70.31458961655264,91.96502840928945,65.0191783299214
v3-lite,T5c,native_range_filter,all8,24,edge,12,118.21573105937117,281.9147112822088,157.77389727364212
v3-lite,T5d,native_range_filter,all8,24,center,12,94.56371548224342,242.0497172635716,135.17219978162117
v3-lite,T5d,native_range_filter,all8,24,edge,12,134.04685223772245,247.65619302299643,154.1867178155473
v3-lite,T5e,native_range_filter,all8,24,center,12,77.60633996332982,253.85830154951537,132.88043535260644
v3-lite,T5e,native_range_filter,all8,24,edge,12,84.54215928070633,216.49437349697803,125.63642378230342
v4-io,T1+F0,external_position_filter,all8,24,center,12,64.477869259214,163.05137642795003,93.0214234090275
v4-io,T1+F0,external_position_filter,all8,24,edge,12,132.30427694110733,328.21677262774375,173.68755717382626
v4-io,T1+F1,external_position_filter,all8,24,center,12,62.437298532753864,165.96135281500102,93.32672053387367
v4-io,T1+F1,external_position_filter,all8,24,edge,12,133.46829710638036,323.52492584123394,172.47537889176837
v4-io,T1+F2,external_position_filter,all8,24,center,12,62.437298532753864,165.82087367521075,93.27572201686327
v4-io,T1+F2,external_position_filter,all8,24,edge,12,133.46829710638036,323.52492584123394,172.47537889176837
v4-io,T1+F3,external_position_filter,all8,24,center,12,62.58824797765749,166.72096058958485,93.62515617972446
v4-io,T1+F3,external_position_filter,all8,24,edge,12,133.6800414941074,324.2332163002135,172.93852110067238
v4-io,T1+F4,external_position_filter,all8,24,center,12,63.20626170482242,165.49494407335857,93.35574161009983
v4-io,T1+F4,external_position_filter,all8,24,edge,12,133.61197411991475,323.62911571436877,172.17001604247045
v4-io,T1+F5,external_position_filter,all8,24,center,12,63.18199300364038,165.39708837646836,93.22321650941869
v4-io,T1+F5,external_position_filter,all8,24,edge,12,133.08009333489244,322.5443799486776,171.72549470223615
v4-io,T2+F0,external_position_filter,all8,24,center,12,64.30041894718217,161.78609697511422,92.7851438644646
v4-io,T2+F0,external_position_filter,all8,24,edge,12,132.6670300995939,327.8090172233957,173.33536677240394
v4-io,T2+F1,external_position_filter,all8,24,center,12,61.969260576601634,165.76722978688568,93.35438940668946
v4-io,T2+F1,external_position_filter,all8,24,edge,12,133.59880344840508,323.87810631404557,172.41851042102746
v4-io,T2+F2,external_position_filter,all8,24,center,12,61.969260576601634,165.7581896281157,93.35111175259702
v4-io,T2+F2,external_position_filter,all8,24,edge,12,133.59880344840508,323.87810631404557,172.41851042102746
v4-io,T2+F3,external_position_filter,all8,24,center,12,62.592258716153424,165.8847761854795,93.38114684967425
v4-io,T2+F3,external_position_filter,all8,24,edge,12,133.84049484449048,324.40576971456005,172.651760605165
v4-io,T2+F4,external_position_filter,all8,24,center,12,62.755859262712534,165.97716208799895,93.57513683948217
v4-io,T2+F4,external_position_filter,all8,24,edge,12,133.55598098737337,323.71266840462397,171.9717913050399
v4-io,T2+F5,external_position_filter,all8,24,center,12,63.01320754222793,166.15821598084892,93.56025394074314
v4-io,T2+F5,external_position_filter,all8,24,edge,12,132.9569655691179,322.6312280219863,171.45853769857828
v4-io,T3+F0,external_position_filter,all8,24,center,12,57.28432294825121,86.058807376276,59.581334826086085
v4-io,T3+F0,external_position_filter,all8,24,edge,12,120.02602665074926,235.51012050490715,138.50197474117755
v4-io,T3+F1,external_position_filter,all8,24,center,12,56.58251704545509,83.84627458388354,58.24022875218137
v4-io,T3+F1,external_position_filter,all8,24,edge,12,121.43408738970138,233.6672914612431,137.3525173869907
v4-io,T3+F2,external_position_filter,all8,24,center,12,56.58251704545509,83.84627458388354,58.24022875218137
v4-io,T3+F2,external_position_filter,all8,24,edge,12,121.43408738970138,233.6672914612431,137.3525173869907
v4-io,T3+F3,external_position_filter,all8,24,center,12,56.438077474263025,85.00998740767344,58.535518514562554
v4-io,T3+F3,external_position_filter,all8,24,edge,12,121.48397320320683,234.6918846673161,137.70200813753453
v4-io,T3+F4,external_position_filter,all8,24,center,12,56.40641771742288,83.73592063857538,58.32387830755521
v4-io,T3+F4,external_position_filter,all8,24,edge,12,121.91999670518992,233.2944292041235,137.4452534905974
v4-io,T3+F5,external_position_filter,all8,24,center,12,56.463830601550356,83.54576426348424,58.1959744838821
v4-io,T3+F5,external_position_filter,all8,24,edge,12,120.75628824968342,233.01555753063315,137.16545263520882
v4-io,T4+F0,external_position_filter,all8,24,center,12,57.232621084584096,115.44256017913798,72.16546063100574
v4-io,T4+F0,external_position_filter,all8,24,edge,12,127.52488078375026,221.86062784542295,136.06807317323384
v4-io,T4+F1,external_position_filter,all8,24,center,12,59.32951067277889,122.54270217230217,73.51170512473111
v4-io,T4+F1,external_position_filter,all8,24,edge,12,126.99325639185295,221.5207609231477,137.01125634222046
v4-io,T4+F2,external_position_filter,all8,24,center,12,59.32951067277889,122.54270217230217,73.51170512473111
